timestamp,date,Гроза слабая или умеренная (возможен дождь или снег),"Порывы, м/с",Туман (видимость менее 1 км),Дождь (незамерзающий) слабый непрерывный,Ливневый дождь со снегом,Ливневый дождь,Количество облаков уменьшилось,Дождь со снегом слабый,"Гроза, но без осадков","Относительная влажность, %",Морось (незамерзающая) слабая непрерывная,"Минимальная температура, °C",Направление ветра,Снег,Гроза,"Максимальная температура, °C","Средняя скорость ветра, м/с",Дождь (незамерзающий),Ливневой снег умеренный или сильный,"Осадки за 12 часов, мм","Высота снежного покрова, см","Осадки за 24 часа, мм",Ливневой дождь слабый,Дымка (видимость больше 1 км),Туман без изменений (небо не видно),Осадки (достигают поверхности земли вдали от станции (&gt; 5 км)),"Горизонтальная видимость, км","Атмосферное давление на уровне станции, мм рт.ст.",Туман начался (усилился). Небо не видно,"Температура воздуха, °C","Гроза, дождь слабый",Снег слабый непрерывный,Количество облаков не изменилось,"Поземные туманы клочками, полосами(высота меньше 2 м от поверхности земли)",Туман без изменений (небо видно),Балл общей облачности,Ливневой снег слабый,Осадки (достигают поверхности земли)
1588892400,"Четверг, 7 мая
23:00 (UTC)",,,,,,,,,,80.3,,,южный,,,,1,,,,,,,,,,,743,,12.6,,,,,,,,
1588896000,"Пятница, 8 мая
00:00 (UTC)",,,,,,,,,,88.0,,,,,,,0,,,,,,,,,,10.0,743,,10.6,,,,,,2.0,,
1588899600,"Пятница, 8 мая
01:00 (UTC)",,,,,,,,,,92.2,,,юго-западный,,,,1,,,,,,,,,,,743,,9.6,,,,,,,,
1588903200,"Пятница, 8 мая
02:00 (UTC)",,,,,,,,,,92.3,,,северо-западный,,,,3,,,,,,,,,,,743,,10.8,,,,,,,,
1588906800,"Пятница, 8 мая
03:00 (UTC)",,,,,,,,,,92.9,,9.4,северо-западный,,,,4,,,0,,0,,True,,,4.0,744,,10.7,,,,,,10.0,,
1588910400,"Пятница, 8 мая
04:00 (UTC)",,,,,,,,,,77.6,,,северный,,,,4,,,,,,,,,,,744,,12.2,,,,,,,,
1588914000,"Пятница, 8 мая
05:00 (UTC)",,,,,,,,,,76.1,,,западный,,,,3,,,,,,,,,,,745,,12.5,,,,,,,,
1588917600,"Пятница, 8 мая
06:00 (UTC)",,,,,,,,,,68.9,,,западный,,,,3,,,,,,,,,,10.0,745,,13.7,,,,,,10.0,,
1588921200,"Пятница, 8 мая
07:00 (UTC)",,,,,,,,,,74.0,,,северо-западный,,,,4,,,,,,,,,,,746,,12.1,,,,,,,,
1588924800,"Пятница, 8 мая
08:00 (UTC)",,,,,,,,,,64.9,,,северо-западный,,,,2,,,,,,,,,,,746,,14.1,,,,,,,,
1588928400,"Пятница, 8 мая
09:00 (UTC)",,,,,,,,,,57.3,,,северный,,,,2,,,,,,,,,,10.0,746,,15.4,,,,,,10.0,,
1588932000,"Пятница, 8 мая
10:00 (UTC)",,,,,,,,,,57.6,,,северо-западный,,,,3,,,,,,,,,,,746,,15.2,,,,,,,,
1588935600,"Пятница, 8 мая
11:00 (UTC)",,,,,,,,,,53.2,,,северо-западный,,,,3,,,,,,,,,,,746,,15.8,,,,,,,,
1588939200,"Пятница, 8 мая
12:00 (UTC)",,,,,,,,,,48.2,,,северо-западный,,,,5,,,,,,,,,,10.0,746,,16.8,,,,,,7.0,,
1588942800,"Пятница, 8 мая
13:00 (UTC)",,,,,,,,,,47.4,,,северный,,,,4,,,,,,,,,,,746,,16.3,,,,,,,,
1588946400,"Пятница, 8 мая
14:00 (UTC)",,,,,,,,,,49.2,,,северо-западный,,,,4,,,,,,,,,,,747,,15.5,,,,,,,,
1588950000,"Пятница, 8 мая
15:00 (UTC)",,,,,,,,,,49.4,,,северо-западный,,,17.0,4,,,0,,,,,,,10.0,747,,14.8,,,,,,10.0,,
1588953600,"Пятница, 8 мая
16:00 (UTC)",,,,,,,,,,51.3,,,северный,,,,4,,,,,,,,,,,747,,14.3,,,,,,,,
1588957200,"Пятница, 8 мая
17:00 (UTC)",,,,,,,,,,54.9,,,северный,,,,3,,,,,,,,,,,747,,13.6,,,,,,,,
1588960800,"Пятница, 8 мая
18:00 (UTC)",,,,,,,,,,56.6,,,северный,,,,4,,,,,,,,,,10.0,748,,12.8,,,,,,10.0,,
1588964400,"Пятница, 8 мая
19:00 (UTC)",,,,,,,,,,58.5,,,северный,,,,3,,,,,,,,,,,748,,12.3,,,,,,,,
1588968000,"Пятница, 8 мая
20:00 (UTC)",,,,,,,,,,60.1,,,северный,,,,4,,,,,,,,,,,748,,11.9,,,,,,,,
1588971600,"Пятница, 8 мая
21:00 (UTC)",,,,,,,,,,61.7,,,северный,,,,3,,,,,,,,,,10.0,748,,11.6,,,,,,10.0,,
1588975200,"Пятница, 8 мая
22:00 (UTC)",,,,,,,,,,62.1,,,северный,,,,2,,,,,,,,,,,748,,11.3,,,,,,,,
1588978800,"Пятница, 8 мая
23:00 (UTC)",,,,,,,,,,66.9,,,северный,,,,3,,,,,,,,,,,748,,10.7,,,,,,,,
1588982400,"Суббота, 9 мая
00:00 (UTC)",,,,,,,,,,66.8,,,северный,,,,3,,,,,,,,,,10.0,747,,10.5,,,,,,10.0,,
1588986000,"Суббота, 9 мая
01:00 (UTC)",,,,,,,,,,65.8,,,северный,,,,3,,,,,,,,,,,747,,10.2,,,,,,,,
1588989600,"Суббота, 9 мая
02:00 (UTC)",,,,,,,,,,70.5,,,северный,,,,3,,,,,,,,,,,747,,9.6,,,,,,,,
1588993200,"Суббота, 9 мая
03:00 (UTC)",,,,,,,,,,67.2,,9.6,северный,,,,3,,,0,,0,,,,,10.0,747,,9.9,,,,,,7.0,,
1588996800,"Суббота, 9 мая
04:00 (UTC)",,,,,,,,,,66.8,,,северный,,,,2,,,,,,,,,,,747,,10.2,,,,,,,,
1589000400,"Суббота, 9 мая
05:00 (UTC)",,,,,,,,,,64.6,,,северный,,,,2,,,,,,,,,,,747,,10.7,,,,,,,,
1589004000,"Суббота, 9 мая
06:00 (UTC)",,,,,,,,,,78.9,,,северный,,,,2,,,,,,True,,,,10.0,746,,10.4,,,,,,10.0,,
1589007600,"Суббота, 9 мая
07:00 (UTC)",,,,,,,,,,74.8,,,северный,,,,3,,,,,,,,,,,747,,11.0,,,,,,,,
1589011200,"Суббота, 9 мая
08:00 (UTC)",,,,,,,,,,81.7,,,северный,,,,3,,,,,,,,,,,746,,10.6,,,,,,,,
1589014800,"Суббота, 9 мая
09:00 (UTC)",,,,,,,,,,74.9,,,северный,,,,3,,,,,,,,,,10.0,746,,11.6,,,True,,,10.0,,
1589018400,"Суббота, 9 мая
10:00 (UTC)",,,,,,,,,,71.0,,,северный,,,,3,,,,,,,,,,,746,,12.0,,,,,,,,
1589022000,"Суббота, 9 мая
11:00 (UTC)",,,,,,,,,,65.1,,,северный,,,,3,,,,,,,,,,,746,,12.8,,,,,,,,
1589025600,"Суббота, 9 мая
12:00 (UTC)",,,,,,,,,,63.0,,,северный,,,,5,,,,,,,,,,10.0,746,,13.4,,,True,,,10.0,,
1589029200,"Суббота, 9 мая
13:00 (UTC)",,,,,,,,,,61.7,,,северный,,,,3,,,,,,,,,,,745,,13.4,,,,,,,,
1589032800,"Суббота, 9 мая
14:00 (UTC)",,,,,,,,,,59.2,,,северный,,,,3,,,,,,,,,,,745,,13.6,,,,,,,,
1589036400,"Суббота, 9 мая
15:00 (UTC)",,,,,,,,,,61.4,,,северный,,,13.8,3,,,0.5,,,,,,,10.0,745,,13.8,,,,,,10.0,,
1589040000,"Суббота, 9 мая
16:00 (UTC)",,,,,,,,,,61.3,,,северо-западный,,,,3,,,,,,,,,,,745,,13.6,,,,,,,,
1589043600,"Суббота, 9 мая
17:00 (UTC)",,,,,,,,,,61.6,,,северо-западный,,,,3,,,,,,,,,,,744,,13.2,,,,,,,,
1589047200,"Суббота, 9 мая
18:00 (UTC)",,,,,,,,,,71.4,,,северо-западный,,,,1,,,,,,,,,,10.0,744,,11.5,,,,,,10.0,,
1589050800,"Суббота, 9 мая
19:00 (UTC)",,,,,,,,,,73.2,,,северо-западный,,,,1,,,,,,,,,,,744,,10.7,,,,,,,,
1589054400,"Суббота, 9 мая
20:00 (UTC)",,,,,,,,,,69.4,,,северо-западный,,,,2,,,,,,,,,,,743,,11.4,,,,,,,,
1589058000,"Суббота, 9 мая
21:00 (UTC)",,,,,,,,,,73.6,,,северо-западный,,,,2,,,,,,,,,,10.0,743,,10.3,,,,,,10.0,,
1589061600,"Суббота, 9 мая
22:00 (UTC)",,,,,,,,,,64.8,,,северный,,,,2,,,,,,,,,,,743,,11.8,,,,,,,,
1589065200,"Суббота, 9 мая
23:00 (UTC)",,,,,,,,,,64.4,,,северный,,,,4,,,,,,,,,,,742,,11.9,,,,,,,,
1589068800,"Воскресенье, 10 мая
00:00 (UTC)",,,,,,,,,,67.7,,,северный,,,,4,,,,,,,,,,10.0,742,,12.3,,,,,,10.0,,
1589072400,"Воскресенье, 10 мая
01:00 (UTC)",,,,,,,,,,65.5,,,северный,,,,4,,,,,,,,,,,741,,12.9,,,,,,,,
1589076000,"Воскресенье, 10 мая
02:00 (UTC)",,,,,,,,,,62.4,,,северный,,,,6,,,,,,,,,,,741,,12.8,,,,,,,,
1589079600,"Воскресенье, 10 мая
03:00 (UTC)",,11.0,,,,,,,,62.8,,10.1,северный,,,,5,,,0,,0.5,,,,,10.0,741,,12.8,,,,,,10.0,,
1589083200,"Воскресенье, 10 мая
04:00 (UTC)",,12.0,,,,,,,,62.5,,,северный,,,,6,,,,,,,,,,,740,,13.1,,,,,,,,
1589086800,"Воскресенье, 10 мая
05:00 (UTC)",,13.0,,,,,,,,61.7,,,северный,,,,5,,,,,,,,,,,740,,13.5,,,,,,,,
1589090400,"Воскресенье, 10 мая
06:00 (UTC)",,14.0,,,,,,,,54.8,,,северный,,,,6,,,,,,,,,,10.0,740,,14.8,,,,,,10.0,,
1589094000,"Воскресенье, 10 мая
07:00 (UTC)",,,,,,,,,,,,,северный,,,,7,,,,,,,,,,,740,,,,,,,,,,
1589097600,"Воскресенье, 10 мая
08:00 (UTC)",,,,,,,,,,43.3,,,северный,,,,8,,,,,,,,,,,740,,17.5,,,,,,,,
1589101200,"Воскресенье, 10 мая
09:00 (UTC)",,15.0,,,,,,,,41.0,,,северный,,,,7,,,,,,,,,,10.0,740,,17.7,,,,,,9.0,,
1589104800,"Воскресенье, 10 мая
10:00 (UTC)",,,,,,,,,,40.8,,,северный,,,,7,,,,,,,,,,,740,,18.0,,,,,,,,
1589108400,"Воскресенье, 10 мая
11:00 (UTC)",,,,,,,,,,41.6,,,северный,,,,7,,,,,,,,,,,741,,17.6,,,,,,,,
1589112000,"Воскресенье, 10 мая
12:00 (UTC)",,15.0,,,,,,,,39.3,,,северный,,,,6,,,,,,,,,,10.0,741,,18.5,,,,,,7.0,,
1589115600,"Воскресенье, 10 мая
13:00 (UTC)",,,,,,,,,,38.3,,,северный,,,,7,,,,,,,,,,,741,,18.8,,,,,,,,
1589119200,"Воскресенье, 10 мая
14:00 (UTC)",,,,,,,,,,52.0,,,восточный,,,,5,,,,,,,,,,,742,,16.9,,,,,,,,
1589122800,"Воскресенье, 10 мая
15:00 (UTC)",,12.0,,,,True,,,,67.2,,,юго-восточный,,,19.5,1,,,менее 0.1,,,,,,,10.0,742,,14.6,,,,,,10.0,,
1589126400,"Воскресенье, 10 мая
16:00 (UTC)",,14.0,,,,,,,,70.0,,,северный,,,,2,,,,,,,,,,,742,,14.4,,,,,,,,
1589130000,"Воскресенье, 10 мая
17:00 (UTC)",,,,,,,,,,74.2,,,юго-восточный,,,,2,,,,,,,,,,,742,,13.6,,,,,,,,
1589133600,"Воскресенье, 10 мая
18:00 (UTC)",,,,,,,,,,81.9,,,восточный,,,,2,,,,,,,,,,10.0,743,,12.0,,,True,,,6.0,,
1589137200,"Воскресенье, 10 мая
19:00 (UTC)",,,,,,,,,,89.9,,,,,,,0,,,,,,,,,,,743,,11.0,,,,,,,,
1589140800,"Воскресенье, 10 мая
20:00 (UTC)",,,,,,,,,,92.2,,,,,,,0,,,,,,,,,,,743,,9.7,,,,,,,,
1589144400,"Воскресенье, 10 мая
21:00 (UTC)",,,,,,,,,,93.5,,,,,,,0,,,,,,,True,,,4.0,743,,10.3,,,,,,10.0,,
1589148000,"Воскресенье, 10 мая
22:00 (UTC)",,,,,,,,,,92.9,,,юго-восточный,,,,2,,,,,,,,,,,743,,10.4,,,,,,,,
1589151600,"Воскресенье, 10 мая
23:00 (UTC)",,,,,,,,,,90.5,,,южный,,,,2,,,,,,,,,,,743,,11.0,,,,,,,,
1589155200,"Понедельник, 11 мая
00:00 (UTC)",,,,,,,,,,90.5,,,южный,,,,2,,,,,,,,,,10.0,743,,11.1,,,,,,10.0,,
1589158800,"Понедельник, 11 мая
01:00 (UTC)",,,,,,,,,,91.7,,,юго-западный,,,,2,,,,,,,,,,,743,,10.8,,,,,,,,
1589162400,"Понедельник, 11 мая
02:00 (UTC)",,,,,,,,,,92.9,,,юго-западный,,,,1,,,,,,,,,,,743,,10.4,,,,,,,,
1589166000,"Понедельник, 11 мая
03:00 (UTC)",,,,,,,,,,91.6,,9.4,юго-западный,,,,1,,,0,,менее 0.1,,,,,10.0,743,,10.1,,,,,,10.0,,
1589169600,"Понедельник, 11 мая
04:00 (UTC)",,,,,,,,,,70.4,,,,,,,0,,,,,,,,,,,743,,11.7,,,,,,,,
1589173200,"Понедельник, 11 мая
05:00 (UTC)",,,,,,,,,,65.3,,,западный,,,,1,,,,,,,,,,,743,,11.9,,,,,,,,
1589176800,"Понедельник, 11 мая
06:00 (UTC)",,,,,,,,,,58.7,,,южный,,,,2,,,,,,,,,,10.0,743,,13.1,,,,,,7.0,,
1589180400,"Понедельник, 11 мая
07:00 (UTC)",,,,,,,,,,48.9,,,юго-западный,,,,1,,,,,,,,,,,743,,15.6,,,,,,,,
1589184000,"Понедельник, 11 мая
08:00 (UTC)",,,,,,,,,,42.6,,,южный,,,,1,,,,,,,,,,,743,,18.1,,,,,,,,
1589187600,"Понедельник, 11 мая
09:00 (UTC)",,,,,,,,,,40.0,,,западный,,,,2,,,,,,,,,,10.0,743,,17.9,,,,,,7.0,,
1589191200,"Понедельник, 11 мая
10:00 (UTC)",,,,,,,,,,39.7,,,западный,,,,3,,,,,,,,,,,743,,18.0,,,,,,,,
1589194800,"Понедельник, 11 мая
11:00 (UTC)",,,,,,,,,,37.2,,,юго-западный,,,,3,,,,,,,,,,,743,,18.7,,,,,,,,
1589198400,"Понедельник, 11 мая
12:00 (UTC)",,,,,,,,,,36.5,,,юго-западный,,,,3,,,,,,,,,,10.0,743,,19.0,,,,,,7.0,,
1589202000,"Понедельник, 11 мая
13:00 (UTC)",,,,,,,,,,35.0,,,юго-западный,,,,3,,,,,,,,,,,742,,19.0,,,,,,,,
1589205600,"Понедельник, 11 мая
14:00 (UTC)",,,,,,,,,,35.0,,,юго-западный,,,,2,,,,,,,,,,,742,,19.0,,,,,,,,
1589209200,"Понедельник, 11 мая
15:00 (UTC)",,,,,,,,,,30.2,,,юго-западный,,,20.1,4,,,0,,,,,,,10.0,742,,19.2,,,,,,4.0,,
1589212800,"Понедельник, 11 мая
16:00 (UTC)",,,,,,,,,,30.8,,,юго-западный,,,,2,,,,,,,,,,,742,,18.2,,,,,,,,
1589216400,"Понедельник, 11 мая
17:00 (UTC)",,,,,,,,,,34.1,,,южный,,,,1,,,,,,,,,,,742,,15.9,,,,,,,,
1589220000,"Понедельник, 11 мая
18:00 (UTC)",,,,,,,,,,59.5,,,юго-восточный,,,,2,,,,,,,,,,10.0,742,,11.5,,,,,,2.0,,
1589223600,"Понедельник, 11 мая
19:00 (UTC)",,,,,,,,,,63.5,,,юго-восточный,,,,3,,,,,,,,,,,742,,11.9,,,,,,,,
1589227200,"Понедельник, 11 мая
20:00 (UTC)",,,,,,,,,,69.0,,,южный,,,,3,,,,,,,,,,,742,,11.6,,,,,,,,
1589230800,"Понедельник, 11 мая
21:00 (UTC)",,,,,,,,,,71.8,,,южный,,,,3,,,,,,,,,,10.0,742,,11.0,,,,,,0.0,,
1589234400,"Понедельник, 11 мая
22:00 (UTC)",,,,,,,,,,77.2,,,южный,,,,3,,,,,,,,,,,742,,9.5,,,,,,,,
1589238000,"Понедельник, 11 мая
23:00 (UTC)",,,,,,,,,,79.2,,,юго-восточный,,,,3,,,,,,,,,,,742,,8.8,,,,,,,,
1589241600,"Вторник, 12 мая
00:00 (UTC)",,,,,,,,,,82.0,,,юго-восточный,,,,3,,,,,,,,,,10.0,742,,8.4,,,,,,0.0,,
1589245200,"Вторник, 12 мая
01:00 (UTC)",,,,,,,,,,81.9,,,южный,,,,3,,,,,,,,,,,741,,8.3,,,,,,,,
1589248800,"Вторник, 12 мая
02:00 (UTC)",,,,,,,,,,80.8,,,юго-восточный,,,,3,,,,,,,,,,,741,,8.5,,,,,,,,
1589252400,"Вторник, 12 мая
03:00 (UTC)",,,,,,,,,,70.2,,8.1,южный,,,,3,,,0,,0,,,,,10.0,741,,10.8,,,,,,0.0,,
1589256000,"Вторник, 12 мая
04:00 (UTC)",,,,,,,,,,60.4,,,южный,,,,4,,,,,,,,,,,741,,13.4,,,,,,,,
1589259600,"Вторник, 12 мая
05:00 (UTC)",,,,,,,,,,51.1,,,южный,,,,4,,,,,,,,,,,740,,16.2,,,,,,,,
1589263200,"Вторник, 12 мая
06:00 (UTC)",,,,,,,,,,42.6,,,южный,,,,4,,,,,,,,,,10.0,740,,19.0,,,,,,0.0,,
1589266800,"Вторник, 12 мая
07:00 (UTC)",,,,,,,,,,35.3,,,южный,,,,7,,,,,,,,,,,739,,21.0,,,,,,,,
1589270400,"Вторник, 12 мая
08:00 (UTC)",,13.0,,,,,,,,31.5,,,южный,,,,8,,,,,,,,,,,739,,22.3,,,,,,,,
1589274000,"Вторник, 12 мая
09:00 (UTC)",,13.0,,,,,,,,30.1,,,южный,,,,7,,,,,,,,,,10.0,738,,23.5,,,,,,0.0,,
1589277600,"Вторник, 12 мая
10:00 (UTC)",,,,,,,,,,28.8,,,южный,,,,7,,,,,,,,,,,738,,24.0,,,,,,,,
1589281200,"Вторник, 12 мая
11:00 (UTC)",,13.0,,,,,,,,27.9,,,южный,,,,7,,,,,,,,,,,737,,24.8,,,,,,,,
1589284800,"Вторник, 12 мая
12:00 (UTC)",,13.0,,,,,,,,28.3,,,южный,,,,8,,,,,,,,,,10.0,737,,24.8,,,,,,4.0,,
1589288400,"Вторник, 12 мая
13:00 (UTC)",,,,,,,,,,28.7,,,южный,,,,7,,,,,,,,,,,737,,25.1,,,,,,,,
1589292000,"Вторник, 12 мая
14:00 (UTC)",,,,,,,,,,30.6,,,южный,,,,6,,,,,,,,,,,736,,24.4,,,,,,,,
1589295600,"Вторник, 12 мая
15:00 (UTC)",,14.0,,,,,,,,31.7,,,южный,,,25.3,7,,,0,,,,,,,10.0,735,,23.8,,,,,,9.0,,
1589299200,"Вторник, 12 мая
16:00 (UTC)",,,,,,,,,,34.4,,,южный,,,,5,,,,,,,,,,,735,,22.9,,,,,,,,
1589302800,"Вторник, 12 мая
17:00 (UTC)",,,,,,,,,,37.4,,,южный,,,,5,,,,,,,,,,,735,,22.1,,,,,,,,
1589306400,"Вторник, 12 мая
18:00 (UTC)",,12.0,,,,,,,,44.2,,,южный,,,,3,,,,,,,,,,10.0,735,,20.5,,,,,,10.0,,
1589310000,"Вторник, 12 мая
19:00 (UTC)",,,,,,,,,,45.8,,,юго-западный,,,,4,,,,,,,,,,,734,,19.8,,,,,,,,
1589313600,"Вторник, 12 мая
20:00 (UTC)",,,,,,,,,,53.6,,,южный,,,,5,,,,,,,,,,,734,,18.8,,,,,,,,
1589317200,"Вторник, 12 мая
21:00 (UTC)",,12.0,,,,,,,,60.9,,,южный,,,,5,,,,,,,,,,10.0,734,,17.3,,,,,,10.0,,
1589320800,"Вторник, 12 мая
22:00 (UTC)",,12.0,,,,,,,,66.3,,,южный,,,,3,,,,,,,,,,,734,,16.4,,,,,,,,
1589324400,"Вторник, 12 мая
23:00 (UTC)",,12.0,,,,,,,,68.0,,,южный,,,,3,,,,,,,,,,,734,,16.2,,,,,,,,
1589328000,"Среда, 13 мая
00:00 (UTC)",,,,True,,,,,,78.0,,,южный,,,,3,,,,,,,,,,10.0,733,,14.9,,,,,,10.0,,
1589331600,"Среда, 13 мая
01:00 (UTC)",,12.0,,,,,,,,91.8,,,южный,,,,2,,,,,,,,,,,733,,13.4,,,,,,,,
1589335200,"Среда, 13 мая
02:00 (UTC)",,,,,,,,,,92.4,,,южный,,,,2,,,,,,,,,,,733,,13.4,,,,,,,,
1589338800,"Среда, 13 мая
03:00 (UTC)",,16.0,,,,,,,,88.9,,6.9,западный,,,,8,,,3,,3,True,,,,4.0,735,,6.9,,,,,,10.0,,
1589342400,"Среда, 13 мая
04:00 (UTC)",,,,,,,,,,88.7,,,западный,,,,8,,,,,,,,,,,736,,4.5,,,,,,,,
1589346000,"Среда, 13 мая
05:00 (UTC)",,,,,,,,,,87.4,,,западный,,,,6,,,,,,,,,,,737,,4.3,,,,,,,,
1589349600,"Среда, 13 мая
06:00 (UTC)",,14.0,,,,,,,,85.6,,3.9,западный,,,,7,,,,,,,True,,,4.0,738,,4.1,,,,,,10.0,,
1589353200,"Среда, 13 мая
07:00 (UTC)",,,,,,,,,,79.7,,,западный,,,,7,,,,,,,,,,,739,,4.8,,,,,,,,
1589356800,"Среда, 13 мая
08:00 (UTC)",,,,,,,,,,65.5,,,северо-западный,,,,10,,,,,,,,,,,740,,6.4,,,,,,,,
1589360400,"Среда, 13 мая
09:00 (UTC)",,18.0,,,,True,,,,56.8,,,северо-западный,,,,11,,,,,,,,,,10.0,741,,7.4,,,,,,9.0,,
1589364000,"Среда, 13 мая
10:00 (UTC)",,,,,,,,,,57.7,,,западный,,,,10,,,,,,,,,,,742,,7.4,,,,,,,,
1589367600,"Среда, 13 мая
11:00 (UTC)",,,,,,,,,,46.7,,,северо-западный,,,,10,,,,,,,,,,,743,,7.8,,,,,,,,
1589371200,"Среда, 13 мая
12:00 (UTC)",,18.0,,,,,,,,41.2,,,северо-западный,,,,9,,,,,,,,,,10.0,744,,9.3,,,True,,,9.0,,
1589374800,"Среда, 13 мая
13:00 (UTC)",,,,,,,,,,37.8,,,северо-западный,,,,10,,,,,,,,,,,745,,9.7,,,,,,,,
1589378400,"Среда, 13 мая
14:00 (UTC)",,,,,,,,,,36.6,,,западный,,,,9,,,,,,,,,,,745,,10.3,,,,,,,,
1589382000,"Среда, 13 мая
15:00 (UTC)",,17.0,,,,,,,,41.6,,,северо-западный,,,10.5,5,,,1,,,,,,,10.0,746,,9.4,,,,,,9.0,,
1589385600,"Среда, 13 мая
16:00 (UTC)",,,,,,,,,,43.1,,,северо-западный,,,,2,,,,,,,,,,,746,,9.1,,,,,,,,
1589389200,"Среда, 13 мая
17:00 (UTC)",,,,,,,,,,44.6,,,западный,,,,3,,,,,,,,,,,746,,7.6,,,,,,,,
1589392800,"Среда, 13 мая
18:00 (UTC)",,,,,,,,,,55.3,,,юго-западный,,,,2,,,,,,,,,,10.0,747,,4.8,,,,,,9.0,,
1589396400,"Среда, 13 мая
19:00 (UTC)",,14.0,,,,,,,,56.3,,,юго-западный,,,,2,,,,,,,,,,,747,,4.0,,,,,,,,
1589400000,"Среда, 13 мая
20:00 (UTC)",,,,,,,,,,61.1,,,юго-западный,,,,1,,,,,,,,,,,748,,3.6,,,,,,,,
1589403600,"Среда, 13 мая
21:00 (UTC)",,,,,,,,,,72.0,,,,,,,0,,,,,,,,,,10.0,748,,1.7,,,,,,6.0,,
1589407200,"Среда, 13 мая
22:00 (UTC)",,,,,,,,,,84.5,,,южный,,,,1,,,,,,,,,,,748,,0.2,,,,,,,,
1589410800,"Среда, 13 мая
23:00 (UTC)",,,,,,,,,,75.2,,,южный,,,,2,,,,,,,,,,,748,,1.4,,,,,,,,
1589414400,"Четверг, 14 мая
00:00 (UTC)",,,,,,,,,,72.0,,,южный,,,,2,,,,,,,,,,10.0,748,,1.7,,,,,,6.0,,
1589418000,"Четверг, 14 мая
01:00 (UTC)",,,,,,,,,,74.7,,,южный,,,,2,,,,,,,,,,,748,,1.6,,,,,,,,
1589421600,"Четверг, 14 мая
02:00 (UTC)",,,,,,,,,,70.9,,,юго-западный,,,,3,,,,,,,,,,,749,,3.8,,,,,,,,
1589425200,"Четверг, 14 мая
03:00 (UTC)",,,,,,,,,,69.7,,0.0,восточный,,,,1,,,0,,1,,,,,10.0,748,,5.7,,,,,,7.0,,
1589428800,"Четверг, 14 мая
04:00 (UTC)",,,,,,,,,,57.4,,,южный,,,,2,,,,,,,,,,,748,,7.9,,,,,,,,
1589432400,"Четверг, 14 мая
05:00 (UTC)",,,,,,,,,,54.7,,,южный,,,,4,,,,,,,,,,,748,,8.4,,,,,,,,
1589436000,"Четверг, 14 мая
06:00 (UTC)",,,,,,,,,,50.9,,,южный,,,,3,,,,,,,,,,10.0,748,,9.9,,,,,,10.0,,
1589439600,"Четверг, 14 мая
07:00 (UTC)",,,,,,,,,,40.6,,,юго-западный,,,,5,,,,,,,,,,,748,,11.1,,,,,,,,
1589443200,"Четверг, 14 мая
08:00 (UTC)",,12.0,,,,,,,,38.0,,,южный,,,,5,,,,,,,,,,,747,,11.2,,,,,,,,
1589446800,"Четверг, 14 мая
09:00 (UTC)",,13.0,,,,,,,,44.2,,,юго-западный,,,,6,,,,,,,,,,10.0,747,,10.7,,,,,,10.0,,
1589450400,"Четверг, 14 мая
10:00 (UTC)",,13.0,,,,,,,,41.7,,,южный,,,,6,,,,,,,,,,,746,,11.8,,,,,,,,
1589454000,"Четверг, 14 мая
11:00 (UTC)",,,,,,,,,,46.7,,,южный,,,,6,,,,,,,,,,,747,,11.6,,,,,,,,
1589457600,"Четверг, 14 мая
12:00 (UTC)",,16.0,,,,,,,,78.3,,,северо-западный,,,,7,,,,,,True,,,,10.0,747,,6.3,,,,,,10.0,,
1589461200,"Четверг, 14 мая
13:00 (UTC)",,,,,,,,,,89.5,,,юго-восточный,,,,3,,,,,,,,,,,747,,5.9,,,,,,,,
1589464800,"Четверг, 14 мая
14:00 (UTC)",,,,,,,,,,75.5,,,южный,,,,2,,,,,,,,,,,747,,9.4,,,,,,,,
1589468400,"Четверг, 14 мая
15:00 (UTC)",,11.0,,,,,,,,78.0,,,западный,,,12.7,2,,,3,,,True,,,,4.0,747,,8.3,,,,,,9.0,,
1589472000,"Четверг, 14 мая
16:00 (UTC)",,,,,,,,,,81.8,,,северо-западный,,,,4,,,,,,,,,,,747,,7.0,,,,,,,,
1589475600,"Четверг, 14 мая
17:00 (UTC)",,,,,,,,,,89.5,,,восточный,,,,1,,,,,,,,,,,747,,6.2,,,,,,,,
1589479200,"Четверг, 14 мая
18:00 (UTC)",,,,,,,,,,92.0,,,южный,,,,2,,,,,,True,,,,4.0,747,,6.0,,,,,,9.0,,
1589482800,"Четверг, 14 мая
19:00 (UTC)",,,,,,,,,,93.3,,,восточный,,,,1,,,,,,,,,,,747,,5.8,,,,,,,,
1589486400,"Четверг, 14 мая
20:00 (UTC)",,,,,,,,,,94.6,,,юго-восточный,,,,2,,,,,,,,,,,746,,5.3,,,,,,,,
1589490000,"Четверг, 14 мая
21:00 (UTC)",,,,,,,,,,93.3,,,,,,,0,,,,,,,True,,,4.0,746,,5.6,,,,,,10.0,,
1589493600,"Четверг, 14 мая
22:00 (UTC)",,,,,,,,,,93.9,,,западный,,,,1,,,,,,,,,,,746,,4.9,,,,,,,,
1589497200,"Четверг, 14 мая
23:00 (UTC)",,,,,,,,,,94.6,,,,,,,0,,,,,,,,,,,746,,4.7,,,,,,,,
