timestamp,date,Дождь (незамерзающий),Гроза слабая или умеренная (возможен дождь или снег),"Порывы, м/с",Туман (видимость менее 1 км),"Осадки за 12 часов, мм",Туман начался (усилился). Небо видно,"Высота снежного покрова, см",Ливневый дождь,"Осадки за 24 часа, мм",Количество облаков уменьшилось,Дымка (видимость больше 1 км),Ливневой дождь слабый,Дождь (незамерзающий) слабый с перерывами,"Горизонтальная видимость, км","Атмосферное давление на уровне станции, мм рт.ст.",Ливневой дождь умеренный или сильный,"Гроза, но без осадков","Температура воздуха, °C","Гроза, дождь слабый","Относительная влажность, %","Минимальная температура, °C",Количество облаков не изменилось,Туман без изменений (небо видно),Направление ветра,Балл общей облачности,Гроза,"Максимальная температура, °C","Средняя скорость ветра, м/с",Дождь (незамерзающий) слабый непрерывный,Ливневой снег слабый,Снег слабый с перерывами,Дождь (незамерзающий) умеренный непрерывный
1591801200,"Среда, 10 июня
15:00 (UTC)",,,,,,,,,,,,,,10,747,,,12.3,,94.2,,,,,7,,,0,,,,
1591812000,"Среда, 10 июня
18:00 (UTC)",,,,,,,,,,,,,,10,747,,,10.6,,97.4,,,,северный,0,,,1,,,,
1591822800,"Среда, 10 июня
21:00 (UTC)",,,,,,,,,,,,,,10,747,,,9.0,,98.0,,,,северный,0,,,1,,,,
1591833600,"Четверг, 11 июня
00:00 (UTC)",,,,,0,,,,2,,,,,1,747,,,9.3,,98.7,8.5,,True,северный,0,,,1,,,,
1591844400,"Четверг, 11 июня
03:00 (UTC)",,,,,,,,,,,,,,10,747,,,14.0,,87.2,,True,,северо-западный,6,,,1,,,,
1591855200,"Четверг, 11 июня
06:00 (UTC)",,,,,,,,,,,,,,10,747,,,19.5,,57.9,,,,южный,4,,,2,,,,
1591866000,"Четверг, 11 июня
09:00 (UTC)",,,,,,,,,,,,,,10,746,,,22.8,,48.6,,,,юго-западный,6,,,2,,,,
1591876800,"Четверг, 11 июня
12:00 (UTC)",,,,,0,,,,,,,,,10,745,,,23.3,,43.2,,,,западный,4,,24.1,1,,,,
1591887600,"Четверг, 11 июня
15:00 (UTC)",,,,,,,,,,,,,,10,745,,,17.3,,69.6,,,,,2,,,0,,,,
1591898400,"Четверг, 11 июня
18:00 (UTC)",,,,,,,,,,,,,,10,745,,,17.0,,65.5,,,,юго-западный,0,,,2,,,,
1591909200,"Четверг, 11 июня
21:00 (UTC)",,,,,,,,,,,,,,10,744,,,15.3,,64.7,,,,западный,0,,,1,,,,
1591920000,"Пятница, 12 июня
00:00 (UTC)",,,,,0,,,,0,,,,,10,744,,,17.2,,71.0,11.7,,,,0,,,0,,,,
1591930800,"Пятница, 12 июня
03:00 (UTC)",,,,,,,,,,,,,,10,744,,,22.7,,57.6,,,,северо-западный,2,,,1,,,,
1591941600,"Пятница, 12 июня
06:00 (UTC)",,,,,,,,,,,,,,10,743,,,27.3,,37.1,,,,юго-западный,6,,,2,,,,
1591952400,"Пятница, 12 июня
09:00 (UTC)",,,,,,,,True,,,,,,10,742,,,26.1,,43.7,,,,северный,7,,,1,,,,
1591963200,"Пятница, 12 июня
12:00 (UTC)",,,,,менее 0.1,,,,,,,,,10,742,,,25.5,,44.1,,True,,юго-западный,7,,28.6,1,,,,
1591974000,"Пятница, 12 июня
15:00 (UTC)",,,,,,,,,,,,,,10,741,,,21.0,,63.4,,,,юго-западный,4,,,1,,,,
1591984800,"Пятница, 12 июня
18:00 (UTC)",,,,,,,,,,,,,,10,741,,,18.7,,64.2,,,,южный,0,,,1,,,,
1591995600,"Пятница, 12 июня
21:00 (UTC)",,,,,,,,,,,,,,10,740,,,19.1,,57.4,,,,южный,2,,,2,,,,
1592006400,"Суббота, 13 июня
00:00 (UTC)",,,,,0,,,,менее 0.1,,,,,10,740,,,20.4,,57.0,17.3,,,южный,2,,,2,,,,
1592017200,"Суббота, 13 июня
03:00 (UTC)",,,,,,,,,,,,,,10,740,,,26.5,,43.2,,,,южный,4,,,2,,,,
1592028000,"Суббота, 13 июня
06:00 (UTC)",,,,,,,,,,,,,,10,739,,,30.8,,29.5,,,,южный,4,,,3,,,,
1592038800,"Суббота, 13 июня
09:00 (UTC)",,True,,,,,,,,,,,,4,739,,,,,,,,,северный,10,,,1,,,,
1592049600,"Суббота, 13 июня
12:00 (UTC)",,,10.0,,10,,,,,,,,,10,739,,True,21.5,,66.9,,,,юго-западный,10,,31.2,4,,,,
1592060400,"Суббота, 13 июня
15:00 (UTC)",,,10.0,,,,,,,,,,,10,738,,,22.4,,54.9,,True,,южный,9,,,2,,,,
1592071200,"Суббота, 13 июня
18:00 (UTC)",,,,,,,,,,,,,,10,737,,,17.6,,77.9,,True,,юго-восточный,2,,,1,,,,
1592082000,"Суббота, 13 июня
21:00 (UTC)",,,,,,,,,,,,,,10,736,,,19.0,,64.2,,,,южный,7,,,2,,,,
1592092800,"Воскресенье, 14 июня
00:00 (UTC)",,,,,0,,,,10,,,,,10,736,,,19.2,,62.6,17.5,,,южный,10,,,2,,,,
1592103600,"Воскресенье, 14 июня
03:00 (UTC)",,,,,,,,,,,,,,10,736,,,22.3,,60.1,,,,юго-западный,10,,,3,,,,
1592114400,"Воскресенье, 14 июня
06:00 (UTC)",,,,,,,,,,,,,,10,737,,,25.2,,55.3,,,,западный,9,,,3,,,,
1592125200,"Воскресенье, 14 июня
09:00 (UTC)",,,,,,,,,,,,,,10,738,,,22.7,,70.7,,,,западный,9,,,3,,,,
1592136000,"Воскресенье, 14 июня
12:00 (UTC)",,,,,0,,,,,,,,,10,739,,,21.7,,62.0,,,,западный,7,,26.6,2,,,,
1592146800,"Воскресенье, 14 июня
15:00 (UTC)",,,,,,,,,,,,,,10,740,,,18.0,,62.3,,,,западный,7,,,1,,,,
1592157600,"Воскресенье, 14 июня
18:00 (UTC)",,,,,,,,,,,,,,10,741,,,13.7,,63.1,,,,западный,0,,,1,,,,
1592168400,"Воскресенье, 14 июня
21:00 (UTC)",,,,,,,,,,,,,,10,742,,,11.3,,70.8,,,,западный,4,,,1,,,,
1592179200,"Понедельник, 15 июня
00:00 (UTC)",,,,,0,,,,0,,,,,10,743,,,10.5,,76.3,10.3,,,северо-западный,9,,,1,,,,
1592190000,"Понедельник, 15 июня
03:00 (UTC)",,,,,,,,,,,,,,10,744,,,14.6,,59.1,,,,северо-западный,7,,,1,,,,
1592200800,"Понедельник, 15 июня
06:00 (UTC)",,,,,,,,,,,,,,10,744,,,18.3,,43.3,,,,западный,7,,,2,,,,
1592211600,"Понедельник, 15 июня
09:00 (UTC)",,,,,,,,,,,,,,10,743,,,20.0,,35.0,,,,западный,5,,,3,,,,
1592222400,"Понедельник, 15 июня
12:00 (UTC)",,,,,0,,,,,,,,,10,743,,,19.1,,35.0,,,,западный,4,,20.1,2,,,,
1592233200,"Понедельник, 15 июня
15:00 (UTC)",,,,,,,,,,,,,,10,744,,,12.7,,64.6,,,,западный,2,,,1,,,,
1592244000,"Понедельник, 15 июня
18:00 (UTC)",,,,,,,,,,,,,,10,744,,,10.0,,75.6,,,,,0,,,0,,,,
1592254800,"Понедельник, 15 июня
21:00 (UTC)",,,,,,,,,,,,,,10,744,,,8.7,,85.5,,,,западный,0,,,1,,,,
1592265600,"Вторник, 16 июня
00:00 (UTC)",,,,,0,,,,0,,,,,10,744,,,9.8,,82.7,5.3,,,,1,,,0,,,,
1592276400,"Вторник, 16 июня
03:00 (UTC)",,,,,,,,,,,,,,10,744,,,15.9,,53.6,,,,северный,4,,,2,,,,
1592287200,"Вторник, 16 июня
06:00 (UTC)",,,,,,,,,,,,,,10,744,,,19.4,,39.0,,,,северо-восточный,7,,,2,,,,
1592298000,"Вторник, 16 июня
09:00 (UTC)",,,,,,,,,,,,,,10,743,,,20.7,,33.8,,,,северо-восточный,7,,,2,,,,
1592308800,"Вторник, 16 июня
12:00 (UTC)",,,,,0,,,,,,,,,10,742,,,19.3,,39.2,,,,северный,7,,20.9,1,,,,
1592319600,"Вторник, 16 июня
15:00 (UTC)",,,,,,,,,,,,,,10,743,,,14.3,,61.9,,,,северный,7,,,1,,,,
1592330400,"Вторник, 16 июня
18:00 (UTC)",,,,,,,,,,,,,,10,742,,,12.9,,63.3,,,,северо-восточный,2,,,1,,,,
1592341200,"Вторник, 16 июня
21:00 (UTC)",,,,,,,,,,,,,,10,741,,,9.7,,74.6,,,,северный,7,,,1,,,,
1592352000,"Среда, 17 июня
00:00 (UTC)",,,,,0,,,,0,,,,,10,740,,,11.1,,70.8,9.1,,,северный,6,,,1,,,,
1592362800,"Среда, 17 июня
03:00 (UTC)",,,,,,,,,,,,,,10,739,,,16.0,,60.2,,,,северный,2,,,2,,,,
1592373600,"Среда, 17 июня
06:00 (UTC)",,,,,,,,,,,,,,10,737,,,22.2,,43.2,,,,северный,4,,,2,,,,
1592384400,"Среда, 17 июня
09:00 (UTC)",,,,,,,,,,,,,,10,736,,,25.1,,36.8,,,,северо-восточный,2,,,2,,,,
1592395200,"Среда, 17 июня
12:00 (UTC)",,,,,0,,,,,,,,,10,735,,,25.6,,38.4,,,,северо-восточный,6,,25.8,1,,,,
1592406000,"Среда, 17 июня
15:00 (UTC)",,,,,,,,,,,,,,10,735,,,20.9,,54.5,,,,северный,7,,,1,,,,
1592416800,"Среда, 17 июня
18:00 (UTC)",,,,,,,,,,,,,,10,733,,,18.8,,59.3,,,,северо-восточный,4,,,1,,,,
1592427600,"Среда, 17 июня
21:00 (UTC)",,,,,,,,,,,,,,10,733,,,14.9,,81.2,,,,западный,7,,,1,,,,
1592438400,"Четверг, 18 июня
00:00 (UTC)",,,,,0,,,,0,,,,,10,733,,,16.1,,75.1,13.3,,,юго-западный,9,,,3,,,,
1592449200,"Четверг, 18 июня
03:00 (UTC)",,,11.0,,,,,,,,,,,10,734,,,16.2,,84.0,,True,,южный,10,,,2,,,,
1592460000,"Четверг, 18 июня
06:00 (UTC)",,,,,,,,,,,,,,10,734,,,20.9,,60.6,,True,,южный,9,,,3,,,,
1592470800,"Четверг, 18 июня
09:00 (UTC)",,,,,,,,,,,,,,10,735,,,21.0,,64.7,,,,западный,9,,,4,,,,
1592481600,"Четверг, 18 июня
12:00 (UTC)",,,,,0.1,,,,,,,,,10,735,,,20.1,,60.0,,,,западный,7,,22.0,2,,,,
1592492400,"Четверг, 18 июня
15:00 (UTC)",,,,,,,,,,,,,,10,736,,,16.9,,53.5,,,,юго-западный,7,,,2,,,,
1592503200,"Четверг, 18 июня
18:00 (UTC)",True,,,,,,,,,,,,,10,736,,,15.6,,69.8,,,,южный,10,,,2,,,,
1592514000,"Четверг, 18 июня
21:00 (UTC)",,,,,,,,,,,,,,10,736,,,15.7,,62.2,,,,южный,10,,,1,,,,
1592524800,"Пятница, 19 июня
00:00 (UTC)",,,,,менее 0.1,,,,0.1,,,,,10,737,,,15.8,,76.1,14.9,,,юго-западный,10,,,4,,,,
1592535600,"Пятница, 19 июня
03:00 (UTC)",,,,,,,,,,,,True,,10,738,,,15.0,,70.1,14.5,,,западный,10,,,4,,,,
1592546400,"Пятница, 19 июня
06:00 (UTC)",,,,,,,,True,,,,,,10,740,,,13.2,,88.3,,,,юго-западный,10,,,3,,,,
1592557200,"Пятница, 19 июня
09:00 (UTC)",,,,,,,,,,,,True,,4,740,,,13.0,,79.8,,,,юго-западный,10,,,3,,,,
1592568000,"Пятница, 19 июня
12:00 (UTC)",,,,,2,,,,,,,,,10,741,,,12.6,,83.1,,True,,северный,10,,16.1,1,,,,
1592578800,"Пятница, 19 июня
15:00 (UTC)",,,,,,,,,,,,,,10,742,,,12.2,,83.0,,True,,,9,,,0,,,,
1592589600,"Пятница, 19 июня
18:00 (UTC)",,,,,,,,,,,,,,10,742,,,10.3,,96.1,,True,,,7,,,0,,,,
1592600400,"Пятница, 19 июня
21:00 (UTC)",,,,,,True,,,,,,,,1,742,,,9.1,,97.3,,,,,10,,,0,,,,
1592611200,"Суббота, 20 июня
00:00 (UTC)",,,,True,менее 0.1,,,,2,,,,,4,742,,,8.5,,98.0,7.7,,,,7,,,0,,,,
1592622000,"Суббота, 20 июня
03:00 (UTC)",,,,,,,,,,,,,,10,741,,,14.0,,63.1,,,,северо-восточный,7,,,2,,,,
1592632800,"Суббота, 20 июня
06:00 (UTC)",,,,,,,,,,,,,,10,741,,,15.4,,55.0,,,,восточный,7,,,1,,,,
1592643600,"Суббота, 20 июня
09:00 (UTC)",,,,,,,,,,,,,,10,741,,,14.4,,60.7,,,,северо-западный,10,,,2,,,,
1592654400,"Суббота, 20 июня
12:00 (UTC)",,,,,менее 0.1,,,True,,,,,,10,743,,,12.7,,71.1,,,,западный,10,,17.8,2,,,,
1592665200,"Суббота, 20 июня
15:00 (UTC)",,,,,,,,,,,,,,10,744,,,10.3,,81.1,,,,западный,10,,,3,,,,
1592676000,"Суббота, 20 июня
18:00 (UTC)",,,,,,,,,,,,True,,10,745,,,9.0,,93.5,,,,юго-западный,10,,,2,,,,
1592686800,"Суббота, 20 июня
21:00 (UTC)",,,,,,,,,,,,True,,10,745,,,8.9,,95.4,,,,юго-западный,10,,,1,,,,
1592697600,"Воскресенье, 21 июня
00:00 (UTC)",,,,,2,,,,2,,,,,10,746,,,9.3,,93.5,7.9,True,,юго-западный,10,,,1,,,,
1592708400,"Воскресенье, 21 июня
03:00 (UTC)",,,,,,,,,,,,,,10,747,,,12.5,,78.2,,True,,западный,7,,,1,,,,
1592719200,"Воскресенье, 21 июня
06:00 (UTC)",,,,,,,,,,,,,,10,746,,,15.0,,62.9,,True,,западный,7,,,2,,,,
1592730000,"Воскресенье, 21 июня
09:00 (UTC)",,,,,,,,,,,,,,10,746,,,18.1,,45.0,,,,юго-западный,7,,,3,,,,
1592740800,"Воскресенье, 21 июня
12:00 (UTC)",,,,,менее 0.1,,,,,,,,,10,746,,,18.3,,37.9,,,,юго-западный,6,,19.0,3,,,,
1592751600,"Воскресенье, 21 июня
15:00 (UTC)",,,,,,,,,,,,,,10,746,,,13.0,,59.1,,,,,7,,,0,,,,
1592762400,"Воскресенье, 21 июня
18:00 (UTC)",,,,,,,,,,,,,,10,745,,,11.3,,63.8,,,,южный,0,,,1,,,,
1592773200,"Воскресенье, 21 июня
21:00 (UTC)",,,,,,,,,,,,,,10,745,,,9.3,,72.9,,,,южный,0,,,1,,,,
1592784000,"Понедельник, 22 июня
00:00 (UTC)",,,,,0,,,,менее 0.1,,,,,10,745,,,11.3,,67.5,8.6,,,южный,2,,,1,,,,
1592794800,"Понедельник, 22 июня
03:00 (UTC)",,,,,,,,,,,,,,10,745,,,18.4,,39.8,,,,юго-восточный,0,,,2,,,,
1592805600,"Понедельник, 22 июня
06:00 (UTC)",,,,,,,,,,,,,,10,744,,,21.0,,33.4,,,,восточный,0,,,2,,,,
1592816400,"Понедельник, 22 июня
09:00 (UTC)",,,,,,,,,,,,,,10,743,,,23.8,,29.4,,,,восточный,0,,,2,,,,
1592827200,"Понедельник, 22 июня
12:00 (UTC)",,,,,0,,,,,,,,,10,742,,,23.3,,30.7,,,,северо-восточный,0,,24.2,2,,,,
1592838000,"Понедельник, 22 июня
15:00 (UTC)",,,,,,,,,,,,,,10,742,,,17.6,,55.9,,,,северо-восточный,0,,,1,,,,
1592848800,"Понедельник, 22 июня
18:00 (UTC)",,,,,,,,,,,,,,10,741,,,14.1,,71.4,,,,,0,,,0,,,,
1592859600,"Понедельник, 22 июня
21:00 (UTC)",,,,,,,,,,,,,,10,740,,,12.1,,83.6,,,,северный,0,,,1,,,,
1592870400,"Вторник, 23 июня
00:00 (UTC)",,,,,0,,,,0,,,,,10,740,,,13.5,,76.7,11.2,,,северо-восточный,0,,,2,,,,
1592881200,"Вторник, 23 июня
03:00 (UTC)",,,,,,,,,,,,,,10,740,,,18.7,,58.1,,,,северо-восточный,0,,,2,,,,
1592892000,"Вторник, 23 июня
06:00 (UTC)",,,,,,,,,,,,,,10,739,,,22.9,,45.8,,,,восточный,2,,,2,,,,
1592902800,"Вторник, 23 июня
09:00 (UTC)",,,,,,,,,,,,,,10,738,,,25.6,,39.4,,,,северо-восточный,2,,,2,,,,
1592913600,"Вторник, 23 июня
12:00 (UTC)",,,,,0,,,,,,,,,10,738,,,25.8,,39.8,,,,северо-восточный,7,,26.5,1,,,,
1592924400,"Вторник, 23 июня
15:00 (UTC)",,,,,,,,,,,,,,10,738,,,20.0,,65.7,,,,северный,10,,,1,,,,
1592935200,"Вторник, 23 июня
18:00 (UTC)",,,,,,,,,,,,,,10,738,,,16.1,,81.3,,,,,2,,,0,,,,
1592946000,"Вторник, 23 июня
21:00 (UTC)",,,,,,,,,,,,,,10,737,,,13.7,,94.3,,,,,7,,,0,,,,
1592956800,"Среда, 24 июня
00:00 (UTC)",,,,,0,,,,0,,,,,10,737,,,16.1,,83.5,12.4,,,,7,,,0,,,,
1592967600,"Среда, 24 июня
03:00 (UTC)",,,,,,,,,,,,,,10,738,,,23.0,,61.1,,,,северо-западный,7,,,1,,,,
1592978400,"Среда, 24 июня
06:00 (UTC)",,,,,,,,,,,,,,10,738,,,27.3,,36.9,,,,северо-западный,9,,,2,,,,
1592989200,"Среда, 24 июня
09:00 (UTC)",,,,,,,,,,,,,,10,738,,,28.6,,31.8,,,,северо-западный,9,,,1,,,,
1593000000,"Среда, 24 июня
12:00 (UTC)",,,,,0,,,,,,,,,10,738,,,27.5,,37.4,,,,северо-западный,7,,29.2,1,,,,
1593010800,"Среда, 24 июня
15:00 (UTC)",,,,,,,,,,,,,,10,739,,,21.2,,61.1,,,,западный,7,,,1,,,,
1593021600,"Среда, 24 июня
18:00 (UTC)",,,,,,,,,,,,,,10,739,,,19.8,,64.8,,,,северо-западный,4,,,1,,,,
1593032400,"Среда, 24 июня
21:00 (UTC)",,,,,,,,,,,,,,10,739,,,16.7,,74.8,,,,северо-западный,4,,,1,,,,
1593043200,"Четверг, 25 июня
00:00 (UTC)",,,,,0,,,,0,,,,,10,740,,,18.0,,71.6,14.6,,,западный,2,,,1,,,,
1593054000,"Четверг, 25 июня
03:00 (UTC)",,,,,,,,,,,,,,10,740,,,23.0,,61.9,,,,западный,2,,,1,,,,
1593064800,"Четверг, 25 июня
06:00 (UTC)",,,,,,,,,,,,,,10,740,,,27.2,,37.8,,,,юго-западный,7,,,2,,,,
1593075600,"Четверг, 25 июня
09:00 (UTC)",,,,,,,,,,,,,,20,739,,,28.7,,34.0,,,,западный,2,,,2,,,,
1593086400,"Четверг, 25 июня
12:00 (UTC)",,,,,0,,,,,,,,,10,739,,,28.2,,32.7,,,,западный,4,,28.9,2,,,,
1593097200,"Четверг, 25 июня
15:00 (UTC)",,,,,,,,,,,,,,10,740,,,23.1,,43.7,,,,северо-западный,2,,,1,,,,
1593108000,"Четверг, 25 июня
18:00 (UTC)",,,,,,,,,,,,,,10,739,,,15.3,,71.6,,,,,2,,,0,,,,
1593118800,"Четверг, 25 июня
21:00 (UTC)",,,,,,,,,,,,,,10,738,,,13.5,,83.2,,,,,1,,,0,,,,
1593129600,"Пятница, 26 июня
00:00 (UTC)",,,,,0,,,,0,,,,,10,738,,,16.5,,76.2,11.9,,,юго-восточный,5,,,1,,,,
1593140400,"Пятница, 26 июня
03:00 (UTC)",,,,,,,,,,,,,,10,738,,,26.5,,47.1,,,,восточный,0,,,2,,,,
1593151200,"Пятница, 26 июня
06:00 (UTC)",,,,,,,,,,,,,,10,737,,,29.2,,29.5,,,,юго-восточный,2,,,3,,,,
1593162000,"Пятница, 26 июня
09:00 (UTC)",,,,,,,,,,,,,,10,736,,,30.1,,28.2,,,,южный,6,,,1,,,,
1593172800,"Пятница, 26 июня
12:00 (UTC)",,,,,0,,,,,,,,,10,735,,,29.0,,37.6,,,,северо-западный,7,,31.0,1,,,,
1593183600,"Пятница, 26 июня
15:00 (UTC)",,,,,,,,,,,,,,10,735,,,24.5,,52.6,,,,северный,6,,,1,,,,
1593194400,"Пятница, 26 июня
18:00 (UTC)",,,,,,,,,,,,,,10,734,,,20.0,,69.3,,,,северо-восточный,2,,,2,,,,
1593205200,"Пятница, 26 июня
21:00 (UTC)",,,,,,,,,,,,,,10,733,,,16.9,,84.1,,,,,0,,,0,,,,
1593216000,"Суббота, 27 июня
00:00 (UTC)",,,,,0,,,,0,,,,,10,732,,,19.0,,73.2,15.5,,,северо-восточный,0,,,1,,,,
1593226800,"Суббота, 27 июня
03:00 (UTC)",,,,,,,,,,,,,,10,731,,,26.4,,49.8,,,,восточный,6,,,1,,,,
1593237600,"Суббота, 27 июня
06:00 (UTC)",,,,,,,,,,,,,,10,731,,,30.8,,34.1,,,,юго-восточный,7,,,2,,,,
1593248400,"Суббота, 27 июня
09:00 (UTC)",,,,,,,,,,,,,,10,730,,,32.1,,28.0,,,,юго-восточный,9,,,3,,,,
1593259200,"Суббота, 27 июня
12:00 (UTC)",,,10.0,,0.5,,,,,,,,,10,730,,,30.5,,27.7,,True,,южный,9,,33.0,1,,,,
1593270000,"Суббота, 27 июня
15:00 (UTC)",,,12.0,,,,,,,,,,,10,733,,,25.1,,36.5,,,,юго-западный,10,,,4,,,,
1593280800,"Суббота, 27 июня
18:00 (UTC)",,,,,,,,,,,,,,10,733,,,22.3,,50.1,,True,,южный,2,,,2,,,,
1593291600,"Суббота, 27 июня
21:00 (UTC)",,,,,,,,,,,,,,10,734,,,22.0,,49.6,,,,южный,7,,,2,,,,
1593302400,"Воскресенье, 28 июня
00:00 (UTC)",,,12.0,,менее 0.1,,,,0.5,,,,,10,737,,,18.1,,39.5,18.1,,,южный,9,,,4,,,,
1593313200,"Воскресенье, 28 июня
03:00 (UTC)",,,16.0,,,,,,,,,,,10,739,,,18.0,,42.3,17.1,,,южный,7,,,7,,,,
1593324000,"Воскресенье, 28 июня
06:00 (UTC)",,,16.0,,,,,,,,,,,10,741,,,19.2,,38.1,,,,юго-западный,9,,,7,,,,
1593334800,"Воскресенье, 28 июня
09:00 (UTC)",,,13.0,,,,,,,,,,,10,743,,,20.3,,38.2,,,,юго-западный,10,,,5,,,,
1593345600,"Воскресенье, 28 июня
12:00 (UTC)",,,10.0,,0,,,,,,,,,10,743,,,21.0,,35.8,,,,юго-западный,7,,21.4,4,,,,
1593356400,"Воскресенье, 28 июня
15:00 (UTC)",,,,,,,,,,,,,,10,744,,,18.1,,45.3,,,,южный,6,,,1,,,,
1593367200,"Воскресенье, 28 июня
18:00 (UTC)",,,,,,,,,,,,,,10,745,,,14.5,,59.5,,,,южный,7,,,1,,,,
1593378000,"Воскресенье, 28 июня
21:00 (UTC)",,,,,,,,,,,,,,10,744,,,14.3,,60.2,,,,южный,7,,,1,,,,
1593388800,"Понедельник, 29 июня
00:00 (UTC)",,,,,0,,,,0,,,,,10,744,,,14.3,,61.5,13.0,,,южный,6,,,2,,,,
1593399600,"Понедельник, 29 июня
03:00 (UTC)",,,,,,,,,,,,,,10,744,,,19.5,,45.1,,,,юго-восточный,4,,,3,,,,
1593410400,"Понедельник, 29 июня
06:00 (UTC)",,,10.0,,,,,,,,,,,10,742,,,24.6,,29.8,,,,юго-восточный,6,,,3,,,,
1593421200,"Понедельник, 29 июня
09:00 (UTC)",,,12.0,,,,,,,,,,,10,741,,,26.7,,17.1,,,,южный,6,,,4,,,,
1593432000,"Понедельник, 29 июня
12:00 (UTC)",,,11.0,,0,,,,,,,,,10,741,,,26.1,,18.1,,,,южный,4,,27.0,3,,,,
1593442800,"Понедельник, 29 июня
15:00 (UTC)",,,,,,,,,,,,,,10,741,,,22.4,,30.0,,,,юго-восточный,6,,,3,,,,
1593453600,"Понедельник, 29 июня
18:00 (UTC)",,,,,,,,,,,,,,10,741,,,18.4,,50.0,,,,южный,0,,,2,,,,
1593464400,"Понедельник, 29 июня
21:00 (UTC)",,,,,,,,,,,,,,10,741,,,17.0,,51.0,,,,южный,7,,,2,,,,
1593475200,"Вторник, 30 июня
00:00 (UTC)",,,,,0,,,,0,,,,,10,742,,,16.4,,49.8,16.2,,,восточный,9,,,1,,,,
1593486000,"Вторник, 30 июня
03:00 (UTC)",,,,,,,,,,,,,,10,743,,,22.0,,45.2,,,,северо-западный,7,,,1,,,,
1593496800,"Вторник, 30 июня
06:00 (UTC)",,,,,,,,,,,,,,10,743,,,24.1,,47.0,,,,северо-западный,10,,,2,,,,
1593507600,"Вторник, 30 июня
09:00 (UTC)",,,,,,,,,,,,,,10,743,,,26.4,,36.9,,,,северный,10,,,2,,,,
1593518400,"Вторник, 30 июня
12:00 (UTC)",,,,,0,,,,,,,,,10,743,,,26.3,,38.3,,,,северо-восточный,10,,27.2,1,,,,
1593529200,"Вторник, 30 июня
15:00 (UTC)",,,,,,,,,,,,,,10,743,,,22.3,,59.0,,,,восточный,10,,,1,,,,
1593540000,"Вторник, 30 июня
18:00 (UTC)",,,,,,,,,,,,,,10,743,,,18.2,,79.5,,,,,10,,,0,,,,
1593550800,"Вторник, 30 июня
21:00 (UTC)",,,,,,,,,,,,,,10,742,,,19.5,,65.2,,,,северо-восточный,10,,,1,,,,
1593561600,"Среда, 1 июля
00:00 (UTC)",,,,,0,,,,0,,,,,10,742,,,18.7,,75.1,17.5,,,,10,,,0,,,,
1593572400,"Среда, 1 июля
03:00 (UTC)",,,,,,,,,,,,,,10,741,,,19.4,,72.3,,,,западный,10,,,1,,,,
1593583200,"Среда, 1 июля
06:00 (UTC)",,,,,,,,,,,,,,10,740,,,23.2,,63.9,,,,северо-западный,9,,,2,,,,
1593594000,"Среда, 1 июля
09:00 (UTC)",,,,,,,,,,,,,,10,739,,,23.9,,67.4,,,,западный,10,,,2,,,,
1593604800,"Среда, 1 июля
12:00 (UTC)",,,,,0,,,,,,,,,10,739,,,25.6,,56.8,,,,западный,7,,26.7,2,,,,
1593615600,"Среда, 1 июля
15:00 (UTC)",,,,,,,,,,,,,,10,738,,,22.1,,69.7,,,,западный,7,,,2,,,,
1593626400,"Среда, 1 июля
18:00 (UTC)",,,,,,,,,,,,,,10,738,,,21.1,,71.3,,,,западный,6,,,2,,,,
1593637200,"Среда, 1 июля
21:00 (UTC)",,,,,,,,,,,,,,10,737,,,16.7,,89.1,,,,,2,,,0,,,,
1593648000,"Четверг, 2 июля
00:00 (UTC)",,,,,0,,,,0,,,,,10,737,,,18.1,,85.3,15.7,,,юго-западный,7,,,1,,,,
1593658800,"Четверг, 2 июля
03:00 (UTC)",,,,,,,,,,,,,,10,738,,,21.3,,70.0,,,,юго-западный,10,,,3,,,,
1593669600,"Четверг, 2 июля
06:00 (UTC)",,,,,,,,,,,,,,10,738,,,25.1,,55.6,,,,южный,9,,,2,,,,
1593680400,"Четверг, 2 июля
09:00 (UTC)",,,,,,,,,,,,,,10,738,,,23.4,,59.6,,,,южный,10,,,2,,,,
1593691200,"Четверг, 2 июля
12:00 (UTC)",,,,,0,,,,,,,,,10,738,,,24.7,,56.6,,,,южный,7,,26.1,2,,,,
1593702000,"Четверг, 2 июля
15:00 (UTC)",,,,,,,,,,,,,,10,739,,,19.8,,75.3,,,,,7,,,0,,,,
1593712800,"Четверг, 2 июля
18:00 (UTC)",,,,,,,,,,,,,,10,738,,,17.9,,81.0,,,,южный,4,,,1,,,,
1593723600,"Четверг, 2 июля
21:00 (UTC)",,,,,,,,,,,,,,10,738,,,15.6,,93.8,,,,восточный,2,,,1,,,,
1593734400,"Пятница, 3 июля
00:00 (UTC)",,,,,0,,,,0,,,,,10,739,,,18.3,,82.7,14.7,,,восточный,2,,,1,,,,
1593745200,"Пятница, 3 июля
03:00 (UTC)",,,,,,,,,,,,,,10,738,,,24.7,,57.7,,,,южный,0,,,1,,,,
1593756000,"Пятница, 3 июля
06:00 (UTC)",,,,,,,,,,,,,,10,738,,,28.0,,40.6,,,,южный,7,,,3,,,,
1593766800,"Пятница, 3 июля
09:00 (UTC)",,,,,,,,,,,,,,10,738,,,28.0,,44.5,,,,северо-западный,7,,,1,,,,
