timestamp,date,Гроза слабая или умеренная (возможен дождь или снег),"Порывы, м/с",Дождь (незамерзающий) слабый непрерывный,Туман (видимость менее 1 км),Ливневый дождь со снегом,Ливневый дождь,Снежная крупа (возможно с дождем) умеренная или сильная,Количество облаков уменьшилось,Дождь со снегом слабый,Дождь (незамерзающий) слабый с перерывами,Дождь (незамерзающий) умеренный непрерывный,"Гроза, но без осадков","Относительная влажность, %",Морось (незамерзающая) слабая непрерывная,Град,"Минимальная температура, °C",Направление ветра,Гроза,Снег слабый с перерывами,"Максимальная температура, °C","Средняя скорость ветра, м/с",Дождь (незамерзающий),Ливневой снег умеренный или сильный,Ливневой дождь со снегом умеренный или сильный,"Осадки за 12 часов, мм","Высота снежного покрова, см",Морось (незамерзающая) слабая с перерывами,"Осадки за 24 часа, мм",Дымка (видимость больше 1 км),Ливневой дождь слабый,Туман без изменений (небо не видно),Снежная крупа (возможно с дождем) слабая,"Горизонтальная видимость, км","Атмосферное давление на уровне станции, мм рт.ст.",Ливневой дождь умеренный или сильный,Снег умеренный непрерывный,"Температура воздуха, °C","Гроза, дождь слабый",Снег слабый непрерывный,Количество облаков не изменилось,Балл общей облачности,Ливневой снег слабый
1591606800,"Понедельник, 8 июня
09:00 (UTC)",,7.0,,,,,,,,,,,48.1,,,,восточный,,,,2,,,,,,,,,,,,20.0,752,,,23.5,,,,7.0,
1591617600,"Понедельник, 8 июня
12:00 (UTC)",,6.0,,,,,,,,,,,42.5,,,,восточный,,,,2,,,,,,,,,,,,20.0,752,,,24.8,,,,5.0,
1591628400,"Понедельник, 8 июня
15:00 (UTC)",,6.0,,,,,,,,,,,45.1,,,,юго-восточный,,,25.1,2,,,,менее 0.1,,,,,,,,20.0,752,,,23.9,,,True,2.0,
1591639200,"Понедельник, 8 июня
18:00 (UTC)",,5.0,,,,,,,,,,,63.1,,,,юго-восточный,,,,1,,,,,,,,,,,,20.0,752,,,17.7,,,,0.0,
1591650000,"Понедельник, 8 июня
21:00 (UTC)",,2.0,,,,,,,,,,,84.3,,,,,,,,0,,,,,,,,,,,,20.0,753,,,13.3,,,,0.0,
1591660800,"Вторник, 9 июня
00:00 (UTC)",,2.0,,,,,,,,,,,86.5,,,,,,,,0,,,,,,,,,,,,20.0,754,,,13.1,,,,0.0,
1591671600,"Вторник, 9 июня
03:00 (UTC)",,3.0,,,,,,,,,,,69.5,,,12.3,юго-восточный,,,,1,,,,0,,,менее 0.1,,,,,20.0,755,,,18.8,,,,0.0,
1591682400,"Вторник, 9 июня
06:00 (UTC)",,5.0,,,,,,,,,,,51.3,,,,юго-восточный,,,,2,,,,,,,,,,,,20.0,755,,,23.4,,,,0.0,
1591693200,"Вторник, 9 июня
09:00 (UTC)",,5.0,,,,,,,,,,,36.1,,,,восточный,,,,1,,,,,,,,,,,,20.0,754,,,26.4,,,,0.0,
1591704000,"Вторник, 9 июня
12:00 (UTC)",,6.0,,,,,,,,,,,27.9,,,,юго-восточный,,,,2,,,,,,,,,,,,20.0,753,,,29.1,,,,2.0,
1591714800,"Вторник, 9 июня
15:00 (UTC)",,6.0,,,,,,,,,,,25.0,,,,юго-восточный,,,29.6,2,,,,0,,,,,,,,20.0,753,,,28.4,,,,2.0,
1591725600,"Вторник, 9 июня
18:00 (UTC)",,4.0,,,,,,,,,,,53.2,,,,,,,,0,,,,,,,,,,,,20.0,753,,,18.7,,,,0.0,
1591736400,"Вторник, 9 июня
21:00 (UTC)",,3.0,,,,,,,,,,,62.4,,,,,,,,0,,,,,,,,,,,,20.0,753,,,16.3,,,,0.0,
1591747200,"Среда, 10 июня
00:00 (UTC)",,1.0,,,,,,,,,,,77.7,,,,,,,,0,,,,,,,,,,,,20.0,753,,,13.2,,,,0.0,
1591758000,"Среда, 10 июня
03:00 (UTC)",,2.0,,,,,,,,,,,55.5,,,13.0,юго-восточный,,,,1,,,,0,,,0,,,,,20.0,753,,,20.5,,,,9.0,
1591768800,"Среда, 10 июня
06:00 (UTC)",,6.0,,,,,,,,,,,41.9,,,,северо-восточный,,,,2,,,,,,,,,,,,20.0,753,,,24.6,,,,4.0,
1591779600,"Среда, 10 июня
09:00 (UTC)",,6.0,,,,,,,,,,,31.3,,,,восточный,,,,3,,,,,,,,,,,,20.0,752,,,27.7,,,,2.0,
1591790400,"Среда, 10 июня
12:00 (UTC)",,7.0,,,,,,,,,,,27.5,,,,южный,,,,1,,,,,,,,,,,,20.0,750,,,29.5,,,,6.0,
1591801200,"Среда, 10 июня
15:00 (UTC)",,11.0,,,,,,,,,,True,65.1,,,,восточный,,,29.5,2,,,,0.3,,,,,,,,20.0,750,,,21.2,,,,10.0,
1591812000,"Среда, 10 июня
18:00 (UTC)",,6.0,,,,,,,,,,,88.0,,,,,,,,0,,,,,,,,,,,,20.0,749,,,17.2,,,True,6.0,
1591822800,"Среда, 10 июня
21:00 (UTC)",,3.0,,,,,,,,,,,90.8,,,,,,,,0,,,,,,,,,,,,20.0,749,,,15.1,,,,2.0,
1591833600,"Четверг, 11 июня
00:00 (UTC)",,3.0,,,,,,,,,,,91.2,,,,юго-восточный,,,,2,,,,,,,,True,,,,4.0,748,,,13.3,,,,0.0,
1591844400,"Четверг, 11 июня
03:00 (UTC)",,3.0,,,,,,,,,,,74.9,,,13.3,южный,,,,1,,,,0.3,,,0.6,,,,,20.0,748,,,17.8,,,,1.0,
1591855200,"Четверг, 11 июня
06:00 (UTC)",,4.0,,,,,,,,,,,60.5,,,,западный,,,,1,,,,,,,,,,,,20.0,747,,,22.3,,,,0.0,
1591866000,"Четверг, 11 июня
09:00 (UTC)",,5.0,,,,,,,,,,,43.9,,,,юго-западный,,,,1,,,,,,,,,,,,20.0,747,,,25.9,,,,4.0,
1591876800,"Четверг, 11 июня
12:00 (UTC)",,7.0,,,,,,,,,,,32.4,,,,северо-западный,,,,1,,,,,,,,,,,,20.0,746,,,27.9,,,,7.0,
1591887600,"Четверг, 11 июня
15:00 (UTC)",,8.0,,,,,,,,,,,61.9,,,,северо-западный,,,27.9,1,,,,0,,,,,,,,20.0,746,,,21.5,,,,9.0,
1591898400,"Четверг, 11 июня
18:00 (UTC)",,4.0,,,,,,,,,,,78.0,,,,,,,,0,,,,,,,,,,,,20.0,745,,,18.6,,,,7.0,
1591909200,"Четверг, 11 июня
21:00 (UTC)",,4.0,,,,,,,,,,,84.8,,,,северо-западный,,,,1,,,,,,,,,,,,20.0,744,,,18.3,,,,10.0,
1591920000,"Пятница, 12 июня
00:00 (UTC)",,9.0,,,,True,,,,,,,84.5,,,,северный,,,,4,,,,,,,,,,,,20.0,745,,,15.2,,,,10.0,
1591930800,"Пятница, 12 июня
03:00 (UTC)",,10.0,,,,,,,,,,,86.4,,,11.7,северный,,,,4,,,,4,,,4,,True,,,20.0,746,,,11.7,,,,10.0,
1591941600,"Пятница, 12 июня
06:00 (UTC)",,9.0,,,,,,,,,,,85.1,,,10.3,северный,,,,5,,,,,,,,,True,,,10.0,747,,,10.3,,,,10.0,
1591952400,"Пятница, 12 июня
09:00 (UTC)",,10.0,,,,,,,,,,,64.4,,,,северо-западный,,,,2,,,,,,,,,,,,20.0,748,,,12.0,,,True,7.0,
1591963200,"Пятница, 12 июня
12:00 (UTC)",,9.0,,,,,,,,,,,42.9,,,,северный,,,,4,,,,,,,,,,,,20.0,749,,,15.1,,,True,7.0,
1591974000,"Пятница, 12 июня
15:00 (UTC)",,10.0,,,,,,,,,,,42.6,,,,северный,,,16.3,2,,,,менее 0.1,,,,,,,,20.0,749,,,15.1,,,,6.0,
1591984800,"Пятница, 12 июня
18:00 (UTC)",,4.0,,,,,,,,,,,59.8,,,,северо-западный,,,,1,,,,,,,,,,,,20.0,749,,,12.5,,,,5.0,
1591995600,"Пятница, 12 июня
21:00 (UTC)",,8.0,,,,,,,,,,,60.0,,,,северо-восточный,,,,2,,,,,,,,,,,,20.0,751,,,9.8,,,,0.0,
1592006400,"Суббота, 13 июня
00:00 (UTC)",,5.0,,,,,,,,,,,71.5,,,,северный,,,,1,,,,,,,,,,,,20.0,752,,,7.0,,,,0.0,
1592017200,"Суббота, 13 июня
03:00 (UTC)",,5.0,,,,,,,,,,,49.0,,,7.0,северо-восточный,,,,2,,,,0,,,менее 0.1,,,,,20.0,753,,,9.9,,,,1.0,
1592028000,"Суббота, 13 июня
06:00 (UTC)",,7.0,,,,,,,,,,,39.6,,,,северный,,,,3,,,,,,,,,,,,20.0,753,,,12.9,,,,7.0,
1592038800,"Суббота, 13 июня
09:00 (UTC)",,7.0,,,,,,,,,,,35.3,,,,северный,,,,2,,,,,,,,,,,,20.0,753,,,15.0,,,,7.0,
1592049600,"Суббота, 13 июня
12:00 (UTC)",,9.0,,,,,,,,,,,30.1,,,,северный,,,,2,,,,,,,,,,,,20.0,752,,,17.4,,,,6.0,
1592060400,"Суббота, 13 июня
15:00 (UTC)",,7.0,,,,,,,,,,,30.0,,,,северный,,,17.5,2,,,,0,,,,,,,,20.0,752,,,17.1,,,,6.0,
1592071200,"Суббота, 13 июня
18:00 (UTC)",,6.0,,,,,,,,,,,40.0,,,,северный,,,,1,,,,,,,,,,,,20.0,753,,,14.2,,,,1.0,
1592082000,"Суббота, 13 июня
21:00 (UTC)",,5.0,,,,,,,,,,,57.3,,,,северный,,,,2,,,,,,,,,,,,20.0,754,,,10.8,,,,0.0,
1592092800,"Воскресенье, 14 июня
00:00 (UTC)",,6.0,,,,,,,,,,,69.6,,,,северный,,,,1,,,,,,,,,,,,20.0,755,,,7.8,,,,0.0,
1592103600,"Воскресенье, 14 июня
03:00 (UTC)",,4.0,,,,,,,,,,,61.2,,,7.7,северный,,,,2,,,,0,,,0,,,,,20.0,756,,,9.5,,,,4.0,
1592114400,"Воскресенье, 14 июня
06:00 (UTC)",,5.0,,,,,,,,,,,44.6,,,,северный,,,,1,,,,,,,,,,,,20.0,757,,,13.4,,,,7.0,
1592125200,"Воскресенье, 14 июня
09:00 (UTC)",,5.0,,,,,,,,,,,40.1,,,,северный,,,,1,,,,,,,,,,,,20.0,757,,,15.5,,,,2.0,
1592136000,"Воскресенье, 14 июня
12:00 (UTC)",,6.0,,,,,,,,,,,34.7,,,,северный,,,,2,,,,,,,,,,,,20.0,756,,,18.1,,,,1.0,
1592146800,"Воскресенье, 14 июня
15:00 (UTC)",,6.0,,,,,,,,,,,33.5,,,,северо-западный,,,19.1,1,,,,0,,,,,,,,20.0,755,,,18.9,,,,0.0,
1592157600,"Воскресенье, 14 июня
18:00 (UTC)",,3.0,,,,,,,,,,,70.9,,,,,,,,0,,,,,,,,,,,,20.0,755,,,11.9,,,,0.0,
1592168400,"Воскресенье, 14 июня
21:00 (UTC)",,1.0,,,,,,,,,,,81.4,,,,,,,,0,,,,,,,,,,,,20.0,755,,,8.4,,,,2.0,
1592179200,"Понедельник, 15 июня
00:00 (UTC)",,2.0,,,,,,,,,,,80.3,,,,западный,,,,1,,,,,,,,,,,,20.0,756,,,8.3,,,,7.0,
1592190000,"Понедельник, 15 июня
03:00 (UTC)",,3.0,,,,,,,,,,,56.1,,,7.0,,,,,0,,,,0,,,0,,,,,20.0,756,,,15.4,,,,7.0,
1592200800,"Понедельник, 15 июня
06:00 (UTC)",,4.0,,,,,,,,,,,37.0,,,,западный,,,,1,,,,,,,,,,,,20.0,756,,,19.9,,,,7.0,
1592211600,"Понедельник, 15 июня
09:00 (UTC)",,6.0,,,,,,,,,,,34.1,,,,северо-западный,,,,1,,,,,,,,,,,,20.0,755,,,21.8,,,,7.0,
1592222400,"Понедельник, 15 июня
12:00 (UTC)",,5.0,,,,,,,,,,,32.3,,,,северо-западный,,,,1,,,,,,,,,,,,20.0,754,,,23.5,,,,4.0,
1592233200,"Понедельник, 15 июня
15:00 (UTC)",,6.0,,,,,,,,,,,31.5,,,,западный,,,23.6,1,,,,0,,,,,,,,20.0,752,,,22.9,,,,2.0,
1592244000,"Понедельник, 15 июня
18:00 (UTC)",,5.0,,,,,,,,,,,66.4,,,,,,,,0,,,,,,,,,,,,20.0,752,,,14.9,,,,0.0,
1592254800,"Понедельник, 15 июня
21:00 (UTC)",,2.0,,,,,,,,,,,71.7,,,,юго-западный,,,,1,,,,,,,,,,,,20.0,752,,,13.3,,,,2.0,
1592265600,"Вторник, 16 июня
00:00 (UTC)",,2.0,,,,,,,,,,,78.5,,,,западный,,,,1,,,,,,,,,,,,20.0,751,,,11.4,,,,1.0,
1592276400,"Вторник, 16 июня
03:00 (UTC)",,3.0,,,,,,,,,,,58.4,,,10.5,юго-западный,,,,1,,,,0,,,0,,,,,20.0,751,,,18.2,,,,0.0,
1592287200,"Вторник, 16 июня
06:00 (UTC)",,5.0,,,,,,,,,,,44.4,,,,юго-западный,,,,2,,,,,,,,,,,,20.0,750,,,22.5,,,,0.0,
1592298000,"Вторник, 16 июня
09:00 (UTC)",,7.0,,,,,,,,,,,32.6,,,,юго-западный,,,,3,,,,,,,,,,,,20.0,749,,,23.9,,,,4.0,
1592308800,"Вторник, 16 июня
12:00 (UTC)",,10.0,,,,,,,,,,,30.7,,,,западный,,,,3,,,,,,,,,,,,20.0,748,,,24.9,,,,4.0,
1592319600,"Вторник, 16 июня
15:00 (UTC)",,9.0,,,,,,,,,,,31.7,,,,западный,,,25.2,3,,,,0,,,,,,,,20.0,747,,,24.6,,,,2.0,
1592330400,"Вторник, 16 июня
18:00 (UTC)",,6.0,,,,,,,,,,,60.3,,,,юго-западный,,,,1,,,,,,,,,,,,20.0,746,,,17.8,,,,5.0,
1592341200,"Вторник, 16 июня
21:00 (UTC)",,5.0,,,,,,,,,,,60.4,,,,западный,,,,2,,,,,,,,,,,,20.0,746,,,18.4,,,,9.0,
1592352000,"Среда, 17 июня
00:00 (UTC)",,6.0,,,,,,,,,,,69.9,,,,,,,,0,,,,,,,,,,,,20.0,746,,,16.5,,,,6.0,
1592362800,"Среда, 17 июня
03:00 (UTC)",,7.0,,,,,,,,,,,71.3,,,15.8,северо-восточный,,,,3,,,,0,,,0,,,,,20.0,748,,,16.4,,,,9.0,
1592373600,"Среда, 17 июня
06:00 (UTC)",,7.0,,,,,,,,,,,59.1,,,,северный,,,,3,,,,,,,,,,,,20.0,749,,,18.1,,,,9.0,
1592384400,"Среда, 17 июня
09:00 (UTC)",,7.0,,,,,,,,,,,53.4,,,,северо-западный,,,,2,,,,,,,,,,,,20.0,750,,,17.9,,,,6.0,
1592395200,"Среда, 17 июня
12:00 (UTC)",,7.0,,,,,,,,,,,33.6,,,,северо-западный,,,,1,,,,,,,,,,,,20.0,749,,,19.3,,,,1.0,
1592406000,"Среда, 17 июня
15:00 (UTC)",,6.0,,,,,,,,,,,31.3,,,,северо-западный,,,19.8,2,,,,0,,,,,,,,20.0,749,,,19.1,,,,0.0,
1592416800,"Среда, 17 июня
18:00 (UTC)",,6.0,,,,,,,,,,,34.7,,,,северный,,,,2,,,,,,,,,,,,20.0,749,,,16.3,,,,0.0,
1592427600,"Среда, 17 июня
21:00 (UTC)",,6.0,,,,,,,,,,,45.2,,,,северо-восточный,,,,2,,,,,,,,,,,,20.0,750,,,13.2,,,,0.0,
1592438400,"Четверг, 18 июня
00:00 (UTC)",,6.0,,,,,,,,,,,52.6,,,,восточный,,,,2,,,,,,,,,,,,20.0,751,,,10.8,,,,0.0,
1592449200,"Четверг, 18 июня
03:00 (UTC)",,5.0,,,,,,,,,,,46.8,,,10.4,северо-восточный,,,,2,,,,0,,,0,,,,,20.0,752,,,13.0,,,,0.0,
1592460000,"Четверг, 18 июня
06:00 (UTC)",,7.0,,,,,,,,,,,33.1,,,,восточный,,,,3,,,,,,,,,,,,20.0,753,,,15.9,,,,0.0,
1592470800,"Четверг, 18 июня
09:00 (UTC)",,7.0,,,,,,,,,,,31.2,,,,северный,,,,3,,,,,,,,,,,,20.0,752,,,18.2,,,,2.0,
1592481600,"Четверг, 18 июня
12:00 (UTC)",,6.0,,,,,,,,,,,27.4,,,,северный,,,,2,,,,,,,,,,,,20.0,752,,,19.6,,,,1.0,
1592492400,"Четверг, 18 июня
15:00 (UTC)",,6.0,,,,,,,,,,,28.1,,,,северный,,,19.9,2,,,,0,,,,,,,,20.0,752,,,19.4,,,,0.0,
1592503200,"Четверг, 18 июня
18:00 (UTC)",,4.0,,,,,,,,,,,50.5,,,,,,,,0,,,,,,,,,,,,20.0,752,,,13.8,,,,0.0,
1592514000,"Четверг, 18 июня
21:00 (UTC)",,1.0,,,,,,,,,,,76.4,,,,,,,,0,,,,,,,,,,,,20.0,752,,,8.4,,,,0.0,
1592524800,"Пятница, 19 июня
00:00 (UTC)",,1.0,,,,,,,,,,,82.9,,,,,,,,0,,,,,,,,,,,,20.0,753,,,6.8,,,,0.0,
1592535600,"Пятница, 19 июня
03:00 (UTC)",,1.0,,,,,,,,,,,52.9,,,6.7,,,,,0,,,,0,,,0,,,,,20.0,753,,,16.2,,,,2.0,
1592546400,"Пятница, 19 июня
06:00 (UTC)",,6.0,,,,,,,,,,,34.8,,,,юго-западный,,,,2,,,,,,,,,,,,20.0,752,,,20.0,,,,7.0,
1592557200,"Пятница, 19 июня
09:00 (UTC)",,6.0,,,,,,,,,,,32.7,,,,южный,,,,2,,,,,,,,,,,,20.0,750,,,21.7,,,,6.0,
1592568000,"Пятница, 19 июня
12:00 (UTC)",,8.0,,,,,,,,,,,32.3,,,,юго-западный,,,,2,,,,,,,,,,,,20.0,749,,,23.4,,,,2.0,
1592578800,"Пятница, 19 июня
15:00 (UTC)",,8.0,,,,,,,,,,,35.5,,,,юго-западный,,,23.9,2,,,,0,,,,,,,,20.0,747,,,22.5,,,,0.0,
1592589600,"Пятница, 19 июня
18:00 (UTC)",,8.0,,,,,,,,,,,54.8,,,,юго-западный,,,,1,,,,,,,,,,,,20.0,745,,,17.8,,,,7.0,
1592600400,"Пятница, 19 июня
21:00 (UTC)",,8.0,,,,,,,,,,,59.8,,,,юго-западный,,,,3,,,,,,,,,,,,20.0,744,,,17.8,,,,7.0,
1592611200,"Суббота, 20 июня
00:00 (UTC)",,8.0,,,,,,,,,,,75.1,,,,западный,,,,3,,,,,,,,,True,,,20.0,744,,,15.9,,,,10.0,
1592622000,"Суббота, 20 июня
03:00 (UTC)",,6.0,,,,,,,,,,,72.2,,,15.4,западный,,,,2,,,,0.5,,,0.5,,,,,20.0,744,,,18.4,,,True,7.0,
1592632800,"Суббота, 20 июня
06:00 (UTC)",,9.0,,,,,,,,,,,73.7,,,13.3,северо-западный,,,,3,,,,,,,,,,,,20.0,745,,,13.6,,,True,10.0,
1592643600,"Суббота, 20 июня
09:00 (UTC)",,9.0,,,,,,,,,,,53.5,,,,северный,,,,3,,,,,,,,,,,,20.0,747,,,14.3,,,,2.0,
1592654400,"Суббота, 20 июня
12:00 (UTC)",,9.0,,,,,,,,,,,40.7,,,,северо-западный,,,,2,,,,,,,,,,,,20.0,747,,,16.7,,,,1.0,
1592665200,"Суббота, 20 июня
15:00 (UTC)",,8.0,,,,,,,,,,,42.0,,,,северо-западный,,,18.4,2,,,,2,,,,,,,,20.0,747,,,14.9,,,,5.0,
1592676000,"Суббота, 20 июня
18:00 (UTC)",,7.0,,,,,,,,,,,49.0,,,,северо-западный,,,,1,,,,,,,,,,,,20.0,748,,,12.1,,,,4.0,
1592686800,"Суббота, 20 июня
21:00 (UTC)",,6.0,,,,,,,,,,,66.3,,,,северо-западный,,,,1,,,,,,,,,,,,20.0,748,,,8.2,,,,0.0,
1592697600,"Воскресенье, 21 июня
00:00 (UTC)",,3.0,,,,,,,,,,,75.6,,,,,,,,0,,,,,,,,,,,,20.0,748,,,6.8,,,,7.0,
1592708400,"Воскресенье, 21 июня
03:00 (UTC)",,6.0,,,,,,,,,,,67.0,,,5.9,северный,,,,2,,,,0,,,2,,,,,20.0,748,,,9.0,,,,10.0,
1592719200,"Воскресенье, 21 июня
06:00 (UTC)",,7.0,,,,,,,,,,,56.4,,,,северо-западный,,,,2,,,,,,,,,,,,20.0,748,,,10.3,,,,9.0,
1592730000,"Воскресенье, 21 июня
09:00 (UTC)",,8.0,,,,,,,,,,,40.1,,,,северный,,,,3,,,,,,,,,,,,20.0,748,,,13.5,,,,7.0,
1592740800,"Воскресенье, 21 июня
12:00 (UTC)",,9.0,,,,,,,,,,,39.7,,,,северный,,,,2,,,,,,,,,,,,20.0,749,,,14.3,,,,7.0,
1592751600,"Воскресенье, 21 июня
15:00 (UTC)",,10.0,,,,,,,,,,,49.7,,,,северный,,,15.0,4,,,,0,,,,,,,,20.0,749,,,12.1,,,,9.0,
1592762400,"Воскресенье, 21 июня
18:00 (UTC)",,8.0,,,,,,,,,,,57.1,,,,северный,,,,2,,,,,,,,,,,,20.0,750,,,10.1,,,,10.0,
1592773200,"Воскресенье, 21 июня
21:00 (UTC)",,6.0,,,,,,,,,,,61.6,,,,северный,,,,2,,,,,,,,,,,,20.0,750,,,9.4,,,,10.0,
1592784000,"Понедельник, 22 июня
00:00 (UTC)",,6.0,,,,,,,,,,,66.4,,,,северо-западный,,,,1,,,,,,,,,,,,20.0,750,,,8.4,,,,10.0,
1592794800,"Понедельник, 22 июня
03:00 (UTC)",,3.0,,,,,,,,,,,67.9,,,8.4,северо-западный,,,,1,,,,0,,,0,,,,,20.0,750,,,8.7,,,,10.0,
1592805600,"Понедельник, 22 июня
06:00 (UTC)",,4.0,,,,,,,,,,,61.2,,,,северо-западный,,,,2,,,,,,,,,,,,20.0,750,,,11.3,,,,10.0,
1592816400,"Понедельник, 22 июня
09:00 (UTC)",,5.0,,,,,,,,,,,43.0,,,,северо-западный,,,,1,,,,,,,,,,,,20.0,749,,,15.3,,,,7.0,
1592827200,"Понедельник, 22 июня
12:00 (UTC)",,8.0,,,,,,,,,,,32.2,,,,западный,,,,2,,,,,,,,,,,,20.0,748,,,18.6,,,,5.0,
1592838000,"Понедельник, 22 июня
15:00 (UTC)",,6.0,,,,,,,,,,,31.8,,,,северо-западный,,,18.8,2,,,,0,,,,,,,,20.0,748,,,18.6,,,,2.0,
1592848800,"Понедельник, 22 июня
18:00 (UTC)",,5.0,,,,,,,,,,,59.0,,,,западный,,,,1,,,,,,,,,,,,20.0,748,,,12.5,,,,4.0,
1592859600,"Понедельник, 22 июня
21:00 (UTC)",,2.0,,,,,,,,,,,70.9,,,,западный,,,,1,,,,,,,,,,,,20.0,747,,,9.4,,,,4.0,
1592870400,"Вторник, 23 июня
00:00 (UTC)",,2.0,,,,,,,,,,,75.8,,,,западный,,,,1,,,,,,,,,,,,20.0,747,,,7.9,,,,4.0,
1592881200,"Вторник, 23 июня
03:00 (UTC)",,4.0,,,,,,,,,,,59.9,,,7.6,западный,,,,2,,,,0,,,0,,,,,20.0,747,,,13.0,,,,7.0,
1592892000,"Вторник, 23 июня
06:00 (UTC)",,8.0,,,,,,,,,,,41.1,,,,западный,,,,3,,,,,,,,,,,,20.0,747,,,18.8,,,,7.0,
1592902800,"Вторник, 23 июня
09:00 (UTC)",,9.0,,,,,,,,,,,30.6,,,,западный,,,,4,,,,,,,,,,,,20.0,746,,,22.0,,,,7.0,
1592913600,"Вторник, 23 июня
12:00 (UTC)",,9.0,,,,,,,,,,,30.7,,,,западный,,,,3,,,,,,,,,,,,20.0,745,,,21.9,,,,9.0,
1592924400,"Вторник, 23 июня
15:00 (UTC)",,9.0,,,,,,,,,,,31.5,,,,западный,,,23.2,3,,,,0,,,,,,,,20.0,744,,,21.5,,,,9.0,
1592935200,"Вторник, 23 июня
18:00 (UTC)",,9.0,,,,,,,,,,,80.1,,,,западный,,,,1,,,,,,,,,True,,,20.0,744,,,15.1,,,,9.0,
1592946000,"Вторник, 23 июня
21:00 (UTC)",,5.0,,,,,,,,,,,79.2,,,,западный,,,,1,,,,,,,,,,,,20.0,745,,,12.3,,,True,4.0,
1592956800,"Среда, 24 июня
00:00 (UTC)",,3.0,,,,,,,,,,,84.5,,,,,,,,0,,,,,,,,,,,,20.0,745,,,10.2,,,True,1.0,
1592967600,"Среда, 24 июня
03:00 (UTC)",,6.0,,,,,,,,,,,73.8,,,10.2,северо-западный,,,,2,,,,0.1,,,0.1,,,,,20.0,746,,,11.4,,,,6.0,
1592978400,"Среда, 24 июня
06:00 (UTC)",,7.0,,,,,,,,,,,55.2,,,,северный,,,,3,,,,,,,,,,,,20.0,747,,,13.5,,,,7.0,
1592989200,"Среда, 24 июня
09:00 (UTC)",,10.0,,,,,,,,,,,36.2,,,,северный,,,,3,,,,,,,,,,,,20.0,748,,,13.4,,,,7.0,
1593000000,"Среда, 24 июня
12:00 (UTC)",,9.0,,,,,,,,,,,38.1,,,,северо-западный,,,,2,,,,,,,,,,,,20.0,748,,,14.4,,,,7.0,
1593010800,"Среда, 24 июня
15:00 (UTC)",,8.0,,,,,,,,,,,42.9,,,,северо-западный,,,14.9,2,,,,менее 0.1,,,,,,,,20.0,749,,,13.8,,,True,7.0,
1593021600,"Среда, 24 июня
18:00 (UTC)",,8.0,,,,,,,,,,,50.9,,,,северный,,,,2,,,,,,,,,,,,20.0,750,,,11.4,,,True,4.0,
1593032400,"Среда, 24 июня
21:00 (UTC)",,4.0,,,,,,,,,,,66.8,,,,северный,,,,1,,,,,,,,,,,,20.0,750,,,8.0,,,,0.0,
1593043200,"Четверг, 25 июня
00:00 (UTC)",,3.0,,,,,,,,,,,79.3,,,,северо-западный,,,,1,,,,,,,,,,,,20.0,751,,,5.9,,,,6.0,
1593054000,"Четверг, 25 июня
03:00 (UTC)",,5.0,,,,,,,,,,,68.2,,,5.4,северо-западный,,,,2,,,,менее 0.1,,,менее 0.1,,,,,20.0,751,,,8.2,,,,7.0,
1593064800,"Четверг, 25 июня
06:00 (UTC)",,7.0,,,,,,,,,,,51.3,,,,северо-западный,,,,2,,,,,,,,,,,,20.0,750,,,11.4,,,,9.0,
1593075600,"Четверг, 25 июня
09:00 (UTC)",,8.0,,,,,,,,,,,38.3,,,,северо-западный,,,,2,,,,,,,,,,,,20.0,749,,,15.0,,,,7.0,
1593086400,"Четверг, 25 июня
12:00 (UTC)",,9.0,,,,,,,,,,,33.6,,,,северный,,,,3,,,,,,,,,,,,20.0,749,,,16.6,,,,5.0,
1593097200,"Четверг, 25 июня
15:00 (UTC)",,8.0,,,,,,,,,,,36.3,,,,северный,,,17.5,3,,,,0,,,,,,,,20.0,749,,,16.5,,,,7.0,
1593108000,"Четверг, 25 июня
18:00 (UTC)",,6.0,,,,,,,,,,,60.4,,,,северо-восточный,,,,1,,,,,,,,,,,,20.0,749,,,11.5,,,,2.0,
1593118800,"Четверг, 25 июня
21:00 (UTC)",,2.0,,,,,,,,,,,65.1,,,,,,,,0,,,,,,,,,,,,20.0,749,,,11.2,,,,10.0,
1593129600,"Пятница, 26 июня
00:00 (UTC)",,2.0,,,,,,,,,,,72.9,,,,,,,,0,,,,,,,,,,,,20.0,749,,,9.2,,,,9.0,
1593140400,"Пятница, 26 июня
03:00 (UTC)",,3.0,,,,,,,,,,,60.6,,,8.1,северо-западный,,,,1,,,,0,,,0,,,,,20.0,749,,,12.2,,,,2.0,
1593151200,"Пятница, 26 июня
06:00 (UTC)",,9.0,,,,,,,,,,,40.7,,,,северо-западный,,,,2,,,,,,,,,,,,20.0,749,,,16.7,,,,7.0,
1593162000,"Пятница, 26 июня
09:00 (UTC)",,9.0,,,,,,,,,,,35.9,,,,северо-западный,,,,2,,,,,,,,,,,,20.0,748,,,18.6,,,,6.0,
1593172800,"Пятница, 26 июня
12:00 (UTC)",,9.0,,,,,,,,,,,26.5,,,,северо-западный,,,,2,,,,,,,,,,,,20.0,747,,,21.2,,,,5.0,
1593183600,"Пятница, 26 июня
15:00 (UTC)",,9.0,,,,,,,,,,,29.7,,,,северо-западный,,,21.2,2,,,,0,,,,,,,,20.0,746,,,20.4,,,,7.0,
