timestamp,date,Дождь (незамерзающий),Гроза слабая или умеренная (возможен дождь или снег),"Порывы, м/с",Дождь (незамерзающий) слабый непрерывный,"Осадки за 12 часов, мм",Ливневой дождь со снегом слабый,"Высота снежного покрова, см",Ливневый дождь со снегом,Ливневый дождь,"Осадки за 24 часа, мм",Ливневой дождь слабый,Дождь (незамерзающий) слабый с перерывами,"Горизонтальная видимость, км",Дождь (незамерзающий) умеренный непрерывный,"Атмосферное давление на уровне станции, мм рт.ст.",Ливневой дождь умеренный или сильный,"Гроза, но без осадков","Температура воздуха, °C","Гроза, дождь слабый","Относительная влажность, %",Снег слабый непрерывный,"Минимальная температура, °C",Количество облаков не изменилось,Направление ветра,Балл общей облачности,Гроза,Ливневой снег слабый,"Максимальная температура, °C","Средняя скорость ветра, м/с"
1591520400,"Воскресенье, 7 июня
09:00 (UTC)",,,,,,,,,,,,,10.0,,753,,,19.6,,61.9,,,,северный,6.0,,,,1
1591531200,"Воскресенье, 7 июня
12:00 (UTC)",,,,,,,,,True,,,,10.0,,753,,,18.1,,69.8,,,,западный,9.0,,,,1
1591542000,"Воскресенье, 7 июня
15:00 (UTC)",,,,,0,,,,,,,,10.0,,753,,,17.5,,74.4,,,,восточный,9.0,,,21.0,1
1591552800,"Воскресенье, 7 июня
18:00 (UTC)",,,,,,,,,,,,,10.0,,753,,,16.3,,95.6,,,True,западный,9.0,,,,1
1591563600,"Воскресенье, 7 июня
21:00 (UTC)",,,,,,,,,,,,,10.0,,753,,,14.6,,94.3,,,,,2.0,,,,0
1591574400,"Понедельник, 8 июня
00:00 (UTC)",,,,,,,,,,,,,10.0,,753,,,12.6,,100.0,,,,,0.0,,,,0
1591585200,"Понедельник, 8 июня
03:00 (UTC)",,,,,0.8,,,,,0.8,,,10.0,,753,,,14.5,,96.2,,12.1,,северо-западный,2.0,,,,1
1591596000,"Понедельник, 8 июня
06:00 (UTC)",,,,,,,,,,,,,10.0,,754,,,14.9,,97.5,,,,северо-восточный,10.0,,,,2
1591606800,"Понедельник, 8 июня
09:00 (UTC)",,,,,,,,,,,,,10.0,,754,,,19.2,,72.8,,,,восточный,7.0,,,,1
1591617600,"Понедельник, 8 июня
12:00 (UTC)",,,,,,,,,,,,,10.0,,754,,,21.3,,55.4,,,,восточный,7.0,,,,3
1591628400,"Понедельник, 8 июня
15:00 (UTC)",,,,,0.3,,,,,,,,10.0,,754,,,20.6,,58.6,,,True,восточный,6.0,,,23.1,1
1591639200,"Понедельник, 8 июня
18:00 (UTC)",,,,,,,,,,,,,10.0,,754,,,18.4,,77.5,,,True,восточный,2.0,,,,1
1591650000,"Понедельник, 8 июня
21:00 (UTC)",,,,,,,,,,,,,10.0,,754,,,16.7,,84.1,,,,восточный,0.0,,,,2
1591660800,"Вторник, 9 июня
00:00 (UTC)",,,,,,,,,,,,,10.0,,755,,,15.7,,96.2,,,,восточный,0.0,,,,2
1591671600,"Вторник, 9 июня
03:00 (UTC)",,,,,0,,,,,0.3,,,10.0,,756,,,18.1,,77.0,,15.6,,восточный,0.0,,,,2
1591682400,"Вторник, 9 июня
06:00 (UTC)",,,,,,,,,,,,,10.0,,756,,,21.5,,59.6,,,,восточный,0.0,,,,2
1591693200,"Вторник, 9 июня
09:00 (UTC)",,,,,,,,,,,,,10.0,,755,,,25.1,,41.7,,,,восточный,2.0,,,,3
1591704000,"Вторник, 9 июня
12:00 (UTC)",,True,10.0,,,,,,,,,,10.0,,756,,,22.0,,61.2,,,,юго-восточный,9.0,,,,2
1591714800,"Вторник, 9 июня
15:00 (UTC)",,,10.0,,0,,,,,,,,10.0,,755,,,22.6,,55.3,,,True,юго-восточный,6.0,,,26.3,2
1591725600,"Вторник, 9 июня
18:00 (UTC)",,,,,,,,,,,,,10.0,,756,,,19.3,,69.6,,,True,юго-восточный,2.0,,,,1
1591736400,"Вторник, 9 июня
21:00 (UTC)",,,,,,,,,,,,,10.0,,755,,,17.3,,77.8,,,,восточный,0.0,,,,2
1591747200,"Среда, 10 июня
00:00 (UTC)",,,,,,,,,,,,,10.0,,755,,,16.4,,79.8,,,,восточный,0.0,,,,3
1591758000,"Среда, 10 июня
03:00 (UTC)",,,,,0,,,,,0,,,10.0,,755,,,16.9,,80.4,,15.8,,восточный,6.0,,,,2
1591768800,"Среда, 10 июня
06:00 (UTC)",,,,,,,,,,,,,10.0,,755,,,22.4,,57.9,,,,южный,7.0,,,,1
1591779600,"Среда, 10 июня
09:00 (UTC)",,,,,,,,,,,,,10.0,,754,,,23.8,,53.2,,,,юго-восточный,9.0,,,,1
1591790400,"Среда, 10 июня
12:00 (UTC)",,,,,,,,,,,,,10.0,,753,,,25.2,,41.5,,,,южный,4.0,,,,2
1591801200,"Среда, 10 июня
15:00 (UTC)",,,,,0,,,,,,,,10.0,,753,,,23.0,,52.6,,,True,,7.0,,,25.7,0
1591812000,"Среда, 10 июня
18:00 (UTC)",,,,,,,,,,,,,10.0,,753,,,19.5,,71.9,,,True,западный,4.0,,,,1
1591822800,"Среда, 10 июня
21:00 (UTC)",,,,,,,,,,,,,10.0,,752,,,17.1,,87.5,,,,западный,6.0,,,,1
1591833600,"Четверг, 11 июня
00:00 (UTC)",,,,,,,,,,,,,10.0,,752,,,14.9,,98.7,,,,,1.0,,,,0
1591844400,"Четверг, 11 июня
03:00 (UTC)",,,,,0,,,,,0,,,10.0,,752,,,18.9,,82.2,,14.6,,северо-западный,0.0,,,,1
1591855200,"Четверг, 11 июня
06:00 (UTC)",,,,,,,,,,,,,10.0,,752,,,22.3,,67.5,,,,северо-западный,2.0,,,,2
1591866000,"Четверг, 11 июня
09:00 (UTC)",,,,,,,,,,,,,10.0,,751,,,24.9,,52.1,,,,северо-западный,5.0,,,,2
1591876800,"Четверг, 11 июня
12:00 (UTC)",,,,,,,,,,,,,10.0,,751,,,26.4,,46.1,,,,западный,7.0,,,,3
1591887600,"Четверг, 11 июня
15:00 (UTC)",,,,,0,,,,,,,,10.0,,750,,,26.2,,47.0,,,,западный,7.0,,,26.8,3
1591898400,"Четверг, 11 июня
18:00 (UTC)",,,,,,,,,,,,,10.0,,750,,,22.7,,64.2,,,,юго-западный,2.0,,,,1
1591909200,"Четверг, 11 июня
21:00 (UTC)",,,,,,,,,,,,,10.0,,749,,,19.4,,77.2,,,,западный,0.0,,,,1
1591920000,"Пятница, 12 июня
00:00 (UTC)",,,,,,,,,,,,,10.0,,748,,,20.4,,69.8,,,,юго-западный,7.0,,,,2
1591930800,"Пятница, 12 июня
03:00 (UTC)",,,,,0,,,,,0,,,10.0,,748,,,21.3,,71.8,,19.0,,западный,6.0,,,,2
1591941600,"Пятница, 12 июня
06:00 (UTC)",,,,,,,,,,,,,10.0,,748,,,23.3,,69.5,,,,западный,7.0,,,,3
1591952400,"Пятница, 12 июня
09:00 (UTC)",,,,,,,,,,,,,10.0,,748,,,23.7,,65.3,,,,северо-западный,7.0,,,,2
1591963200,"Пятница, 12 июня
12:00 (UTC)",,,,,,,,,,,,,10.0,,750,,,18.4,,75.0,,,True,северный,10.0,,,,3
1591974000,"Пятница, 12 июня
15:00 (UTC)",,,10.0,,0,,,,,,,,10.0,,751,,,14.9,,72.0,,,,северный,10.0,,,23.8,2
1591984800,"Пятница, 12 июня
18:00 (UTC)",,,10.0,,,,,,,,,,10.0,,753,,,12.8,,71.1,,,,северный,2.0,,,,1
1591995600,"Пятница, 12 июня
21:00 (UTC)",,,,,,,,,,,,,10.0,,752,,,12.5,,73.5,,,,северный,10.0,,,,1
1592006400,"Суббота, 13 июня
00:00 (UTC)",,,,,,,,,,,,,10.0,,753,,,11.6,,73.4,,,,северо-восточный,4.0,,,,1
1592017200,"Суббота, 13 июня
03:00 (UTC)",,,,,0,,,,,0,,,10.0,,753,,,13.1,,63.8,,11.0,,восточный,4.0,,,,1
1592028000,"Суббота, 13 июня
06:00 (UTC)",,,,,,,,,,,,,10.0,,754,,,16.4,,53.0,,,,восточный,5.0,,,,3
1592038800,"Суббота, 13 июня
09:00 (UTC)",,,,,,,,,,,,,10.0,,754,,,17.4,,48.7,,,,северный,9.0,,,,2
1592049600,"Суббота, 13 июня
12:00 (UTC)",,,,,,,,,,,,,10.0,,755,,,16.2,,46.7,,,,северный,10.0,,,,2
1592060400,"Суббота, 13 июня
15:00 (UTC)",,,,,0,,,,,,,,10.0,,754,,,15.1,,48.4,,,,северо-восточный,10.0,,,17.6,2
1592071200,"Суббота, 13 июня
18:00 (UTC)",,,,,,,,,,,,,10.0,,755,,,13.3,,55.2,,,,северо-восточный,5.0,,,,1
1592082000,"Суббота, 13 июня
21:00 (UTC)",,,,,,,,,,,,,10.0,,756,,,10.8,,64.2,,,,,0.0,,,,0
1592092800,"Воскресенье, 14 июня
00:00 (UTC)",,,,,,,,,,,,,10.0,,757,,,9.8,,69.1,,,,северо-восточный,0.0,,,,1
1592103600,"Воскресенье, 14 июня
03:00 (UTC)",,,,,0,,,,,0,,,10.0,,758,,,12.8,,57.8,,9.3,,северо-восточный,0.0,,,,1
1592114400,"Воскресенье, 14 июня
06:00 (UTC)",,,,,,,,,,,,,10.0,,759,,,16.5,,35.8,,,,восточный,0.0,,,,3
1592125200,"Воскресенье, 14 июня
09:00 (UTC)",,,,,,,,,,,,,10.0,,759,,,18.7,,36.7,,,,северо-восточный,1.0,,,,2
1592136000,"Воскресенье, 14 июня
12:00 (UTC)",,,,,,,,,,,,,10.0,,758,,,19.9,,34.8,,,,восточный,0.0,,,,3
1592146800,"Воскресенье, 14 июня
15:00 (UTC)",,,,,0,,,,,,,,10.0,,758,,,19.8,,34.7,,,,северо-восточный,0.0,,,20.6,2
1592157600,"Воскресенье, 14 июня
18:00 (UTC)",,,,,,,,,,,,,10.0,,758,,,16.2,,51.9,,,,восточный,0.0,,,,1
1592168400,"Воскресенье, 14 июня
21:00 (UTC)",,,,,,,,,,,,,10.0,,759,,,14.0,,58.9,,,,восточный,0.0,,,,1
1592179200,"Понедельник, 15 июня
00:00 (UTC)",,,,,,,,,,,,,10.0,,759,,,10.3,,83.9,,,,,0.0,,,,0
1592190000,"Понедельник, 15 июня
03:00 (UTC)",,,,,0,,,,,0,,,10.0,,760,,,18.2,,47.3,,10.2,,,0.0,,,,0
1592200800,"Понедельник, 15 июня
06:00 (UTC)",,,,,,,,,,,,,10.0,,760,,,19.6,,43.6,,,,западный,1.0,,,,2
1592211600,"Понедельник, 15 июня
09:00 (UTC)",,,,,,,,,,,,,10.0,,759,,,21.4,,39.0,,,,северо-западный,1.0,,,,2
1592222400,"Понедельник, 15 июня
12:00 (UTC)",,,,,,,,,,,,,10.0,,758,,,22.9,,36.6,,,,западный,2.0,,,,1
1592233200,"Понедельник, 15 июня
15:00 (UTC)",,,,,0,,,,,,,,10.0,,757,,,22.7,,35.3,,,,западный,2.0,,,23.4,2
1592244000,"Понедельник, 15 июня
18:00 (UTC)",,,,,,,,,,,,,10.0,,757,,,17.0,,59.7,,,,южный,2.0,,,,1
1592254800,"Понедельник, 15 июня
21:00 (UTC)",,,,,,,,,,,,,10.0,,756,,,13.5,,78.8,,,,,0.0,,,,0
1592265600,"Вторник, 16 июня
00:00 (UTC)",,,,,,,,,,,,,10.0,,756,,,11.7,,89.3,,,,,0.0,,,,0
1592276400,"Вторник, 16 июня
03:00 (UTC)",,,,,0,,,,,0,,,10.0,,756,,,18.0,,67.1,,11.7,,западный,0.0,,,,1
1592287200,"Вторник, 16 июня
06:00 (UTC)",,,,,,,,,,,,,10.0,,756,,,21.8,,43.1,,,,северо-западный,2.0,,,,2
1592298000,"Вторник, 16 июня
09:00 (UTC)",,,,,,,,,,,,,10.0,,755,,,23.2,,39.3,,,,западный,7.0,,,,2
1592308800,"Вторник, 16 июня
12:00 (UTC)",,,,,,,,,,,,,10.0,,754,,,24.9,,38.7,,,,западный,7.0,,,,2
1592319600,"Вторник, 16 июня
15:00 (UTC)",,,,,0,,,,,,,,10.0,,752,,,24.4,,36.8,,,,западный,4.0,,,25.0,3
1592330400,"Вторник, 16 июня
18:00 (UTC)",,,,,,,,,,,,,10.0,,752,,,20.5,,55.9,,,,,4.0,,,,0
1592341200,"Вторник, 16 июня
21:00 (UTC)",,,,,,,,,,,,,10.0,,752,,,18.7,,69.4,,,,западный,2.0,,,,1
1592352000,"Среда, 17 июня
00:00 (UTC)",,,,,,,,,,,,,10.0,,752,,,17.8,,80.0,,,,северо-западный,5.0,,,,2
1592362800,"Среда, 17 июня
03:00 (UTC)",,,,,0,,,,,0,,,10.0,,752,,,19.4,,71.4,,17.4,,западный,5.0,,,,2
1592373600,"Среда, 17 июня
06:00 (UTC)",,,,,,,,,,,,,10.0,,751,,,22.9,,60.7,,,,западный,0.0,,,,2
1592384400,"Среда, 17 июня
09:00 (UTC)",,,,,,,,,,,,,10.0,,751,,,26.9,,50.3,,,,западный,4.0,,,,3
1592395200,"Среда, 17 июня
12:00 (UTC)",,,18.0,,,,,,,,,,10.0,,751,,,21.1,True,86.7,,,,западный,9.0,,,,1
1592406000,"Среда, 17 июня
15:00 (UTC)",,,,,18,,,,,,,,10.0,,750,,,25.0,,61.1,,,True,северо-западный,4.0,,,27.5,1
1592416800,"Среда, 17 июня
18:00 (UTC)",,,,,,,,,,,,,10.0,,751,,,22.2,,67.1,,,True,северный,9.0,,,,1
1592427600,"Среда, 17 июня
21:00 (UTC)",,,,,,,,,,,,,10.0,,751,,,18.9,,65.1,,,,северо-восточный,6.0,,,,2
1592438400,"Четверг, 18 июня
00:00 (UTC)",,,,,,,,,,,,,10.0,,752,,,15.9,,60.6,,,,восточный,2.0,,,,2
1592449200,"Четверг, 18 июня
03:00 (UTC)",,,,,0,,,,,18,,,10.0,,753,,,16.3,,52.6,,15.2,,восточный,0.0,,,,3
1592460000,"Четверг, 18 июня
06:00 (UTC)",,,,,,,,,,,,,10.0,,753,,,19.3,,43.8,,,,восточный,2.0,,,,3
1592470800,"Четверг, 18 июня
09:00 (UTC)",,,,,,,,,,,,,10.0,,754,,,20.7,,38.3,,,,восточный,2.0,,,,3
1592481600,"Четверг, 18 июня
12:00 (UTC)",,,,,,,,,,,,,10.0,,754,,,21.6,,33.8,,,,северо-восточный,0.0,,,,3
1592492400,"Четверг, 18 июня
15:00 (UTC)",,,,,0,,,,,,,,10.0,,754,,,20.8,,35.0,,,,восточный,0.0,,,22.1,2
1592503200,"Четверг, 18 июня
18:00 (UTC)",,,,,,,,,,,,,10.0,,755,,,18.0,,44.1,,,,восточный,0.0,,,,1
1592514000,"Четверг, 18 июня
21:00 (UTC)",,,,,,,,,,,,,10.0,,755,,,15.0,,53.4,,,,восточный,0.0,,,,2
1592524800,"Пятница, 19 июня
00:00 (UTC)",,,,,,,,,,,,,10.0,,756,,,12.9,,58.6,,,,восточный,0.0,,,,2
1592535600,"Пятница, 19 июня
03:00 (UTC)",,,,,0,,,,,0,,,10.0,,756,,,16.5,,55.2,,12.5,,,0.0,,,,0
1592546400,"Пятница, 19 июня
06:00 (UTC)",,,,,,,,,,,,,10.0,,756,,,19.7,,39.4,,,,юго-восточный,0.0,,,,1
1592557200,"Пятница, 19 июня
09:00 (UTC)",,,,,,,,,,,,,10.0,,755,,,20.6,,36.5,,,,юго-восточный,2.0,,,,2
1592568000,"Пятница, 19 июня
12:00 (UTC)",,,,,,,,,,,,,10.0,,755,,,21.7,,29.4,,,,юго-восточный,2.0,,,,2
1592578800,"Пятница, 19 июня
15:00 (UTC)",,,,,0,,,,,,,,10.0,,753,,,21.4,,32.4,,,,южный,0.0,,,22.4,2
1592589600,"Пятница, 19 июня
18:00 (UTC)",,,,,,,,,,,,,10.0,,752,,,17.0,,56.9,,,,юго-восточный,0.0,,,,1
1592600400,"Пятница, 19 июня
21:00 (UTC)",,,,,,,,,,,,,10.0,,752,,,14.7,,66.4,,,,юго-восточный,0.0,,,,1
1592611200,"Суббота, 20 июня
00:00 (UTC)",,,,,,,,,,,,,10.0,,750,,,13.0,,70.2,,,,юго-восточный,0.0,,,,1
1592622000,"Суббота, 20 июня
03:00 (UTC)",,,,,0,,,,,0,,,10.0,,750,,,17.7,,55.2,,12.2,,южный,6.0,,,,1
1592632800,"Суббота, 20 июня
06:00 (UTC)",,,,,,,,,,,,,10.0,,749,,,22.2,,56.0,,,,западный,5.0,,,,3
1592643600,"Суббота, 20 июня
09:00 (UTC)",,,,,,,,,,,,,10.0,,749,,,22.9,,55.0,,,,западный,10.0,,,,3
1592654400,"Суббота, 20 июня
12:00 (UTC)",,,,,,,,,,,,,10.0,,748,,,25.3,,51.2,,,,западный,7.0,,,,3
1592665200,"Суббота, 20 июня
15:00 (UTC)",,,,,0,,,,,,,,10.0,,748,,,22.8,,58.0,,,,северный,7.0,,,25.6,1
1592676000,"Суббота, 20 июня
18:00 (UTC)",,,,,,,,,,,,,10.0,,749,,,19.5,,70.1,,,,северный,7.0,,,,1
1592686800,"Суббота, 20 июня
21:00 (UTC)",,,,,,,,,,,,,10.0,,750,,,15.5,,57.7,,,,северный,7.0,,,,1
1592697600,"Воскресенье, 21 июня
00:00 (UTC)",,,,,,,,,,,,,10.0,,750,,,11.1,,66.0,,,,северо-восточный,2.0,,,,2
1592708400,"Воскресенье, 21 июня
03:00 (UTC)",,,,,0,,,,,0,,,10.0,,751,,,12.3,,61.9,,10.5,,северный,9.0,,,,1
1592719200,"Воскресенье, 21 июня
06:00 (UTC)",,,,,,,,,,,,,10.0,,751,,,14.9,,51.1,,,,северный,7.0,,,,2
1592730000,"Воскресенье, 21 июня
09:00 (UTC)",,,,,,,,,,,,,10.0,,751,,,17.0,,42.0,,,,северо-западный,2.0,,,,3
1592740800,"Воскресенье, 21 июня
12:00 (UTC)",,,,,,,,,,,,,10.0,,751,,,18.5,,37.4,,,,северный,4.0,,,,3
1592751600,"Воскресенье, 21 июня
15:00 (UTC)",,,10.0,,0,,,,,,,,10.0,,751,,,17.0,,39.4,,,,северный,5.0,,,18.8,2
1592762400,"Воскресенье, 21 июня
18:00 (UTC)",,,,,,,,,,,,,10.0,,752,,,14.1,,48.5,,,,северный,0.0,,,,1
1592773200,"Воскресенье, 21 июня
21:00 (UTC)",,,,,,,,,,,,,10.0,,752,,,11.4,,61.2,,,,,0.0,,,,0
1592784000,"Понедельник, 22 июня
00:00 (UTC)",,,,,,,,,,,,,10.0,,752,,,9.3,,67.0,,,,восточный,0.0,,,,2
1592794800,"Понедельник, 22 июня
03:00 (UTC)",,,,,0,,,,,0,,,10.0,,753,,,11.2,,60.7,,9.2,,восточный,0.0,,,,1
1592805600,"Понедельник, 22 июня
06:00 (UTC)",,,,,,,,,,,,,10.0,,754,,,12.5,,57.3,,,,северный,9.0,,,,3
1592816400,"Понедельник, 22 июня
09:00 (UTC)",,,,,,,,,,,,,10.0,,754,,,12.3,,58.5,,,,северный,10.0,,,,2
1592827200,"Понедельник, 22 июня
12:00 (UTC)",,,,,,,,,,,,,10.0,,754,,,13.7,,56.8,,,,северо-западный,10.0,,,,1
1592838000,"Понедельник, 22 июня
15:00 (UTC)",,,,,0,,,,,,,,10.0,,754,,,13.8,,56.5,,,,северо-западный,10.0,,,14.0,2
1592848800,"Понедельник, 22 июня
18:00 (UTC)",,,,,,,,,,,,,10.0,,754,,,10.4,,79.5,,,,,0.0,,,,0
1592859600,"Понедельник, 22 июня
21:00 (UTC)",,,,,,,,,,,,,10.0,,753,,,8.3,,87.8,,,,юго-восточный,0.0,,,,1
1592870400,"Вторник, 23 июня
00:00 (UTC)",,,,,,,,,,,,,10.0,,754,,,7.9,,97.3,,,,,0.0,,,,0
1592881200,"Вторник, 23 июня
03:00 (UTC)",,,,,0,,,,,0,,,10.0,,754,,,13.6,,69.8,,7.6,,юго-западный,0.0,,,,1
1592892000,"Вторник, 23 июня
06:00 (UTC)",,,,,,,,,,,,,10.0,,754,,,17.7,,47.8,,,,юго-западный,0.0,,,,2
1592902800,"Вторник, 23 июня
09:00 (UTC)",,,,,,,,,,,,,10.0,,753,,,19.9,,44.0,,,,западный,7.0,,,,2
1592913600,"Вторник, 23 июня
12:00 (UTC)",,,,,,,,,,,,,10.0,,752,,,21.4,,40.1,,,,западный,10.0,,,,2
1592924400,"Вторник, 23 июня
15:00 (UTC)",,,,,0,,,,,,,,10.0,,751,,,20.0,,48.8,,,,западный,10.0,,,21.7,3
1592935200,"Вторник, 23 июня
18:00 (UTC)",,,,,,,,,,,,,10.0,,751,,,18.1,,58.7,,,,западный,9.0,,,,2
1592946000,"Вторник, 23 июня
21:00 (UTC)",,,,,,,,,,,,,10.0,,750,,,16.6,,62.0,,,,юго-западный,7.0,,,,2
1592956800,"Среда, 24 июня
00:00 (UTC)",,,,,,,,,,,,,10.0,,750,,,14.8,,77.5,,,,западный,7.0,,,,2
1592967600,"Среда, 24 июня
03:00 (UTC)",,,,,0,,,,,0,,,10.0,,750,,,14.9,,81.7,,14.6,,западный,7.0,,,,2
1592978400,"Среда, 24 июня
06:00 (UTC)",,,,,,,,,,,,,10.0,,750,,,18.9,,65.5,,,,северо-западный,6.0,,,,3
1592989200,"Среда, 24 июня
09:00 (UTC)",,,,,,,,,,,,,10.0,,750,,,22.7,,46.6,,,,западный,7.0,,,,3
1593000000,"Среда, 24 июня
12:00 (UTC)",,,,,,,,,,,,,10.0,,749,,,22.0,,36.6,,,,северный,7.0,,,,2
1593010800,"Среда, 24 июня
15:00 (UTC)",,,,,0,,,,,,,,10.0,,750,,,20.6,,29.7,,,,северный,2.0,,,23.8,3
1593021600,"Среда, 24 июня
18:00 (UTC)",,,10.0,,,,,,,,,,10.0,,752,,,14.7,,41.0,,,,северный,1.0,,,,2
1593032400,"Среда, 24 июня
21:00 (UTC)",,,,,,,,,,,,,10.0,,753,,,11.4,,52.4,,,,северный,0.0,,,,2
1593043200,"Четверг, 25 июня
00:00 (UTC)",,,,,,,,,,,,,10.0,,754,,,9.2,,63.3,,,,северный,0.0,,,,1
1593054000,"Четверг, 25 июня
03:00 (UTC)",,,,,0,,,,,0,,,10.0,,754,,,10.8,,59.8,,9.0,,северный,0.0,,,,2
1593064800,"Четверг, 25 июня
06:00 (UTC)",,,,,,,,,,,,,10.0,,754,,,14.1,,44.2,,,,северо-западный,6.0,,,,3
1593075600,"Четверг, 25 июня
09:00 (UTC)",,,10.0,,,,,,,,,,10.0,,753,,,15.8,,36.6,,,,северный,7.0,,,,3
1593086400,"Четверг, 25 июня
12:00 (UTC)",,,10.0,,,,,,,,,,10.0,,753,,,16.7,,37.9,,,,северный,7.0,,,,3
1593097200,"Четверг, 25 июня
15:00 (UTC)",,,,,0,,,,,,,,10.0,,752,,,16.6,,38.7,,,,северный,6.0,,,19.0,2
1593108000,"Четверг, 25 июня
18:00 (UTC)",,,,,,,,,,,,,10.0,,753,,,14.7,,48.0,,,,,2.0,,,,0
1593118800,"Четверг, 25 июня
21:00 (UTC)",,,,,,,,,,,,,10.0,,753,,,11.3,,71.8,,,,,0.0,,,,0
1593129600,"Пятница, 26 июня
00:00 (UTC)",,,,,,,,,,,,,10.0,,753,,,10.4,,78.9,,,,северный,0.0,,,,1
1593140400,"Пятница, 26 июня
03:00 (UTC)",,,,,0,,,,,0,,,10.0,,753,,,12.5,,77.6,,10.2,,западный,7.0,,,,2
1593151200,"Пятница, 26 июня
06:00 (UTC)",,,,,,,,,,,,,10.0,,753,,,17.4,,45.5,,,,северный,1.0,,,,3
1593162000,"Пятница, 26 июня
09:00 (UTC)",,,,,,,,,,,,,10.0,,753,,,17.9,,38.0,,,,северо-западный,10.0,,,,2
1593172800,"Пятница, 26 июня
12:00 (UTC)",,,11.0,,,,,,,,,,10.0,,752,,,20.3,,33.4,,,,северо-западный,7.0,,,,3
1593183600,"Пятница, 26 июня
15:00 (UTC)",,,10.0,,0,,,,,,,,10.0,,751,,,21.1,,37.9,,,,северо-западный,7.0,,,21.4,3
1593194400,"Пятница, 26 июня
18:00 (UTC)",,,,,,,,,,,,,10.0,,750,,,18.2,,55.7,,,,западный,7.0,,,,1
1593205200,"Пятница, 26 июня
21:00 (UTC)",,,,,,,,,,,,,10.0,,749,,,14.7,,75.9,,,,западный,7.0,,,,1
1593216000,"Суббота, 27 июня
00:00 (UTC)",,,,,,,,,,,,,10.0,,748,,,17.2,,73.4,,,,западный,10.0,,,,2
1593226800,"Суббота, 27 июня
03:00 (UTC)",,,,,1,,,,,1,,,10.0,,747,,,15.8,,98.7,,14.5,True,западный,9.0,,,,2
1593237600,"Суббота, 27 июня
06:00 (UTC)",,,,,,,,,,,,,10.0,,746,,,19.8,,73.8,,,True,западный,7.0,,,,3
1593248400,"Суббота, 27 июня
09:00 (UTC)",,,,,,,,,,,,,10.0,,745,,,23.7,,55.6,,,,западный,6.0,,,,4
1593259200,"Суббота, 27 июня
12:00 (UTC)",,,11.0,,,,,,,,,,10.0,,743,,,26.8,,43.9,,,,западный,6.0,,,,5
1593270000,"Суббота, 27 июня
15:00 (UTC)",,,15.0,,0,,,,,,,,10.0,,742,,,25.8,,44.2,,,,северо-западный,10.0,,,27.2,4
1593280800,"Суббота, 27 июня
18:00 (UTC)",,,15.0,,,,,,True,,,,10.0,,743,,,18.3,,73.6,,,,западный,10.0,,,,2
1593291600,"Суббота, 27 июня
21:00 (UTC)",,,,,,,,,,,,,10.0,,743,,,16.7,,73.3,,,,северо-западный,7.0,,,,3
1593302400,"Воскресенье, 28 июня
00:00 (UTC)",,,10.0,,,,,,,,,,10.0,,744,,,13.0,,73.6,,,,северо-западный,5.0,,,,2
1593313200,"Воскресенье, 28 июня
03:00 (UTC)",,,,,0,,,,,0,,,10.0,,745,,,13.2,,70.2,,12.6,,северо-западный,2.0,,,,2
1593324000,"Воскресенье, 28 июня
06:00 (UTC)",,,,,,,,,,,,,10.0,,745,,,15.6,,53.5,,,,северный,4.0,,,,2
1593334800,"Воскресенье, 28 июня
09:00 (UTC)",,,,,,,,,,,,,10.0,,746,,,17.5,,43.3,,,,северо-западный,7.0,,,,3
1593345600,"Воскресенье, 28 июня
12:00 (UTC)",,,,,,,,,,,,,10.0,,745,,,18.4,,41.2,,,,северо-западный,7.0,,,,2
1593356400,"Воскресенье, 28 июня
15:00 (UTC)",,,,,0,,,,,,,,10.0,,745,,,17.6,,41.3,,,,северный,6.0,,,18.4,2
1593367200,"Воскресенье, 28 июня
18:00 (UTC)",,,,,,,,,,,,,10.0,,745,,,15.3,,49.8,,,,северо-западный,7.0,,,,1
1593378000,"Воскресенье, 28 июня
21:00 (UTC)",,,,,,,,,,,,,10.0,,745,,,13.2,,62.1,,,,северо-западный,4.0,,,,1
1593388800,"Понедельник, 29 июня
00:00 (UTC)",,,,,,,,,,,,,10.0,,745,,,10.7,,80.6,,,,северный,1.0,,,,1
1593399600,"Понедельник, 29 июня
03:00 (UTC)",,,,,0,,,,,0,,,10.0,,745,,,12.6,,68.2,,10.3,,северо-восточный,0.0,,,,2
1593410400,"Понедельник, 29 июня
06:00 (UTC)",,,,,,,,,,,,,10.0,,745,,,14.6,,52.5,,,,северный,7.0,,,,2
1593421200,"Понедельник, 29 июня
09:00 (UTC)",,,,,,,,,,,,,10.0,,746,,,16.0,,45.4,,,,северный,7.0,,,,2
1593432000,"Понедельник, 29 июня
12:00 (UTC)",,,,,,,,,,,,,10.0,,745,,,16.6,,41.9,,,,северо-западный,7.0,,,,2
1593442800,"Понедельник, 29 июня
15:00 (UTC)",,,,,0,,,,,,,,10.0,,746,,,15.8,,41.3,,,,северо-западный,7.0,,,17.7,2
1593453600,"Понедельник, 29 июня
18:00 (UTC)",,,,,,,,,,,,,10.0,,747,,,13.0,,55.1,,,,северный,2.0,,,,2
1593464400,"Понедельник, 29 июня
21:00 (UTC)",,,,,,,,,,,,,10.0,,747,,,10.4,,71.6,,,,северный,0.0,,,,1
