timestamp,date,Дождь (незамерзающий),Зарница,Гроза слабая или умеренная (возможен дождь или снег),"Порывы, м/с",Туман (видимость менее 1 км),Дождь (незамерзающий) слабый непрерывный,"Осадки за 12 часов, мм",Количество облаков увеличилось,Ливневый дождь,"Осадки за 24 часа, мм",Количество облаков уменьшилось,Ливневой дождь слабый,Дымка (видимость больше 1 км),Дождь (незамерзающий) слабый с перерывами,Туман без изменений (небо не видно),"Пыльная (песчаная) буря, слабая или умеренная","Горизонтальная видимость, км",Дождь (незамерзающий) умеренный непрерывный,"Атмосферное давление на уровне станции, мм рт.ст.",Туман начался (усилился). Небо не видно,"Гроза, но без осадков","Температура воздуха, °C","Гроза, дождь слабый","Относительная влажность, %",Поземные туманы сплошным слоем (высота меньше 2 м от поверхности земли),"Минимальная температура, °C",Град,Количество облаков не изменилось,"Поземные туманы клочками, полосами(высота меньше 2 м от поверхности земли)",Направление ветра,"Осадки за 6 часов, мм",Балл общей облачности,Туман без изменений (небо видно),Гроза,Ливневой снег слабый,"Максимальная температура, °C","Средняя скорость ветра, м/с"
1595721600,"Воскресенье, 26 июля
00:00 (UTC)",,,,,,,,,,,,,,,,,10,,753,,,7.3,,92.7,,,,,,,,5.0,,,,,0.0
1595732400,"Воскресенье, 26 июля
03:00 (UTC)",,,,,,,0,,,0,,,,,,,10,,753,,,9.0,,87.9,,5.6,,,,,,2.0,,,,,0.0
1595743200,"Воскресенье, 26 июля
06:00 (UTC)",,,,,,,,,,,,,,,,,10,,754,,,21.8,,42.2,,,,,,юго-восточный,,2.0,,,,,1.0
1595754000,"Воскресенье, 26 июля
09:00 (UTC)",,,,,,,,,,,,,,,,,10,,754,,,25.3,,34.2,,,,,,северо-западный,,1.0,,,,,2.0
1595764800,"Воскресенье, 26 июля
12:00 (UTC)",,,,,,,,,,,,,,,,,10,,753,,,26.4,,29.9,,,,,,северо-западный,,2.0,,,,,3.0
1595775600,"Воскресенье, 26 июля
15:00 (UTC)",,,,,,,0,,,,,,,,,,10,,753,,,25.8,,30.2,,,,,,северо-западный,,0.0,,,,26.4,4.0
1595786400,"Воскресенье, 26 июля
18:00 (UTC)",,,,,,,,,,,,,,,,,10,,753,,,18.9,,45.9,,,,,,северо-восточный,,0.0,,,,,1.0
1595797200,"Воскресенье, 26 июля
21:00 (UTC)",,,,,,,,,,,,,,,,,10,,754,,,12.7,,74.1,,,,,,северо-западный,,0.0,,,,,1.0
1595808000,"Понедельник, 27 июля
00:00 (UTC)",,,,,,,,,,,,,,,,,10,,754,,,12.6,,75.6,,,,,,северо-западный,,0.0,,,,,2.0
1595818800,"Понедельник, 27 июля
03:00 (UTC)",,,,,,,0,,,0,,,,,,,10,,754,,,10.9,,85.1,,10.8,,,,,,0.0,,,,,0.0
1595829600,"Понедельник, 27 июля
06:00 (UTC)",,,,,,,,,,,,,,,,,10,,754,,,23.3,,40.9,,,,,,юго-восточный,,2.0,,,,,2.0
1595840400,"Понедельник, 27 июля
09:00 (UTC)",,,,,,,,,,,,,,,,,10,,754,,,25.9,,30.0,,,,,,северо-восточный,,7.0,,,,,2.0
1595851200,"Понедельник, 27 июля
12:00 (UTC)",,,,,,,,,,,,,,,,,10,,753,,,27.4,,28.2,,,,,,северо-восточный,,6.0,,,,,3.0
1595862000,"Понедельник, 27 июля
15:00 (UTC)",,,,,,,0,,,,,,,,,,10,,753,,,27.0,,32.2,,,,,,северо-восточный,,4.0,,,,28.1,3.0
1595872800,"Понедельник, 27 июля
18:00 (UTC)",,,,,,,,,,,,,,,,,10,,753,,,20.9,,47.4,,,,,,северо-восточный,,4.0,,,,,1.0
1595883600,"Понедельник, 27 июля
21:00 (UTC)",,,,,,,,,,,,,,,,,10,,753,,,16.0,,64.9,,,,,,северо-западный,,6.0,,,,,2.0
1595894400,"Вторник, 28 июля
00:00 (UTC)",,,,,,,,,,,,,,,,,10,,753,,,13.7,,78.3,,,,,,северо-западный,,7.0,,,,,1.0
1595905200,"Вторник, 28 июля
03:00 (UTC)",,,,,,,0,,,0,,,,,,,10,,753,,,14.2,,85.5,,10.9,,,,северо-западный,,2.0,,,,,1.0
1595916000,"Вторник, 28 июля
06:00 (UTC)",,,,,,,,,,,,,,,,,10,,753,,,24.4,,47.1,,,,,,юго-восточный,,0.0,,,,,1.0
1595926800,"Вторник, 28 июля
09:00 (UTC)",,,,,,,,,,,,,,,,,10,,753,,,27.5,,34.6,,,,,,северо-восточный,,6.0,,,,,3.0
1595937600,"Вторник, 28 июля
12:00 (UTC)",,,,,,,,,,,,,,,,,10,,752,,,29.0,,28.6,,,,,,северо-восточный,,6.0,,,,,3.0
1595948400,"Вторник, 28 июля
15:00 (UTC)",,,,,,,0,,,,,,,,,,10,,751,,,28.6,,30.7,,,,,,северо-восточный,,4.0,,,,30.0,2.0
1595959200,"Вторник, 28 июля
18:00 (UTC)",,,,,,,,,,,,,,,,,10,,751,,,22.3,,47.1,,,,,,,,2.0,,,,,0.0
1595970000,"Вторник, 28 июля
21:00 (UTC)",,,,,,,,,,,,,,,,,10,,752,,,16.5,,72.3,,,,,,северо-западный,,0.0,,,,,1.0
1595980800,"Среда, 29 июля
00:00 (UTC)",,,,,,,,,,,,,,,,,10,,752,,,14.4,,75.9,,,,,,северо-западный,,2.0,,,,,1.0
1595991600,"Среда, 29 июля
03:00 (UTC)",,,,,,,0,,,0,,,,,,,10,,752,,,13.0,,88.2,,11.5,,,,,,5.0,,,,,0.0
1596002400,"Среда, 29 июля
06:00 (UTC)",,,,,,,,,,,,,,,,,10,,752,,,26.0,,42.0,,,,,,южный,,5.0,,,,,2.0
1596013200,"Среда, 29 июля
09:00 (UTC)",,,,,,,,,,,,,,,,,10,,751,,,30.4,,25.4,,,,,,южный,,7.0,,,,,3.0
1596024000,"Среда, 29 июля
12:00 (UTC)",,,,,,,,,,,,,,,,,10,,751,,,31.6,,24.7,,,,,,северный,,7.0,,,,,2.0
1596034800,"Среда, 29 июля
15:00 (UTC)",,,,,,,0,,,,,,,,,,10,,749,,,31.9,,23.9,,,,,,юго-западный,,7.0,,,,32.5,1.0
1596045600,"Среда, 29 июля
18:00 (UTC)",,,,,,,,,,,,,,,,,10,,749,,,24.7,,38.9,,,,,,юго-восточный,,7.0,,,,,2.0
1596056400,"Среда, 29 июля
21:00 (UTC)",,,,,,,,,,,,,,,,,10,,749,,,21.2,,47.8,,,,,,юго-восточный,,7.0,,,,,3.0
1596067200,"Четверг, 30 июля
00:00 (UTC)",,,,,,,,,,,,,,,,,10,,748,,,20.1,,50.5,,,,,,южный,,7.0,,,,,4.0
1596078000,"Четверг, 30 июля
03:00 (UTC)",,,,,,,0,,,0,,,,,,,10,,748,,,19.5,,56.4,,18.3,,,,юго-восточный,,7.0,,,,,3.0
1596088800,"Четверг, 30 июля
06:00 (UTC)",,,,,,,,,True,,,,,,,,10,,749,,,19.8,,83.9,,,,,,южный,,9.0,,,,,2.0
1596099600,"Четверг, 30 июля
09:00 (UTC)",,,,,,,,,,,,,,,,,10,,749,,,24.2,,63.7,,,,True,,юго-западный,,7.0,,,,,5.0
1596153600,"Пятница, 31 июля
00:00 (UTC)",,,,,,,,,,,,,,,,,10,,747,,,14.8,,81.7,,,,,,северо-западный,,2.0,,,,,1.0
1596164400,"Пятница, 31 июля
03:00 (UTC)",,,,,,,0,,,0.8,,,,,,,10,,746,,,13.1,,94.3,,12.4,,,,южный,,6.0,,,,,1.0
1596175200,"Пятница, 31 июля
06:00 (UTC)",,,,,,,,,,,,,,,,,10,,746,,,20.5,,54.1,,,,,,западный,,4.0,,,,,4.0
1596186000,"Пятница, 31 июля
09:00 (UTC)",,,,,,,,,,,,,,,,,10,,746,,,24.6,,31.9,,,,,,западный,,5.0,,,,,4.0
1596196800,"Пятница, 31 июля
12:00 (UTC)",,,,,,,,,,,,,,,,,10,,745,,,25.5,,27.9,,,,,,западный,,7.0,,,,,3.0
1596207600,"Пятница, 31 июля
15:00 (UTC)",,,,,,,0,,,,,,,,,,10,,744,,,24.0,,32.9,,,,,,,,9.0,,,,26.2,
1596218400,"Пятница, 31 июля
18:00 (UTC)",,,,,,,,,,,,,,,,,10,,743,,,18.5,,57.7,,,,,,северо-западный,,9.0,,,,,2.0
1596229200,"Пятница, 31 июля
21:00 (UTC)",,,,,,,,,,,,True,,,,,10,,742,,,15.8,,79.7,,,,,,,,10.0,,,,,
1596240000,"Суббота, 1 августа
00:00 (UTC)",,,,,,,,,True,,,,,,,,10,,742,,,14.8,,93.1,,,,,,,,10.0,,,,,0.0
1596250800,"Суббота, 1 августа
03:00 (UTC)",,,,,,,5,,,5,,,,,,,10,,741,,,14.5,,94.3,,14.4,,,,юго-восточный,,9.0,,,,,2.0
1596261600,"Суббота, 1 августа
06:00 (UTC)",,,,,,,,,,,,,,,,,10,,741,,,16.6,,88.5,,,,,,юго-восточный,,9.0,,,,,3.0
1596272400,"Суббота, 1 августа
09:00 (UTC)",,,,,,,,,,,,,,,,,10,,740,,,20.8,,59.0,,,,,,восточный,,9.0,,,,,1.0
1596283200,"Суббота, 1 августа
12:00 (UTC)",,,True,,,,,,,,,,,,,,10,,740,,,15.8,,90.2,,,,,,юго-восточный,,9.0,,,,,1.0
1596294000,"Суббота, 1 августа
15:00 (UTC)",,,,,,,2,,,,,,,,,,10,,740,,True,18.8,,75.1,,,,,,северо-восточный,,7.0,,,,21.0,2.0
1596304800,"Суббота, 1 августа
18:00 (UTC)",,,,,,,,,,,,,,,,,10,,740,,,15.0,,84.4,,,,True,,северный,,5.0,,,,,1.0
1596315600,"Суббота, 1 августа
21:00 (UTC)",,,,,,,,,,,,,,,,,10,,741,,,10.7,,97.4,,,,,,западный,,0.0,,,,,2.0
1596326400,"Воскресенье, 2 августа
00:00 (UTC)",,,,,,,,,,,,,,,,,2,,741,,,8.5,,98.0,,,,,True,,,0.0,,,,,0.0
1596337200,"Воскресенье, 2 августа
03:00 (UTC)",,,,,,,0,,,2,,,,,,,0,,742,True,,11.0,,100.0,,7.9,,,,северо-западный,,,,,,,2.0
1596348000,"Воскресенье, 2 августа
06:00 (UTC)",,,,,True,,,,,,,,,,,,10,,743,,,13.4,,96.2,,,,,,,,10.0,,,,,0.0
1596358800,"Воскресенье, 2 августа
09:00 (UTC)",,,,,,,,,,,,,,,,,10,,744,,,19.8,,60.3,,,,,,западный,,10.0,,,,,2.0
1596369600,"Воскресенье, 2 августа
12:00 (UTC)",,,,,,,,,,,,,,,,,10,,744,,,21.9,,43.1,,,,,,северо-западный,,7.0,,,,,2.0
1596380400,"Воскресенье, 2 августа
15:00 (UTC)",,,,12.0,,,2,,,,,,,,,,10,,745,,,17.2,,76.8,,,,True,,северо-западный,,9.0,,,,22.9,2.0
1596391200,"Воскресенье, 2 августа
18:00 (UTC)",,,,,,,,,,,True,,,,,,10,,746,,,13.3,,91.8,,,,,,,,5.0,,,,,0.0
1596402000,"Воскресенье, 2 августа
21:00 (UTC)",,,,,,,,,,,,,,,,,10,,747,,,10.6,,96.1,,,,,,,,2.0,,,,,0.0
1596412800,"Понедельник, 3 августа
00:00 (UTC)",,,,,,,,,,,,,,,,,1,,748,True,,10.2,,100.0,,,,,,,,,,,,,0.0
1596423600,"Понедельник, 3 августа
03:00 (UTC)",,,,,,,0,,,2,,,,,,,10,,749,,,11.6,,96.1,,8.5,,True,,северный,,10.0,,,,,1.0
1596434400,"Понедельник, 3 августа
06:00 (UTC)",,,,,,,,,,,True,,,,,,10,,750,,,17.0,,79.3,,,,,,северный,,5.0,,,,,2.0
1596445200,"Понедельник, 3 августа
09:00 (UTC)",,,,,,,,,,,,,,,,,10,,750,,,21.7,,46.4,,,,,,северный,,7.0,,,,,3.0
1596456000,"Понедельник, 3 августа
12:00 (UTC)",,,,,,,,,,,,,,,,,10,,750,,,23.6,,33.9,,,,,,северный,,6.0,,,,,4.0
1596466800,"Понедельник, 3 августа
15:00 (UTC)",,,,,,,0,,,,,,,,,,10,,750,,,21.6,,43.0,,,,,,северный,,6.0,,,,23.8,3.0
1596477600,"Понедельник, 3 августа
18:00 (UTC)",,,,,,,,,,,,,,,,,10,,751,,,14.9,,73.5,,,,,,северный,,4.0,,,,,1.0
1596488400,"Понедельник, 3 августа
21:00 (UTC)",,,,,,,,,,,,,,,,,10,,752,,,11.3,,82.9,,,,,,северо-западный,,2.0,,,,,1.0
1596499200,"Вторник, 4 августа
00:00 (UTC)",,,,,,,,,,,,,,,,,10,,752,,,8.1,,94.7,,,,,,,,0.0,,,,,0.0
1596510000,"Вторник, 4 августа
03:00 (UTC)",,,,,,,0,,,0,,,,,,,10,,753,,,8.3,,93.4,,6.5,,,,,,2.0,,,,,0.0
1596520800,"Вторник, 4 августа
06:00 (UTC)",,,,,,,,,,,,,,,,,10,,753,,,20.4,,48.9,,,,,,северо-западный,,0.0,,,,,1.0
1596531600,"Вторник, 4 августа
09:00 (UTC)",,,,,,,,,,,,,,,,,10,,753,,,24.3,,33.2,,,,,,северный,,4.0,,,,,4.0
1596542400,"Вторник, 4 августа
12:00 (UTC)",,,,,,,,,,,,,,,,,10,,752,,,25.6,,30.5,,,,,,северный,,4.0,,,,,5.0
1596553200,"Вторник, 4 августа
15:00 (UTC)",,,,,,,0,,,,,,,,,,10,,752,,,24.3,,35.3,,,,,,северный,,4.0,,,,26.1,3.0
1596564000,"Вторник, 4 августа
18:00 (UTC)",,,,,,,,,,,,,,,,,10,,752,,,18.1,,57.2,,,,,,,,2.0,,,,,0.0
1596574800,"Вторник, 4 августа
21:00 (UTC)",,,,,,,,,,,,,,,,,10,,753,,,13.8,,79.9,,,,,,северо-западный,,0.0,,,,,2.0
1596585600,"Среда, 5 августа
00:00 (UTC)",,,,,,,,,,,,,,,,,10,,753,,,12.3,,88.2,,,,,,северный,,2.0,,,,,2.0
1596596400,"Среда, 5 августа
03:00 (UTC)",,,,,,,0,,,0,,,,,,,10,,753,,,11.4,,91.1,,10.0,,,,северный,,0.0,,,,,2.0
1596607200,"Среда, 5 августа
06:00 (UTC)",,,,,,,,,,,,,,,,,10,,753,,,21.1,,56.0,,,,,,северный,,0.0,,,,,5.0
1596618000,"Среда, 5 августа
09:00 (UTC)",,,,,,,,,,,,,,,,,10,,752,,,25.2,,33.9,,,,,,северный,,0.0,,,,,5.0
1596628800,"Среда, 5 августа
12:00 (UTC)",,,,12.0,,,,,,,,,,,,,10,,752,,,27.8,,29.9,,,,,,северный,,0.0,,,,,6.0
1596639600,"Среда, 5 августа
15:00 (UTC)",,,,10.0,,,0,,,,,,,,,,10,,751,,,27.3,,36.6,,,,,,северный,,2.0,,,,28.4,3.0
1596650400,"Среда, 5 августа
18:00 (UTC)",,,,,,,,,,,,,,,,,10,,752,,,21.4,,51.8,,,,,,северный,,2.0,,,,,2.0
1596661200,"Среда, 5 августа
21:00 (UTC)",,,,,,,,,,,,,,,,,10,,752,,,15.7,,78.1,,,,,,северо-западный,,0.0,,,,,2.0
1596672000,"Четверг, 6 августа
00:00 (UTC)",,,,,,,,,,,,,,,,,10,,753,,,15.0,,79.1,,,,,,северный,,0.0,,,,,2.0
1596682800,"Четверг, 6 августа
03:00 (UTC)",,,,,,,0,,,0,,,,,,,10,,753,,,14.9,,83.9,,14.0,,,,северный,,2.0,,,,,2.0
1596693600,"Четверг, 6 августа
06:00 (UTC)",,,,,,,,,,,,,,,,,10,,753,,,23.5,,58.9,,,,,,северный,,2.0,,,,,3.0
1596704400,"Четверг, 6 августа
09:00 (UTC)",,,,,,,,,,,,,,,,,10,,753,,,28.5,,40.0,,,,,,северный,,2.0,,,,,4.0
1596715200,"Четверг, 6 августа
12:00 (UTC)",,,,,,,,,,,,,,,,,10,,753,,,30.5,,33.8,,,,,,северный,,5.0,,,,,4.0
1596726000,"Четверг, 6 августа
15:00 (UTC)",,,,,,,0,,,,,,,,,,10,,752,,,28.8,,35.4,,,,,,северный,,7.0,,,,30.7,4.0
1596736800,"Четверг, 6 августа
18:00 (UTC)",,,,,,,,,,,,,,,,,10,,753,,,21.4,,57.2,,,,,,северо-западный,,7.0,,,,,2.0
1596747600,"Четверг, 6 августа
21:00 (UTC)",,,,,,,,,,,,,,,,,10,,753,,,15.6,,79.1,,,,,,северный,,6.0,,,,,2.0
1596758400,"Пятница, 7 августа
00:00 (UTC)",,,,,,,,,,,,,,,,,10,,753,,,14.9,,81.7,,,,,,северный,,6.0,,,,,2.0
1596769200,"Пятница, 7 августа
03:00 (UTC)",,,,,,,0,,,0,,,,,,,10,,753,,,13.1,,91.2,,12.1,,,,северный,,5.0,,,,,2.0
1596780000,"Пятница, 7 августа
06:00 (UTC)",,,,,,,,,,,,,,,,,10,,754,,,22.7,,57.9,,,,,,северный,,5.0,,,,,3.0
1596790800,"Пятница, 7 августа
09:00 (UTC)",,,,,,,,,,,,,,,,,10,,753,,,28.0,,40.4,,,,,,северный,,9.0,,,,,5.0
1596801600,"Пятница, 7 августа
12:00 (UTC)",,,,,,,,,,,,,,,,,10,,753,,,28.1,,44.2,,,,,,северный,,9.0,,,,,5.0
1596812400,"Пятница, 7 августа
15:00 (UTC)",,,,,,,0,,,,,,,,,,10,,752,,,26.5,,41.6,,,,,,северный,,1.0,,,,28.1,5.0
1596823200,"Пятница, 7 августа
18:00 (UTC)",,,,,,,,,,,,,,,,,10,,753,,,21.1,,57.5,,,,,,северный,,0.0,,,,,2.0
1596834000,"Пятница, 7 августа
21:00 (UTC)",,,,,,,,,,,,,,,,,10,,752,,,16.8,,77.3,,,,,,северо-западный,,0.0,,,,,2.0
1596844800,"Суббота, 8 августа
00:00 (UTC)",,,,,,,,,,,,,,,,,10,,753,,,14.0,,86.6,,,,,,северный,,0.0,,,,,2.0
1596855600,"Суббота, 8 августа
03:00 (UTC)",,,,,,,0,,,0,,,,,,,10,,753,,,12.7,,89.4,,12.6,,,,северный,,0.0,,,,,2.0
1596866400,"Суббота, 8 августа
06:00 (UTC)",,,,,,,,,,,,,,,,,10,,753,,,20.6,,60.1,,,,,,северо-западный,,0.0,,,,,3.0
1596877200,"Суббота, 8 августа
09:00 (UTC)",,,,10.0,,,,,,,,,,,,,10,,752,,,24.9,,35.0,,,,,,северный,,7.0,,,,,4.0
1596888000,"Суббота, 8 августа
12:00 (UTC)",,,,10.0,,,,,,,,,,,,,10,,751,,,25.4,,36.3,,,,,,северный,,7.0,,,,,5.0
1596898800,"Суббота, 8 августа
15:00 (UTC)",,,,,,,0,,,,,,,,,,10,,750,,,24.1,,42.0,,,,,,северный,,7.0,,,,26.9,5.0
1596909600,"Суббота, 8 августа
18:00 (UTC)",,,,,,,,,,,,,,,,,10,,750,,,18.1,,63.6,,,,,,северный,,5.0,,,,,2.0
1596920400,"Суббота, 8 августа
21:00 (UTC)",,,,,,,,,,,,,,,,,10,,750,,,13.6,,82.6,,,,,,северо-западный,,0.0,,,,,1.0
1596931200,"Воскресенье, 9 августа
00:00 (UTC)",,,,,,,,,,,,,,,,,10,,749,,,12.1,,93.0,,,,,,северный,,0.0,,,,,1.0
1596942000,"Воскресенье, 9 августа
03:00 (UTC)",,,,,,,0,,,0,,,,,,,10,,749,,,11.7,,93.6,,10.1,,,,,,0.0,,,,,0.0
1596952800,"Воскресенье, 9 августа
06:00 (UTC)",,,,,,,,,,,,,,,,,10,,749,,,20.5,,69.3,,,,,,северо-западный,,2.0,,,,,3.0
1596963600,"Воскресенье, 9 августа
09:00 (UTC)",,,,,,,,,,,,,,,,,10,,748,,,24.1,,48.6,,,,,,северный,,9.0,,,,,4.0
1596974400,"Воскресенье, 9 августа
12:00 (UTC)",,,,10.0,,,,,,,,,,,,,10,,748,,,24.2,,40.1,,,,,,северный,,7.0,,,,,5.0
1596985200,"Воскресенье, 9 августа
15:00 (UTC)",,,,10.0,,,0,,,,,,,,,,10,,748,,,24.8,,45.1,,,,,,северный,,7.0,,,,26.5,5.0
1596996000,"Воскресенье, 9 августа
18:00 (UTC)",,,,,,,,,,,,,,,,,10,,748,,,19.0,,66.4,,,,,,северный,,5.0,,,,,2.0
1597006800,"Воскресенье, 9 августа
21:00 (UTC)",,,,,,,,,,,,,,,,,10,,748,,,12.4,,88.8,,,,,,северный,,2.0,,,,,1.0
1597017600,"Понедельник, 10 августа
00:00 (UTC)",,,,,,,,,,,,,,,,,10,,749,,,10.8,,92.9,,,,,,северо-восточный,,0.0,,,,,1.0
1597028400,"Понедельник, 10 августа
03:00 (UTC)",,,,,,,0,,,0,,,,,,,10,,749,,,10.0,,96.1,True,8.0,,,,западный,,2.0,,,,,1.0
1597039200,"Понедельник, 10 августа
06:00 (UTC)",,,,,,,,,,,,,,,,,10,,749,,,20.0,,54.7,,,,,,северный,,4.0,,,,,2.0
1597050000,"Понедельник, 10 августа
09:00 (UTC)",,,,,,,,,,,,,,,,,10,,749,,,23.9,,40.6,,,,,,северо-западный,,7.0,,,,,6.0
1597060800,"Понедельник, 10 августа
12:00 (UTC)",,,,,,,,,,,,,,,,,10,,748,,,24.7,,34.5,,,,,,северный,,6.0,,,,,6.0
1597071600,"Понедельник, 10 августа
15:00 (UTC)",,,,,,,0,,,,,,,,,,10,,748,,,24.0,,32.9,,,,,,северный,,4.0,,,,25.7,4.0
1597082400,"Понедельник, 10 августа
18:00 (UTC)",,,,,,,,,,,,,,,,,10,,748,,,16.9,,57.6,,,,,,северный,,2.0,,,,,1.0
1597093200,"Понедельник, 10 августа
21:00 (UTC)",,,,,,,,,,,,,,,,,10,,749,,,13.1,,75.1,,,,,,западный,,0.0,,,,,1.0
1597104000,"Вторник, 11 августа
00:00 (UTC)",,,,,,,,,,,,,,,,,10,,749,,,9.3,,92.8,,,,,,,,0.0,,,,,0.0
1597114800,"Вторник, 11 августа
03:00 (UTC)",,,,,,,0,,,0,,,,,,,10,,749,,,10.1,,92.3,,7.7,,,,,,2.0,,,,,0.0
1597125600,"Вторник, 11 августа
06:00 (UTC)",,,,,,,,,,,,,,,,,10,,748,,,20.6,,45.4,,,,,,юго-западный,,2.0,,,,,1.0
1597136400,"Вторник, 11 августа
09:00 (UTC)",,,,,,,,,,,,,,,,,10,,748,,,24.7,,40.2,,,,,,юго-западный,,7.0,,,,,2.0
1597147200,"Вторник, 11 августа
12:00 (UTC)",,,,,,,,,,,,,,,,,10,,747,,,26.6,,35.0,,,,,,северо-западный,,7.0,,,,,2.0
1597158000,"Вторник, 11 августа
15:00 (UTC)",,,,,,,5,,True,,,,,,,,10,,746,,,20.1,,75.3,,,,,,северный,,9.0,,,,27.9,4.0
1597168800,"Вторник, 11 августа
18:00 (UTC)",,,,,,,,,,,,,,,,,10,,747,,,19.5,,71.9,,,,True,,северный,,9.0,,,,,2.0
1597179600,"Вторник, 11 августа
21:00 (UTC)",,,,,,,,,,,,,,,,,10,,746,,,16.7,,92.6,,,,True,,,,9.0,,,,,0.0
1597190400,"Среда, 12 августа
00:00 (UTC)",,,,,,,,,,,,,,,,,10,,746,,,15.9,,92.6,,,,True,,,,9.0,,,,,0.0
1597201200,"Среда, 12 августа
03:00 (UTC)",,,,,,,0.4,,,5,,,,,,,10,,746,,,15.1,,94.4,,14.4,,,,северный,,7.0,,,,,3.0
1597212000,"Среда, 12 августа
06:00 (UTC)",,,,,,,,,,,,,,,,,10,,746,,,17.3,,84.7,,,,,,северный,,10.0,,,,,3.0
1597222800,"Среда, 12 августа
09:00 (UTC)",,,,,,,,,,,,,,,,,10,,746,,,19.1,,68.2,,,,,,северный,,9.0,,,,,2.0
1597233600,"Среда, 12 августа
12:00 (UTC)",,,,,,,,,True,,,,,,,,10,,746,,,17.6,,81.0,,,,,,,,9.0,,,,,
1597244400,"Среда, 12 августа
15:00 (UTC)",,,,,,,1,,,,,,,,,,10,,745,,,19.3,,70.0,,,,,,,,7.0,,,,19.3,
1597255200,"Среда, 12 августа
18:00 (UTC)",,,,,,,,,,,,,,,,,10,,746,,,15.8,,86.2,,,,,,западный,,7.0,,,,,2.0
1597266000,"Среда, 12 августа
21:00 (UTC)",,,,,,,,,,,,,,,,,10,,745,,,13.0,,80.4,,,,,,западный,,7.0,,,,,3.0
1597276800,"Четверг, 13 августа
00:00 (UTC)",,,,,,,,,,,,,,,,,10,,745,,,10.0,,88.0,,,,,,северо-западный,,0.0,,,,,2.0
1597287600,"Четверг, 13 августа
03:00 (UTC)",,,,,,,0,,,1,,,,,,,10,,745,,,8.8,,92.2,,7.7,,,,западный,,6.0,,,,,2.0
1597298400,"Четверг, 13 августа
06:00 (UTC)",,,,,,,,,,,,,,,,,10,,745,,,14.8,,79.0,,,,,,северо-западный,,7.0,,,,,5.0
1597309200,"Четверг, 13 августа
09:00 (UTC)",,,,,,,,,,,,True,,,,,10,,745,,,15.8,,78.1,,,,,,западный,,9.0,,,,,4.0
1597320000,"Четверг, 13 августа
12:00 (UTC)",,,,12.0,,,,,True,,,,,,,,10,,744,,,18.5,,70.3,,,,,,западный,,7.0,,,,,7.0
1597330800,"Четверг, 13 августа
15:00 (UTC)",,,,13.0,,,2,,,,,,,,,,10,,744,,,15.6,,79.1,,,,True,,северо-западный,,9.0,,,,19.1,5.0
1597341600,"Четверг, 13 августа
18:00 (UTC)",,,,10.0,,,,,True,,,,,,,,10,,744,,,14.2,,93.1,,,,,,западный,,9.0,,,,,5.0
1597352400,"Четверг, 13 августа
21:00 (UTC)",,,,,,,,,,,,,,,,,10,,745,,,13.2,,90.6,,,,True,,северо-западный,,9.0,,,,,6.0
1597363200,"Пятница, 14 августа
00:00 (UTC)",,,,,,,,,,,True,,,,,,10,,745,,,10.6,,96.1,,,,,,западный,,2.0,,,,,3.0
1597374000,"Пятница, 14 августа
03:00 (UTC)",,,,,,,1,,,3,,,,,,,10,,745,,,10.6,,88.6,,9.9,,,,северо-западный,,4.0,,,,,4.0
1597384800,"Пятница, 14 августа
06:00 (UTC)",,,,13.0,,,,,,,,,,,,,10,,745,,,14.7,,54.0,,,,,,северо-западный,,4.0,,,,,10.0
1597395600,"Пятница, 14 августа
09:00 (UTC)",,,,14.0,,,,,,,,,,,,,10,,746,,,15.5,,55.7,,,,,,северо-западный,,9.0,,,,,8.0
1597406400,"Пятница, 14 августа
12:00 (UTC)",,,,13.0,,,,,,,,,,,,,10,,746,,,15.4,,56.5,,,,,,северо-западный,,10.0,,,,,6.0
1597417200,"Пятница, 14 августа
15:00 (UTC)",,,,13.0,,,0,,,,,,,,,,10,,747,,,13.9,,63.5,,,,,,северо-западный,,10.0,,,,16.5,6.0
1597428000,"Пятница, 14 августа
18:00 (UTC)",,,,11.0,,,,,,,,,,,,,10,,748,,,11.8,,78.0,,,,True,,северо-западный,,9.0,,,,,5.0
1597438800,"Пятница, 14 августа
21:00 (UTC)",,,,,,,,,,,,,,,,,10,,748,,,9.3,,83.8,,,,,,северо-западный,,10.0,,,,,3.0
1597449600,"Суббота, 15 августа
00:00 (UTC)",,,,,,,,,,,,,,,,,10,,748,,,10.4,,85.6,,,,,,северо-западный,,10.0,,,,,5.0
1597460400,"Суббота, 15 августа
03:00 (UTC)",,,,,,,0.3,,,0.3,,,,,,True,3,,748,,,10.2,,83.9,,8.0,,,,,,1.0,,,,,
1597471200,"Суббота, 15 августа
06:00 (UTC)",,,,,,,,,,,,,,,,,10,,749,,,13.9,,63.5,,,,,,северный,,5.0,,,,,5.0
1597482000,"Суббота, 15 августа
09:00 (UTC)",,,,12.0,,,,,,,,,,,,,10,,749,,,16.7,,44.6,,,,,,северный,,9.0,,,,,7.0
1597492800,"Суббота, 15 августа
12:00 (UTC)",,,,11.0,,,,,,,,,,,,,10,,748,,,18.2,,39.8,,,,,,северо-западный,,9.0,,,,,6.0
1597503600,"Суббота, 15 августа
15:00 (UTC)",,,,11.0,,,0,,,,,,,,,,10,,748,,,18.7,,39.9,,,,,,северо-западный,,7.0,,,,18.7,6.0
