timestamp,date,Гроза слабая или умеренная (возможен дождь или снег),"Порывы, м/с",Туман (видимость менее 1 км),Дождь (незамерзающий) слабый непрерывный,Морось (незамерзающая). Снежные зерна,Ливневый дождь со снегом,Ливневый дождь,Дождь (незамерзающий) слабый с перерывами,"Пыльная (песчаная) буря, слабая или умеренная",Пыльная/песчаная буря,"Гроза, но без осадков","Относительная влажность, %","Минимальная температура, °C",Направление ветра,Гроза,"Максимальная температура, °C","Средняя скорость ветра, м/с",Ливневой снег умеренный или сильный,Зарница,"Осадки за 12 часов, мм","Высота снежного покрова, см","Осадки за 24 часа, мм",Ливневой дождь слабый,Дымка (видимость больше 1 км),"Пыльная (песчаная) буря, слабая или умеренная началась (усилилась)",Туман без изменений (небо не видно),"Горизонтальная видимость, км","Атмосферное давление на уровне станции, мм рт.ст.","Температура воздуха, °C","Гроза, дождь слабый",Количество облаков не изменилось,Балл общей облачности
1591898400,"Четверг, 11 июня
18:00 (UTC)",,,,,,,,,,,,65.7,,северо-восточный,,,2.0,,,,,,,,,,10.0,745,23.6,,,7.0
1591909200,"Четверг, 11 июня
21:00 (UTC)",,,,,,,,,,,,84.3,,северо-восточный,,,3.0,,,,,,,,,,10.0,745,18.7,,,7.0
1591920000,"Пятница, 12 июня
00:00 (UTC)",,,,,,,,,,,,87.4,,северо-восточный,,,3.0,,,,,,,,,,10.0,745,16.2,,,7.0
1591930800,"Пятница, 12 июня
03:00 (UTC)",,,,,,,,,,,,78.7,15.9,восточный,,,2.0,,,0,,0,,,,,10.0,745,19.7,,,7.0
1591941600,"Пятница, 12 июня
06:00 (UTC)",,,,,,,,,,,,64.5,,северо-восточный,,,4.0,,,,,,,,,,10.0,744,24.0,,,4.0
1591952400,"Пятница, 12 июня
09:00 (UTC)",,,,,,,,,,,,57.1,,восточный,,,5.0,,,,,,,,,,10.0,744,28.2,,,7.0
1591963200,"Пятница, 12 июня
12:00 (UTC)",,,,,,,,,,,,50.1,,восточный,,,5.0,,,,,,,,,,10.0,744,29.8,,,5.0
1591974000,"Пятница, 12 июня
15:00 (UTC)",,,,,,,,,,,,57.7,,восточный,,30.3,4.0,,,0,,,,,,,10.0,743,29.3,,,2.0
1591984800,"Пятница, 12 июня
18:00 (UTC)",,,,,,,,,,,,75.3,,северо-восточный,,,3.0,,,,,,,,,,10.0,743,23.0,,,2.0
1591995600,"Пятница, 12 июня
21:00 (UTC)",,,,,,,,,,,,79.1,,восточный,,,3.0,,,,,,,,,,10.0,743,18.8,,,5.0
1592006400,"Суббота, 13 июня
00:00 (UTC)",,,,,,,,,,,,91.4,,северо-восточный,,,2.0,,,,,,,,,,10.0,743,16.3,,,5.0
1592017200,"Суббота, 13 июня
03:00 (UTC)",,10.0,,,,,,,,,,90.9,15.6,северный,,,7.0,,,0,,0,,,,,10.0,743,17.2,,,6.0
1592028000,"Суббота, 13 июня
06:00 (UTC)",,12.0,,,,,,,,,,81.3,,северо-восточный,,,8.0,,,,,,,,,,10.0,743,19.9,,,7.0
1592038800,"Суббота, 13 июня
09:00 (UTC)",,11.0,,,,,,,,,,76.7,,северный,,,8.0,,,,,,,,,,10.0,744,19.5,,,7.0
1592049600,"Суббота, 13 июня
12:00 (UTC)",,12.0,,,,,,,,,,58.1,,северо-восточный,,,9.0,,,,,,,,,,10.0,744,23.6,,,9.0
1592060400,"Суббота, 13 июня
15:00 (UTC)",,10.0,,,,,,,,,,74.6,,северо-восточный,,23.9,6.0,,,0,,,,,,,10.0,744,21.5,,,9.0
1592071200,"Суббота, 13 июня
18:00 (UTC)",,11.0,,,,,,,,,,89.0,,северный,,,8.0,,,,,,,,,,10.0,745,15.2,,,9.0
1592082000,"Суббота, 13 июня
21:00 (UTC)",,11.0,,,,,,,,,,93.1,,северо-восточный,,,8.0,,,,,,,,,,10.0,745,14.1,,,9.0
1592092800,"Воскресенье, 14 июня
00:00 (UTC)",,10.0,,,,,,True,,,,88.9,,северо-восточный,,,6.0,,,,,,,,,,10.0,746,14.1,,,10.0
1592103600,"Воскресенье, 14 июня
03:00 (UTC)",,10.0,,,,,,,,,,95.5,13.0,восточный,,,8.0,,,0.7,,0.7,True,,,,10.0,746,13.2,,,10.0
1592114400,"Воскресенье, 14 июня
06:00 (UTC)",,14.0,,,,,True,,,,,94.3,,восточный,,,8.0,,,,,,,,,,10.0,746,13.5,,,10.0
1592125200,"Воскресенье, 14 июня
09:00 (UTC)",,12.0,,,,,,,,,,80.9,,восточный,,,7.0,,,,,,,,,,10.0,748,17.3,,True,9.0
1592136000,"Воскресенье, 14 июня
12:00 (UTC)",,12.0,,,,,,,,,,70.6,,северо-восточный,,,8.0,,,,,,,,,,10.0,748,19.8,,True,7.0
1592146800,"Воскресенье, 14 июня
15:00 (UTC)",,13.0,,,,,,,,,,65.0,,восточный,,21.6,6.0,,,3,,,,,,,10.0,748,20.4,,,6.0
1592157600,"Воскресенье, 14 июня
18:00 (UTC)",,12.0,,,,,,,,,,64.1,,восточный,,,6.0,,,,,,,,,,10.0,749,18.4,,,5.0
1592168400,"Воскресенье, 14 июня
21:00 (UTC)",,10.0,,,,,,,,,,74.7,,восточный,,,5.0,,True,,,,,,,,10.0,749,16.6,,,6.0
1592179200,"Понедельник, 15 июня
00:00 (UTC)",,,,,,,True,,,,,93.1,,восточный,,,4.0,,,,,,,,,,10.0,749,13.7,,,7.0
1592190000,"Понедельник, 15 июня
03:00 (UTC)",,,,,,,,,,,,74.2,12.7,восточный,,,4.0,,,0.3,,3,,,,,10.0,750,13.7,,,4.0
1592200800,"Понедельник, 15 июня
06:00 (UTC)",,,,,,,,,,,,54.6,,восточный,,,7.0,,,,,,,,,,10.0,750,18.4,,,5.0
1592211600,"Понедельник, 15 июня
09:00 (UTC)",,,,,,,,,,,,49.1,,восточный,,,6.0,,,,,,,,,,10.0,750,22.6,,,7.0
1592222400,"Понедельник, 15 июня
12:00 (UTC)",,10.0,,,,,,,,,,56.7,,восточный,,,6.0,,,,,,,,,,10.0,750,23.6,,,9.0
1592233200,"Понедельник, 15 июня
15:00 (UTC)",,12.0,,,,,,,,,,48.9,,восточный,,24.9,5.0,,,0,,,,,,,10.0,749,23.0,,,10.0
1592244000,"Понедельник, 15 июня
18:00 (UTC)",,,,,,,,,,,,75.1,,восточный,,,2.0,,,,,,,,,,10.0,749,18.6,,,6.0
1592254800,"Понедельник, 15 июня
21:00 (UTC)",,,,,,,,,,,,72.1,,восточный,,,3.0,,,,,,,,,,10.0,749,18.1,,,7.0
1592265600,"Вторник, 16 июня
00:00 (UTC)",,,,,,,,,,,,75.2,,восточный,,,2.0,,,,,,,,,,10.0,749,16.5,,,9.0
1592276400,"Вторник, 16 июня
03:00 (UTC)",,,,,,,,,,,,68.8,15.6,восточный,,,3.0,,,0,,0,,,,,10.0,749,17.6,,,7.0
1592287200,"Вторник, 16 июня
06:00 (UTC)",,,,,,,,,,,,44.4,,восточный,,,4.0,,,,,,,,,,10.0,749,21.3,,,6.0
1592298000,"Вторник, 16 июня
09:00 (UTC)",,,,,,,,,,,,36.7,,юго-восточный,,,4.0,,,,,,,,,,10.0,749,25.7,,,2.0
1592308800,"Вторник, 16 июня
12:00 (UTC)",,,,,,,,,,,,30.8,,юго-восточный,,,4.0,,,,,,,,,,10.0,749,26.8,,,2.0
1592319600,"Вторник, 16 июня
15:00 (UTC)",,,,,,,,,,,,35.6,,восточный,,27.3,4.0,,,0,,,,,,,10.0,748,26.2,,,2.0
1592330400,"Вторник, 16 июня
18:00 (UTC)",,,,,,,,,,,,47.4,,восточный,,,2.0,,,,,,,,,,10.0,748,22.0,,,2.0
1592341200,"Вторник, 16 июня
21:00 (UTC)",,,,,,,,,,,,71.9,,восточный,,,2.0,,,,,,,,,,10.0,748,16.8,,,2.0
1592352000,"Среда, 17 июня
00:00 (UTC)",,,,,,,,,,,,79.0,,восточный,,,1.0,,,,,,,,,,10.0,748,14.7,,,2.0
1592362800,"Среда, 17 июня
03:00 (UTC)",,,,,,,,,,,,78.1,12.9,восточный,,,1.0,,,0,,0,,,,,10.0,748,15.9,,,2.0
1592373600,"Среда, 17 июня
06:00 (UTC)",,,,,,,,,,,,48.9,,северный,,,4.0,,,,,,,,,,10.0,748,23.0,,,2.0
1592384400,"Среда, 17 июня
09:00 (UTC)",,,,,,,,,,,,32.5,,восточный,,,4.0,,,,,,,,,,10.0,748,27.2,,,2.0
1592395200,"Среда, 17 июня
12:00 (UTC)",,,,,,,,,,,,34.5,,восточный,,,4.0,,,,,,,,,,10.0,748,28.2,,,4.0
1592406000,"Среда, 17 июня
15:00 (UTC)",,,,,,,,,,,,42.5,,восточный,,28.2,4.0,,,0,,,,,,,10.0,747,27.7,,,6.0
1592416800,"Среда, 17 июня
18:00 (UTC)",,,,,,,,,,,,67.5,,восточный,,,3.0,,,,,,,,,,10.0,747,22.4,,,4.0
1592427600,"Среда, 17 июня
21:00 (UTC)",,,,,,,,,,,,77.5,,восточный,,,2.0,,,,,,,,,,10.0,747,18.4,,,2.0
1592438400,"Четверг, 18 июня
00:00 (UTC)",,,,,,,,,,,,82.9,,северный,,,2.0,,,,,,,,,,10.0,747,16.1,,,2.0
1592449200,"Четверг, 18 июня
03:00 (UTC)",,,,,,,,,,,,76.1,15.2,северо-восточный,,,1.0,,,0,,0,,,,,10.0,747,19.1,,,2.0
1592460000,"Четверг, 18 июня
06:00 (UTC)",,,,,,,,,,,,66.0,,восточный,,,3.0,,,,,,,,,,10.0,747,25.2,,,2.0
1592470800,"Четверг, 18 июня
09:00 (UTC)",,,,,,,,,,,,47.6,,восточный,,,2.0,,,,,,,,,,10.0,747,28.4,,,2.0
1592481600,"Четверг, 18 июня
12:00 (UTC)",,,,,,,,,,,,41.4,,северо-восточный,,,3.0,,,,,,,,,,10.0,747,29.6,,,2.0
1592492400,"Четверг, 18 июня
15:00 (UTC)",,,,,,,,,,,,46.4,,северный,,29.8,5.0,,,0,,,,,,,10.0,746,28.4,,,4.0
1592503200,"Четверг, 18 июня
18:00 (UTC)",,,,,,,,,,,,68.6,,северо-восточный,,,3.0,,,,,,,,,,10.0,746,23.6,,,4.0
1592514000,"Четверг, 18 июня
21:00 (UTC)",,,,,,,,,,,,82.3,,северо-восточный,,,2.0,,,,,,,,,,10.0,746,20.0,,,5.0
1592524800,"Пятница, 19 июня
00:00 (UTC)",,,,,,,,,,,,92.7,,северо-восточный,,,3.0,,,,,,,,,,10.0,747,17.4,,,5.0
1592535600,"Пятница, 19 июня
03:00 (UTC)",,,,,,,,,,,,89.3,17.1,северо-восточный,,,3.0,,,0,,0,,,,,10.0,747,19.2,,,5.0
1592546400,"Пятница, 19 июня
06:00 (UTC)",,,,,,,,,,,,70.5,,северо-восточный,,,4.0,,,,,,,,,,10.0,747,24.3,,,1.0
1592557200,"Пятница, 19 июня
09:00 (UTC)",,,,,,,,,,,,57.1,,северный,,,1.0,,,,,,,,,,10.0,746,26.8,,,6.0
1592568000,"Пятница, 19 июня
12:00 (UTC)",,,,,,,,,,,,46.6,,северный,,,3.0,,,,,,,,,,10.0,746,27.1,,,7.0
1592578800,"Пятница, 19 июня
15:00 (UTC)",,,,,,,,,,,,56.0,,северо-восточный,,27.4,5.0,,,0,,,,,,,10.0,745,26.8,,,6.0
1592589600,"Пятница, 19 июня
18:00 (UTC)",,,,,,,,,,,,77.1,,северо-восточный,,,2.0,,,,,,,,,,10.0,745,22.2,,,7.0
1592600400,"Пятница, 19 июня
21:00 (UTC)",,,,,,,,,,,,90.4,,северо-восточный,,,3.0,,True,,,,,,,,10.0,745,18.6,,,6.0
1592611200,"Суббота, 20 июня
00:00 (UTC)",,,,,,,,,,,,89.7,,северо-восточный,,,2.0,,,,,,,,,,10.0,745,16.2,,True,4.0
1592622000,"Суббота, 20 июня
03:00 (UTC)",,,,,,,,,,,,83.2,15.6,восточный,,,3.0,,,0,,0,,,,,10.0,744,18.1,,,4.0
1592632800,"Суббота, 20 июня
06:00 (UTC)",,,,,,,,,,,,57.2,,северо-восточный,,,3.0,,,,,,,,,,10.0,744,22.6,,,7.0
1592643600,"Суббота, 20 июня
09:00 (UTC)",,,,,,,,,,,,45.6,,восточный,,,5.0,,,,,,,,,,10.0,744,27.8,,,5.0
1592654400,"Суббота, 20 июня
12:00 (UTC)",,,,,,,,,,,,33.6,,юго-восточный,,,5.0,,,,,,,,,,10.0,743,29.8,,,6.0
1592665200,"Суббота, 20 июня
15:00 (UTC)",,,,,,,,,,,,43.1,,восточный,,30.3,4.0,,,0,,,,,,,10.0,743,29.2,,,4.0
1592676000,"Суббота, 20 июня
18:00 (UTC)",,,,,,,,,,,,65.4,,восточный,,,3.0,,,,,,,,,,10.0,743,22.5,,,5.0
1592686800,"Суббота, 20 июня
21:00 (UTC)",,,,,,,,,,,,85.3,,северо-восточный,,,2.0,,,,,,,,,,10.0,743,18.1,,,6.0
1592697600,"Воскресенье, 21 июня
00:00 (UTC)",,,,,,,,,,,,90.9,,северо-восточный,,,2.0,,,,,,,,,,10.0,743,17.5,,,6.0
1592708400,"Воскресенье, 21 июня
03:00 (UTC)",,,,,,,,,,,,87.0,16.8,восточный,,,3.0,,,0,,0,,,,,10.0,743,18.4,,,9.0
1592719200,"Воскресенье, 21 июня
06:00 (UTC)",,,,,,,,,,,,83.4,,северо-восточный,,,4.0,,,,,,,,,,10.0,743,20.4,,,9.0
1592730000,"Воскресенье, 21 июня
09:00 (UTC)",,,,,,,,,,,,65.1,,северо-восточный,,,6.0,,,,,,,,,,10.0,743,24.9,,,7.0
1592740800,"Воскресенье, 21 июня
12:00 (UTC)",,,,,,,,,,,,52.8,,северо-восточный,,,6.0,,,,,,,,,,10.0,743,26.4,,,4.0
1592751600,"Воскресенье, 21 июня
15:00 (UTC)",,,,,,,,,,,True,68.6,,восточный,,26.5,7.0,,,0,,,,,,,10.0,744,23.2,,,9.0
1592762400,"Воскресенье, 21 июня
18:00 (UTC)",True,13.0,,,,,,,,,,95.6,,северный,,,9.0,,,,,,,,,,10.0,745,16.7,,,10.0
1592773200,"Воскресенье, 21 июня
21:00 (UTC)",,10.0,,,,,True,,,,,95.6,,северо-восточный,,,5.0,,,,,,,,,,10.0,745,16.1,,,10.0
1592784000,"Понедельник, 22 июня
00:00 (UTC)",,,,,,,,,,,,94.3,,северо-восточный,,,3.0,,,,,,,,,,10.0,745,13.9,,True,7.0
1592794800,"Понедельник, 22 июня
03:00 (UTC)",,,,,,,,,,,,97.4,13.9,северо-восточный,,,3.0,,,38,,38,,,,,10.0,746,13.9,,,9.0
1592805600,"Понедельник, 22 июня
06:00 (UTC)",,,,,,,,,,,,81.0,,восточный,,,4.0,,,,,,,,,,10.0,746,18.0,,,7.0
1592816400,"Понедельник, 22 июня
09:00 (UTC)",,,,,,,,,,,,74.4,,восточный,,,5.0,,,,,,,,,,10.0,746,20.3,,,7.0
1592827200,"Понедельник, 22 июня
12:00 (UTC)",,10.0,,,,,,,,,,68.4,,восточный,,,5.0,,,,,,,,,,10.0,747,20.4,,,10.0
1592838000,"Понедельник, 22 июня
15:00 (UTC)",,,,,,,,,,,,74.4,,восточный,,21.3,4.0,,,менее 0.1,,,,,,,10.0,746,20.4,,True,10.0
1592848800,"Понедельник, 22 июня
18:00 (UTC)",,,,,,,,,,,,74.5,,восточный,,,3.0,,,,,,,,,,10.0,746,17.8,,True,9.0
1592859600,"Понедельник, 22 июня
21:00 (UTC)",,,,,,,,,,,,66.8,,восточный,,,3.0,,,,,,,,,,10.0,746,16.7,,,9.0
1592870400,"Вторник, 23 июня
00:00 (UTC)",,,,,,,,,,,,72.6,,восточный,,,3.0,,,,,,,,,,10.0,746,15.8,,,9.0
1592881200,"Вторник, 23 июня
03:00 (UTC)",,,,,,,,,,,,68.6,15.7,юго-восточный,,,3.0,,,0,,менее 0.1,,,,,10.0,746,16.5,,,10.0
1592892000,"Вторник, 23 июня
06:00 (UTC)",,,,,,,,,,,,76.7,,юго-восточный,,,2.0,,,,,,,,,,10.0,746,16.7,,True,10.0
1592902800,"Вторник, 23 июня
09:00 (UTC)",,,,,,,,,,,,87.4,,северо-восточный,,,3.0,,,,,,True,,,,10.0,746,16.2,,,10.0
1592913600,"Вторник, 23 июня
12:00 (UTC)",,,,,,,,,,,,92.6,,восточный,,,2.0,,,,,,True,,,,10.0,746,15.9,,,10.0
1592924400,"Вторник, 23 июня
15:00 (UTC)",,,,,,,,,,,,97.4,,северо-восточный,,17.2,5.0,,,9,,,True,,,,10.0,745,13.9,,,10.0
1592935200,"Вторник, 23 июня
18:00 (UTC)",,,,,,,True,,,,,95.6,,северный,,,4.0,,,,,,,,,,10.0,746,14.4,,,9.0
1592946000,"Вторник, 23 июня
21:00 (UTC)",,,,,,,,,,,,95.5,,северный,,,4.0,,,,,,,,,,10.0,747,12.7,,,9.0
1592956800,"Среда, 24 июня
00:00 (UTC)",,,,,,,,,,,,94.9,,северный,,,4.0,,,,,,,,,,10.0,747,12.2,,,9.0
1592967600,"Среда, 24 июня
03:00 (UTC)",,,,,,,,,,,,94.2,11.5,северный,,,5.0,,,1,,10,,,,,10.0,748,12.5,,,4.0
1592978400,"Среда, 24 июня
06:00 (UTC)",,,,,,,,,,,,77.2,,северный,,,5.0,,,,,,,,,,10.0,748,16.4,,,4.0
1592989200,"Среда, 24 июня
09:00 (UTC)",,,,,,,,,,,,65.1,,северный,,,5.0,,,,,,,,,,10.0,748,21.0,,,6.0
1593000000,"Среда, 24 июня
12:00 (UTC)",,,,,,,,,,,,46.7,,северный,,,8.0,,,,,,,,,,10.0,748,23.1,,,5.0
1593010800,"Среда, 24 июня
15:00 (UTC)",,,,,,,,,,,,49.4,,северный,,24.0,5.0,,,0,,,,,,,10.0,748,23.4,,,4.0
1593021600,"Среда, 24 июня
18:00 (UTC)",,,,,,,,,,,,70.9,,западный,,,3.0,,,,,,,,,,10.0,748,19.0,,,4.0
1593032400,"Среда, 24 июня
21:00 (UTC)",,,,,,,,,,,,62.0,,северный,,,4.0,,,,,,,,,,10.0,750,14.9,,,2.0
1593043200,"Четверг, 25 июня
00:00 (UTC)",,,,,,,,,,,,69.5,,северный,,,4.0,,,,,,,,,,10.0,751,12.1,,,2.0
1593054000,"Четверг, 25 июня
03:00 (UTC)",,,,,,,,,,,,67.8,11.3,северный,,,4.0,,,0,,0,,,,,10.0,752,12.9,,,2.0
1593064800,"Четверг, 25 июня
06:00 (UTC)",,,,,,,,,,,,56.8,,северный,,,4.0,,,,,,,,,,10.0,753,16.8,,,2.0
1593075600,"Четверг, 25 июня
09:00 (UTC)",,,,,,,,,,,,47.4,,северный,,,5.0,,,,,,,,,,10.0,753,19.7,,,6.0
1593086400,"Четверг, 25 июня
12:00 (UTC)",,,,,,,,,,,,42.2,,северный,,,4.0,,,,,,,,,,10.0,753,21.8,,,9.0
1593097200,"Четверг, 25 июня
15:00 (UTC)",,,,,,,,,,,,48.5,,северо-западный,,22.7,4.0,,,0,,,,,,,10.0,752,22.7,,,7.0
1593108000,"Четверг, 25 июня
18:00 (UTC)",,,,,,,,,,,,63.8,,западный,,,3.0,,,,,,,,,,10.0,751,20.6,,,7.0
1593118800,"Четверг, 25 июня
21:00 (UTC)",,,,,,,,,,,,94.4,,западный,,,4.0,,,,,,,,,,10.0,751,16.3,,True,7.0
1593129600,"Пятница, 26 июня
00:00 (UTC)",,,,,,,,,,,,94.4,,северо-западный,,,4.0,,,,,,,,,,10.0,751,15.9,,True,4.0
1593140400,"Пятница, 26 июня
03:00 (UTC)",,,,,,,,,,,,92.6,15.0,северный,,,4.0,,,менее 0.1,,менее 0.1,,,,,10.0,752,16.1,,,4.0
1593151200,"Пятница, 26 июня
06:00 (UTC)",,,,,,,,,,,,72.2,,северный,,,5.0,,,,,,,,,,10.0,752,18.8,,,4.0
1593162000,"Пятница, 26 июня
09:00 (UTC)",,,,,,,,,,,,58.2,,северный,,,6.0,,,,,,,,,,10.0,753,20.9,,,5.0
1593172800,"Пятница, 26 июня
12:00 (UTC)",,,,,,,,,,,,55.3,,северный,,,4.0,,,,,,,,,,10.0,752,22.4,,,4.0
1593183600,"Пятница, 26 июня
15:00 (UTC)",,,,,,,,,,,,47.4,,северный,,22.6,5.0,,,0,,,,,,,10.0,752,22.0,,,2.0
1593194400,"Пятница, 26 июня
18:00 (UTC)",,,,,,,,,,,,76.5,,северо-западный,,,1.0,,,,,,,,,,10.0,751,18.2,,,1.0
1593205200,"Пятница, 26 июня
21:00 (UTC)",,,,,,,,,,,,84.3,,северо-западный,,,1.0,,,,,,,,,,10.0,751,14.1,,,0.0
1593216000,"Суббота, 27 июня
00:00 (UTC)",,,,,,,,,,,,91.9,,западный,,,3.0,,,,,,,,,,10.0,751,13.6,,,2.0
1593226800,"Суббота, 27 июня
03:00 (UTC)",,,,,,,,,,,,86.1,12.6,западный,,,3.0,,,0,,0,,,,,10.0,751,15.2,,,0.0
1593237600,"Суббота, 27 июня
06:00 (UTC)",,,,,,,,,,,,59.2,,западный,,,4.0,,,,,,,,,,10.0,750,21.8,,,0.0
1593248400,"Суббота, 27 июня
09:00 (UTC)",,,,,,,,,,,,50.8,,юго-западный,,,3.0,,,,,,,,,,10.0,749,25.1,,,4.0
1593259200,"Суббота, 27 июня
12:00 (UTC)",,,,,,,,,,,,49.3,,западный,,,6.0,,,,,,,,,,10.0,748,26.6,,,4.0
1593270000,"Суббота, 27 июня
15:00 (UTC)",,,,,,,,,,,,52.7,,западный,,26.9,5.0,,,0,,,,,,,10.0,746,26.2,,,2.0
1593280800,"Суббота, 27 июня
18:00 (UTC)",,,,,,,,,,,,72.7,,юго-западный,,,4.0,,,,,,,,,,10.0,745,21.4,,,6.0
1593291600,"Суббота, 27 июня
21:00 (UTC)",,,,,,,,,,,,79.5,,юго-западный,,,3.0,,,,,,,,,,10.0,745,18.2,,,6.0
1593302400,"Воскресенье, 28 июня
00:00 (UTC)",,,,,,,,,,,,84.7,,юго-западный,,,4.0,,,,,,,,,,10.0,744,17.3,,,4.0
1593313200,"Воскресенье, 28 июня
03:00 (UTC)",,,,,,,,,,,,87.0,16.6,юго-западный,,,4.0,,,0,,0,,,,,10.0,744,18.7,,,0.0
1593324000,"Воскресенье, 28 июня
06:00 (UTC)",,,,,,,,,,,,65.4,,западный,,,4.0,,,,,,,,,,10.0,743,24.3,,,2.0
1593334800,"Воскресенье, 28 июня
09:00 (UTC)",,10.0,,,,,,,,,,46.4,,западный,,,6.0,,,,,,,,,,10.0,743,27.6,,,7.0
1593345600,"Воскресенье, 28 июня
12:00 (UTC)",,10.0,,,,,,,,,,40.7,,западный,,,6.0,,,,,,,,,,10.0,742,29.0,,,7.0
1593356400,"Воскресенье, 28 июня
15:00 (UTC)",,,,,,,,,,,,65.1,,восточный,,29.4,4.0,,,0,,,,,,,10.0,741,24.8,,True,9.0
1593367200,"Воскресенье, 28 июня
18:00 (UTC)",,,,,,,True,,,,,71.2,,северный,,,2.0,,,,,,,,,,10.0,740,20.7,,,9.0
1593378000,"Воскресенье, 28 июня
21:00 (UTC)",,,,,,,,,,,,89.7,,южный,,,2.0,,,,,,,,,,10.0,739,16.9,,,9.0
1593388800,"Понедельник, 29 июня
00:00 (UTC)",,,,,,,,,,,,91.4,,западный,,,2.0,,,,,,,,,,10.0,739,16.6,,,9.0
1593399600,"Понедельник, 29 июня
03:00 (UTC)",,,,,,,,,,,,89.8,16.3,северо-западный,,,2.0,,,менее 0.1,,менее 0.1,,,,,10.0,739,17.4,,,9.0
1593410400,"Понедельник, 29 июня
06:00 (UTC)",,,,,,,,,,,,72.1,,северный,,,6.0,,,,,,,,,,10.0,739,20.5,,,7.0
1593421200,"Понедельник, 29 июня
09:00 (UTC)",,,,,,,,,,,,62.7,,северо-восточный,,,5.0,,,,,,,,,,10.0,740,23.0,,,6.0
1593432000,"Понедельник, 29 июня
12:00 (UTC)",,,,,,,,,,,,54.7,,северный,,,5.0,,,,,,,,,,10.0,740,24.3,,,6.0
1593442800,"Понедельник, 29 июня
15:00 (UTC)",,,,,,,,,,,,54.0,,северный,,25.0,6.0,,,0,,,,,,,10.0,740,23.2,,,4.0
1593453600,"Понедельник, 29 июня
18:00 (UTC)",,,,,,,,,,,,72.1,,северный,,,3.0,,,,,,,,,,10.0,742,18.3,,,2.0
1593464400,"Понедельник, 29 июня
21:00 (UTC)",,,,,,,,,,,,81.4,,северный,,,4.0,,,,,,,,,,10.0,742,12.9,,,2.0
1593475200,"Вторник, 30 июня
00:00 (UTC)",,,,,,,,,,,,84.0,,северный,,,2.0,,,,,,,,,,10.0,742,11.1,,,7.0
1593486000,"Вторник, 30 июня
03:00 (UTC)",,,,,,,,,,,,74.0,10.5,северо-восточный,,,2.0,,,0,,0,,,,,10.0,743,12.2,,,4.0
1593496800,"Вторник, 30 июня
06:00 (UTC)",,,,,,,,,,,,67.6,,восточный,,,2.0,,,,,,,,,,10.0,743,18.3,,,4.0
1593507600,"Вторник, 30 июня
09:00 (UTC)",,,,,,,,,,,,52.4,,восточный,,,2.0,,,,,,,,,,10.0,743,22.4,,,6.0
1593518400,"Вторник, 30 июня
12:00 (UTC)",,,,,,,,,,,,46.3,,юго-восточный,,,3.0,,,,,,,,,,10.0,742,23.8,,,5.0
1593529200,"Вторник, 30 июня
15:00 (UTC)",,,,,,,,,,,,44.0,,юго-западный,,25.4,2.0,,,0,,,,,,,10.0,741,25.0,,,5.0
1593540000,"Вторник, 30 июня
18:00 (UTC)",,,,,,,,,,,,64.3,,юго-восточный,,,3.0,,,,,,,,,,10.0,741,19.4,,,7.0
1593550800,"Вторник, 30 июня
21:00 (UTC)",,,,,,,,,,,,74.8,,юго-восточный,,,4.0,,,,,,,,,,10.0,741,16.9,,,7.0
1593561600,"Среда, 1 июля
00:00 (UTC)",,,,,,,,,,,,75.8,,юго-восточный,,,5.0,,,,,,,,,,10.0,741,17.1,,,9.0
1593572400,"Среда, 1 июля
03:00 (UTC)",,,,,,,,,,,,76.5,16.3,южный,,,3.0,,,0,,0,,,,,10.0,741,18.0,,,9.0
1593583200,"Среда, 1 июля
06:00 (UTC)",,,,,,,,,,,,92.1,,юго-западный,,,2.0,,,,,,True,,,,8.0,742,18.4,,,10.0
1593594000,"Среда, 1 июля
09:00 (UTC)",,,,,,,,,,,,82.0,,юго-западный,,,2.0,,,,,,,,,,10.0,742,21.4,,True,9.0
1593604800,"Среда, 1 июля
12:00 (UTC)",,,,,,,,,,,,59.7,,западный,,,4.0,,,,,,,,,,10.0,742,23.6,,True,9.0
1593615600,"Среда, 1 июля
15:00 (UTC)",,,,,,,,,,,,,,западный,,25.5,5.0,,,2,,,,,,,10.0,742,14.0,,,7.0
1593626400,"Среда, 1 июля
18:00 (UTC)",,,,,,,,,,,,73.8,,западный,,,2.0,,,,,,,,,,10.0,743,19.6,,,6.0
1593637200,"Среда, 1 июля
21:00 (UTC)",,,,,,,,,,,,74.2,,западный,,,2.0,,,,,,,,,,10.0,744,16.1,,,4.0
1593648000,"Четверг, 2 июля
00:00 (UTC)",,,,,,,,,,,,82.2,,западный,,,3.0,,,,,,,,,,10.0,744,14.6,,,4.0
1593658800,"Четверг, 2 июля
03:00 (UTC)",,,,,,,,,,,,86.7,13.0,южный,,,2.0,,,0,,2,,,,,10.0,745,15.2,,,4.0
1593669600,"Четверг, 2 июля
06:00 (UTC)",,,,,,,,,,,,65.1,,западный,,,3.0,,,,,,,,,,10.0,745,23.0,,,1.0
1593680400,"Четверг, 2 июля
09:00 (UTC)",,,,,,,,,,,,43.0,,юго-западный,,,4.0,,,,,,,,,,10.0,745,26.6,,,4.0
1593691200,"Четверг, 2 июля
12:00 (UTC)",,,,,,,,,,,,36.9,,западный,,,4.0,,,,,,,,,,10.0,745,28.2,,,6.0
