timestamp,date,Гроза слабая или умеренная (возможен дождь или снег),"Порывы, м/с",Дождь (незамерзающий) слабый непрерывный,Туман (видимость менее 1 км),Ливневой дождь со снегом слабый,Ливневый дождь,Количество облаков уменьшилось,Дождь (незамерзающий) слабый с перерывами,Дождь (незамерзающий) умеренный непрерывный,"Гроза, но без осадков","Относительная влажность, %",Морось (незамерзающая) слабая непрерывная,Поземные туманы сплошным слоем (высота меньше 2 м от поверхности земли),"Минимальная температура, °C",Направление ветра,Гроза,"Максимальная температура, °C","Средняя скорость ветра, м/с",Дождь (незамерзающий),Ливневой дождь со снегом умеренный или сильный,"Осадки за 12 часов, мм",Туман начался (усилился). Небо видно,Туман ослабел (небо видно),Количество облаков увеличилось,Морось (незамерзающая) слабая с перерывами,"Осадки за 24 часа, мм",Дымка (видимость больше 1 км),Ливневой дождь слабый,Туман без изменений (небо не видно),"Горизонтальная видимость, км","Атмосферное давление на уровне станции, мм рт.ст.",Ливневой дождь умеренный или сильный,"Температура воздуха, °C",Количество облаков не изменилось,"Поземные туманы клочками, полосами(высота меньше 2 м от поверхности земли)",Туман без изменений (небо видно),Балл общей облачности,Ливневой снег слабый
1592600400,"Пятница, 19 июня
21:00 (UTC)",,6.0,,,,,,,,,84.9,,,,северный,True,,2,,,,,,,,,,,,4,756,,19.6,,,,6.0,
1592611200,"Суббота, 20 июня
00:00 (UTC)",,5.0,,,,,,,,,83.8,,,,северный,,,1,,,,,,,,,,,,10,756,,18.7,True,,,5.0,
1592622000,"Суббота, 20 июня
03:00 (UTC)",,3.0,,,,,,,,,90.9,,,17.7,юго-восточный,,,1,,,0.1,,,,,0.1,True,,,4,756,,17.9,,,,9.0,
1592632800,"Суббота, 20 июня
06:00 (UTC)",,2.0,,,,,,,,,80.0,,,17.7,западный,,,1,,,0,,,,,,,,,10,756,,21.7,,,,5.0,
1592643600,"Суббота, 20 июня
09:00 (UTC)",,3.0,,,,,,,,,70.9,,,,юго-восточный,,,1,,,,,,,,,,,,10,757,,24.2,,,,7.0,
1592654400,"Суббота, 20 июня
12:00 (UTC)",,3.0,,,,,,,,,67.9,,,,северный,,,2,,,,,,,,,,,,10,757,,26.2,True,,,7.0,
1592665200,"Суббота, 20 июня
15:00 (UTC)",,6.0,,,,,,,,,78.0,,,,северный,True,,2,,,0.6,,,,,,,,,10,756,,21.9,,,,7.0,
1592676000,"Суббота, 20 июня
18:00 (UTC)",,6.0,,,,,,,,,83.0,,,,юго-западный,,27.8,1,,,0.6,,,True,,,,,,10,758,,21.1,,,,10.0,
1592686800,"Суббота, 20 июня
21:00 (UTC)",,6.0,,,,,,,,,96.9,,,,восточный,,,1,,,,,,,,,,True,,4,759,,17.3,,,,10.0,
1592697600,"Воскресенье, 21 июня
00:00 (UTC)",,3.0,,,,True,,,,,96.9,,,,восточный,,,1,,,,,,,,,,,,4,758,,17.0,,,,7.0,
1592708400,"Воскресенье, 21 июня
03:00 (UTC)",,4.0,,,,,,,,,96.9,,,16.8,северный,,,2,,,28,,,,,29,True,,,4,758,,17.4,,,,7.0,
1592719200,"Воскресенье, 21 июня
06:00 (UTC)",,3.0,,,,,,,,,87.2,,,16.8,северо-восточный,,,1,,,28,,,,,,True,,,4,758,,20.1,,,,7.0,
1592730000,"Воскресенье, 21 июня
09:00 (UTC)",,4.0,,,,,,,,,74.5,,,,северный,,,2,,,,,,,,,,,,10,759,,23.7,,,,7.0,
1592740800,"Воскресенье, 21 июня
12:00 (UTC)",,6.0,,,,,,,,,67.6,,,,северный,,,2,,,,,,,,,,,,10,759,,24.8,,,,7.0,
1592751600,"Воскресенье, 21 июня
15:00 (UTC)",,6.0,,,,,,,,,71.6,,,,северный,,,2,,,0,,,,,,,,,10,758,,25.6,,,,7.0,
1592762400,"Воскресенье, 21 июня
18:00 (UTC)",,5.0,,,,,,,,,74.6,,,,северо-восточный,,26.6,1,,,0,,,,,,,,,10,758,,24.2,,,,7.0,
1592773200,"Воскресенье, 21 июня
21:00 (UTC)",,4.0,,,,,,,,,79.9,,,,северо-восточный,,,1,,,,,,,,,,,,10,759,,21.1,,,,9.0,
1592784000,"Понедельник, 22 июня
00:00 (UTC)",,3.0,,,,,,,,,89.3,,,,северный,,,1,,,,,,,,,True,,,4,759,,19.0,,,,6.0,
1592794800,"Понедельник, 22 июня
03:00 (UTC)",,2.0,,,,,,,,,89.9,,,18.9,северный,,,1,,,0,,,,,0,True,,,4,759,,19.3,,,,9.0,
1592805600,"Понедельник, 22 июня
06:00 (UTC)",,3.0,,,,,,,,,84.5,,,18.9,восточный,,,1,,,0,,,,,,True,,,4,759,,20.4,,,,10.0,
1592816400,"Понедельник, 22 июня
09:00 (UTC)",,3.0,,,,,,,,,68.6,,,,северо-восточный,,,1,,,,,,,,,,,,10,760,,23.2,,,,9.0,
1592827200,"Понедельник, 22 июня
12:00 (UTC)",,4.0,,,,,,,,,66.6,,,,северо-западный,,,1,,,,,,,,,,,,10,760,,24.1,,,,10.0,
1592838000,"Понедельник, 22 июня
15:00 (UTC)",,8.0,,,,,,,,,73.2,,,,северо-западный,,,3,,,0,,,,,,,,,10,760,,21.3,,,,7.0,
1592848800,"Понедельник, 22 июня
18:00 (UTC)",,7.0,,,,,,,,,85.8,,,,северо-западный,,24.8,2,,,0,,,,,,True,,,4,761,,17.4,,,,10.0,
1592859600,"Понедельник, 22 июня
21:00 (UTC)",,6.0,,,,,,,,,90.8,,,,северо-западный,,,2,,,,,,,,,True,,,4,762,,15.8,,,,9.0,
1592870400,"Вторник, 23 июня
00:00 (UTC)",,5.0,,,,,,,,,90.2,,,,северо-западный,,,2,,,,,,,,,True,,,4,762,,15.6,,,,7.0,
1592881200,"Вторник, 23 июня
03:00 (UTC)",,5.0,,,,,,,,,90.2,,,14.9,северо-западный,,,2,,,1,,,,,1,True,,,4,762,,15.3,,,,10.0,
1592892000,"Вторник, 23 июня
06:00 (UTC)",,6.0,,,,,,,,,82.0,,,14.9,северный,,,3,,,1,,,,,,,,,10,762,,17.0,,,,10.0,
1592902800,"Вторник, 23 июня
09:00 (UTC)",,8.0,,,,,,,,,84.6,,,,северо-западный,,,3,,,,,,,,,,,,10,763,True,16.6,,,,10.0,
1592913600,"Вторник, 23 июня
12:00 (UTC)",,7.0,,,,True,,,,,86.3,,,,северо-западный,,,2,,,,,,,,,,,,4,764,,16.6,,,,10.0,
1592924400,"Вторник, 23 июня
15:00 (UTC)",,8.0,,,,,,,,,80.5,,,,северо-западный,,,2,,,0.6,,,,,,,,,10,764,,17.8,,,,9.0,
1592935200,"Вторник, 23 июня
18:00 (UTC)",,6.0,,,,,,,,,85.2,,,,северо-западный,,18.1,2,,,0.6,,,,,,,,,10,764,,16.8,,,,9.0,
1592946000,"Вторник, 23 июня
21:00 (UTC)",,5.0,,,,,,,,,92.0,,,,северо-западный,,,2,,,,,,,,,True,,,4,765,,15.6,,,,7.0,
1592956800,"Среда, 24 июня
00:00 (UTC)",,5.0,,,,,,,,,95.0,,,,северный,,,2,,,,,,,,,True,,,4,765,,15.4,,,,2.0,
1592967600,"Среда, 24 июня
03:00 (UTC)",,5.0,,,,,,,,,95.0,,,15.1,северный,,,2,,,0,,,,,0.6,True,,,4,765,,15.7,,,,5.0,
1592978400,"Среда, 24 июня
06:00 (UTC)",,4.0,,,,,,,,,71.4,,,15.1,восточный,,,1,,,0,,,,,,,,,10,766,,22.0,,,,6.0,
1592989200,"Среда, 24 июня
09:00 (UTC)",,6.0,,,,,,,,,53.9,,,,северо-восточный,,,2,,,,,,,,,,,,10,766,,25.5,,,,7.0,
1593000000,"Среда, 24 июня
12:00 (UTC)",,7.0,,,,,,,,,55.2,,,,северный,,,3,,,,,,,,,,,,10,766,,26.4,,,,7.0,
1593010800,"Среда, 24 июня
15:00 (UTC)",,7.0,,,,,,,,,53.9,,,,северный,,,4,,,0,,,,,,,,,10,766,,25.2,,,,4.0,
1593021600,"Среда, 24 июня
18:00 (UTC)",,7.0,,,,,,,,,60.7,,,,северный,,26.9,2,,,0,,,,,,,,,10,767,,21.6,,,,0.0,
1593032400,"Среда, 24 июня
21:00 (UTC)",,4.0,,,,,,,,,77.0,,,,северный,,,2,,,,,,,,,,,,10,768,,18.6,,,,0.0,
1593043200,"Четверг, 25 июня
00:00 (UTC)",,3.0,,,,,,,,,89.8,,,,северный,,,1,,,,,,,,,True,,,4,768,,17.7,,,,1.0,
1593054000,"Четверг, 25 июня
03:00 (UTC)",,2.0,,,,,,,,,85.3,,,17.5,северный,,,1,,,0,,,,,0,True,,,4,768,,17.6,,,,2.0,
1593064800,"Четверг, 25 июня
06:00 (UTC)",,3.0,,,,,,,,,70.4,,,17.5,восточный,,,1,,,0,,,,,,,,,10,768,,21.5,,,,5.0,
1593075600,"Четверг, 25 июня
09:00 (UTC)",,4.0,,,,,,,,,59.3,,,,восточный,,,2,,,,,,,,,,,,10,768,,26.8,,,,0.0,
1593086400,"Четверг, 25 июня
12:00 (UTC)",,5.0,,,,,,,,,39.2,,,,юго-восточный,,,2,,,,,,,,,,,,10,768,,28.3,,,,6.0,
1593097200,"Четверг, 25 июня
15:00 (UTC)",,6.0,,,,,,,,,47.7,,,,юго-восточный,,,2,,,0,,,,,,,,,10,767,,27.7,,,,7.0,
1593108000,"Четверг, 25 июня
18:00 (UTC)",,4.0,,,,,,,,,60.8,,,,восточный,,29.2,1,,,0,,,,,,,,,10,766,,25.1,,,,2.0,
1593118800,"Четверг, 25 июня
21:00 (UTC)",,2.0,,,,,,,,,83.8,,,,,,,0,,,,,,,,,,,,10,767,,18.7,,,,0.0,
1593129600,"Пятница, 26 июня
00:00 (UTC)",,2.0,,,,,,,,,91.4,,,,,,,0,,,,,,,,,True,,,4,766,,16.4,,,,6.0,
1593140400,"Пятница, 26 июня
03:00 (UTC)",,2.0,,,,,,,,,89.8,,,16.2,,,,0,,,0,,,,,0,True,,,4,766,,17.8,,,,7.0,
1593151200,"Пятница, 26 июня
06:00 (UTC)",,3.0,,,,,,,,,64.1,,,16.2,юго-восточный,,,1,,,0,,,,,,,,,10,766,,24.0,,,,2.0,
1593162000,"Пятница, 26 июня
09:00 (UTC)",,6.0,,,,,,,,,44.4,,,,юго-восточный,,,3,,,,,,,,,,,,10,765,,27.5,,,,2.0,
1593172800,"Пятница, 26 июня
12:00 (UTC)",,9.0,,,,,,,,,43.5,,,,юго-восточный,,,3,,,,,,,,,,,,10,764,,28.6,,,,6.0,
1593183600,"Пятница, 26 июня
15:00 (UTC)",,9.0,,,,,,,,,40.9,,,,юго-восточный,,,3,,,0,,,,,,,,,10,762,,29.0,,,,6.0,
1593194400,"Пятница, 26 июня
18:00 (UTC)",,7.0,,,,,,,,,53.8,,,,восточный,,29.5,2,,,0,,,,,,,,,10,761,,26.2,,,,2.0,
1593205200,"Пятница, 26 июня
21:00 (UTC)",,3.0,,,,,,,,,82.3,,,,восточный,,,1,,,,,,,,,,,,10,761,,19.8,,,,2.0,
1593216000,"Суббота, 27 июня
00:00 (UTC)",,3.0,,,,,,,,,83.7,,,,восточный,,,1,,,,,,,,,True,,,4,760,,18.0,,,,4.0,
1593226800,"Суббота, 27 июня
03:00 (UTC)",,3.0,,,,,,,,,82.1,,,16.9,восточный,,,1,,,0,,,,,0,,,,10,759,,18.3,,,,7.0,
1593237600,"Суббота, 27 июня
06:00 (UTC)",,5.0,,,,,,,,,68.5,,,16.9,юго-восточный,,,3,,,0,,,,,,,,,10,758,,23.0,,,,2.0,
1593248400,"Суббота, 27 июня
09:00 (UTC)",,7.0,,,,,,,,,61.5,,,,юго-восточный,,,3,,,,,,,,,,,,10,758,,24.9,,,,6.0,
1593259200,"Суббота, 27 июня
12:00 (UTC)",,6.0,,,,,,,,,61.5,,,,южный,True,,2,,,,,,,,,,,,10,757,,24.7,,,,7.0,
1593270000,"Суббота, 27 июня
15:00 (UTC)",,6.0,,,,True,,,,,96.3,,,,восточный,,,1,,,7,,,,,,,,,4,756,,18.4,,,,7.0,
1593280800,"Суббота, 27 июня
18:00 (UTC)",,3.0,,,,,,,,,89.9,,,,,,27.0,0,,,7,,,,,,True,,,4,755,,19.5,,,,6.0,
1593291600,"Суббота, 27 июня
21:00 (UTC)",,3.0,,,,,,,,,93.9,,,,,,,0,,,,,,,,,,,,4,755,,17.5,,,,4.0,
1593302400,"Воскресенье, 28 июня
00:00 (UTC)",,2.0,,,,,,,,,96.2,,,,южный,,,1,,,,,,,,,True,,,2,755,,16.2,,,,0.0,
1593313200,"Воскресенье, 28 июня
03:00 (UTC)",,2.0,,,,,,,,,96.8,,True,14.9,,,,0,,,0,,,,,7,,,,4,755,,15.2,,,,1.0,
1593324000,"Воскресенье, 28 июня
06:00 (UTC)",,3.0,,,,,,,,,78.6,,,14.9,северо-западный,,,1,,,0,,,,,,,,,10,756,,22.1,,,,2.0,
1593334800,"Воскресенье, 28 июня
09:00 (UTC)",,4.0,,,,,,,,,64.3,,,,северо-западный,,,1,,,,,,,,,,,,10,756,,24.7,,,,4.0,
1593345600,"Воскресенье, 28 июня
12:00 (UTC)",,4.0,,,,,,,,,59.7,,,,западный,,,2,,,,,,,,,,,,10,756,,26.9,,,,4.0,
1593356400,"Воскресенье, 28 июня
15:00 (UTC)",,4.0,,,,,,,,,59.8,,,,восточный,,,1,,,0,,,,,,,,,10,756,,26.0,,,,2.0,
1593367200,"Воскресенье, 28 июня
18:00 (UTC)",,5.0,,,,,,,,,65.6,,,,восточный,,28.1,1,,,0,,,,,,,,,10,756,,23.4,,,,4.0,
1593378000,"Воскресенье, 28 июня
21:00 (UTC)",,2.0,,,,,,,,,92.8,,,,,,,0,,,,,,,,,True,,,4,756,,19.2,,,,6.0,
1593388800,"Понедельник, 29 июня
00:00 (UTC)",,2.0,,,,,,,,,91.0,,,,,,,0,,,,,,,,,True,,,4,756,,19.5,,,,5.0,
1593399600,"Понедельник, 29 июня
03:00 (UTC)",,2.0,,,,,,,,,93.9,,,18.6,,,,0,,,0,,,,,0,True,,,4,755,,18.7,,,,7.0,
1593410400,"Понедельник, 29 июня
06:00 (UTC)",,4.0,,,,,,,,,83.0,,,18.6,северо-западный,,,1,,,0,,,,,,,,,10,756,,21.4,,,,10.0,
1593421200,"Понедельник, 29 июня
09:00 (UTC)",,5.0,,,,,,,,,78.0,,,,северный,,,2,,,,,,,,,,,,10,756,,21.9,,,,10.0,
1593432000,"Понедельник, 29 июня
12:00 (UTC)",,6.0,,,,,,,,,76.9,,,,северо-западный,,,3,,,,,,,,,,,,10,756,,21.1,,,,10.0,
1593442800,"Понедельник, 29 июня
15:00 (UTC)",,6.0,,,,,,,,,86.6,,,,северо-западный,,,2,,,0,,,,,,True,,,4,755,,19.5,,,,10.0,
1593453600,"Понедельник, 29 июня
18:00 (UTC)",,5.0,,,,,,,,,90.4,,,,северо-западный,,23.1,1,,,0.8,,,,,,,True,,4,754,,17.8,,,,10.0,
1593464400,"Понедельник, 29 июня
21:00 (UTC)",,6.0,,,,,,,,,95.6,,,,северо-западный,,,2,,,,,,,,,,True,,4,753,,15.5,,,,10.0,
1593475200,"Вторник, 30 июня
00:00 (UTC)",,4.0,,,,,,,,,93.7,,,,западный,,,1,,,,,,,,,True,,,4,752,,14.6,,,,10.0,
1593486000,"Вторник, 30 июня
03:00 (UTC)",,3.0,,,,,,,,,93.1,,,13.8,северо-западный,,,1,,,12,,,,,12,True,,,4,752,,14.4,,,,2.0,
1593496800,"Вторник, 30 июня
06:00 (UTC)",,5.0,,,,,,,,,79.2,,,13.8,юго-западный,,,1,,,11,,,,,,,,,10,752,,19.6,,,,7.0,
1593507600,"Вторник, 30 июня
09:00 (UTC)",,6.0,,,,,,,,,55.2,,,,южный,,,2,,,,,,,,,,,,10,752,,22.0,,,,1.0,
1593518400,"Вторник, 30 июня
12:00 (UTC)",,8.0,,,,,,,,,47.3,,,,западный,,,2,,,,,,,,,,,,10,752,,21.7,,,,7.0,
1593529200,"Вторник, 30 июня
15:00 (UTC)",,9.0,,,,,,,,,50.3,,,,западный,,,2,,,0,,,,,,,,,10,752,,20.6,,,,7.0,
1593540000,"Вторник, 30 июня
18:00 (UTC)",,5.0,,,,,,,,,58.2,,,,юго-западный,,23.6,1,,,0,,,,,,,,,10,752,,19.3,,,,6.0,
1593550800,"Вторник, 30 июня
21:00 (UTC)",,5.0,,,,True,,,,,96.2,,,,западный,,,1,,,,,,,,,,,,4,752,,14.9,,,,7.0,
1593561600,"Среда, 1 июля
00:00 (UTC)",,2.0,,,,,,,,,94.9,,,,южный,,,1,,,,,,,,,True,,,4,752,,14.5,,,,7.0,
1593572400,"Среда, 1 июля
03:00 (UTC)",,4.0,,,,,,,,,79.6,,,14.1,южный,,,1,,,7,,,,,7,,,,10,751,,15.2,,,,6.0,
1593583200,"Среда, 1 июля
06:00 (UTC)",,8.0,,,,,,,,,67.4,,,14.1,западный,,,2,,,7,,,,,,,,,10,752,,17.7,,,,9.0,
1593594000,"Среда, 1 июля
09:00 (UTC)",,6.0,,,,True,,,,,80.4,,,,юго-западный,,,2,,,,,,,,,,,,10,753,,16.8,,,,10.0,
1593604800,"Среда, 1 июля
12:00 (UTC)",,7.0,,,,,,,,,64.0,,,,юго-западный,,,2,,,,,,,,,,,,10,753,,21.7,True,,,7.0,
1593615600,"Среда, 1 июля
15:00 (UTC)",,7.0,,,,,,,,,63.5,,,,юго-западный,,,1,,,0.4,,,,,,,,,10,753,,21.4,,,,10.0,
1593626400,"Среда, 1 июля
18:00 (UTC)",,5.0,,,,,,,,,78.9,,,,северный,,22.7,2,,,0.4,,,,,,,,,10,753,,17.8,,,,10.0,
1593637200,"Среда, 1 июля
21:00 (UTC)",,3.0,,,,,,,,,88.0,,,,,,,0,,,,,,,,,True,,,4,753,,16.4,,,,7.0,
1593648000,"Четверг, 2 июля
00:00 (UTC)",,2.0,,,,,,,,,92.0,,,,восточный,,,1,,,,,,,,,True,,,4,753,,15.4,,,,7.0,
1593658800,"Четверг, 2 июля
03:00 (UTC)",,2.0,,,,,,,,,96.2,,,14.7,юго-восточный,,,1,,,0,,,,,0.4,True,,,4,753,,15.0,,,,7.0,
1593669600,"Четверг, 2 июля
06:00 (UTC)",,4.0,,,,,,,,,75.4,,,14.7,южный,,,1,,,0,,,,,,,,,10,752,,20.7,,,,7.0,
1593680400,"Четверг, 2 июля
09:00 (UTC)",,8.0,,,,,,,,,67.1,,,,западный,,,2,,,,,,,,,,,,10,753,,22.4,,,,7.0,
1593691200,"Четверг, 2 июля
12:00 (UTC)",,,,,,,,,,,64.3,,,,северо-западный,,,1,,,,,,,,,,,,10,755,,21.3,,,,7.0,
1593702000,"Четверг, 2 июля
15:00 (UTC)",,8.0,,,,,,,,,58.5,,,,северо-западный,,,2,,,0,,,,,,,,,10,755,,22.1,,,,4.0,
1593712800,"Четверг, 2 июля
18:00 (UTC)",,6.0,,,,,,,,,62.7,,,,северо-западный,,24.2,1,,,0,,,,,,,,,10,756,,19.5,,,,1.0,
1593723600,"Четверг, 2 июля
21:00 (UTC)",,4.0,,,,,,,,,86.0,,,,,,,0,,,,,,,,,True,,,4,756,,14.2,,,,2.0,
1593734400,"Пятница, 3 июля
00:00 (UTC)",,1.0,,,,,,,,,94.3,,,,,,,0,,,,,,,,,True,,,4,756,,12.9,,,,1.0,
1593745200,"Пятница, 3 июля
03:00 (UTC)",,1.0,,,,,,,,,96.1,,,11.9,,,,0,,,0,,,,,0,True,,,4,757,,12.0,,,,2.0,
1593756000,"Пятница, 3 июля
06:00 (UTC)",,3.0,,,,,,,,,79.9,,,11.9,юго-восточный,,,2,,,0,,,,,,,,,10,757,,17.0,,,,10.0,
1593766800,"Пятница, 3 июля
09:00 (UTC)",,3.0,,,,,,,,,76.2,,,,северо-западный,,,1,,,,,,,,,,True,,10,757,,19.6,,,,10.0,
1593777600,"Пятница, 3 июля
12:00 (UTC)",,4.0,,,,,,,,,95.0,,,,северный,,,1,,,,,,,,,True,,,4,758,,16.7,,,,10.0,
1593788400,"Пятница, 3 июля
15:00 (UTC)",,5.0,,,,,,,,,76.8,,,,северный,,,2,,,13,,,,,,,,,10,758,,20.5,,,,10.0,
1593799200,"Пятница, 3 июля
18:00 (UTC)",,5.0,,,,,,,,,79.0,,,,северный,,22.0,2,,,13,,,,,,,,,10,759,,18.0,,,,7.0,
1593810000,"Пятница, 3 июля
21:00 (UTC)",,4.0,,,,,,,,,89.6,,,,,,,0,,,,,,,,,True,,,4,759,,14.8,,,,9.0,
1593820800,"Суббота, 4 июля
00:00 (UTC)",,1.0,,,,,,,,,96.2,,,,,,,0,,,,,,,,,True,,,4,760,,13.2,,,,9.0,
1593831600,"Суббота, 4 июля
03:00 (UTC)",,4.0,,,,,,,,,96.2,,,12.6,южный,,,1,,,13,,,,,13,True,,,4,760,,13.8,,,,9.0,
1593842400,"Суббота, 4 июля
06:00 (UTC)",,4.0,,,,,,,,,69.6,,,12.6,южный,,,1,,,0,,,,,,,,,10,759,,19.5,,,,6.0,
1593853200,"Суббота, 4 июля
09:00 (UTC)",,6.0,,,,,,,,,55.5,,,,южный,,,1,,,,,,,,,,,,10,759,,23.2,,,,7.0,
1593864000,"Суббота, 4 июля
12:00 (UTC)",,7.0,,,,,,,,,47.2,,,,юго-западный,,,2,,,,,,,,,,,,10,758,,24.9,,,,7.0,
1593874800,"Суббота, 4 июля
15:00 (UTC)",,7.0,,,,,,,,,45.0,,,,юго-западный,,,2,,,0,,,,,,,,,10,757,,25.4,,,,7.0,
1593885600,"Суббота, 4 июля
18:00 (UTC)",,7.0,,,,,,,,,56.1,,,,южный,,25.9,1,,,0,,,,,,,,,10,756,,22.9,,,,7.0,
1593896400,"Суббота, 4 июля
21:00 (UTC)",,4.0,,,,,,,,,74.5,,,,северный,,,1,,,,,,True,,,,,,10,756,,18.2,,,,10.0,
1593907200,"Воскресенье, 5 июля
00:00 (UTC)",,3.0,,,,,,,,,80.5,,,,,,,0,,,,,,,,,,,,10,756,,17.6,True,,,10.0,
1593918000,"Воскресенье, 5 июля
03:00 (UTC)",,3.0,,,,,,,,,93.8,,,15.9,южный,,,1,,,1,,,,,1,,True,,4,756,,16.1,,,,10.0,
1593928800,"Воскресенье, 5 июля
06:00 (UTC)",,4.0,,,,,,,,,87.6,,,15.9,южный,,,1,,,2,,,,,,True,,,4,755,,18.2,,,,9.0,
1593939600,"Воскресенье, 5 июля
09:00 (UTC)",,6.0,,,,,,,,,74.1,,,,южный,,,1,,,,,,,,,,,,10,755,,21.1,,,,9.0,
1593950400,"Воскресенье, 5 июля
12:00 (UTC)",,7.0,,,,,,,,,68.0,,,,южный,,,2,,,,,,,,,,,,10,754,,22.6,,,,10.0,
1593961200,"Воскресенье, 5 июля
15:00 (UTC)",,5.0,,,,,,,,,65.3,,,,южный,,,1,,,0.3,,,,,,,,,10,753,,24.0,,,,9.0,
1593972000,"Воскресенье, 5 июля
18:00 (UTC)",,5.0,,,,,,,,,67.0,,,,южный,,25.5,2,,,0,,,,,,,,,10,752,,23.8,,,,7.0,
1593982800,"Воскресенье, 5 июля
21:00 (UTC)",,8.0,,,,,,,,,82.2,,,,западный,,,1,,,,,,,,,,,,10,754,,18.7,,,,10.0,
1593993600,"Понедельник, 6 июля
00:00 (UTC)",,3.0,,,,True,,,,,93.9,,,,южный,,,1,,,,,,,,,,,,4,753,,17.6,,,,10.0,
1594004400,"Понедельник, 6 июля
03:00 (UTC)",,7.0,,,,True,,,,,92.5,,,14.7,,,,0,,,6,,,,,6,,,,4,753,,14.7,,,,10.0,
1594015200,"Понедельник, 6 июля
06:00 (UTC)",,4.0,,,,,,,,,90.2,,,14.7,юго-западный,,,1,,,6,,,,,,,True,,4,753,,15.2,,,,10.0,
1594026000,"Понедельник, 6 июля
09:00 (UTC)",,5.0,,,,,,,,,64.4,,,,юго-западный,,,1,,,,,,,,,,,,4,752,,21.8,True,,,7.0,
1594036800,"Понедельник, 6 июля
12:00 (UTC)",,8.0,,,,,,,,,60.1,,,,северо-западный,,,2,,,,,,,,,,,,10,753,,20.5,True,,,7.0,
1594047600,"Понедельник, 6 июля
15:00 (UTC)",,6.0,,,,,,,,,60.2,,,,северо-западный,,,2,,,0,,,,,,,,,10,753,,19.3,,,,7.0,
1594058400,"Понедельник, 6 июля
18:00 (UTC)",,6.0,,,,,,,,,63.6,,,,северо-западный,,23.0,1,,,0.5,,,,,,,,,10,754,,18.0,,,,7.0,
1594069200,"Понедельник, 6 июля
21:00 (UTC)",,3.0,,,,,,,,,73.6,,,,,,,0,,,,,,,,,,,,10,755,,15.5,,,,2.0,
1594080000,"Вторник, 7 июля
00:00 (UTC)",,3.0,,,,,,,,,72.5,,,,,,,0,,,,,,,,,,,,10,755,,15.0,,,,6.0,
1594090800,"Вторник, 7 июля
03:00 (UTC)",,4.0,,,,,,,,,79.9,,,13.4,южный,,,1,,,0,,,,,,,,,10,755,,13.5,,,,7.0,
1594101600,"Вторник, 7 июля
06:00 (UTC)",,6.0,,,,,,,,,64.5,,,13.4,северо-западный,,,1,,,0,,,,,,,,,10,756,,16.4,,,,9.0,
1594112400,"Вторник, 7 июля
09:00 (UTC)",,5.0,,,,,,,,,82.7,,,,северо-западный,,,2,,,,,,,,,,True,,10,758,,14.3,,,,10.0,
1594123200,"Вторник, 7 июля
12:00 (UTC)",,10.0,,,,,,,,,58.8,,,,западный,,-2.4,5,,,,,,,,,,,,10,760,,18.2,,,,7.0,
1594144800,"Вторник, 7 июля
18:00 (UTC)",,9.0,,,,,,,,,67.4,,,,западный,,18.2,4,,,0,,,,,,,,,10,759,,15.4,,,,4.0,
1594155600,"Вторник, 7 июля
21:00 (UTC)",,4.0,,,,,,,,,86.3,,,,западный,,,1,,,,,,,,,True,,,4,759,,11.0,,,,2.0,
1594166400,"Среда, 8 июля
00:00 (UTC)",,4.0,,,,,,,,,96.0,,,,,,,0,,,,,,,,,True,,,4,758,,9.0,,,,7.0,
1594177200,"Среда, 8 июля
03:00 (UTC)",,6.0,,,,,,,,,88.6,,,8.6,южный,,,3,,,0,,,,,0,True,,,4,757,,10.8,,,,7.0,
1594188000,"Среда, 8 июля
06:00 (UTC)",,6.0,,,,,,,,,89.4,,,8.6,юго-западный,,,3,,,0,,,,,,True,,,4,757,,12.2,,,,10.0,
1594198800,"Среда, 8 июля
09:00 (UTC)",,8.0,,,,,,,,,91.8,,,,юго-западный,,,3,,,,,,,,,True,,,4,757,,12.6,,,,9.0,
1594209600,"Среда, 8 июля
12:00 (UTC)",,8.0,,,,,,,,,57.6,,,,западный,,,4,,,,,,,,,,,,10,758,,16.6,True,,,9.0,
1594220400,"Среда, 8 июля
15:00 (UTC)",,7.0,,,,,,,,,60.2,,,,юго-западный,,,3,,,5,,,,,,,,,10,758,,21.0,,,,6.0,
1594231200,"Среда, 8 июля
18:00 (UTC)",,5.0,,,,,,,,,86.5,,,,южный,,21.2,2,,,6,,,,,,True,,,4,759,,13.2,,,,7.0,
1594242000,"Среда, 8 июля
21:00 (UTC)",,2.0,,,,,,,,,93.6,,,,,,,0,,,,,,,,,True,,,4,759,,11.5,,,,9.0,
1594252800,"Четверг, 9 июля
00:00 (UTC)",,4.0,,,,,,,,,94.8,,,,юго-западный,,,2,,,,,,,,,True,,,4,759,,10.2,,,,7.0,
1594263600,"Четверг, 9 июля
03:00 (UTC)",,4.0,,,,,,,,,93.5,,,8.6,южный,,,2,,,0.9,,,,,6,True,,,4,759,,10.1,,,,4.0,
1594274400,"Четверг, 9 июля
06:00 (UTC)",,5.0,,,,,,,,,76.5,,,8.6,юго-западный,,,3,,,0,,,,,,,,,10,759,,15.4,,,,9.0,
1594285200,"Четверг, 9 июля
09:00 (UTC)",,6.0,,,,,,,,,59.4,,,,юго-западный,,,4,,,,,,,,,,,,10,759,,17.5,True,,,7.0,
