timestamp,date,Зарница,Гроза слабая или умеренная (возможен дождь или снег),"Порывы, м/с",Туман (видимость менее 1 км),"Осадки за 12 часов, мм",Количество облаков увеличилось,Ливневый дождь,"Осадки за 24 часа, мм",Количество облаков уменьшилось,Дымка (видимость больше 1 км),Ливневой дождь слабый,Туман без изменений (небо не видно),Туман ослабел (небо не видно),"Горизонтальная видимость, км","Атмосферное давление на уровне станции, мм рт.ст.",Туман начался (усилился). Небо не видно,"Гроза, но без осадков","Температура воздуха, °C","Гроза, дождь слабый","Относительная влажность, %",Поземные туманы сплошным слоем (высота меньше 2 м от поверхности земли),"Минимальная температура, °C",Количество облаков не изменилось,Направление ветра,Балл общей облачности,Гроза,"Максимальная температура, °C","Средняя скорость ветра, м/с"
1596628800,"Среда, 5 августа
12:00 (UTC)",,,,,,,,,,,,,,10,755,,,29.6,,31.8,,,,северо-восточный,0.0,,,4
1596639600,"Среда, 5 августа
15:00 (UTC)",,,,,0,,,,,,,,,10,755,,,28.7,,32.0,,,,северо-восточный,0.0,,29.8,4
1596650400,"Среда, 5 августа
18:00 (UTC)",,,,,,,,,,,,,,10,756,,,22.9,,55.0,,,,северный,0.0,,,3
1596661200,"Среда, 5 августа
21:00 (UTC)",,,,,,,,,,,,,,10,756,,,21.1,,62.2,,,,северный,0.0,,,2
1596672000,"Четверг, 6 августа
00:00 (UTC)",,,,,,,,,,,,,,10,756,,,18.3,,77.5,,,,южный,0.0,,,1
1596682800,"Четверг, 6 августа
03:00 (UTC)",,,,,0,,,0,,,,,,10,756,,,17.8,,83.7,,16.5,,северный,0.0,,,2
1596693600,"Четверг, 6 августа
06:00 (UTC)",,,,,,,,,,,,,,10,757,,,26.2,,56.2,,,,северо-восточный,0.0,,,3
1596704400,"Четверг, 6 августа
09:00 (UTC)",,,,,,,,,,,,,,10,757,,,30.6,,42.4,,,,восточный,0.0,,,5
1596715200,"Четверг, 6 августа
12:00 (UTC)",,,,,,,,,,,,,,10,757,,,32.6,,37.2,,,,восточный,2.0,,,5
1596726000,"Четверг, 6 августа
15:00 (UTC)",,,,,0,,,,,,,,,10,756,,,32.4,,37.8,,,,северо-восточный,2.0,,33.2,2
1596736800,"Четверг, 6 августа
18:00 (UTC)",,,,,,,,,,,,,,10,757,,,28.1,,42.6,,,,северный,2.0,,,3
1596747600,"Четверг, 6 августа
21:00 (UTC)",,,,,,,,,,,,,,10,757,,,25.2,,53.2,,,,северо-восточный,0.0,,,3
1596758400,"Пятница, 7 августа
00:00 (UTC)",,,,,,,,,,,,,,10,757,,,21.6,,67.4,,,,северный,0.0,,,2
1596769200,"Пятница, 7 августа
03:00 (UTC)",,,,,0,,,0,,,,,,10,758,,,19.6,,82.3,,18.6,,северо-восточный,0.0,,,1
1596780000,"Пятница, 7 августа
06:00 (UTC)",,,,,,,,,,,,,,10,758,,,28.7,,50.1,,,,восточный,0.0,,,2
1596790800,"Пятница, 7 августа
09:00 (UTC)",,,,,,,,,,,,,,10,757,,,33.4,,36.9,,,,северо-восточный,0.0,,,3
1596801600,"Пятница, 7 августа
12:00 (UTC)",,,,,,,,,,,,,,10,757,,,34.7,,32.6,,,,восточный,2.0,,,4
1596812400,"Пятница, 7 августа
15:00 (UTC)",,,,,0,,,,,,,,,10,756,,,33.5,,39.8,,,,северо-восточный,1.0,,35.2,2
1596823200,"Пятница, 7 августа
18:00 (UTC)",,,,,,,,,,,,,,10,756,,,28.4,,40.5,,,,северный,0.0,,,3
1596834000,"Пятница, 7 августа
21:00 (UTC)",,,,,,,,,,,,,,10,755,,,26.8,,43.6,,,,северный,0.0,,,4
1596844800,"Суббота, 8 августа
00:00 (UTC)",,,,,,,,,,,,,,10,755,,,23.1,,59.2,,,,северо-восточный,0.0,,,3
1596855600,"Суббота, 8 августа
03:00 (UTC)",,,,,0,,,0,,,,,,10,755,,,22.6,,61.0,,22.5,,северный,0.0,,,2
1596866400,"Суббота, 8 августа
06:00 (UTC)",,,,,,,,,,,,,,10,755,,,27.9,,48.3,,22.4,,северо-восточный,0.0,,,3
1596877200,"Суббота, 8 августа
09:00 (UTC)",,,,,,,,,,,,,,10,754,,,33.6,,34.5,,,,северо-восточный,0.0,,,5
1596888000,"Суббота, 8 августа
12:00 (UTC)",,,,,,,,,,,,,,10,753,,,34.0,,30.0,,,,северо-восточный,2.0,,,4
1596898800,"Суббота, 8 августа
15:00 (UTC)",,,,,0,,,,,,,,,10,752,,,33.9,,29.2,,,,северный,0.0,,35.4,5
1596909600,"Суббота, 8 августа
18:00 (UTC)",,,,,,,,,,,,,,10,753,,,28.3,,38.2,,,,северный,0.0,,,4
1596920400,"Суббота, 8 августа
21:00 (UTC)",,,,,,,,,,,,,,10,753,,,26.0,,43.4,,,,северный,0.0,,,3
1596931200,"Воскресенье, 9 августа
00:00 (UTC)",,,,,,,,,,,,,,10,752,,,24.2,,51.2,,,,северный,7.0,,,3
1596942000,"Воскресенье, 9 августа
03:00 (UTC)",,,,,0,,,0,,,,,,10,752,,,22.4,,58.2,,22.4,,северный,1.0,,,4
1596952800,"Воскресенье, 9 августа
06:00 (UTC)",,,,,,,,,,,,,,10,752,,,27.1,,48.4,,22.3,,северо-восточный,0.0,,,4
1596963600,"Воскресенье, 9 августа
09:00 (UTC)",,,,,,,,,,,,,,10,752,,,31.2,,36.1,,,,северо-восточный,0.0,,,6
1596974400,"Воскресенье, 9 августа
12:00 (UTC)",,,,,,,,,,,,,,10,751,,,33.1,,31.6,,,,северо-восточный,0.0,,,6
1596985200,"Воскресенье, 9 августа
15:00 (UTC)",,,,,0,,,,,,,,,10,751,,,31.9,,31.0,,,,северо-восточный,0.0,,33.3,5
1596996000,"Воскресенье, 9 августа
18:00 (UTC)",,,,,,,,,,,,,,10,752,,,28.5,,31.7,,,,северо-восточный,0.0,,,5
1597006800,"Воскресенье, 9 августа
21:00 (UTC)",,,,,,,,,,,,,,10,752,,,25.4,,30.2,,,,северный,0.0,,,4
1597017600,"Понедельник, 10 августа
00:00 (UTC)",,,,,,,,,,,,,,10,752,,,23.5,,35.8,,,,северо-восточный,0.0,,,6
1597028400,"Понедельник, 10 августа
03:00 (UTC)",,,,,0,,,0,,,,,,10,753,,,21.7,,44.2,,21.6,,северо-восточный,0.0,,,2
1597039200,"Понедельник, 10 августа
06:00 (UTC)",,,,,,,,,,,,,,10,754,,,26.1,,37.8,,,,восточный,1.0,,,5
1597050000,"Понедельник, 10 августа
09:00 (UTC)",,,10.0,,,,,,,,,,,10,753,,,31.2,,32.9,,,,восточный,2.0,,,6
1597060800,"Понедельник, 10 августа
12:00 (UTC)",,,,,,,,,,,,,,10,753,,,32.8,,26.9,,,,восточный,4.0,,,5
1597071600,"Понедельник, 10 августа
15:00 (UTC)",,,,,0,,,,,,,,,10,753,,,32.2,,25.5,,,,северо-восточный,7.0,,33.3,4
1597082400,"Понедельник, 10 августа
18:00 (UTC)",,,,,,,,,,,,,,10,753,,,27.6,,31.5,,,,северный,10.0,,,4
1597093200,"Понедельник, 10 августа
21:00 (UTC)",,,,,,,,,,,,,,10,754,,,24.9,,33.4,,,,северный,9.0,,,3
1597104000,"Вторник, 11 августа
00:00 (UTC)",,,,,,,,,,,,,,10,754,,,22.4,,39.1,,,,северный,2.0,,,4
1597114800,"Вторник, 11 августа
03:00 (UTC)",,,,,0,,,0,,,,,,10,754,,,19.1,,55.5,,17.9,,северный,2.0,,,1
1597125600,"Вторник, 11 августа
06:00 (UTC)",,,,,,,,,,,,,,10,755,,,25.7,,39.7,,,,восточный,6.0,,,2
1597136400,"Вторник, 11 августа
09:00 (UTC)",,,,,,,,,,,,,,10,755,,,29.8,,32.8,,,,западный,6.0,,,1
1597147200,"Вторник, 11 августа
12:00 (UTC)",,,,,,,,,,,,,,10,754,,,32.2,,31.9,,,,южный,6.0,,,3
1597158000,"Вторник, 11 августа
15:00 (UTC)",,,,,0,,,,,,,,,10,754,,,32.5,,29.2,,,,западный,6.0,,34.0,1
1597168800,"Вторник, 11 августа
18:00 (UTC)",,,,,,,,,,,,,,10,755,,,26.6,,45.9,,,,северо-западный,4.0,,,3
1597179600,"Вторник, 11 августа
21:00 (UTC)",,,,,,,,,,,,,,10,755,,,23.4,,52.0,,,,северо-западный,7.0,,,3
1597190400,"Среда, 12 августа
00:00 (UTC)",,,,,,,,,,,,,,10,755,,,21.4,,64.8,,,,западный,2.0,,,3
1597201200,"Среда, 12 августа
03:00 (UTC)",,,,,0,,,0,,,,,,10,755,,,19.8,,80.2,,19.7,,северо-западный,6.0,,,1
1597212000,"Среда, 12 августа
06:00 (UTC)",,,,,,,,,,,,,,10,756,,,25.5,,57.9,,,,северо-западный,0.0,,,3
1597222800,"Среда, 12 августа
09:00 (UTC)",,,,,,,,,,,,,,10,756,,,30.0,,38.1,,,,западный,2.0,,,3
1597233600,"Среда, 12 августа
12:00 (UTC)",,,,,,,,,,,,,,10,755,,,29.5,,41.1,,,,северо-западный,7.0,,,5
1597244400,"Среда, 12 августа
15:00 (UTC)",,,13.0,,0,,,,True,,,,,10,755,,,25.8,,61.3,,,,южный,2.0,,31.6,5
1597255200,"Среда, 12 августа
18:00 (UTC)",,,,,,,,,,,,,,10,756,,,23.8,,69.1,,,True,юго-западный,0.0,,,3
1597266000,"Среда, 12 августа
21:00 (UTC)",,,,,,,,,,,,,,10,756,,,20.0,,82.3,,,,западный,0.0,,,1
1597276800,"Четверг, 13 августа
00:00 (UTC)",,,,,,,,,,,,,,10,755,,,17.6,,90.3,,,,юго-западный,2.0,,,1
1597287600,"Четверг, 13 августа
03:00 (UTC)",,,,,0,,,0,,,,,,10,755,,,18.3,,93.9,,17.1,,южный,7.0,,,2
1597298400,"Четверг, 13 августа
06:00 (UTC)",,,,,,,,,,,,,,10,755,,,25.4,,66.9,,,,западный,6.0,,,3
1597309200,"Четверг, 13 августа
09:00 (UTC)",,,,,,,,,,,,,,10,755,,,26.7,,50.6,,,,северный,5.0,,,3
1597320000,"Четверг, 13 августа
12:00 (UTC)",,,,,,,,,,,,,,10,756,,,24.7,,71.5,,,,южный,7.0,,,5
1597330800,"Четверг, 13 августа
15:00 (UTC)",,,,,0.3,,,,,,,,,0,755,,,24.9,,65.9,,,,южный,5.0,,24.9,3
1597341600,"Четверг, 13 августа
18:00 (UTC)",,,,,,,,,,,,,,10,757,,,20.9,,51.4,,,,северо-западный,5.0,,,3
1597352400,"Четверг, 13 августа
21:00 (UTC)",,,,,,,,,,,,,,10,757,,,16.9,,69.1,,,,западный,5.0,,,2
1597363200,"Пятница, 14 августа
00:00 (UTC)",,,,,,,,,,,,,,10,757,,,13.7,,86.0,,,,южный,5.0,,,1
1597374000,"Пятница, 14 августа
03:00 (UTC)",,,,,0,,,0,,,,,,10,757,,,12.7,,86.5,,12.3,,,2.0,,,0
1597384800,"Пятница, 14 августа
06:00 (UTC)",,,,,,,,,,,,,,10,757,,,21.5,,55.0,,,,западный,1.0,,,1
1597395600,"Пятница, 14 августа
09:00 (UTC)",,,,,,,,,,,,,,10,757,,,25.9,,33.9,,,,северо-западный,7.0,,,3
1597406400,"Пятница, 14 августа
12:00 (UTC)",,,,,,,,,,,,,,10,756,,,25.1,,34.8,,,,западный,7.0,,,3
1597417200,"Пятница, 14 августа
15:00 (UTC)",,,,,0,,,,,,,,,10,756,,,24.8,,38.7,,,,западный,7.0,,26.9,5
1597428000,"Пятница, 14 августа
18:00 (UTC)",,,,,,,,,,,,,,10,757,,,19.6,,53.5,,,,северо-западный,0.0,,,3
1597438800,"Пятница, 14 августа
21:00 (UTC)",,,,,,,,,,,,,,10,758,,,17.0,,68.7,,,,северо-западный,0.0,,,2
1597449600,"Суббота, 15 августа
00:00 (UTC)",,,,,,,,,,,,,,10,757,,,16.0,,74.6,,,,западный,4.0,,,2
1597460400,"Суббота, 15 августа
03:00 (UTC)",,,,,0,,,0,,,,,,10,758,,,14.3,,85.5,,13.3,,северо-западный,0.0,,,2
1597471200,"Суббота, 15 августа
06:00 (UTC)",,,,,,,,,,,,,,10,758,,,22.3,,51.4,,,,северо-восточный,2.0,,,1
1597482000,"Суббота, 15 августа
09:00 (UTC)",,,,,,,,,,,,,,10,758,,,25.1,,35.8,,,,северо-западный,6.0,,,2
1597492800,"Суббота, 15 августа
12:00 (UTC)",,,,,,,,,,,,,,10,757,,,26.5,,31.6,,,,северо-западный,7.0,,,2
1597503600,"Суббота, 15 августа
15:00 (UTC)",,,,,0,,,,,,,,,10,757,,,26.1,,30.7,,,,северо-западный,4.0,,27.1,1
1597514400,"Суббота, 15 августа
18:00 (UTC)",,,,,,,,,,,,,,10,758,,,19.4,,47.9,,,,северный,0.0,,,2
1597525200,"Суббота, 15 августа
21:00 (UTC)",,,,,,,,,,,,,,10,758,,,16.9,,55.7,,,,северный,0.0,,,3
1597536000,"Воскресенье, 16 августа
00:00 (UTC)",,,,,,,,,,,,,,10,758,,,15.4,,58.9,,,,северный,4.0,,,2
1597546800,"Воскресенье, 16 августа
03:00 (UTC)",,,,,0,,,0,,,,,,10,758,,,14.1,,60.6,,13.4,,северо-восточный,2.0,,,3
1597557600,"Воскресенье, 16 августа
06:00 (UTC)",,,,,,,,,,,,,,10,758,,,21.5,,45.7,,,,северо-восточный,1.0,,,3
1597568400,"Воскресенье, 16 августа
09:00 (UTC)",,,,,,,,,,,,,,10,758,,,25.2,,29.4,,,,северо-восточный,1.0,,,5
1597579200,"Воскресенье, 16 августа
12:00 (UTC)",,,,,,,,,,,,,,10,757,,,26.4,,25.7,,,,северо-восточный,2.0,,,2
1597590000,"Воскресенье, 16 августа
15:00 (UTC)",,,,,0,,,,,,,,,10,757,,,24.9,,27.9,,,,северо-восточный,1.0,,27.0,4
1597600800,"Воскресенье, 16 августа
18:00 (UTC)",,,,,,,,,,,,,,10,758,,,18.8,,39.4,,,,северный,0.0,,,3
1597611600,"Воскресенье, 16 августа
21:00 (UTC)",,,,,,,,,,,,,,10,758,,,15.3,,51.6,,,,северо-восточный,0.0,,,2
1597622400,"Понедельник, 17 августа
00:00 (UTC)",,,,,,,,,,,,,,10,758,,,13.5,,58.0,,,,северо-восточный,0.0,,,3
1597633200,"Понедельник, 17 августа
03:00 (UTC)",,,,,0,,,0,,,,,,10,759,,,13.0,,62.5,,12.9,,северный,0.0,,,2
1597644000,"Понедельник, 17 августа
06:00 (UTC)",,,,,,,,,,,,,,10,759,,,22.5,,38.6,,,,северо-восточный,0.0,,,2
1597654800,"Понедельник, 17 августа
09:00 (UTC)",,,,,,,,,,,,,,10,758,,,26.6,,30.0,,,,восточный,0.0,,,4
1597665600,"Понедельник, 17 августа
12:00 (UTC)",,,,,,,,,,,,,,10,757,,,28.8,,26.2,,,,восточный,0.0,,,3
1597676400,"Понедельник, 17 августа
15:00 (UTC)",,,,,0,,,,,,,,,10,757,,,28.2,,29.2,,,,восточный,0.0,,29.5,2
1597687200,"Понедельник, 17 августа
18:00 (UTC)",,,,,,,,,,,,,,10,757,,,19.5,,57.9,,,,северный,0.0,,,2
1597698000,"Понедельник, 17 августа
21:00 (UTC)",,,,,,,,,,,,,,10,757,,,19.4,,53.1,,,,северный,0.0,,,3
1597708800,"Вторник, 18 августа
00:00 (UTC)",,,,,,,,,,,,,,10,757,,,16.2,,75.7,,,,западный,0.0,,,1
1597719600,"Вторник, 18 августа
03:00 (UTC)",,,,,0,,,0,,,,,,10,757,,,13.2,,89.4,,12.5,,,0.0,,,0
1597730400,"Вторник, 18 августа
06:00 (UTC)",,,,,,,,,,,,,,10,757,,,21.8,,60.8,,,,юго-восточный,0.0,,,2
1597741200,"Вторник, 18 августа
09:00 (UTC)",,,,,,,,,,,,,,10,755,,,29.1,,28.9,,,,восточный,0.0,,,4
1597752000,"Вторник, 18 августа
12:00 (UTC)",,,,,,,,,,,,,,10,754,,,30.9,,22.3,,,,восточный,0.0,,,3
1597762800,"Вторник, 18 августа
15:00 (UTC)",,,,,0,,,,,,,,,10,753,,,29.9,,26.6,,,,восточный,0.0,,31.4,3
1597773600,"Вторник, 18 августа
18:00 (UTC)",,,,,,,,,,,,,,10,754,,,21.6,,52.2,,,,северный,0.0,,,2
1597784400,"Вторник, 18 августа
21:00 (UTC)",,,,,,,,,,,,,,10,753,,,22.0,,44.6,,,,северный,0.0,,,3
1597795200,"Среда, 19 августа
00:00 (UTC)",,,,,,,,,,,,,,10,753,,,16.3,,71.8,,,,северный,0.0,,,2
1597806000,"Среда, 19 августа
03:00 (UTC)",,,,,0,,,0,,,,,,10,753,,,13.3,,91.8,,13.2,,северо-восточный,0.0,,,2
1597816800,"Среда, 19 августа
06:00 (UTC)",,,,,,,,,,,,,,10,753,,,22.3,,60.5,,,,юго-восточный,0.0,,,2
1597827600,"Среда, 19 августа
09:00 (UTC)",,,,,,,,,,,,,,10,753,,,30.7,,29.9,,,,юго-восточный,1.0,,,3
1597838400,"Среда, 19 августа
12:00 (UTC)",,,,,,,,,,,,,,10,752,,,33.3,,21.8,,,,восточный,1.0,,,4
1597849200,"Среда, 19 августа
15:00 (UTC)",,,,,0,,,,,,,,,10,751,,,31.7,,27.3,,,,восточный,0.0,,33.5,2
1597860000,"Среда, 19 августа
18:00 (UTC)",,,,,,,,,,,,,,10,751,,,25.3,,37.3,,,,северо-западный,0.0,,,2
1597870800,"Среда, 19 августа
21:00 (UTC)",,,,,,,,,,,,,,10,751,,,19.6,,60.7,,,,западный,0.0,,,1
1597881600,"Четверг, 20 августа
00:00 (UTC)",,,,,,,,,,,,,,10,751,,,15.6,,85.1,,,,южный,0.0,,,2
1597892400,"Четверг, 20 августа
03:00 (UTC)",,,,,0,,,0,,,,,,10,751,,,15.5,,96.2,,15.1,,северо-восточный,1.0,,,2
1597903200,"Четверг, 20 августа
06:00 (UTC)",,,,,,,,,,,,,,10,752,,,24.7,,63.0,,,,восточный,2.0,,,2
1597914000,"Четверг, 20 августа
09:00 (UTC)",,,,,,,,,,,,,,10,751,,,30.2,,38.9,,,,восточный,4.0,,,4
1597924800,"Четверг, 20 августа
12:00 (UTC)",,,,,,,,,,,,,,10,750,,,33.5,,28.4,,,,южный,7.0,,,3
1597935600,"Четверг, 20 августа
15:00 (UTC)",,,,,0,,,,,,,,,10,749,,,32.5,,30.4,,,,юго-западный,7.0,,35.4,3
1597946400,"Четверг, 20 августа
18:00 (UTC)",,,,,,,,,,,,,,10,750,,,25.8,,66.1,,,,западный,6.0,,,6
1597957200,"Четверг, 20 августа
21:00 (UTC)",,,,,,,,,,,,,,10,751,,,24.1,,62.1,,,,западный,7.0,,,4
1597968000,"Пятница, 21 августа
00:00 (UTC)",,,,,,,,,,,True,,,4,753,,,20.2,,97.0,,,,,10.0,,,0
1597978800,"Пятница, 21 августа
03:00 (UTC)",,,,,5,,,5,,,,,,10,752,,,20.4,,97.6,,19.7,True,южный,9.0,,,3
1597989600,"Пятница, 21 августа
06:00 (UTC)",,,,,,,True,,,,,,,10,753,,,21.6,,91.8,,,,северо-восточный,10.0,,,3
1598000400,"Пятница, 21 августа
09:00 (UTC)",,,,,,,,,,,,,,10,754,,,24.2,,62.9,,,,северо-восточный,9.0,,,3
1598011200,"Пятница, 21 августа
12:00 (UTC)",,,,,,,,,,,,,,10,754,,,25.2,,60.4,,,,восточный,10.0,,,4
1598022000,"Пятница, 21 августа
15:00 (UTC)",,,,,менее 0.1,,,,,,,,,10,754,,,25.0,,54.5,,,,северо-восточный,10.0,,26.7,3
1598032800,"Пятница, 21 августа
18:00 (UTC)",,,,,,,,,,,,,,10,755,,,21.7,,68.7,,,,южный,10.0,,,1
1598043600,"Пятница, 21 августа
21:00 (UTC)",,,,,,,,,,,,,,10,755,,,18.3,,95.1,,,,,2.0,,,0
1598054400,"Суббота, 22 августа
00:00 (UTC)",,,,,,,,,,,,,,10,755,,,17.8,,84.2,,,,северо-восточный,0.0,,,2
1598065200,"Суббота, 22 августа
03:00 (UTC)",,,,,0,,,0,,,,,,10,755,,,16.8,,90.3,,16.4,,северный,2.0,,,2
1598076000,"Суббота, 22 августа
06:00 (UTC)",,,,,,,,,,,,,,10,755,,,24.1,,59.0,,,,восточный,1.0,,,4
1598086800,"Суббота, 22 августа
09:00 (UTC)",,,,,,,,,,,,,,10,755,,,27.8,,44.7,,,,восточный,2.0,,,4
1598097600,"Суббота, 22 августа
12:00 (UTC)",,,,,,,,,,,,,,10,754,,,28.7,,39.5,,,,восточный,7.0,,,3
1598108400,"Суббота, 22 августа
15:00 (UTC)",,,,,0,,,,,,,,,10,754,,,23.7,,65.3,,,True,северный,10.0,,30.0,1
1598119200,"Суббота, 22 августа
18:00 (UTC)",,,,,,,,,,,,,,10,755,,,20.6,,77.8,,,True,северо-западный,7.0,,,2
1598130000,"Суббота, 22 августа
21:00 (UTC)",,,,,,,,,,,,,,10,755,,,17.6,,88.1,,,,северный,0.0,,,1
1598140800,"Воскресенье, 23 августа
00:00 (UTC)",,,,,,,,,,,,,,10,755,,,17.8,,69.3,,,,северо-восточный,0.0,,,3
1598151600,"Воскресенье, 23 августа
03:00 (UTC)",,,,,0,,,0,,,,,,10,755,,,16.3,,71.8,,16.0,,северный,7.0,,,1
1598162400,"Воскресенье, 23 августа
06:00 (UTC)",,,,,,,,,,,,,,10,756,,,22.1,,47.4,,15.6,,северо-восточный,2.0,,,4
1598173200,"Воскресенье, 23 августа
09:00 (UTC)",,,,,,,,,,,,,,10,756,,,27.0,,29.5,,,,северо-восточный,0.0,,,5
1598184000,"Воскресенье, 23 августа
12:00 (UTC)",,,,,,,,,,,,,,10,755,,,27.6,,27.1,,,,северо-восточный,2.0,,,4
1598194800,"Воскресенье, 23 августа
15:00 (UTC)",,,,,0.1,,,,,,,,,10,755,,,27.4,,26.1,,,,северо-восточный,0.0,,29.1,4
1598205600,"Воскресенье, 23 августа
18:00 (UTC)",,,,,,,,,,,,,,10,756,,,21.4,,39.0,,,,северный,0.0,,,3
1598216400,"Воскресенье, 23 августа
21:00 (UTC)",,,,,,,,,,,,,,10,757,,,20.6,,38.0,,,,северо-восточный,0.0,,,5
1598227200,"Понедельник, 24 августа
00:00 (UTC)",,,,,,,,,,,,,,10,757,,,18.4,,42.1,,,,северо-восточный,0.0,,,4
1598238000,"Понедельник, 24 августа
03:00 (UTC)",,,,,0,,,0,,,,,,10,757,,,13.7,,64.4,,13.4,,северный,0.0,,,1
1598248800,"Понедельник, 24 августа
06:00 (UTC)",,,,,,,,,,,,,,10,758,,,22.3,,47.1,,,,восточный,0.0,,,4
1598259600,"Понедельник, 24 августа
09:00 (UTC)",,,,,,,,,,,,,,10,758,,,27.9,,29.9,,,,северо-восточный,0.0,,,5
1598270400,"Понедельник, 24 августа
12:00 (UTC)",,,,,,,,,,,,,,10,757,,,29.4,,25.4,,,,восточный,0.0,,,4
1598281200,"Понедельник, 24 августа
15:00 (UTC)",,,,,0,,,,,,,,,10,757,,,28.2,,24.3,,,,северо-восточный,0.0,,29.9,4
1598292000,"Понедельник, 24 августа
18:00 (UTC)",,,,,,,,,,,,,,10,757,,,22.2,,32.1,,,,северный,0.0,,,3
1598302800,"Понедельник, 24 августа
21:00 (UTC)",,,,,,,,,,,,,,10,757,,,19.6,,38.5,,,,северо-восточный,0.0,,,3
1598313600,"Вторник, 25 августа
00:00 (UTC)",,,,,,,,,,,,,,10,757,,,16.8,,54.9,,,,северо-восточный,0.0,,,3
1598324400,"Вторник, 25 августа
03:00 (UTC)",,,,,0,,,0,,,,,,10,757,,,13.7,,73.2,,12.3,,северо-восточный,0.0,,,2
1598335200,"Вторник, 25 августа
06:00 (UTC)",,,,,,,,,,,,,,10,757,,,20.8,,53.4,,,,восточный,0.0,,,5
1598346000,"Вторник, 25 августа
09:00 (UTC)",,,,,,,,,,,,,,10,757,,,28.2,,34.8,,,,восточный,0.0,,,4
1598356800,"Вторник, 25 августа
12:00 (UTC)",,,,,,,,,,,,,,10,755,,,31.3,,23.0,,,,юго-восточный,0.0,,,2
1598367600,"Вторник, 25 августа
15:00 (UTC)",,,,,0,,,,,,,,,10,755,,,30.0,,30.1,,,,северо-восточный,0.0,,33.1,2
1598378400,"Вторник, 25 августа
18:00 (UTC)",,,,,,,,,,,,,,10,755,,,22.1,,46.8,,,,северо-восточный,0.0,,,2
1598389200,"Вторник, 25 августа
21:00 (UTC)",,,,,,,,,,,,,,10,755,,,17.7,,53.0,,,,,0.0,,,0
1598400000,"Среда, 26 августа
00:00 (UTC)",,,,,,,,,,,,,,10,755,,,15.2,,70.1,,,,северный,0.0,,,1
1598410800,"Среда, 26 августа
03:00 (UTC)",,,,,0,,,0,,,,,,10,755,,,12.4,,84.7,,11.8,,,0.0,,,0
1598421600,"Среда, 26 августа
06:00 (UTC)",,,,,,,,,,,,,,10,755,,,23.6,,66.5,,,,юго-западный,0.0,,,2
1598432400,"Среда, 26 августа
09:00 (UTC)",,,,,,,,,,,,,,10,755,,,30.7,,30.1,,,,западный,2.0,,,2
