timestamp,date,Зарница,Гроза слабая или умеренная (возможен дождь или снег),"Порывы, м/с","Осадки за 12 часов, мм",Количество облаков увеличилось,Ливневый дождь,"Осадки за 24 часа, мм",Количество облаков уменьшилось,Дымка (видимость больше 1 км),Ливневой дождь слабый,"Горизонтальная видимость, км","Атмосферное давление на уровне станции, мм рт.ст.",Ливневой дождь умеренный или сильный,"Гроза, но без осадков","Температура воздуха, °C","Гроза, дождь слабый","Относительная влажность, %","Минимальная температура, °C",Количество облаков не изменилось,Направление ветра,Балл общей облачности,Гроза,"Максимальная температура, °C","Средняя скорость ветра, м/с"
1596607200,"Среда, 5 августа
06:00 (UTC)",,,,,,,,,,,20,740,,,24.8,,35.4,,,северо-восточный,0,,,3
1596618000,"Среда, 5 августа
09:00 (UTC)",,,10.0,,,,,,,,20,740,,,27.2,,31.4,,,северо-восточный,0,,,4
1596628800,"Среда, 5 августа
12:00 (UTC)",,,,,,,,,,,20,740,,,29.0,,23.3,,,восточный,0,,,3
1596639600,"Среда, 5 августа
15:00 (UTC)",,,,0,,,,,,,20,740,,,27.9,,27.0,,,северо-восточный,0,,29.2,3
1596650400,"Среда, 5 августа
18:00 (UTC)",,,,,,,,,,,20,740,,,20.6,,54.8,,,восточный,0,,,1
1596661200,"Среда, 5 августа
21:00 (UTC)",,,,,,,,,,,20,741,,,18.3,,68.0,,,юго-восточный,0,,,2
1596672000,"Четверг, 6 августа
00:00 (UTC)",,,,,,,,,,,20,741,,,17.1,,67.8,,,юго-восточный,0,,,2
1596682800,"Четверг, 6 августа
03:00 (UTC)",,,,0,,,0,,,,20,741,,,17.0,,65.5,16.5,,юго-восточный,0,,,1
1596693600,"Четверг, 6 августа
06:00 (UTC)",,,,,,,,,,,20,741,,,26.9,,41.7,,,восточный,0,,,4
1596704400,"Четверг, 6 августа
09:00 (UTC)",,,10.0,,,,,,,,20,742,,,30.5,,27.9,,,восточный,0,,,5
1596715200,"Четверг, 6 августа
12:00 (UTC)",,,12.0,,,,,,,,20,742,,,31.8,,27.9,,,северо-восточный,1,,,5
1596726000,"Четверг, 6 августа
15:00 (UTC)",,,12.0,0,,,,,,,20,741,,,32.1,,32.1,,,восточный,2,,33.1,4
1596736800,"Четверг, 6 августа
18:00 (UTC)",,,,,,,,,,,20,742,,,25.8,,53.7,,,восточный,6,,,4
1596747600,"Четверг, 6 августа
21:00 (UTC)",,,,,,,,,,,20,741,,,22.1,,68.3,,,юго-восточный,1,,,4
1596758400,"Пятница, 7 августа
00:00 (UTC)",,,,,,,,,,,20,739,,,20.0,,77.8,,,восточный,0,,,2
1596769200,"Пятница, 7 августа
03:00 (UTC)",,,,0,,,0,,,,20,742,,,19.2,,70.9,19.0,,юго-восточный,0,,,2
1596780000,"Пятница, 7 августа
06:00 (UTC)",,,,,,,,,,,20,742,,,27.7,,52.8,,,юго-восточный,0,,,1
1596790800,"Пятница, 7 августа
09:00 (UTC)",,,,,,,,,,,20,742,,,33.1,,26.8,,,северо-восточный,0,,,4
1596801600,"Пятница, 7 августа
12:00 (UTC)",,,,,,,,,,,20,741,,,34.8,,24.0,,,северо-восточный,2,,,4
1596812400,"Пятница, 7 августа
15:00 (UTC)",,,,0,,,,,,,20,740,,,33.4,,25.8,,,северо-восточный,1,,35.0,2
1596823200,"Пятница, 7 августа
18:00 (UTC)",,,,,,,,,,,20,741,,,24.3,,58.7,,,юго-восточный,0,,,1
1596834000,"Пятница, 7 августа
21:00 (UTC)",,,,,,,,,,,20,740,,,21.9,,72.3,,,юго-восточный,0,,,1
1596844800,"Суббота, 8 августа
00:00 (UTC)",,,,,,,,,,,20,740,,,16.9,,89.1,,,,0,,,0
1596855600,"Суббота, 8 августа
03:00 (UTC)",,,,0,,,0,,,,20,739,,,18.9,,74.6,16.8,,юго-восточный,0,,,1
1596866400,"Суббота, 8 августа
06:00 (UTC)",,,,,,,,,,,10,744,,,27.9,,48.3,,,северный,0,,,1
1596877200,"Суббота, 8 августа
09:00 (UTC)",,,,,,,,,,,20,738,,,33.6,,29.1,,,северо-восточный,0,,,4
1596888000,"Суббота, 8 августа
12:00 (UTC)",,,,,,,,,,,20,737,,,35.5,,19.3,,,северо-восточный,2,,,3
1596898800,"Суббота, 8 августа
15:00 (UTC)",,,,0,,,,,,,20,736,,,33.1,,27.1,,,северный,0,,35.8,4
1596909600,"Суббота, 8 августа
18:00 (UTC)",,,,,,,,,,,20,737,,,27.4,,35.2,,,северо-восточный,0,,,3
1596920400,"Суббота, 8 августа
21:00 (UTC)",,,,,,,,,,,20,737,,,20.3,,57.3,,,западный,0,,,1
1596931200,"Воскресенье, 9 августа
00:00 (UTC)",,,,,,,,,,,20,737,,,16.7,,68.6,,,северо-западный,0,,,1
1596942000,"Воскресенье, 9 августа
03:00 (UTC)",,,,0,,,0,,,,20,736,,,17.1,,73.8,16.6,,восточный,0,,,2
1596952800,"Воскресенье, 9 августа
06:00 (UTC)",,,,,,,,,,,20,736,,,26.1,,55.1,,,северо-восточный,1,,,5
1596963600,"Воскресенье, 9 августа
09:00 (UTC)",,,,,,,,,,,20,736,,,31.8,,49.7,,,восточный,1,,,6
1596974400,"Воскресенье, 9 августа
12:00 (UTC)",,,11.0,,,,,,,,20,735,,,34.2,,31.0,,,северо-восточный,2,,,8
1596985200,"Воскресенье, 9 августа
15:00 (UTC)",,,13.0,0,,,,,,,20,735,,,32.6,,29.4,,,северо-восточный,1,,34.4,9
1596996000,"Воскресенье, 9 августа
18:00 (UTC)",,,14.0,,,,,,,,20,736,,,27.5,,35.3,,,северо-восточный,0,,,9
1597006800,"Воскресенье, 9 августа
21:00 (UTC)",,,13.0,,,,,,,,20,736,,,23.8,,38.4,,,северо-восточный,0,,,8
1597017600,"Понедельник, 10 августа
00:00 (UTC)",,,,,,,,,,,20,736,,,19.5,,54.2,,,северо-восточный,0,,,2
1597028400,"Понедельник, 10 августа
03:00 (UTC)",,,,0,,,0,,,,20,737,,,17.2,,69.2,16.8,,,4,,,0
1597039200,"Понедельник, 10 августа
06:00 (UTC)",,,,,,,,,,,20,738,,,23.8,,47.9,,,северо-восточный,2,,,2
1597050000,"Понедельник, 10 августа
09:00 (UTC)",,,,,,,,,,,20,738,,,31.2,,29.4,,,восточный,6,,,4
1597060800,"Понедельник, 10 августа
12:00 (UTC)",,,10.0,,,,,,,,20,737,,,33.2,,23.8,,,северо-восточный,7,,,4
1597071600,"Понедельник, 10 августа
15:00 (UTC)",,,,0,,,,,,,20,737,,,31.6,,27.3,,,восточный,9,,33.5,2
1597082400,"Понедельник, 10 августа
18:00 (UTC)",,,,,,,,,,,20,737,,,22.2,,60.1,,,северо-восточный,9,,,1
1597093200,"Понедельник, 10 августа
21:00 (UTC)",,,,,,,,,,,20,738,,,19.6,,74.8,,,восточный,7,,,1
1597104000,"Вторник, 11 августа
00:00 (UTC)",,,,,,,,,,,20,738,,,17.4,,87.5,,,,2,,,0
1597114800,"Вторник, 11 августа
03:00 (UTC)",,,,0,,,0,,,,20,738,,,18.4,,82.1,16.6,,юго-восточный,7,,,1
1597125600,"Вторник, 11 августа
06:00 (UTC)",,,,,,,,,,,20,739,,,25.8,,49.7,,,северный,7,,,1
1597136400,"Вторник, 11 августа
09:00 (UTC)",,,,,,,,,,,20,739,,,28.3,,45.5,,,западный,9,,,2
1597147200,"Вторник, 11 августа
12:00 (UTC)",,,11.0,,,,,,,,20,739,,,32.2,,31.1,,,северный,7,,,2
1597158000,"Вторник, 11 августа
15:00 (UTC)",,,11.0,0,,,,,,,20,739,,,31.2,,28.5,,,северо-западный,6,,32.7,2
1597168800,"Вторник, 11 августа
18:00 (UTC)",,,,,,,,,,,20,739,,,25.2,,54.2,,,южный,6,,,2
1597179600,"Вторник, 11 августа
21:00 (UTC)",,,,,,,,,,,20,740,,,21.8,,62.4,,,южный,0,,,2
1597190400,"Среда, 12 августа
00:00 (UTC)",,,,,,,,,,,20,740,,,19.4,,70.5,,,южный,0,,,1
1597201200,"Среда, 12 августа
03:00 (UTC)",,,,0,,,0,,,,20,740,,,18.5,,72.7,18.4,,южный,0,,,2
1597212000,"Среда, 12 августа
06:00 (UTC)",,,,,,,,,,,20,740,,,24.8,,47.2,,,юго-западный,0,,,2
1597222800,"Среда, 12 августа
09:00 (UTC)",,,,,,,,,,,20,740,,,28.9,,31.9,,,западный,1,,,3
1597233600,"Среда, 12 августа
12:00 (UTC)",,,,,,,,,,,20,740,,,30.7,,28.0,,,западный,6,,,3
1597244400,"Среда, 12 августа
15:00 (UTC)",,,,0,,,,,,,20,740,,,23.4,,58.1,,,западный,7,,31.3,2
1597255200,"Среда, 12 августа
18:00 (UTC)",,,,,,,,,,,20,741,,,22.3,,60.5,,,южный,2,,,1
1597266000,"Среда, 12 августа
21:00 (UTC)",,,,,,,,,,,20,740,,,19.7,,74.3,,,южный,2,,,2
1597276800,"Четверг, 13 августа
00:00 (UTC)",,,,,,,,,,,20,740,,,18.2,,78.5,,,южный,0,,,2
1597287600,"Четверг, 13 августа
03:00 (UTC)",,,,0,,,0,,,,20,740,,,17.7,,76.9,17.5,,юго-восточный,0,,,2
1597298400,"Четверг, 13 августа
06:00 (UTC)",,,,,,,,,,,20,740,,,24.8,,53.8,,,южный,1,,,2
1597309200,"Четверг, 13 августа
09:00 (UTC)",,,13.0,,,,,,,,20,740,,,24.0,,61.3,,,северный,9,,,7
1597320000,"Четверг, 13 августа
12:00 (UTC)",,,12.0,,,,,,,,10,741,,,18.3,True,98.1,,,юго-восточный,10,,,1
1597330800,"Четверг, 13 августа
15:00 (UTC)",,,,17,,,,,,,20,740,,,22.5,,61.8,,,южный,4,,28.5,2
1597341600,"Четверг, 13 августа
18:00 (UTC)",,,,,,,,,,,20,741,,,17.0,,90.9,,,южный,2,,,1
1597352400,"Четверг, 13 августа
21:00 (UTC)",,,,,,,,,,,20,742,,,17.8,,74.9,,,южный,7,,,1
1597363200,"Пятница, 14 августа
00:00 (UTC)",,,,,,,,,,,20,741,,,17.4,,78.4,,,южный,9,,,1
1597374000,"Пятница, 14 августа
03:00 (UTC)",,,,0,,,17,,,,20,741,,,15.1,,86.7,15.0,,юго-восточный,9,,,1
1597384800,"Пятница, 14 августа
06:00 (UTC)",,,,,,,,,,,20,741,,,20.7,,56.7,,,южный,7,,,1
1597395600,"Пятница, 14 августа
09:00 (UTC)",,,,,,,,,,,20,741,,,24.6,,34.4,,,северо-западный,6,,,2
1597406400,"Пятница, 14 августа
12:00 (UTC)",,,,,,,,,,,20,740,,,25.1,,35.3,,,западный,7,,,2
1597417200,"Пятница, 14 августа
15:00 (UTC)",,,,0,,,,,,,20,740,,,23.2,,38.0,,,западный,7,,25.9,2
1597428000,"Пятница, 14 августа
18:00 (UTC)",,,,,,,,,,,20,741,,,19.0,,58.6,,,юго-западный,7,,,1
1597438800,"Пятница, 14 августа
21:00 (UTC)",,,,,,,,,,,20,742,,,15.4,,71.1,,,южный,4,,,1
1597449600,"Суббота, 15 августа
00:00 (UTC)",,,,,,,,,,,20,742,,,15.0,,79.6,,,юго-восточный,9,,,1
1597460400,"Суббота, 15 августа
03:00 (UTC)",,,,0,,,0,,,,20,742,,,14.0,,79.4,13.6,,юго-восточный,9,,,2
1597471200,"Суббота, 15 августа
06:00 (UTC)",,,,,,,,,,,20,742,,,19.5,,61.1,,,северо-западный,2,,,1
1597482000,"Суббота, 15 августа
09:00 (UTC)",,,,,,,,,,,20,742,,,23.9,,37.9,,,северо-восточный,1,,,2
1597492800,"Суббота, 15 августа
12:00 (UTC)",,,,,,,,,,,20,741,,,25.0,,32.3,,,западный,7,,,2
1597503600,"Суббота, 15 августа
15:00 (UTC)",,,,0,,,,,,,20,741,,,23.9,,33.8,,,северный,9,,25.9,1
1597514400,"Суббота, 15 августа
18:00 (UTC)",,,,,,,,,,,20,742,,,15.6,,67.9,,,восточный,2,,,1
1597525200,"Суббота, 15 августа
21:00 (UTC)",,,,,,,,,,,20,742,,,12.7,,79.8,,,юго-восточный,0,,,1
1597536000,"Воскресенье, 16 августа
00:00 (UTC)",,,,,,,,,,,20,742,,,9.8,,93.5,,,северо-восточный,0,,,1
1597546800,"Воскресенье, 16 августа
03:00 (UTC)",,,,0,,,0,,,,20,742,,,11.8,,91.1,9.3,,юго-восточный,7,,,1
1597557600,"Воскресенье, 16 августа
06:00 (UTC)",,,,,,,,,,,20,742,,,20.3,,47.2,,,северо-восточный,0,,,2
1597568400,"Воскресенье, 16 августа
09:00 (UTC)",,,,,,,,,,,20,742,,,24.5,,30.0,,,восточный,0,,,3
1597579200,"Воскресенье, 16 августа
12:00 (UTC)",,,,,,,,,,,20,741,,,25.8,,27.0,,,северный,4,,,1
1597590000,"Воскресенье, 16 августа
15:00 (UTC)",,,,0,,,,,,,20,741,,,24.5,,25.9,,,северный,4,,26.5,3
1597600800,"Воскресенье, 16 августа
18:00 (UTC)",,,,,,,,,,,20,742,,,16.5,,49.5,,,северо-восточный,0,,,2
1597611600,"Воскресенье, 16 августа
21:00 (UTC)",,,,,,,,,,,20,742,,,10.7,,74.2,,,северо-восточный,0,,,1
1597622400,"Понедельник, 17 августа
00:00 (UTC)",,,,,,,,,,,20,742,,,10.1,,74.6,,,восточный,0,,,1
1597633200,"Понедельник, 17 августа
03:00 (UTC)",,,,0,,,0,,,,20,743,,,9.0,,90.9,8.1,,,0,,,0
1597644000,"Понедельник, 17 августа
06:00 (UTC)",,,,,,,,,,,20,743,,,22.1,,30.4,,,восточный,0,,,3
1597654800,"Понедельник, 17 августа
09:00 (UTC)",,,,,,,,,,,20,742,,,26.2,,22.8,,,северо-восточный,0,,,3
1597665600,"Понедельник, 17 августа
12:00 (UTC)",,,,,,,,,,,20,742,,,28.3,,21.0,,,северный,0,,,2
1597676400,"Понедельник, 17 августа
15:00 (UTC)",,,,0,,,,,,,20,741,,,27.1,,24.0,,,северо-восточный,0,,28.4,2
1597687200,"Понедельник, 17 августа
18:00 (UTC)",,,,,,,,,,,20,741,,,15.4,,63.9,,,восточный,0,,,1
1597698000,"Понедельник, 17 августа
21:00 (UTC)",,,,,,,,,,,20,741,,,16.1,,63.2,,,юго-восточный,0,,,2
1597708800,"Вторник, 18 августа
00:00 (UTC)",,,,,,,,,,,20,741,,,14.4,,66.8,,,юго-восточный,0,,,2
1597719600,"Вторник, 18 августа
03:00 (UTC)",,,,0,,,0,,,,20,741,,,14.4,,63.2,13.9,,южный,0,,,3
1597730400,"Вторник, 18 августа
06:00 (UTC)",,,,,,,,,,,20,741,,,22.1,,40.6,,,северо-восточный,0,,,1
1597741200,"Вторник, 18 августа
09:00 (UTC)",,,,,,,,,,,20,740,,,28.9,,24.5,,,северо-восточный,0,,,3
1597752000,"Вторник, 18 августа
12:00 (UTC)",,,,,,,,,,,20,739,,,30.7,,18.5,,,северный,0,,,3
1597762800,"Вторник, 18 августа
15:00 (UTC)",,,,0,,,,,,,20,738,,,29.8,,19.1,,,северо-восточный,0,,31.2,2
1597773600,"Вторник, 18 августа
18:00 (UTC)",,,,,,,,,,,20,738,,,17.4,,63.0,,,юго-восточный,0,,,1
1597784400,"Вторник, 18 августа
21:00 (UTC)",,,,,,,,,,,20,738,,,17.7,,57.8,,,юго-восточный,0,,,2
1597795200,"Среда, 19 августа
00:00 (UTC)",,,,,,,,,,,20,738,,,17.3,,53.6,,,южный,0,,,4
1597806000,"Среда, 19 августа
03:00 (UTC)",,,,0,,,0,,,,20,738,,,16.7,,55.7,16.5,,южный,0,,,3
1597816800,"Среда, 19 августа
06:00 (UTC)",,,,,,,,,,,20,738,,,23.8,,38.7,,,юго-восточный,0,,,1
1597827600,"Среда, 19 августа
09:00 (UTC)",,,,,,,,,,,20,737,,,30.8,,21.3,,,восточный,0,,,3
1597838400,"Среда, 19 августа
12:00 (UTC)",,,,,,,,,,,20,736,,,32.8,,17.6,,,северо-восточный,0,,,3
1597849200,"Среда, 19 августа
15:00 (UTC)",,,,0,,,,,,,20,736,,,32.0,,16.7,,,северный,0,,33.2,2
1597860000,"Среда, 19 августа
18:00 (UTC)",,,,,,,,,,,20,736,,,23.1,,48.3,,,юго-восточный,0,,,2
1597870800,"Среда, 19 августа
21:00 (UTC)",,,,,,,,,,,20,736,,,20.0,,55.8,,,южный,0,,,3
1597881600,"Четверг, 20 августа
00:00 (UTC)",,,,,,,,,,,20,736,,,18.3,,59.6,,,юго-восточный,0,,,2
1597892400,"Четверг, 20 августа
03:00 (UTC)",,,,0,,,0,,,,20,736,,,16.5,,66.3,16.4,,юго-восточный,0,,,2
1597903200,"Четверг, 20 августа
06:00 (UTC)",,,,,,,,,,,20,736,,,24.4,,42.9,,,восточный,1,,,1
1597914000,"Четверг, 20 августа
09:00 (UTC)",,,,,,,,,,,20,735,,,31.7,,27.0,,,восточный,6,,,3
1597924800,"Четверг, 20 августа
12:00 (UTC)",,,,,,,,,,,20,735,,,33.9,,14.1,,,восточный,7,,,3
1597935600,"Четверг, 20 августа
15:00 (UTC)",,,,0,,,,,,,20,734,,,31.3,,30.3,,,западный,7,,35.2,2
1597946400,"Четверг, 20 августа
18:00 (UTC)",,,,,,,,,,,20,735,,,22.1,,67.0,,,южный,7,,,1
1597957200,"Четверг, 20 августа
21:00 (UTC)",,,,,,,,,,,20,736,,,20.5,,78.3,,,,9,,,0
1597968000,"Пятница, 21 августа
00:00 (UTC)",,True,,,,,,,,,10,737,,,19.4,,89.3,,,юго-западный,10,,,1
1597978800,"Пятница, 21 августа
03:00 (UTC)",,,,3,,,3,,,,10,737,,,18.8,True,92.7,18.5,,юго-восточный,10,,,1
1597989600,"Пятница, 21 августа
06:00 (UTC)",,,,,,,,,,,20,738,,,20.2,,83.4,,True,юго-восточный,10,,,1
1598000400,"Пятница, 21 августа
09:00 (UTC)",,,,,,,,True,,,20,738,,,23.1,,72.5,,,северный,9,,,2
1598011200,"Пятница, 21 августа
12:00 (UTC)",,,,,True,,,,,,20,737,,,25.5,,53.9,,,восточный,9,,,2
1598022000,"Пятница, 21 августа
15:00 (UTC)",,True,,0.3,,,,,,,10,739,,,20.2,,79.3,,,юго-восточный,10,,25.9,1
1598032800,"Пятница, 21 августа
18:00 (UTC)",,,,,,True,,,,,20,740,,,18.1,,88.1,,,восточный,10,,,2
1598043600,"Пятница, 21 августа
21:00 (UTC)",,,,,,,,,,,20,739,,,18.0,,89.2,,,восточный,10,,,1
1598054400,"Суббота, 22 августа
00:00 (UTC)",,,,,,,,,,,20,739,,,17.0,,91.5,,,северный,10,,,1
1598065200,"Суббота, 22 августа
03:00 (UTC)",,,,4,,,4,,,,20,739,,,16.0,,92.0,15.9,,восточный,7,,,1
1598076000,"Суббота, 22 августа
06:00 (UTC)",,,,,,,,,,,20,739,,,22.5,,61.4,,,восточный,1,,,3
1598086800,"Суббота, 22 августа
09:00 (UTC)",,,10.0,,,,,,,,20,739,,,26.2,,42.3,,,восточный,1,,,4
1598097600,"Суббота, 22 августа
12:00 (UTC)",,,,,,,,,,,20,739,,,27.9,,31.2,,,восточный,2,,,4
1598108400,"Суббота, 22 августа
15:00 (UTC)",,,11.0,0.3,,,,True,,,20,739,,,22.9,,54.7,,,северо-восточный,6,,28.2,1
1598119200,"Суббота, 22 августа
18:00 (UTC)",,,,,,,,True,,,20,739,,,15.9,,82.4,,,восточный,4,,,1
1598130000,"Суббота, 22 августа
21:00 (UTC)",,,,,,,,,,,20,739,,,13.8,,84.9,,,восточный,0,,,1
1598140800,"Воскресенье, 23 августа
00:00 (UTC)",,,,,,,,,,,20,740,,,12.4,,88.8,,,северо-восточный,2,,,1
1598151600,"Воскресенье, 23 августа
03:00 (UTC)",,,,0,,,0.3,,,,20,739,,,11.8,,87.5,11.7,,юго-восточный,2,,,1
1598162400,"Воскресенье, 23 августа
06:00 (UTC)",,,,,,,,,,,20,740,,,22.5,,48.5,,,северный,2,,,1
1598173200,"Воскресенье, 23 августа
09:00 (UTC)",,,,,,,,,,,20,739,,,27.1,,30.3,,,северо-восточный,1,,,4
1598184000,"Воскресенье, 23 августа
12:00 (UTC)",,,,,,,,,,,20,739,,,28.3,,26.9,,,северо-восточный,2,,,3
1598194800,"Воскресенье, 23 августа
15:00 (UTC)",,,,0,,,,,,,20,739,,,26.5,,24.3,,,северо-восточный,1,,28.3,3
1598205600,"Воскресенье, 23 августа
18:00 (UTC)",,,,,,,,,,,20,740,,,17.5,,51.1,,,восточный,6,,,2
1598216400,"Воскресенье, 23 августа
21:00 (UTC)",,,,,,,,,,,20,741,,,14.4,,66.3,,,северный,2,,,1
1598227200,"Понедельник, 24 августа
00:00 (UTC)",,,,,,,,,,,20,741,,,10.5,,86.8,,,,0,,,0
1598238000,"Понедельник, 24 августа
03:00 (UTC)",,,,0,,,0,,,,20,741,,,12.8,,79.3,9.7,,юго-восточный,0,,,1
1598248800,"Понедельник, 24 августа
06:00 (UTC)",,,,,,,,,,,20,742,,,23.8,,34.0,,,восточный,0,,,3
1598259600,"Понедельник, 24 августа
09:00 (UTC)",,,,,,,,,,,20,742,,,27.9,,21.5,,,северо-восточный,0,,,4
1598270400,"Понедельник, 24 августа
12:00 (UTC)",,,,,,,,,,,20,741,,,29.6,,18.7,,,северо-восточный,0,,,3
1598281200,"Понедельник, 24 августа
15:00 (UTC)",,,,0,,,,,,,20,741,,,28.0,,19.8,,,северо-восточный,0,,29.6,2
1598292000,"Понедельник, 24 августа
18:00 (UTC)",,,,,,,,,,,20,742,,,16.4,,56.4,,,восточный,0,,,1
1598302800,"Понедельник, 24 августа
21:00 (UTC)",,,,,,,,,,,20,742,,,14.4,,66.8,,,юго-восточный,0,,,1
1598313600,"Вторник, 25 августа
00:00 (UTC)",,,,,,,,,,,20,742,,,13.7,,72.3,,,юго-восточный,0,,,1
1598324400,"Вторник, 25 августа
03:00 (UTC)",,,,0,,,0,,,,20,742,,,13.4,,72.2,12.3,,восточный,0,,,1
1598335200,"Вторник, 25 августа
06:00 (UTC)",,,,,,,,,,,20,741,,,21.8,,47.3,,,северо-восточный,0,,,1
1598346000,"Вторник, 25 августа
09:00 (UTC)",,,,,,,,,,,20,741,,,29.4,,25.4,,,восточный,0,,,2
1598356800,"Вторник, 25 августа
12:00 (UTC)",,,12.0,,,,,,,,20,740,,,31.5,,14.2,,,южный,0,,,1
1598367600,"Вторник, 25 августа
15:00 (UTC)",,,,0,,,,,,,20,739,,,30.6,,17.6,,,северный,0,,32.5,1
1598378400,"Вторник, 25 августа
18:00 (UTC)",,,,,,,,,,,20,739,,,21.8,,37.6,,,юго-восточный,0,,,1
1598389200,"Вторник, 25 августа
21:00 (UTC)",,,,,,,,,,,20,739,,,17.7,,65.2,,,юго-восточный,0,,,2
1598400000,"Среда, 26 августа
00:00 (UTC)",,,,,,,,,,,20,739,,,16.1,,68.9,,,юго-восточный,0,,,2
1598410800,"Среда, 26 августа
03:00 (UTC)",,,,0,,,0,,,,20,739,,,14.7,,74.4,14.0,,южный,0,,,2
1598421600,"Среда, 26 августа
06:00 (UTC)",,,,,,,,,,,20,740,,,24.3,,42.3,,,южный,0,,,3
1598432400,"Среда, 26 августа
09:00 (UTC)",,,,,,,,,,,20,739,,,30.2,,29.2,,,западный,0,,,2
1598443200,"Среда, 26 августа
12:00 (UTC)",,,,,,,,,,,20,739,,,31.5,,23.5,,,северо-западный,0,,,1
