timestamp,date,Дождь (незамерзающий),Зарница,Гроза слабая или умеренная (возможен дождь или снег),"Порывы, м/с",Дождь (незамерзающий) слабый непрерывный,"Осадки за 12 часов, мм",Ливневый дождь,"Осадки за 24 часа, мм",Дымка (видимость больше 1 км),Ливневой дождь слабый,Туман без изменений (небо не видно),Мгла,Дождь (незамерзающий) слабый с перерывами,Ухудшение видимости из-за дыма или вулканического пепла,"Горизонтальная видимость, км","Атмосферное давление на уровне станции, мм рт.ст.","Гроза, дождь умеренный или сильный",Туман начался (усилился). Небо не видно,Ливневой дождь умеренный или сильный,"Гроза, но без осадков","Температура воздуха, °C","Гроза, дождь слабый","Относительная влажность, %","Минимальная температура, °C","Пыль, песок или брызги, поднятые ветром",Количество облаков не изменилось,Направление ветра,Балл общей облачности,Гроза,"Максимальная температура, °C","Средняя скорость ветра, м/с"
1591563600,"Воскресенье, 7 июня
21:00 (UTC)",,,,,,,,,,,,,,,10,764,,,,,18.4,,67.6,,,,,0.0,,,0
1591574400,"Понедельник, 8 июня
00:00 (UTC)",,,,,,,,,,,,,,,10,764,,,,,16.1,,79.2,,,,,2.0,,,0
1591585200,"Понедельник, 8 июня
03:00 (UTC)",,,,,,0,,0,,,,,,,10,764,,,,,23.9,,50.1,15.6,,,северо-восточный,0.0,,,1
1591596000,"Понедельник, 8 июня
06:00 (UTC)",,,,,,,,,,,,,,,10,764,,,,,30.4,,25.2,,,,восточный,0.0,,,2
1591606800,"Понедельник, 8 июня
09:00 (UTC)",,,,,,,,,,,,,,,10,763,,,,,32.6,,17.2,,,,северо-восточный,1.0,,,2
1591617600,"Понедельник, 8 июня
12:00 (UTC)",,,,,,,,,,,,,,,10,763,,,,,33.0,,21.6,,,,восточный,1.0,,,3
1591628400,"Понедельник, 8 июня
15:00 (UTC)",,,,,,0,,,,,,,,,10,762,,,,,31.2,,22.3,,,,юго-восточный,0.0,,33.6,3
1591639200,"Понедельник, 8 июня
18:00 (UTC)",,,,,,,,,,,,,,,10,763,,,,,24.1,,47.0,,,,восточный,0.0,,,1
1591650000,"Понедельник, 8 июня
21:00 (UTC)",,,,,,,,,,,,,,,10,762,,,,,19.8,,74.8,,,,восточный,0.0,,,1
1591660800,"Вторник, 9 июня
00:00 (UTC)",,,,,,,,,True,,,,,,4,763,,,,,16.7,,88.6,,,,,0.0,,,0
1591671600,"Вторник, 9 июня
03:00 (UTC)",,,,,,0,,0,,,,,,,10,763,,,,,23.0,,75.3,16.1,,,северный,0.0,,,1
1591682400,"Вторник, 9 июня
06:00 (UTC)",,,,,,,,,,,,,,,10,764,,,,,32.1,,20.2,,,,восточный,0.0,,,2
1591693200,"Вторник, 9 июня
09:00 (UTC)",,,,,,,,,,,,,,,10,764,,,,,34.2,,14.9,,,,восточный,0.0,,,2
1591704000,"Вторник, 9 июня
12:00 (UTC)",,,,,,,,,,,,,,,10,764,,,,,33.7,,14.5,,,,юго-восточный,1.0,,,5
1591714800,"Вторник, 9 июня
15:00 (UTC)",,,,,,0,,,,,,,,,10,763,,,,,31.9,,23.4,,,,юго-восточный,0.0,,34.6,2
1591725600,"Вторник, 9 июня
18:00 (UTC)",,,,,,,,,,,,,,,10,764,,,,,24.8,,44.8,,,,восточный,0.0,,,1
1591736400,"Вторник, 9 июня
21:00 (UTC)",,,,,,,,,,,,,,,10,764,,,,,21.0,,57.9,,,,восточный,0.0,,,1
1591747200,"Среда, 10 июня
00:00 (UTC)",,,,,,,,,,,,,,,10,763,,,,,20.4,,83.4,,,,северо-восточный,0.0,,,1
1591758000,"Среда, 10 июня
03:00 (UTC)",,,,,,0,,0,,,,,,,10,764,,,,,24.9,,68.9,19.8,,,северо-восточный,0.0,,,2
1591768800,"Среда, 10 июня
06:00 (UTC)",,,,,,,,,,,,,,,10,764,,,,,33.0,,21.2,,,,северо-восточный,0.0,,,3
1591779600,"Среда, 10 июня
09:00 (UTC)",,,,12.0,,,,,,,,,,,10,763,,,,,34.4,,27.7,,True,,восточный,0.0,,,4
1591790400,"Среда, 10 июня
12:00 (UTC)",,,,10.0,,,,,,,,,,,10,763,,,,,33.9,,19.4,,,,юго-восточный,1.0,,,5
1591801200,"Среда, 10 июня
15:00 (UTC)",,,,,,0,,,,,,,,,10,763,,,,,32.8,,17.8,,,,восточный,1.0,,35.6,2
1591812000,"Среда, 10 июня
18:00 (UTC)",,,,,,,,,,,,,,,10,764,,,,,25.1,,55.6,,,,восточный,1.0,,,1
1591822800,"Среда, 10 июня
21:00 (UTC)",,,,,,,,,,,,,,,10,762,,,,,24.0,,67.4,,,,северо-восточный,0.0,,,2
1591833600,"Четверг, 11 июня
00:00 (UTC)",,,,,,,,,,,,,,,10,762,,,,,23.7,,52.1,,,,северо-восточный,4.0,,,2
1591844400,"Четверг, 11 июня
03:00 (UTC)",,,,,,0,,0,,,,,,,10,762,,,,,25.8,,63.3,22.9,,,восточный,4.0,,,1
1591855200,"Четверг, 11 июня
06:00 (UTC)",,,,,,,,,,,,,,,10,761,,,,,33.9,,20.3,,,,восточный,6.0,,,4
1591866000,"Четверг, 11 июня
09:00 (UTC)",,,,10.0,,,,,,,,,,,10,761,,,,,35.0,,17.2,,,,юго-восточный,2.0,,,6
1591876800,"Четверг, 11 июня
12:00 (UTC)",,,,11.0,,,,,,,,,,,10,760,,,,,35.2,,14.7,,,,восточный,4.0,,,4
1591887600,"Четверг, 11 июня
15:00 (UTC)",,,,10.0,,0,,,,,,,,,10,760,,,,,32.2,,24.7,,,,восточный,2.0,,35.7,4
1591898400,"Четверг, 11 июня
18:00 (UTC)",,,,,,,,,,,,,,,10,760,,,,,25.5,,45.6,,,,северо-восточный,4.0,,,1
1591909200,"Четверг, 11 июня
21:00 (UTC)",,,,,,,,,,,,,,,10,759,,,,,25.8,,48.7,,,,северо-восточный,0.0,,,3
1591920000,"Пятница, 12 июня
00:00 (UTC)",,,,,,,,,,,,,,,10,758,,,,,24.6,,49.0,,,,северо-восточный,1.0,,,3
1591930800,"Пятница, 12 июня
03:00 (UTC)",,,,,,0,,0,,,,,,,10,758,,,,,26.4,,61.1,23.5,,,восточный,1.0,,,2
1591941600,"Пятница, 12 июня
06:00 (UTC)",,,,,,,,,,,,,,,10,758,,,,,34.2,,21.6,,,,восточный,1.0,,,4
1591952400,"Пятница, 12 июня
09:00 (UTC)",,,,,,,,,,,,,,,10,758,,,,,35.8,,15.9,,,,юго-восточный,4.0,,,5
1591963200,"Пятница, 12 июня
12:00 (UTC)",,,,,,,,,,,,,,,10,757,,,,,35.7,,12.4,,,,юго-восточный,1.0,,,5
1591974000,"Пятница, 12 июня
15:00 (UTC)",,,,,,0,,,,,,,,,10,757,,,,,34.3,,15.4,,,,восточный,1.0,,36.8,2
1591984800,"Пятница, 12 июня
18:00 (UTC)",,,,,,,,,,,,,,,10,757,,,,,26.4,,47.3,,,,северо-восточный,0.0,,,1
1591995600,"Пятница, 12 июня
21:00 (UTC)",,,,,,,,,,,,,,,10,757,,,,,21.9,,71.9,,,,северо-восточный,0.0,,,1
1592006400,"Суббота, 13 июня
00:00 (UTC)",,,,,,,,,,,,,,,10,756,,,,,24.6,,56.2,,,,северный,0.0,,,3
1592017200,"Суббота, 13 июня
03:00 (UTC)",,,,,,0,,0,,,,,,,10,756,,,,,26.8,,34.8,20.7,,,северо-восточный,0.0,,,2
1592028000,"Суббота, 13 июня
06:00 (UTC)",,,,,,,,,,,,,,,10,756,,,,,35.2,,19.1,,,,восточный,1.0,,,4
1592038800,"Суббота, 13 июня
09:00 (UTC)",,,,,,,,,,,,,,,10,755,,,,,37.7,,14.7,,,,восточный,2.0,,,3
1592049600,"Суббота, 13 июня
12:00 (UTC)",,,,10.0,,,,,,,,,,,10,755,,,,,37.4,,13.5,,,,восточный,2.0,,,4
1592060400,"Суббота, 13 июня
15:00 (UTC)",,,,,,0,,,,,,,,,10,756,,,,,34.4,,23.9,,,,восточный,6.0,,38.3,3
1592071200,"Суббота, 13 июня
18:00 (UTC)",,,,,,,,,,,,,,,10,756,,,,,26.5,,51.8,,,,,7.0,,,0
1592082000,"Суббота, 13 июня
21:00 (UTC)",,,,,,,,,,,,,,,10,756,,,,,24.6,,67.1,,,,северо-восточный,6.0,,,1
1592092800,"Воскресенье, 14 июня
00:00 (UTC)",,,,10.0,,,,,,,,,,,10,757,,,,,26.4,,44.6,,,,северо-западный,9.0,,,1
1592103600,"Воскресенье, 14 июня
03:00 (UTC)",,,,,,0,,0,,,,,,,10,757,,,,,27.4,,61.7,22.8,,,северо-восточный,9.0,,,2
1592114400,"Воскресенье, 14 июня
06:00 (UTC)",,,,,,,,,,,,,,,10,758,,,,,31.7,,44.1,,,,восточный,9.0,,,3
1592125200,"Воскресенье, 14 июня
09:00 (UTC)",,,,,,,,,,,,,,,10,759,,,,,33.0,,33.4,,,,северо-восточный,9.0,,,3
1592136000,"Воскресенье, 14 июня
12:00 (UTC)",,,,,,,,,,,,,,,10,758,,,,,34.2,,31.3,,,,северо-восточный,9.0,,,3
1592146800,"Воскресенье, 14 июня
15:00 (UTC)",,,,10.0,,0,,,,,,,,,10,758,,,,,32.5,,28.3,,,,северо-восточный,7.0,,34.9,3
1592157600,"Воскресенье, 14 июня
18:00 (UTC)",,,,,,,,,,,,,,,10,759,,,,,29.6,,31.4,,,,северо-восточный,6.0,,,3
1592168400,"Воскресенье, 14 июня
21:00 (UTC)",,,,13.0,,,,,,,,,,,10,759,,,,,28.8,,22.2,,,,северо-восточный,4.0,,,6
1592179200,"Понедельник, 15 июня
00:00 (UTC)",,,,13.0,,,,,,,,,,,10,760,,,,,25.9,,28.4,,,,северо-восточный,6.0,,,5
1592190000,"Понедельник, 15 июня
03:00 (UTC)",,,,12.0,,0,,0,,,,,,,10,761,,,,,24.1,,36.5,23.9,,,северо-восточный,9.0,,,6
1592200800,"Понедельник, 15 июня
06:00 (UTC)",,,,13.0,,,,,,,,,,,10,762,,,,,26.5,,31.8,23.8,,,северо-восточный,9.0,,,5
1592211600,"Понедельник, 15 июня
09:00 (UTC)",,,,13.0,,,,,,,,,,,10,762,,,,,28.9,,24.6,,True,,северо-восточный,10.0,,,6
1592222400,"Понедельник, 15 июня
12:00 (UTC)",,,,14.0,,,,,,,,True,,,2,761,,,,,30.0,,23.3,,,,северо-восточный,9.0,,,5
1592233200,"Понедельник, 15 июня
15:00 (UTC)",,,,13.0,,0,,,,,,,,,10,760,,,,,28.9,,23.0,,,,северо-восточный,7.0,,30.3,4
1592244000,"Понедельник, 15 июня
18:00 (UTC)",,,,11.0,,,,,,,,,,,10,761,,,,,25.4,,35.4,,,,северо-восточный,6.0,,,3
1592254800,"Понедельник, 15 июня
21:00 (UTC)",,,,,,,,,,,,,,,10,761,,,,,25.0,,30.6,,,,северо-восточный,0.0,,,4
1592265600,"Вторник, 16 июня
00:00 (UTC)",,,,,,,,,,,,,,,10,761,,,,,23.2,,32.4,,,,северный,7.0,,,4
1592276400,"Вторник, 16 июня
03:00 (UTC)",,,,10.0,,0,,0,,,,,,,10,761,,,,,23.8,,42.8,22.2,,,северо-восточный,6.0,,,5
1592287200,"Вторник, 16 июня
06:00 (UTC)",,,,13.0,,,,,,,,,,,10,762,,,,,28.1,,39.9,,True,,северо-восточный,7.0,,,5
1592298000,"Вторник, 16 июня
09:00 (UTC)",,,,12.0,,,,,,,,,,,10,762,,,,,29.0,,26.6,,True,,восточный,7.0,,,5
1592308800,"Вторник, 16 июня
12:00 (UTC)",,,,11.0,,,,,,,,,,,10,762,,,,,26.8,,29.0,,,,северо-восточный,9.0,,,4
1592319600,"Вторник, 16 июня
15:00 (UTC)",,,,10.0,,0,,,,,,,,,10,762,,,,,25.7,,38.4,,,,северо-восточный,9.0,,29.4,2
1592330400,"Вторник, 16 июня
18:00 (UTC)",,,,,,,,,,,,,,,10,762,,,,,24.1,,38.2,,,,восточный,9.0,,,2
1592341200,"Вторник, 16 июня
21:00 (UTC)",,,,,,,,,,,,,,,10,762,,,,,23.4,,37.8,,,,северо-восточный,9.0,,,3
1592352000,"Среда, 17 июня
00:00 (UTC)",,,,,,,,,,,,,,,10,761,,,,,22.7,,44.8,,,,северо-восточный,7.0,,,4
1592362800,"Среда, 17 июня
03:00 (UTC)",,,,,,0,,0,,,,,,,10,762,,,,,23.1,,61.5,20.9,,,северо-восточный,4.0,,,2
1592373600,"Среда, 17 июня
06:00 (UTC)",,,,,,,,,,,,,,,10,762,,,,,29.7,,31.4,,,,восточный,6.0,,,3
1592384400,"Среда, 17 июня
09:00 (UTC)",,,,,,,,,,,,,,,10,762,,,,,31.2,,23.6,,,,восточный,7.0,,,4
1592395200,"Среда, 17 июня
12:00 (UTC)",,,,10.0,,,,,,,,,,,10,762,,,,,30.9,,15.9,,,,восточный,9.0,,,4
1592406000,"Среда, 17 июня
15:00 (UTC)",,,,,,0,,,,,,,,,10,761,,,,,28.8,,19.8,,,,северо-восточный,9.0,,32.1,2
1592416800,"Среда, 17 июня
18:00 (UTC)",,,,,,,,,,,,,,,10,762,,,,,23.9,,45.1,,,,северо-восточный,6.0,,,1
1592427600,"Среда, 17 июня
21:00 (UTC)",,,,,,,,,,,,,,,10,761,,,,,21.0,,57.5,,,,северо-восточный,0.0,,,1
1592438400,"Четверг, 18 июня
00:00 (UTC)",,,,,,,,,,,,,,,10,761,,,,,20.3,,65.4,,,,северо-восточный,4.0,,,2
1592449200,"Четверг, 18 июня
03:00 (UTC)",,,,,,0,,0,,,,,,,10,761,,,,,23.6,,35.6,20.2,,,северо-восточный,6.0,,,4
1592460000,"Четверг, 18 июня
06:00 (UTC)",,,,10.0,,,,,,,,,,,10,761,,,,,30.0,,27.6,,,,восточный,7.0,,,5
1592470800,"Четверг, 18 июня
09:00 (UTC)",,,,11.0,,,,,,,,,,,10,761,,,,,32.1,,22.9,,,,восточный,9.0,,,5
1592481600,"Четверг, 18 июня
12:00 (UTC)",,,,,,,,,,,,,,,10,761,,,,,30.8,,25.5,,,,юго-восточный,9.0,,,3
1592492400,"Четверг, 18 июня
15:00 (UTC)",,,,,,0,,,,,,,,,10,760,,,,,31.1,,16.6,,,,восточный,9.0,,32.7,2
1592503200,"Четверг, 18 июня
18:00 (UTC)",,,,,,,,,,,,,,,10,760,,,,,22.0,,48.7,,,,,9.0,,,0
1592514000,"Четверг, 18 июня
21:00 (UTC)",,,,,,,,,,,,,,,10,760,,,,,19.1,,68.2,,,,северный,1.0,,,1
1592524800,"Пятница, 19 июня
00:00 (UTC)",,,,,,,,,,,,,,,10,760,,,,,19.0,,65.5,,,,,9.0,,,0
1592535600,"Пятница, 19 июня
03:00 (UTC)",,,,,,0,,0,,,,,,,10,759,,,,,25.0,,33.9,18.2,,,северо-восточный,9.0,,,3
1592546400,"Пятница, 19 июня
06:00 (UTC)",,,,,,,,,,,,,,,10,760,,,,,29.8,,25.7,,,,северо-восточный,9.0,,,2
1592557200,"Пятница, 19 июня
09:00 (UTC)",,,,,,,,,,,,,,,10,759,,,,,32.9,,24.2,,,,восточный,9.0,,,4
1592568000,"Пятница, 19 июня
12:00 (UTC)",,,,10.0,,,,,,,,,,,10,759,,,,,34.0,,17.7,,,,восточный,7.0,,,4
1592578800,"Пятница, 19 июня
15:00 (UTC)",,,,,,0,,,,,,,,,10,759,,,,,32.0,,23.0,,,,юго-восточный,9.0,,34.2,2
1592589600,"Пятница, 19 июня
18:00 (UTC)",,,,,,,,,,,,,,,10,759,,,,,26.5,,47.7,,,,северо-восточный,9.0,,,1
1592600400,"Пятница, 19 июня
21:00 (UTC)",,,,,,,True,,,,,,,,10,758,,,,,29.2,,29.5,,,,северо-восточный,9.0,,,3
1592611200,"Суббота, 20 июня
00:00 (UTC)",,,,,,,,,,,,,,,10,758,,,,,26.9,,34.4,,,True,северо-восточный,9.0,,,2
1592622000,"Суббота, 20 июня
03:00 (UTC)",,,,,,менее 0.1,,менее 0.1,,,,,,,10,758,,,,,28.1,,41.5,25.5,,,восточный,9.0,,,3
1592632800,"Суббота, 20 июня
06:00 (UTC)",,,,,,,,,,,,,,,10,758,,,,,32.3,,29.2,,,,северо-восточный,9.0,,,3
1592643600,"Суббота, 20 июня
09:00 (UTC)",,,,,,,,,,,,,,,10,758,,,,,33.0,,33.9,,,,восточный,9.0,,,3
1592654400,"Суббота, 20 июня
12:00 (UTC)",,,,,,,,,,,,,,,10,757,,,,,36.4,,16.0,,,,восточный,7.0,,,4
1592665200,"Суббота, 20 июня
15:00 (UTC)",,,,10.0,,0,,,,,,,,,10,757,,,,,31.1,,34.2,,,,восточный,9.0,,36.4,2
1592676000,"Суббота, 20 июня
18:00 (UTC)",,,,,,,,,,,,,,,10,757,,,,,27.0,,49.0,,,,северо-восточный,9.0,,,2
1592686800,"Суббота, 20 июня
21:00 (UTC)",,,,,,,,,,,,,,,10,756,,,,,25.3,,52.2,,,,северо-западный,9.0,,,1
1592697600,"Воскресенье, 21 июня
00:00 (UTC)",,,,,,,,,,,,,,,10,755,,,,,25.3,,38.1,,,,северный,9.0,,,2
1592708400,"Воскресенье, 21 июня
03:00 (UTC)",,,,,,0,,0,,,,,,,10,755,,,,,25.8,,35.5,23.1,,,восточный,9.0,,,2
1592719200,"Воскресенье, 21 июня
06:00 (UTC)",,,,,,,,,,,,,,,10,755,,,,,30.5,,33.4,,,,,10.0,,,0
1592730000,"Воскресенье, 21 июня
09:00 (UTC)",,,,,,,,,,,,,,,10,755,,,,,35.2,,19.9,,,True,южный,9.0,,,2
1592740800,"Воскресенье, 21 июня
12:00 (UTC)",,,,,,,,,,,,,,,10,755,,,,,32.3,,26.8,,,True,северо-восточный,9.0,,,2
1592751600,"Воскресенье, 21 июня
15:00 (UTC)",,,,,,менее 0.1,,,,,,,,,10,755,,,,,31.6,,28.4,,,,восточный,9.0,,36.6,1
1592762400,"Воскресенье, 21 июня
18:00 (UTC)",,,,,,,,,,,,,,,10,755,,,,,26.4,,44.9,,,,,9.0,,,0
1592773200,"Воскресенье, 21 июня
21:00 (UTC)",,,,,,,,,,,,,,,10,755,,,,,23.3,,62.7,,,,северо-восточный,9.0,,,1
1592784000,"Понедельник, 22 июня
00:00 (UTC)",,,,,,,,,,,,,,,10,755,,,,,22.3,,60.1,,,,юго-восточный,4.0,,,1
1592794800,"Понедельник, 22 июня
03:00 (UTC)",,,,,,0,,менее 0.1,,,,,,,10,755,,,,,27.1,,44.0,20.7,,,,7.0,,,0
1592805600,"Понедельник, 22 июня
06:00 (UTC)",,,,,,,,,,,,,,,10,756,,,,,31.2,,34.0,,,,восточный,9.0,,,2
1592816400,"Понедельник, 22 июня
09:00 (UTC)",,,,,,,,,,,,,,,10,757,,,,,33.7,,27.1,,,,северо-восточный,6.0,,,2
1592827200,"Понедельник, 22 июня
12:00 (UTC)",,,,,,,,,,,,,,,10,757,,,,,34.1,,21.9,,,,восточный,6.0,,,2
1592838000,"Понедельник, 22 июня
15:00 (UTC)",,,,,,0,,,,,,,,,10,758,,,,,31.6,,28.4,,,,юго-восточный,6.0,,34.9,3
1592848800,"Понедельник, 22 июня
18:00 (UTC)",,,,,,,,,,,,,,,10,759,,,,,26.8,,50.3,,,,,7.0,,,0
1592859600,"Понедельник, 22 июня
21:00 (UTC)",,,,,,,,,,,,,,,10,760,,,,,25.3,,55.3,,,,северо-восточный,4.0,,,2
1592870400,"Вторник, 23 июня
00:00 (UTC)",,,,,,,,,,,,,,,10,761,,,,,23.5,,23.0,,,,северо-восточный,2.0,,,4
1592881200,"Вторник, 23 июня
03:00 (UTC)",,,,,,0,,0,,,,,,,10,762,,,,,22.9,,30.2,21.6,,,восточный,7.0,,,2
1592892000,"Вторник, 23 июня
06:00 (UTC)",,,,,,,,,,,,,,,10,764,,,,,26.2,,24.4,,,,северо-восточный,7.0,,,4
1592902800,"Вторник, 23 июня
09:00 (UTC)",,,,,,,,,,,,,,,10,764,,,,,29.3,,18.7,,,,северо-восточный,2.0,,,3
1592913600,"Вторник, 23 июня
12:00 (UTC)",,,,,,,,,,,,,,,10,763,,,,,31.0,,15.7,,,,восточный,4.0,,,3
1592924400,"Вторник, 23 июня
15:00 (UTC)",,,,,,0,,,,,,,,,10,763,,,,,29.9,,21.5,,,,восточный,6.0,,31.5,2
1592935200,"Вторник, 23 июня
18:00 (UTC)",,,,,,,,,,,,,,,10,763,,,,,23.4,,48.4,,,,восточный,1.0,,,1
1592946000,"Вторник, 23 июня
21:00 (UTC)",,,,,,,,,,,,,,,10,762,,,,,20.9,,57.9,,,,северо-восточный,0.0,,,1
1592956800,"Среда, 24 июня
00:00 (UTC)",,,,,,,,,,,,,,,10,762,,,,,18.8,,69.0,,,,северо-восточный,2.0,,,1
1592967600,"Среда, 24 июня
03:00 (UTC)",,,,,,0,,0,,,,,,,10,761,,,,,23.2,,44.0,17.8,,,северо-восточный,7.0,,,2
1592978400,"Среда, 24 июня
06:00 (UTC)",,,,,,,,,,,,,,,10,761,,,,,30.7,,14.1,,,,восточный,9.0,,,4
1592989200,"Среда, 24 июня
09:00 (UTC)",,,,,,,,,,,,,,,10,760,,,,,33.0,,17.9,,,,восточный,9.0,,,3
1593000000,"Среда, 24 июня
12:00 (UTC)",,,,,,,,,,,,,,,10,759,,,,,33.0,,20.7,,,,восточный,9.0,,,3
1593010800,"Среда, 24 июня
15:00 (UTC)",,,,,,0,,,,,,,,,10,758,,,,,30.9,,23.7,,,,восточный,9.0,,33.5,2
1593021600,"Среда, 24 июня
18:00 (UTC)",,,,,,,,,,,,,,,10,759,,,,,25.7,,54.3,,,,юго-восточный,7.0,,,1
1593032400,"Среда, 24 июня
21:00 (UTC)",,,,,,,,,,,,,,,10,757,,,,,23.0,,81.7,,,,юго-восточный,0.0,,,1
1593043200,"Четверг, 25 июня
00:00 (UTC)",,,,,,,,,,,,,,,10,758,,,,,22.0,,84.1,,,,юго-западный,2.0,,,1
1593054000,"Четверг, 25 июня
03:00 (UTC)",,,,,,0,,0,,,,,,,10,757,,,,,23.0,,73.9,21.7,,,,9.0,,,0
1593064800,"Четверг, 25 июня
06:00 (UTC)",,,,,,,,,,,,,,,10,757,,,,,29.9,,37.4,,,,западный,6.0,,,3
1593075600,"Четверг, 25 июня
09:00 (UTC)",,,,,,,,,,,,,,,10,757,,,,,32.3,,32.6,,,,северо-западный,7.0,,,2
1593086400,"Четверг, 25 июня
12:00 (UTC)",,,,11.0,,,,,,,,,,,10,758,,,,,32.5,,24.4,,True,,северный,6.0,,,4
1593097200,"Четверг, 25 июня
15:00 (UTC)",,,,12.0,,0,,,,,,,,,10,760,,,,,29.5,,28.4,,True,,северо-западный,6.0,,33.9,5
1593108000,"Четверг, 25 июня
18:00 (UTC)",,,,12.0,,,,,,,,,,,10,762,,,,,25.1,,29.1,,,,северо-западный,6.0,,,5
1593118800,"Четверг, 25 июня
21:00 (UTC)",,,,11.0,,,,,,,,,,,10,764,,,,,21.4,,27.9,,,,северный,2.0,,,4
1593129600,"Пятница, 26 июня
00:00 (UTC)",,,,,,,,,,,,,,,10,765,,,,,18.4,,32.7,,,,северный,2.0,,,4
1593140400,"Пятница, 26 июня
03:00 (UTC)",,,,,,0,,0,,,,,,,10,766,,,,,18.3,,37.6,17.3,,,северный,0.0,,,3
1593151200,"Пятница, 26 июня
06:00 (UTC)",,,,,,,,,,,,,,,10,767,,,,,20.7,,29.1,,,,северный,0.0,,,4
1593162000,"Пятница, 26 июня
09:00 (UTC)",,,,,,,,,,,,,,,10,767,,,,,23.1,,20.9,,,,северный,0.0,,,3
1593172800,"Пятница, 26 июня
12:00 (UTC)",,,,,,,,,,,,,,,10,767,,,,,24.5,,18.9,,,,северо-западный,0.0,,,3
1593183600,"Пятница, 26 июня
15:00 (UTC)",,,,,,0,,,,,,,,,10,766,,,,,25.0,,19.2,,,,северный,0.0,,25.4,2
1593194400,"Пятница, 26 июня
18:00 (UTC)",,,,,,,,,,,,,,,10,766,,,,,20.2,,30.7,,,,западный,0.0,,,1
1593205200,"Пятница, 26 июня
21:00 (UTC)",,,,,,,,,,,,,,,10,766,,,,,17.5,,34.1,,,,западный,0.0,,,1
1593216000,"Суббота, 27 июня
00:00 (UTC)",,,,,,,,,,,,,,,10,767,,,,,17.6,,56.7,,,,юго-западный,1.0,,,3
1593226800,"Суббота, 27 июня
03:00 (UTC)",,,,,,0,,0,,,,,,,10,767,,,,,19.2,,47.2,16.7,,,западный,0.0,,,3
1593237600,"Суббота, 27 июня
06:00 (UTC)",,,,,,,,,,,,,,,10,767,,,,,25.8,,25.0,,,,западный,0.0,,,3
1593248400,"Суббота, 27 июня
09:00 (UTC)",,,,,,,,,,,,,,,10,766,,,,,28.7,,21.8,,,,северный,1.0,,,2
1593259200,"Суббота, 27 июня
12:00 (UTC)",,,,,,,,,,,,,,,10,765,,,,,29.6,,20.9,,,,западный,1.0,,,1
1593270000,"Суббота, 27 июня
15:00 (UTC)",,,,,,0,,,,,,,,,10,764,,,,,29.1,,19.9,,,,северный,0.0,,29.9,2
1593280800,"Суббота, 27 июня
18:00 (UTC)",,,,,,,,,,,,,,,10,764,,,,,22.5,,41.0,,,,южный,0.0,,,3
1593291600,"Суббота, 27 июня
21:00 (UTC)",,,,,,,,,,,,,,,10,764,,,,,20.6,,51.6,,,,юго-западный,0.0,,,2
1593302400,"Воскресенье, 28 июня
00:00 (UTC)",,,,,,,,,,,,,,,10,763,,,,,19.5,,53.1,,,,юго-западный,0.0,,,2
1593313200,"Воскресенье, 28 июня
03:00 (UTC)",,,,,,0,,0,,,,,,,10,763,,,,,20.7,,46.4,18.8,,,юго-западный,0.0,,,2
1593324000,"Воскресенье, 28 июня
06:00 (UTC)",,,,,,,,,,,,,,,10,763,,,,,26.6,,28.8,,,,юго-западный,0.0,,,3
1593334800,"Воскресенье, 28 июня
09:00 (UTC)",,,,,,,,,,,,,,,10,762,,,,,30.1,,21.3,,,,южный,0.0,,,3
1593345600,"Воскресенье, 28 июня
12:00 (UTC)",,,,11.0,,,,,,,,,,,10,760,,,,,29.9,,23.9,,True,,южный,0.0,,,5
1593356400,"Воскресенье, 28 июня
15:00 (UTC)",,,,13.0,,0,,,,,,,,,10,760,,,,,26.2,,31.5,,True,,южный,1.0,,31.1,5
1593367200,"Воскресенье, 28 июня
18:00 (UTC)",,,,12.0,,,,,,,,,,,10,760,,,,,22.8,,45.7,,,,южный,2.0,,,4
1593378000,"Воскресенье, 28 июня
21:00 (UTC)",,,,,,,,,,,,,,,10,759,,,,,20.7,,62.1,,,,южный,2.0,,,3
1593388800,"Понедельник, 29 июня
00:00 (UTC)",,,,,,,,,,,,,,,10,758,,,,,20.0,,68.8,,,,южный,4.0,,,3
1593399600,"Понедельник, 29 июня
03:00 (UTC)",,,,,,0,,0,,,,,,,10,758,,,,,20.6,,62.9,19.6,,,южный,4.0,,,3
1593410400,"Понедельник, 29 июня
06:00 (UTC)",,,,,,,,,,,,,,,10,757,,,,,25.7,,43.6,,,,южный,7.0,,,4
1593421200,"Понедельник, 29 июня
09:00 (UTC)",,,,,,,,,,,,,,,10,756,,,,,31.8,,30.2,,,,южный,4.0,,,4
1593432000,"Понедельник, 29 июня
12:00 (UTC)",,,,11.0,,,,,,,,,,,10,755,,,,,31.6,,28.4,,,,южный,7.0,,,6
1593442800,"Понедельник, 29 июня
15:00 (UTC)",,,,13.0,,0,,,,,,,,,10,754,,,,,27.9,,35.1,,True,,южный,7.0,,32.5,6
1593453600,"Понедельник, 29 июня
18:00 (UTC)",,,,11.0,,,,,,,,,,,10,755,,,,,23.5,,62.4,,,,южный,9.0,,,1
1593464400,"Понедельник, 29 июня
21:00 (UTC)",,,,,,,,,,,,,,,10,755,,,,,21.2,,70.8,,,,восточный,9.0,,,1
