timestamp,date,Гроза слабая или умеренная (возможен дождь или снег),"Порывы, м/с",Дождь (незамерзающий) слабый непрерывный,Ливневый дождь со снегом,Ливневый дождь,Снежная крупа (возможно с дождем) умеренная или сильная,Количество облаков уменьшилось,Гроза сильная (возможен дождь или снег),Дождь (незамерзающий) слабый с перерывами,Дождь (незамерзающий) умеренный непрерывный,"Гроза, но без осадков","Относительная влажность, %",Морось (незамерзающая) слабая непрерывная,Град,"Минимальная температура, °C",Направление ветра,Гроза,"Максимальная температура, °C","Средняя скорость ветра, м/с",Дождь (незамерзающий),Ливневой снег умеренный или сильный,"Осадки за 12 часов, мм",Туман начался (усилился). Небо видно,Количество облаков увеличилось,"Осадки за 24 часа, мм",Ливневой дождь слабый,Дымка (видимость больше 1 км),Туман без изменений (небо не видно),Снежная крупа (возможно с дождем) слабая,"Горизонтальная видимость, км","Атмосферное давление на уровне станции, мм рт.ст.",Ливневой дождь умеренный или сильный,Туман начался (усилился). Небо не видно,"Температура воздуха, °C",Снег слабый непрерывный,Количество облаков не изменилось,Балл общей облачности,Ливневой снег слабый,Туман без изменений (небо видно)
1595808000,"Понедельник, 27 июля
00:00 (UTC)",,,,,,,,,,,,87.7,,,,восточный,,,1,,,,,,,,,,,20,760,,,13.0,,,0.0,,
1595818800,"Понедельник, 27 июля
03:00 (UTC)",,,,,,,,,,,,96.1,,,10.7,восточный,,,1,,,0,,,0,,,,,20,760,,,12.0,,,1.0,,
1595829600,"Понедельник, 27 июля
06:00 (UTC)",,,,,,,,,,,,68.4,,,10.7,юго-восточный,,,1,,,0,,,,,,,,20,760,,,20.2,,,2.0,,
1595840400,"Понедельник, 27 июля
09:00 (UTC)",,,,,,,,,,,,56.3,,,,юго-восточный,,,2,,,,,,,,,,,20,760,,,23.5,,,10.0,,
1595851200,"Понедельник, 27 июля
12:00 (UTC)",,,,,,,,,,,,44.0,,,,восточный,,,2,,,,,,,,,,,20,760,,,25.3,,,9.0,,
1595862000,"Понедельник, 27 июля
15:00 (UTC)",,,,,,,,,,,,43.2,,,,юго-восточный,,,1,,,0,,,,,,,,20,759,,,26.4,,,7.0,,
1595872800,"Понедельник, 27 июля
18:00 (UTC)",,,,,,,,,,,,71.5,,,,,,27.7,0,,,0,,,,,,,,20,759,,,20.1,,,6.0,,
1595883600,"Понедельник, 27 июля
21:00 (UTC)",,,,,,,,,,,,93.2,,,,,,,0,,,,,,,,,,,20,759,,,15.3,,,6.0,,
1595894400,"Вторник, 28 июля
00:00 (UTC)",,,,,,,,,,,,95.6,,,,восточный,,,1,,,,,,,,,,,20,758,,,14.8,,,7.0,,
1595905200,"Вторник, 28 июля
03:00 (UTC)",,,,,,,,,,,,92.6,,,13.7,юго-восточный,,,1,,,0.3,,,0.3,True,,,,10,757,,,16.0,,,10.0,,
1595916000,"Вторник, 28 июля
06:00 (UTC)",,,,,,,,,,,,95.6,,,13.7,юго-восточный,,,1,,,2,,,,True,,,,10,756,,,16.6,,,10.0,,
1595926800,"Вторник, 28 июля
09:00 (UTC)",,,,,,,True,,,,,76.9,,,,юго-восточный,,,1,,,,,,,,,,,20,756,,,20.9,,,9.0,,
1595937600,"Вторник, 28 июля
12:00 (UTC)",,,,,,,True,,,,,54.6,,,,юго-западный,,,1,,,,,,,,,,,20,755,,,25.4,,,7.0,,
1595948400,"Вторник, 28 июля
15:00 (UTC)",,,,,,,,,,,True,71.3,,,,,,,0,,,2,,,,,,,,20,755,,,21.4,,,7.0,,
1595959200,"Вторник, 28 июля
18:00 (UTC)",,,,,,,,True,,,,93.8,,,,юго-восточный,,25.9,1,,,6,,,,,,,,10,755,,,16.8,,,10.0,,
1595970000,"Вторник, 28 июля
21:00 (UTC)",True,,,,,,,,,,,96.2,,,,юго-восточный,,,1,,,,,,,,,,,10,754,,,16.1,,,10.0,,
1595980800,"Среда, 29 июля
00:00 (UTC)",,,,,,,,,,,,97.5,,,,юго-восточный,,,1,,,,,,,,,,,20,753,,,15.2,,True,10.0,,
1595991600,"Среда, 29 июля
03:00 (UTC)",,,,,,,,,,,,97.5,,,14.7,южный,,,1,,,12,,,14,,,,,20,752,,,15.2,,,10.0,,
1596002400,"Среда, 29 июля
06:00 (UTC)",,,,,,,,,,,,96.9,,,14.7,юго-восточный,,,2,,,12,,,,True,,,,10,751,,,16.1,,,10.0,,
1596013200,"Среда, 29 июля
09:00 (UTC)",,,,,True,,,,,,,96.3,,,,южный,,,1,,,,,,,,,,,20,751,,,18.0,,,9.0,,
1596024000,"Среда, 29 июля
12:00 (UTC)",,,,,,,,,,,True,87.1,,,,западный,,,2,,,,,,,,,,,20,751,,,19.3,,,9.0,,
1596034800,"Среда, 29 июля
15:00 (UTC)",,,,,,,True,,,,,59.3,,,,западный,,,3,,,8,,,,,,,,20,752,,,21.9,,,4.0,,
1596045600,"Среда, 29 июля
18:00 (UTC)",,,,,,,True,,,,,72.8,,,,западный,,22.1,2,,,2,,,,,,,,20,753,,,16.6,,,2.0,,
1596056400,"Среда, 29 июля
21:00 (UTC)",,,,,,,,,,,,91.8,,,,,,,0,,,,,,,,,,,20,754,,,12.7,,,0.0,,
1596067200,"Четверг, 30 июля
00:00 (UTC)",,,,,,,,,,,,93.6,,,,южный,,,1,,,,,,,,,,,20,754,,,12.6,,,7.0,,
1596078000,"Четверг, 30 июля
03:00 (UTC)",,,,,,,,,,,,93.6,,,11.5,юго-западный,,,1,,,0,,,8,,,,,20,753,,,11.5,,,6.0,,
1596088800,"Четверг, 30 июля
06:00 (UTC)",,,,,,,,,,,,81.7,,,11.5,юго-западный,,,2,,,0.5,,,,,,,,50,753,,,14.7,,,9.0,,
1596099600,"Четверг, 30 июля
09:00 (UTC)",,,,,,,,,,,,67.5,,,,юго-западный,,,3,,,,,,,,,,,20,752,,,18.2,,,9.0,,
1596153600,"Пятница, 31 июля
00:00 (UTC)",,,,,,,,,,,,94.3,,,,южный,,,1,,,,,,,,,,,19,751,,,12.6,,,,,
1596164400,"Пятница, 31 июля
03:00 (UTC)",,,,,,,,,,,,94.3,,,12.4,юго-западный,,,1,,,0.1,,,4,,,,,20,751,,,13.0,,,9.0,,
1596175200,"Пятница, 31 июля
06:00 (UTC)",,,,,,,,,,,,78.7,,,12.4,юго-западный,,,2,,,0,,,,,,,,20,750,,,16.4,,,7.0,,
1596186000,"Пятница, 31 июля
09:00 (UTC)",,,,,,,,,,,,69.4,,,,западный,,,3,,,,,,,,,,,20,751,,,18.6,,True,7.0,,
1596196800,"Пятница, 31 июля
12:00 (UTC)",,,,,,,,,,,,56.1,,,,северо-западный,,,2,,,,,True,,,,,,20,751,,,21.5,,,10.0,,
1596207600,"Пятница, 31 июля
15:00 (UTC)",,,,,True,,,,,,,77.4,,,,северо-западный,,,2,,,0.7,,,,,,,,20,752,,,17.9,,,9.0,,
1596218400,"Пятница, 31 июля
18:00 (UTC)",,,,,True,,,,,,,82.4,,,,северо-восточный,,22.0,3,,,1,,,,,,,,20,753,,,16.2,,,7.0,,
1596229200,"Пятница, 31 июля
21:00 (UTC)",,,,,,,,,,,,85.6,,,,северный,,,2,,,,,,,,,,,20,754,,,15.0,,True,7.0,,
1596240000,"Суббота, 1 августа
00:00 (UTC)",,,,,,,,,,,,85.4,,,,северный,,,2,,,,,True,,,,,,20,754,,,13.5,,,9.0,,
1596250800,"Суббота, 1 августа
03:00 (UTC)",,,,,,,,,,,,85.3,,,12.0,северный,,,2,,,0.3,,,1,,,,,20,755,,,12.1,,,0.0,,
1596261600,"Суббота, 1 августа
06:00 (UTC)",,,,,,,,,,,,73.4,,,12.0,северный,,,2,,,0,,,,,,,,20,755,,,14.8,,,4.0,,
1596272400,"Суббота, 1 августа
09:00 (UTC)",,,,,,,,,,,,57.1,,,,северный,,,2,,,,,,,,,,,20,755,,,17.7,,,4.0,,
1596283200,"Суббота, 1 августа
12:00 (UTC)",,,,,,,,,,,,51.8,,,,северный,,,2,,,,,,,,,,,20,756,,,18.7,,,4.0,,
1596294000,"Суббота, 1 августа
15:00 (UTC)",,,,,,,,,,,,48.1,,,,северный,,,3,,,0,,,,,,,,20,756,,,20.0,,,5.0,,
1596304800,"Суббота, 1 августа
18:00 (UTC)",,,,,,,,,,,,59.6,,,,северный,,20.5,1,,,0,,,,,,,,20,756,,,16.8,,,2.0,,
1596315600,"Суббота, 1 августа
21:00 (UTC)",,,,,,,,,,,,76.3,,,,северный,,,2,,,,,,,,,,,20,757,,,14.0,,,2.0,,
1596326400,"Воскресенье, 2 августа
00:00 (UTC)",,,,,,,,,,,,92.9,,,,,,,0,,,,,,,,,,,20,757,,,9.6,,,0.0,,
1596337200,"Воскресенье, 2 августа
03:00 (UTC)",,,,,,,,,,,,96.0,,,8.1,,,,0,,,0,,,0,,,,,20,757,,,8.8,,,2.0,,
1596348000,"Воскресенье, 2 августа
06:00 (UTC)",,,,,,,,,,,,69.2,,,8.1,северо-западный,,,1,,,0,,,,,,,,20,757,,,17.7,,,2.0,,
1596358800,"Воскресенье, 2 августа
09:00 (UTC)",,,,,,,,,,,,45.9,,,,юго-западный,,,1,,,,,,,,,,,20,756,,,20.1,,,6.0,,
1596369600,"Воскресенье, 2 августа
12:00 (UTC)",,,,,,,,,,,,49.3,,,,западный,,,1,,,,,,,,,,,20,756,,,20.7,,,9.0,,
1596380400,"Воскресенье, 2 августа
15:00 (UTC)",,,,,,,,,,,,48.5,,,,юго-западный,,,1,,,0,,,,,,,,20,755,,,21.5,,,7.0,,
1596391200,"Воскресенье, 2 августа
18:00 (UTC)",,,,,,,,,,,,68.3,,,,юго-западный,,22.6,1,,,0,,,,,,,,20,755,,,17.4,,,7.0,,
1596402000,"Воскресенье, 2 августа
21:00 (UTC)",,,,,,,,,,,,89.4,,,,,,,0,,,,,,,,,,,20,755,,,12.8,,,7.0,,
1596412800,"Понедельник, 3 августа
00:00 (UTC)",,,,,,,,,,,,93.0,,,,,,,0,,,,,,,,,,,20,755,,,11.7,,,7.0,,
1596423600,"Понедельник, 3 августа
03:00 (UTC)",,,,,,,,,,,,91.8,,,11.4,южный,,,1,,,0,,,0,,,,,20,754,,,12.0,,,7.0,,
1596434400,"Понедельник, 3 августа
06:00 (UTC)",,,,,,,,,,,,64.7,,,11.4,юго-западный,,,1,,,0,,,,,,,,20,754,,,18.9,,,7.0,,
1596445200,"Понедельник, 3 августа
09:00 (UTC)",,,,,,,,,,,,53.3,,,,юго-западный,,,2,,,,,,,,,,,20,754,,,22.9,,,7.0,,
1596456000,"Понедельник, 3 августа
12:00 (UTC)",,,,,,,,,,,,45.3,,,,юго-западный,,,1,,,,,,,,,,,50,754,,,23.4,,,9.0,,
1596466800,"Понедельник, 3 августа
15:00 (UTC)",,,,,,,,,,,,61.1,,,,западный,,,2,,,менее 0.1,,,,,,,,20,754,,,21.3,,True,9.0,,
1596477600,"Понедельник, 3 августа
18:00 (UTC)",,,,,,,,,,,,79.1,,,,,,24.7,0,,,менее 0.1,,,,,,,,20,754,,,18.6,,True,9.0,,
1596488400,"Понедельник, 3 августа
21:00 (UTC)",,,,,,,,,,,,90.9,,,,,,,0,,,,,,,,,,,20,754,,,16.6,,,9.0,,
1596499200,"Вторник, 4 августа
00:00 (UTC)",,,,,,,,,,,,86.8,,,,,,,0,,,,,,,,,,,20,754,,,16.0,,,,,
1596510000,"Вторник, 4 августа
03:00 (UTC)",,,,,,,,,,,,86.8,,,15.6,,,,0,,,0,,,менее 0.1,,,,,20,754,,,15.9,,,10.0,,
1596520800,"Вторник, 4 августа
06:00 (UTC)",,,,,,,,,,,,85.2,,,15.6,юго-восточный,,,1,,,0.2,,,,,,,,20,754,,,17.3,,,10.0,,
1596531600,"Вторник, 4 августа
09:00 (UTC)",,,,,,,,,,,,73.4,,,,юго-восточный,,,1,,,,,,,,,,,20,755,,,20.3,,,10.0,,
1596542400,"Вторник, 4 августа
12:00 (UTC)",,,,,,,,,,,,52.9,,,,южный,,,2,,,,,,,,,,,20,754,,,24.0,,,10.0,,
1596553200,"Вторник, 4 августа
15:00 (UTC)",,,,,True,,,,,,,62.3,,,,юго-восточный,,,2,,,менее 0.1,,,,,,,,20,753,,,23.2,,,10.0,,
1596564000,"Вторник, 4 августа
18:00 (UTC)",,,,,,,,,,,,71.7,,,,южный,,24.6,1,,,менее 0.1,,,,True,,,,10,754,,,20.9,,,10.0,,
1596574800,"Вторник, 4 августа
21:00 (UTC)",,,,,,,,,,,,95.1,,,,южный,,,1,,,,,,,True,,,,10,754,,,17.5,,,10.0,,
1596585600,"Среда, 5 августа
00:00 (UTC)",,,,,,,,,,,,96.9,,,,южный,,,1,,,,,,,True,,,,10,754,,,17.2,,,10.0,,
1596596400,"Среда, 5 августа
03:00 (UTC)",,,,,True,,,,,,,96.9,,,16.7,западный,,,1,,,21,,,22,,,,,20,754,,,16.8,,,10.0,,
1596607200,"Среда, 5 августа
06:00 (UTC)",,,,,,,True,,,,,90.3,,,16.7,западный,,,2,,,21,,,,,,,,20,756,,,16.9,,,9.0,,
1596618000,"Среда, 5 августа
09:00 (UTC)",,,,,,,,,,,,59.5,,,,западный,,,3,,,,,,,,,,,20,758,,,21.1,,,2.0,,
1596628800,"Среда, 5 августа
12:00 (UTC)",,,,,,,,,,,,47.5,,,,северо-западный,,,2,,,,,,,,,,,20,759,,,22.6,,,4.0,,
1596639600,"Среда, 5 августа
15:00 (UTC)",,,,,,,,,,,,41.5,,,,северо-западный,,,1,,,0,,,,,,,,20,760,,,23.4,,,7.0,,
1596650400,"Среда, 5 августа
18:00 (UTC)",,,,,,,,,,,,88.0,,,,,,23.9,0,,,0,,,,,,,,20,760,,,16.7,,,7.0,,
1596661200,"Среда, 5 августа
21:00 (UTC)",,,,,,,,,,,,94.9,,,,,,,0,,,,,,,,,,,20,761,,,14.0,,,5.0,,
1596672000,"Четверг, 6 августа
00:00 (UTC)",,,,,,,,,,,,96.7,,,,,,,0,,,,,,,,,,,20,762,,,10.5,,,0.0,,
1596682800,"Четверг, 6 августа
03:00 (UTC)",,,,,,,,,,,,96.8,,,10.4,западный,,,1,,,0,,,0,,,,,20,763,,,12.0,,,5.0,,
1596693600,"Четверг, 6 августа
06:00 (UTC)",,,,,,,,,,,,75.8,,,10.4,,,,0,,,0,,,,,,,,20,764,,,17.1,,,7.0,,
1596704400,"Четверг, 6 августа
09:00 (UTC)",,,,,,,,,,,,50.6,,,,западный,,,2,,,,,,,,,,,20,765,,,21.8,,,5.0,,
1596715200,"Четверг, 6 августа
12:00 (UTC)",,,,,,,,,,,,55.6,,,,западный,,,2,,,,,,,,,,,20,765,,,20.7,,,7.0,,
1596726000,"Четверг, 6 августа
15:00 (UTC)",,,,,,,,,,,,60.7,,,,юго-западный,,,1,,,0,,,,,,,,20,765,,,21.2,,,9.0,,
1596736800,"Четверг, 6 августа
18:00 (UTC)",,,,,,,,,,,,79.6,,,,,,22.9,0,,,0,,,,,,,,20,765,,,18.7,,,7.0,,
1596747600,"Четверг, 6 августа
21:00 (UTC)",,,,,,,,,,,,87.5,,,,,,,0,,,,,,,,,,,20,766,,,17.7,,,10.0,,
1596758400,"Пятница, 7 августа
00:00 (UTC)",,,,,,,,,,,,85.8,,,,,,,0,,,,,,,,,,,20,766,,,17.1,,,10.0,,
1596769200,"Пятница, 7 августа
03:00 (UTC)",,,,,,,,,,,,93.2,,,15.9,,,,0,,,0,,,0,,,,,20,766,,,16.0,,,7.0,,
1596780000,"Пятница, 7 августа
06:00 (UTC)",,,,,,,,,,,,76.3,,,15.9,северо-западный,,,2,,,0,,,,,,,,20,766,,,20.2,,,7.0,,
1596790800,"Пятница, 7 августа
09:00 (UTC)",,,,,,,,,,,,71.9,,,,северо-западный,,,2,,,,,,,,,,,20,767,,,22.1,,,7.0,,
1596801600,"Пятница, 7 августа
12:00 (UTC)",,,,,,,,,,,,60.5,,,,северо-западный,,,2,,,,,,,,,,,20,767,,,23.8,,,7.0,,
1596812400,"Пятница, 7 августа
15:00 (UTC)",,,,,,,,,,,,54.0,,,,северо-западный,,,2,,,0,,,,,,,,20,766,,,24.5,,,5.0,,
1596823200,"Пятница, 7 августа
18:00 (UTC)",,,,,,,,,,,,78.8,,,,западный,,25.0,1,,,0,,,,,,,,20,766,,,20.0,,,2.0,,
1596834000,"Пятница, 7 августа
21:00 (UTC)",,,,,,,,,,,,96.2,,,,,,,0,,,,,,,,,,,20,766,,,15.0,,,0.0,,
1596844800,"Суббота, 8 августа
00:00 (UTC)",,,,,,,,,,,,96.8,,,,западный,,,1,,,,,,,,,,,20,766,,,12.8,,,0.0,,
1596855600,"Суббота, 8 августа
03:00 (UTC)",,,,,,,,,,,,97.4,,,11.5,,,,0,,,0.3,,,0.3,,,,,20,766,,,11.8,,,0.0,,
1596866400,"Суббота, 8 августа
06:00 (UTC)",,,,,,,,,,,,69.0,,,11.5,,,,0,,,0.5,,,,,,,,20,766,,,21.1,,,6.0,,
1596877200,"Суббота, 8 августа
09:00 (UTC)",,,,,,,,,,,,59.4,,,,северо-западный,,,1,,,,,,,,,,,20,765,,,24.0,,,7.0,,
1596888000,"Суббота, 8 августа
12:00 (UTC)",,,,,,,,,,,,51.1,,,,западный,,,1,,,,,,,,,,,20,764,,,26.2,,,6.0,,
1596898800,"Суббота, 8 августа
15:00 (UTC)",,,,,,,,,,,,51.1,,,,западный,,,1,,,0,,,,,,,,20,763,,,26.1,,,2.0,,
1596909600,"Суббота, 8 августа
18:00 (UTC)",,,,,,,,,,,,79.3,,,,юго-западный,,26.7,1,,,0,,,,,,,,20,762,,,20.3,,,0.0,,
1596920400,"Суббота, 8 августа
21:00 (UTC)",,,,,,,,,,,,96.2,,,,,,,0,,,,,,,,,,,20,762,,,15.7,,,0.0,,
1596931200,"Воскресенье, 9 августа
00:00 (UTC)",,,,,,,,,,,,96.8,,,,,,,0,,,,,,,,,,,20,762,,,14.0,,,0.0,,
1596942000,"Воскресенье, 9 августа
03:00 (UTC)",,,,,,,,,,,,97.4,,,12.7,,,,0,,,0.1,,,0.3,,,,,20,762,,,12.9,,,7.0,,
1596952800,"Воскресенье, 9 августа
06:00 (UTC)",,,,,,,,,,,,72.0,,,12.7,западный,,,1,,,0,,,,,,,,20,762,,,22.7,,,6.0,,
1596963600,"Воскресенье, 9 августа
09:00 (UTC)",,,,,,,,,,,,47.6,,,,северо-западный,,,2,,,,,,,,,,,20,762,,,26.2,,,2.0,,
1596974400,"Воскресенье, 9 августа
12:00 (UTC)",,,,,,,,,,,,38.8,,,,северо-западный,,,2,,,,,,,,,,,20,761,,,27.9,,,2.0,,
1596985200,"Воскресенье, 9 августа
15:00 (UTC)",,,,,,,,,,,,39.2,,,,северо-западный,,,2,,,0,,,,,,,,20,760,,,27.5,,,4.0,,
1596996000,"Воскресенье, 9 августа
18:00 (UTC)",,,,,,,,,,,,76.9,,,,западный,,28.2,1,,,0,,,,,,,,20,760,,,21.1,,,2.0,,
1597006800,"Воскресенье, 9 августа
21:00 (UTC)",,,,,,,,,,,,96.2,,,,,,,0,,,,,,,,,,,20,760,,,16.5,,,0.0,,
1597017600,"Понедельник, 10 августа
00:00 (UTC)",,,,,,,,,,,,96.8,,,,западный,,,1,,,,,,,,,,,20,760,,,15.4,,,0.0,,
1597028400,"Понедельник, 10 августа
03:00 (UTC)",,,,,,,,,,,,96.8,,,14.5,западный,,,1,,,0,,,0,,,,,20,759,,,15.3,,,0.0,,
1597039200,"Понедельник, 10 августа
06:00 (UTC)",,,,,,,,,,,,74.7,,,14.5,западный,,,2,,,0,,,,,,,,20,759,,,22.1,,,2.0,,
1597050000,"Понедельник, 10 августа
09:00 (UTC)",,,,,,,,,,,,73.1,,,,северо-западный,,,2,,,,,,,,,,,20,759,,,23.4,,,7.0,,
1597060800,"Понедельник, 10 августа
12:00 (UTC)",,,,,,,,,,,,63.2,,,,северо-западный,,,2,,,,,,,,,,,20,759,,,25.3,,,7.0,,
1597071600,"Понедельник, 10 августа
15:00 (UTC)",,,,,,,,,,,,49.7,,,,северо-западный,,,3,,,0,,,,,,,,20,759,,,23.4,,,2.0,,
1597082400,"Понедельник, 10 августа
18:00 (UTC)",,,,,,,,,,,,51.1,,,,северный,,25.9,3,,,0,,,,,,,,20,760,,,18.7,,,0.0,,
1597093200,"Понедельник, 10 августа
21:00 (UTC)",,,,,,,,,,,,60.7,,,,северный,,,2,,,,,,,,,,,20,761,,,16.2,,,0.0,,
1597104000,"Вторник, 11 августа
00:00 (UTC)",,,,,,,,,,,,77.7,,,,северный,,,1,,,,,,,,,,,20,761,,,13.0,,,0.0,,
1597114800,"Вторник, 11 августа
03:00 (UTC)",,,,,,,,,,,,82.5,,,11.0,,,,0,,,0,,,0,,,,,20,761,,,12.6,,,7.0,,
1597125600,"Вторник, 11 августа
06:00 (UTC)",,,,,,,,,,,,69.3,,,11.0,северный,,,2,,,0.2,,,,,,,,20,761,,,15.5,,,9.0,,
1597136400,"Вторник, 11 августа
09:00 (UTC)",,,,,,,,,,,,57.8,,,,северо-западный,,,3,,,,,,,,,,,20,762,,,17.5,,,9.0,,
1597147200,"Вторник, 11 августа
12:00 (UTC)",,,,,,,,,,,,61.2,,,,северный,,,3,,,,,,,,,,,20,762,,,16.8,,,10.0,,
1597158000,"Вторник, 11 августа
15:00 (UTC)",,,,,,,,,,,,61.1,,,,северный,,,3,,,0.1,,,,,,,,20,762,,,16.4,,,9.0,,
1597168800,"Вторник, 11 августа
18:00 (UTC)",,,,,,,,,,,,67.4,,,,северный,,18.5,2,,,0,,,,,,,,20,762,,,15.4,,,7.0,,
1597179600,"Вторник, 11 августа
21:00 (UTC)",,,,,,,,,,,,72.3,,,,северный,,,2,,,,,,,,,,,20,762,,,13.7,,,0.0,,
1597190400,"Среда, 12 августа
00:00 (UTC)",,,,,,,,,,,,79.8,,,,северный,,,2,,,,,,,,,,,50,762,,,12.6,,,10.0,,
1597201200,"Среда, 12 августа
03:00 (UTC)",,,True,,,,,,,,,83.0,,,12.2,северный,,,2,,,0,,,0.1,,,,,50,763,,,12.3,,,10.0,,
1597212000,"Среда, 12 августа
06:00 (UTC)",,,,,,,True,,,,,76.8,,,11.9,северный,,,1,,,0.2,,,,,,,,50,763,,,13.6,,,9.0,,
1597222800,"Среда, 12 августа
09:00 (UTC)",,,,,,,,,,,,52.4,,,,северный,,,2,,,,,,,,,,,20,763,,,15.6,,,10.0,,
1597233600,"Среда, 12 августа
12:00 (UTC)",,,,,,,,,,,,54.0,,,,северный,,,1,,,,,,,,,,,20,763,,,15.9,,,10.0,,
1597244400,"Среда, 12 августа
15:00 (UTC)",,,,,,,,,,,,55.9,,,,северо-западный,,,2,,,менее 0.1,,,,,,,,20,762,,,16.1,,,10.0,,
1597255200,"Среда, 12 августа
18:00 (UTC)",,,,,,,,,,,,64.1,,,,северный,,17.8,1,,,0,,,,,,,,20,762,,,14.5,,,10.0,,
1597266000,"Среда, 12 августа
21:00 (UTC)",,,,,,,,,,,,88.7,,,,,,,0,,,,,,,,,,,20,762,,,11.6,,,9.0,,
1597276800,"Четверг, 13 августа
00:00 (UTC)",,,,,,,,,,,,91.7,,,,,,,0,,,,,,,,,,,20,761,,,11.2,,,10.0,,
1597287600,"Четверг, 13 августа
03:00 (UTC)",,,,,,,,,,,,82.5,,,11.0,восточный,,,1,,,0,,,0,,,,,20,761,,,12.5,,,10.0,,
1597298400,"Четверг, 13 августа
06:00 (UTC)",,,,,,,,,,,,75.3,,,11.0,,,,0,,,менее 0.1,,,,True,,,,10,760,,,13.9,,,10.0,,
1597309200,"Четверг, 13 августа
09:00 (UTC)",,,,,,,,,,,,63.2,,,,,,,0,,,,,,,,,,,20,760,,,16.3,,True,10.0,,
1597320000,"Четверг, 13 августа
12:00 (UTC)",,,,,,,,,,,,59.6,,,,северо-западный,,,1,,,,,,,,,,,20,760,,,16.6,,True,10.0,,
1597330800,"Четверг, 13 августа
15:00 (UTC)",,,,,,,,,,,,58.4,,,,,,,0,,,0.3,,,,,,,,20,760,,,16.8,,,9.0,,
1597341600,"Четверг, 13 августа
18:00 (UTC)",,,,,,,,,,,,79.0,,,,,,18.8,0,,,0.3,,,,,,,,20,760,,,14.3,,,9.0,,
1597352400,"Четверг, 13 августа
21:00 (UTC)",,,,,,,,,,,,95.4,,,,,,,0,,,,,,,,,,,10,760,,,10.0,,,0.0,,
1597363200,"Пятница, 14 августа
00:00 (UTC)",,,,,,,,,,,,97.3,,,,,,,0,,,,,,,,True,,,4,760,,,7.0,,,0.0,,
1597374000,"Пятница, 14 августа
03:00 (UTC)",,,,,,,,,,,,97.4,,,6.9,,,,0,,,0,,,0.3,,,,,20,760,,,10.0,,,6.0,,
1597384800,"Пятница, 14 августа
06:00 (UTC)",,,,,,,,,,,,68.2,,,6.9,южный,,,1,,,0,,,,,,,,20,760,,,16.8,,,4.0,,
1597395600,"Пятница, 14 августа
09:00 (UTC)",,,,,,,,,,,,58.5,,,,южный,,,2,,,,,,,,,,,20,760,,,20.3,,,7.0,,
1597406400,"Пятница, 14 августа
12:00 (UTC)",,,,,,,,,,,,50.0,,,,южный,,,1,,,,,,,,,,,20,759,,,22.2,,,7.0,,
1597417200,"Пятница, 14 августа
15:00 (UTC)",,,,,,,,,,,,56.2,,,,южный,,,1,,,0,,,,,,,,20,758,,,21.7,,,7.0,,
1597428000,"Пятница, 14 августа
18:00 (UTC)",,,,,,,,,,,,76.9,,,,юго-восточный,,23.1,2,,,0,,,,,,,,20,758,,,17.8,,,6.0,,
1597438800,"Пятница, 14 августа
21:00 (UTC)",,,,,,,,,,,,91.9,,,,,,,0,,,,,,,,,,,20,758,,,14.1,,,7.0,,
1597449600,"Суббота, 15 августа
00:00 (UTC)",,,,,,,,,,,,96.7,,,,,,,0,,,,,,,,,,,20,758,,,11.4,,,0.0,,
1597460400,"Суббота, 15 августа
03:00 (UTC)",,,,,,,,,,,,96.7,,,9.1,,,,0,,,0,True,,0,,,,,1,758,,,9.1,,,4.0,,
1597471200,"Суббота, 15 августа
06:00 (UTC)",,,,,,,,,,,,81.6,,,9.0,западный,,,1,,,0,,,,,,,,20,758,,,18.4,,True,4.0,,
1597482000,"Суббота, 15 августа
09:00 (UTC)",,,,,,,,,,,,64.7,,,,западный,,,1,,,,,,,,,,,20,758,,,21.0,,,7.0,,
1597492800,"Суббота, 15 августа
12:00 (UTC)",,,,,,,,,,,,47.0,,,,западный,,,1,,,,,,,,,,,20,758,,,25.2,,,9.0,,
1597503600,"Суббота, 15 августа
15:00 (UTC)",,,,,,,,,,,,55.8,,,,западный,,,2,,,0,,,,,,,,20,757,,,24.5,,,,,
1597514400,"Суббота, 15 августа
18:00 (UTC)",,,,,,,,,,,,86.0,,,,,,25.7,0,,,0,,,,,,,,20,757,,,19.2,,,9.0,,
1597525200,"Суббота, 15 августа
21:00 (UTC)",,,,,,,,,,,,93.8,,,,западный,,,1,,,,,,,,,,,20,757,,,16.1,,,4.0,,
1597536000,"Воскресенье, 16 августа
00:00 (UTC)",,,,,,,,,,,,93.1,,,,западный,,,1,,,,,,,,,,,20,757,,,14.4,,,,,
1597546800,"Воскресенье, 16 августа
03:00 (UTC)",,,,,,,,,,,,96.1,,,12.6,,,,0,,,0,,,0,,,,,20,757,,,13.0,,,0.0,,
1597557600,"Воскресенье, 16 августа
06:00 (UTC)",,,,,,,,,,,,72.4,,,12.6,западный,,,2,,,0.1,,,,,,,,20,757,,,19.8,,,0.0,,
1597568400,"Воскресенье, 16 августа
09:00 (UTC)",,,,,,,,,,,,47.1,,,,западный,,,2,,,,,,,,,,,20,757,,,25.7,,,,,
1597579200,"Воскресенье, 16 августа
12:00 (UTC)",,,,,,,,,,,,38.2,,,,западный,,,3,,,,,,,,,,,20,756,,,28.3,,,2.0,,
