timestamp,date,Дождь (незамерзающий),Зарница,Гроза слабая или умеренная (возможен дождь или снег),"Порывы, м/с",Дождь (незамерзающий) слабый непрерывный,"Осадки за 12 часов, мм","Высота снежного покрова, см",Количество облаков увеличилось,Ливневый дождь,"Осадки за 24 часа, мм",Ливневой дождь слабый,Дымка (видимость больше 1 км),Мгла,Дождь (незамерзающий) умеренный с перерывами,"Горизонтальная видимость, км",Дождь (незамерзающий) умеренный непрерывный,"Атмосферное давление на уровне станции, мм рт.ст.",Ливневой дождь умеренный или сильный,"Гроза, но без осадков","Температура воздуха, °C","Относительная влажность, %",Снег слабый непрерывный,Град,"Минимальная температура, °C",Количество облаков не изменилось,Туман без изменений (небо видно),Направление ветра,Балл общей облачности,Гроза,"Максимальная температура, °C","Средняя скорость ветра, м/с"
1596099600,"Четверг, 30 июля
09:00 (UTC)",,,,,,,,,,,,,,,20.0,,751,,,31.2,18.4,,,,,,северо-западный,10.0,,,4
1596153600,"Пятница, 31 июля
00:00 (UTC)",,,,,,,,,,,,,,,20.0,,748,,,18.8,36.7,,,,,,южный,4.0,,,3
1596164400,"Пятница, 31 июля
03:00 (UTC)",,,,,,0,,,,0,,,,,20.0,,748,,,24.0,27.3,,,18.3,,,южный,10.0,,,3
1596175200,"Пятница, 31 июля
06:00 (UTC)",,,,,,,,,,,,,,,20.0,,748,,,30.6,16.3,,,,,,западный,9.0,,,5
1596186000,"Пятница, 31 июля
09:00 (UTC)",,,,,,,,,,,,,,,20.0,,747,,,32.0,20.3,,,,,,северо-западный,9.0,,,3
1596196800,"Пятница, 31 июля
12:00 (UTC)",,,,11.0,,,,,,,,,,,20.0,,746,,,33.5,16.3,,,,,,западный,9.0,,,4
1596207600,"Пятница, 31 июля
15:00 (UTC)",,,,,,0,,,,,,,,,20.0,,745,,,31.3,21.5,,,,,,западный,9.0,,35.4,2
1596218400,"Пятница, 31 июля
18:00 (UTC)",,True,,13.0,,,,,,,,,,,20.0,,746,,,24.7,46.0,,,,,,северный,9.0,,,3
1596229200,"Пятница, 31 июля
21:00 (UTC)",,,,,,,,,,,,,,,20.0,,746,,,21.6,57.3,,,,,,юго-восточный,6.0,,,2
1596240000,"Суббота, 1 августа
00:00 (UTC)",,,,,,,,,,,,,,,20.0,,745,,,20.2,63.7,,,,,,восточный,9.0,,,3
1596250800,"Суббота, 1 августа
03:00 (UTC)",,,,,,0,,,,0,,,,,20.0,,745,,,21.5,60.3,,,18.0,,,северо-восточный,10.0,,,3
1596261600,"Суббота, 1 августа
06:00 (UTC)",,,,,,,,,,,,,,,20.0,,745,,,29.5,27.3,,,,,,юго-восточный,6.0,,,3
1596272400,"Суббота, 1 августа
09:00 (UTC)",,,,,,,,,,,,,,,20.0,,744,,,34.1,15.5,,,,,,юго-западный,9.0,,,4
1596283200,"Суббота, 1 августа
12:00 (UTC)",,,,15.0,,,,,,,,,,,20.0,,744,,,35.1,11.8,,,,,,юго-западный,4.0,,,6
1596294000,"Суббота, 1 августа
15:00 (UTC)",,,,14.0,,0,,,,,,,,,20.0,,744,,,32.5,14.5,,,,,,южный,9.0,,36.0,4
1596304800,"Суббота, 1 августа
18:00 (UTC)",,,,,,,,,,,,,,,20.0,,744,,,26.6,21.9,,,,,,южный,9.0,,,3
1596315600,"Суббота, 1 августа
21:00 (UTC)",,,,,,,,,,,,,,,20.0,,744,,,24.3,25.3,,,,,,южный,6.0,,,3
1596326400,"Воскресенье, 2 августа
00:00 (UTC)",,,,,,,,,,,,,,,20.0,,744,,,21.9,29.5,,,,,,юго-восточный,9.0,,,3
1596337200,"Воскресенье, 2 августа
03:00 (UTC)",,,,,,0,,,,0,,,,,20.0,,745,,,22.8,32.3,,,19.7,,,северо-восточный,7.0,,,1
1596348000,"Воскресенье, 2 августа
06:00 (UTC)",,,,,,,,,,,,,,,20.0,,744,,,30.8,21.2,,,,,,юго-восточный,9.0,,,1
1596358800,"Воскресенье, 2 августа
09:00 (UTC)",,,,,,,,,,,,,,,20.0,,745,,,32.7,16.7,,,,,,юго-западный,10.0,,,4
1596369600,"Воскресенье, 2 августа
12:00 (UTC)",,,,11.0,,,,,,,,,,,20.0,,745,,,29.5,34.9,,,,,,северо-западный,10.0,,,7
1596380400,"Воскресенье, 2 августа
15:00 (UTC)",,,,11.0,,0,,,,,,,,,20.0,,746,,,26.1,37.8,,,,,,северный,10.0,,34.0,1
1596391200,"Воскресенье, 2 августа
18:00 (UTC)",True,,,11.0,,,,,,,,,,,20.0,,746,,,23.3,52.0,,,,,,южный,9.0,,,2
1596402000,"Воскресенье, 2 августа
21:00 (UTC)",,,,,,,,,,,,,,,20.0,,746,,,22.3,55.2,,,,,,юго-западный,9.0,,,2
1596412800,"Понедельник, 3 августа
00:00 (UTC)",,,,,,,,,,,,,,,20.0,,746,,,18.6,73.1,,,,,,западный,9.0,,,2
1596423600,"Понедельник, 3 августа
03:00 (UTC)",,,,,,менее 0.1,,,,менее 0.1,,,,,20.0,,747,,,19.3,70.5,,,18.5,,,северо-восточный,9.0,,,1
1596434400,"Понедельник, 3 августа
06:00 (UTC)",True,,,,,,,,,,,,,,20.0,,748,,,18.6,76.5,,,18.4,,,северо-западный,10.0,,,4
1596445200,"Понедельник, 3 августа
09:00 (UTC)",,,,,,,,,,,,,,,20.0,,747,,,22.8,50.5,,,,,,северный,10.0,,,5
1596456000,"Понедельник, 3 августа
12:00 (UTC)",,,,12.0,,,,,,,,,,,20.0,,746,,,24.7,39.7,,,,,,северный,10.0,,,8
1596466800,"Понедельник, 3 августа
15:00 (UTC)",,,,16.0,,менее 0.1,,,,,,,,,20.0,,745,,,22.4,50.7,,,,,,северный,10.0,,25.3,8
1596477600,"Понедельник, 3 августа
18:00 (UTC)",,,,17.0,,,,,,,,,,,20.0,,744,,,20.5,65.0,,,,,,северный,10.0,,,8
1596488400,"Понедельник, 3 августа
21:00 (UTC)",,,,20.0,,,,,,,,,,,20.0,,743,,,19.1,60.2,,,,,,северный,10.0,,,9
1596499200,"Вторник, 4 августа
00:00 (UTC)",,,,16.0,,,,,,,,,,,20.0,,742,,,18.6,67.6,,,,,,северный,10.0,,,6
1596510000,"Вторник, 4 августа
03:00 (UTC)",,,,,,0,,,,менее 0.1,,,,,20.0,,743,,,19.2,72.3,,,18.0,,,северо-западный,10.0,,,2
1596520800,"Вторник, 4 августа
06:00 (UTC)",,,,,,,,,,,,,,,20.0,,744,,,25.2,52.2,,,,,,северо-восточный,9.0,,,1
1596531600,"Вторник, 4 августа
09:00 (UTC)",,,,,,,,,,,,,,,20.0,,745,,,29.2,32.6,,,,,,юго-восточный,9.0,,,3
1596542400,"Вторник, 4 августа
12:00 (UTC)",,,,,,,,,,,,,,,20.0,,744,,,28.6,33.5,,,,,,северо-западный,9.0,,,3
1596553200,"Вторник, 4 августа
15:00 (UTC)",,,,10.0,,1,,,,,,,,,10.0,,746,True,,21.5,74.6,,,,,,юго-западный,10.0,,29.3,3
1596564000,"Вторник, 4 августа
18:00 (UTC)",True,,,10.0,,,,,,,,,,,20.0,,745,,,20.2,86.6,,,,,,западный,9.0,,,3
1596574800,"Вторник, 4 августа
21:00 (UTC)",,,,,,,,,,,,,,,20.0,,745,,,18.7,93.9,,,,,,западный,10.0,,,2
1596585600,"Среда, 5 августа
00:00 (UTC)",,,,,,,,,,,,,,,20.0,,745,,,20.2,67.5,,,,,,северо-восточный,10.0,,,2
1596596400,"Среда, 5 августа
03:00 (UTC)",,,,,,0.9,,,,2,,,,,20.0,,746,,,22.4,59.4,,,17.8,,,восточный,2.0,,,2
1596607200,"Среда, 5 августа
06:00 (UTC)",,,,,,,,,,,,,,,20.0,,747,,,30.0,32.4,,,,,,восточный,0.0,,,6
1596618000,"Среда, 5 августа
09:00 (UTC)",,,,15.0,,,,,,,,,,,20.0,,747,,,32.7,26.7,,,,,,восточный,4.0,,,6
1596628800,"Среда, 5 августа
12:00 (UTC)",,,,14.0,,,,,,,,,,,20.0,,747,,,33.3,22.7,,,,,,восточный,7.0,,,6
1596639600,"Среда, 5 августа
15:00 (UTC)",,,,12.0,,0,,,,,,,,,20.0,,747,,,32.1,24.3,,,,,,северо-восточный,7.0,,34.1,5
1596650400,"Среда, 5 августа
18:00 (UTC)",,,,,,,,,,,,,,,20.0,,748,,,28.3,31.3,,,,,,северо-восточный,4.0,,,5
1596661200,"Среда, 5 августа
21:00 (UTC)",,,,,,,,,,,,,,,20.0,,748,,,25.4,39.6,,,,,,северо-восточный,2.0,,,4
1596672000,"Четверг, 6 августа
00:00 (UTC)",,,,,,,,,,,,,,,20.0,,749,,,23.7,43.9,,,,,,северо-восточный,0.0,,,3
1596682800,"Четверг, 6 августа
03:00 (UTC)",,,,,,0,,,,0,,,,,20.0,,749,,,24.2,44.6,,,22.5,,,северо-восточный,2.0,,,4
1596693600,"Четверг, 6 августа
06:00 (UTC)",,,,,,,,,,,,,,,20.0,,749,,,31.0,30.4,,,,,,северо-восточный,0.0,,,4
1596704400,"Четверг, 6 августа
09:00 (UTC)",,,,12.0,,,,,,,,,,,20.0,,749,,,33.0,22.5,,,,,,восточный,1.0,,,6
1596715200,"Четверг, 6 августа
12:00 (UTC)",,,,13.0,,,,,,,,,,,20.0,,748,,,33.7,17.6,,,,,,северо-восточный,4.0,,,6
1596726000,"Четверг, 6 августа
15:00 (UTC)",,,,10.0,,0,,,,,,,,,20.0,,748,,,32.1,20.6,,,,,,северо-восточный,2.0,,34.2,5
1596736800,"Четверг, 6 августа
18:00 (UTC)",,,,,,,,,,,,,,,20.0,,748,,,28.3,28.8,,,,,,восточный,0.0,,,4
1596747600,"Четверг, 6 августа
21:00 (UTC)",,,,,,,,,,,,,,,20.0,,748,,,24.5,37.8,,,,,,северо-восточный,0.0,,,3
1596758400,"Пятница, 7 августа
00:00 (UTC)",,,,,,,,,,,,,,,20.0,,748,,,19.8,54.2,,,,,,северный,0.0,,,2
1596769200,"Пятница, 7 августа
03:00 (UTC)",,,,,,0,,,,0,,,,,20.0,,747,,,23.8,39.2,,,18.8,,,северный,0.0,,,4
1596780000,"Пятница, 7 августа
06:00 (UTC)",,,,,,,,,,,,,,,20.0,,747,,,30.8,23.0,,,,,,северо-восточный,2.0,,,5
1596790800,"Пятница, 7 августа
09:00 (UTC)",,,,12.0,,,,,,,,,,,20.0,,746,,,33.1,21.3,,,,,,северо-восточный,7.0,,,6
1596801600,"Пятница, 7 августа
12:00 (UTC)",,,,11.0,,,,,,,,,,,20.0,,745,,,32.3,23.1,,,,,,восточный,7.0,,,6
1596812400,"Пятница, 7 августа
15:00 (UTC)",,,,10.0,,0,,,,,,,,,20.0,,745,,,30.4,26.8,,,,,,северо-восточный,7.0,,34.8,4
1596823200,"Пятница, 7 августа
18:00 (UTC)",,,,,,,,,,,,,,,20.0,,745,,,25.6,35.4,,,,,,северный,0.0,,,3
1596834000,"Пятница, 7 августа
21:00 (UTC)",,,,,,,,,,,,,,,20.0,,744,,,23.6,39.7,,,,,,северо-восточный,2.0,,,2
1596844800,"Суббота, 8 августа
00:00 (UTC)",,,,,,,,,,,,,,,20.0,,744,,,17.9,63.2,,,,,,северо-западный,2.0,,,1
1596855600,"Суббота, 8 августа
03:00 (UTC)",,,,,,0,,,,0,,,,,20.0,,744,,,19.3,63.5,,,17.4,,,северо-западный,7.0,,,2
1596866400,"Суббота, 8 августа
06:00 (UTC)",,,,,,,,,,,,,,,20.0,,743,,,26.8,39.0,,,,,,северо-восточный,7.0,,,2
1596877200,"Суббота, 8 августа
09:00 (UTC)",,,,11.0,,,,,,,,,,,20.0,,742,,,29.4,35.8,,,,,,северный,7.0,,,6
1596888000,"Суббота, 8 августа
12:00 (UTC)",,,,11.0,,,,,,,,,,,20.0,,741,,,29.5,34.4,,,,,,северный,9.0,,,5
1596898800,"Суббота, 8 августа
15:00 (UTC)",,,,13.0,,0,,,,,,,,,20.0,,741,,,25.1,51.5,,,,,,северный,9.0,,30.0,9
1596909600,"Суббота, 8 августа
18:00 (UTC)",,,,13.0,,,,,,,,,,,20.0,,741,,,19.1,73.7,,,,,,северный,6.0,,,7
1596920400,"Суббота, 8 августа
21:00 (UTC)",,,,11.0,,,,,,,,,,,20.0,,741,,,16.9,80.4,,,,,,северный,7.0,,,5
1596931200,"Воскресенье, 9 августа
00:00 (UTC)",,,,,,,,,,,,,,,20.0,,740,,,16.3,83.0,,,,,,северо-западный,9.0,,,3
1596942000,"Воскресенье, 9 августа
03:00 (UTC)",,,,,,0,,,,0,,,,,20.0,,739,,,16.6,79.3,,,15.6,,,северо-западный,10.0,,,5
1596952800,"Воскресенье, 9 августа
06:00 (UTC)",,,,,True,,,,,,,,,,10.0,,739,,,16.9,78.3,,,,,,северо-западный,10.0,,,5
1596963600,"Воскресенье, 9 августа
09:00 (UTC)",,,,13.0,,,,,,,,,,,20.0,,739,,,19.6,57.2,,,,True,,северо-западный,7.0,,,8
1596974400,"Воскресенье, 9 августа
12:00 (UTC)",,,,14.0,,,,,,,,,,,20.0,,739,,,16.8,68.6,,,,True,,северо-западный,10.0,,,7
1596985200,"Воскресенье, 9 августа
15:00 (UTC)",,,,11.0,True,0.1,,,,,,,,,10.0,,739,,,15.0,87.8,,,,,,северо-западный,10.0,,20.5,4
1596996000,"Воскресенье, 9 августа
18:00 (UTC)",True,,,,,,,,,,,,,,20.0,,738,,,14.4,91.9,,,,,,северо-западный,10.0,,,5
1597006800,"Воскресенье, 9 августа
21:00 (UTC)",,,,,True,,,,,,,,,,10.0,,737,,,13.4,92.4,,,,,,северо-западный,10.0,,,4
1597017600,"Понедельник, 10 августа
00:00 (UTC)",,,,10.0,True,,,,,,,,,,10.0,,737,,,13.2,93.7,,,,,,северо-западный,10.0,,,6
1597028400,"Понедельник, 10 августа
03:00 (UTC)",,,,,True,1,,,,1,,,,,10.0,,738,,,13.3,94.3,,,13.1,,,северо-западный,10.0,,,5
1597039200,"Понедельник, 10 августа
06:00 (UTC)",,,,12.0,,,,,,,,,,,20.0,,738,,,14.3,87.8,,,,True,,северо-западный,10.0,,,7
1597050000,"Понедельник, 10 августа
09:00 (UTC)",,,,13.0,True,,,,,,,,,,20.0,,740,,,14.5,87.8,,,,,,северо-западный,10.0,,,3
1597060800,"Понедельник, 10 августа
12:00 (UTC)",,,,11.0,True,,,,,,,,,,10.0,,741,,,15.5,82.3,,,,,,северный,9.0,,,7
1597071600,"Понедельник, 10 августа
15:00 (UTC)",,,,11.0,,2,,,,,,,,,20.0,,742,,,16.6,74.7,,,,True,,северный,9.0,,16.8,6
1597082400,"Понедельник, 10 августа
18:00 (UTC)",,,,12.0,True,,,,,,,,,,10.0,,742,,,15.1,80.7,,,,,,северо-западный,9.0,,,4
1597093200,"Понедельник, 10 августа
21:00 (UTC)",,,,14.0,,,,,,,,,,,20.0,,742,,,16.4,69.9,,,,True,,северо-западный,9.0,,,8
1597104000,"Вторник, 11 августа
00:00 (UTC)",,,,13.0,,,,,,,,,,,20.0,,742,,,16.0,70.8,,,,True,,северо-западный,9.0,,,4
1597114800,"Вторник, 11 августа
03:00 (UTC)",,,,,,менее 0.1,,,,2,,,,,20.0,,743,,,15.3,73.0,,,14.7,,,северо-западный,9.0,,,5
1597125600,"Вторник, 11 августа
06:00 (UTC)",,,,10.0,,,,,,,,,,,20.0,,743,,,19.4,56.0,,,,,,северо-западный,6.0,,,6
1597136400,"Вторник, 11 августа
09:00 (UTC)",,,,12.0,,,,,,,,,,,20.0,,744,,,23.0,36.6,,,,,,северный,6.0,,,8
1597147200,"Вторник, 11 августа
12:00 (UTC)",,,,13.0,,,,,,,,,,,20.0,,744,,,24.7,32.4,,,,,,северный,6.0,,,7
1597158000,"Вторник, 11 августа
15:00 (UTC)",,,,12.0,,0,,,,,,,,,20.0,,745,,,22.9,,,,,,,северный,5.0,,24.9,6
1597168800,"Вторник, 11 августа
18:00 (UTC)",,,,,,,,,,,,,,,20.0,,746,,,17.8,64.4,,,,,,северо-восточный,0.0,,,2
1597179600,"Вторник, 11 августа
21:00 (UTC)",,,,,,,,,,,,,,,20.0,,746,,,11.7,88.1,,,,,,западный,0.0,,,2
1597190400,"Среда, 12 августа
00:00 (UTC)",,,,,,,,,,,,,,,20.0,,746,,,9.7,92.2,,,,,,западный,2.0,,,2
1597201200,"Среда, 12 августа
03:00 (UTC)",,,,,,0,,,,0,,,,,20.0,,747,,,11.2,89.3,,,8.7,,,западный,2.0,,,1
1597212000,"Среда, 12 августа
06:00 (UTC)",,,,,,,,,,,,,,,20.0,,747,,,21.0,45.5,,,,,,северный,1.0,,,4
1597222800,"Среда, 12 августа
09:00 (UTC)",,,,,,,,,,,,,,,20.0,,747,,,23.8,30.6,,,,,,северо-восточный,1.0,,,4
1597233600,"Среда, 12 августа
12:00 (UTC)",,,,,,,,,,,,,,,20.0,,746,,,25.4,26.0,,,,,,северный,1.0,,,4
1597244400,"Среда, 12 августа
15:00 (UTC)",,,,,,0,,,,,,,,,20.0,,746,,,23.8,29.4,,,,,,северный,1.0,,25.9,4
1597255200,"Среда, 12 августа
18:00 (UTC)",,,,,,,,,,,,,,,20.0,,747,,,18.4,50.3,,,,,,восточный,0.0,,,2
1597266000,"Среда, 12 августа
21:00 (UTC)",,,,,,,,,,,,,,,20.0,,747,,,14.2,66.7,,,,,,юго-восточный,0.0,,,1
1597276800,"Четверг, 13 августа
00:00 (UTC)",,,,,,,,,,,,,,,20.0,,748,,,10.8,81.7,,,,,,,1.0,,,0
1597287600,"Четверг, 13 августа
03:00 (UTC)",,,,,,0,,,,0,,,,,20.0,,748,,,14.2,69.0,,,8.8,,,восточный,2.0,,,1
1597298400,"Четверг, 13 августа
06:00 (UTC)",,,,,,,,,,,,,,,20.0,,747,,,21.6,38.6,,,,,,северо-восточный,9.0,,,3
1597309200,"Четверг, 13 августа
09:00 (UTC)",,,,,,,,,,,,,,,20.0,,746,,,24.3,31.9,,,,,,восточный,9.0,,,3
1597320000,"Четверг, 13 августа
12:00 (UTC)",,,,,,,,,,,,,,,20.0,,745,,,25.4,30.5,,,,,,северо-восточный,9.0,,,3
1597330800,"Четверг, 13 августа
15:00 (UTC)",,,,,,0,,,,,,,,,20.0,,744,,,23.7,33.7,,,,,,восточный,7.0,,26.0,4
1597341600,"Четверг, 13 августа
18:00 (UTC)",,,,,,,,,,,,,,,20.0,,744,,,20.1,41.7,,,,,,восточный,9.0,,,3
1597352400,"Четверг, 13 августа
21:00 (UTC)",,,,,True,,,,,,,,,,10.0,,744,,,17.5,59.8,,,,,,южный,10.0,,,1
1597363200,"Пятница, 14 августа
00:00 (UTC)",,,,,True,,,,,,,,,,10.0,,743,,,16.6,88.5,,,,,,южный,10.0,,,4
1597374000,"Пятница, 14 августа
03:00 (UTC)",,,,,True,2,,,,2,,,,,10.0,,743,,,16.6,93.2,,,15.0,,,юго-восточный,10.0,,,1
1597384800,"Пятница, 14 августа
06:00 (UTC)",,,,,,,,,,,,,,,20.0,,742,,,20.1,79.8,,,,True,,южный,7.0,,,3
1597395600,"Пятница, 14 августа
09:00 (UTC)",,,,,,,,,,,,,,,20.0,,742,,,24.6,51.0,,,,,,западный,7.0,,,5
1597406400,"Пятница, 14 августа
12:00 (UTC)",,,,13.0,,,,,,,,,,,20.0,,742,,,26.1,28.4,,,,,,западный,6.0,,,8
1597417200,"Пятница, 14 августа
15:00 (UTC)",,,,14.0,,менее 0.1,,,,,,,,,20.0,,742,,,23.3,31.4,,,,,,западный,4.0,,26.7,5
1597428000,"Пятница, 14 августа
18:00 (UTC)",,,,,,,,,,,,,,,20.0,,743,,,17.4,49.4,,,,,,южный,0.0,,,3
1597438800,"Пятница, 14 августа
21:00 (UTC)",,,,,,,,,,,,,,,20.0,,743,,,14.2,64.5,,,,,,южный,0.0,,,3
1597449600,"Суббота, 15 августа
00:00 (UTC)",,,,,,,,,,,,,,,20.0,,743,,,14.0,66.7,,,,,,юго-восточный,7.0,,,2
1597460400,"Суббота, 15 августа
03:00 (UTC)",,,,,,0,,,,менее 0.1,,,,,20.0,,743,,,13.5,77.3,,,12.5,,,северный,7.0,,,1
1597471200,"Суббота, 15 августа
06:00 (UTC)",,,,,,,,,,,,,,,20.0,,743,,,22.3,41.5,,,,,,юго-западный,9.0,,,2
1597482000,"Суббота, 15 августа
09:00 (UTC)",,,,,,,,,,,,,,,20.0,,742,,,23.1,34.7,,,,,,юго-западный,9.0,,,5
1597492800,"Суббота, 15 августа
12:00 (UTC)",,,,12.0,,,,,,,,,,,20.0,,742,,,22.8,32.5,,,,,,юго-западный,9.0,,,5
1597503600,"Суббота, 15 августа
15:00 (UTC)",,,,13.0,,0,,,,,,,,,20.0,,742,,,21.4,38.8,,,,,,западный,7.0,,24.7,7
1597514400,"Суббота, 15 августа
18:00 (UTC)",,,,,,,,,,,,,,,20.0,,742,,,15.5,64.8,,,,,,юго-западный,4.0,,,4
1597525200,"Суббота, 15 августа
21:00 (UTC)",,,,,,,,,,,,,,,20.0,,742,,,12.2,81.9,,,,,,южный,1.0,,,2
1597536000,"Воскресенье, 16 августа
00:00 (UTC)",,,,,,,,,,,,,,,20.0,,741,,,13.2,87.1,,,,,,юго-западный,9.0,,,3
1597546800,"Воскресенье, 16 августа
03:00 (UTC)",,,,,,0,,,,0,,,,,20.0,,741,,,14.0,88.3,,,11.6,,,западный,10.0,,,5
1597557600,"Воскресенье, 16 августа
06:00 (UTC)",,,,,,,,,,,,,,,20.0,,741,,,16.5,76.2,,,,,,юго-западный,10.0,,,4
1597568400,"Воскресенье, 16 августа
09:00 (UTC)",,,,,,,,,,,,,,,20.0,,741,,,20.0,55.4,,,,,,западный,9.0,,,2
1597579200,"Воскресенье, 16 августа
12:00 (UTC)",,,,12.0,,,,,,,,,,,20.0,,741,,True,19.7,62.3,,,,,,западный,7.0,,,7
1597590000,"Воскресенье, 16 августа
15:00 (UTC)",,,,14.0,,2,,,,,,,,,20.0,,742,,,16.5,78.2,,,,True,,западный,6.0,,21.2,2
1597600800,"Воскресенье, 16 августа
18:00 (UTC)",,,,,,,,,,,,,,,20.0,,742,,,12.7,89.4,,,,True,,западный,1.0,,,3
1597611600,"Воскресенье, 16 августа
21:00 (UTC)",,,,,,,,,,,,,,,20.0,,742,,,13.0,93.0,,,,,,западный,7.0,,,3
1597622400,"Понедельник, 17 августа
00:00 (UTC)",,,,,,,,,,,,,,,20.0,,742,,,13.6,90.1,,,,,,западный,9.0,,,3
1597633200,"Понедельник, 17 августа
03:00 (UTC)",,,,,True,0.3,,,,2,,,,,10.0,,742,,,12.9,92.4,,,12.6,,,западный,9.0,,,3
1597644000,"Понедельник, 17 августа
06:00 (UTC)",,,,,,,,,True,,,,,,20.0,,742,,,15.3,87.9,,,,,,северо-западный,9.0,,,4
1597654800,"Понедельник, 17 августа
09:00 (UTC)",,,,10.0,,,,,True,,,,,,20.0,,741,,,19.5,56.0,,,,,,западный,7.0,,,5
1597665600,"Понедельник, 17 августа
12:00 (UTC)",,,,13.0,,,,,True,,,,,,20.0,,742,,,15.1,84.5,,,,,,юго-западный,7.0,,,3
1597676400,"Понедельник, 17 августа
15:00 (UTC)",,,,,,2,,,,,,,,,20.0,,741,,,16.6,72.8,,,,,,южный,7.0,,20.1,3
1597687200,"Понедельник, 17 августа
18:00 (UTC)",,,,,,,,,,,,,,,20.0,,740,,,15.5,72.1,,,,,,юго-западный,7.0,,,3
1597698000,"Понедельник, 17 августа
21:00 (UTC)",,,,,,,,,,,,,,,20.0,,739,,,15.0,82.8,,,,,,западный,9.0,,,5
1597708800,"Вторник, 18 августа
00:00 (UTC)",,,,,,,,,,,,,,,20.0,,739,,,13.5,90.0,,,,True,,западный,4.0,,,3
1597719600,"Вторник, 18 августа
03:00 (UTC)",,,,,,1,,,,3,,,,,20.0,,740,,,13.8,94.3,,,13.0,,,западный,9.0,,,5
1597730400,"Вторник, 18 августа
06:00 (UTC)",,,,,,,,,,,,,,,20.0,,741,,,15.7,77.1,,,,,,северо-западный,10.0,,,5
1597741200,"Вторник, 18 августа
09:00 (UTC)",,,,11.0,,,,,,,,,,,20.0,,742,,,16.5,68.1,,,,,,северо-западный,10.0,,,6
1597752000,"Вторник, 18 августа
12:00 (UTC)",,,,14.0,,,,,,,,,,,20.0,,743,,,18.1,42.0,,,,,,северо-западный,5.0,,,6
1597762800,"Вторник, 18 августа
15:00 (UTC)",,,,14.0,,0,,,,,,,,,20.0,,743,,,17.6,36.6,,,,,,северо-западный,2.0,,19.5,5
1597773600,"Вторник, 18 августа
18:00 (UTC)",,,,,,,,,,,,,,,20.0,,745,,,10.0,71.1,,,,,,западный,0.0,,,3
1597784400,"Вторник, 18 августа
21:00 (UTC)",,,,,,,,,,,,,,,20.0,,745,,,8.5,77.5,,,,,,западный,0.0,,,3
1597795200,"Среда, 19 августа
00:00 (UTC)",,,,,,,,,,,,,,,20.0,,745,,,7.3,83.0,,,,,,юго-западный,0.0,,,4
1597806000,"Среда, 19 августа
03:00 (UTC)",,,,,,0,,,,0,,,,,20.0,,746,,,9.6,75.6,,,7.0,,,западный,1.0,,,4
1597816800,"Среда, 19 августа
06:00 (UTC)",,,,,,,,,,,,,,,20.0,,746,,,17.1,52.8,,,,,,западный,9.0,,,3
1597827600,"Среда, 19 августа
09:00 (UTC)",,,,14.0,,,,,,,,,,,20.0,,745,,,19.1,36.0,,,,,,северо-западный,9.0,,,6
1597838400,"Среда, 19 августа
12:00 (UTC)",,,,13.0,,,,,,,,,,,20.0,,745,,,20.3,28.8,,,,,,западный,9.0,,,5
1597849200,"Среда, 19 августа
15:00 (UTC)",,,,11.0,,0,,,,,,,,,20.0,,745,,,18.5,34.6,,,,,,северный,9.0,,21.0,4
1597860000,"Среда, 19 августа
18:00 (UTC)",,,,,,,,,,,,,,,20.0,,745,,,14.6,52.1,,,,,,западный,7.0,,,2
1597870800,"Среда, 19 августа
21:00 (UTC)",,,,,,,,,,,,,,,20.0,,746,,,12.3,62.3,,,,,,западный,1.0,,,2
1597881600,"Четверг, 20 августа
00:00 (UTC)",,,,,,,,,,,,,,,20.0,,746,,,7.8,76.3,,,,,,западный,0.0,,,2
1597892400,"Четверг, 20 августа
03:00 (UTC)",,,,,,0,,,,0,,,,,20.0,,747,,,8.2,79.7,,,5.6,,,северный,1.0,,,1
1597903200,"Четверг, 20 августа
06:00 (UTC)",,,,10.0,,,,,,,,,,,20.0,,747,,,15.0,53.4,,,,,,северо-западный,7.0,,,6
1597914000,"Четверг, 20 августа
09:00 (UTC)",,,,11.0,,,,,,,,,,,20.0,,746,,,18.4,41.2,,,,,,северо-западный,7.0,,,6
