timestamp,date,Гроза слабая или умеренная (возможен дождь или снег),"Порывы, м/с",Дождь (незамерзающий) слабый непрерывный,Ливневой дождь со снегом слабый,Ливневый дождь со снегом,Ливневый дождь,Количество облаков уменьшилось,Дождь со снегом слабый,Дождь (незамерзающий) слабый с перерывами,Дождь (незамерзающий) умеренный непрерывный,"Гроза, но без осадков","Относительная влажность, %",Морось (незамерзающая) слабая непрерывная,Град,"Минимальная температура, °C",Направление ветра,Снег,Гроза,Снег слабый с перерывами,"Максимальная температура, °C","Средняя скорость ветра, м/с",Дождь (незамерзающий),Ливневой снег умеренный или сильный,Ливневой дождь со снегом умеренный или сильный,"Осадки за 12 часов, мм",Туман начался (усилился). Небо видно,"Высота снежного покрова, см",Количество облаков увеличилось,"Осадки за 24 часа, мм",Ливневой дождь слабый,Дымка (видимость больше 1 км),"Горизонтальная видимость, км","Атмосферное давление на уровне станции, мм рт.ст.","Гроза, дождь умеренный или сильный",Ливневой дождь умеренный или сильный,Снег умеренный непрерывный,"Температура воздуха, °C","Гроза, дождь слабый",Снег слабый непрерывный,Количество облаков не изменилось,Туман без изменений (небо видно),Балл общей облачности,Снег умеренный с перерывами,Ливневой снег слабый
1596445200,"Понедельник, 3 августа
09:00 (UTC)",,4.0,,,,,,,,,,53.8,,,,южный,,,,,1,,,,,,,,,,,50,750,,,,19.6,,,,,7,,
1596456000,"Понедельник, 3 августа
12:00 (UTC)",,5.0,,,,True,,,,,,51.9,,,,северо-восточный,,,,,2,,,,,,,,,,,50,751,,,,20.4,,,,,6,,
1596466800,"Понедельник, 3 августа
15:00 (UTC)",,6.0,,,,,True,,,,,52.2,,,,северный,,,,21.1,1,,,,менее 0.1,,,,,,,50,751,,,,20.3,,,,,2,,
1596477600,"Понедельник, 3 августа
18:00 (UTC)",,3.0,,,,,,,,,,87.1,,,,,,,,,0,,,,,,,,,,,10,752,,,,13.6,,,True,,2,,
1596488400,"Понедельник, 3 августа
21:00 (UTC)",,1.0,,,,,,,,,,99.3,,,,,,,,,0,,,,,,,,,,,10,752,,,,9.7,,,,,0,,
1596499200,"Вторник, 4 августа
00:00 (UTC)",,1.0,,,,,,,,,,99.3,,,,,,,,,0,,,,,,,,,,,10,753,,,,10.3,,,,,0,,
1596510000,"Вторник, 4 августа
03:00 (UTC)",,1.0,,,,,,,,,,99.3,,,7.8,,,,,,0,,,,0,,,,менее 0.1,,True,4,754,,,,12.4,,,,,0,,
1596520800,"Вторник, 4 августа
06:00 (UTC)",,3.0,,,,,,,,,,59.6,,,,юго-восточный,,,,,1,,,,,,,,,,,50,754,,,,19.9,,,,,2,,
1596531600,"Вторник, 4 августа
09:00 (UTC)",,5.0,,,,,,,,,,51.8,,,,северный,,,,,1,,,,,,,,,,,50,754,,,,22.5,,,,,5,,
1596542400,"Вторник, 4 августа
12:00 (UTC)",,6.0,,,,,,,,,,48.1,,,,северный,,,,,3,,,,,,,,,,,50,754,,,,23.5,,,,,5,,
1596553200,"Вторник, 4 августа
15:00 (UTC)",,6.0,,,,,,,,,,51.4,,,,северо-восточный,,,,24.0,3,,,,0,,,,,,,50,754,,,,22.5,,,,,2,,
1596564000,"Вторник, 4 августа
18:00 (UTC)",,5.0,,,,,,,,,,87.9,,,,,,,,,0,,,,,,,,,,,10,755,,,,16.0,,,,,2,,
1596574800,"Вторник, 4 августа
21:00 (UTC)",,1.0,,,,,,,,,,96.8,,,,северный,,,,,1,,,,,,,,,,,10,756,,,,13.5,,,,,2,,
1596585600,"Среда, 5 августа
00:00 (UTC)",,2.0,,,,,,,,,,99.3,,,,северо-западный,,,,,1,,,,,,,,,,,10,756,,,,11.8,,,,,2,,
1596596400,"Среда, 5 августа
03:00 (UTC)",,3.0,,,,,,,,,,90.1,,,10.1,северо-восточный,,,,,1,,,,0,,,,0,,,20,756,,,,13.7,,,,,2,,
1596607200,"Среда, 5 августа
06:00 (UTC)",,9.0,,,,,,,,,,59.1,,,,северо-восточный,,,,,6,,,,,,,,,,,20,756,,,,21.1,,,,,0,,
1596618000,"Среда, 5 августа
09:00 (UTC)",,9.0,,,,,,,,,,49.5,,,,северо-восточный,,,,,5,,,,,,,,,,,50,756,,,,24.0,,,,,0,,
1596628800,"Среда, 5 августа
12:00 (UTC)",,9.0,,,,,,,,,,49.3,,,,северо-восточный,,,,,4,,,,,,,,,,,50,755,,,,25.6,,,,,0,,
1596639600,"Среда, 5 августа
15:00 (UTC)",,8.0,,,,,,,,,,56.6,,,,северо-восточный,,,,25.8,2,,,,0,,,,,,,50,754,,,,24.9,,,,,0,,
1596650400,"Среда, 5 августа
18:00 (UTC)",,4.0,,,,,,,,,,86.5,,,,северный,,,,,1,,,,,,,,,,,10,754,,,,19.0,,,,,0,,
1596661200,"Среда, 5 августа
21:00 (UTC)",,2.0,,,,,,,,,,97.5,,,,северо-западный,,,,,2,,,,,,,,,,,10,755,,,,16.6,,,,,0,,
1596672000,"Четверг, 6 августа
00:00 (UTC)",,2.0,,,,,,,,,,99.4,,,,северный,,,,,1,,,,,,,,,,,10,755,,,,15.4,,,,,0,,
1596682800,"Четверг, 6 августа
03:00 (UTC)",,2.0,,,,,,,,,,96.3,,,14.3,северо-восточный,,,,,1,,,,0,,,,0,,,10,755,,,,17.2,,,,,1,,
1596693600,"Четверг, 6 августа
06:00 (UTC)",,4.0,,,,,,,,,,76.9,,,,северо-восточный,,,,,2,,,,,,,,,,,20,755,,,,24.2,,,,,2,,
1596704400,"Четверг, 6 августа
09:00 (UTC)",,6.0,,,,,,,,,,60.6,,,,северо-восточный,,,,,3,,,,,,,,,,,50,754,,,,27.8,,,,,4,,
1596715200,"Четверг, 6 августа
12:00 (UTC)",,5.0,,,,,,,,,,54.8,,,,северный,,,,,2,,,,,,,,,,,50,754,,,,28.9,,,,,5,,
1596726000,"Четверг, 6 августа
15:00 (UTC)",,5.0,,,,,,,,,,72.7,,,,северный,,,,29.3,3,,,,0,,,,,,,20,753,,,,26.8,,,,,7,,
1596736800,"Четверг, 6 августа
18:00 (UTC)",,5.0,,,,,,,,,,91.8,,,,северо-западный,,,,,2,,,,,,,,,,,10,753,,,,21.8,,,,,7,,
1596747600,"Четверг, 6 августа
21:00 (UTC)",True,5.0,,,,,,,,,,87.2,,,,северо-западный,,,,,2,,,,,,,,,,,10,753,,,,20.2,,,,,7,,
1596758400,"Пятница, 7 августа
00:00 (UTC)",,4.0,,,,,,,,,,95.7,,,,северный,,True,,,2,,,,,,,,,,,10,753,,,,17.8,,,,,7,,
1596769200,"Пятница, 7 августа
03:00 (UTC)",,5.0,,,,,,,,,,91.6,,,16.6,северный,,,,,3,,,,менее 0.1,,,,менее 0.1,,,10,753,,,,18.4,,,,,5,,
1596780000,"Пятница, 7 августа
06:00 (UTC)",,7.0,,,,,,,,,,70.1,,,,северный,,,,,4,,,,,,,,,,,50,753,,,,22.2,,,,,5,,
1596790800,"Пятница, 7 августа
09:00 (UTC)",,9.0,,,,,,,,,,53.6,,,,северный,,,,,5,,,,,,,,,,,50,753,,,,24.2,,,,,5,,
1596801600,"Пятница, 7 августа
12:00 (UTC)",,10.0,,,,,,,,,,50.3,,,,северный,,,,,5,,,,,,,,,,,50,753,,,,24.4,,,,,5,,
1596812400,"Пятница, 7 августа
15:00 (UTC)",,9.0,,,,,,,,,,58.7,,,,северный,,,,24.7,3,,,,0,,,,,,,50,753,,,,22.9,,,,,4,,
1596823200,"Пятница, 7 августа
18:00 (UTC)",,6.0,,,,,,,,,,81.5,,,,северо-западный,,,,,2,,,,,,,,,,,10,754,,,,17.2,,,,,2,,
1596834000,"Пятница, 7 августа
21:00 (UTC)",,5.0,,,,,,,,,,90.7,,,,северо-западный,,,,,3,,,,,,,,,,,10,753,,,,14.6,,,,,2,,
1596844800,"Суббота, 8 августа
00:00 (UTC)",,4.0,,,,,,,,,,100.0,,,,северо-западный,,,,,1,,,,,,,,,,,10,754,,,,12.4,,,,,2,,
1596855600,"Суббота, 8 августа
03:00 (UTC)",,3.0,,,,,,,,,,93.7,,,10.6,северный,,,,,2,,,,0,,,,0,,,10,753,,,,14.5,,,,,6,,
1596866400,"Суббота, 8 августа
06:00 (UTC)",,5.0,,,,,,,,,,67.5,,,,северный,,,,,3,,,,,,,,,,,50,753,,,,20.2,,,,,9,,
1596877200,"Суббота, 8 августа
09:00 (UTC)",,9.0,,,,,,,,,,58.3,,,,северный,,,,,4,,,,,,,,,,,50,752,,,,21.0,,,,,9,,
1596888000,"Суббота, 8 августа
12:00 (UTC)",,10.0,,,,True,,,,,,71.2,,,,северный,,,,,3,,,,,,,,,,,50,751,,,,20.5,,,,,9,,
1596898800,"Суббота, 8 августа
15:00 (UTC)",,8.0,,,,,,,,,,66.2,,,,северный,,,,22.3,3,,,,0.4,,,,,,,50,750,,,,20.3,,,,,6,,
1596909600,"Суббота, 8 августа
18:00 (UTC)",,6.0,,,,True,,,,,,90.1,,,,северо-западный,,,,,2,,,,,,,,,,,10,750,,,,14.9,,,,,7,,
1596920400,"Суббота, 8 августа
21:00 (UTC)",,5.0,,,,,,,,,,96.8,,,,северо-западный,,,,,3,,,,,,,,,,,10,749,,,,12.8,,,,,2,,
1596931200,"Воскресенье, 9 августа
00:00 (UTC)",,5.0,,,,,,,,,,99.3,,,,северный,,,,,2,,,,,,,,,,,10,748,,,,11.3,,,,,2,,
1596942000,"Воскресенье, 9 августа
03:00 (UTC)",,4.0,,,,,,,,,,98.0,,,10.1,северный,,,,,3,,,,0.3,,,,0.7,,,20,748,,,,12.3,,,,,2,,
1596952800,"Воскресенье, 9 августа
06:00 (UTC)",,6.0,,,,,,,,,,73.1,,,,северный,,,,,4,,,,,,,,,,,50,748,,,,18.6,,,,,1,,
1596963600,"Воскресенье, 9 августа
09:00 (UTC)",,9.0,,,,,,,,,,52.8,,,,северный,,,,,5,,,,,,,,,,,50,748,,,,21.2,,,,,7,,
1596974400,"Воскресенье, 9 августа
12:00 (UTC)",,10.0,,,,,,,,,,51.4,,,,северный,,,,,5,,,,,,,,,,,50,747,,,,22.3,,,,,7,,
1596985200,"Воскресенье, 9 августа
15:00 (UTC)",,16.0,,,,True,,,,,,85.8,,,,северный,,,,22.6,3,,,,0.8,,,,,,,50,747,,,,16.9,,,,,7,,
1596996000,"Воскресенье, 9 августа
18:00 (UTC)",,5.0,,,,,True,,,,,89.0,,,,северо-западный,,,,,3,,,,,,,,,,,10,748,,,,15.0,,,,,5,,
1597006800,"Воскресенье, 9 августа
21:00 (UTC)",,6.0,,,,,,,,,,91.7,,,,северо-западный,,,,,3,,,,,,,,,,,10,748,,,,11.8,,,,,0,,
1597017600,"Понедельник, 10 августа
00:00 (UTC)",,6.0,,,,,,,,,,95.4,,,,северо-западный,,,,,4,,,,,,,,,,,10,748,,,,9.7,,,,,0,,
1597028400,"Понедельник, 10 августа
03:00 (UTC)",,6.0,,,,,,,,,,92.9,,,8.9,северный,,,,,3,,,,0,,,,0.8,,,20,748,,,,10.4,,,,,0,,
1597039200,"Понедельник, 10 августа
06:00 (UTC)",,8.0,,,,,,,,,,68.8,,,,северный,,,,,5,,,,,,,,,,,50,748,,,,15.7,,,,,5,,
1597050000,"Понедельник, 10 августа
09:00 (UTC)",,11.0,,,,,,,,,,50.6,,,,северный,,,,,6,,,,,,,,,,,50,748,,,,18.2,,,,,5,,
1597060800,"Понедельник, 10 августа
12:00 (UTC)",,12.0,,,,,,,,,,48.9,,,,северный,,,,,4,,,,,,,,,,,50,748,,,,19.1,,,,,6,,
1597071600,"Понедельник, 10 августа
15:00 (UTC)",,10.0,,,,,,,,,,56.0,,,,северный,,,,19.5,3,,,,0,,,,,,,20,748,,,,18.1,,,,,4,,
1597082400,"Понедельник, 10 августа
18:00 (UTC)",,6.0,,,,,,,,,,78.2,,,,северо-западный,,,,,2,,,,,,,,,,,10,748,,,,13.1,,,,,0,,
1597093200,"Понедельник, 10 августа
21:00 (UTC)",,4.0,,,,,,,,,,88.6,,,,северо-западный,,,,,2,,,,,,,,,,,10,749,,,,10.7,,,,,0,,
1597104000,"Вторник, 11 августа
00:00 (UTC)",,3.0,,,,,,,,,,99.3,,,,западный,,,,,2,,,,,,,,,,,10,749,,,,8.4,,,,,1,,
1597114800,"Вторник, 11 августа
03:00 (UTC)",,2.0,,,,,,,,,,88.7,,,8.2,северный,,,,,1,,,,0,,,,0,,,10,749,,,,11.9,,,,,1,,
1597125600,"Вторник, 11 августа
06:00 (UTC)",,4.0,,,,,,,,,,60.4,,,,северный,,,,,2,,,,,,,,,,,50,749,,,,18.3,,,,,1,,
1597136400,"Вторник, 11 августа
09:00 (UTC)",,4.0,,,,,,,,,,50.0,,,,северо-восточный,,,,,2,,,,,,,,,,,50,748,,,,19.7,,,,,5,,
1597147200,"Вторник, 11 августа
12:00 (UTC)",,5.0,,,,,,,,,,45.1,,,,восточный,,,,,1,,,,,,,,,,,50,748,,,,21.6,,,,,5,,
1597158000,"Вторник, 11 августа
15:00 (UTC)",,4.0,,,,,,,,,,43.5,,,,,,,,22.0,0,,,,0,,,,,,,50,748,,,,21.2,,,,,4,,
1597168800,"Вторник, 11 августа
18:00 (UTC)",,5.0,,,,,,,,,,90.0,,,,,,,,,0,,,,,,,,,,,10,748,,,,13.0,,,,,5,,
1597179600,"Вторник, 11 августа
21:00 (UTC)",,2.0,,,,,,,,,,96.8,,,,северный,,,,,1,,,,,,,,,,,10,748,,,,12.5,,,,,5,,
1597190400,"Среда, 12 августа
00:00 (UTC)",,2.0,,,,,,,,,,97.4,,,,,,,,,0,,,,,,,,,,,10,748,,,,12.0,,,,,7,,
1597201200,"Среда, 12 августа
03:00 (UTC)",,4.0,,,,,,,,,,82.2,,,11.6,восточный,,,,,2,,,,0,,,,0,,,10,748,,,,14.6,,,,,7,,
1597212000,"Среда, 12 августа
06:00 (UTC)",,5.0,,,,,,,,,,67.0,,,,юго-восточный,,,,,2,,,,,,,,,,,50,748,,,,17.9,,,,,9,,
1597222800,"Среда, 12 августа
09:00 (UTC)",,6.0,,,,,,,,,,53.7,,,,юго-восточный,,,,,4,,,,,,,,,,,50,748,,,,20.6,,,,,9,,
1597233600,"Среда, 12 августа
12:00 (UTC)",,7.0,,,,,,,,,,54.3,,,,южный,,,,,3,,,,,,,,,,,50,748,,,,19.9,,,,,9,,
1597244400,"Среда, 12 августа
15:00 (UTC)",,5.0,,,,,,,,,,59.3,,,,юго-восточный,,,,21.2,1,,,,0,,,,,,,50,748,,,,19.0,,,,,9,,
1597255200,"Среда, 12 августа
18:00 (UTC)",,3.0,,,,,,,,,,77.7,,,,,,,,,0,,,,,,,,,,,10,748,,,,16.3,,,,,9,,
1597266000,"Среда, 12 августа
21:00 (UTC)",,2.0,,,,,,,,,,90.7,,,,восточный,,,,,1,,,,,,,,,True,,10,748,,,,14.4,,,,,10,,
1597276800,"Четверг, 13 августа
00:00 (UTC)",,4.0,True,,,,,,,,,99.4,,,,северо-восточный,,,,,2,,,,,,,,,,,10,747,,,,13.2,,,,,10,,
1597287600,"Четверг, 13 августа
03:00 (UTC)",,5.0,True,,,,,,,,,99.3,,,12.2,северо-восточный,,,,,3,,,,5,,,,5,,,10,747,,,,12.2,,,,,10,,
1597298400,"Четверг, 13 августа
06:00 (UTC)",,6.0,,,,,,,,True,,100.0,,,12.0,северо-восточный,,,,,4,,,,,,,,,,,4,747,,,,12.5,,,,,10,,
1597309200,"Четверг, 13 августа
09:00 (UTC)",,9.0,,,,,,,,True,,99.4,,,,северо-восточный,,,,,5,,,,,,,,,,,4,746,,,,13.6,,,,,10,,
1597320000,"Четверг, 13 августа
12:00 (UTC)",,11.0,,,,,,,,True,,99.3,,,,восточный,,,,,5,,,,,,,,,,,4,746,,,,12.4,,,,,10,,
1597330800,"Четверг, 13 августа
15:00 (UTC)",,9.0,,,,,,,,True,,99.3,,,,восточный,,,,14.4,4,,,,21,,,,,,,4,745,,,,12.0,,,,,10,,
1597341600,"Четверг, 13 августа
18:00 (UTC)",,9.0,True,,,,,,,,,99.3,,,,северо-восточный,,,,,4,,,,,,,,,,,4,745,,,,12.1,,,,,10,,
1597352400,"Четверг, 13 августа
21:00 (UTC)",,8.0,,,,True,,,,,,99.3,,,,северо-восточный,,,,,4,,,,,,,,,,,10,745,,,,12.1,,,,,10,,
1597363200,"Пятница, 14 августа
00:00 (UTC)",,8.0,,,,,,,,,,99.3,,,,северо-восточный,,,,,4,,,,,,,,,True,,4,744,,,,11.5,,,,,10,,
1597374000,"Пятница, 14 августа
03:00 (UTC)",,9.0,,,,,,,,,,99.3,,,10.6,северо-восточный,,,,,4,,,,16,,,,37,,,4,745,,True,,10.6,,,,,10,,
1597384800,"Пятница, 14 августа
06:00 (UTC)",,9.0,,,,,,,True,,,100.0,,,10.2,северо-восточный,,,,,4,,,,,,,,,,,4,745,,,,10.2,,,,,10,,
1597395600,"Пятница, 14 августа
09:00 (UTC)",,8.0,,,,,,,True,,,99.3,,,,северо-восточный,,,,,3,,,,,,,,,,,4,746,,,,10.9,,,,,10,,
1597406400,"Пятница, 14 августа
12:00 (UTC)",,7.0,,,,,,,,True,,99.3,,,,северный,,,,,3,,,,,,,,,,,2,746,,,,10.9,,,,,10,,
1597417200,"Пятница, 14 августа
15:00 (UTC)",,7.0,True,,,,,,,,,99.3,,,,северный,,,,11.4,3,,,,17,,,,,,,4,746,,,,11.4,,,,,10,,
1597428000,"Пятница, 14 августа
18:00 (UTC)",,6.0,,,,,,,True,,,100.0,,,,северный,,,,,3,,,,,,,,,,,4,746,,,,11.0,,,,,10,,
1597438800,"Пятница, 14 августа
21:00 (UTC)",,7.0,True,,,,,,,,,98.0,,,,северный,,,,,4,,,,,,,,,,,4,746,,,,10.5,,,,,10,,
1597449600,"Суббота, 15 августа
00:00 (UTC)",,7.0,,,,,,,,,,97.4,,,,северный,,,,,4,,,,,,,,,,,10,745,,,,10.0,,,True,,10,,
1597460400,"Суббота, 15 августа
03:00 (UTC)",,6.0,,,,,,,,,,94.8,,,9.7,северный,,,,,3,,,,3,,,,20,,,10,746,,,,9.8,,,,,10,,
1597471200,"Суббота, 15 августа
06:00 (UTC)",,7.0,,,,,,,,,,94.8,,,9.7,северный,,,,,3,,,,,,,,,,,10,746,,,,10.5,,,True,,10,,
1597482000,"Суббота, 15 августа
09:00 (UTC)",,8.0,,,,,,,,,,88.1,,,,северный,,,,,4,,,,,,,,,,,10,746,,,,12.0,,,,,10,,
1597492800,"Суббота, 15 августа
12:00 (UTC)",,10.0,,,,,,,,,,90.6,,,,северный,,,,,5,,,,,,,,,,,20,747,,,,12.3,,,True,,10,,
1597503600,"Суббота, 15 августа
15:00 (UTC)",,9.0,,,,,,,,,,92.4,,,,северный,,,,12.6,4,,,,менее 0.1,,,,,,,20,747,,,,12.3,,,,,10,,
1597514400,"Суббота, 15 августа
18:00 (UTC)",,8.0,,,,,,,,,,96.1,,,,северный,,,,,3,,,,,,,,,,,10,747,,,,11.4,,,,,10,,
1597525200,"Суббота, 15 августа
21:00 (UTC)",,7.0,,,,,,,,,,98.0,,,,северный,,,,,4,,,,,,,,,,,10,746,,,,11.1,,,,,10,,
1597536000,"Воскресенье, 16 августа
00:00 (UTC)",,7.0,,,,,,,,,,99.3,,,,северный,,,,,3,,,,,,,,,,,10,746,,,,11.1,,,,,10,,
1597546800,"Воскресенье, 16 августа
03:00 (UTC)",,6.0,,,,,,,,,,94.2,,,10.9,северный,,,,,4,,,,0,,,,менее 0.1,,,10,746,,,,11.5,,,,,7,,
1597557600,"Воскресенье, 16 августа
06:00 (UTC)",,7.0,,,,,,,,,,76.3,,,,северный,,,,,3,,,,,,,,,,,20,746,,,,14.0,,,,,7,,
1597568400,"Воскресенье, 16 августа
09:00 (UTC)",,9.0,,,,,,,,,,59.8,,,,северный,,,,,4,,,,,,,,,,,50,746,,,,17.7,,,,,7,,
1597579200,"Воскресенье, 16 августа
12:00 (UTC)",,9.0,,,,,,,,,,63.8,,,,северный,,,,,4,,,,,,,,,,,50,745,,,,17.1,,,,,7,,
1597590000,"Воскресенье, 16 августа
15:00 (UTC)",,8.0,,,,,,,,,,63.9,,,,северо-западный,,,,19.2,3,,,,0,,,,,,,50,745,,,,17.5,,,,,7,,
1597600800,"Воскресенье, 16 августа
18:00 (UTC)",,5.0,,,,,,,,,,90.6,,,,западный,,,,,1,,,,,,,,,,,10,745,,,,13.1,,,,,7,,
1597611600,"Воскресенье, 16 августа
21:00 (UTC)",,4.0,,,,,,,,,,91.7,,,,западный,,,,,2,,,,,,,,,,,10,744,,,,11.6,,,,,5,,
1597622400,"Понедельник, 17 августа
00:00 (UTC)",,5.0,,,,,,,,,,89.2,,,,юго-западный,,,,,1,,,,,,,,,,,10,743,,,,10.8,,,,,7,,
1597633200,"Понедельник, 17 августа
03:00 (UTC)",,4.0,,,,True,,,,,,94.2,,,10.3,южный,,,,,2,,,,менее 0.1,,,,менее 0.1,,,20,741,,,,11.0,,,,,9,,
1597644000,"Понедельник, 17 августа
06:00 (UTC)",,5.0,,,,,,,,,,96.8,,,,южный,,,,,3,,,,,,,,,,,4,739,,True,,12.8,,,,,10,,
1597654800,"Понедельник, 17 августа
09:00 (UTC)",,6.0,,,,,,,,,,93.8,,,,северо-западный,,,,,3,,,,,,,,,,,10,739,,,,16.5,,,True,,9,,
1597665600,"Понедельник, 17 августа
12:00 (UTC)",,14.0,,,,,,,,,,79.0,,,,северный,,,,,6,,,,,,,,,,,50,741,,,,14.7,,,True,,9,,
1597676400,"Понедельник, 17 августа
15:00 (UTC)",,12.0,,,,,,,,,,59.3,,,,северный,,,,17.0,6,,,,3,,,,,,,50,742,,,,15.4,,,,,4,,
1597687200,"Понедельник, 17 августа
18:00 (UTC)",,11.0,,,,,,,,,,77.9,,,,северо-западный,,,,,4,,,,,,,,,,,10,744,,,,10.6,,,,,2,,
1597698000,"Понедельник, 17 августа
21:00 (UTC)",,6.0,,,,,,,,,,86.6,,,,северо-западный,,,,,3,,,,,,,,,,,10,744,,,,8.1,,,,,0,,
1597708800,"Вторник, 18 августа
00:00 (UTC)",,6.0,,,,,,,,,,90.8,,,,северо-западный,,,,,3,,,,,,,,,,,10,744,,,,6.8,,,,,0,,
1597719600,"Вторник, 18 августа
03:00 (UTC)",,6.0,,,,,,,,,,86.0,,,6.4,северо-западный,,,,,3,,,,0,,,,3,,,20,744,,,,8.3,,,,,0,,
1597730400,"Вторник, 18 августа
06:00 (UTC)",,7.0,,,,,,,,,,64.1,,,,северо-западный,,,,,4,,,,,,,,,,,50,744,,,,14.4,,,,,2,,
1597741200,"Вторник, 18 августа
09:00 (UTC)",,10.0,,,,,,,,,,48.1,,,,северо-западный,,,,,5,,,,,,,,,,,50,744,,,,17.5,,,,,6,,
1597752000,"Вторник, 18 августа
12:00 (UTC)",,10.0,,,,,,,,,,64.3,,,,западный,,,,,2,,,,,,,True,,,,20,744,,,,15.3,,,,,7,,
1597762800,"Вторник, 18 августа
15:00 (UTC)",,12.0,,,,,True,,,,,75.4,,,,западный,,,,17.7,3,,,,1,,,,,,,20,745,,,,14.7,,,,,4,,
1597773600,"Вторник, 18 августа
18:00 (UTC)",,6.0,,,,,,,,,,81.0,,,,северо-западный,,,,,2,,,,,,,,,,,10,745,,,,10.0,,,,,0,,
1597784400,"Вторник, 18 августа
21:00 (UTC)",,5.0,,,,,,,,,,86.0,,,,северо-западный,,,,,3,,,,,,,,,,,10,745,,,,8.4,,,,,0,,
1597795200,"Среда, 19 августа
00:00 (UTC)",,5.0,,,,,,,,,,92.1,,,,северо-западный,,,,,3,,,,,,,,,,,10,746,,,,7.1,,,,,0,,
1597806000,"Среда, 19 августа
03:00 (UTC)",,5.0,,,,,,,,,,90.8,,,6.5,северо-западный,,,,,3,,,,0,,,,1,,,20,746,,,,7.7,,,,,2,,
1597816800,"Среда, 19 августа
06:00 (UTC)",,7.0,,,,,,,,,,65.6,,,,северо-западный,,,,,4,,,,,,,,,,,50,746,,,,13.3,,,,,2,,
1597827600,"Среда, 19 августа
09:00 (UTC)",,10.0,,,,,,,,,,52.3,,,,северо-западный,,,,,6,,,,,,,,,,,50,746,,,,15.1,,,,,6,,
1597838400,"Среда, 19 августа
12:00 (UTC)",,10.0,,,,,,,,,,49.7,,,,северо-западный,,,,,5,,,,,,,,,,,50,747,,,,16.0,,,,,7,,
1597849200,"Среда, 19 августа
15:00 (UTC)",,9.0,,,,,,,,,,57.9,,,,северо-западный,,,,16.7,4,,,,0,,,,,,,50,747,,,,14.8,,,,,5,,
1597860000,"Среда, 19 августа
18:00 (UTC)",,6.0,,,,,,,,,,79.0,,,,северо-западный,,,,,2,,,,,,,,,,,10,748,,,,10.8,,,,,5,,
1597870800,"Среда, 19 августа
21:00 (UTC)",,5.0,,,,,,,,,,81.1,,,,северо-западный,,,,,3,,,,,,,,,,,10,748,,,,10.6,,,,,7,,
1597881600,"Четверг, 20 августа
00:00 (UTC)",,5.0,,,,,,,,,,89.7,,,,западный,,,,,2,,,,,,,,,,,10,748,,,,8.5,,,,,2,,
1597892400,"Четверг, 20 августа
03:00 (UTC)",,4.0,,,,,,,,,,89.0,,,7.0,северо-западный,,,,,2,,,,0,,,,0,,,20,749,,,,8.4,,,,,5,,
1597903200,"Четверг, 20 августа
06:00 (UTC)",,8.0,,,,,,,,,,60.7,,,,северо-западный,,,,,5,,,,,,,,,,,50,749,,,,14.7,,,,,2,,
1597914000,"Четверг, 20 августа
09:00 (UTC)",,10.0,,,,,,,,,,51.0,,,,северо-западный,,,,,5,,,,,,,,,,,50,749,,,,16.9,,,,,5,,
1597924800,"Четверг, 20 августа
12:00 (UTC)",,9.0,,,,,,,,,,47.2,,,,северо-западный,,,,,5,,,,,,,,,,,50,749,,,,17.8,,,,,6,,
1597935600,"Четверг, 20 августа
15:00 (UTC)",,9.0,,,,,,,,,,52.8,,,,северо-западный,,,,17.9,4,,,,0,,,,,,,50,749,,,,15.8,,,,,9,,
1597946400,"Четверг, 20 августа
18:00 (UTC)",,6.0,,,,,,,,,,74.0,,,,северо-западный,,,,,3,,,,,,,,,,,10,749,,,,12.5,,,,,7,,
1597957200,"Четверг, 20 августа
21:00 (UTC)",,5.0,,,,,,,,,,80.8,,,,северо-западный,,,,,3,,,,,,,,,,,10,749,,,,12.0,,,,,7,,
1597968000,"Пятница, 21 августа
00:00 (UTC)",,6.0,,,,,,,,,,80.8,,,,северо-западный,,,,,3,,,,,,,,,,,10,749,,,,12.0,,,,,7,,
1597978800,"Пятница, 21 августа
03:00 (UTC)",,7.0,,,,,,,,,,81.4,,,11.7,северо-западный,,,,,4,,,,0,,,,0,,,20,750,,,,12.3,,,,,9,,
1597989600,"Пятница, 21 августа
06:00 (UTC)",,7.0,,,,,,,,,,71.3,,,,северо-западный,,,,,3,,,,,,,,,,,50,750,,,,16.4,,,,,4,,
1598000400,"Пятница, 21 августа
09:00 (UTC)",,9.0,,,,,,,,,,59.8,,,,северный,,,,,4,,,,,,,,,,,50,750,,,,19.1,,,,,6,,
1598011200,"Пятница, 21 августа
12:00 (UTC)",,10.0,,,,,,,,,,53.5,,,,северо-западный,,,,,4,,,,,,,,,,,50,750,,,,20.9,,,,,7,,
1598022000,"Пятница, 21 августа
15:00 (UTC)",,8.0,,,,,,,,,,56.6,,,,северо-западный,,,,21.0,3,,,,0,,,,,,,50,750,,,,19.0,,,,,2,,
1598032800,"Пятница, 21 августа
18:00 (UTC)",,5.0,,,,,,,,,,79.5,,,,северо-западный,,,,,2,,,,,,,,,,,10,751,,,,14.2,,,,,2,,
1598043600,"Пятница, 21 августа
21:00 (UTC)",,5.0,,,,,,,,,,99.3,,,,западный,,,,,1,,,,,,,,,,,10,751,,,,10.9,,,,,2,,
