timestamp,date,Гроза слабая или умеренная (возможен дождь или снег),"Порывы, м/с","Осадки за 12 часов, мм",Ливневый дождь со снегом,Количество облаков увеличилось,Ливневый дождь,"Осадки за 24 часа, мм",Количество облаков уменьшилось,Дымка (видимость больше 1 км),Ливневой дождь слабый,Мгла,"Горизонтальная видимость, км","Атмосферное давление на уровне станции, мм рт.ст.",Ливневой дождь умеренный или сильный,"Гроза, но без осадков","Температура воздуха, °C","Гроза, дождь слабый","Относительная влажность, %",Град,"Минимальная температура, °C",Количество облаков не изменилось,Направление ветра,Балл общей облачности,Гроза,"Максимальная температура, °C","Средняя скорость ветра, м/с",Туман без изменений (небо не видно)
1591920000,"Пятница, 12 июня
00:00 (UTC)",,,,,,,,,,,,10.0,743,,,19.9,,72.9,,,,восточный,0.0,,,1,
1591930800,"Пятница, 12 июня
03:00 (UTC)",,,0,,,,0,,,,,10.0,743,,,20.3,,72.0,,17.8,,северный,0.0,,,2,
1591941600,"Пятница, 12 июня
06:00 (UTC)",,,0,,,,,,,,,10.0,742,,,26.2,,55.2,,17.8,,восточный,0.0,,,2,
1591952400,"Пятница, 12 июня
09:00 (UTC)",,,,,,,,,,,,10.0,742,,,29.9,,43.3,,,,восточный,7.0,,,3,
1591963200,"Пятница, 12 июня
12:00 (UTC)",,,,,,,,,,,,10.0,741,,,29.3,,46.3,,,,восточный,7.0,,,3,
1591974000,"Пятница, 12 июня
15:00 (UTC)",,,0,,,,,,,,,10.0,741,,,29.1,,51.2,,,,восточный,7.0,,,3,
1591984800,"Пятница, 12 июня
18:00 (UTC)",,,0,,,,,,,,,10.0,740,,,25.6,,68.2,,,,восточный,4.0,,31.3,1,
1591995600,"Пятница, 12 июня
21:00 (UTC)",,,,,,,,,,,,10.0,740,,,22.0,,79.0,,,,северо-восточный,2.0,,,1,
1592006400,"Суббота, 13 июня
00:00 (UTC)",,10.0,,,,,,,,,,10.0,741,,,20.1,,76.3,,,,северо-восточный,7.0,,,4,
1592017200,"Суббота, 13 июня
03:00 (UTC)",,11.0,0,,,,0,,,,,10.0,741,,,18.2,,64.5,,18.2,,северо-восточный,9.0,,,4,
1592028000,"Суббота, 13 июня
06:00 (UTC)",,,0.3,,,,,,,,,10.0,741,,True,19.8,,67.0,,17.1,,восточный,9.0,,,3,
1592038800,"Суббота, 13 июня
09:00 (UTC)",,11.0,,,,,,,,,,10.0,741,,,20.8,,63.4,,,True,восточный,9.0,,,4,
1592049600,"Суббота, 13 июня
12:00 (UTC)",,,,,,,,,,,,10.0,742,,,18.9,,75.1,,,True,северо-восточный,9.0,,,4,
1592060400,"Суббота, 13 июня
15:00 (UTC)",,10.0,0.3,,,,,,,,,10.0,742,,,16.0,,81.3,,,,северо-восточный,10.0,,,3,
1592071200,"Суббота, 13 июня
18:00 (UTC)",,11.0,0,,,,,,,,,10.0,743,,,13.4,,84.3,,,,северо-восточный,10.0,,22.5,5,
1592082000,"Суббота, 13 июня
21:00 (UTC)",,12.0,,,,,,,,,,10.0,743,,,12.4,,85.3,,,,северо-восточный,10.0,,,3,
1592092800,"Воскресенье, 14 июня
00:00 (UTC)",,12.0,,,,,,,,,,10.0,743,,,12.1,,90.5,,,,северо-восточный,10.0,,,3,
1592103600,"Воскресенье, 14 июня
03:00 (UTC)",,,0,,,,0.3,,,,,10.0,743,,,12.6,,88.2,,12.1,,восточный,10.0,,,3,
1592114400,"Воскресенье, 14 июня
06:00 (UTC)",,,0.3,,,True,,,,,,10.0,744,,,13.7,,87.1,,12.1,,восточный,10.0,,,2,
1592125200,"Воскресенье, 14 июня
09:00 (UTC)",,,,,,,,,,,,10.0,744,,,18.8,,69.5,,,,восточный,7.0,,,3,
1592136000,"Воскресенье, 14 июня
12:00 (UTC)",,10.0,,,,,,,,,,10.0,744,,,22.5,,60.6,,,,восточный,7.0,,,3,
1592146800,"Воскресенье, 14 июня
15:00 (UTC)",,11.0,0.3,,,,,,,,,10.0,745,,,20.6,,65.9,,,,восточный,9.0,,,4,
1592157600,"Воскресенье, 14 июня
18:00 (UTC)",,11.0,0,,,,,,,,,10.0,745,,,18.9,,67.7,,,,восточный,9.0,,23.2,3,
1592168400,"Воскресенье, 14 июня
21:00 (UTC)",,,,,,,,,,,,10.0,745,,,17.3,,74.9,,,,восточный,9.0,,,3,
1592179200,"Понедельник, 15 июня
00:00 (UTC)",,,,,,,,,,,,10.0,745,,,17.3,,77.8,,,,юго-восточный,9.0,,,5,
1592190000,"Понедельник, 15 июня
03:00 (UTC)",,,0,,,,0.3,,,,,10.0,746,,,15.5,,80.7,,15.5,,юго-восточный,5.0,,,4,
1592200800,"Понедельник, 15 июня
06:00 (UTC)",,,0,,,,,,,,,10.0,746,,,19.1,,61.8,,15.4,,юго-восточный,4.0,,,4,
1592211600,"Понедельник, 15 июня
09:00 (UTC)",,,,,,,,,,,,10.0,746,,,22.3,,55.2,,,,восточный,4.0,,,3,
1592222400,"Понедельник, 15 июня
12:00 (UTC)",,,,,,,,,,,,10.0,746,,,23.4,,54.8,,,,юго-восточный,6.0,,,4,
1592233200,"Понедельник, 15 июня
15:00 (UTC)",,,0,,,,,,,,,10.0,746,,,22.2,,60.9,,,,юго-восточный,7.0,,,3,
1592244000,"Понедельник, 15 июня
18:00 (UTC)",,,0,,,,,,,,,10.0,746,,,21.3,,63.1,,,,юго-восточный,6.0,,23.9,3,
1592254800,"Понедельник, 15 июня
21:00 (UTC)",,,,,,,,,,,,10.0,746,,,18.9,,73.7,,,,юго-восточный,9.0,,,2,
1592265600,"Вторник, 16 июня
00:00 (UTC)",,,,,,,,,,,,10.0,746,,,17.5,,74.9,,,,юго-восточный,0.0,,,2,
1592276400,"Вторник, 16 июня
03:00 (UTC)",,,0,,,,0,,,,,10.0,746,,,16.7,,72.3,,16.2,,юго-восточный,6.0,,,2,
1592287200,"Вторник, 16 июня
06:00 (UTC)",,,0,,,,,,,,,10.0,746,,,22.2,,51.7,,16.2,,юго-восточный,2.0,,,3,
1592298000,"Вторник, 16 июня
09:00 (UTC)",,,,,,,,,,,,10.0,746,,,26.1,,39.8,,,,юго-восточный,2.0,,,4,
1592308800,"Вторник, 16 июня
12:00 (UTC)",,,,,,,,,,,,10.0,746,,,27.5,,25.6,,,,юго-восточный,0.0,,,5,
1592319600,"Вторник, 16 июня
15:00 (UTC)",,,0,,,,,,,,,10.0,745,,,26.9,,29.6,,,,восточный,0.0,,,3,
1592330400,"Вторник, 16 июня
18:00 (UTC)",,,0,,,,,,,,,10.0,745,,,22.8,,47.9,,,,восточный,0.0,,27.8,2,
1592341200,"Вторник, 16 июня
21:00 (UTC)",,,,,,,,,,,,10.0,745,,,20.4,,49.9,,,,восточный,0.0,,,2,
1592352000,"Среда, 17 июня
00:00 (UTC)",,,,,,,,,,,,10.0,745,,,16.9,,63.4,,,,юго-восточный,0.0,,,2,
1592362800,"Среда, 17 июня
03:00 (UTC)",,,0,,,,0,,,,,10.0,745,,,17.7,,59.0,,16.2,,юго-восточный,0.0,,,2,
1592373600,"Среда, 17 июня
06:00 (UTC)",,,0,,,,,,,,,10.0,745,,,23.3,,46.8,,16.2,,юго-восточный,0.0,,,2,
1592384400,"Среда, 17 июня
09:00 (UTC)",,,,,,,,,,,,10.0,745,,,27.3,,34.7,,,,юго-восточный,0.0,,,3,
1592395200,"Среда, 17 июня
12:00 (UTC)",,,,,,,,,,,,10.0,745,,,28.2,,30.2,,,,юго-восточный,2.0,,,3,
1592406000,"Среда, 17 июня
15:00 (UTC)",,,0,,,,,,,,,10.0,744,,,27.7,,29.5,,,,юго-восточный,2.0,,,3,
1592416800,"Среда, 17 июня
18:00 (UTC)",,,0,,,,,,,,,10.0,744,,,24.4,,39.6,,,,восточный,2.0,,28.4,1,
1592427600,"Среда, 17 июня
21:00 (UTC)",,,,,,,,,,,,10.0,745,,,19.9,,59.6,,,,юго-восточный,0.0,,,1,
1592438400,"Четверг, 18 июня
00:00 (UTC)",,,,,,,,,,,,10.0,745,,,17.8,,64.0,,,,юго-восточный,0.0,,,1,
1592449200,"Четверг, 18 июня
03:00 (UTC)",,,0,,,,0,,,,,10.0,744,,,19.6,,58.7,,14.6,,юго-восточный,0.0,,,1,
1592460000,"Четверг, 18 июня
06:00 (UTC)",,,0,,,,,,,,,10.0,745,,,24.8,,52.0,,14.6,,восточный,0.0,,,2,
1592470800,"Четверг, 18 июня
09:00 (UTC)",,,,,,,,,,,,10.0,745,,,29.1,,35.9,,,,юго-восточный,0.0,,,3,
1592481600,"Четверг, 18 июня
12:00 (UTC)",,,,,,,,,,,,10.0,744,,,30.0,,30.7,,,,восточный,0.0,,,3,
1592492400,"Четверг, 18 июня
15:00 (UTC)",,,0,,,,,,,,,10.0,744,,,29.2,,36.9,,,,восточный,2.0,,,3,
1592503200,"Четверг, 18 июня
18:00 (UTC)",,,0,,,,,,,,,10.0,744,,,25.2,,53.9,,,,восточный,4.0,,30.2,1,
1592514000,"Четверг, 18 июня
21:00 (UTC)",,,,,,,,,,,,10.0,744,,,22.9,,60.3,,,,восточный,0.0,,,1,
1592524800,"Пятница, 19 июня
00:00 (UTC)",,,,,,,,,,,,10.0,744,,,21.2,,67.7,,,,восточный,0.0,,,1,
1592535600,"Пятница, 19 июня
03:00 (UTC)",,,0,,,,0,,,,,10.0,745,,,20.0,,77.8,,18.4,,,9.0,,,0,
1592546400,"Пятница, 19 июня
06:00 (UTC)",,,0,,,,,,,,,10.0,745,,,25.6,,61.7,,18.4,,восточный,6.0,,,2,
1592557200,"Пятница, 19 июня
09:00 (UTC)",,,,,,,,,,,,10.0,745,,,28.4,,48.8,,,,восточный,6.0,,,2,
1592568000,"Пятница, 19 июня
12:00 (UTC)",,,,,,,,,,,,10.0,744,,True,24.4,,71.0,,,,восточный,7.0,,,1,
1592578800,"Пятница, 19 июня
15:00 (UTC)",,,0.5,,,,,,,,,10.0,743,,,27.5,,56.9,,,True,северо-восточный,9.0,,,2,
1592589600,"Пятница, 19 июня
18:00 (UTC)",,,0.5,,,,,True,,,,10.0,743,,,24.0,,64.5,,,,восточный,9.0,,29.5,1,
1592600400,"Пятница, 19 июня
21:00 (UTC)",,,,,,,,,,,,10.0,743,,,19.5,,75.7,,,,северо-восточный,0.0,,,1,
1592611200,"Суббота, 20 июня
00:00 (UTC)",,,,,,,,,,,,10.0,743,,,16.3,,90.8,,,,,4.0,,,0,
1592622000,"Суббота, 20 июня
03:00 (UTC)",,,0,,,,0.5,,,,,10.0,743,,,18.6,,83.2,,14.8,,северный,4.0,,,1,
1592632800,"Суббота, 20 июня
06:00 (UTC)",,,0,,,,,,,,,10.0,743,,,24.9,,61.1,,14.8,,северо-восточный,4.0,,,2,
1592643600,"Суббота, 20 июня
09:00 (UTC)",,,,,,,,,,,,10.0,742,,,27.6,,49.8,,,,восточный,4.0,,,2,
1592654400,"Суббота, 20 июня
12:00 (UTC)",,,,,,,,,,,,10.0,742,,,29.2,,44.3,,,,северо-восточный,6.0,,,2,
1592665200,"Суббота, 20 июня
15:00 (UTC)",,,0,,,,,,,,,10.0,741,,,28.8,,43.9,,,,восточный,4.0,,,2,
1592676000,"Суббота, 20 июня
18:00 (UTC)",,,0,,,,,,,,,10.0,741,,,25.2,,53.5,,,,северо-восточный,7.0,,29.7,1,
1592686800,"Суббота, 20 июня
21:00 (UTC)",,,,,,,,,,,,10.0,741,,,22.7,,62.6,,,,северо-восточный,6.0,,,1,
1592697600,"Воскресенье, 21 июня
00:00 (UTC)",,,,,,,,,,,,10.0,741,,,20.7,,70.3,,,,северо-восточный,9.0,,,2,
1592708400,"Воскресенье, 21 июня
03:00 (UTC)",,,0,,,,0,,,,,10.0,741,,,19.8,,79.2,,19.5,,северо-восточный,9.0,,,1,
1592719200,"Воскресенье, 21 июня
06:00 (UTC)",,,0,,,,,,,,,10.0,741,,,21.1,,75.0,,19.5,,северо-восточный,9.0,,,2,
1592730000,"Воскресенье, 21 июня
09:00 (UTC)",,,,,,,,,,,,10.0,741,,,24.8,,65.5,,,,восточный,9.0,,,3,
1592740800,"Воскресенье, 21 июня
12:00 (UTC)",,,,,,,,,,,,10.0,741,,,26.7,,62.3,,,,восточный,9.0,,,2,
1592751600,"Воскресенье, 21 июня
15:00 (UTC)",,11.0,0,,,,,,,,,10.0,741,,,23.2,,69.4,,,,северо-восточный,6.0,,,4,
1592762400,"Воскресенье, 21 июня
18:00 (UTC)",,11.0,0,,,,,,,,,10.0,742,,,18.6,,77.0,,,,северо-восточный,9.0,,27.2,3,
1592773200,"Воскресенье, 21 июня
21:00 (UTC)",,,,,,,,,,,,10.0,743,,True,17.1,,80.9,,,,северо-восточный,9.0,,,2,
1592784000,"Понедельник, 22 июня
00:00 (UTC)",,,,,,,,,,,,10.0,743,,,15.3,,86.2,,,True,северо-восточный,9.0,,,2,
1592794800,"Понедельник, 22 июня
03:00 (UTC)",True,,0.7,,,,0.7,,,,,10.0,743,,,15.2,,88.4,,15.2,,восточный,10.0,,,4,
1592805600,"Понедельник, 22 июня
06:00 (UTC)",,,4,,,True,,,,,,10.0,744,,,15.6,,89.6,,14.7,,северо-восточный,10.0,,,2,
1592816400,"Понедельник, 22 июня
09:00 (UTC)",,,,,,,,,,True,,10.0,744,,,16.0,,95.0,,,,юго-восточный,10.0,,,2,
1592827200,"Понедельник, 22 июня
12:00 (UTC)",,,,,,,,,,True,,4.0,744,,,17.3,,96.3,,,,восточный,10.0,,,1,
1592838000,"Понедельник, 22 июня
15:00 (UTC)",,,26,,,,,,,,,10.0,744,,,18.7,,87.0,,,True,восточный,7.0,,,1,
1592848800,"Понедельник, 22 июня
18:00 (UTC)",,,22,,,,,,,,,10.0,744,,,17.9,,92.1,,,True,северо-восточный,9.0,,18.9,1,
1592859600,"Понедельник, 22 июня
21:00 (UTC)",,,,,,,,,,,,10.0,743,,,17.7,,93.3,,,True,восточный,10.0,,,1,
1592870400,"Вторник, 23 июня
00:00 (UTC)",,,,,,,,,,,,10.0,743,,,17.4,,92.1,,,True,северо-восточный,10.0,,,1,
1592881200,"Вторник, 23 июня
03:00 (UTC)",,,2,,,,28,,,,,10.0,744,,,17.0,,92.6,,16.9,,,10.0,,,0,
1592892000,"Вторник, 23 июня
06:00 (UTC)",,,3,,,,,,,True,,10.0,744,,,16.1,,89.7,,16.1,,северо-восточный,10.0,,,2,
1592902800,"Вторник, 23 июня
09:00 (UTC)",,,,,,True,,,,,,10.0,744,,,15.2,,90.2,,,,восточный,10.0,,,2,
1592913600,"Вторник, 23 июня
12:00 (UTC)",,,,,,,,,,True,,4.0,745,,,15.7,,93.8,,,,северо-восточный,10.0,,,1,
1592924400,"Вторник, 23 июня
15:00 (UTC)",,,5,,,,,,,,,10.0,745,,,16.3,,87.9,,,True,восточный,10.0,,,1,
1592935200,"Вторник, 23 июня
18:00 (UTC)",,,5,,,,,True,,,,10.0,745,,,16.1,,85.7,,,,северо-восточный,7.0,,17.5,1,
1592946000,"Вторник, 23 июня
21:00 (UTC)",,,,,,,,,,,,10.0,746,,,13.3,,94.3,,,,северный,6.0,,,1,
1592956800,"Среда, 24 июня
00:00 (UTC)",,,,,,,,,,,,10.0,747,,,11.5,,95.5,,,,северо-восточный,0.0,,,1,
1592967600,"Среда, 24 июня
03:00 (UTC)",,,0,,,,5,,,,,10.0,748,,,12.4,,94.2,,11.5,,северо-восточный,9.0,,,1,
1592978400,"Среда, 24 июня
06:00 (UTC)",,,0,,,,,,,,,10.0,748,,,17.4,,77.9,,11.5,,северо-западный,1.0,,,1,
1592989200,"Среда, 24 июня
09:00 (UTC)",,,,,,,,,,,,10.0,748,,,22.5,,52.5,,,,северный,5.0,,,2,
1593000000,"Среда, 24 июня
12:00 (UTC)",,,,,,,,,,,,10.0,748,,,24.8,,43.3,,,,северный,1.0,,,2,
1593010800,"Среда, 24 июня
15:00 (UTC)",,,0,,,,,,,,,10.0,748,,,25.1,,43.7,,,,северный,4.0,,,2,
1593021600,"Среда, 24 июня
18:00 (UTC)",,,0,,,,,,,,,10.0,748,,,18.8,,78.6,,,,,4.0,,25.7,0,
1593032400,"Среда, 24 июня
21:00 (UTC)",,,,,,,,,,,,10.0,750,,,17.6,,77.4,,,,северный,0.0,,,1,
1593043200,"Четверг, 25 июня
00:00 (UTC)",,,,,,,,,,,,10.0,751,,,15.3,,58.4,,,,северо-восточный,0.0,,,2,
1593054000,"Четверг, 25 июня
03:00 (UTC)",,,0,,,,0,,,,,10.0,752,,,14.5,,65.0,,11.2,,северный,0.0,,,1,
1593064800,"Четверг, 25 июня
06:00 (UTC)",,,0,,,,,,,,,10.0,752,,,19.8,,38.3,,11.2,,северо-восточный,4.0,,,2,
1593075600,"Четверг, 25 июня
09:00 (UTC)",,,,,,,,,,,,10.0,753,,,23.3,,37.7,,,,северный,6.0,,,1,
1593086400,"Четверг, 25 июня
12:00 (UTC)",,,,,,,,,,,,10.0,752,,,25.2,,41.5,,,,западный,7.0,,,1,
1593097200,"Четверг, 25 июня
15:00 (UTC)",,,0,,,,,,,,,10.0,751,,,25.2,,44.0,,,,северо-западный,7.0,,,1,
1593108000,"Четверг, 25 июня
18:00 (UTC)",,,0,,,,,,,,,10.0,751,,,19.1,,71.4,,,,северо-западный,7.0,,25.8,1,
1593118800,"Четверг, 25 июня
21:00 (UTC)",,,,,,,,,,,,10.0,751,,,16.7,,78.3,,,,,7.0,,,0,
1593129600,"Пятница, 26 июня
00:00 (UTC)",,,,,,,,,,,,10.0,751,,,16.0,,80.8,,,,северный,4.0,,,1,
1593140400,"Пятница, 26 июня
03:00 (UTC)",,,0,,,,0,,,,,10.0,751,,,16.8,,80.4,,14.5,,западный,2.0,,,1,
1593151200,"Пятница, 26 июня
06:00 (UTC)",,,0,,,,,,,,,10.0,751,,,23.5,,61.6,,14.5,,северный,0.0,,,1,
1593162000,"Пятница, 26 июня
09:00 (UTC)",,,,,,,,,,,,10.0,751,,,25.9,,54.7,,,,северо-восточный,4.0,,,2,
1593172800,"Пятница, 26 июня
12:00 (UTC)",,,,,,,,,,,,10.0,751,,,26.7,,49.6,,,,северный,5.0,,,2,
1593183600,"Пятница, 26 июня
15:00 (UTC)",,,0,,,,,,,,,10.0,750,,,25.7,,48.7,,,,северный,2.0,,,2,
1593194400,"Пятница, 26 июня
18:00 (UTC)",,,0,,,,,,,,,10.0,750,,,20.8,,64.6,,,,юго-восточный,0.0,,27.7,1,
1593205200,"Пятница, 26 июня
21:00 (UTC)",,,,,,,,,,,,10.0,750,,,17.2,,80.9,,,,южный,0.0,,,1,
1593216000,"Суббота, 27 июня
00:00 (UTC)",,,,,,,,,,,,10.0,750,,,14.3,,90.7,,,,юго-восточный,0.0,,,1,
1593226800,"Суббота, 27 июня
03:00 (UTC)",,,0,,,,0,,,,,10.0,749,,,15.6,,86.2,,13.6,,южный,6.0,,,1,
1593237600,"Суббота, 27 июня
06:00 (UTC)",,,0,,,,,,,,,10.0,749,,,22.9,,61.8,,13.6,,юго-западный,2.0,,,1,
1593248400,"Суббота, 27 июня
09:00 (UTC)",,,,,,,,,,,,10.0,748,,,27.2,,50.1,,,,западный,4.0,,,1,
1593259200,"Суббота, 27 июня
12:00 (UTC)",,,,,,,,,,,,10.0,746,,,27.2,,47.9,,,,западный,5.0,,,1,
1593270000,"Суббота, 27 июня
15:00 (UTC)",,,0,,,,,,,,,10.0,745,,,28.4,,40.5,,,,северо-западный,2.0,,,1,
1593280800,"Суббота, 27 июня
18:00 (UTC)",,,0,,,,,,,,,10.0,744,,,21.7,,69.6,,,,,0.0,,29.1,0,
1593291600,"Суббота, 27 июня
21:00 (UTC)",,,,,,,,,,,,10.0,744,,,18.6,,85.9,,,,юго-восточный,0.0,,,1,
1593302400,"Воскресенье, 28 июня
00:00 (UTC)",,,,,,,,,,,,10.0,743,,,16.1,,93.8,,,,юго-восточный,0.0,,,1,
1593313200,"Воскресенье, 28 июня
03:00 (UTC)",,,0,,,,0,,,,,10.0,743,,,17.1,,88.0,,15.3,,южный,2.0,,,1,
1593324000,"Воскресенье, 28 июня
06:00 (UTC)",,,0,,,,,,,,,10.0,742,,,25.0,,55.9,,15.3,,западный,2.0,,,1,
1593334800,"Воскресенье, 28 июня
09:00 (UTC)",,,,,,,,,,,,10.0,741,,,28.5,,39.0,,,,западный,7.0,,,2,
1593345600,"Воскресенье, 28 июня
12:00 (UTC)",,,,,,,,,,,,10.0,740,,,27.0,,34.7,,,,западный,7.0,,,3,
1593356400,"Воскресенье, 28 июня
15:00 (UTC)",,13.0,менее 0.1,,,,,,,,,10.0,739,,,22.4,,63.3,,,True,северо-западный,9.0,,,1,
1593367200,"Воскресенье, 28 июня
18:00 (UTC)",,,менее 0.1,,,,,,,,,10.0,739,,,20.5,,73.5,,,True,,7.0,,29.1,0,
1593378000,"Воскресенье, 28 июня
21:00 (UTC)",,,,,,True,,,,,,10.0,738,,,18.1,,88.1,,,,северный,10.0,,,2,
1593388800,"Понедельник, 29 июня
00:00 (UTC)",,,,,,,,,,True,,10.0,738,,,17.6,,92.7,,,,южный,10.0,,,2,
1593399600,"Понедельник, 29 июня
03:00 (UTC)",,,2,,,,2,,True,,,4.0,738,,,17.1,,95.0,,16.7,,,7.0,,,0,
1593410400,"Понедельник, 29 июня
06:00 (UTC)",,,2,,,,,True,,,,10.0,738,,,22.6,,71.1,,16.7,,северо-западный,1.0,,,1,
1593421200,"Понедельник, 29 июня
09:00 (UTC)",,,,,,,,,,,,10.0,739,,,24.8,,57.0,,,,северо-восточный,6.0,,,2,
1593432000,"Понедельник, 29 июня
12:00 (UTC)",,,,,,,,,,,,10.0,739,,,24.5,,52.6,,,,северо-восточный,4.0,,,2,
1593442800,"Понедельник, 29 июня
15:00 (UTC)",,,0,,,,,,,,,10.0,739,,,23.4,,54.8,,,,северо-восточный,4.0,,,2,
1593453600,"Понедельник, 29 июня
18:00 (UTC)",,,0,,,,,,,,,10.0,740,,,20.6,,62.9,,,,восточный,6.0,,25.3,1,
1593464400,"Понедельник, 29 июня
21:00 (UTC)",,,,,,,,,,,,10.0,740,,,18.1,,72.6,,,,восточный,0.0,,,2,
1593475200,"Вторник, 30 июня
00:00 (UTC)",,,,,,,,,,,,10.0,740,,,15.4,,74.5,,,,юго-восточный,4.0,,,2,
1593486000,"Вторник, 30 июня
03:00 (UTC)",,,0,,,,0,,,,,10.0,740,,,15.2,,72.5,,14.4,,юго-восточный,7.0,,,3,
1593496800,"Вторник, 30 июня
06:00 (UTC)",,,0,,,,,,,,,10.0,740,,,20.3,,60.0,,14.4,,юго-восточный,9.0,,,4,
1593507600,"Вторник, 30 июня
09:00 (UTC)",,,,,,,,,,,,10.0,740,,,23.5,,54.5,,,,юго-восточный,7.0,,,4,
1593518400,"Вторник, 30 июня
12:00 (UTC)",,,,,,,,,,,,10.0,739,,,25.4,,47.7,,,,южный,5.0,,,4,
1593529200,"Вторник, 30 июня
15:00 (UTC)",,,0,,,,,,,,,10.0,738,,,25.4,,47.7,,,,южный,7.0,,,3,
1593540000,"Вторник, 30 июня
18:00 (UTC)",,,менее 0.1,,,,,,,True,,10.0,738,,,19.0,,86.0,,,,западный,9.0,,25.9,2,
1593550800,"Вторник, 30 июня
21:00 (UTC)",,,,,,True,,,,,,4.0,739,,,18.3,,95.1,,,,юго-западный,10.0,,,1,
1593561600,"Среда, 1 июля
00:00 (UTC)",,,,,,,,,True,,,4.0,739,,,17.1,,95.0,,,,западный,10.0,,,1,
1593572400,"Среда, 1 июля
03:00 (UTC)",,,8,,,,8,,True,,,4.0,740,,,16.3,,95.6,,15.6,,северо-западный,7.0,,,1,
1593583200,"Среда, 1 июля
06:00 (UTC)",,,8,,,,,,,,,10.0,741,,,20.0,,67.9,,15.6,,северный,6.0,,,1,
1593594000,"Среда, 1 июля
09:00 (UTC)",,,,,,,,,,,,10.0,741,,,23.4,,51.3,,,,западный,7.0,,,1,
1593604800,"Среда, 1 июля
12:00 (UTC)",,,,,,,,,,,,10.0,741,,,24.8,,45.7,,,,северо-западный,7.0,,,1,
1593615600,"Среда, 1 июля
15:00 (UTC)",,,0,,,,,,,,,10.0,741,,,24.6,,43.9,,,,западный,2.0,,,2,
1593626400,"Среда, 1 июля
18:00 (UTC)",,,0,,,,,,,,,10.0,741,,,20.8,,61.0,,,,южный,2.0,,25.0,1,
1593637200,"Среда, 1 июля
21:00 (UTC)",,,,,,,,,,,,10.0,742,,,17.9,,76.9,,,,южный,1.0,,,2,
1593648000,"Четверг, 2 июля
00:00 (UTC)",,,,,,,,,,,,10.0,742,,,16.9,,80.4,,,,южный,9.0,,,2,
1593658800,"Четверг, 2 июля
03:00 (UTC)",,,0,,,,0,,,,,10.0,742,,,17.6,,78.4,,16.6,,южный,7.0,,,1,
1593669600,"Четверг, 2 июля
06:00 (UTC)",,,0,,,,,,,,,10.0,743,,,22.2,,60.1,,16.6,,южный,2.0,,,2,
1593680400,"Четверг, 2 июля
09:00 (UTC)",,,,,,,,,,,,10.0,743,,,26.0,,46.9,,,,юго-западный,2.0,,,2,
1593691200,"Четверг, 2 июля
12:00 (UTC)",,,,,,,,,,,,10.0,743,,,28.0,,36.8,,,,юго-западный,2.0,,,2,
1593702000,"Четверг, 2 июля
15:00 (UTC)",,,0,,,,,,,,,10.0,742,,,27.7,,39.0,,,,южный,5.0,,,3,
1593712800,"Четверг, 2 июля
18:00 (UTC)",,,0,,,,,,,,,10.0,742,,,24.3,,54.3,,,,южный,7.0,,28.7,2,
1593723600,"Четверг, 2 июля
21:00 (UTC)",,,,,,,,,,,,10.0,743,,,20.5,,70.7,,,,южный,1.0,,,2,
1593734400,"Пятница, 3 июля
00:00 (UTC)",,,,,,,,,,,,10.0,743,,,20.4,,73.0,,,,юго-западный,7.0,,,1,
1593745200,"Пятница, 3 июля
03:00 (UTC)",,,0.8,,,,0.8,,,,,10.0,743,,,18.8,,91.0,,18.4,True,южный,9.0,,,1,
1593756000,"Пятница, 3 июля
06:00 (UTC)",,,0.8,,,,,True,,,,10.0,744,,,23.4,,70.8,,18.4,,южный,7.0,,,2,
1593766800,"Пятница, 3 июля
09:00 (UTC)",,,,,,,,,,,,10.0,744,,,28.1,,48.1,,,,южный,7.0,,,3,
1593777600,"Пятница, 3 июля
12:00 (UTC)",,,,,,,,,,,,10.0,743,,,29.2,,45.1,,,,южный,7.0,,,3,
1593788400,"Пятница, 3 июля
15:00 (UTC)",,,0,,,,,,,,,10.0,743,,,28.9,,40.9,,,,южный,7.0,,,3,
1593799200,"Пятница, 3 июля
18:00 (UTC)",,,0,,,,,,,,,10.0,742,,,24.6,,62.2,,,,южный,6.0,,29.8,1,
1593810000,"Пятница, 3 июля
21:00 (UTC)",,,,,,,,,,,,10.0,743,,,21.4,,75.1,,,,южный,4.0,,,1,
1593820800,"Суббота, 4 июля
00:00 (UTC)",,,,,,,,,,,,10.0,743,,,18.6,,83.8,,,,южный,2.0,,,1,
1593831600,"Суббота, 4 июля
03:00 (UTC)",,,0,,,,0,,,,,10.0,743,,,19.2,,79.1,,17.2,,юго-восточный,6.0,,,1,
1593842400,"Суббота, 4 июля
06:00 (UTC)",,,0,,,,,,,,,10.0,742,,,26.1,,56.9,,17.2,,южный,7.0,,,1,
1593853200,"Суббота, 4 июля
09:00 (UTC)",,,,,,,,,,,,10.0,742,,,29.2,,40.7,,,,южный,9.0,,,3,
