timestamp,date,Гроза слабая или умеренная (возможен дождь или снег),"Порывы, м/с",Туман (видимость менее 1 км),Дождь (незамерзающий) слабый непрерывный,Ливневый дождь со снегом,Ливневый дождь,Количество облаков уменьшилось,Гроза сильная (возможен дождь или снег),"Гроза, но без осадков","Относительная влажность, %","Минимальная температура, °C",Направление ветра,Гроза,"Максимальная температура, °C","Средняя скорость ветра, м/с",Ливневой снег умеренный или сильный,"Осадки за 12 часов, мм",Туман начался (усилился). Небо видно,"Высота снежного покрова, см",Туман ослабел (небо видно),"Осадки за 24 часа, мм",Дымка (видимость больше 1 км),Ливневой дождь слабый,"Горизонтальная видимость, км","Атмосферное давление на уровне станции, мм рт.ст.","Гроза, дождь умеренный или сильный",Туман начался (усилился). Небо не видно,Ливневой дождь умеренный или сильный,"Температура воздуха, °C","Гроза, дождь слабый",Количество облаков не изменилось,Туман без изменений (небо видно),Балл общей облачности,Ливневой снег слабый,Дождь (незамерзающий)
1596002400,"Среда, 29 июля
06:00 (UTC)",,,,,,,,,,61.0,,северо-западный,,,2,,,,,,,,,10,741,,,,21.1,,True,,7.0,,
1596013200,"Среда, 29 июля
09:00 (UTC)",,,,,,,,,,43.1,,северо-западный,,,2,,,,,,,,,10,740,,,,24.0,,,,7.0,,
1596024000,"Среда, 29 июля
12:00 (UTC)",,,,,,,,,True,38.2,,северо-восточный,,,2,,,,,,,,,10,740,,,,24.8,,,,7.0,,
1596034800,"Среда, 29 июля
15:00 (UTC)",,,,,,,,,,86.4,,,True,26.0,0,,0.8,,,,,,,10,740,,,,17.9,,,,10.0,,
1596045600,"Среда, 29 июля
18:00 (UTC)",,,,,,,,,,90.8,,юго-западный,,,1,,,,,,,,,4,740,,,,15.9,,True,,7.0,,
1596056400,"Среда, 29 июля
21:00 (UTC)",,,,,,,,,,89.5,,,,,0,,,,,,,,,4,740,,,,14.3,,,,2.0,,
1596067200,"Четверг, 30 июля
00:00 (UTC)",,,,,,,,,,85.5,,южный,,,1,,,,,,,,,20,739,,,,14.3,,,,10.0,,
1596078000,"Четверг, 30 июля
03:00 (UTC)",,,,,,,,,,76.0,13.5,юго-западный,,,1,,0,,,,,,,10,739,,,,18.2,,,,10.0,,
1596088800,"Четверг, 30 июля
06:00 (UTC)",,,,,,,,,,57.0,,западный,,,2,,,,,,,,,10,738,,,,23.3,,,,7.0,,
1596099600,"Четверг, 30 июля
09:00 (UTC)",,10.0,,,,,,,,,,западный,,,2,,,,,,,,,10,738,,,,10.7,,True,,10.0,,
1596153600,"Пятница, 31 июля
00:00 (UTC)",,,,,,,,,,70.6,,,,,0,,,,,,,,,20,736,,,,17.4,,,,2.0,,
1596164400,"Пятница, 31 июля
03:00 (UTC)",,,,,,,,,,54.7,17.3,юго-западный,,,1,,0.6,,,,,,,10,736,,,,21.7,,,,6.0,,
1596175200,"Пятница, 31 июля
06:00 (UTC)",,,,,,,,,,35.3,,южный,,,2,,,,,,,,,10,735,,,,27.6,,,,6.0,,
1596186000,"Пятница, 31 июля
09:00 (UTC)",,,,,,,,,,27.9,,западный,,,2,,,,,,,,,10,735,,,,29.7,,,,6.0,,
1596196800,"Пятница, 31 июля
12:00 (UTC)",,,,,,,,,,27.2,,западный,,,2,,,,,,,,,10,734,,,,30.1,,,,7.0,,
1596207600,"Пятница, 31 июля
15:00 (UTC)",,11.0,,,,,,,,64.0,,западный,,31.0,1,,0,,,,,,,10,735,,,,21.9,,True,,7.0,,
1596218400,"Пятница, 31 июля
18:00 (UTC)",,,,,,True,,,,91.5,,юго-западный,,,1,,,,,,,,,10,736,,,,18.3,,,,4.0,,
1596229200,"Пятница, 31 июля
21:00 (UTC)",,,,,,,,,,96.3,,,,,0,,,,,,,,,4,736,,,,17.0,,,,6.0,,
1596240000,"Суббота, 1 августа
00:00 (UTC)",,10.0,,,,,,,,88.6,,южный,,,1,,,,,,,,True,20,736,,,,17.2,,,,10.0,,
1596250800,"Суббота, 1 августа
03:00 (UTC)",,,,,,,,,,84.3,16.7,южный,,,1,,2,,,,,,,10,736,,,,18.5,,True,,7.0,,
1596261600,"Суббота, 1 августа
06:00 (UTC)",,,,,,,,,,78.4,,южный,,,2,,,,,,,,,10,737,,,,21.2,,True,,7.0,,
1596272400,"Суббота, 1 августа
09:00 (UTC)",,,,,,,,,,55.2,,юго-восточный,,,2,,,,,,,,,10,737,,,,24.8,,,,6.0,,
1596283200,"Суббота, 1 августа
12:00 (UTC)",,,,,,,,,,35.7,,западный,,,1,,,,,,,,,10,737,,,,27.5,,,,6.0,,
1596294000,"Суббота, 1 августа
15:00 (UTC)",,,,,,,,,,53.8,,северо-восточный,,27.7,1,,0,,,,,,,10,737,,,,23.7,,,,5.0,,
1596304800,"Суббота, 1 августа
18:00 (UTC)",,,,,,,,,,65.2,,восточный,,,1,,,,,,,,,10,737,,,,21.5,,,,5.0,,
1596315600,"Суббота, 1 августа
21:00 (UTC)",,,,,,,,,,80.2,,,,,0,,,,,,,,,10,737,,,,19.1,,,,4.0,,
1596326400,"Воскресенье, 2 августа
00:00 (UTC)",,,,,,,,,,79.6,,южный,,,1,,,,,,,,,20,737,,,,19.1,,,,5.0,,
1596337200,"Воскресенье, 2 августа
03:00 (UTC)",,,,,,,,,,75.8,17.4,южный,,,2,,0,,,,,,,10,737,,,,20.0,,,,7.0,,
1596348000,"Воскресенье, 2 августа
06:00 (UTC)",,,,,,,,,,59.7,,южный,,,1,,,,,,,,,10,738,,,,25.3,,,,9.0,,
1596358800,"Воскресенье, 2 августа
09:00 (UTC)",,,,,,,,,,28.9,,юго-восточный,,,2,,,,,,,,,10,737,,,,32.2,,,,6.0,,
1596369600,"Воскресенье, 2 августа
12:00 (UTC)",,,,,,,,,,14.9,,южный,,,4,,,,,,,,,10,737,,,,33.6,,,,7.0,,
1596380400,"Воскресенье, 2 августа
15:00 (UTC)",,,,,,,,,,30.0,,южный,,34.1,1,,0,,,,,,,10,737,,,,28.8,,,,7.0,,
1596391200,"Воскресенье, 2 августа
18:00 (UTC)",,,,,,,,,,37.0,,южный,,,2,,,,,,,,,10,737,,,,25.9,,,,7.0,,
1596402000,"Воскресенье, 2 августа
21:00 (UTC)",,,,,,,,,,39.6,,южный,,,1,,,,,,,,,10,737,,,,23.3,,,,9.0,,
1596412800,"Понедельник, 3 августа
00:00 (UTC)",,,,,,,,,,45.3,,северный,,,2,,,,,,,,,20,738,,,,22.4,,,,9.0,,
1596423600,"Понедельник, 3 августа
03:00 (UTC)",,,,,,,,,,48.2,21.5,северный,,,2,,0,,,,,,,10,738,,,,22.5,,,,10.0,,
1596434400,"Понедельник, 3 августа
06:00 (UTC)",,,,,,,,,,40.9,,северный,,,1,,,,,,,,,10,739,,,,26.1,,,,9.0,,
1596445200,"Понедельник, 3 августа
09:00 (UTC)",,,,,,,,,,28.2,,юго-западный,,,1,,,,,,,,,10,738,,,,30.1,,,,10.0,,
1596456000,"Понедельник, 3 августа
12:00 (UTC)",,,,,,,,,,30.1,,северо-западный,,,3,,,,,,,,,10,738,,,,30.9,,,,7.0,,
1596466800,"Понедельник, 3 августа
15:00 (UTC)",,,,,,,,,,55.7,,северный,,32.5,2,,0.4,,,,,,,10,738,,,,25.7,,True,,7.0,,
1596477600,"Понедельник, 3 августа
18:00 (UTC)",,,,,,,,,,72.0,,северный,,,2,,,,,,,,,10,738,,,,22.8,,,,7.0,,
1596488400,"Понедельник, 3 августа
21:00 (UTC)",,,,,,,,,,81.4,,северный,,,2,,,,,,,,,10,738,,,,20.4,,,,7.0,,
1596499200,"Вторник, 4 августа
00:00 (UTC)",,,,,,,,,,88.7,,северный,,,1,,,,,,,,,20,739,,,,18.1,,,,6.0,,
1596510000,"Вторник, 4 августа
03:00 (UTC)",,,,,,,,,,82.4,17.8,северный,,,1,,0,,,,,,,10,739,,,,20.1,,,,9.0,,
1596520800,"Вторник, 4 августа
06:00 (UTC)",,,,,,,,,,49.3,,северный,,,2,,,,,,,,,10,740,,,,27.8,,,,7.0,,
1596531600,"Вторник, 4 августа
09:00 (UTC)",,,,,,,,,,26.1,,северо-восточный,,,2,,,,,,,,,10,739,,,,33.0,,,,6.0,,
1596542400,"Вторник, 4 августа
12:00 (UTC)",,,,,,,,,,28.6,,северо-восточный,,,4,,,,,,,,,10,739,,,,31.0,,,,7.0,,
1596553200,"Вторник, 4 августа
15:00 (UTC)",,,,,,,,,,34.4,,северо-восточный,,34.2,1,,0,,,,,,,10,740,,,,28.5,,,,5.0,,
1596564000,"Вторник, 4 августа
18:00 (UTC)",,,,,,,,,,47.9,,северо-восточный,,,2,,,,,,,,,10,741,,,,24.0,,,,0.0,,
1596574800,"Вторник, 4 августа
21:00 (UTC)",,,,,,,,,,52.1,,северо-восточный,,,2,,,,,,,,,10,741,,,,22.5,,,,0.0,,
1596585600,"Среда, 5 августа
00:00 (UTC)",,,,,,,,,,66.6,,северный,,,2,,,,,,,,,20,742,,,,20.0,,,,4.0,,
1596596400,"Среда, 5 августа
03:00 (UTC)",,,,,,,,,,77.3,18.9,северный,,,2,,0,,,,,,,10,743,,,,20.4,,,,7.0,,
1596607200,"Среда, 5 августа
06:00 (UTC)",,,,,,,,,,67.1,,северный,,,3,,,,,,,,,10,743,,,,24.3,,,,4.0,,
1596618000,"Среда, 5 августа
09:00 (UTC)",,,,,,,,,,39.0,,северо-восточный,,,3,,,,,,,,,10,743,,,,29.5,,,,4.0,,
1596628800,"Среда, 5 августа
12:00 (UTC)",,,,,,,,,,28.7,,северо-восточный,,,3,,,,,,,,,20,742,,,,31.3,,,,4.0,,
1596639600,"Среда, 5 августа
15:00 (UTC)",,,,,,,,,,34.0,,северо-восточный,,31.6,2,,0,,,,,,,10,743,,,,29.4,,,,0.0,,
1596650400,"Среда, 5 августа
18:00 (UTC)",,,,,,,,,,55.9,,северный,,,1,,,,,,,,,10,743,,,,25.1,,,,2.0,,
1596661200,"Среда, 5 августа
21:00 (UTC)",,,,,,,,,,70.2,,северо-восточный,,,2,,,,,,,,,10,744,,,,22.4,,,,0.0,,
1596672000,"Четверг, 6 августа
00:00 (UTC)",,,,,,,,,,82.3,,северный,,,1,,,,,,,,,20,744,,,,20.0,,,,0.0,,
1596682800,"Четверг, 6 августа
03:00 (UTC)",,,,,,,,,,81.5,19.4,северный,,,2,,0,,,,,,,10,745,,,,21.2,,,,2.0,,
1596693600,"Четверг, 6 августа
06:00 (UTC)",,,,,,,,,,61.8,,северный,,,2,,,,,,,,,10,745,,,,26.0,,,,0.0,,
1596704400,"Четверг, 6 августа
09:00 (UTC)",,,,,,,,,,33.0,,восточный,,,3,,,,,,,,,10,744,,,,30.7,,,,2.0,,
1596715200,"Четверг, 6 августа
12:00 (UTC)",,,,,,,,,,26.2,,восточный,,,2,,,,,,,,,10,743,,,,31.4,,,,5.0,,
1596726000,"Четверг, 6 августа
15:00 (UTC)",,,,,,,,,,32.4,,северо-восточный,,32.0,3,,0,,,,,,,10,742,,,,29.3,,,,2.0,,
1596736800,"Четверг, 6 августа
18:00 (UTC)",,,,,,,,,,42.7,,северо-восточный,,,2,,,,,,,,,10,742,,,,26.5,,,,5.0,,
1596747600,"Четверг, 6 августа
21:00 (UTC)",,,,,,,,,,58.9,,восточный,,,2,,,,,,,,,10,742,,,,23.8,,,,0.0,,
1596758400,"Пятница, 7 августа
00:00 (UTC)",,,,,,,,,,78.3,,,,,0,,,,,,,,,20,742,,,,20.2,,,,0.0,,
1596769200,"Пятница, 7 августа
03:00 (UTC)",,,,,,,,,,62.6,20.1,северо-восточный,,,1,,0,,,,,,,10,742,,,,24.6,,,,0.0,,
1596780000,"Пятница, 7 августа
06:00 (UTC)",,,,,,,,,,42.3,,северо-восточный,,,1,,,,,,,,,10,741,,,,29.2,,,,2.0,,
1596790800,"Пятница, 7 августа
09:00 (UTC)",,,,,,,,,,32.4,,восточный,,,1,,,,,,,,,10,740,,,,30.7,,,,7.0,,
1596801600,"Пятница, 7 августа
12:00 (UTC)",,,,,,,,,,27.3,,восточный,,,2,,,,,,,,,10,739,,,,31.1,,,,7.0,,
1596812400,"Пятница, 7 августа
15:00 (UTC)",,,,,,,,,True,48.4,,юго-восточный,,32.2,3,,0,,,,,,,10,738,,,,25.6,,,,9.0,,
1596823200,"Пятница, 7 августа
18:00 (UTC)",,12.0,,,,True,,,,73.9,,западный,,,2,,,,,,,,,4,737,,,,20.1,,,,7.0,,
1596834000,"Пятница, 7 августа
21:00 (UTC)",,,,,,,,,,91.0,,,,,0,,,,,,,,,4,736,,,,18.7,,True,,7.0,,
1596844800,"Суббота, 8 августа
00:00 (UTC)",,,,,,,,,,75.3,,северо-западный,,,2,,,,,,,,,20,736,,,,19.9,,True,,10.0,,
1596855600,"Суббота, 8 августа
03:00 (UTC)",True,,,,,,,,,83.8,17.2,северо-восточный,,,2,,12,,,,12,,,10,736,,,,18.8,,,,10.0,,
1596866400,"Суббота, 8 августа
06:00 (UTC)",,,,,,,,,,73.2,,северный,,,2,,,,,,,,,10,735,,,,21.7,,True,,7.0,,
1596877200,"Суббота, 8 августа
09:00 (UTC)",,,,,,,,,,42.6,,северо-восточный,,,3,,,,,,,,,10,734,,,,26.2,,,,7.0,,
1596888000,"Суббота, 8 августа
12:00 (UTC)",,,,,,,,,,53.1,,северный,,,2,,,,,,,,,10,733,,,,26.3,,,,7.0,,
1596898800,"Суббота, 8 августа
15:00 (UTC)",,,,,,True,,,,65.8,,северный,,27.1,2,,3,,,,,,,10,732,,,,22.5,,,,7.0,,
1596909600,"Суббота, 8 августа
18:00 (UTC)",,,,,,,,,,87.6,,северный,,,2,,,,,,,,True,4,731,,,,18.6,,,,10.0,,
1596920400,"Суббота, 8 августа
21:00 (UTC)",,,,,,True,,,,95.7,,северо-восточный,,,2,,,,,,,,,4,730,,,,17.0,,,,10.0,,
1596931200,"Воскресенье, 9 августа
00:00 (UTC)",,,,,,,,,,93.9,,северо-восточный,,,2,,,,,,,,,20,729,,,,17.3,,True,,7.0,,
1596942000,"Воскресенье, 9 августа
03:00 (UTC)",,,,,,,,,,88.7,16.8,северо-восточный,,,2,,7,,,,,,,10,728,,,,18.1,,,,6.0,,
1596952800,"Воскресенье, 9 августа
06:00 (UTC)",,,,,,True,,,,77.8,,северо-восточный,,,2,,,,,,,,,10,728,,,,20.3,,,,10.0,,
1596963600,"Воскресенье, 9 августа
09:00 (UTC)",,,,,,,,,,88.2,,северный,,,2,,,,,,,,True,10,727,,,,19.6,,,,10.0,,
1596974400,"Воскресенье, 9 августа
12:00 (UTC)",,,,,,,,,,67.4,,северный,,,3,,,,,,,,,10,726,,,,23.7,,True,,5.0,,
1596985200,"Воскресенье, 9 августа
15:00 (UTC)",,10.0,,,,,,True,,95.7,,северный,,24.3,4,,5,,,,,,,4,724,,,,17.9,,,,10.0,,
1596996000,"Воскресенье, 9 августа
18:00 (UTC)",,10.0,,,,,,,,96.3,,северо-западный,,,3,,,,,,,,True,4,724,,,,16.9,,,,10.0,,
1597006800,"Воскресенье, 9 августа
21:00 (UTC)",,,,,,,,,,93.3,,северо-восточный,,,1,,,,,,,,,10,723,,,,17.4,,True,,7.0,,
1597017600,"Понедельник, 10 августа
00:00 (UTC)",,,,,,,,,,95.0,,северо-восточный,,,1,,,,,,,,True,20,724,,,,16.9,,,,10.0,,
1597028400,"Понедельник, 10 августа
03:00 (UTC)",,,,,,,,,,96.3,15.4,северо-восточный,,,1,,16,,,,,,,10,724,,,,17.2,,True,,10.0,,
1597039200,"Понедельник, 10 августа
06:00 (UTC)",,,,,,,,,,73.1,,северный,,,1,,,,,,,,,10,724,,,,21.2,,True,,9.0,,
1597050000,"Понедельник, 10 августа
09:00 (UTC)",,,,,,,,,,61.1,,северо-восточный,,,1,,,,,,,,,10,725,,,,23.1,,,,7.0,,
1597060800,"Понедельник, 10 августа
12:00 (UTC)",,,,,,,,,,76.0,,северо-западный,,,4,,,,,,,,,10,725,,,,21.5,,,,10.0,,
1597071600,"Понедельник, 10 августа
15:00 (UTC)",,,,,,,,,,92.0,,северный,,23.1,3,,0.9,,,,,,True,10,726,,,,16.9,,,,10.0,,
1597082400,"Понедельник, 10 августа
18:00 (UTC)",,,,,,,,,,92.6,,северный,,,3,,,,,,,,,4,726,,,,15.9,,True,,10.0,,
1597093200,"Понедельник, 10 августа
21:00 (UTC)",,10.0,,,,,,,,93.7,,северо-западный,,,3,,,,,,,,True,4,726,,,,14.2,,,,10.0,,
1597104000,"Вторник, 11 августа
00:00 (UTC)",,,,,,,,,,94.9,,северо-западный,,,2,,,,,,,,True,4,726,,,,13.3,,,,10.0,,
1597114800,"Вторник, 11 августа
03:00 (UTC)",,,,True,,,,,,95.5,13.3,северный,,,3,,2,,,,2,,,4,727,,,,13.3,,,,10.0,,
1597125600,"Вторник, 11 августа
06:00 (UTC)",,10.0,,True,,,,,,91.9,,северный,,,4,,,,,,,,,4,728,,,,13.8,,,,10.0,,
1597136400,"Вторник, 11 августа
09:00 (UTC)",,12.0,,,,,,,,80.0,,северный,,,4,,,,,,,,,10,729,,,,14.5,,True,,10.0,,
1597147200,"Вторник, 11 августа
12:00 (UTC)",,11.0,,True,,,,,,89.4,,северо-западный,,,4,,,,,,,,,4,730,,,,12.9,,,,10.0,,
1597158000,"Вторник, 11 августа
15:00 (UTC)",,13.0,,,,,,,,89.4,,северо-западный,,14.7,3,,2,,,,,,,10,731,,,,12.4,,True,,10.0,,
1597168800,"Вторник, 11 августа
18:00 (UTC)",,11.0,,,,,,,,90.6,,северный,,,4,,,,,,,,,4,732,,,,12.4,,True,,10.0,,
1597179600,"Вторник, 11 августа
21:00 (UTC)",,12.0,,,,,,,,82.6,,северный,,,4,,,,,,,,,4,732,,,,13.1,,,,10.0,,
1597190400,"Среда, 12 августа
00:00 (UTC)",,10.0,,,,,,,,77.2,,северный,,,4,,,,,,,,,20,732,,,,13.3,,,,10.0,,
1597201200,"Среда, 12 августа
03:00 (UTC)",,,,,,,,,,73.7,12.3,северо-западный,,,4,,менее 0.1,,,,2,,,10,733,,,,13.3,,,,7.0,,
1597212000,"Среда, 12 августа
06:00 (UTC)",,11.0,,,,,,,,48.9,,северный,,,5,,,,,,,,,10,734,,,,18.0,,,,5.0,,
1597222800,"Среда, 12 августа
09:00 (UTC)",,12.0,,,,,,,,38.7,,северный,,,4,,,,,,,,,10,734,,,,20.1,,,,6.0,,
1597233600,"Среда, 12 августа
12:00 (UTC)",,11.0,,,,,,,,35.0,,северный,,,4,,,,,,,,,10,735,,,,20.7,,,,6.0,,
1597244400,"Среда, 12 августа
15:00 (UTC)",,10.0,,,,,,,,45.1,,северный,,20.7,3,,0,,,,,,,10,736,,,,17.2,,,,4.0,,
1597255200,"Среда, 12 августа
18:00 (UTC)",,,,,,,,,,72.1,,северо-западный,,,1,,,,,,,,,4,736,,,,13.0,,,,6.0,,
1597266000,"Среда, 12 августа
21:00 (UTC)",,,,,,,,,,78.2,,северо-западный,,,1,,,,,,,,,4,736,,,,12.8,,,,9.0,,
1597276800,"Четверг, 13 августа
00:00 (UTC)",,,,,,,,,,81.4,,северо-западный,,,1,,,,,,,,,20,737,,,,12.9,,,,10.0,,
1597287600,"Четверг, 13 августа
03:00 (UTC)",,,,,,,,,,77.9,12.3,северный,,,1,,0,,,,,,,10,738,,,,14.0,,,,10.0,,
1597298400,"Четверг, 13 августа
06:00 (UTC)",,,,,,,,,,43.5,,северо-восточный,,,1,,,,,,,,,10,738,,,,19.1,,,,6.0,,
1597309200,"Четверг, 13 августа
09:00 (UTC)",,,,,,,,,,43.3,,восточный,,,1,,,,,,,,,10,738,,,,18.5,,,,7.0,,
1597320000,"Четверг, 13 августа
12:00 (UTC)",,,,,,,,,,38.1,,северный,,,1,,,,,,,,,20,737,,,,20.1,,,,7.0,,
1597330800,"Четверг, 13 августа
15:00 (UTC)",,,,,,,,,,51.0,,восточный,,20.3,1,,0,,,,,,,10,738,,,,16.9,,,,2.0,,
1597341600,"Четверг, 13 августа
18:00 (UTC)",,,,,,,,,,73.2,,северо-восточный,,,1,,,,,,,,,4,738,,,,13.7,,,,4.0,,
1597352400,"Четверг, 13 августа
21:00 (UTC)",,,,,,,,,,64.2,,северо-восточный,,,1,,,,,,,,,10,739,,,,12.9,,,,7.0,,
1597363200,"Пятница, 14 августа
00:00 (UTC)",,,,,,,,,,71.5,,юго-восточный,,,2,,,,,,,,,20,739,,,,12.1,,,,7.0,,
1597374000,"Пятница, 14 августа
03:00 (UTC)",,,,,,,,,,65.6,11.0,юго-восточный,,,1,,0,,,,,,,10,738,,,,13.4,,,,4.0,,
1597384800,"Пятница, 14 августа
06:00 (UTC)",,,,,,,,,,58.3,,юго-восточный,,,2,,,,,,,,,10,738,,,,16.3,,,,7.0,,
1597395600,"Пятница, 14 августа
09:00 (UTC)",,,,,,,,,,48.1,,восточный,,,2,,,,,,,,,10,738,,,,17.7,,,,10.0,,
1597406400,"Пятница, 14 августа
12:00 (UTC)",,,,,,,,,,46.9,,восточный,,,2,,,,,,,,,10,737,,,,18.1,,,,10.0,,
1597417200,"Пятница, 14 августа
15:00 (UTC)",,,,,,,,,,56.7,,восточный,,18.4,2,,менее 0.1,,,,,,True,10,736,,,,16.3,,,,10.0,,
1597428000,"Пятница, 14 августа
18:00 (UTC)",,,,,,,,,,72.4,,юго-восточный,,,2,,,,,,,,True,4,736,,,,14.6,,,,10.0,,
1597438800,"Пятница, 14 августа
21:00 (UTC)",,,,,,,,,,84.2,,юго-восточный,,,2,,,,,,,,,4,736,,,,13.1,,True,,10.0,,
1597449600,"Суббота, 15 августа
00:00 (UTC)",,,,,,,,,,87.6,,восточный,,,1,,,,,,,,,20,736,,,,12.2,,True,,7.0,,
1597460400,"Суббота, 15 августа
03:00 (UTC)",,,,,,,,,,79.8,11.9,восточный,,,1,,0.5,,,,,,,10,736,,,,12.7,,,,10.0,,
1597471200,"Суббота, 15 августа
06:00 (UTC)",,,,,,,,,,63.3,,юго-восточный,,,1,,,,,,,,,10,735,,,,16.7,,,,6.0,,
1597482000,"Суббота, 15 августа
09:00 (UTC)",,,,,,,,,,50.5,,восточный,,,1,,,,,,,,,10,735,,,,20.3,,True,,7.0,,
1597492800,"Суббота, 15 августа
12:00 (UTC)",,,,,,,,,,48.4,,северо-восточный,,,2,,,,,,,,,10,734,,,,21.1,,True,,7.0,,
1597503600,"Суббота, 15 августа
15:00 (UTC)",,,,,,,,,,53.4,,северо-восточный,,21.3,2,,менее 0.1,,,,,,,10,734,,,,19.5,,,,9.0,,
1597514400,"Суббота, 15 августа
18:00 (UTC)",,,,,,,,,,60.7,,северо-восточный,,,2,,,,,,,,,4,732,,,,16.4,,,,7.0,,
1597525200,"Суббота, 15 августа
21:00 (UTC)",,,,,,,,,,78.0,,северный,,,1,,,,,,,,,4,732,,,,14.6,,,,10.0,,
1597536000,"Воскресенье, 16 августа
00:00 (UTC)",,,,,,,,,,93.1,,северо-восточный,,,1,,,,,,,,True,4,730,,,,13.6,,,,10.0,,
1597546800,"Воскресенье, 16 августа
03:00 (UTC)",,,,,,,,,,92.5,13.5,южный,,,2,,2,,,,,,,10,730,,,,15.1,,True,,10.0,,
1597557600,"Воскресенье, 16 августа
06:00 (UTC)",,,,,,,,,,89.0,,южный,,,2,,,,,,,,,10,730,,,,15.1,,True,,7.0,,
1597568400,"Воскресенье, 16 августа
09:00 (UTC)",,,,,,,,,,64.7,,южный,,,1,,,,,,,,,10,730,,,,19.1,,,,7.0,,
1597579200,"Воскресенье, 16 августа
12:00 (UTC)",,,,,,,,,,60.3,,юго-восточный,,,1,,,,,,,,,10,729,,,,19.7,,,,9.0,,
1597590000,"Воскресенье, 16 августа
15:00 (UTC)",,,,,,,,,,64.5,,северо-восточный,,22.2,2,,0,,,,,,,10,728,,,,18.2,,,,10.0,,
1597600800,"Воскресенье, 16 августа
18:00 (UTC)",,,,,,,,,,96.8,,северо-западный,,,1,,,,,,,,,4,728,True,,,12.3,,,,10.0,,
1597611600,"Воскресенье, 16 августа
21:00 (UTC)",,,,,,,,,,98.0,,западный,,,1,,,,,,,,True,4,727,,,,12.3,,,,10.0,,
1597622400,"Понедельник, 17 августа
00:00 (UTC)",,,,,,,,,,97.4,,западный,,,1,,,,,,,,True,4,726,,,,12.1,,,,10.0,,
1597633200,"Понедельник, 17 августа
03:00 (UTC)",,,,,,,,,,97.4,12.0,юго-западный,,,1,,27,,,,,,,10,726,,,,12.6,,True,,10.0,,
1597644000,"Понедельник, 17 августа
06:00 (UTC)",,,,,,,,,,79.0,,юго-западный,,,1,,,,,,,,,10,725,,,,14.9,,True,,10.0,,
1597654800,"Понедельник, 17 августа
09:00 (UTC)",,,,,,True,,,,88.9,,западный,,,2,,,,,,,,,10,725,,,,13.8,,,,10.0,,
1597665600,"Понедельник, 17 августа
12:00 (UTC)",,,,,,,,,,80.0,,западный,,,2,,,,,,,,,10,725,,,,14.4,,True,,10.0,,
1597676400,"Понедельник, 17 августа
15:00 (UTC)",,,,,,,,,,78.1,,западный,,15.6,1,,4,,,,,,,10,725,,,,12.4,,,,10.0,,
1597687200,"Понедельник, 17 августа
18:00 (UTC)",,,,,,True,,,,88.7,,юго-западный,,,2,,,,,,,,,4,724,,,,11.2,,,,10.0,,
1597698000,"Понедельник, 17 августа
21:00 (UTC)",,,,,,,,,,93.5,,юго-западный,,,1,,,,,,,,True,4,723,,,,10.8,,,,10.0,,
1597708800,"Вторник, 18 августа
00:00 (UTC)",,,,,,,,,,94.2,,юго-западный,,,1,,,,,,,,True,4,723,,,,11.0,,,,10.0,,
1597719600,"Вторник, 18 августа
03:00 (UTC)",,,,,,,,,,89.9,10.8,западный,,,1,,2,,,,,,,10,723,,,,12.0,,True,,9.0,,
1597730400,"Вторник, 18 августа
06:00 (UTC)",,,,,,,,,,91.1,,западный,,,2,,,,,,,,True,10,723,,,,12.1,,,,10.0,,
1597741200,"Вторник, 18 августа
09:00 (UTC)",,,,,,True,,,,88.2,,северо-западный,,,2,,,,,,,,,10,724,,,,12.9,,,,10.0,,
1597752000,"Вторник, 18 августа
12:00 (UTC)",,,,,,True,,,,80.5,,западный,,,3,,,,,,,,,10,725,,,,14.3,,,,9.0,,
1597762800,"Вторник, 18 августа
15:00 (UTC)",,,,,,True,,,,83.6,,западный,,14.6,3,,1,,,,,,,10,726,,,,12.3,,,,9.0,,
1597773600,"Вторник, 18 августа
18:00 (UTC)",,,,,,,,,,87.5,,западный,,,3,,,,,,,,True,4,726,,,,11.0,,,,10.0,,
1597784400,"Вторник, 18 августа
21:00 (UTC)",,,,,,,,,,90.4,,северо-западный,,,3,,,,,,,,True,4,726,,,,10.2,,,,10.0,,
1597795200,"Среда, 19 августа
00:00 (UTC)",,10.0,,,,,,,,81.5,,северо-западный,,,3,,,,,,,,,20,727,,,,9.5,,True,,9.0,,
1597806000,"Среда, 19 августа
03:00 (UTC)",,,,,,,,,,77.8,9.5,западный,,,3,,2,,,,,,,10,727,,,,10.5,,True,,10.0,,
1597816800,"Среда, 19 августа
06:00 (UTC)",,11.0,,,,,,,,61.9,,северо-западный,,,5,,,,,,,,,10,727,,,,12.5,,True,,10.0,,
1597827600,"Среда, 19 августа
09:00 (UTC)",,13.0,,,,,,,,67.2,,западный,,,4,,,,,,,,,10,728,,,,12.3,,,,10.0,,
1597838400,"Среда, 19 августа
12:00 (UTC)",,14.0,,,,,,,,60.3,,северо-западный,,,4,,,,,,,,,10,728,,,,12.9,,True,,10.0,,
1597849200,"Среда, 19 августа
15:00 (UTC)",,,,,,,,,,83.3,,западный,,12.9,2,,0.9,,,,,,True,10,729,,,,10.1,,,,10.0,,
1597860000,"Среда, 19 августа
18:00 (UTC)",,,,,,,,,,77.3,,западный,,,2,,,,,,,,,4,728,,,,10.4,,True,,7.0,,
