timestamp,date,Дождь (незамерзающий),Гроза слабая или умеренная (возможен дождь или снег),"Порывы, м/с",Туман (видимость менее 1 км),Дождь (незамерзающий) слабый непрерывный,"Осадки за 12 часов, мм",Ливневой дождь очень сильный,Ливневый дождь,"Осадки за 24 часа, мм",Количество облаков уменьшилось,Ливневой дождь слабый,Дымка (видимость больше 1 км),Туман без изменений (небо не видно),Дождь (незамерзающий) слабый с перерывами,"Дождь замерзающий, образующий гололёд, слабый","Горизонтальная видимость, км",Дождь (незамерзающий) умеренный непрерывный,"Атмосферное давление на уровне станции, мм рт.ст.",Ливневой дождь умеренный или сильный,"Гроза, но без осадков","Температура воздуха, °C","Гроза, дождь слабый","Относительная влажность, %","Минимальная температура, °C",Количество облаков не изменилось,Направление ветра,Балл общей облачности,Гроза,"Максимальная температура, °C","Средняя скорость ветра, м/с"
1591768800,"Среда, 10 июня
06:00 (UTC)",,,,,,,,,,,,,,,,20.0,,702.0,,,21.0,,47.4,,,восточный,0.0,,,2.0
1591779600,"Среда, 10 июня
09:00 (UTC)",,,,,,,,,,,,,,,,20.0,,701.0,,,28.4,,25.7,,,северо-восточный,0.0,,,1.0
1591790400,"Среда, 10 июня
12:00 (UTC)",,,,,,,,,,,,,,,,20.0,,701.0,,,29.0,,23.7,,,северо-восточный,0.0,,,2.0
1591801200,"Среда, 10 июня
15:00 (UTC)",,,,,,0,,,,,,,,,,20.0,,701.0,,,28.1,,25.8,,,восточный,0.0,,29.0,2.0
1591812000,"Среда, 10 июня
18:00 (UTC)",,,,,,,,,,,,,,,,20.0,,703.0,,,24.3,,49.6,,,южный,2.0,,,2.0
1591822800,"Среда, 10 июня
21:00 (UTC)",,,,,,,,,,,,,,,,20.0,,701.0,,,19.0,,54.4,,,восточный,0.0,,,1.0
1591833600,"Четверг, 11 июня
00:00 (UTC)",,,,,,,,,,,,,,,,20.0,,701.0,,,17.6,,55.2,,,северо-восточный,0.0,,,2.0
1591844400,"Четверг, 11 июня
03:00 (UTC)",,,,,,0,,,0,,,,,,,20.0,,701.0,,,18.5,,52.8,17.6,,восточный,0.0,,,2.0
1591855200,"Четверг, 11 июня
06:00 (UTC)",,,,,,,,,,,,,,,,20.0,,701.0,,,20.0,,32.4,,,южный,0.0,,,2.0
1591866000,"Четверг, 11 июня
09:00 (UTC)",,,,,,,,,,,,,,,,20.0,,700.0,,,30.2,,50.5,,,восточный,1.0,,,1.0
1591876800,"Четверг, 11 июня
12:00 (UTC)",,,,,,,,,,,,,,,,20.0,,698.0,,,28.8,,51.4,,,восточный,2.0,,,2.0
1591887600,"Четверг, 11 июня
15:00 (UTC)",,,,,,0,,,,,,,,,,20.0,,698.0,,True,27.4,,52.7,,,южный,10.0,,31.2,1.0
1591898400,"Четверг, 11 июня
18:00 (UTC)",,,,,,,,,,,,,,,,10.0,,698.0,,,23.8,,47.9,,True,восточный,7.0,,,1.0
1591909200,"Четверг, 11 июня
21:00 (UTC)",,,,,,,,,,,,,,,,10.0,,697.0,,,20.6,,55.5,,,северо-восточный,2.0,,,1.0
1591920000,"Пятница, 12 июня
00:00 (UTC)",,,,,,,,,,,,,,,,10.0,,697.0,,,18.1,,62.0,,,северный,2.0,,,1.0
1591930800,"Пятница, 12 июня
03:00 (UTC)",,,,,,менее 0.1,,,менее 0.1,,,,,,,20.0,,698.0,,,23.0,,54.0,18.0,,юго-западный,7.0,,,1.0
1591941600,"Пятница, 12 июня
06:00 (UTC)",,,,,,,,,,,,,,,,20.0,,698.0,,,26.0,,44.5,,,,7.0,,,0.0
1591952400,"Пятница, 12 июня
09:00 (UTC)",,,,,,,,,,,,,,,,20.0,,697.0,,,29.8,,44.4,,,северный,4.0,,,1.0
1591963200,"Пятница, 12 июня
12:00 (UTC)",,,,,,,,,,,,,,,,20.0,,697.0,,,28.0,,42.8,,True,южный,9.0,,,1.0
1591974000,"Пятница, 12 июня
15:00 (UTC)",,,,,,менее 0.1,,,,,,,,,,20.0,,697.0,,,27.2,,53.7,,,,9.0,,30.6,0.0
1591984800,"Пятница, 12 июня
18:00 (UTC)",,,,,,,,,,,,,,,,20.0,,699.0,,,20.2,,60.8,,,северный,9.0,,,1.0
1591995600,"Пятница, 12 июня
21:00 (UTC)",,,,,,,,,,,,,,,,10.0,,699.0,,,19.8,,62.8,,,,7.0,,,0.0
1592006400,"Суббота, 13 июня
00:00 (UTC)",,,,,,,,,,,,,,,,20.0,,698.0,,,18.2,,68.4,,,,7.0,,,0.0
1592017200,"Суббота, 13 июня
03:00 (UTC)",,,,,,0,,,менее 0.1,,,,,,,20.0,,699.0,,,18.3,,70.3,14.1,,юго-западный,2.0,,,1.0
1592028000,"Суббота, 13 июня
06:00 (UTC)",,,,,,,,,,,,,,,,50.0,,699.0,,,22.0,,55.5,,,,1.0,,,0.0
1592038800,"Суббота, 13 июня
09:00 (UTC)",,,,,,,,,,,,,,,,20.0,,698.0,,,29.9,,39.6,,,юго-восточный,0.0,,,2.0
1592049600,"Суббота, 13 июня
12:00 (UTC)",,,,,,,,,,,,,,,,20.0,,698.0,,,29.0,,44.8,,,юго-восточный,7.0,,,2.0
1592060400,"Суббота, 13 июня
15:00 (UTC)",,,,,,менее 0.1,,,,,,,,,,20.0,,698.0,,,26.6,,59.6,,True,южный,10.0,,30.0,2.0
1592071200,"Суббота, 13 июня
18:00 (UTC)",,,,,,,,,,,,,,,,20.0,,699.0,,,21.1,,61.0,,,восточный,2.0,,,3.0
1592082000,"Суббота, 13 июня
21:00 (UTC)",,,,,,,,,,,,,,,,10.0,,699.0,,,19.0,,63.8,,,восточный,2.0,,,2.0
1592092800,"Воскресенье, 14 июня
00:00 (UTC)",,,,,,,,,,,,,,,,20.0,,698.0,,,18.3,,65.8,,,юго-восточный,0.0,,,2.0
1592103600,"Воскресенье, 14 июня
03:00 (UTC)",,,,,,0,,,0,,,,,,,20.0,,700.0,,,19.6,,59.5,18.0,,южный,0.0,,,2.0
1592114400,"Воскресенье, 14 июня
06:00 (UTC)",,,,,,,,,,,,,,,,20.0,,699.0,,,21.2,,59.5,,,юго-восточный,7.0,,,2.0
1592125200,"Воскресенье, 14 июня
09:00 (UTC)",,,,,,,,,,,,,,,,20.0,,700.0,,,28.0,,44.8,,,восточный,0.0,,,2.0
1592136000,"Воскресенье, 14 июня
12:00 (UTC)",,,,,,,,,,,,,,,,20.0,,699.0,,,29.6,,39.8,,,южный,2.0,,,2.0
1592146800,"Воскресенье, 14 июня
15:00 (UTC)",,,,,,0,,,,,,,,,,20.0,,700.0,,,26.6,,50.5,,,южный,10.0,,30.0,2.0
1592157600,"Воскресенье, 14 июня
18:00 (UTC)",,,,,,,,,,,,,,,,20.0,,700.0,,,20.0,,55.0,,,южный,10.0,,,2.0
1592168400,"Воскресенье, 14 июня
21:00 (UTC)",,,,,,,,,,,,,,,,10.0,,701.0,,,16.0,,59.4,,,юго-восточный,10.0,,,2.0
1592179200,"Понедельник, 15 июня
00:00 (UTC)",,,,,,,,,,,,,,,,10.0,,701.0,,,15.5,,64.8,,,юго-восточный,10.0,,,2.0
1592190000,"Понедельник, 15 июня
03:00 (UTC)",,,,,,13,,,13,,,,,,,20.0,,702.0,,,16.0,,76.1,15.0,True,восточный,10.0,,,2.0
1592200800,"Понедельник, 15 июня
06:00 (UTC)",,,,,,,,,,,,,,,,20.0,,701.0,,,20.0,,69.3,,,юго-восточный,0.0,,,2.0
1592211600,"Понедельник, 15 июня
09:00 (UTC)",,,,,,,,,,,,,,,,20.0,,702.0,,,26.5,,51.5,,,восточный,2.0,,,2.0
1592222400,"Понедельник, 15 июня
12:00 (UTC)",,,,,,,,,,,,,,,,20.0,,701.0,,,26.0,,49.7,,,северо-восточный,5.0,,,2.0
1592233200,"Понедельник, 15 июня
15:00 (UTC)",,,,,,0,,,,,,,,,,20.0,,701.0,,,25.1,,51.8,,,северо-восточный,2.0,,26.5,2.0
1592244000,"Понедельник, 15 июня
18:00 (UTC)",,,,,,,,,,,,,,,,20.0,,703.0,,,20.0,,55.0,,,южный,2.0,,,2.0
1592254800,"Понедельник, 15 июня
21:00 (UTC)",,,,,,,,,,,,,,,,20.0,,703.0,,,18.0,,59.1,,,юго-восточный,0.0,,,2.0
1592265600,"Вторник, 16 июня
00:00 (UTC)",,,,,,,,,,,,,,,,10.0,,703.0,,,15.0,,64.2,,,восточный,0.0,,,2.0
1592276400,"Вторник, 16 июня
03:00 (UTC)",,,,,,0,,,0,,,,,,,20.0,,702.0,,,18.1,,65.3,15.0,,восточный,0.0,,,2.0
1592287200,"Вторник, 16 июня
06:00 (UTC)",,,,,,,,,,,,,,,,20.0,,702.0,,,23.3,,51.3,,,северо-восточный,0.0,,,2.0
1592298000,"Вторник, 16 июня
09:00 (UTC)",,,,,,,,,,,,,,,,20.0,,702.0,,,28.4,,48.8,,,,2.0,,,0.0
1592308800,"Вторник, 16 июня
12:00 (UTC)",,,,,,,,,,,,,,,,20.0,,702.0,,,28.1,,46.6,,,восточный,2.0,,,2.0
1592319600,"Вторник, 16 июня
15:00 (UTC)",,,,,,менее 0.1,,,,,,,,,,20.0,,702.0,,,23.4,,68.6,,True,южный,10.0,,30.5,1.0
1592330400,"Вторник, 16 июня
18:00 (UTC)",,,,,,,,,,True,,,,,,10.0,,702.0,,,20.4,,67.6,,,северный,2.0,,,1.0
1592341200,"Вторник, 16 июня
21:00 (UTC)",,,,,,,,,,,,,,,,20.0,,702.0,,,18.1,,71.2,,,,0.0,,,0.0
1592352000,"Среда, 17 июня
00:00 (UTC)",,,,,,,,,,,,,,,,20.0,,701.0,,,16.4,,75.2,,,,2.0,,,0.0
1592362800,"Среда, 17 июня
03:00 (UTC)",,,,,,менее 0.1,,,менее 0.1,,,,,,,20.0,,703.0,,,19.9,,69.7,15.5,,юго-западный,10.0,,,1.0
1592373600,"Среда, 17 июня
06:00 (UTC)",,,,,,,,,,,,,,,,20.0,,702.0,,,22.2,,62.9,,True,южный,10.0,,,1.0
1592384400,"Среда, 17 июня
09:00 (UTC)",,,,,,,,,,,,,,,,20.0,,701.0,,,24.6,,60.7,,,восточный,6.0,,,1.0
1592395200,"Среда, 17 июня
12:00 (UTC)",,,,,,,,,,,,,,,,20.0,,701.0,,,27.3,,51.7,,,южный,6.0,,,1.0
1592406000,"Среда, 17 июня
15:00 (UTC)",,,,,,менее 0.1,,,,,True,,,,,10.0,,701.0,,,26.4,,50.8,,,северный,10.0,,29.5,5.0
1592416800,"Среда, 17 июня
18:00 (UTC)",,,,,,,,,,,True,,,,,10.0,,702.0,,,18.0,,98.1,,,южный,10.0,,,1.0
1592427600,"Среда, 17 июня
21:00 (UTC)",,,,,,,,,,,,,,,,10.0,,702.0,,,16.2,,96.9,,True,восточный,10.0,,,1.0
1592438400,"Четверг, 18 июня
00:00 (UTC)",,,,,,,,,,,,,,,,10.0,,702.0,,,16.0,,87.4,,,,10.0,,,0.0
1592449200,"Четверг, 18 июня
03:00 (UTC)",,,,,,20,,,20,,,,,,,20.0,,700.0,,,17.2,,87.5,14.5,,западный,10.0,,,1.0
1592460000,"Четверг, 18 июня
06:00 (UTC)",,,,,,,,True,,,,,,,,20.0,,700.0,,,18.1,,95.1,,,северный,10.0,,,1.0
1592470800,"Четверг, 18 июня
09:00 (UTC)",,,,,,,,,,,,,,,,20.0,,700.0,,,19.0,,80.1,,,юго-восточный,10.0,,,2.0
1592481600,"Четверг, 18 июня
12:00 (UTC)",,,,,,,,,,,,,,,,20.0,,699.0,,,26.0,,47.8,,,юго-восточный,0.0,,,2.0
1592492400,"Четверг, 18 июня
15:00 (UTC)",,,,,,1,,,,,,,,True,,10.0,,700.0,,,25.1,,64.7,,,юго-восточный,10.0,,26.0,2.0
1592503200,"Четверг, 18 июня
18:00 (UTC)",,,,,,,,,,,,,,,,10.0,,700.0,,,21.8,,69.2,,True,восточный,10.0,,,2.0
1592514000,"Четверг, 18 июня
21:00 (UTC)",,,,,,,,,,,,,,,,10.0,,699.0,,,18.0,,73.5,,,юго-восточный,10.0,,,2.0
1592524800,"Пятница, 19 июня
00:00 (UTC)",,,,,,,,,,,,,,,,20.0,,698.0,,,15.1,,74.0,,,восточный,10.0,,,2.0
1592535600,"Пятница, 19 июня
03:00 (UTC)",,,,,,0,,,1,,,,,,,20.0,,699.0,,,16.4,,69.5,15.0,,восточный,10.0,,,2.0
1592546400,"Пятница, 19 июня
06:00 (UTC)",,,,,,,,,,,,,,,,20.0,,699.0,,,18.0,,59.1,,,восточный,2.0,,,2.0
1592557200,"Пятница, 19 июня
09:00 (UTC)",,,,,,,,,,,,,,,,20.0,,699.0,,,21.0,,44.6,,,восточный,2.0,,,2.0
1592568000,"Пятница, 19 июня
12:00 (UTC)",,,,,,,,,,,,,,,,20.0,,698.0,,,25.0,,49.8,,,юго-восточный,2.0,,,2.0
1592578800,"Пятница, 19 июня
15:00 (UTC)",,,,,,0,,,,,,,,,,20.0,,698.0,,,24.3,,54.7,,,юго-восточный,0.0,,25.0,2.0
1592589600,"Пятница, 19 июня
18:00 (UTC)",,,,,,,,,,,,,,,,10.0,,698.0,,,23.0,,59.9,,,юго-восточный,0.0,,,2.0
1592600400,"Пятница, 19 июня
21:00 (UTC)",,,,,,,,,,,,,,,,20.0,,699.0,,,18.0,,61.1,,,восточный,0.0,,,2.0
1592611200,"Суббота, 20 июня
00:00 (UTC)",,,,,,,,,,,,,,,,10.0,,698.0,,,14.8,,63.7,,,южный,0.0,,,2.0
1592622000,"Суббота, 20 июня
03:00 (UTC)",,,,,,0,,,0,,,,,,,20.0,,698.0,,,15.1,,59.2,15.0,,восточный,0.0,,,2.0
1592632800,"Суббота, 20 июня
06:00 (UTC)",,,,,,,,,,,,,,,,20.0,,698.0,,,19.3,,50.3,,,юго-восточный,0.0,,,2.0
1592643600,"Суббота, 20 июня
09:00 (UTC)",,,,,,,,,,,,,,,,20.0,,698.0,,,23.4,,38.3,,,восточный,0.0,,,2.0
1592654400,"Суббота, 20 июня
12:00 (UTC)",,,,,,,,,,,,,,,,20.0,,698.0,,,25.3,,41.8,,,северо-восточный,6.0,,,2.0
1592665200,"Суббота, 20 июня
15:00 (UTC)",,,,,,менее 0.1,,,,,,,,,,20.0,,698.0,,,24.1,,48.9,,True,северо-восточный,10.0,,25.3,2.0
1592676000,"Суббота, 20 июня
18:00 (UTC)",,,,,,,,,,,,,,,,20.0,,699.0,,,22.0,,52.7,,,южный,2.0,,,2.0
1592686800,"Суббота, 20 июня
21:00 (UTC)",,,,,,,,,,,,,,,,20.0,,698.0,,,18.5,,53.9,,,южный,0.0,,,2.0
1592697600,"Воскресенье, 21 июня
00:00 (UTC)",,,,,,,,,,,,,,,,20.0,,698.0,,,16.1,,55.9,,,восточный,0.0,,,2.0
1592708400,"Воскресенье, 21 июня
03:00 (UTC)",,,,,,0,,,менее 0.1,,,,,,,20.0,,698.0,,,16.4,,54.5,16.1,,юго-восточный,2.0,,,2.0
1592719200,"Воскресенье, 21 июня
06:00 (UTC)",,,,,,,,,,,,,,,,20.0,,698.0,,,18.3,,39.2,,,восточный,2.0,,,2.0
1592730000,"Воскресенье, 21 июня
09:00 (UTC)",,,,,,,,,,,,,,,,20.0,,698.0,,,19.6,,56.8,,,северный,2.0,,,1.0
1592740800,"Воскресенье, 21 июня
12:00 (UTC)",,,,,,,,,,,,,,,,20.0,,698.0,,,25.4,,51.9,,,северный,4.0,,,1.0
1592751600,"Воскресенье, 21 июня
15:00 (UTC)",,,,,,0,,,,,,,,,,20.0,,698.0,,,24.4,,50.0,,,юго-западный,2.0,,27.5,1.0
1592762400,"Воскресенье, 21 июня
18:00 (UTC)",,,,,,,,,,,,,,,,20.0,,699.0,,,20.0,,70.6,,,,1.0,,,0.0
1592773200,"Воскресенье, 21 июня
21:00 (UTC)",,,,,,,,,,,,,,,,20.0,,699.0,,,18.1,,72.1,,,,1.0,,,0.0
1592784000,"Понедельник, 22 июня
00:00 (UTC)",,,,,,,,,,,,,,,,10.0,,700.0,,,16.4,,59.9,,,северный,7.0,,,1.0
1592794800,"Понедельник, 22 июня
03:00 (UTC)",,,,,,0,,,0,,,,,,,20.0,,701.0,,,18.6,,71.3,13.8,,западный,7.0,,,1.0
1592805600,"Понедельник, 22 июня
06:00 (UTC)",,,,,,,,,,,,,,,,20.0,,701.0,,,22.0,,59.7,,,западный,2.0,,,1.0
1592816400,"Понедельник, 22 июня
09:00 (UTC)",,,,,,,,,,,,,,,,20.0,,701.0,,,25.3,,57.8,,,северо-восточный,1.0,,,2.0
1592827200,"Понедельник, 22 июня
12:00 (UTC)",,,,,,,,,,,,,,,,20.0,,701.0,,,26.4,,51.5,,,южный,7.0,,,1.0
1592838000,"Понедельник, 22 июня
15:00 (UTC)",,,,,,0,,,,,,,,,,20.0,,702.0,,,22.8,,63.4,,,северо-западный,9.0,,29.5,1.0
1592848800,"Понедельник, 22 июня
18:00 (UTC)",,,,,,,,,,,,,,,,10.0,,702.0,,,20.4,,76.3,,,,6.0,,,0.0
1592859600,"Понедельник, 22 июня
21:00 (UTC)",,,,,,,,,,,,,,,,20.0,,701.0,,,18.3,,77.5,,,северо-восточный,0.0,,,1.0
1592870400,"Вторник, 23 июня
00:00 (UTC)",,,,,,,,,,,,,,,,20.0,,702.0,,,16.6,,78.3,,,,0.0,,,0.0
1592881200,"Вторник, 23 июня
03:00 (UTC)",,,,,,0,,,0,,,,,,,20.0,,703.0,,,18.0,,81.0,12.5,,южный,1.0,,,1.0
1592892000,"Вторник, 23 июня
06:00 (UTC)",,,,,,,,,,,,,,,,50.0,,703.0,,,22.6,,61.8,,,,1.0,,,0.0
1592902800,"Вторник, 23 июня
09:00 (UTC)",,,,,,,,,,,,,,,,20.0,,703.0,,,25.6,,44.1,,,юго-восточный,0.0,,,2.0
1592913600,"Вторник, 23 июня
12:00 (UTC)",,,,,,,,,,,,,,,,20.0,,703.0,,,29.4,,39.5,,,восточный,0.0,,,2.0
1592924400,"Вторник, 23 июня
15:00 (UTC)",,,,,,0,,,,,,,,,,20.0,,703.0,,,26.7,,53.9,,,восточный,0.0,,29.5,2.0
1592935200,"Вторник, 23 июня
18:00 (UTC)",,,,,,,,,,,,,,,,20.0,,702.0,,,20.4,,76.3,,,восточный,0.0,,,2.0
1592946000,"Вторник, 23 июня
21:00 (UTC)",,,,,,,,,,,,,,,,10.0,,702.0,,,18.0,,69.8,,,юго-восточный,0.0,,,2.0
1592956800,"Среда, 24 июня
00:00 (UTC)",,,,,,,,,,,,,,,,10.0,,702.0,,,11.7,,89.3,,,юго-восточный,0.0,,,2.0
1592967600,"Среда, 24 июня
03:00 (UTC)",,,,,,0,,,0,,,,,,,20.0,,702.0,,,17.1,,60.1,15.0,,юго-восточный,0.0,,,2.0
1592978400,"Среда, 24 июня
06:00 (UTC)",,,,,,,,,,,,,,,,20.0,,702.0,,,18.8,,54.0,,,восточный,7.0,,,2.0
1592989200,"Среда, 24 июня
09:00 (UTC)",,,,,,,,,,,,,,,,20.0,,702.0,,,24.8,,49.1,,,восточный,7.0,,,2.0
1593000000,"Среда, 24 июня
12:00 (UTC)",,,,,,,,,,,,,,,,20.0,,703.0,,,27.1,,47.5,,,восточный,0.0,,,2.0
1593010800,"Среда, 24 июня
15:00 (UTC)",,,,,,0,,,,,,,,,,20.0,,702.0,,,26.6,,49.9,,,восточный,0.0,,30.0,2.0
1593021600,"Среда, 24 июня
18:00 (UTC)",,,,,,,,,,,,,,,,20.0,,702.0,,,20.4,,76.3,,True,юго-восточный,7.0,,,2.0
1593032400,"Среда, 24 июня
21:00 (UTC)",,,,,,,,,,,,,,,,10.0,,703.0,,,18.8,,69.9,,,юго-восточный,0.0,,,2.0
1593043200,"Четверг, 25 июня
00:00 (UTC)",,,,,,,,,,,,,,,,10.0,,703.0,,,15.0,,70.1,,,восточный,0.0,,,2.0
1593054000,"Четверг, 25 июня
03:00 (UTC)",,,,,,0,,,менее 0.1,,,,,,,20.0,,704.0,,,17.1,,60.1,15.0,,юго-восточный,7.0,,,2.0
1593064800,"Четверг, 25 июня
06:00 (UTC)",,,,,,,,,,,,,,,,20.0,,705.0,,,18.0,,61.1,,,юго-восточный,10.0,,,2.0
1593075600,"Четверг, 25 июня
09:00 (UTC)",,,,,,,,,,,,,,,,20.0,,705.0,,,21.4,,59.5,,,восточный,10.0,,,2.0
1593086400,"Четверг, 25 июня
12:00 (UTC)",,,,,,,,,,,,,,,,20.0,,705.0,,,25.4,,45.8,,,южный,2.0,,,2.0
1593097200,"Четверг, 25 июня
15:00 (UTC)",,,,,,менее 0.1,,,,,,,,,,10.0,,706.0,,,19.1,,57.8,,True,северный,7.0,,25.4,2.0
1593108000,"Четверг, 25 июня
18:00 (UTC)",,,,,,,,,,,,,,,,20.0,,707.0,,,17.5,,62.2,,,южный,10.0,,,2.0
1593118800,"Четверг, 25 июня
21:00 (UTC)",,,,,,,,,,,,,,,,20.0,,707.0,,,15.0,,62.9,,,южный,10.0,,,2.0
1593129600,"Пятница, 26 июня
00:00 (UTC)",,,,,,,,,,,,,,,,20.0,,707.0,,,14.1,,63.1,,,восточный,2.0,,,1.0
1593140400,"Пятница, 26 июня
03:00 (UTC)",,,,,,0,,,менее 0.1,,,,,,,20.0,,707.0,,,16.0,,61.5,14.1,,северо-восточный,5.0,,,2.0
1593151200,"Пятница, 26 июня
06:00 (UTC)",,,,,,,,,,,,,,,,20.0,,707.0,,,21.5,,49.2,,,восточный,2.0,,,2.0
1593162000,"Пятница, 26 июня
09:00 (UTC)",,,,,,,,,,,,,,,,20.0,,708.0,,,23.6,,48.8,,,южный,2.0,,,2.0
1593172800,"Пятница, 26 июня
12:00 (UTC)",,,,,,,,,,,,,,,,20.0,,707.0,,,23.7,,44.8,,,восточный,7.0,,,1.0
1593183600,"Пятница, 26 июня
15:00 (UTC)",,,,,,0,,,,,,,,,,20.0,,707.0,,,20.6,,54.5,,,восточный,7.0,,26.0,1.0
1593194400,"Пятница, 26 июня
18:00 (UTC)",,,,,,,,,,,,,,,,20.0,,707.0,,,17.6,,57.8,,,восточный,0.0,,,2.0
1593205200,"Пятница, 26 июня
21:00 (UTC)",,,,,,,,,,,,,,,,20.0,,707.0,,,16.3,,66.3,,,восточный,0.0,,,3.0
1593216000,"Суббота, 27 июня
00:00 (UTC)",,,,,,,,,,,,,,,,10.0,,707.0,,,15.1,,71.1,,,северо-восточный,0.0,,,3.0
1593226800,"Суббота, 27 июня
03:00 (UTC)",,,,,,0,,,0,,,,,,,20.0,,707.0,,,18.2,,52.4,13.0,,,2.0,,,0.0
1593237600,"Суббота, 27 июня
06:00 (UTC)",,,,,,,,,,,,,,,,20.0,,707.0,,,20.4,,44.5,,,южный,7.0,,,2.0
1593248400,"Суббота, 27 июня
09:00 (UTC)",,,,,,,,,,,,,,,,20.0,,707.0,,,22.2,,40.6,,,восточный,7.0,,,2.0
1593259200,"Суббота, 27 июня
12:00 (UTC)",,,,,,,,,,,,,,,,20.0,,706.0,,,22.4,,42.4,,,восточный,7.0,,,2.0
1593270000,"Суббота, 27 июня
15:00 (UTC)",,,,,,0,,,,,,,,,,20.0,,706.0,,,20.8,,42.8,,,северо-восточный,7.0,,25.5,1.0
1593280800,"Суббота, 27 июня
18:00 (UTC)",,,,,,,,,,,,,,,,20.0,,705.0,,,17.2,,61.7,,,восточный,7.0,,,2.0
1593291600,"Суббота, 27 июня
21:00 (UTC)",,,,,,,,,,,,,,,,10.0,,705.0,,,16.1,,62.3,,,восточный,10.0,,,1.0
1593302400,"Воскресенье, 28 июня
00:00 (UTC)",,,,,,,,,,,,,,,,10.0,,704.0,,,14.4,,71.4,,,северо-восточный,10.0,,,1.0
1593313200,"Воскресенье, 28 июня
03:00 (UTC)",,,,,,0,,,0,,,,,,,20.0,,704.0,,,16.6,,75.7,12.3,,,7.0,,,0.0
1593324000,"Воскресенье, 28 июня
06:00 (UTC)",,,,,,,,,,,,,,,,20.0,,704.0,,,20.3,,53.7,,,северный,1.0,,,1.0
1593334800,"Воскресенье, 28 июня
09:00 (UTC)",,,,,,,,,,,,,,,,20.0,,704.0,,,23.0,,39.8,,,юго-восточный,0.0,,,2.0
1593345600,"Воскресенье, 28 июня
12:00 (UTC)",,,,,,,,,,,,,,,,20.0,,703.0,,,23.2,,44.9,,,юго-восточный,10.0,,,2.0
1593356400,"Воскресенье, 28 июня
15:00 (UTC)",,,,,,0,,,,,,,,,,20.0,,703.0,,,21.0,,49.7,,,юго-восточный,10.0,,24.0,2.0
1593367200,"Воскресенье, 28 июня
18:00 (UTC)",,,,,,,,,,,,,,,,20.0,,703.0,,,19.6,,55.3,,,юго-восточный,0.0,,,2.0
1593378000,"Воскресенье, 28 июня
21:00 (UTC)",,,,,,,,,,,,,,,,10.0,,703.0,,,16.6,,59.2,,,восточный,10.0,,,2.0
1593388800,"Понедельник, 29 июня
00:00 (UTC)",,,,,,,,,,,,,,,,10.0,,703.0,,,14.0,,64.0,,,юго-восточный,10.0,,,2.0
1593399600,"Понедельник, 29 июня
03:00 (UTC)",,,,,,0,,,0,,,,,,,20.0,,703.0,,,14.6,,59.5,14.0,,восточный,0.0,,,2.0
1593410400,"Понедельник, 29 июня
06:00 (UTC)",,,,,,,,,,,,,,,,20.0,,701.0,,,17.2,,53.6,,,южный,0.0,,,2.0
1593421200,"Понедельник, 29 июня
09:00 (UTC)",,,,,,,,,,,,,,,,20.0,,700.0,,,24.5,,44.7,,,юго-восточный,0.0,,,2.0
1593432000,"Понедельник, 29 июня
12:00 (UTC)",,,,,,,,,,,,,,,,20.0,,699.0,,,28.2,,34.5,,,юго-восточный,0.0,,,2.0
1593442800,"Понедельник, 29 июня
15:00 (UTC)",,,,,,0,,,,,,,,,,20.0,,699.0,,,26.7,,44.1,,,юго-восточный,0.0,,29.0,2.0
1593453600,"Понедельник, 29 июня
18:00 (UTC)",,,,,,,,,,,,,,,,20.0,,700.0,,,21.2,,55.7,,,восточный,0.0,,,2.0
1593464400,"Понедельник, 29 июня
21:00 (UTC)",,,,,,,,,,,,,,,,10.0,,699.0,,,16.0,,59.4,,,южный,0.0,,,2.0
1593475200,"Вторник, 30 июня
00:00 (UTC)",,,,,,,,,,,,,,,,10.0,,699.0,,,14.7,,63.7,,,восточный,10.0,,,2.0
1593486000,"Вторник, 30 июня
03:00 (UTC)",,,,,,0,,,0,,,,,,,20.0,,700.0,,,16.1,,59.0,14.7,,восточный,0.0,,,2.0
1593496800,"Вторник, 30 июня
06:00 (UTC)",,,,,,,,,,,,,,,,20.0,,700.0,,,18.0,,59.1,,,восточный,2.0,,,2.0
1593507600,"Вторник, 30 июня
09:00 (UTC)",,,,,,,,,,,,,,,,20.0,,700.0,,,26.0,,37.8,,,восточный,2.0,,,2.0
1593518400,"Вторник, 30 июня
12:00 (UTC)",,,,,,,,,,,,,,,,20.0,,699.0,,,28.4,,30.5,,,северный,2.0,,,1.0
1593529200,"Вторник, 30 июня
15:00 (UTC)",,,,,,0,,,,,,,,,,20.0,,700.0,,,26.6,,38.7,,,восточный,6.0,,28.4,2.0
1593540000,"Вторник, 30 июня
18:00 (UTC)",,,,,,,,,,,,,,,,20.0,,701.0,,,21.0,,50.7,,,восточный,6.0,,,2.0
1593550800,"Вторник, 30 июня
21:00 (UTC)",,,,,,,,,,,,,,,,20.0,,701.0,,,17.5,,52.2,,,северо-восточный,6.0,,,1.0
1593561600,"Среда, 1 июля
00:00 (UTC)",,,,,,,,,,,,,,,,20.0,,702.0,,,16.0,,54.0,,,северо-восточный,6.0,,,2.0
1593572400,"Среда, 1 июля
03:00 (UTC)",,,,,,0,,,0,,,,,,,20.0,,703.0,,,18.1,,50.6,16.0,,восточный,2.0,,,2.0
