timestamp,date,Гроза слабая или умеренная (возможен дождь или снег),"Порывы, м/с",Дождь (незамерзающий) слабый непрерывный,Туман (видимость менее 1 км),Ливневой дождь со снегом слабый,Ливневый дождь со снегом,Ливневый дождь,Дождь со снегом слабый,В окрестности станции местами туман,"Гроза, но без осадков","Относительная влажность, %",Поземные туманы сплошным слоем (высота меньше 2 м от поверхности земли),"Минимальная температура, °C",Град,Направление ветра,Гроза,"Максимальная температура, °C","Средняя скорость ветра, м/с",Дождь (незамерзающий),Ливневой снег умеренный или сильный,"Осадки за 12 часов, мм",Туман начался (усилился). Небо видно,"Высота снежного покрова, см",Туман ослабел (небо видно),"Осадки за 24 часа, мм",Ливневой дождь слабый,Дымка (видимость больше 1 км),Туман без изменений (небо не видно),"Горизонтальная видимость, км","Атмосферное давление на уровне станции, мм рт.ст.","Температура воздуха, °C","Гроза, дождь слабый",Снег слабый непрерывный,Количество облаков не изменилось,"Поземные туманы клочками, полосами(высота меньше 2 м от поверхности земли)",Балл общей облачности,Туман ослабел (небо не видно),Ливневой снег слабый
1589385600,"Среда, 13 мая
16:00 (UTC)",,15.0,,,,,,,,,4.0,,,,северо-западный,,,2,,,,,,,,,,,,745.0,7.7,,,,,,,
1589389200,"Среда, 13 мая
17:00 (UTC)",,15.0,,,,,,,,,4.0,,,,,,,0,,,,,,,,,,,,746.0,6.0,,,,,,,
1589392800,"Среда, 13 мая
18:00 (UTC)",,,,,,,,,,,69.1,,,,юго-западный,,,2,,,,,,,,,,,30.0,747.0,5.4,,,True,,2.0,,
1589396400,"Среда, 13 мая
19:00 (UTC)",,14.0,,,,,,,,,4.0,,,,юго-западный,,,2,,,,,,,,,,,,747.0,1.9,,,,,,,
1589400000,"Среда, 13 мая
20:00 (UTC)",,12.0,,,,,,,,,4.0,,,,юго-западный,,,3,,,,,,,,,,,,747.0,1.3,,,,,,,
1589403600,"Среда, 13 мая
21:00 (UTC)",,,,,,,,,,,90.4,,,,южный,,,3,,,,,,,,,,,50.0,747.0,1.2,,,,,0.0,,
1589407200,"Среда, 13 мая
22:00 (UTC)",,,,,,,,,,,4.0,,,,южный,,,3,,,,,,,,,,,,747.0,1.1,,,,,,,
1589410800,"Среда, 13 мая
23:00 (UTC)",,,,,,,,,,,4.0,,,,южный,,,3,,,,,,,,,,,,747.0,1.7,,,,,,,
1589414400,"Четверг, 14 мая
00:00 (UTC)",,,,,,,,,,,84.6,,,,южный,,,4,,,,,,,,,,,30.0,747.0,1.1,,,,,7.0,,
1589418000,"Четверг, 14 мая
01:00 (UTC)",,,,,,,,,,,4.0,,,,южный,,,4,,,,,,,,,,,,747.0,0.4,,,,,,,
1589421600,"Четверг, 14 мая
02:00 (UTC)",,,,,,,,,,,4.0,,,,южный,,,4,,,,,,,,,,,,747.0,1.6,,,,,,,
1589425200,"Четверг, 14 мая
03:00 (UTC)",,,,,,,,,,,79.6,,0.4,,южный,,,3,,,менее 0.1,,,,3,True,,,30.0,748.0,3.5,,,,,10.0,,
1589428800,"Четверг, 14 мая
04:00 (UTC)",,,,,,,,,,,4.0,,,,южный,,,3,,,,,,,,,,,,747.0,5.5,,,,,,,
1589432400,"Четверг, 14 мая
05:00 (UTC)",,,,,,,,,,,4.0,,,,южный,,,5,,,,,,,,,,,,747.0,8.1,,,,,,,
1589436000,"Четверг, 14 мая
06:00 (UTC)",,10.0,,,,,,,,,53.0,,,,южный,,,6,,,,,,,,,,,30.0,747.0,9.5,,,True,,9.0,,
1589439600,"Четверг, 14 мая
07:00 (UTC)",,12.0,,,,,,,,,4.0,,,,южный,,,6,,,,,,,,,,,,746.0,10.2,,,,,,,
1589443200,"Четверг, 14 мая
08:00 (UTC)",,14.0,,,,,,,,,4.0,,,,южный,,,6,,,,,,,,,,,,746.0,11.1,,,,,,,
1589446800,"Четверг, 14 мая
09:00 (UTC)",,14.0,,,,,,,,,37.0,,,,южный,,,7,,,,,,,,,,,30.0,745.0,11.7,,,True,,10.0,,
1589450400,"Четверг, 14 мая
10:00 (UTC)",,,,,,,,,,,4.0,,,,южный,,,4,,,,,,,,,,,,746.0,7.1,,,,,,,
1589454000,"Четверг, 14 мая
11:00 (UTC)",,,,,,,,,,,3.9,,,,западный,,,4,,,,,,,,,,,,747.0,4.1,,,,,,,
1589457600,"Четверг, 14 мая
12:00 (UTC)",,16.0,,,,,True,,,,88.3,,,,южный,,,5,,,,,,,,,,,30.0,746.0,7.1,,,,,9.0,,
1589461200,"Четверг, 14 мая
13:00 (UTC)",,,,,,,,,,,4.0,,,,западный,,,2,,,,,,,,,,,,746.0,7.7,,,,,,,
1589464800,"Четверг, 14 мая
14:00 (UTC)",,16.0,,,,,,,,,4.0,,,,южный,,,2,,,,,,,,,,,,746.0,8.4,,,,,,,
1589468400,"Четверг, 14 мая
15:00 (UTC)",,10.0,,,,,,,,,64.7,,,,юго-западный,,12.7,4,,,4,,,,,,,,30.0,746.0,9.2,,,True,,4.0,,
1589472000,"Четверг, 14 мая
16:00 (UTC)",,,,,,,,,,,4.0,,,,западный,,,3,,,,,,,,,,,,746.0,9.1,,,,,,,
1589475600,"Четверг, 14 мая
17:00 (UTC)",,,,,,,,,,,4.0,,,,юго-западный,,,2,,,,,,,,,,,,746.0,7.1,,,,,,,
1589479200,"Четверг, 14 мая
18:00 (UTC)",,,,,,,,,,,71.6,,,,южный,,,2,,,,,,,,,,,30.0,746.0,4.8,,,True,,5.0,,
1589482800,"Четверг, 14 мая
19:00 (UTC)",,,,,,,,,,,4.0,,,,южный,,,3,,,,,,,,,,,,746.0,4.1,,,,,,,
1589486400,"Четверг, 14 мая
20:00 (UTC)",,,,,,,,,,,4.0,,,,южный,,,3,,,,,,,,,,,,746.0,3.4,,,,,,,
1589490000,"Четверг, 14 мая
21:00 (UTC)",,,,,,,,,,,95.2,,,,южный,,,3,,,,,,,,,,,50.0,746.0,3.4,,,,,5.0,,
1589493600,"Четверг, 14 мая
22:00 (UTC)",,,,,,,,,,,4.0,,,,юго-западный,,,2,,,,,,,,,,,,746.0,3.2,,,,,,,
1589497200,"Четверг, 14 мая
23:00 (UTC)",,,,,,,,,,,4.0,,,,южный,,,1,,,,,,,,,,,,746.0,2.8,,,,,,,
1589500800,"Пятница, 15 мая
00:00 (UTC)",,,,,,,,,,,96.5,True,,,,,,0,,,,,,,,,,,30.0,745.0,1.3,,,,,7.0,,
1589504400,"Пятница, 15 мая
01:00 (UTC)",,,,,,,,,,,4.0,,,,юго-западный,,,1,,,,,,,,,,,,745.0,1.4,,,,,,,
1589508000,"Пятница, 15 мая
02:00 (UTC)",,,,,,,,,,,4.0,,,,,,,0,,,,,,,,,,,,745.0,2.2,,,,,,,
1589511600,"Пятница, 15 мая
03:00 (UTC)",,,,,,,,,,,98.6,,-0.4,,,,,0,,,0,,,,3,,,,30.0,745.0,3.4,,,,True,9.0,,
1589515200,"Пятница, 15 мая
04:00 (UTC)",,,,,,,,,,,4.0,,,,северо-западный,,,1,,,,,,,,,,,,745.0,6.3,,,,,,,
1589518800,"Пятница, 15 мая
05:00 (UTC)",,,,,,,,,,,4.0,,,,,,,0,,,,,,,,,,,,745.0,7.1,,,,,,,
1589522400,"Пятница, 15 мая
06:00 (UTC)",,,,,,,,,,,71.3,,,,северный,,,2,,,,,,,,,,,30.0,745.0,8.4,,,,,7.0,,
1589526000,"Пятница, 15 мая
07:00 (UTC)",,,,,,,,,,,4.0,,,,северный,,,3,,,,,,,,,,,,745.0,9.9,,,,,,,
1589529600,"Пятница, 15 мая
08:00 (UTC)",,,,,,,,,,,4.0,,,,северо-западный,,,1,,,,,,,,,,,,744.0,11.4,,,,,,,
1589533200,"Пятница, 15 мая
09:00 (UTC)",,,,,,,,,,,52.6,,,,северо-западный,,,2,,,,,,,,,,,30.0,744.0,10.8,,,,,7.0,,
1589536800,"Пятница, 15 мая
10:00 (UTC)",,,,,,,,,,,4.0,,,,северо-западный,,,1,,,,,,,,,,,,744.0,12.1,,,,,,,
1589540400,"Пятница, 15 мая
11:00 (UTC)",,,,,,,,,,,4.0,,,,северный,,,2,,,,,,,,,,,,743.0,11.7,,,,,,,
1589544000,"Пятница, 15 мая
12:00 (UTC)",,,,,,,,,,,37.8,,,,северный,,,2,,,,,,,,,,,30.0,744.0,11.6,,,,,10.0,,
1589547600,"Пятница, 15 мая
13:00 (UTC)",,,,,,,,,,,4.0,,,,западный,,,4,,,,,,,,,,,,744.0,11.1,,,,,,,
1589551200,"Пятница, 15 мая
14:00 (UTC)",,,,,,,,,,,4.0,,,,западный,,,3,,,,,,,,,,,,744.0,9.8,,,,,,,
1589554800,"Пятница, 15 мая
15:00 (UTC)",,,,,,,,,,,44.3,,,,северо-западный,,13.1,2,,,0,,,,,,,,30.0,744.0,11.1,,,,,7.0,,
1589558400,"Пятница, 15 мая
16:00 (UTC)",,,,,,,,,,,4.0,,,,западный,,,4,,,,,,,,,,,,744.0,8.6,,,,,,,
1589562000,"Пятница, 15 мая
17:00 (UTC)",,,,,,,,,,,4.0,,,,западный,,,2,,,,,,,,,,,,744.0,7.5,,,,,,,
1589565600,"Пятница, 15 мая
18:00 (UTC)",,10.0,,,,,,,,,57.4,,,,западный,,,2,,,,,,,,,,,30.0,745.0,6.3,,,,,1.0,,
1589569200,"Пятница, 15 мая
19:00 (UTC)",,,,,,,,,,,4.0,,,,юго-западный,,,2,,,,,,,,,,,,745.0,4.6,,,,,,,
1589572800,"Пятница, 15 мая
20:00 (UTC)",,,,,,,,,,,4.0,,,,юго-западный,,,3,,,,,,,,,,,,745.0,4.1,,,,,,,
1589576400,"Пятница, 15 мая
21:00 (UTC)",,,,,,,,,,,76.1,,,,юго-западный,,,3,,,,,,,,,,,50.0,745.0,3.3,,,,,0.0,,
1589580000,"Пятница, 15 мая
22:00 (UTC)",,,,,,,,,,,4.0,,,,юго-западный,,,2,,,,,,,,,,,,745.0,2.9,,,,,,,
1589583600,"Пятница, 15 мая
23:00 (UTC)",,,,,,,,,,,4.0,,,,юго-западный,,,3,,,,,,,,,,,,745.0,1.5,,,,,,,
1589587200,"Суббота, 16 мая
00:00 (UTC)",,,,,,,,,,,88.4,,,,юго-западный,,,3,,,,,,,,,,,30.0,745.0,1.4,,,,,1.0,,
1589590800,"Суббота, 16 мая
01:00 (UTC)",,,,,,,,,,,4.0,,,,юго-западный,,,3,,,,,,,,,,,,745.0,1.9,,,,,,,
1589594400,"Суббота, 16 мая
02:00 (UTC)",,,,,,,,,,,4.0,,,,юго-западный,,,2,,,,,,,,,,,,745.0,-0.3,,,,,,,
1589598000,"Суббота, 16 мая
03:00 (UTC)",,,,,,,,,,,80.9,,-0.9,,юго-западный,,,2,,,0,,,,0,,,,30.0,745.0,4.5,,,,,6.0,,
1589601600,"Суббота, 16 мая
04:00 (UTC)",,,,,,,,,,,4.0,,,,юго-западный,,,2,,,,,,,,,,,,745.0,5.7,,,,,,,
1589605200,"Суббота, 16 мая
05:00 (UTC)",,,,,,,,,,,4.0,,,,юго-западный,,,2,,,,,,,,,,,,745.0,6.1,,,,,,,
1589608800,"Суббота, 16 мая
06:00 (UTC)",,,,,,,,,,,50.6,,,,южный,,,3,,,,,,,,,,,30.0,745.0,9.0,,,True,,6.0,,
1589612400,"Суббота, 16 мая
07:00 (UTC)",,,,,,,,,,,4.0,,,,северный,,,1,,,,,,,,,,,,745.0,9.2,,,,,,,
1589616000,"Суббота, 16 мая
08:00 (UTC)",,,,,,,,,,,4.0,,,,,,,0,,,,,,,,,,,,745.0,9.8,,,,,,,
1589619600,"Суббота, 16 мая
09:00 (UTC)",,,,,,,,,,,39.3,,,,западный,,,2,,,,,,,,,,,30.0,744.0,11.8,,,True,,7.0,,
1589623200,"Суббота, 16 мая
10:00 (UTC)",,,,,,,,,,,4.0,,,,северо-западный,,,2,,,,,,,,,,,,744.0,13.6,,,,,,,
1589626800,"Суббота, 16 мая
11:00 (UTC)",,,,,,,,,,,4.0,,,,западный,,,3,,,,,,,,,,,,744.0,13.9,,,,,,,
1589630400,"Суббота, 16 мая
12:00 (UTC)",,,,,,,,,,,29.4,,,,западный,,,4,,,,,,,,,,,30.0,744.0,14.3,,,True,,7.0,,
1589634000,"Суббота, 16 мая
13:00 (UTC)",,,,,,,,,,,4.0,,,,западный,,,4,,,,,,,,,,,,744.0,14.2,,,,,,,
1589637600,"Суббота, 16 мая
14:00 (UTC)",,,,,,,,,,,4.0,,,,западный,,,4,,,,,,,,,,,,744.0,14.3,,,,,,,
1589641200,"Суббота, 16 мая
15:00 (UTC)",,,,,,,,,,,30.0,,,,юго-западный,,14.9,3,,,менее 0.1,,,,,,,,30.0,744.0,13.4,,,,,7.0,,
1589644800,"Суббота, 16 мая
16:00 (UTC)",,,,,,,,,,,4.0,,,,западный,,,4,,,,,,,,,,,,744.0,11.3,,,,,,,
1589648400,"Суббота, 16 мая
17:00 (UTC)",,,,,,,,,,,4.0,,,,юго-западный,,,4,,,,,,,,,,,,744.0,10.7,,,,,,,
1589652000,"Суббота, 16 мая
18:00 (UTC)",,,,,,,,,,,56.9,,,,южный,,,1,,,,,,,,,,,30.0,744.0,7.6,,,,,6.0,,
1589655600,"Суббота, 16 мая
19:00 (UTC)",,,,,,,,,,,4.0,,,,южный,,,2,,,,,,,,,,,,744.0,7.4,,,,,,,
1589659200,"Суббота, 16 мая
20:00 (UTC)",,,,,,,,,,,4.0,,,,южный,,,3,,,,,,,,,,,,744.0,6.4,,,,,,,
1589662800,"Суббота, 16 мая
21:00 (UTC)",,,,,,,,,,,72.9,,,,южный,,,4,,,,,,,,,,,50.0,744.0,6.2,,,,,7.0,,
1589666400,"Суббота, 16 мая
22:00 (UTC)",,,,,,,,,,,4.0,,,,южный,,,4,,,,,,,,,,,,744.0,5.3,,,,,,,
1589670000,"Суббота, 16 мая
23:00 (UTC)",,,,,,,,,,,4.0,,,,южный,,,3,,,,,,,,,,,,744.0,5.6,,,,,,,
1589673600,"Воскресенье, 17 мая
00:00 (UTC)",,,,,,,,,,,80.9,,,,южный,,,3,,,,,,,,,,,30.0,744.0,4.5,,,,,4.0,,
1589677200,"Воскресенье, 17 мая
01:00 (UTC)",,,,,,,,,,,4.0,,,,южный,,,4,,,,,,,,,,,,744.0,4.7,,,,,,,
1589680800,"Воскресенье, 17 мая
02:00 (UTC)",,,,,,,,,,,4.0,,,,юго-западный,,,4,,,,,,,,,,,,744.0,5.8,,,,,,,
1589684400,"Воскресенье, 17 мая
03:00 (UTC)",,,,,,,,,,,77.8,,4.2,,юго-западный,,,4,,,0,,,,менее 0.1,,,,30.0,744.0,6.6,,,,,9.0,,
1589688000,"Воскресенье, 17 мая
04:00 (UTC)",,,,,,,,,,,4.0,,,,юго-западный,,,4,,,,,,,,,,,,744.0,7.9,,,,,,,
1589691600,"Воскресенье, 17 мая
05:00 (UTC)",,,,,,,,,,,3.9,,,,юго-западный,,,5,,,,,,,,,,,,744.0,8.6,,,,,,,
1589695200,"Воскресенье, 17 мая
06:00 (UTC)",,10.0,,,,,,,,,48.4,,,,юго-западный,,,5,,,,,,,,,,,30.0,744.0,10.3,,,,,9.0,,
1589698800,"Воскресенье, 17 мая
07:00 (UTC)",,,,,,,,,,,4.0,,,,юго-западный,,,5,,,,,,,,,,,,744.0,11.0,,,,,,,
1589702400,"Воскресенье, 17 мая
08:00 (UTC)",,,,,,,,,,,4.0,,,,юго-западный,,,5,,,,,,,,,,,,744.0,11.7,,,,,,,
1589706000,"Воскресенье, 17 мая
09:00 (UTC)",,13.0,,,,,True,,,,59.7,,,,южный,,,4,,,,,,,,,,,30.0,743.0,12.1,,,,,9.0,,
1589709600,"Воскресенье, 17 мая
10:00 (UTC)",,14.0,,,,,,,,,4.0,,,,юго-западный,,,4,,,,,,,,,,,,744.0,9.4,,,,,,,
1589713200,"Воскресенье, 17 мая
11:00 (UTC)",,14.0,,,,,,,,,4.0,,,,западный,,,3,,,,,,,,,,,,744.0,7.9,,,,,,,
1589716800,"Воскресенье, 17 мая
12:00 (UTC)",,14.0,,,,,True,,,,58.0,,,,западный,,,5,,,,,,,,,,,30.0,744.0,10.4,,,,,9.0,,
1589720400,"Воскресенье, 17 мая
13:00 (UTC)",,14.0,,,,,,,,,4.0,,,,западный,,,3,,,,,,,,,,,,744.0,11.0,,,,,,,
1589724000,"Воскресенье, 17 мая
14:00 (UTC)",,,,,,,,,,,4.0,,,,западный,,,3,,,,,,,,,,,,744.0,10.0,,,,,,,
1589727600,"Воскресенье, 17 мая
15:00 (UTC)",,12.0,,,,,,,,,56.0,,,,юго-западный,,12.3,4,,,4,,,,,,,,30.0,744.0,10.6,,,True,,9.0,,
1589731200,"Воскресенье, 17 мая
16:00 (UTC)",,,,,,,,,,,3.9,,,,юго-западный,,,2,,,,,,,,,,,,744.0,9.6,,,,,,,
1589734800,"Воскресенье, 17 мая
17:00 (UTC)",,,,,,,,,,,4.0,,,,южный,,,2,,,,,,,,,,,,744.0,9.2,,,,,,,
1589738400,"Воскресенье, 17 мая
18:00 (UTC)",,,,,,,,,,,76.8,,,,южный,,,2,,,,,,,,,,,30.0,744.0,7.2,,,True,,10.0,,
1589742000,"Воскресенье, 17 мая
19:00 (UTC)",,,,,,,,,,,4.0,,,,южный,,,2,,,,,,,,,,,,744.0,6.8,,,,,,,
1589745600,"Воскресенье, 17 мая
20:00 (UTC)",,,,,,,,,,,4.0,,,,южный,,,3,,,,,,,,,,,,743.0,7.3,,,,,,,
1589749200,"Воскресенье, 17 мая
21:00 (UTC)",,,,,,,,,,,82.3,,,,южный,,,4,,,,,,,,,,,50.0,743.0,6.3,,,,,7.0,,
1589752800,"Воскресенье, 17 мая
22:00 (UTC)",,,,,,,,,,,4.0,,,,южный,,,3,,,,,,,,,,,,743.0,6.0,,,,,,,
1589756400,"Воскресенье, 17 мая
23:00 (UTC)",,,,,,,,,,,4.0,,,,южный,,,3,,,,,,,,,,,,743.0,4.8,,,,,,,
1589760000,"Понедельник, 18 мая
00:00 (UTC)",,,,,,,,,,,95.2,,,,южный,,,3,,,,,,,,,,,30.0,742.0,4.6,,,,,10.0,,
1589763600,"Понедельник, 18 мая
01:00 (UTC)",,,,,,,,,,,4.0,,,,южный,,,4,,,,,,,,,,,,742.0,4.8,,,,,,,
1589767200,"Понедельник, 18 мая
02:00 (UTC)",,,,,,,,,,,4.0,,,,южный,,,4,,,,,,,,,,,,741.0,5.4,,,,,,,
1589770800,"Понедельник, 18 мая
03:00 (UTC)",,,True,,,,,,,,87.6,,4.5,,южный,,,4,,,менее 0.1,,,,4,,,,30.0,741.0,5.9,,,,,10.0,,
1589774400,"Понедельник, 18 мая
04:00 (UTC)",,,,,,,,,,,3.9,,,,южный,,,3,,,,,,,,,,,,741.0,7.2,,,,,,,
1589778000,"Понедельник, 18 мая
05:00 (UTC)",,,,,,,,,,,4.0,,,,юго-западный,,,4,,,,,,,,,,,,740.0,8.7,,,,,,,
1589781600,"Понедельник, 18 мая
06:00 (UTC)",,,,,,,,,,,87.1,,,,юго-западный,,,3,,,,,,,,True,,,30.0,741.0,7.3,,,,,10.0,,
1589785200,"Понедельник, 18 мая
07:00 (UTC)",,,,,,,,,,,4.0,,,,юго-западный,,,3,,,,,,,,,,,,741.0,7.5,,,,,,,
1589788800,"Понедельник, 18 мая
08:00 (UTC)",,,,,,,,,,,4.0,,,,юго-западный,,,4,,,,,,,,,,,,741.0,9.2,,,,,,,
1589792400,"Понедельник, 18 мая
09:00 (UTC)",,,,,,,,,,,64.4,,,,западный,,,2,,,,,,,,,,,30.0,741.0,10.0,,,True,,9.0,,
1589796000,"Понедельник, 18 мая
10:00 (UTC)",,,,,,,,,,,4.0,,,,юго-западный,,,4,,,,,,,,,,,,740.0,11.2,,,,,,,
1589799600,"Понедельник, 18 мая
11:00 (UTC)",,,,,,,,,,,4.0,,,,западный,,,2,,,,,,,,,,,,740.0,11.1,,,,,,,
1589803200,"Понедельник, 18 мая
12:00 (UTC)",,,,,,,,,,,44.3,,,,юго-западный,,,4,,,,,,,,,,,30.0,740.0,12.2,,,True,,7.0,,
1589806800,"Понедельник, 18 мая
13:00 (UTC)",,,,,,,,,,,4.0,,,,южный,,,3,,,,,,,,,,,,739.0,12.7,,,,,,,
1589810400,"Понедельник, 18 мая
14:00 (UTC)",,,,,,,,,,,4.0,,,,южный,,,2,,,,,,,,,,,,739.0,11.8,,,,,,,
1589814000,"Понедельник, 18 мая
15:00 (UTC)",,,,,,,,,,,55.9,,,,западный,,13.3,5,,,0.8,,,,,True,,,15.0,739.0,8.5,,,,,9.0,,
1589817600,"Понедельник, 18 мая
16:00 (UTC)",,,,,,,,,,,4.0,,,,северный,,,3,,,,,,,,,,,,740.0,5.6,,,,,,,
1589821200,"Понедельник, 18 мая
17:00 (UTC)",,,,,,,,,,,4.0,,,,северный,,,3,,,,,,,,,,,,740.0,5.2,,,,,,,
1589824800,"Понедельник, 18 мая
18:00 (UTC)",,,True,,,,,,,,96.6,,,,северный,,,1,,,,,,,,,,,30.0,740.0,4.6,,,,,10.0,,
1589828400,"Понедельник, 18 мая
19:00 (UTC)",,,,,,,,,,,3.9,,,,северный,,,2,,,,,,,,,,,,740.0,4.1,,,,,,,
1589832000,"Понедельник, 18 мая
20:00 (UTC)",,,,,,,,,,,4.0,,,,северный,,,2,,,,,,,,,,,,740.0,3.5,,,,,,,
1589835600,"Понедельник, 18 мая
21:00 (UTC)",,,True,,,,,,,,98.6,,,,северный,,,2,,,,,,,,,,,30.0,740.0,3.5,,,,,10.0,,
1589839200,"Понедельник, 18 мая
22:00 (UTC)",,,,,,,,,,,4.0,,,,северный,,,2,,,,,,,,,,,,740.0,3.6,,,,,,,
1589842800,"Понедельник, 18 мая
23:00 (UTC)",,,,,,,,,,,4.0,,,,северный,,,2,,,,,,,,,,,,740.0,3.6,,,,,,,
1589846400,"Вторник, 19 мая
00:00 (UTC)",,,True,,,,,,,,96.5,,,,северо-западный,,,3,,,,,,,,,,,30.0,740.0,4.1,,,,,10.0,,
1589850000,"Вторник, 19 мая
01:00 (UTC)",,,,,,,,,,,4.0,,,,западный,,,3,,,,,,,,,,,,740.0,4.3,,,,,,,
1589853600,"Вторник, 19 мая
02:00 (UTC)",,,,,,,,,,,4.0,,,,западный,,,4,,,,,,,,,,,,740.0,4.3,,,,,,,
1589857200,"Вторник, 19 мая
03:00 (UTC)",,10.0,True,,,,,,,,95.2,,3.4,,западный,,,4,,,16,,,,16,,,,18.0,740.0,4.4,,,,,10.0,,
1589860800,"Вторник, 19 мая
04:00 (UTC)",,,,,,,,,,,4.0,,,,западный,,,5,,,,,,,,,,,,740.0,4.2,,,,,,,
1589864400,"Вторник, 19 мая
05:00 (UTC)",,,,,,,,,,,4.0,,,,западный,,,5,,,,,,,,,,,,741.0,4.1,,,,,,,
1589868000,"Вторник, 19 мая
06:00 (UTC)",,13.0,True,,,,,,,,96.5,,,,западный,,,5,,,,,,,,,,,30.0,741.0,3.8,,,,,10.0,,
1589871600,"Вторник, 19 мая
07:00 (UTC)",,13.0,,,,,,,,,3.9,,,,западный,,,5,,,,,,,,,,,,741.0,3.1,,,,,,,
1589875200,"Вторник, 19 мая
08:00 (UTC)",,13.0,,,,,,,,,4.0,,,,западный,,,4,,,,,,,,,,,,742.0,2.8,,,,,,,
1589878800,"Вторник, 19 мая
09:00 (UTC)",,13.0,True,,,,,,,,95.2,,,,западный,,,5,,,,,,,,,,,23.0,742.0,3.5,,,,,10.0,,
1589882400,"Вторник, 19 мая
10:00 (UTC)",,13.0,,,,,,,,,4.0,,,,западный,,,6,,,,,,,,,,,,742.0,4.2,,,,,,,
1589886000,"Вторник, 19 мая
11:00 (UTC)",,13.0,,,,,,,,,4.0,,,,западный,,,5,,,,,,,,,,,,743.0,4.4,,,,,,,
1589889600,"Вторник, 19 мая
12:00 (UTC)",,13.0,True,,,,,,,,98.6,,,,западный,,,6,,,,,,,,,,,25.0,743.0,4.6,,,,,10.0,,
1589893200,"Вторник, 19 мая
13:00 (UTC)",,,,,,,,,,,4.0,,,,западный,,,5,,,,,,,,,,,,743.0,4.8,,,,,,,
1589896800,"Вторник, 19 мая
14:00 (UTC)",,,,,,,,,,,4.0,,,,северо-западный,,,4,,,,,,,,,,,,744.0,5.1,,,,,,,
1589900400,"Вторник, 19 мая
15:00 (UTC)",,13.0,True,,,,,,,,96.6,,,,северо-западный,,5.1,4,,,13,,,,,,,,30.0,744.0,5.1,,,,,10.0,,
1589904000,"Вторник, 19 мая
16:00 (UTC)",,,,,,,,,,,4.0,,,,северо-западный,,,2,,,,,,,,,,,,744.0,4.9,,,,,,,
1589907600,"Вторник, 19 мая
17:00 (UTC)",,,,,,,,,,,4.0,,,,северо-западный,,,2,,,,,,,,,,,,744.0,4.8,,,,,,,
1589911200,"Вторник, 19 мая
18:00 (UTC)",,10.0,True,,,,,,,,95.2,,,,северо-западный,,,3,,,,,,,,,,,30.0,744.0,4.6,,,,,10.0,,
1589914800,"Вторник, 19 мая
19:00 (UTC)",,,,,,,,,,,4.0,,,,северо-западный,,,3,,,,,,,,,,,,743.0,4.7,,,,,,,
1589918400,"Вторник, 19 мая
20:00 (UTC)",,,,,,,,,,,4.0,,,,северо-западный,,,3,,,,,,,,,,,,743.0,4.7,,,,,,,
1589922000,"Вторник, 19 мая
21:00 (UTC)",,,,,,,,,,,88.7,,,,западный,,,3,,,,,,,,,,,50.0,743.0,4.9,,,True,,9.0,,
1589925600,"Вторник, 19 мая
22:00 (UTC)",,,,,,,,,,,4.0,,,,северо-западный,,,2,,,,,,,,,,,,743.0,4.4,,,,,,,
1589929200,"Вторник, 19 мая
23:00 (UTC)",,,,,,,,,,,4.0,,,,западный,,,2,,,,,,,,,,,,743.0,4.1,,,,,,,
1589932800,"Среда, 20 мая
00:00 (UTC)",,,,,,,,,,,80.9,,,,северо-западный,,,2,,,,,,,,,,,30.0,743.0,4.5,,,True,,10.0,,
1589936400,"Среда, 20 мая
01:00 (UTC)",,,,,,,,,,,4.0,,,,северо-западный,,,2,,,,,,,,,,,,742.0,4.4,,,,,,,
1589940000,"Среда, 20 мая
02:00 (UTC)",,,,,,,,,,,4.0,,,,западный,,,3,,,,,,,,,,,,742.0,4.4,,,,,,,
1589943600,"Среда, 20 мая
03:00 (UTC)",,,,,,,,,,,88.7,,4.0,,западный,,,3,True,,4,,,,17,,,,30.0,742.0,4.5,,,,,7.0,,
1589950800,"Среда, 20 мая
05:00 (UTC)",,,,,,,,,,,4.0,,,,северо-западный,,,3,,,,,,,,,,,,742.0,7.4,,,,,,,
1589954400,"Среда, 20 мая
06:00 (UTC)",,,,,,,,,,,4.0,,,,западный,,,3,,,,,,,,,,,30.0,742.0,7.7,,,True,,7.0,,
1589958000,"Среда, 20 мая
07:00 (UTC)",,,,,,,,,,,4.0,,,,западный,,,4,,,,,,,,,,,,742.0,9.0,,,,,,,
1589961600,"Среда, 20 мая
08:00 (UTC)",,,,,,,,,,,4.0,,,,северо-западный,,,2,,,,,,,,,,,,742.0,9.4,,,,,,,
1589965200,"Среда, 20 мая
09:00 (UTC)",,,,,,,,,,,51.6,,,,западный,,,4,,,,,,,,,,,30.0,742.0,9.9,,,,,9.0,,
1589968800,"Среда, 20 мая
10:00 (UTC)",,,,,,,,,,,49.2,,,,западный,,,4,,,,,,,,,,,,742.0,10.4,,,,,,,
1589972400,"Среда, 20 мая
11:00 (UTC)",,,,,,,,,,,39.3,,,,северо-западный,,,4,,,,,,,,,,,,742.0,10.9,,,,,,,
1589976000,"Среда, 20 мая
12:00 (UTC)",,,,,,,,,,,42.4,,,,северо-западный,,,4,,,,,,,,,,,30.0,742.0,12.3,,,True,,7.0,,
1589979600,"Среда, 20 мая
13:00 (UTC)",,,,,,,,,,,43.4,,,,северо-западный,,,3,,,,,,,,,,,,742.0,12.3,,,,,,,
