timestamp,date,Гроза слабая или умеренная (возможен дождь или снег),"Порывы, м/с",Дождь (незамерзающий) слабый непрерывный,Ливневой дождь со снегом слабый,Ливневый дождь со снегом,Ливневый дождь,Мгла,Ухудшение видимости из-за дыма или вулканического пепла,"Гроза, но без осадков","Относительная влажность, %",Морось (незамерзающая) слабая непрерывная,"Минимальная температура, °C",Направление ветра,"Максимальная температура, °C","Средняя скорость ветра, м/с",Ливневой снег умеренный или сильный,Морось (незамерзающая) умеренная непрерывная,Зарница,"Осадки за 12 часов, мм","Высота снежного покрова, см","Осадки за 24 часа, мм",Ливневой дождь слабый,Дымка (видимость больше 1 км),Туман без изменений (небо не видно),Снежная крупа (возможно с дождем) слабая,"Горизонтальная видимость, км","Атмосферное давление на уровне станции, мм рт.ст.",Ливневой дождь умеренный или сильный,Снег умеренный непрерывный,"Температура воздуха, °C","Гроза, дождь слабый",Количество облаков не изменилось,Балл общей облачности,Ливневой снег слабый,Дождь (незамерзающий)
1596315600,"Суббота, 1 августа
21:00 (UTC)",,,,,,,,,,72.9,,,юго-восточный,,1,,,,,,,,,,,10.0,733,,,17.4,,,9.0,,
1596326400,"Воскресенье, 2 августа
00:00 (UTC)",,,,,,,,,,76.9,,,восточный,,2,,,,,,,,,,,10.0,733,,,17.4,,,7.0,,
1596337200,"Воскресенье, 2 августа
03:00 (UTC)",,,,,,,,,,70.8,,16.8,юго-восточный,,2,,,,0,,,,,,,10.0,732,,,18.4,,,10.0,,
1596348000,"Воскресенье, 2 августа
06:00 (UTC)",,,,,,,,,,36.1,,,юго-восточный,,2,,,,,,,,,,,20.0,732,,,28.7,,,9.0,,
1596358800,"Воскресенье, 2 августа
09:00 (UTC)",,14.0,,,,,,,,18.6,,,южный,,5,,,,,,,,,,,20.0,732,,,32.7,,,9.0,,
1596369600,"Воскресенье, 2 августа
12:00 (UTC)",,12.0,,,,,,,,21.1,,,южный,,4,,,,,,,,,,,,732,,,32.0,,,,,
1596380400,"Воскресенье, 2 августа
15:00 (UTC)",,12.0,,,,,,,,27.6,,,юго-восточный,33.6,3,,,,0,,,,,,,20.0,731,,,30.0,,,7.0,,
1596391200,"Воскресенье, 2 августа
18:00 (UTC)",,16.0,,,,,,,,44.9,,,,,0,,,,,,,,,,,10.0,733,,,23.1,,,6.0,,
1596402000,"Воскресенье, 2 августа
21:00 (UTC)",,,,,,,,,,50.2,,,северо-западный,,2,,,,,,,,,,,10.0,734,,,21.7,,,6.0,,
1596412800,"Понедельник, 3 августа
00:00 (UTC)",,,,,,,,,,56.1,,,северо-западный,,2,,,,,,,,,,,10.0,735,,,20.0,,,7.0,,
1596423600,"Понедельник, 3 августа
03:00 (UTC)",,,,,,,,,,60.3,,19.4,юго-восточный,,1,,,,менее 0.1,,,,,,,20.0,735,,,19.5,,True,10.0,,
1596434400,"Понедельник, 3 августа
06:00 (UTC)",,,,,,True,,,,56.1,,19.0,восточный,,1,,,,,,,,,,,20.0,735,,,21.5,,,10.0,,
1596445200,"Понедельник, 3 августа
09:00 (UTC)",,,,,,,,,,48.8,,,северо-восточный,,1,,,,,,,True,,,,50.0,736,,,23.8,,,9.0,,
1596456000,"Понедельник, 3 августа
12:00 (UTC)",,,,,,,,,,53.2,,,северный,,1,,,,,,,,,,,20.0,736,,,24.0,,True,9.0,,
1596466800,"Понедельник, 3 августа
15:00 (UTC)",,,,,,,,,,62.3,,,северо-западный,24.2,1,,,,менее 0.1,,,,,,,10.0,736,,,21.4,,,9.0,,
1596477600,"Понедельник, 3 августа
18:00 (UTC)",True,,,,,,,,,82.1,,,восточный,,1,,,,,,,,,,,10.0,736,,,18.0,,,9.0,,
1596488400,"Понедельник, 3 августа
21:00 (UTC)",,,,,,,,,True,90.3,,,северо-западный,,1,,,,,,,,,,,10.0,736,,,16.3,,,7.0,,
1596499200,"Вторник, 4 августа
00:00 (UTC)",,,,,,,,,,88.0,,,северный,,3,,,,,,,,,,,10.0,737,,,16.4,,True,9.0,,
1596510000,"Вторник, 4 августа
03:00 (UTC)",,,,,,,,,,83.1,,16.0,восточный,,1,,,,7,,,,,,,10.0,737,,,17.3,,,9.0,,
1596520800,"Вторник, 4 августа
06:00 (UTC)",,,,,,,,,,77.2,,,северный,,2,,,,,,,,,,,10.0,737,,,19.3,,,10.0,,
1596531600,"Вторник, 4 августа
09:00 (UTC)",,,,,,,,,,58.8,,,восточный,,1,,,,,,,,,,,10.0,737,,,24.9,,,10.0,,
1596542400,"Вторник, 4 августа
12:00 (UTC)",,,,,,,,,,53.3,,,северо-западный,,1,,,,,,,,,,,10.0,737,,,27.2,,,7.0,,
1596553200,"Вторник, 4 августа
15:00 (UTC)",,,,,,,,,,72.8,,,восточный,27.3,1,,,,0,,,,,,,10.0,739,,,22.0,,,7.0,,
1596564000,"Вторник, 4 августа
18:00 (UTC)",,,,,,,,,,82.7,,,северный,,1,,,,,,,,,,,10.0,739,,,18.8,,,9.0,,
1596574800,"Вторник, 4 августа
21:00 (UTC)",,,,,,,,,,83.6,,,северо-западный,,2,,,,,,,,,,,10.0,740,,,17.4,,,10.0,,
1596585600,"Среда, 5 августа
00:00 (UTC)",,,,,,True,,,,89.7,,,северный,,2,,,,,,,,,,,10.0,740,,,16.1,,,7.0,,
1596596400,"Среда, 5 августа
03:00 (UTC)",,,,,,,,,,89.0,,15.2,северный,,1,,,,2,,,,,,,10.0,742,,,15.3,,,10.0,,
1596607200,"Среда, 5 августа
06:00 (UTC)",,,,,,,,,,70.2,,,северный,,1,,,,,,,,,,,10.0,742,,,20.1,,,10.0,,
1596618000,"Среда, 5 августа
09:00 (UTC)",,,,,,,,,,52.7,,,восточный,,1,,,,,,,,,,,10.0,741,,,26.2,,,7.0,,
1596628800,"Среда, 5 августа
12:00 (UTC)",,,,,,,,,,48.6,,,восточный,,2,,,,,,,,,,,20.0,741,,,27.6,,,2.0,,
1596639600,"Среда, 5 августа
15:00 (UTC)",,,,,,,,,,56.7,,,восточный,27.6,1,,,,0,,,,,,,20.0,741,,,25.1,,,7.0,,
1596650400,"Среда, 5 августа
18:00 (UTC)",,,,,,,,,,69.1,,,восточный,,1,,,,,,,,,,,10.0,742,,,21.6,,,10.0,,
1596661200,"Среда, 5 августа
21:00 (UTC)",,,,,,,,,,82.2,,,,,0,,,,,,,,,,,10.0,742,,,18.9,,,10.0,,
1596672000,"Четверг, 6 августа
00:00 (UTC)",,,,,,,,,,88.6,,,северный,,1,,,,,,,,,,,10.0,742,,,17.7,,,10.0,,
1596682800,"Четверг, 6 августа
03:00 (UTC)",,,,,,,,,,75.9,,17.5,восточный,,1,,,,0,,,,,,,20.0,742,,,20.7,,,10.0,,
1596693600,"Четверг, 6 августа
06:00 (UTC)",,,,,,,,,,56.2,,,северо-восточный,,1,,,,,,,,,,,20.0,742,,,26.3,,,10.0,,
1596704400,"Четверг, 6 августа
09:00 (UTC)",,,,,,,,,,39.0,,,восточный,,2,,,,,,,,,,,50.0,741,,,29.4,,,4.0,,
1596715200,"Четверг, 6 августа
12:00 (UTC)",,,,,,,,,,33.5,,,восточный,,2,,,,,,,,,,,50.0,740,,,30.3,,,2.0,,
1596726000,"Четверг, 6 августа
15:00 (UTC)",,,,,,,,,,41.7,,,восточный,30.9,2,,,,0,,,,,,,20.0,740,,,28.0,,,2.0,,
1596736800,"Четверг, 6 августа
18:00 (UTC)",,,,,,,,,,58.7,,,восточный,,1,,,,,,,,,,,10.0,740,,,24.2,,,0.0,,
1596747600,"Четверг, 6 августа
21:00 (UTC)",,,,,,,,,,67.0,,,восточный,,1,,,,,,,,,,,10.0,740,,,22.1,,,2.0,,
1596758400,"Пятница, 7 августа
00:00 (UTC)",,,,,,,,,,75.4,,,восточный,,1,,,,,,,,,,,10.0,739,,,20.3,,,2.0,,
1596769200,"Пятница, 7 августа
03:00 (UTC)",,,,,,,,,,69.2,,19.9,юго-восточный,,1,,,,0,,,,,,,20.0,739,,,22.2,,,0.0,,
1596780000,"Пятница, 7 августа
06:00 (UTC)",,,,,,,,,,45.2,,,южный,,2,,,,,,,,,,,10.0,738,,,28.4,,,0.0,,
1596790800,"Пятница, 7 августа
09:00 (UTC)",,,,,,,,,,31.7,,,юго-восточный,,3,,,,,,,,,,,20.0,736,,,29.7,,,7.0,,
1596801600,"Пятница, 7 августа
12:00 (UTC)",,,,,,,,,,25.4,,,юго-восточный,,2,,,,,,,,,,,20.0,735,,,32.5,,,7.0,,
1596812400,"Пятница, 7 августа
15:00 (UTC)",,,,,,,,,True,42.6,,,,32.6,0,,,,0,,,,,,,20.0,735,,,27.3,,,9.0,,
1596823200,"Пятница, 7 августа
18:00 (UTC)",,,,,,,,,,61.0,,,восточный,,1,,,True,,,,,,,,10.0,734,,,22.7,,,2.0,,
1596834000,"Пятница, 7 августа
21:00 (UTC)",,,,,,,,,,64.9,,,восточный,,1,,,True,,,,,,,,10.0,734,,,19.9,,,6.0,,
1596844800,"Суббота, 8 августа
00:00 (UTC)",True,16.0,,,,,,,,90.2,,,северо-западный,,3,,,,,,,,,,,4.0,735,,,15.8,,,10.0,,
1596855600,"Суббота, 8 августа
03:00 (UTC)",,,,,,,,,,90.8,,15.7,южный,,1,,,,13,,13,True,,,,20.0,733,,,16.2,,,9.0,,
1596866400,"Суббота, 8 августа
06:00 (UTC)",,,,,,,,,,64.0,,,северо-восточный,,1,,,,,,,,,,,20.0,732,,,21.7,,True,10.0,,
1596877200,"Суббота, 8 августа
09:00 (UTC)",,,,,,,,,,58.0,,,восточный,,1,,,,,,,,,,,20.0,731,,,23.2,,,10.0,,
1596888000,"Суббота, 8 августа
12:00 (UTC)",,,,,,,,,,63.7,,,северный,,1,,,,,,,,,,,20.0,731,,,22.1,,,10.0,,
1596898800,"Суббота, 8 августа
15:00 (UTC)",,,,,,,,,,72.0,,,северный,23.6,2,,,,0,,,,,,,20.0,730,,,19.9,,,10.0,,
1596909600,"Суббота, 8 августа
18:00 (UTC)",,,,,,,,,,79.9,,,северный,,1,,,,,,,,,,,10.0,729,,,17.6,,,10.0,,
1596920400,"Суббота, 8 августа
21:00 (UTC)",True,,,,,,,,,90.8,,,южный,,1,,,,,,,,,,,4.0,728,,,16.0,,,10.0,,
1596931200,"Воскресенье, 9 августа
00:00 (UTC)",,,,,,,,,,90.8,,,южный,,1,,,,,,,True,,,,4.0,727,,,15.1,,,10.0,,
1596942000,"Воскресенье, 9 августа
03:00 (UTC)",,,,,,,,,,90.1,True,13.7,юго-восточный,,1,,,,15,,,,,,,4.0,727,,,13.7,,,10.0,,
1596952800,"Воскресенье, 9 августа
06:00 (UTC)",,,,,,,,,,88.8,,13.2,северо-восточный,,1,,,,,,,True,,,,4.0,726,,,13.2,,,10.0,,
1596963600,"Воскресенье, 9 августа
09:00 (UTC)",,,,,,,,,,90.6,True,,северо-западный,,1,,,,,,,,,,,4.0,726,,,13.5,,,10.0,,
1596974400,"Воскресенье, 9 августа
12:00 (UTC)",,,,,,,,,,90.0,True,,северный,,2,,,,,,,,,,,4.0,726,,,13.4,,,10.0,,
1596985200,"Воскресенье, 9 августа
15:00 (UTC)",,,,,,,,,,90.0,,,северный,13.7,3,,,,9,,,,,,,10.0,725,,,12.4,,True,10.0,,
1596996000,"Воскресенье, 9 августа
18:00 (UTC)",,10.0,,,,,,,,90.5,,,северный,,2,,,,,,,True,,,,4.0,724,,,11.8,,,10.0,,
1597006800,"Воскресенье, 9 августа
21:00 (UTC)",,,,,,,,,,91.1,,,северный,,3,,,,,,,True,,,,4.0,723,,,11.6,,,10.0,,
1597017600,"Понедельник, 10 августа
00:00 (UTC)",,,,,,,,,,91.1,True,,северный,,1,,,,,,,,,,,4.0,723,,,11.9,,,10.0,,
1597028400,"Понедельник, 10 августа
03:00 (UTC)",,,,,,,,,,91.8,True,11.6,северный,,2,,,,6,,,,,,,2.0,722,,,12.3,,,10.0,,
1597039200,"Понедельник, 10 августа
06:00 (UTC)",,,,,,,,,,91.9,,,северо-западный,,2,,,,,,,,,,,4.0,722,True,,13.6,,,10.0,,
1597050000,"Понедельник, 10 августа
09:00 (UTC)",,,,,,,,,,88.4,,,юго-восточный,,1,,,,,,,,,,,10.0,723,,,14.5,,True,10.0,,
1597060800,"Понедельник, 10 августа
12:00 (UTC)",,,,,,,,,,89.5,True,,северный,,2,,,,,,,,,,,10.0,724,,,14.6,,,10.0,,
1597071600,"Понедельник, 10 августа
15:00 (UTC)",,10.0,,,,,,,,88.9,True,,северный,14.7,4,,,,5,,,,,,,10.0,724,,,13.4,,,10.0,,
1597082400,"Понедельник, 10 августа
18:00 (UTC)",,,,,,,,,,91.2,,,северный,,3,,,,,,,True,,,,4.0,724,,,12.3,,,10.0,,
1597093200,"Понедельник, 10 августа
21:00 (UTC)",,,,,,,,,,90.5,,,северный,,2,,,,,,,True,,,,4.0,724,,,12.0,,,10.0,,
1597104000,"Вторник, 11 августа
00:00 (UTC)",,,,,,,,,,90.5,True,,северный,,3,,,,,,,,,,,4.0,724,,,11.9,,,10.0,,
1597114800,"Вторник, 11 августа
03:00 (UTC)",,,,,,,,,,89.9,True,11.4,северо-западный,,4,,,,4,,9,,,,,4.0,725,,,11.4,,,10.0,,
1597125600,"Вторник, 11 августа
06:00 (UTC)",,11.0,True,,,,,,,89.3,,11.2,северный,,5,,,,,,,,,,,4.0,726,,,11.2,,,10.0,,
1597136400,"Вторник, 11 августа
09:00 (UTC)",,11.0,True,,,,,,,89.3,,,северо-западный,,3,,,,,,,,,,,4.0,727,,,11.2,,,10.0,,
1597147200,"Вторник, 11 августа
12:00 (UTC)",,10.0,,,,,,,,87.0,True,,северо-западный,,3,,,,,,,,,,,10.0,728,,,11.8,,,10.0,,
1597158000,"Вторник, 11 августа
15:00 (UTC)",,,,,,,,,,77.7,,,северо-западный,13.2,2,,,,5,,,,,,,10.0,729,,,13.2,,True,9.0,,
1597168800,"Вторник, 11 августа
18:00 (UTC)",,,,,,,,,,76.7,,,северный,,2,,,,,,,,,,,10.0,730,,,13.3,,True,9.0,,
1597179600,"Вторник, 11 августа
21:00 (UTC)",,,,,,,,,,84.1,,,северо-западный,,2,,,,,,,,,,,10.0,729,,,11.6,,,2.0,,
1597190400,"Среда, 12 августа
00:00 (UTC)",,,,,,,,,,81.1,,,северо-западный,,3,,,,,,,,,,,10.0,730,,,10.7,,,2.0,,
1597201200,"Среда, 12 августа
03:00 (UTC)",,,,,,,,,,76.4,,9.9,северо-западный,,3,,,,менее 0.1,,5,,,,,50.0,731,,,11.3,,,2.0,,
1597212000,"Среда, 12 августа
06:00 (UTC)",,,,,,,,,,55.6,,,северо-западный,,4,,,,,,,,,,,50.0,731,,,16.4,,,2.0,,
1597222800,"Среда, 12 августа
09:00 (UTC)",,10.0,,,,,,,,45.4,,,северный,,3,,,,,,,,,,,50.0,731,,,17.2,,,7.0,,
1597233600,"Среда, 12 августа
12:00 (UTC)",,,,,,,,,,47.9,,,северный,,2,,,,,,,,,,,50.0,732,,,17.0,,,9.0,,
1597244400,"Среда, 12 августа
15:00 (UTC)",,,,,,,,,,57.4,,,северо-западный,18.5,2,,,,0,,,,,,,50.0,732,,,15.8,,,7.0,,
1597255200,"Среда, 12 августа
18:00 (UTC)",,,,,,,,,,67.6,,,северо-западный,,2,,,,,,,,,,,10.0,733,,,14.0,,,9.0,,
1597266000,"Среда, 12 августа
21:00 (UTC)",,,,,,,,,,71.1,,,северный,,1,,,,,,,,,,,10.0,733,,,12.7,,,9.0,,
1597276800,"Четверг, 13 августа
00:00 (UTC)",,,,,,,,,,72.9,,,северный,,1,,,,,,,,,,,10.0,734,,,11.8,,,10.0,,
1597287600,"Четверг, 13 августа
03:00 (UTC)",,,,,,,,,,69.0,,10.5,,,0,,,,0,,,,,,,50.0,734,,,11.6,,,6.0,,
1597298400,"Четверг, 13 августа
06:00 (UTC)",,,,,,,,,,56.7,,,северный,,1,,,,,,,,,,,50.0,734,,,14.6,,,9.0,,
1597309200,"Четверг, 13 августа
09:00 (UTC)",,,,,,,,,,51.3,,,северный,,1,,,,,,,,,,,1.0,734,,,15.4,,,9.0,,
1597320000,"Четверг, 13 августа
12:00 (UTC)",,,,,,,,,,46.5,,,северо-западный,,1,,,,,,,,,,,50.0,734,,,16.7,,,9.0,,
1597330800,"Четверг, 13 августа
15:00 (UTC)",,,,,,,,,,55.3,,,восточный,17.7,1,,,,0,,,,,,,50.0,734,,,13.9,,,10.0,,
1597341600,"Четверг, 13 августа
18:00 (UTC)",,,,,,,,,,69.9,,,,,0,,,,,,,,,,,10.0,735,,,11.6,,,7.0,,
1597352400,"Четверг, 13 августа
21:00 (UTC)",,,,,,,,,,67.0,,,восточный,,1,,,,,,,,,,,10.0,735,,,11.1,,,9.0,,
1597363200,"Пятница, 14 августа
00:00 (UTC)",,,,,,,,,,76.2,,,восточный,,1,,,,,,,,,,,10.0,735,,,10.2,,,9.0,,
1597374000,"Пятница, 14 августа
03:00 (UTC)",,,,,,,,,,70.8,,10.0,восточный,,2,,,,0,,,,,,,50.0,735,,,11.4,,,10.0,,
1597384800,"Пятница, 14 августа
06:00 (UTC)",,,,,,,,,,57.6,,,восточный,,3,,,,,,,,,,,50.0,735,,,15.0,,,9.0,,
1597395600,"Пятница, 14 августа
09:00 (UTC)",,,,,,,,,,46.7,,,юго-восточный,,3,,,,,,,,,,,50.0,734,,,17.1,,,7.0,,
1597406400,"Пятница, 14 августа
12:00 (UTC)",,,,,,,,,,49.0,,,восточный,,3,,,,,,,,,,,50.0,733,,,17.3,,,9.0,,
1597417200,"Пятница, 14 августа
15:00 (UTC)",,,,,,,,,,55.5,,,восточный,18.5,2,,,,0,,,,,,,50.0,733,,,15.9,,,10.0,,
1597428000,"Пятница, 14 августа
18:00 (UTC)",,,,,,,,,,58.2,,,восточный,,3,,,,,,,,,,,10.0,733,,,14.2,,,9.0,,
1597438800,"Пятница, 14 августа
21:00 (UTC)",,,,,,,,,,66.8,,,восточный,,2,,,,,,,True,,,,10.0,733,,,12.4,,,10.0,,
1597449600,"Суббота, 15 августа
00:00 (UTC)",,,,,,,,,,80.0,,,восточный,,2,,,,,,,True,,,,10.0,733,,,10.6,,,10.0,,
1597460400,"Суббота, 15 августа
03:00 (UTC)",,,,,,,,,,80.0,,10.5,восточный,,2,,,,0.8,,,True,,,,20.0,733,,,10.5,,,10.0,,
1597471200,"Суббота, 15 августа
06:00 (UTC)",,,,,,,,,,68.6,,,восточный,,2,,,,,,,,,,,20.0,733,,,12.3,,True,10.0,,
1597482000,"Суббота, 15 августа
09:00 (UTC)",,,,,,,,,,64.0,,,восточный,,2,,,,,,,,,,,50.0,733,,,14.2,,,9.0,,
1597492800,"Суббота, 15 августа
12:00 (UTC)",,,,,,,,,,53.5,,,восточный,,3,,,,,,,,,,,20.0,733,,,15.7,,,9.0,,
1597503600,"Суббота, 15 августа
15:00 (UTC)",,,,,,,,,,63.6,,,восточный,16.2,2,,,,менее 0.1,,,,,,,20.0,733,,,14.1,,,10.0,,
1597514400,"Суббота, 15 августа
18:00 (UTC)",,,,,,True,,,,69.7,,,северо-восточный,,2,,,,,,,,,,,10.0,732,,,12.9,,,9.0,,
1597525200,"Суббота, 15 августа
21:00 (UTC)",,,,,,,,,,82.9,,,восточный,,1,,,,,,,True,,,,4.0,731,,,11.2,,,10.0,,
1597536000,"Воскресенье, 16 августа
00:00 (UTC)",,,,,,,,,,91.0,,,северо-восточный,,1,,,,,,,True,,,,4.0,729,,,10.1,,,10.0,,
1597546800,"Воскресенье, 16 августа
03:00 (UTC)",,,,,,,,,,90.4,,9.7,северо-восточный,,1,,,,14,,14,,,,,4.0,727,True,,9.7,,,10.0,,
1597557600,"Воскресенье, 16 августа
06:00 (UTC)",,,,,,,,,,90.4,,9.7,восточный,,1,,,,,,,True,,,,4.0,727,,,10.6,,,10.0,,
1597568400,"Воскресенье, 16 августа
09:00 (UTC)",,,,,,,,,,87.6,,,северо-восточный,,1,,,,,,,,,,,10.0,726,,,12.0,,True,10.0,,
1597579200,"Воскресенье, 16 августа
12:00 (UTC)",,,,,,,,,,90.0,,,северный,,1,,,,,,,,,,,10.0,726,,,12.4,,True,10.0,,
1597590000,"Воскресенье, 16 августа
15:00 (UTC)",,,,,,,,,,87.0,,,северный,12.6,1,,,,4,,,,,,,10.0,726,,,12.4,,,10.0,,
1597600800,"Воскресенье, 16 августа
18:00 (UTC)",,,,,,,,,,90.5,True,,северный,,1,,,,,,,,,,,4.0,725,,,12.0,,,10.0,,
1597611600,"Воскресенье, 16 августа
21:00 (UTC)",,,,,,,,,,90.5,,,северо-западный,,2,,,,,,,True,,,,4.0,723,,,11.5,,,10.0,,
1597622400,"Понедельник, 17 августа
00:00 (UTC)",,,,,,,,,,90.5,,,северо-западный,,2,,,,,,,True,,,,4.0,722,,,11.1,,,10.0,,
1597633200,"Понедельник, 17 августа
03:00 (UTC)",,,,,,,,,,91.0,,10.5,западный,,2,,,,10,,,True,,,,4.0,720,,,10.6,,,10.0,,
1597644000,"Понедельник, 17 августа
06:00 (UTC)",,,True,,,,,,,91.7,,,юго-западный,,2,,,,,,,,,,,4.0,719,,,11.8,,,10.0,,
1597654800,"Понедельник, 17 августа
09:00 (UTC)",,,,,,,,,,91.1,,,юго-западный,,2,,,,,,,True,,,,10.0,719,,,11.7,,,10.0,,
1597665600,"Понедельник, 17 августа
12:00 (UTC)",,,,,,,,,,91.1,,,юго-восточный,,2,,True,,,,,,,,,4.0,719,,,11.8,,,10.0,,
1597676400,"Понедельник, 17 августа
15:00 (UTC)",,,,,,,,,,91.1,True,,восточный,12.3,1,,,,14,,,,,,,4.0,719,,,11.2,,,10.0,,
1597687200,"Понедельник, 17 августа
18:00 (UTC)",,,,,,,,,,90.5,,,восточный,,1,,,,,,,,,,,10.0,719,,,10.9,,,10.0,,
1597698000,"Понедельник, 17 августа
21:00 (UTC)",,,,,,,,,,90.4,,,,,0,,,,,,,,,,,10.0,718,,,10.7,,,10.0,,
1597708800,"Вторник, 18 августа
00:00 (UTC)",,,,,,,,,,89.8,,,северный,,1,,,,,,,,,,,10.0,719,,,10.2,,True,10.0,,
1597719600,"Вторник, 18 августа
03:00 (UTC)",,,,,,,,,,85.8,,10.1,,,0,,,,0.5,,,,,,,10.0,719,,,11.4,,,9.0,,
1597730400,"Вторник, 18 августа
06:00 (UTC)",,,,,,,,,,76.1,,,северо-западный,,1,,,,,,,,,,,10.0,719,,,12.7,,,10.0,,
1597741200,"Вторник, 18 августа
09:00 (UTC)",,,,,,,,,,67.7,,,северный,,1,,,,,,,,,,,10.0,719,,,14.5,,,10.0,,
1597752000,"Вторник, 18 августа
12:00 (UTC)",,,,,,,,,,84.8,,,западный,,3,,,,,,,True,,,,10.0,720,,,13.5,,,10.0,,
1597762800,"Вторник, 18 августа
15:00 (UTC)",,,,,,,,,,84.1,,,западный,15.8,4,,,,0.4,,,,,,,10.0,721,,,12.3,,True,10.0,,
1597773600,"Вторник, 18 августа
18:00 (UTC)",,,,,,,,,,86.3,,,западный,,3,,,,,,,True,,,,10.0,721,,,10.7,,,10.0,,
1597784400,"Вторник, 18 августа
21:00 (UTC)",,,,,,,,,,84.5,,,западный,,4,,,,,,,True,,,,10.0,721,,,10.1,,,10.0,,
1597795200,"Среда, 19 августа
00:00 (UTC)",,,,,,,,,,89.1,True,,западный,,3,,,,,,,,,,,10.0,721,,,9.0,,,10.0,,
1597806000,"Среда, 19 августа
03:00 (UTC)",,10.0,,,,True,,,,83.2,,8.8,западный,,4,,,,0.9,,,,,,,10.0,721,,,9.2,,,10.0,,
1597816800,"Среда, 19 августа
06:00 (UTC)",,11.0,,,,,,,,86.7,,,западный,,4,,,,,,,True,,,,10.0,722,,,8.9,,,10.0,,
1597827600,"Среда, 19 августа
09:00 (UTC)",,11.0,,,,,,,,78.2,,,западный,,6,,,,,,,,,,,50.0,722,,,9.4,,True,10.0,,
1597838400,"Среда, 19 августа
12:00 (UTC)",,12.0,,,,,,,,79.3,,,западный,,4,,,,,,,,,,,20.0,723,,,9.7,,True,10.0,,
1597849200,"Среда, 19 августа
15:00 (UTC)",,12.0,,,,,,,,85.5,,,западный,9.8,3,,,,1,,,True,,,,10.0,723,,,9.0,,,10.0,,
1597860000,"Среда, 19 августа
18:00 (UTC)",,10.0,,,,,,,,90.3,,,западный,,5,,,,,,,True,,,,4.0,722,,,8.8,,,10.0,,
1597870800,"Среда, 19 августа
21:00 (UTC)",,10.0,,,,,,,,91.0,,,западный,,4,,,,,,,True,,,,10.0,721,,,9.8,,,10.0,,
1597881600,"Четверг, 20 августа
00:00 (UTC)",,12.0,,,,,,,,91.0,,,западный,,5,,,,,,,,,,,4.0,720,True,,9.7,,,10.0,,
1597892400,"Четверг, 20 августа
03:00 (UTC)",,10.0,,,,,,,,91.0,True,8.7,западный,,4,,,,11,,,,,,,10.0,720,,,10.1,,,10.0,,
1597903200,"Четверг, 20 августа
06:00 (UTC)",,,,,,,,,,90.5,True,,северо-западный,,3,,,,,,,,,,,10.0,722,,,11.9,,,10.0,,
1597914000,"Четверг, 20 августа
09:00 (UTC)",,,,,,,,,,74.9,,,северо-западный,,4,,,,,,,,,,,20.0,723,,,14.7,,True,10.0,,
1597924800,"Четверг, 20 августа
12:00 (UTC)",,,,,,,,,,83.2,,,северо-западный,,2,,,,,,,True,,,,10.0,724,,,14.1,,,10.0,,
1597935600,"Четверг, 20 августа
15:00 (UTC)",,,,,,True,,,,85.4,,,западный,15.0,2,,,,2,,,,,,,20.0,725,,,13.7,,,10.0,,
1597946400,"Четверг, 20 августа
18:00 (UTC)",,,,,,,,,,91.7,,,северо-западный,,1,,,,,,,True,,,,4.0,725,,,11.7,,,10.0,,
1597957200,"Четверг, 20 августа
21:00 (UTC)",,,,,,,,,,91.8,,,северо-западный,,3,,,,,,,,,,,10.0,725,,,12.9,,True,7.0,,
1597968000,"Пятница, 21 августа
00:00 (UTC)",,,,,,,,,,91.8,,,западный,,2,,,,,,,,,,,10.0,726,,,12.8,,True,7.0,,
1597978800,"Пятница, 21 августа
03:00 (UTC)",,,,,,True,,,,88.8,,11.7,западный,,3,,,,26,,,,,,,10.0,727,,,13.3,,,10.0,,
1597989600,"Пятница, 21 августа
06:00 (UTC)",,,,,,,,,,88.9,,,западный,,4,,,,,,,True,,,,10.0,727,,,13.8,,,10.0,,
1598000400,"Пятница, 21 августа
09:00 (UTC)",,,,,,,,,,82.7,,,северный,,3,,,,,,,True,,,,10.0,728,,,14.0,,,10.0,,
1598011200,"Пятница, 21 августа
12:00 (UTC)",,,,,,,,,,71.5,,,северо-западный,,2,,,,,,,,,,,,728,,,17.4,,,,,
1598022000,"Пятница, 21 августа
15:00 (UTC)",,,,,,True,,,,73.2,,,северо-западный,18.4,2,,,,1,,,,,,,10.0,729,,,16.0,,,9.0,,
1598032800,"Пятница, 21 августа
18:00 (UTC)",,,,,,,,,,83.7,,,северо-западный,,3,,,,,,,,,,,10.0,729,,,13.2,,True,6.0,,
1598043600,"Пятница, 21 августа
21:00 (UTC)",,,,,,,,,,84.7,,,северо-западный,,2,,,,,,,,,,,10.0,729,,,12.5,,,9.0,,
1598054400,"Суббота, 22 августа
00:00 (UTC)",,,,,,,,,,91.7,,,северо-западный,,1,,,,,,,True,,,,10.0,730,,,11.8,,,10.0,,
1598065200,"Суббота, 22 августа
03:00 (UTC)",,,,,,,,,,91.8,,11.7,северо-западный,,2,,,,6,,7,,,,,10.0,730,,,12.6,,True,10.0,,
1598076000,"Суббота, 22 августа
06:00 (UTC)",,,,,,,,,,84.3,,,северо-западный,,3,,,,,,,,,,,10.0,731,,,13.4,,True,10.0,,
1598086800,"Суббота, 22 августа
09:00 (UTC)",,,,,,,,,,76.5,,,северо-западный,,3,,,,,,,,,,,10.0,731,,,15.0,,,10.0,,
