timestamp,date,Ливневой снег умеренный или сильный,Морось (незамерзающая) умеренная непрерывная,"Порывы, м/с",Дождь (незамерзающий) слабый непрерывный,Туман (видимость менее 1 км),Ливневой дождь со снегом умеренный или сильный,"Осадки за 12 часов, мм",Туман начался (усилился). Небо видно,Ливневой дождь со снегом слабый,"Высота снежного покрова, см",В окрестности станции тумана нет,Ливневый дождь со снегом,"Осадки за 24 часа, мм",Количество облаков уменьшилось,Морось (незамерзающая) слабая с перерывами,Ливневый дождь,Ливневой дождь слабый,Дымка (видимость больше 1 км),Туман без изменений (небо не видно),Осадки (достигают поверхности земли вдали от станции (&gt; 5 км)),Дождь (незамерзающий) слабый с перерывами,"Горизонтальная видимость, км","Атмосферное давление на уровне станции, мм рт.ст.",Туман начался (усилился). Небо не видно,Ливневой дождь умеренный или сильный,"Температура воздуха, °C","Относительная влажность, %",Морось (незамерзающая) слабая непрерывная,Поземные туманы сплошным слоем (высота меньше 2 м от поверхности земли),"Минимальная температура, °C",Количество облаков не изменилось,"Поземные туманы клочками, полосами(высота меньше 2 м от поверхности земли)",Направление ветра,Балл общей облачности,Ливневой снег слабый,"Максимальная температура, °C","Средняя скорость ветра, м/с",Дождь (незамерзающий) умеренный непрерывный
1587438000,"Вторник, 21 апреля
03:00 (UTC)",,,11.0,,,,,,,,,,,,,,,,,,,50.0,766,,,2.8,46.6,,,,,,юго-восточный,2.0,,,4.0,
1587448800,"Вторник, 21 апреля
06:00 (UTC)",,,10.0,,,,,,,,,,,,,,,,,,,50.0,766,,,1.0,50.2,,,,,,южный,9.0,,,3.0,
1587459600,"Вторник, 21 апреля
09:00 (UTC)",,,,,,,0,,,,,,,,,,,,,,,50.0,766,,,-0.9,55.0,,,,,,юго-восточный,2.0,,5.1,3.0,
1587470400,"Вторник, 21 апреля
12:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,20.0,766,,,-1.2,61.7,,,,,,юго-восточный,2.0,,,1.0,
1587481200,"Вторник, 21 апреля
15:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,20.0,766,,,-0.8,57.2,,,,,,юго-восточный,7.0,,,2.0,
1587492000,"Вторник, 21 апреля
18:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,20.0,765,,,-1.0,58.5,,,,,,восточный,10.0,,,1.0,
1587502800,"Вторник, 21 апреля
21:00 (UTC)",,,,,,,0,,,24.0,,,0,,,,,,,,,20.0,764,,,-0.1,56.5,,,-1.3,,,восточный,9.0,,,3.0,
1587513600,"Среда, 22 апреля
00:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,20.0,764,,,1.0,48.3,,,,,,юго-восточный,9.0,,,2.0,
1587524400,"Среда, 22 апреля
03:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,20.0,763,,,1.6,47.7,,,,,,юго-восточный,7.0,,,4.0,
1587535200,"Среда, 22 апреля
06:00 (UTC)",,,10.0,,,,,,,,,,,,,,,,,,,20.0,763,,,0.3,56.6,,,,,,юго-восточный,9.0,,,5.0,
1587546000,"Среда, 22 апреля
09:00 (UTC)",,,10.0,,,,0,,,,,,,,,,,,,,,20.0,763,,,-0.7,59.1,,,,,,юго-восточный,4.0,,1.7,3.0,
1587556800,"Среда, 22 апреля
12:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,20.0,763,,,-0.7,60.9,,,,,,восточный,10.0,,,2.0,
1587567600,"Среда, 22 апреля
15:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,10.0,761,,,0.8,65.1,,,,,,северо-восточный,10.0,True,,2.0,
1587578400,"Среда, 22 апреля
18:00 (UTC)",,,15.0,,,,,,,,,True,,,,,,,,,,20.0,759,,,1.8,64.4,,,,,,восточный,10.0,,,4.0,
1587589200,"Среда, 22 апреля
21:00 (UTC)",,,15.0,,,,менее 0.1,,,23.0,,,менее 0.1,,,,,,,,,20.0,758,,,2.6,67.0,,,-1.1,,,восточный,10.0,True,,5.0,
1587600000,"Четверг, 23 апреля
00:00 (UTC)",,,16.0,,,,,,,,,,,,,,,,,,,1.0,757,,True,2.2,82.9,,,,,,восточный,10.0,,,5.0,
1587610800,"Четверг, 23 апреля
03:00 (UTC)",,,14.0,,,,,,,,,,,,,,True,,,,,1.0,755,,,2.4,83.5,,,,,,восточный,10.0,,,6.0,
1587621600,"Четверг, 23 апреля
06:00 (UTC)",,,14.0,,,,,,True,,,,,,,,,,,,,2.0,754,,,2.3,82.9,,,,,,восточный,10.0,,,3.0,
1587632400,"Четверг, 23 апреля
09:00 (UTC)",,,13.0,,,True,8,,,,,,,,,,,,,,,1.0,753,,,1.9,81.7,,,,,,восточный,10.0,,2.9,4.0,
1587643200,"Четверг, 23 апреля
12:00 (UTC)",,,16.0,,,,,,True,,,,,,,,,,,,,4.0,752,,,1.9,82.3,,,,,,восточный,10.0,,,5.0,
1587664800,"Четверг, 23 апреля
18:00 (UTC)",True,,14.0,,,,,,,,,,,,,,,,,,,2.0,749,,,2.2,78.2,,,,,,восточный,10.0,,,6.0,
1587675600,"Четверг, 23 апреля
21:00 (UTC)",,,15.0,,,,32,,,23.0,,,41,,,,,,,,,1.0,749,,,1.5,82.8,,,1.4,,,восточный,10.0,True,,4.0,
1587686400,"Пятница, 24 апреля
00:00 (UTC)",,,17.0,,,,,,,,,,,,,,,,,,,10.0,748,,,2.8,73.3,,,,,,восточный,10.0,True,,6.0,
1587697200,"Пятница, 24 апреля
03:00 (UTC)",,,18.0,,,,,,,,,,,,,,,,,,,20.0,748,,,3.6,66.3,,,,True,,восточный,10.0,,,4.0,
1587708000,"Пятница, 24 апреля
06:00 (UTC)",,,15.0,,,,,,,,,,,,,,,,,,,20.0,747,,,2.9,68.6,,,,,,восточный,10.0,True,,4.0,
1587718800,"Пятница, 24 апреля
09:00 (UTC)",,,16.0,,,,5,,,,,,,,,,True,,,,,10.0,747,,,2.8,65.1,,,,,,восточный,10.0,,3.7,3.0,
1587729600,"Пятница, 24 апреля
12:00 (UTC)",,,13.0,,,,,,True,,,,,,,,,,,,,20.0,747,,,2.8,63.2,,,,,,северо-восточный,10.0,,,4.0,
1587740400,"Пятница, 24 апреля
15:00 (UTC)",,,14.0,,,,,,,,,,,,,,,,,,,2.0,747,,,0.2,91.0,,,,,,северный,10.0,True,,3.0,
1587751200,"Пятница, 24 апреля
18:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,2.0,748,,,0.3,93.0,,,,,,северо-западный,10.0,True,,3.0,
1587762000,"Пятница, 24 апреля
21:00 (UTC)",,,,,,,5,,,19.0,,,10,,,,,,,,,4.0,749,,,0.8,90.3,,,0.1,,,северный,10.0,True,,2.0,
1587772800,"Суббота, 25 апреля
00:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,2.0,749,,,1.0,91.7,,,,,,,10.0,True,,0.0,
1587783600,"Суббота, 25 апреля
03:00 (UTC)",,,,,,,,,,,,,,,,,True,,,,,20.0,750,,,2.2,83.5,,,,,,юго-восточный,10.0,,,3.0,
1587794400,"Суббота, 25 апреля
06:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,20.0,750,,,4.3,64.0,,,,True,,северо-западный,10.0,,,4.0,
1587805200,"Суббота, 25 апреля
09:00 (UTC)",,,,,,,2,,,,,,,,,,,,,,,20.0,751,,,3.1,67.6,,,,,,северо-западный,10.0,,4.7,6.0,
1587816000,"Суббота, 25 апреля
12:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,20.0,752,,,2.9,60.9,,,,,,северный,10.0,,,3.0,
1587826800,"Суббота, 25 апреля
15:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,20.0,753,,,2.9,55.2,,,,,,северный,10.0,,,3.0,
1587837600,"Суббота, 25 апреля
18:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,20.0,754,,,2.4,55.5,,,,,,северный,10.0,,,3.0,
1587848400,"Суббота, 25 апреля
21:00 (UTC)",,,,,,,0,,,17.0,,,2,,,,,,,,,50.0,755,,,3.0,57.8,,,2.2,,,северный,7.0,,,3.0,
1587859200,"Воскресенье, 26 апреля
00:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,50.0,756,,,5.8,50.8,,,,,,южный,6.0,,,1.0,
1587870000,"Воскресенье, 26 апреля
03:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,50.0,756,,,8.5,46.9,,,,,,западный,7.0,,,4.0,
1587880800,"Воскресенье, 26 апреля
06:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,50.0,756,,,6.0,57.3,,,,,,западный,9.0,,,4.0,
1587891600,"Воскресенье, 26 апреля
09:00 (UTC)",,,,,,,0,,,,,,,,,,,,,,,50.0,757,,,4.7,53.7,,,,,,северный,9.0,,9.1,3.0,
1587902400,"Воскресенье, 26 апреля
12:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,20.0,757,,,4.0,54.3,,,,,,северный,10.0,,,3.0,
1587913200,"Воскресенье, 26 апреля
15:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,50.0,757,,,1.8,67.4,,,,,,,2.0,,,0.0,
1587924000,"Воскресенье, 26 апреля
18:00 (UTC)",,,10.0,,,,,,,,,,,,,,,,,,,20.0,756,,,2.6,59.0,,,,,,восточный,6.0,,,4.0,
1587934800,"Воскресенье, 26 апреля
21:00 (UTC)",,,13.0,,,,0,,,14.0,,,0,,,,,,,,,20.0,756,,,1.8,74.2,,,0.9,,,восточный,10.0,,,5.0,
1587945600,"Понедельник, 27 апреля
00:00 (UTC)",,,13.0,,,,,,,,,,,,,,,,,,,20.0,754,,,1.1,81.6,,,,,,юго-восточный,10.0,True,,5.0,
1587956400,"Понедельник, 27 апреля
03:00 (UTC)",True,,15.0,,,,,,,,,,,,,,,,,,,1.0,753,,,0.9,84.0,,,,,,восточный,10.0,,,5.0,
1587967200,"Понедельник, 27 апреля
06:00 (UTC)",,,14.0,,,,,,True,,,,,,,,,,,,,10.0,751,,,2.1,58.4,,,,,,восточный,10.0,,,4.0,
1587978000,"Понедельник, 27 апреля
09:00 (UTC)",,,16.0,,,,3,,,,,,,,,,,,,True,,10.0,750,,,1.5,70.4,,,,,,северный,10.0,,2.8,3.0,
1587988800,"Понедельник, 27 апреля
12:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,10.0,748,,,0.1,86.4,,,,,,северо-западный,10.0,True,,4.0,
1587999600,"Понедельник, 27 апреля
15:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,10.0,746,,,-0.1,89.6,,,,,,северо-западный,10.0,True,,4.0,
1588010400,"Понедельник, 27 апреля
18:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,2.0,745,,,0.2,90.3,,,,,,северо-западный,10.0,True,,4.0,
1588021200,"Понедельник, 27 апреля
21:00 (UTC)",True,,,,,,2,,,14.0,,,5,,,,,,,,,1.0,745,,,0.0,93.0,,,-0.2,,,северо-западный,10.0,,,3.0,
1588032000,"Вторник, 28 апреля
00:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,10.0,744,,,1.2,87.1,,,,,,,10.0,True,,0.0,
1588042800,"Вторник, 28 апреля
03:00 (UTC)",,,,,,,,,,,,,,,,True,,,,,,20.0,743,,,4.3,65.0,,,,,,южный,10.0,,,1.0,
1588053600,"Вторник, 28 апреля
06:00 (UTC)",,,12.0,,,,,,,,,,,,,,,,,,,50.0,743,,,5.1,59.7,,,,True,,северный,10.0,,,5.0,
1588064400,"Вторник, 28 апреля
09:00 (UTC)",,,12.0,,,,2,,,,,,,,,,,,,,,50.0,744,,,3.6,67.3,,,,,,северо-западный,10.0,,6.3,7.0,
1588075200,"Вторник, 28 апреля
12:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,20.0,745,,,2.8,68.1,,,,,,северо-западный,7.0,,,5.0,
1588086000,"Вторник, 28 апреля
15:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,20.0,746,,,2.6,61.3,,,,,,северный,7.0,,,4.0,
1588096800,"Вторник, 28 апреля
18:00 (UTC)",,,10.0,,,,,,,,,,,,,,,,,,,20.0,746,,,1.9,68.4,,,,,,северо-западный,10.0,,,7.0,
1588107600,"Вторник, 28 апреля
21:00 (UTC)",,,10.0,,,,0,,,10.0,,,2,,,,,,,,,50.0,747,,,3.1,61.4,,,1.7,,,северо-западный,1.0,,,6.0,
1588118400,"Среда, 29 апреля
00:00 (UTC)",,,13.0,,,,,,,,,,,,,,,,,,,50.0,748,,,5.1,53.8,,,,,,западный,2.0,,,7.0,
1588129200,"Среда, 29 апреля
03:00 (UTC)",,,13.0,,,,,,,,,,,,,,,,,,,50.0,748,,,5.1,51.0,,,,,,западный,2.0,,,10.0,
1588140000,"Среда, 29 апреля
06:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,50.0,748,,,4.7,54.9,,,,,,западный,2.0,,,8.0,
1588150800,"Среда, 29 апреля
09:00 (UTC)",,,13.0,,,,0,,,,,,,,,,,,,,,50.0,750,,,2.5,60.8,,,,,,западный,1.0,,5.5,8.0,
1588161600,"Среда, 29 апреля
12:00 (UTC)",,,13.0,,,,,,,,,,,,,,,,,,,50.0,750,,,1.5,59.6,,,,,,северный,0.0,,,5.0,
1588172400,"Среда, 29 апреля
15:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,50.0,751,,,0.6,62.7,,,,,,северный,0.0,,,6.0,
1588183200,"Среда, 29 апреля
18:00 (UTC)",,,10.0,,,,,,,,,,,,,,,,,,,50.0,751,,,0.1,57.0,,,,,,северный,0.0,,,5.0,
1588194000,"Среда, 29 апреля
21:00 (UTC)",,,,,,,0,,,5.0,,,0,,,,,,,,,50.0,752,,,1.6,52.0,,,-0.1,,,северный,2.0,,,5.0,
1588204800,"Четверг, 30 апреля
00:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,50.0,752,,,6.1,45.5,,,,,,западный,2.0,,,3.0,
1588215600,"Четверг, 30 апреля
03:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,50.0,752,,,7.7,44.6,,,,,,западный,2.0,,,4.0,
1588226400,"Четверг, 30 апреля
06:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,50.0,753,,,7.1,49.3,,,,,,западный,2.0,,,4.0,
1588237200,"Четверг, 30 апреля
09:00 (UTC)",,,,,,,0,,,,,,,,,,,,,,,50.0,754,,,4.1,51.9,,,,,,северный,0.0,,8.1,1.0,
1588248000,"Четверг, 30 апреля
12:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,50.0,755,,,3.0,52.0,,,,,,северный,0.0,,,4.0,
1588258800,"Четверг, 30 апреля
15:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,50.0,756,,,1.2,60.9,,,,,,северный,0.0,,,4.0,
1588269600,"Четверг, 30 апреля
18:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,50.0,756,,,0.9,59.9,,,,,,северный,0.0,,,5.0,
1588280400,"Четверг, 30 апреля
21:00 (UTC)",,,,,,,0,,,3.0,,,0,,,,,,,,,50.0,756,,,2.8,59.1,,,0.9,,,северо-западный,0.0,,,5.0,
1588291200,"Пятница, 1 мая
00:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,50.0,756,,,6.4,39.1,,,,,,юго-западный,0.0,,,1.0,
1588302000,"Пятница, 1 мая
03:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,50.0,756,,,9.5,34.5,,,,,,южный,4.0,,,1.0,
1588312800,"Пятница, 1 мая
06:00 (UTC)",,,10.0,,,,,,,,,,,,,,,,,,,50.0,756,,,4.1,59.8,,,,,,юго-восточный,10.0,,,5.0,
1588323600,"Пятница, 1 мая
09:00 (UTC)",,,10.0,,,,0,,,,True,,,,,,,,,,,10.0,756,,,1.7,82.2,,,,,,юго-восточный,10.0,,9.6,4.0,
1588334400,"Пятница, 1 мая
12:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,10.0,756,,,1.2,87.1,,,,,,юго-восточный,10.0,True,,3.0,
1588345200,"Пятница, 1 мая
15:00 (UTC)",,,10.0,,,,,,,,,,,,,,,,,,,2.0,756,,,1.0,86.5,,,,,,юго-восточный,10.0,True,,2.0,
1588356000,"Пятница, 1 мая
18:00 (UTC)",,,,,,,,,,,,,,,,,,,,True,,10.0,756,,,1.7,83.5,,,,,,юго-западный,10.0,,,1.0,
1588366800,"Пятница, 1 мая
21:00 (UTC)",,,,,,,3,,,1.0,,,3,,,,True,,,,,10.0,757,,,2.3,86.0,,,0.9,,,западный,10.0,,,1.0,
1588377600,"Суббота, 2 мая
00:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,10.0,758,,,4.0,80.2,,,,True,,западный,10.0,,,3.0,
1588388400,"Суббота, 2 мая
03:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,20.0,758,,,7.4,67.6,,,,,,юго-западный,10.0,,,1.0,
1588399200,"Суббота, 2 мая
06:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,20.0,759,,,4.6,71.0,,,,,,южный,10.0,,,2.0,
1588410000,"Суббота, 2 мая
09:00 (UTC)",,,,,,,менее 0.1,,,,,,,,,,,,,,,20.0,759,,,3.2,75.6,,,,,,юго-восточный,10.0,,7.8,1.0,
1588420800,"Суббота, 2 мая
12:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,20.0,760,,,2.6,84.2,,,,,,юго-восточный,10.0,,,3.0,
1588431600,"Суббота, 2 мая
15:00 (UTC)",,,,,,,,,,,,,,,,,True,,,,,20.0,759,,,2.1,85.3,,,,,,юго-восточный,10.0,,,2.0,
1588442400,"Суббота, 2 мая
18:00 (UTC)",,,,,,,,,True,,,,,,,,,,,,,10.0,759,,,1.8,85.9,,,,,,юго-восточный,10.0,,,3.0,
1588453200,"Суббота, 2 мая
21:00 (UTC)",,,,,,,2,,,0.0,,,2,,,,True,,,,,10.0,758,,,2.1,84.1,,,1.3,,,юго-восточный,10.0,,,1.0,
1588464000,"Воскресенье, 3 мая
00:00 (UTC)",,,10.0,,,,,,True,,,,,,,,,,,,,4.0,756,,,2.7,79.4,,,,,,северо-восточный,10.0,,,2.0,
1588474800,"Воскресенье, 3 мая
03:00 (UTC)",,,,,,,,,,,,,,,,,True,,,,,10.0,754,,,2.9,80.0,,,,,,юго-восточный,10.0,,,2.0,
1588485600,"Воскресенье, 3 мая
06:00 (UTC)",,,11.0,,,,,,,,,,,,,,True,,,,,10.0,752,,,3.0,79.5,,,,,,юго-восточный,10.0,,,1.0,
1588496400,"Воскресенье, 3 мая
09:00 (UTC)",,,,,,,6,,,,,,,,,,,,,,,10.0,752,,,0.8,91.0,,,,,,северный,10.0,True,3.1,3.0,
1588507200,"Воскресенье, 3 мая
12:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,10.0,751,,,1.3,89.7,,,,True,,северный,9.0,,,2.0,
1588518000,"Воскресенье, 3 мая
15:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,10.0,751,,,1.2,87.1,,,,,,северный,7.0,,,4.0,
1588528800,"Воскресенье, 3 мая
18:00 (UTC)",,,15.0,,,,,,,,,,,,,,,,,,,20.0,753,,,2.4,65.5,,,,,,западный,6.0,,,8.0,
1588539600,"Воскресенье, 3 мая
21:00 (UTC)",,,16.0,,,,менее 0.1,,,0.0,,,6,,,,,,,,,50.0,754,,,3.7,58.9,,,0.8,,,северо-западный,2.0,,,12.0,
1588550400,"Понедельник, 4 мая
00:00 (UTC)",,,21.0,,,,,,,,,,,,,,,,,,,50.0,755,,,5.8,45.7,,,,,,северо-западный,4.0,,,11.0,
1588561200,"Понедельник, 4 мая
03:00 (UTC)",,,19.0,,,,,,,,,,,,,,,,,,,50.0,755,,,7.6,40.4,,,,,,западный,7.0,,,13.0,
1588572000,"Понедельник, 4 мая
06:00 (UTC)",,,17.0,,,,,,,,,,,,,,,,,,,50.0,756,,,7.0,49.7,,,,,,северо-западный,6.0,,,7.0,
1588582800,"Понедельник, 4 мая
09:00 (UTC)",,,12.0,,,,0,,,,,,,,,,,,,,,50.0,757,,,5.7,58.1,,,,,,западный,7.0,,8.3,1.0,
1588593600,"Понедельник, 4 мая
12:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,20.0,758,,,5.4,53.8,,,,,,северный,10.0,,,3.0,
1588604400,"Понедельник, 4 мая
15:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,20.0,758,,,4.6,55.7,,,,,,северный,10.0,,,3.0,
1588615200,"Понедельник, 4 мая
18:00 (UTC)",,,,,,,,,,,,,,,,,True,,,,,4.0,758,,,2.2,80.5,,,,,,,10.0,,,0.0,
1588626000,"Понедельник, 4 мая
21:00 (UTC)",,,,,,,1,,,0.0,,,1,,,,,,,True,,20.0,757,,,3.5,77.8,,,1.7,,,юго-восточный,10.0,,,4.0,
1588636800,"Вторник, 5 мая
00:00 (UTC)",,,14.0,,,,,,,,,,,,,,,,,,,2.0,756,,,2.5,82.4,,,,,,восточный,10.0,True,,6.0,
1588647600,"Вторник, 5 мая
03:00 (UTC)",,,14.0,,,,,,,,,,,,,,,,,,,2.0,754,,,1.6,85.9,,,,,,юго-восточный,10.0,True,,5.0,
1588658400,"Вторник, 5 мая
06:00 (UTC)",True,,17.0,,,,,,,,,,,,,,,,,,,1.0,750,,,1.3,84.0,,,,,,восточный,10.0,,,6.0,
1588669200,"Вторник, 5 мая
09:00 (UTC)",True,,21.0,,,,26,,,,,,,,,,,,,,,2.0,746,,,1.3,84.0,,,,,,северо-восточный,10.0,,4.2,6.0,
1588680000,"Вторник, 5 мая
12:00 (UTC)",,,19.0,,,,,,,,,,,,,,True,,,,,10.0,742,,,0.8,89.7,,,,,,северный,10.0,,,4.0,
1588690800,"Вторник, 5 мая
15:00 (UTC)",,,,,,,,,,,,,,,,,True,,,,,10.0,738,,,1.0,88.4,,,,,,северный,10.0,,,1.0,
1588701600,"Вторник, 5 мая
18:00 (UTC)",,,,,,,,,,,,,,,,,True,,,,,20.0,736,,,1.3,86.5,,,,,,северный,10.0,,,4.0,
1588712400,"Вторник, 5 мая
21:00 (UTC)",,,,,,,9,,,3.0,,,35,,,,,,,,,10.0,737,,,2.1,86.0,,,0.2,True,,северо-западный,10.0,,,2.0,
1588723200,"Среда, 6 мая
00:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,20.0,738,,,4.6,80.9,,,,True,,северный,9.0,,,4.0,
1588734000,"Среда, 6 мая
03:00 (UTC)",,,16.0,,,,,,,,,,,,,,,,,True,,20.0,740,,,6.7,60.5,,,,,,северо-западный,7.0,,,8.0,
1588744800,"Среда, 6 мая
06:00 (UTC)",,,15.0,,,,,,,,,,,,,,,,,True,,20.0,743,,,5.6,56.8,,,,,,западный,7.0,,,9.0,
1588755600,"Среда, 6 мая
09:00 (UTC)",,,17.0,,,,менее 0.1,,,,,,,,,,,,,,,20.0,746,,,3.1,63.7,,,,,,западный,2.0,,7.9,10.0,
1588766400,"Среда, 6 мая
12:00 (UTC)",,,14.0,,,,,,,,,,,,,,,,,,,20.0,749,,,2.1,66.9,,,,,,западный,2.0,,,4.0,
1588777200,"Среда, 6 мая
15:00 (UTC)",,,18.0,,,,,,,,,,,,,,,,,,,20.0,750,,,2.3,58.1,,,,,,западный,1.0,,,13.0,
1588788000,"Среда, 6 мая
18:00 (UTC)",,,18.0,,,,,,,,,,,,,,,,,,,20.0,751,,,2.4,62.2,,,,,,северо-западный,4.0,,,12.0,
1588798800,"Среда, 6 мая
21:00 (UTC)",,,18.0,,,,0,,,0.0,,,менее 0.1,,,,,,,,,20.0,752,,,3.4,57.9,,,2.0,,,северо-западный,10.0,,,8.0,
1588809600,"Четверг, 7 мая
00:00 (UTC)",,,12.0,,,,,,,,,,,,,,,,,,,20.0,753,,,5.1,55.8,,,,,,северо-западный,10.0,,,8.0,
1588820400,"Четверг, 7 мая
03:00 (UTC)",,,12.0,,,,,,,,,,,,,,,,,,,50.0,753,,,6.4,52.5,,,,,,западный,10.0,,,5.0,
1588831200,"Четверг, 7 мая
06:00 (UTC)",,,13.0,,,,,,,,,,,,,,,,,,,50.0,753,,,5.8,51.2,,,,,,западный,7.0,,,9.0,
1588842000,"Четверг, 7 мая
09:00 (UTC)",,,14.0,,,,0,,,,,,,,,,,,,,,50.0,754,,,3.4,58.8,,,,,,западный,2.0,,7.7,5.0,
1588852800,"Четверг, 7 мая
12:00 (UTC)",,,13.0,,,,,,,,,,,,,,,,,,,50.0,755,,,2.1,60.7,,,,,,северный,2.0,,,6.0,
1588863600,"Четверг, 7 мая
15:00 (UTC)",,,11.0,,,,,,,,,,,,,,,,,,,50.0,755,,,1.2,61.9,,,,,,северный,5.0,,,5.0,
1588874400,"Четверг, 7 мая
18:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,50.0,754,,,1.3,56.0,,,,,,северный,6.0,,,6.0,
1588885200,"Четверг, 7 мая
21:00 (UTC)",,,,,,,0,,,0.0,,,0,,,,,,,,,50.0,754,,,3.3,55.3,,,1.0,,,северный,6.0,,,4.0,
1588896000,"Пятница, 8 мая
00:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,50.0,753,,,6.0,50.9,,,,,,южный,4.0,,,1.0,
1588906800,"Пятница, 8 мая
03:00 (UTC)",,,13.0,,,,,,,,,,,,,,,,,,,50.0,751,,,8.8,35.3,,,,,,северо-восточный,4.0,,,5.0,
1588917600,"Пятница, 8 мая
06:00 (UTC)",,,13.0,,,,,,,,,,,,,,,,,,,50.0,750,,,7.8,35.6,,,,,,восточный,9.0,,,3.0,
1588928400,"Пятница, 8 мая
09:00 (UTC)",,,14.0,,,,0,,,,,,,,,,,,,,,50.0,749,,,5.8,39.9,,,,,,восточный,10.0,,9.5,4.0,
1588939200,"Пятница, 8 мая
12:00 (UTC)",,,10.0,,,,,,,,,,,,,,,,,,,20.0,747,,,4.4,54.4,,,,,,северный,7.0,,,1.0,
1588950000,"Пятница, 8 мая
15:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,20.0,745,,,3.7,54.6,,,,,,юго-восточный,10.0,,,2.0,
1588960800,"Пятница, 8 мая
18:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,50.0,744,,,2.7,64.1,,,,,,юго-восточный,10.0,,,3.0,
1588971600,"Пятница, 8 мая
21:00 (UTC)",,,,,,,0,,,0.0,,,0,,,,,,,,,20.0,742,,,5.7,52.7,,,2.6,,,северо-западный,9.0,,,5.0,
1588982400,"Суббота, 9 мая
00:00 (UTC)",,,17.0,,,,,,,,,,,,,,,,,,,50.0,741,,,6.8,37.2,,,,,,северо-западный,7.0,,,11.0,
1588993200,"Суббота, 9 мая
03:00 (UTC)",,,17.0,,,,,,,,,,,,,,,,,,,50.0,741,,,8.9,26.8,,,,,,северный,9.0,,,9.0,
1589004000,"Суббота, 9 мая
06:00 (UTC)",,,14.0,,,,,,,,,,,,,,,,,,,20.0,740,,,6.7,47.8,,,,,,западный,7.0,,,4.0,
1589014800,"Суббота, 9 мая
09:00 (UTC)",,,10.0,,,,0,,,,,,,,,,,,,,,20.0,740,,,5.1,65.2,,,,,,западный,7.0,,10.2,6.0,
1589025600,"Суббота, 9 мая
12:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,20.0,740,,,5.0,64.7,,,,,,западный,10.0,,,7.0,
1589036400,"Суббота, 9 мая
15:00 (UTC)",,,13.0,,,,,,,,,,,,,,,,,,,50.0,740,,,3.7,61.1,,,,,,западный,2.0,,,10.0,
1589047200,"Суббота, 9 мая
18:00 (UTC)",,,13.0,,,,,,,,,,,,,,,,,,,50.0,740,,,2.8,58.6,,,,,,северный,0.0,,,5.0,
1589058000,"Суббота, 9 мая
21:00 (UTC)",,,15.0,,,,0,,,0.0,,,0,,,,,,,,,50.0,741,,,4.5,50.8,,,2.5,,,северо-западный,2.0,,,10.0,
