timestamp,date,Ливневой снег умеренный или сильный,Зарница,Гроза слабая или умеренная (возможен дождь или снег),"Порывы, м/с",Туман (видимость менее 1 км),Дождь (незамерзающий) слабый непрерывный,"Осадки за 12 часов, мм",Ливневой дождь со снегом слабый,"Высота снежного покрова, см",Количество облаков увеличилось,Ливневый дождь со снегом,"Осадки за 24 часа, мм",Количество облаков уменьшилось,Ливневый дождь,Дымка (видимость больше 1 км),Ливневой дождь слабый,"Горизонтальная видимость, км","Атмосферное давление на уровне станции, мм рт.ст.",Туман начался (усилился). Небо не видно,Ливневой дождь умеренный или сильный,"Гроза, но без осадков","Температура воздуха, °C","Относительная влажность, %",Град,"Минимальная температура, °C",Количество облаков не изменилось,Направление ветра,Балл общей облачности,Ливневой снег слабый,"Максимальная температура, °C","Средняя скорость ветра, м/с",Туман без изменений (небо не видно)
1596196800,"Пятница, 31 июля
12:00 (UTC)",,,,,,,,,,,,,,,,,10.0,735,,,,22.3,48.1,,,True,западный,9.0,,,3,
1596207600,"Пятница, 31 июля
15:00 (UTC)",,,,,,,менее 0.1,,,,,,,,,,10.0,735,,,,20.5,48.9,,,,северо-западный,9.0,,,2,
1596218400,"Пятница, 31 июля
18:00 (UTC)",,,,,,,менее 0.1,,,,,,,,,,10.0,735,,,,16.5,61.2,,,,северо-западный,7.0,,24.1,1,
1596229200,"Пятница, 31 июля
21:00 (UTC)",,,,,,,,,,,,,,,,,10.0,735,,,,14.5,68.1,,,,северо-западный,9.0,,,1,
1596240000,"Суббота, 1 августа
00:00 (UTC)",,,,,,,,,,,,,,,,,10.0,734,,,,12.5,80.3,,,,северо-западный,2.0,,,1,
1596250800,"Суббота, 1 августа
03:00 (UTC)",,,,,,,0,,,,,менее 0.1,,,,,10.0,733,,,,11.4,86.9,,11.2,,,2.0,,,0,
1596261600,"Суббота, 1 августа
06:00 (UTC)",,,,,,,0,,,,,,,,,,10.0,733,,,,17.6,63.1,,11.2,,западный,6.0,,,2,
1596272400,"Суббота, 1 августа
09:00 (UTC)",,,,,,,,,,,,,,,,,10.0,732,,,,18.7,55.1,,,,северо-западный,9.0,,,2,
1596283200,"Суббота, 1 августа
12:00 (UTC)",,,,10.0,,,,,,,,,,True,,,10.0,732,,,,16.9,64.2,,,,северо-западный,9.0,,,3,
1596294000,"Суббота, 1 августа
15:00 (UTC)",,,,,,,0.6,,,,,,,,,True,10.0,732,,,,15.6,81.3,,,,западный,9.0,,,2,
1596304800,"Суббота, 1 августа
18:00 (UTC)",,,,,,,0.6,,,,,,,,,,10.0,733,,,,14.3,87.8,,,True,западный,9.0,,20.6,1,
1596315600,"Суббота, 1 августа
21:00 (UTC)",,,,,,,,,,,,,,,,,10.0,733,,,,13.8,90.7,,,,западный,9.0,,,1,
1596326400,"Воскресенье, 2 августа
00:00 (UTC)",,,,,,,,,,,,,,,,True,10.0,733,,,,13.9,90.1,,,,северо-западный,10.0,,,1,
1596337200,"Воскресенье, 2 августа
03:00 (UTC)",,,,,,,0.3,,,,,0.9,,,,,10.0,733,,,,13.6,89.5,,13.5,True,северный,9.0,,,1,
1596348000,"Воскресенье, 2 августа
06:00 (UTC)",,,,,,,0.3,,,,,,,,,,10.0,735,,,,16.1,75.1,,13.5,True,северо-западный,7.0,,,2,
1596358800,"Воскресенье, 2 августа
09:00 (UTC)",,,,,,,,,,,,,,,,,10.0,736,,,,18.1,65.3,,,,северо-западный,7.0,,,3,
1596369600,"Воскресенье, 2 августа
12:00 (UTC)",,,,,,,,,,,,,,,,,10.0,736,,,,20.0,52.2,,,,северо-западный,6.0,,,2,
1596380400,"Воскресенье, 2 августа
15:00 (UTC)",,,,,,,менее 0.1,,,,,,,True,,,10.0,737,,,,18.2,60.8,,,,северо-западный,7.0,,,2,
1596391200,"Воскресенье, 2 августа
18:00 (UTC)",,,,,,,0.1,,,,,,,,,,10.0,738,,,,15.4,75.0,,,True,северо-западный,7.0,,21.7,1,
1596402000,"Воскресенье, 2 августа
21:00 (UTC)",,,,,,,,,,,,,,,,,10.0,739,,,,12.8,83.6,,,,северо-западный,5.0,,,2,
1596412800,"Понедельник, 3 августа
00:00 (UTC)",,,,,,,,,,,,,,,,,10.0,740,,,,11.3,89.9,,,,северо-западный,0.0,,,1,
1596423600,"Понедельник, 3 августа
03:00 (UTC)",,,,,,,0.1,,,,,0.1,,,,,10.0,740,,,,12.3,86.4,,10.9,,северный,1.0,,,1,
1596434400,"Понедельник, 3 августа
06:00 (UTC)",,,,,,,0,,,,,,,,,,10.0,741,,,,18.0,56.0,,10.9,,восточный,0.0,,,1,
1596445200,"Понедельник, 3 августа
09:00 (UTC)",,,,,,,,,,,,,,,,,10.0,742,,,,21.0,42.0,,,,западный,5.0,,,1,
1596456000,"Понедельник, 3 августа
12:00 (UTC)",,,,,,,,,,,,,,,,,10.0,741,,,,23.0,34.0,,,,северо-западный,7.0,,,2,
1596466800,"Понедельник, 3 августа
15:00 (UTC)",,,,,,,0,,,,,,,,,,10.0,741,,,,23.1,33.3,,,,северо-западный,6.0,,,1,
1596477600,"Понедельник, 3 августа
18:00 (UTC)",,,,,,,0,,,,,,,,,,10.0,741,,,,17.7,48.1,,,,северный,5.0,,23.6,1,
1596488400,"Понедельник, 3 августа
21:00 (UTC)",,,,,,,,,,,,,,,,,10.0,742,,,,14.9,63.3,,,,,5.0,,,0,
1596499200,"Вторник, 4 августа
00:00 (UTC)",,,,,,,,,,,,,,,,,10.0,742,,,,13.1,70.2,,,,,2.0,,,0,
1596510000,"Вторник, 4 августа
03:00 (UTC)",,,,,,,0,,,,,0,,,,,10.0,743,,,,12.6,76.1,,11.2,,восточный,0.0,,,1,
1596520800,"Вторник, 4 августа
06:00 (UTC)",,,,,,,0,,,,,,,,,,10.0,743,,,,20.6,43.6,,11.2,,восточный,2.0,,,1,
1596531600,"Вторник, 4 августа
09:00 (UTC)",,,,,,,,,,,,,,,,,10.0,743,,,,24.1,30.3,,,,западный,6.0,,,1,
1596542400,"Вторник, 4 августа
12:00 (UTC)",,,,,,,,,,,,,,,,,10.0,742,,,,25.3,28.2,,,,северо-восточный,2.0,,,2,
1596553200,"Вторник, 4 августа
15:00 (UTC)",,,,,,,0,,,,,,,,,,10.0,741,,,,25.5,28.8,,,,северо-восточный,7.0,,,1,
1596564000,"Вторник, 4 августа
18:00 (UTC)",,,,,,,0,,,,,,,,,,10.0,742,,,,21.9,39.7,,,,восточный,2.0,,26.6,1,
1596574800,"Вторник, 4 августа
21:00 (UTC)",,,,,,,,,,,,,,,,,10.0,742,,,,19.3,46.6,,,,восточный,0.0,,,1,
1596585600,"Среда, 5 августа
00:00 (UTC)",,,,,,,,,,,,,,,,,10.0,742,,,,16.5,57.5,,,,восточный,0.0,,,1,
1596596400,"Среда, 5 августа
03:00 (UTC)",,,,,,,0,,,,,0,,,,,10.0,743,,,,16.6,54.9,,14.9,,юго-восточный,2.0,,,1,
1596607200,"Среда, 5 августа
06:00 (UTC)",,,,,,,0,,,,,,,,,,10.0,743,,,,22.2,42.0,,14.9,,юго-восточный,2.0,,,1,
1596618000,"Среда, 5 августа
09:00 (UTC)",,,,,,,,,,,,,,,,,10.0,743,,,,25.7,29.7,,,,северо-восточный,2.0,,,1,
1596628800,"Среда, 5 августа
12:00 (UTC)",,,,,,,,,,,,,,,,,10.0,743,,,,27.1,27.2,,,,северный,6.0,,,1,
1596639600,"Среда, 5 августа
15:00 (UTC)",,,,,,,0,,,,,,,,,,10.0,742,,,,27.3,27.6,,,,северный,2.0,,,1,
1596650400,"Среда, 5 августа
18:00 (UTC)",,,,,,,0,,,,,,,,,,10.0,743,,,,22.4,41.5,,,,,2.0,,27.9,0,
1596661200,"Среда, 5 августа
21:00 (UTC)",,,,,,,,,,,,,,,,,10.0,743,,,,21.3,41.2,,,,северо-восточный,0.0,,,1,
1596672000,"Четверг, 6 августа
00:00 (UTC)",,,,,,,,,,,,,,,,,10.0,744,,,,19.0,51.5,,,,северо-восточный,0.0,,,2,
1596682800,"Четверг, 6 августа
03:00 (UTC)",,,,,,,0,,,,,0,,,,,10.0,744,,,,17.1,60.5,,17.0,,северо-восточный,1.0,,,1,
1596693600,"Четверг, 6 августа
06:00 (UTC)",,,,,,,0,,,,,,,,,,10.0,745,,,,23.6,44.5,,17.0,,северный,1.0,,,1,
1596704400,"Четверг, 6 августа
09:00 (UTC)",,,,,,,,,,,,,,,,,10.0,745,,,,27.3,32.1,,,,северный,1.0,,,1,
1596715200,"Четверг, 6 августа
12:00 (UTC)",,,,,,,,,,,,,,,,,10.0,745,,,,29.0,27.1,,,,северный,1.0,,,2,
1596726000,"Четверг, 6 августа
15:00 (UTC)",,,,,,,0,,,,,,,,,,10.0,744,,,,28.5,28.5,,,,северный,0.0,,,2,
1596736800,"Четверг, 6 августа
18:00 (UTC)",,,,,,,0,,,,,,,,,,10.0,745,,,,24.4,37.0,,,,северный,2.0,,29.5,1,
1596747600,"Четверг, 6 августа
21:00 (UTC)",,,,,,,,,,,,,,,,,10.0,745,,,,22.2,47.8,,,,северный,0.0,,,1,
1596758400,"Пятница, 7 августа
00:00 (UTC)",,,,,,,,,,,,,,,,,10.0,745,,,,20.2,57.7,,,,северный,0.0,,,1,
1596769200,"Пятница, 7 августа
03:00 (UTC)",,,,,,,0,,,,,0,,,,,10.0,745,,,,19.6,61.5,,19.4,,северный,0.0,,,2,
1596780000,"Пятница, 7 августа
06:00 (UTC)",,,,,,,0,,,,,,,,,,10.0,746,,,,22.6,63.8,,19.4,,северный,0.0,,,3,
1596790800,"Пятница, 7 августа
09:00 (UTC)",,,,,,,,,,,,,,,,,10.0,745,,,,26.3,51.4,,,,северный,7.0,,,2,
1596801600,"Пятница, 7 августа
12:00 (UTC)",,,,,,,,,,,,,,,,,10.0,745,,,,28.0,34.9,,,,северный,7.0,,,2,
1596812400,"Пятница, 7 августа
15:00 (UTC)",,,,,,,0,,,,,,,,,,10.0,744,,,,26.7,36.2,,,,северный,4.0,,,2,
1596823200,"Пятница, 7 августа
18:00 (UTC)",,,,,,,0,,,,,,,,,,10.0,745,,,,22.2,46.5,,,,северный,2.0,,28.1,2,
1596834000,"Пятница, 7 августа
21:00 (UTC)",,,,,,,,,,,,,,,,,10.0,745,,,,18.7,55.8,,,,северный,0.0,,,2,
1596844800,"Суббота, 8 августа
00:00 (UTC)",,,,,,,,,,,,,,,,,10.0,745,,,,17.0,64.2,,,,северный,0.0,,,1,
1596855600,"Суббота, 8 августа
03:00 (UTC)",,,,,,,0,,,,,0,,,,,10.0,745,,,,15.3,73.5,,15.3,,северный,0.0,,,1,
1596866400,"Суббота, 8 августа
06:00 (UTC)",,,,,,,0,,,,,,,,,,10.0,745,,,,20.3,57.0,,15.3,,северный,0.0,,,1,
1596877200,"Суббота, 8 августа
09:00 (UTC)",,,,,,,,,,,,,,,,,10.0,744,,,,23.4,40.7,,,,северный,6.0,,,2,
1596888000,"Суббота, 8 августа
12:00 (UTC)",,,,,,,,,,,,,,,,,10.0,743,,,,24.6,33.7,,,,северный,6.0,,,2,
1596898800,"Суббота, 8 августа
15:00 (UTC)",,,,,,,0,,,,,,,,,,10.0,742,,,,24.7,35.4,,,,северный,5.0,,,2,
1596909600,"Суббота, 8 августа
18:00 (UTC)",,,,,,,0,,,,,,,,,,10.0,742,,,,21.6,46.6,,,,северный,2.0,,25.7,2,
1596920400,"Суббота, 8 августа
21:00 (UTC)",,,,,,,,,,,,,,,,,10.0,742,,,,19.3,57.9,,,,северный,0.0,,,2,
1596931200,"Воскресенье, 9 августа
00:00 (UTC)",,,,,,,,,,,,,,,,,10.0,742,,,,16.6,69.5,,,,северо-западный,0.0,,,1,
1596942000,"Воскресенье, 9 августа
03:00 (UTC)",,,,,,,0,,,,,0,,,,,10.0,741,,,,14.1,81.1,,14.1,,,0.0,,,0,
1596952800,"Воскресенье, 9 августа
06:00 (UTC)",,,,,,,0,,,,,,,,,,10.0,741,,,,21.0,59.8,,14.0,,северный,7.0,,,1,
1596963600,"Воскресенье, 9 августа
09:00 (UTC)",,,,,,,,,,,,,,,,,10.0,741,,,,24.5,43.5,,,,северный,6.0,,,2,
1596974400,"Воскресенье, 9 августа
12:00 (UTC)",,,,,,,,,,,,,,,,,10.0,740,,,,24.1,44.0,,,,северный,7.0,,,2,
1596985200,"Воскресенье, 9 августа
15:00 (UTC)",,,,,,,0,,,,,,,,,,10.0,739,,,,25.8,38.2,,,,северо-западный,4.0,,,1,
1596996000,"Воскресенье, 9 августа
18:00 (UTC)",,,,,,,0,,,,,,,,,,10.0,740,,,,20.9,49.7,,,,северный,2.0,,26.1,1,
1597006800,"Воскресенье, 9 августа
21:00 (UTC)",,,,,,,,,,,,,,,,,10.0,740,,,,20.0,56.5,,,,северный,1.0,,,1,
1597017600,"Понедельник, 10 августа
00:00 (UTC)",,,,,,,,,,,,,,,,,10.0,740,,,,18.5,65.0,,,,северный,2.0,,,1,
1597028400,"Понедельник, 10 августа
03:00 (UTC)",,,,,,,0,,,,,0,,,,,10.0,740,,,,18.0,70.2,,15.9,,северный,4.0,,,1,
1597039200,"Понедельник, 10 августа
06:00 (UTC)",,,,,,,0,,,,,,,,,,10.0,740,,,,21.7,59.6,,15.9,,северный,2.0,,,1,
1597050000,"Понедельник, 10 августа
09:00 (UTC)",,,,,,,,,,,,,,,,,10.0,740,,,,23.7,41.3,,,,северный,7.0,,,2,
1597060800,"Понедельник, 10 августа
12:00 (UTC)",,,,,,,,,,,,,,,,,10.0,739,,,,26.6,29.6,,,,северо-западный,4.0,,,2,
1597071600,"Понедельник, 10 августа
15:00 (UTC)",,,,,,,0,,,,,,,,,,10.0,739,,,,25.4,34.9,,,,северо-западный,6.0,,,3,
1597082400,"Понедельник, 10 августа
18:00 (UTC)",,,,,,,0,,,,,,,,,,10.0,739,,,,20.9,51.4,,,,северный,6.0,,26.8,1,
1597093200,"Понедельник, 10 августа
21:00 (UTC)",,,,,,,,,,,,,,,,,10.0,739,,,,19.4,48.3,,,,северный,2.0,,,1,
1597104000,"Вторник, 11 августа
00:00 (UTC)",,,,,,,,,,,,,,,,,10.0,739,,,,18.5,48.7,,,,северный,7.0,,,1,
1597114800,"Вторник, 11 августа
03:00 (UTC)",,,,,,,0,,,,,0,,,,,10.0,739,,,,16.8,54.2,,16.8,,северо-восточный,6.0,,,2,
1597125600,"Вторник, 11 августа
06:00 (UTC)",,,,,,,0,,,,,,,,,,10.0,739,,,,22.0,43.7,,16.8,,северный,6.0,,,1,
1597136400,"Вторник, 11 августа
09:00 (UTC)",,,,,,,,,,,,,,,,,10.0,738,,,,25.4,31.7,,,,северо-западный,5.0,,,2,
1597147200,"Вторник, 11 августа
12:00 (UTC)",,,,12.0,,,,,,,,,,,,,10.0,738,,,True,24.3,43.5,,,,северо-западный,7.0,,,5,
1597158000,"Вторник, 11 августа
15:00 (UTC)",,,,12.0,,,0.5,,,,,,,,,,10.0,738,,,,20.3,69.3,,,True,западный,7.0,,,1,
1597168800,"Вторник, 11 августа
18:00 (UTC)",,,,,,,0.5,,,,,,,,,,10.0,738,,,,18.0,78.0,,,True,северо-западный,9.0,,27.5,1,
1597179600,"Вторник, 11 августа
21:00 (UTC)",,,,,,,,,,,,,,,,,10.0,738,,,,15.4,85.6,,,,северо-западный,9.0,,,1,
1597190400,"Среда, 12 августа
00:00 (UTC)",,,,,,,,,,,,,,,,,10.0,738,,,,15.2,78.0,,,,северный,9.0,,,3,
1597201200,"Среда, 12 августа
03:00 (UTC)",,,,,,,0,,,,,0.5,,,,,10.0,738,,,,13.9,73.3,,13.9,,северный,7.0,,,2,
1597212000,"Среда, 12 августа
06:00 (UTC)",,,,,,,0,,,,,,,,,,10.0,738,,,,16.3,62.8,,13.6,,северный,1.0,,,2,
1597222800,"Среда, 12 августа
09:00 (UTC)",,,,,,,,,,,,,,,,,10.0,738,,,,18.1,49.2,,,,северный,6.0,,,3,
1597233600,"Среда, 12 августа
12:00 (UTC)",,,,,,,,,,,,,,,,,10.0,738,,,,19.8,41.1,,,,северо-западный,7.0,,,3,
1597244400,"Среда, 12 августа
15:00 (UTC)",,,,,,,0,,,,,,,,,,10.0,738,,,,18.7,45.2,,,,северо-западный,7.0,,,3,
1597255200,"Среда, 12 августа
18:00 (UTC)",,,,,,,0,,,,,,,,,,10.0,739,,,,15.9,59.4,,,,северо-западный,9.0,,20.6,2,
1597266000,"Среда, 12 августа
21:00 (UTC)",,,,,,,,,,,,,,,,,10.0,739,,,,12.0,82.4,,,,северо-западный,0.0,,,1,
1597276800,"Четверг, 13 августа
00:00 (UTC)",,,,,,,,,,,,,,,,,10.0,739,,,,13.0,82.0,,,,северо-западный,10.0,,,1,
1597287600,"Четверг, 13 августа
03:00 (UTC)",,,,,,,0,,,,,0,,,,,10.0,739,,,,12.6,84.2,,11.9,,северо-западный,10.0,,,1,
1597298400,"Четверг, 13 августа
06:00 (UTC)",,,,,,,менее 0.1,,,,,,,,,True,10.0,739,,,,13.6,81.0,,11.9,,северо-западный,10.0,,,3,
1597309200,"Четверг, 13 августа
09:00 (UTC)",,,,,,,,,,,,,,,,,10.0,739,,,,17.6,56.3,,,True,северо-западный,10.0,,,2,
1597320000,"Четверг, 13 августа
12:00 (UTC)",,,,,,,,,,,,,,,,,10.0,738,,,,18.9,45.6,,,True,северо-западный,9.0,,,3,
1597330800,"Четверг, 13 августа
15:00 (UTC)",,,,,,,менее 0.1,,,,,,,,,,10.0,738,,,,17.4,47.1,,,,северо-западный,9.0,,,2,
1597341600,"Четверг, 13 августа
18:00 (UTC)",,,,,,,менее 0.1,,,,,,,,,,10.0,739,,,,13.8,57.3,,,,северо-западный,7.0,,19.2,2,
1597352400,"Четверг, 13 августа
21:00 (UTC)",,,,,,,,,,,,,,,,,10.0,739,,,,11.8,70.0,,,,северный,9.0,,,2,
1597363200,"Пятница, 14 августа
00:00 (UTC)",,,,,,,,,,,,,,,,,10.0,739,,,,8.9,84.9,,,,северо-западный,6.0,,,1,
1597374000,"Пятница, 14 августа
03:00 (UTC)",,,,,,,0,,,,,менее 0.1,,,,,10.0,739,,,,10.5,83.4,,8.9,,северо-западный,10.0,,,1,
1597384800,"Пятница, 14 августа
06:00 (UTC)",,,,,,,0.1,,,,,,,,,,10.0,739,,,,12.0,85.2,,8.9,True,северо-западный,10.0,,,1,
1597395600,"Пятница, 14 августа
09:00 (UTC)",,,,,,,,,,,,,,,,,10.0,740,,,,14.0,74.3,,,,северо-западный,10.0,,,1,
1597406400,"Пятница, 14 августа
12:00 (UTC)",,,,,,,,,,,,,,,,,10.0,740,,,,15.0,70.1,,,,северо-западный,10.0,,,2,
1597417200,"Пятница, 14 августа
15:00 (UTC)",,,,,,,0.1,,,,,,,True,,,10.0,740,,,,15.2,70.1,,,,северо-западный,9.0,,,2,
1597428000,"Пятница, 14 августа
18:00 (UTC)",,,,,,,0.7,,,,,,,,,,10.0,741,,,,12.4,87.0,,,True,северо-западный,9.0,,17.8,1,
1597438800,"Пятница, 14 августа
21:00 (UTC)",,,,,,,,,,,,,,,,,10.0,741,,,,11.4,86.9,,,,северо-западный,9.0,,,1,
1597449600,"Суббота, 15 августа
00:00 (UTC)",,,,,,,,,,,,,,,,,10.0,741,,,,10.3,81.6,,,,северный,0.0,,,2,
1597460400,"Суббота, 15 августа
03:00 (UTC)",,,,,,,0.7,,,,,0.8,,,,,10.0,742,,,,8.2,87.8,,8.1,,северо-западный,1.0,,,1,
1597471200,"Суббота, 15 августа
06:00 (UTC)",,,,,,,0,,,,,,,,,,10.0,742,,,,14.7,62.4,,8.1,,северный,2.0,,,2,
1597482000,"Суббота, 15 августа
09:00 (UTC)",,,,,,,,,,,,,,,,,10.0,742,,,,17.7,41.3,,,,северо-восточный,7.0,,,2,
1597492800,"Суббота, 15 августа
12:00 (UTC)",,,,,,,,,,,,,,,,,10.0,742,,,,20.4,34.4,,,,северо-западный,7.0,,,3,
1597503600,"Суббота, 15 августа
15:00 (UTC)",,,,,,,0,,,,,,,,,,10.0,741,,,,18.8,39.4,,,,северо-западный,7.0,,,1,
1597514400,"Суббота, 15 августа
18:00 (UTC)",,,,,,,0,,,,,,,,,,10.0,741,,,,15.6,54.6,,,,северо-западный,9.0,,21.0,1,
1597525200,"Суббота, 15 августа
21:00 (UTC)",,,,,,,,,,,,,,,,,10.0,741,,,,12.9,66.0,,,,,0.0,,,0,
1597536000,"Воскресенье, 16 августа
00:00 (UTC)",,,,,,,,,,,,,,,,,10.0,741,,,,12.9,68.3,,,,,7.0,,,0,
1597546800,"Воскресенье, 16 августа
03:00 (UTC)",,,,,,,0,,,,,0,,,,,10.0,741,,,,12.8,72.1,,12.4,,северо-западный,10.0,,,1,
1597557600,"Воскресенье, 16 августа
06:00 (UTC)",,,,,,,менее 0.1,,,,,,,True,,,10.0,740,,,,13.9,80.0,,12.3,,южный,10.0,,,1,
1597568400,"Воскресенье, 16 августа
09:00 (UTC)",,,,,,,,,,,,,,,,,10.0,740,,,,17.7,66.6,,,True,западный,9.0,,,1,
1597579200,"Воскресенье, 16 августа
12:00 (UTC)",,,,,,,,,,,,,,,,,10.0,739,,,,21.8,48.3,,,True,западный,7.0,,,2,
1597590000,"Воскресенье, 16 августа
15:00 (UTC)",,,,,,,менее 0.1,,,,,,,,,,10.0,739,,,,22.7,45.1,,,,северо-западный,6.0,,,2,
1597600800,"Воскресенье, 16 августа
18:00 (UTC)",,,,,,,менее 0.1,,,,,,,,,,10.0,739,,,,16.9,70.5,,,,,2.0,,23.9,0,
1597611600,"Воскресенье, 16 августа
21:00 (UTC)",,,,,,,,,,,,,,,,,10.0,739,,,,15.9,75.6,,,,северо-западный,2.0,,,1,
1597622400,"Понедельник, 17 августа
00:00 (UTC)",,,,,,,,,,,,,,,,,10.0,739,,,,15.3,78.6,,,,западный,0.0,,,1,
1597633200,"Понедельник, 17 августа
03:00 (UTC)",,,,,,,0,,,,,менее 0.1,,,,,10.0,739,,,,14.1,85.5,,14.0,,,0.0,,,0,
1597644000,"Понедельник, 17 августа
06:00 (UTC)",,,,,,,0,,,,,,,,,,10.0,739,,,,21.2,61.5,,14.0,,западный,0.0,,,2,
1597654800,"Понедельник, 17 августа
09:00 (UTC)",,,,,,,,,,,,,,,,,10.0,738,,,,25.0,41.4,,,,западный,7.0,,,3,
1597665600,"Понедельник, 17 августа
12:00 (UTC)",,,,,,,,,,,,,,,,,10.0,738,,,,26.9,35.3,,,,западный,7.0,,,1,
1597676400,"Понедельник, 17 августа
15:00 (UTC)",,,,,,,0,,,,,,,,,,10.0,737,,,,27.1,32.2,,,,западный,2.0,,,3,
1597687200,"Понедельник, 17 августа
18:00 (UTC)",,,,,,,0,,,,,,,,,,10.0,737,,,,20.9,52.1,,,,,2.0,,28.0,0,
1597698000,"Понедельник, 17 августа
21:00 (UTC)",,,,,,,,,,,,,,,,,10.0,737,,,,18.6,60.0,,,,,0.0,,,0,
1597708800,"Вторник, 18 августа
00:00 (UTC)",,,,,,,,,,,,,,,,,10.0,737,,,,17.3,65.2,,,,,2.0,,,0,
1597719600,"Вторник, 18 августа
03:00 (UTC)",,,,,,,0,,,,,0,,,,,10.0,737,,,,17.5,66.1,,16.8,,,6.0,,,0,
1597730400,"Вторник, 18 августа
06:00 (UTC)",,,,,,,0,,,,,,,,,,10.0,737,,,,23.0,53.3,,16.8,,западный,1.0,,,1,
1597741200,"Вторник, 18 августа
09:00 (UTC)",,,,,,,,,,,,,,,,,10.0,737,,,,27.0,34.2,,,,северо-западный,2.0,,,2,
1597752000,"Вторник, 18 августа
12:00 (UTC)",,,,,,,,,,,,,,,,,10.0,736,,,,28.3,26.4,,,,северо-западный,2.0,,,2,
1597762800,"Вторник, 18 августа
15:00 (UTC)",,,,,,,0,,,,,,,,,,10.0,736,,,,26.7,30.0,,,,северо-западный,5.0,,,1,
1597773600,"Вторник, 18 августа
18:00 (UTC)",,,,,,,0,,,,,,,,,,10.0,736,,,,23.1,35.9,,,,северный,2.0,,28.7,1,
1597784400,"Вторник, 18 августа
21:00 (UTC)",,,,,,,,,,,,,,,,,10.0,736,,,,21.6,44.8,,,,северо-восточный,9.0,,,1,
1597795200,"Среда, 19 августа
00:00 (UTC)",,,,,,,,,,,,,,,,,10.0,736,,,,18.0,64.0,,,,северо-восточный,10.0,,,2,
1597806000,"Среда, 19 августа
03:00 (UTC)",,,,,,,0,,,,,0,,,,,10.0,735,,,,16.2,69.9,,16.1,,северо-восточный,5.0,,,1,
1597816800,"Среда, 19 августа
06:00 (UTC)",,,,,,,0,,,,,,,,,,10.0,736,,,,19.5,61.9,,16.1,,северо-восточный,6.0,,,1,
1597827600,"Среда, 19 августа
09:00 (UTC)",,,,,,,,,,,,,,,,,10.0,735,,,,26.5,35.2,,,,восточный,7.0,,,1,
1597838400,"Среда, 19 августа
12:00 (UTC)",,,,,,,,,,,,,,,,,10.0,735,,,,27.8,31.8,,,,северный,7.0,,,2,
1597849200,"Среда, 19 августа
15:00 (UTC)",,,,,,,0,,,,,,,,,,10.0,735,,,,25.9,35.8,,,,северо-восточный,7.0,,,2,
1597860000,"Среда, 19 августа
18:00 (UTC)",,,,,,,0,,,,,,,,,,10.0,736,,,,20.0,43.7,,,,северо-восточный,6.0,,28.2,2,
1597870800,"Среда, 19 августа
21:00 (UTC)",,,,,,,,,,,,,,,,,10.0,736,,,,19.0,48.5,,,,восточный,7.0,,,3,
1597881600,"Четверг, 20 августа
00:00 (UTC)",,,,,,,,,,,,,,,,,10.0,736,,,,17.1,55.0,,,,восточный,0.0,,,2,
1597892400,"Четверг, 20 августа
03:00 (UTC)",,,,,,,0,,,,,0,,,,,10.0,736,,,,15.3,61.7,,15.3,,северо-восточный,6.0,,,3,
1597903200,"Четверг, 20 августа
06:00 (UTC)",,,,,,,0,,,,,,,,,,10.0,736,,,,18.7,50.1,,14.9,,восточный,9.0,,,3,
1597914000,"Четверг, 20 августа
09:00 (UTC)",,,,,,,,,,,,,,,,,10.0,737,,,,24.1,36.2,,,,восточный,9.0,,,3,
1597924800,"Четверг, 20 августа
12:00 (UTC)",,,,,,,,,,,,,,,,,10.0,737,,,,27.3,28.2,,,,восточный,5.0,,,3,
1597935600,"Четверг, 20 августа
15:00 (UTC)",,,,,,,0,,,,,,,,,,10.0,737,,,,25.0,33.4,,,,восточный,9.0,,,2,
1597946400,"Четверг, 20 августа
18:00 (UTC)",,,,,,,0,,,,,,,,,,10.0,738,,,,19.2,52.0,,,,восточный,9.0,,27.5,2,
1597957200,"Четверг, 20 августа
21:00 (UTC)",,,,,,,,,,,,,,,,,10.0,739,,,,16.2,59.1,,,,восточный,9.0,,,3,
1597968000,"Пятница, 21 августа
00:00 (UTC)",,,,,,,,,,,,,,,,,10.0,739,,,,14.8,58.7,,,,северо-восточный,4.0,,,2,
1597978800,"Пятница, 21 августа
03:00 (UTC)",,,,,,,0,,,,,0,,,,,10.0,740,,,,14.9,58.7,,14.6,,восточный,10.0,,,2,
1597989600,"Пятница, 21 августа
06:00 (UTC)",,,,,,,0,,,,,,,,,,10.0,740,,,,17.1,51.0,,14.6,,восточный,10.0,,,3,
1598000400,"Пятница, 21 августа
09:00 (UTC)",,,,,,,,,,,,,,,,,10.0,741,,,,20.9,39.4,,,,восточный,10.0,,,3,
