timestamp,date,Гроза слабая или умеренная (возможен дождь или снег),"Порывы, м/с",Дождь (незамерзающий) слабый непрерывный,Туман (видимость менее 1 км),Ливневый дождь,Гроза сильная (возможен дождь или снег),Дождь со снегом слабый,Дождь (незамерзающий) слабый с перерывами,Дождь (незамерзающий) умеренный с перерывами,Дождь (незамерзающий) умеренный непрерывный,"Гроза, но без осадков","Относительная влажность, %",Морось (незамерзающая) слабая непрерывная,"Минимальная температура, °C",Направление ветра,Снег слабый с перерывами,"Максимальная температура, °C","Средняя скорость ветра, м/с",Дождь (незамерзающий),Морось (незамерзающая) умеренная непрерывная,"Осадки за 12 часов, мм","Высота снежного покрова, см",Туман ослабел (небо видно),Морось (незамерзающая) слабая с перерывами,"Осадки за 24 часа, мм",Ливневой дождь слабый,Дымка (видимость больше 1 км),Туман без изменений (небо не видно),"Горизонтальная видимость, км","Атмосферное давление на уровне станции, мм рт.ст.",Ливневой дождь умеренный или сильный,Туман начался (усилился). Небо не видно,Снег умеренный непрерывный,"Температура воздуха, °C",Морось (незамерзающая) сильная непрерывная,Снег слабый непрерывный,Количество облаков не изменилось,Туман без изменений (небо видно),Балл общей облачности,Туман ослабел (небо не видно),Ливневой снег слабый
1591261200,"Четверг, 4 июня
09:00 (UTC)",,,,,,,,,,,,77.2,,,северо-западный,,18.3,3.0,,,0.9,,,,,,,,50,734,,,,16.7,,,True,,4.0,,
1591272000,"Четверг, 4 июня
12:00 (UTC)",,,,,,,,,,,,80.6,,,западный,,,3.0,,,,,,,,,,,50,736,,,,15.0,,,True,,2.0,,
1591282800,"Четверг, 4 июня
15:00 (UTC)",,,,,,,,,,,,77.5,,,северо-западный,,,3.0,,,,,,,,,,,50,737,,,,15.0,,,,,4.0,,
1591293600,"Четверг, 4 июня
18:00 (UTC)",,,,,,,,,,,,79.0,,,северо-западный,,,3.0,,,,,,,,,,,50,737,,,,14.3,,,,,2.0,,
1591304400,"Четверг, 4 июня
21:00 (UTC)",,,,,,,,,,,,97.4,,13.1,северный,,,3.0,,,0,,,,0.9,,,,50,738,,,,13.2,,,,,6.0,,
1591315200,"Пятница, 5 июня
00:00 (UTC)",,,,,,,,,,,,72.8,,,северный,,,5.0,,,,,,,,,,,50,739,,,,16.4,,,,,4.0,,
1591326000,"Пятница, 5 июня
03:00 (UTC)",,,,,,,,,,,,59.3,,,северный,,,6.0,,,,,,,,,,,50,739,,,,18.9,,,,,6.0,,
1591336800,"Пятница, 5 июня
06:00 (UTC)",,,,,True,,,,,,,75.4,,,северо-западный,,,3.0,,,,,,,,,,,50,739,,,,17.7,,,,,7.0,,
1591347600,"Пятница, 5 июня
09:00 (UTC)",,,,,,,,,,,,71.6,,,северо-западный,,19.5,2.0,,,менее 0.1,,,,,,,,50,739,,,,17.8,,,True,,4.0,,
1591358400,"Пятница, 5 июня
12:00 (UTC)",,,,,,,,,,,,85.7,,,северо-западный,,,2.0,,,,,,,,,,,50,741,,,,16.2,,,True,,2.0,,
1591369200,"Пятница, 5 июня
15:00 (UTC)",,,,,,,,,,,,95.0,,,северный,,,2.0,,,,,,,,,,,50,741,,,,15.1,,,,,2.0,,
1591380000,"Пятница, 5 июня
18:00 (UTC)",,,,,,,,,,,,95.5,,,северный,,,4.0,,,,,,,,,,,50,741,,,,13.3,,,,,2.0,,
1591390800,"Пятница, 5 июня
21:00 (UTC)",,,,,,,,,,,,87.2,,12.5,северо-восточный,,,1.0,,,0,,,,менее 0.1,,,,50,742,,,,14.0,,,,,0.0,,
1591401600,"Суббота, 6 июня
00:00 (UTC)",,,,,,,,,,,,77.2,,,северный,,,3.0,,,,,,,,,,,50,742,,,,16.5,,,,,2.0,,
1591412400,"Суббота, 6 июня
03:00 (UTC)",,,,,,,,,,,,67.3,,,северный,,,5.0,,,,,,,,,,,50,742,,,,19.2,,,,,2.0,,
1591423200,"Суббота, 6 июня
06:00 (UTC)",,,,,,,,,,,,54.2,,,юго-западный,,,3.0,,,,,,,,,,,50,741,,,,22.5,,,,,2.0,,
1591434000,"Суббота, 6 июня
09:00 (UTC)",,,,,,,,,,,,82.4,,,юго-восточный,,22.9,3.0,,,0,,,,,,,,50,741,,,,16.1,,,,,7.0,,
1591444800,"Суббота, 6 июня
12:00 (UTC)",,,,,,,,,,,,93.0,,,юго-восточный,,,6.0,,,,,,,,,,,50,742,,,,12.7,,,,,4.0,,
1591455600,"Суббота, 6 июня
15:00 (UTC)",,,,,,,,,,,,98.0,,,юго-восточный,,,7.0,,,,,,,,,,,50,742,,,,11.9,,,,,2.0,,
1591466400,"Суббота, 6 июня
18:00 (UTC)",,,,,,,,,,,,100.0,,,юго-восточный,,,6.0,,,,,,,,,,,50,742,,,,10.4,,,,,10.0,,
1591477200,"Суббота, 6 июня
21:00 (UTC)",,,,,,,,,,,,100.0,,10.0,южный,,,7.0,,,0,,,,0,,,True,1,743,,,,10.1,,,,,,,
1591488000,"Воскресенье, 7 июня
00:00 (UTC)",,,,,,,,,,,,100.0,,,юго-восточный,,,6.0,,,,,,True,,,,,0,743,,,,10.8,,,,,,,
1591498800,"Воскресенье, 7 июня
03:00 (UTC)",,13.0,,,,,,,,,,100.0,,,юго-восточный,,,9.0,,,,,,,,,,True,0,742,,,,12.1,,,,,,,
1591509600,"Воскресенье, 7 июня
06:00 (UTC)",,14.0,,True,,,,,,,,98.1,,,юго-восточный,,,10.0,,,,,,,,,,,10,742,,,,13.0,,,,,10.0,,
1591520400,"Воскресенье, 7 июня
09:00 (UTC)",,13.0,,,,,,,,,,100.0,,,юго-восточный,,13.1,8.0,,,менее 0.1,,,,,,,,0,742,,True,,12.8,,,,,,,
1591531200,"Воскресенье, 7 июня
12:00 (UTC)",,11.0,,,,,,,,,,100.0,,,южный,,,7.0,,,,,,,,,,True,0,742,,,,13.1,,,,,,,
1591542000,"Воскресенье, 7 июня
15:00 (UTC)",,11.0,,,,,,,,,,100.0,,,юго-восточный,,,8.0,,,,,,,,,,True,0,742,,,,13.1,,,,,,,
1591552800,"Воскресенье, 7 июня
18:00 (UTC)",,12.0,,,,,,,,,,100.0,,,юго-восточный,,,8.0,,,,,,,,,,True,0,742,,,,13.5,,,,,,,
1591563600,"Воскресенье, 7 июня
21:00 (UTC)",,11.0,,,,,,,,,,100.0,,12.8,южный,,,8.0,,,0.3,,,True,0.3,,,,0,743,,,,13.8,,,,,,,
1591574400,"Понедельник, 8 июня
00:00 (UTC)",,13.0,,,,,,,,,,100.0,,,южный,,,9.0,,,,,,,,,,True,0,742,,,,13.8,,,,,,,
1591585200,"Понедельник, 8 июня
03:00 (UTC)",,12.0,,,,,,,,,,100.0,,,южный,,,8.0,,,,,,,,,,True,0,743,,,,14.4,,,,,,,
1591596000,"Понедельник, 8 июня
06:00 (UTC)",,12.0,,,,,,,,,,100.0,,,южный,,,7.0,,,,,,,,,,True,1,742,,,,14.8,,,,,,,
1591606800,"Понедельник, 8 июня
09:00 (UTC)",,12.0,,,,,,,,,,100.0,,,южный,,15.1,8.0,,,0.4,,,True,,,,,0,742,,,,14.1,,,,,,,
1591617600,"Понедельник, 8 июня
12:00 (UTC)",,11.0,,,,,,,,,,100.0,True,,южный,,,8.0,,,,,,,,,,,0,743,,,,14.3,,,,,,,
1591628400,"Понедельник, 8 июня
15:00 (UTC)",,12.0,,,,,,,,,,100.0,,,южный,,,9.0,,True,,,,,,,,,0,743,,,,12.6,,,,,,,
1591639200,"Понедельник, 8 июня
18:00 (UTC)",,13.0,,,,,,,,,,100.0,True,,южный,,,8.0,,,,,,,,,,,0,743,,,,12.2,,,,,,,
1591650000,"Понедельник, 8 июня
21:00 (UTC)",,14.0,,,,,,,,,,100.0,True,11.9,юго-восточный,,,10.0,,,2,,,,2,,,,0,743,,,,12.4,,,,,,,
1591660800,"Вторник, 9 июня
00:00 (UTC)",,15.0,,,,,,,,,,100.0,,11.3,южный,,,11.0,,,,,,,,,,True,0,743,,,,11.8,,,,,,,
1591671600,"Вторник, 9 июня
03:00 (UTC)",,13.0,,,,,,,,,,100.0,,,южный,,,7.0,,,,,,,,,,True,1,744,,,,12.9,,,,,,,
1591682400,"Вторник, 9 июня
06:00 (UTC)",,11.0,,,,,,,,,,96.8,,,южный,,,6.0,,,,,,,,,,,50,743,,,,14.8,,,True,,9.0,,
1591693200,"Вторник, 9 июня
09:00 (UTC)",,10.0,,,,,,,,,,97.4,,,южный,,16.8,7.0,,,0.3,,,,,,,,1,742,,True,,14.0,,,,,,,
1591704000,"Вторник, 9 июня
12:00 (UTC)",,10.0,,True,,,,,,,,98.7,,,южный,,,8.0,,,,,,,,,,,10,743,,,,15.1,,,,,10.0,,
1591714800,"Вторник, 9 июня
15:00 (UTC)",,13.0,,,,,,,,,,96.8,,,северный,,,3.0,,,,,,,,,True,,4,743,,,,15.0,,,,,7.0,,
1591725600,"Вторник, 9 июня
18:00 (UTC)",,,,True,,,,,,,,96.8,,,южный,,,1.0,,,,,,,,,,,10,742,,,,15.2,,,,,7.0,,
1591736400,"Вторник, 9 июня
21:00 (UTC)",,,,,,,,,,,,91.5,,13.4,северо-западный,,,1.0,,,0,,,,0.3,,,,20,742,,,,16.8,,,,,9.0,,
1591747200,"Среда, 10 июня
00:00 (UTC)",,,,,,,,,,,,89.8,,,северный,,,1.0,,,,,,,,,,,20,741,,,,18.1,,,,,10.0,,
1591758000,"Среда, 10 июня
03:00 (UTC)",,,,,,,,,,,,75.7,,,южный,,,4.0,,,,,,,,,,,20,740,,,,22.5,,,,,9.0,,
1591768800,"Среда, 10 июня
06:00 (UTC)",,11.0,,,,,,,,,,81.7,,,юго-восточный,,,6.0,,,,,,,,,,,20,738,,,,19.2,,,,,7.0,,
1591779600,"Среда, 10 июня
09:00 (UTC)",,11.0,,,,,,,,,,98.7,,,юго-восточный,,22.6,7.0,,,0,,,,,,,,1,737,,True,,15.8,,,,,,,
1591790400,"Среда, 10 июня
12:00 (UTC)",,14.0,,,,,,,,,,100.0,,,юго-восточный,,,9.0,,,,,,True,,,,,0,736,,,,15.7,,,,,,,
1591801200,"Среда, 10 июня
15:00 (UTC)",,13.0,,,,,,,,,,100.0,True,,южный,,,8.0,,,,,,,,,,,0,735,,,,15.0,,,,,,,
1591812000,"Среда, 10 июня
18:00 (UTC)",,13.0,True,,,,,,,,,100.0,,,южный,,,6.0,,,,,,,,,,,0,734,,,,14.0,,,,,,,
1591822800,"Среда, 10 июня
21:00 (UTC)",,,,,,,,,,,,100.0,,13.6,южный,,,6.0,,,2,,,,2,,,True,0,734,,,,14.2,,,,,,,
1591833600,"Четверг, 11 июня
00:00 (UTC)",,,,,,,,,,,,98.1,,,южный,,,2.0,,,,,,,,,,,10,733,,,,17.2,,,True,,1.0,,
1591844400,"Четверг, 11 июня
03:00 (UTC)",,10.0,,,,,,,,,,56.0,,,западный,,,6.0,,,,,,,,,,,50,733,,,,20.9,,,,,7.0,,
1591855200,"Четверг, 11 июня
06:00 (UTC)",,16.0,,,,,,,,,,37.6,,,северный,,,7.0,,,,,,,,,,,50,733,,,,24.6,,,,,2.0,,
1591866000,"Четверг, 11 июня
09:00 (UTC)",,11.0,,,,,,,,,,39.3,,,северный,,25.2,3.0,,,0,,,,,,,,50,734,,,,24.3,,,,,6.0,,
1591876800,"Четверг, 11 июня
12:00 (UTC)",,,,,,,,,,,,50.1,,,северный,,,3.0,,,,,,,,,,,50,736,,,,21.1,,,,,4.0,,
1591887600,"Четверг, 11 июня
15:00 (UTC)",,,,,,,,,,,,53.6,,,северный,,,4.0,,,,,,,,,,,50,736,,,,20.1,,,,,2.0,,
1591898400,"Четверг, 11 июня
18:00 (UTC)",,,,,,,,,,,,51.2,,,западный,,,4.0,,,,,,,,,,,50,737,,,,20.3,,,,,2.0,,
1591909200,"Четверг, 11 июня
21:00 (UTC)",,,,,,,,,,,,56.4,,18.7,западный,,,5.0,,,0,,,,0,,,,50,737,,,,19.5,,,,,7.0,,
1591920000,"Пятница, 12 июня
00:00 (UTC)",,,,,,,,,,,,51.5,,,юго-западный,,,1.0,,,,,,,,,,,50,738,,,,22.6,,,,,1.0,,
1591930800,"Пятница, 12 июня
03:00 (UTC)",,,,,,,,,,,,48.2,,,южный,,,5.0,,,,,,,,,,,50,737,,,,25.2,,,,,2.0,,
1591941600,"Пятница, 12 июня
06:00 (UTC)",,13.0,,,,,,,,,,36.7,,,южный,,,8.0,,,,,,,,,,,50,736,,,,25.9,,,,,0.0,,
1591952400,"Пятница, 12 июня
09:00 (UTC)",,13.0,,,,,,,,,,50.5,,,южный,,26.3,6.0,,,0,,,,,,,,50,736,,,,22.9,,,,,2.0,,
1591963200,"Пятница, 12 июня
12:00 (UTC)",,11.0,,,,,,,,,,98.1,,,южный,,,7.0,,,,,,,,,,,50,736,,,,16.5,,,,,6.0,,
1591974000,"Пятница, 12 июня
15:00 (UTC)",,11.0,,,,,,,,,,100.0,True,,южный,,,7.0,,,,,,,,,,,0,736,,,,15.7,,,,,,,
1591984800,"Пятница, 12 июня
18:00 (UTC)",,12.0,,,,,,,,,,100.0,,,юго-восточный,,,3.0,,,,,,,,,,,0,736,,,,15.8,True,,,,,,
1591995600,"Пятница, 12 июня
21:00 (UTC)",,,,,,,,,,,,100.0,,15.7,северный,,,6.0,,,4,,,,4,,,True,0,737,,,,16.2,,,,,,,
1592006400,"Суббота, 13 июня
00:00 (UTC)",,,,,,,,,,,,99.4,,,северный,,,4.0,,,,,,,,,,,50,737,,,,17.6,,,True,,2.0,,
1592017200,"Суббота, 13 июня
03:00 (UTC)",,,,,,,,,,,,63.1,,,юго-западный,,,2.0,,,,,,,,,,,50,736,,,,23.1,,,,,4.0,,
1592028000,"Суббота, 13 июня
06:00 (UTC)",,,,,,,,,,,,65.8,,,юго-западный,,,4.0,,,,,,,,,,,50,736,,,,24.1,,,,,6.0,,
1592038800,"Суббота, 13 июня
09:00 (UTC)",,,,,,,,,,,,75.0,,,юго-западный,,24.9,3.0,,,0,,,,,,,,50,736,,,,21.0,,,,,7.0,,
1592049600,"Суббота, 13 июня
12:00 (UTC)",,,,,,,,,,,,64.1,,,южный,,,3.0,,,,,,,,,,,50,737,,,,20.3,,,,,7.0,,
1592060400,"Суббота, 13 июня
15:00 (UTC)",,,,,,,,,,,,74.1,,,юго-восточный,,,6.0,,,,,,,,,,,50,736,,,,18.6,,,,,9.0,,
1592071200,"Суббота, 13 июня
18:00 (UTC)",,,,,,,,,,,,100.0,,,северо-западный,,,1.0,,,,,,,,,,,1,736,,True,,15.5,,,,,,,
1592082000,"Суббота, 13 июня
21:00 (UTC)",,13.0,,,,,,,,,,100.0,,14.8,юго-восточный,,,9.0,,,0,,,,0,,,True,0,734,,,,14.8,,,,,,,
1592092800,"Воскресенье, 14 июня
00:00 (UTC)",,14.0,,,,,,,,,,100.0,,,юго-восточный,,,11.0,,True,,,,,,,,,0,733,,,,16.0,,,,,,,
1592103600,"Воскресенье, 14 июня
03:00 (UTC)",True,16.0,,,,,,,,,,100.0,,,южный,,,8.0,,,,,,,,,,,0,733,,,,15.6,,,,,,,
1592114400,"Воскресенье, 14 июня
06:00 (UTC)",,11.0,,,,,,,,,,100.0,,,юго-восточный,,,9.0,,,,,,True,,,,,0,731,,,,15.4,,,,,,,
1592125200,"Воскресенье, 14 июня
09:00 (UTC)",,11.0,,,,,,,,,,100.0,True,,южный,,16.3,5.0,,,3,,,,,,,,0,731,,,,15.3,,,,,,,
1592136000,"Воскресенье, 14 июня
12:00 (UTC)",,,,,,,,,,,,100.0,,,юго-восточный,,,2.0,,,,,,,,,,True,0,733,,,,15.0,,,,,,,
1592146800,"Воскресенье, 14 июня
15:00 (UTC)",,,,,,,,,,,,100.0,True,,южный,,,4.0,,,,,,,,,,,0,733,,,,14.3,,,,,,,
1592157600,"Воскресенье, 14 июня
18:00 (UTC)",,,,,,,,,,,,100.0,,,юго-восточный,,,5.0,,,,,,,,,,True,0,733,,,,13.6,,,,,,,
1592168400,"Воскресенье, 14 июня
21:00 (UTC)",,,,True,,,,,,,,98.7,,13.0,южный,,,5.0,,,0.5,,,,3,,,,10,732,,,,13.1,,,,,9.0,,
1592179200,"Понедельник, 15 июня
00:00 (UTC)",,,,,,,,,,,,72.5,,,юго-западный,,,5.0,,,,,,,,,,,50,732,,,,17.9,,,True,,6.0,,
1592190000,"Понедельник, 15 июня
03:00 (UTC)",,11.0,,,,,,,,,,57.2,,,юго-западный,,,4.0,,,,,,,,,,,50,731,,,,19.9,,,,,10.0,,
1592200800,"Понедельник, 15 июня
06:00 (UTC)",,11.0,,,,,,,,,,75.3,,,северный,,,3.0,,,,,,,,True,,,50,732,,,,17.0,,,,,10.0,,
1592211600,"Понедельник, 15 июня
09:00 (UTC)",,,,,,,,,,,,92.5,,,северо-западный,,22.0,2.0,,,4,,,,,True,,,50,733,,,,15.0,,,,,10.0,,
1592222400,"Понедельник, 15 июня
12:00 (UTC)",,16.0,,,,,,,,,,93.7,,,северный,,,5.0,,,,,,,,,,,50,734,,,,14.0,,,True,,7.0,,
1592233200,"Понедельник, 15 июня
15:00 (UTC)",,11.0,,,,,,,,,,86.6,,,северный,,,7.0,,,,,,,,,,,50,734,,,,14.1,,,,,6.0,,
1592244000,"Понедельник, 15 июня
18:00 (UTC)",,14.0,,,,,,,,,,84.3,,,северный,,,4.0,,,,,,,,,,,50,735,,,,13.6,,,,,7.0,,
1592254800,"Понедельник, 15 июня
21:00 (UTC)",,11.0,,,,,,,,,,87.1,,12.8,северный,,,5.0,,,2,,,,6,,,,50,736,,,,13.1,,,,,4.0,,
1592265600,"Вторник, 16 июня
00:00 (UTC)",,13.0,,,,,,,,,,74.6,,,северный,,,5.0,,,,,,,,,,,50,736,,,,15.6,,,,,7.0,,
1592276400,"Вторник, 16 июня
03:00 (UTC)",,12.0,,,,,,,,,,61.4,,,северный,,,6.0,,,,,,,,,,,50,736,,,,19.3,,,,,6.0,,
1592287200,"Вторник, 16 июня
06:00 (UTC)",,11.0,,,,,,,,,,63.1,,,юго-западный,,,3.0,,,,,,,,,,,50,736,,,,21.5,,,,,7.0,,
1592298000,"Вторник, 16 июня
09:00 (UTC)",,,,,,,,,,,,78.5,,,юго-западный,,21.6,5.0,,,0,,,,,,,,50,736,,,,18.0,,,,,6.0,,
1592308800,"Вторник, 16 июня
12:00 (UTC)",,,,,,,,,,,,85.1,,,юго-восточный,,,5.0,,,,,,,,,,,50,737,,,,15.9,,,,,9.0,,
1592319600,"Вторник, 16 июня
15:00 (UTC)",,11.0,,,,,,,,,,99.4,,,юго-восточный,,,8.0,,,,,,,,,,,10,736,,,,14.9,,,True,,9.0,,
1592330400,"Вторник, 16 июня
18:00 (UTC)",,13.0,,,,,,,,,,95.5,,,юго-восточный,,,10.0,,,,,,,,,,,10,735,,,,13.3,,,True,,4.0,,
1592341200,"Вторник, 16 июня
21:00 (UTC)",,16.0,,,,,,,,,,95.5,,12.7,юго-восточный,,,10.0,,,2,,,,2,,,,50,735,,,,13.1,,,,,6.0,,
1592352000,"Среда, 17 июня
00:00 (UTC)",,16.0,,,,,,,,,,96.8,,,юго-восточный,,,11.0,,,,,,,,True,,,50,736,,,,13.7,,,,,9.0,,
1592362800,"Среда, 17 июня
03:00 (UTC)",,14.0,,,,,,,,,,97.4,,,южный,,,10.0,,,,,,,,True,,,20,736,,,,13.5,,,,,10.0,,
1592373600,"Среда, 17 июня
06:00 (UTC)",,14.0,,,,,,,,,,96.2,,,юго-восточный,,,7.0,,,,,,,,,,,50,736,,,,14.3,,,True,,9.0,,
1592384400,"Среда, 17 июня
09:00 (UTC)",True,11.0,,,,,,,,,,98.7,,,юго-восточный,,14.4,4.0,,,2,,,,,,,,20,736,,,,13.8,,,,,10.0,,
1592395200,"Среда, 17 июня
12:00 (UTC)",,10.0,,,True,,,,,,,100.0,,,юго-восточный,,,2.0,,,,,,,,,,,1,738,,,,13.4,,,,,,,
1592406000,"Среда, 17 июня
15:00 (UTC)",,,,,,,,,,,,100.0,,,южный,,,3.0,,,,,,,,,,True,1,738,,,,12.1,,,,,,,
1592416800,"Среда, 17 июня
18:00 (UTC)",,,,,,,,,,,,100.0,,,северо-западный,,,2.0,,,,,,,,,,True,1,738,,,,12.6,,,,,,,
1592427600,"Среда, 17 июня
21:00 (UTC)",,,,,,,,,,,,100.0,True,11.9,юго-западный,,,2.0,,,8,,,,10,,,,1,739,,,,12.1,,,,,,,
1592438400,"Четверг, 18 июня
00:00 (UTC)",,,,,,,,,,,,100.0,,,северо-западный,,,2.0,,,,,,,,,,True,0,739,,,,12.6,,,,,,,
1592449200,"Четверг, 18 июня
03:00 (UTC)",,,,,,,,,,,,98.1,,,западный,,,2.0,,,,,,,,,,,50,740,,,,15.8,,,True,,9.0,,
1592460000,"Четверг, 18 июня
06:00 (UTC)",,,,,,,,,,,,80.3,,,южный,,,4.0,,,,,,,,,,,50,739,,,,16.4,,,True,,4.0,,
1592470800,"Четверг, 18 июня
09:00 (UTC)",,,,,,,,,,,,84.3,,,южный,,17.5,4.0,,,0.6,,,,,,,,50,739,,,,13.8,,,,,4.0,,
1592481600,"Четверг, 18 июня
12:00 (UTC)",,,,,,,,,,,,98.0,,,южный,,,4.0,,,,,,,,,,,50,740,,,,10.5,,,,,2.0,,
1592492400,"Четверг, 18 июня
15:00 (UTC)",,,,,,,,,,,,92.9,,,юго-западный,,,3.0,,,,,,,,,,,50,741,,,,10.9,,,,,6.0,,
1592503200,"Четверг, 18 июня
18:00 (UTC)",,,,,,,,,,,,92.3,,,западный,,,2.0,,,,,,,,,,,50,740,,,,11.6,,,,,9.0,,
1592514000,"Четверг, 18 июня
21:00 (UTC)",,,,,,,,,,,,90.6,,10.2,северо-западный,,,2.0,,,0,,,,0.6,,,,50,740,,,,12.2,,,,,2.0,,
1592524800,"Пятница, 19 июня
00:00 (UTC)",,,,,,,,,,,,81.8,,,северный,,,2.0,,,,,,,,,,,50,740,,,,15.8,,,,,2.0,,
1592535600,"Пятница, 19 июня
03:00 (UTC)",,,,,,,,,,,,75.5,,,южный,,,4.0,,,,,,,,,,,50,740,,,,18.0,,,,,6.0,,
1592546400,"Пятница, 19 июня
06:00 (UTC)",,,,,,,,,,,,79.8,,,юго-восточный,,,5.0,,,,,,,,,,,50,740,,,,16.5,,,,,6.0,,
1592557200,"Пятница, 19 июня
09:00 (UTC)",,,,,,,,,,,,97.4,,,южный,,18.1,6.0,,,0,,,,,,,,20,740,,,,11.5,,,,,10.0,,
1592568000,"Пятница, 19 июня
12:00 (UTC)",,,,,,,,,,,,98.7,,,южный,,,5.0,,,,,,,,,,,20,742,,,,10.9,,,,,10.0,,
1592578800,"Пятница, 19 июня
15:00 (UTC)",,,,,,,,,,,,100.0,,,южный,,,4.0,,,,,,,,,,True,0,742,,,,11.2,,,,,,,
1592589600,"Пятница, 19 июня
18:00 (UTC)",,,,,,,,,,,,100.0,,,восточный,,,1.0,,,,,,,,,,True,0,742,,,,11.3,,,,,,,
1592600400,"Пятница, 19 июня
21:00 (UTC)",,,,True,,,,,,,,98.7,,10.8,,,,0.0,,,0,,,,0,,,,10,742,,,,11.2,,,,,10.0,,
1592611200,"Суббота, 20 июня
00:00 (UTC)",,,,,,,,,,,,94.9,,,южный,,,4.0,,,,,,,,,,,50,743,,,,12.3,,,True,,10.0,,
1592622000,"Суббота, 20 июня
03:00 (UTC)",,,,,,,,,,,,100.0,,,южный,,,6.0,,,,,,,,,,,1,743,,True,,12.1,,,,,,,
1592632800,"Суббота, 20 июня
06:00 (UTC)",,11.0,,,,,,,,,,98.7,,,южный,,,7.0,,,,,,,,,,,10,743,,,,11.7,,,True,,10.0,,
1592643600,"Суббота, 20 июня
09:00 (UTC)",,12.0,True,,,,,,,,,100.0,,,юго-восточный,,13.1,9.0,,,0.3,,,,,,,,1,742,,,,10.9,,,,,,,
1592654400,"Суббота, 20 июня
12:00 (UTC)",,14.0,,,,,,,,,,100.0,True,,юго-восточный,,,11.0,,,,,,,,,,,1,742,,,,11.2,,,,,,,
1592665200,"Суббота, 20 июня
15:00 (UTC)",,17.0,True,,,,,,,,,100.0,,,юго-восточный,,,12.0,,,,,,,,,,,10,742,,,,11.6,,,,,10.0,,
1592676000,"Суббота, 20 июня
18:00 (UTC)",,23.0,True,,,,,,,,,100.0,,,юго-восточный,,,15.0,,,,,,,,,,,1,740,,,,11.6,,,,,,,
1592686800,"Суббота, 20 июня
21:00 (UTC)",,23.0,True,,,,,,,,,100.0,,10.8,юго-восточный,,,16.0,,,11,,,,11,,,,1,740,,,,12.1,,,,,,,
1592697600,"Воскресенье, 21 июня
00:00 (UTC)",,23.0,True,,,,,,,,,100.0,,,юго-восточный,,,16.0,,,,,,,,,,,1,739,,,,12.4,,,,,,,
1592708400,"Воскресенье, 21 июня
03:00 (UTC)",,23.0,,,,,,,,,,100.0,True,,юго-восточный,,,17.0,,,,,,,,,,,0,739,,,,13.0,,,,,,,
1592719200,"Воскресенье, 21 июня
06:00 (UTC)",,24.0,,,,,,,,,,100.0,,,юго-восточный,,,14.0,,True,,,,,,,,,0,739,,,,13.9,,,,,,,
1592730000,"Воскресенье, 21 июня
09:00 (UTC)",,20.0,,,,,,,,,,100.0,True,,юго-восточный,,14.2,12.0,,,13,,,,,,,,0,739,,,,13.6,,,,,,,
1592740800,"Воскресенье, 21 июня
12:00 (UTC)",,19.0,,,,,,,,,,100.0,True,,южный,,,10.0,,,,,,,,,,,0,740,,,,13.1,,,,,,,
1592751600,"Воскресенье, 21 июня
15:00 (UTC)",,17.0,,,,,,,,,,100.0,,,южный,,,10.0,,True,,,,,,,,,0,739,,,,14.3,,,,,,,
1592762400,"Воскресенье, 21 июня
18:00 (UTC)",,17.0,True,,,,,,,,,100.0,,,южный,,,13.0,,,,,,,,,,,0,738,,,,14.9,,,,,,,
1592773200,"Воскресенье, 21 июня
21:00 (UTC)",,18.0,True,,,,,,,,,100.0,,13.1,юго-восточный,,,8.0,,,11,,,,24,,,,0,739,,,,14.2,,,,,,,
1592784000,"Понедельник, 22 июня
00:00 (UTC)",,11.0,,,,,,,,,,100.0,,,южный,,,6.0,True,,,,,,,,,,0,740,,,,14.4,,,,,,,
1592794800,"Понедельник, 22 июня
03:00 (UTC)",,10.0,,,,,,,,,,100.0,True,,южный,,,4.0,,,,,,,,,,,0,741,,,,15.7,,,,,,,
1592805600,"Понедельник, 22 июня
06:00 (UTC)",,,,,,,,,,,,100.0,True,,юго-восточный,,,4.0,,,,,,,,,,,0,741,,,,16.3,,,,,,,
1592816400,"Понедельник, 22 июня
09:00 (UTC)",,,,,,,,,,,,100.0,,,юго-восточный,,16.5,5.0,,,2,,,,,,,True,0,742,,,,16.3,,,,,,,
1592827200,"Понедельник, 22 июня
12:00 (UTC)",,,,,,,,,,,,100.0,,,юго-восточный,,,6.0,,,,,,,,,,True,0,742,,,,15.2,,,,,,,
1592838000,"Понедельник, 22 июня
15:00 (UTC)",,,,,,,,,,,,100.0,,,южный,,,5.0,,,,,,True,,,,,0,743,,,,15.2,,,,,,,
1592848800,"Понедельник, 22 июня
18:00 (UTC)",,,,,,,,,,,,100.0,True,,южный,,,6.0,,,,,,,,,,,0,742,,,,14.9,,,,,,,
1592859600,"Понедельник, 22 июня
21:00 (UTC)",,12.0,,,,,,,,,,100.0,True,14.7,южный,,,7.0,,,2,,,,3,,,,0,743,,,,14.8,,,,,,,
1592870400,"Вторник, 23 июня
00:00 (UTC)",,16.0,,,,,,,,,,100.0,,14.4,южный,,,11.0,,,,,,,,,,True,0,743,,,,14.4,,,,,,,
1592881200,"Вторник, 23 июня
03:00 (UTC)",,16.0,,,,,,,,,,100.0,,,южный,,,9.0,,,,,,,,,,,50,743,,,,14.6,,,True,,10.0,,
