timestamp,date,Гроза слабая или умеренная (возможен дождь или снег),"Порывы, м/с","Осадки за 12 часов, мм",Количество облаков увеличилось,Ливневый дождь,"Осадки за 24 часа, мм",Количество облаков уменьшилось,Дымка (видимость больше 1 км),Ливневой дождь слабый,"Горизонтальная видимость, км","Атмосферное давление на уровне станции, мм рт.ст.",Туман начался (усилился). Небо не видно,Ливневой дождь умеренный или сильный,"Гроза, но без осадков","Температура воздуха, °C","Относительная влажность, %",Снег слабый непрерывный,"Минимальная температура, °C",Количество облаков не изменилось,Направление ветра,Балл общей облачности,Гроза,Ливневой снег слабый,"Максимальная температура, °C","Средняя скорость ветра, м/с",Туман ослабел (небо не видно),Туман без изменений (небо не видно),Морось (незамерзающая) слабая непрерывная
1591758000,"Среда, 10 июня
03:00 (UTC)",,,0,,,0,,,,10,742,,,,19.7,80.2,,18.2,,восточный,6.0,,,,3.0,,,
1591768800,"Среда, 10 июня
06:00 (UTC)",,,0,,,,,,,10,742,,,,25.0,55.9,,18.2,,восточный,0.0,,,,3.0,,,
1591779600,"Среда, 10 июня
09:00 (UTC)",,,,,,,,,,10,742,,,,29.2,44.5,,,,юго-восточный,1.0,,,,4.0,,,
1591790400,"Среда, 10 июня
12:00 (UTC)",,,,,,,,,,10,742,,,,30.3,35.1,,,,восточный,2.0,,,,6.0,,,
1591801200,"Среда, 10 июня
15:00 (UTC)",,,0,,,,,,,10,741,,,,29.7,35.9,,,,восточный,1.0,,,,4.0,,,
1591812000,"Среда, 10 июня
18:00 (UTC)",,,0,,,,,,,10,741,,,,25.2,59.7,,,,восточный,2.0,,,30.7,3.0,,,
1591822800,"Среда, 10 июня
21:00 (UTC)",,,,,,,,,,10,741,,,,22.4,73.3,,,,восточный,0.0,,,,3.0,,,
1591833600,"Четверг, 11 июня
00:00 (UTC)",,,,,,,,,,10,741,,,,21.9,68.3,,,,восточный,0.0,,,,5.0,,,
1591844400,"Четверг, 11 июня
03:00 (UTC)",,,0,,,0,,,,10,741,,,,19.6,75.7,,18.6,,северо-восточный,0.0,,,,3.0,,,
1591855200,"Четверг, 11 июня
06:00 (UTC)",,,0,,,,,,,10,741,,,,24.6,56.9,,18.6,,восточный,5.0,,,,5.0,,,
1591866000,"Четверг, 11 июня
09:00 (UTC)",,10.0,,,,,,,,10,741,,,,29.2,41.5,,,,восточный,6.0,,,,8.0,,,
1591876800,"Четверг, 11 июня
12:00 (UTC)",,12.0,,,,,,,,10,740,,,,30.9,34.4,,,,восточный,6.0,,,,6.0,,,
1591887600,"Четверг, 11 июня
15:00 (UTC)",,11.0,0,,,,,,,10,739,,,,29.6,40.3,,,,восточный,1.0,,,,6.0,,,
1591898400,"Четверг, 11 июня
18:00 (UTC)",,,0,,,,,,,10,738,,,,24.8,57.3,,,,северо-восточный,0.0,,,30.9,3.0,,,
1591909200,"Четверг, 11 июня
21:00 (UTC)",,,,,,,,,,10,738,,,,21.8,69.2,,,,северо-восточный,0.0,,,,4.0,,,
1591920000,"Пятница, 12 июня
00:00 (UTC)",,,,,,,,,,10,738,,,,20.5,71.2,,,,северо-восточный,0.0,,,,4.0,,,
1591930800,"Пятница, 12 июня
03:00 (UTC)",,,0,,,0,,,,10,737,,,,20.6,65.4,,20.0,,восточный,7.0,,,,5.0,,,
1591941600,"Пятница, 12 июня
06:00 (UTC)",,,0,,,,,,,10,737,,,,25.5,55.3,,20.0,,восточный,5.0,,,,5.0,,,
1591952400,"Пятница, 12 июня
09:00 (UTC)",,10.0,,,,,,,,10,737,,,,29.9,40.1,,,,восточный,6.0,,,,6.0,,,
1591963200,"Пятница, 12 июня
12:00 (UTC)",,11.0,,,,,,,,10,737,,,,31.2,35.4,,,,восточный,6.0,,,,7.0,,,
1591974000,"Пятница, 12 июня
15:00 (UTC)",,12.0,0,,,,,,,10,736,,,,30.2,35.1,,,,восточный,6.0,,,,5.0,,,
1591984800,"Пятница, 12 июня
18:00 (UTC)",,,0,,,,,,,10,736,,,,24.6,52.0,,,,северо-восточный,5.0,,,31.3,3.0,,,
1591995600,"Пятница, 12 июня
21:00 (UTC)",,,,,,,,,,10,736,,,,22.6,51.1,,,,восточный,5.0,,,,3.0,,,
1592006400,"Суббота, 13 июня
00:00 (UTC)",,,,,,,,,,10,735,,,,20.8,61.4,,,,восточный,5.0,,,,3.0,,,
1592017200,"Суббота, 13 июня
03:00 (UTC)",,,0,,,0,,,,10,735,,,,21.1,67.7,,19.5,,северо-восточный,7.0,,,,3.0,,,
1592028000,"Суббота, 13 июня
06:00 (UTC)",,,0,,,,,,,10,735,,,,24.4,58.3,,19.5,,восточный,7.0,,,,4.0,,,
1592038800,"Суббота, 13 июня
09:00 (UTC)",,,,,,,,,,10,735,,,,26.1,56.9,,,,северо-восточный,9.0,,,,6.0,,,
1592049600,"Суббота, 13 июня
12:00 (UTC)",,14.0,,,,,,,,10,735,,,,27.5,60.9,,,,северо-восточный,2.0,,,,8.0,,,
1592060400,"Суббота, 13 июня
15:00 (UTC)",,14.0,0,,,,,,,10,735,,,,26.0,66.2,,,,северо-восточный,0.0,,,,10.0,,,
1592071200,"Суббота, 13 июня
18:00 (UTC)",,14.0,0,,,,,,,10,736,,,,22.2,73.3,,,,северо-восточный,4.0,,,28.0,6.0,,,
1592082000,"Суббота, 13 июня
21:00 (UTC)",,12.0,,,,,,,,10,735,,,,21.0,73.1,,,,северо-восточный,6.0,,,,5.0,,,
1592092800,"Воскресенье, 14 июня
00:00 (UTC)",,,,,,,,,,10,736,,,,19.5,78.2,,,,восточный,7.0,,,,6.0,,,
1592103600,"Воскресенье, 14 июня
03:00 (UTC)",,11.0,0,,,0,,,,10,737,,,,18.3,83.2,,18.1,,восточный,9.0,,,,6.0,,,
1592114400,"Воскресенье, 14 июня
06:00 (UTC)",,12.0,0,,,,,,,10,738,,,,20.9,62.2,,18.1,,восточный,6.0,,,,8.0,,,
1592125200,"Воскресенье, 14 июня
09:00 (UTC)",,12.0,,,,,,,,10,739,,,,24.6,53.4,,,,юго-восточный,6.0,,,,6.0,,,
1592136000,"Воскресенье, 14 июня
12:00 (UTC)",,,,,,,,,,10,739,,,,26.0,51.0,,,,восточный,4.0,,,,5.0,,,
1592146800,"Воскресенье, 14 июня
15:00 (UTC)",,,0,,,,,,,10,739,,,,25.6,51.3,,,,восточный,4.0,,,,4.0,,,
1592157600,"Воскресенье, 14 июня
18:00 (UTC)",,,0,,,,,,,10,740,,,,22.3,73.3,,,,северо-восточный,4.0,,,26.6,3.0,,,
1592168400,"Воскресенье, 14 июня
21:00 (UTC)",,14.0,,,,,,,,10,740,,,True,21.8,69.2,,,,юго-восточный,7.0,,,,9.0,,,
1592179200,"Понедельник, 15 июня
00:00 (UTC)",,15.0,,,,,True,,,10,740,,,,17.7,84.7,,,,восточный,6.0,,,,6.0,,,
1592190000,"Понедельник, 15 июня
03:00 (UTC)",,10.0,1,,,1,,,,10,742,,,,17.6,75.9,,17.5,,восточный,7.0,,,,4.0,,,
1592200800,"Понедельник, 15 июня
06:00 (UTC)",,,1,,,,,,,10,742,,,,21.0,49.0,,17.5,,восточный,6.0,,,,5.0,,,
1592211600,"Понедельник, 15 июня
09:00 (UTC)",,,,,,,,,,10,743,,,,21.6,48.6,,,,восточный,9.0,,,,6.0,,,
1592222400,"Понедельник, 15 июня
12:00 (UTC)",,10.0,,,,,,,,10,742,,,,26.4,38.9,,,,восточный,2.0,,,,7.0,,,
1592233200,"Понедельник, 15 июня
15:00 (UTC)",,11.0,0,,,,,,,10,741,,,,26.8,40.0,,,,восточный,4.0,,,,6.0,,,
1592244000,"Понедельник, 15 июня
18:00 (UTC)",,,0,,,,,,,10,741,,,,23.5,50.7,,,,восточный,4.0,,,27.8,5.0,,,
1592254800,"Понедельник, 15 июня
21:00 (UTC)",,,,,,,,,,10,742,,,,20.0,60.0,,,,восточный,4.0,,,,3.0,,,
1592265600,"Вторник, 16 июня
00:00 (UTC)",,,,,,,,,,10,742,,,,19.4,55.2,,,,восточный,6.0,,,,4.0,,,
1592276400,"Вторник, 16 июня
03:00 (UTC)",,,0,,,0,,,,10,742,,,,19.4,49.6,,18.3,,восточный,7.0,,,,3.0,,,
1592287200,"Вторник, 16 июня
06:00 (UTC)",,,0,,,,,,,10,742,,,,21.3,41.2,,18.3,,восточный,4.0,,,,5.0,,,
1592298000,"Вторник, 16 июня
09:00 (UTC)",,11.0,,,,,,,,10,742,,,,27.0,34.0,,,,восточный,4.0,,,,8.0,,,
1592308800,"Вторник, 16 июня
12:00 (UTC)",,12.0,,,,,,,,10,741,,,,28.7,25.1,,,,восточный,5.0,,,,8.0,,,
1592319600,"Вторник, 16 июня
15:00 (UTC)",,13.0,0,,,,,,,10,741,,,,28.2,25.3,,,,восточный,2.0,,,,6.0,,,
1592330400,"Вторник, 16 июня
18:00 (UTC)",,11.0,0,,,,,,,10,741,,,,22.6,29.7,,,,восточный,2.0,,,29.1,4.0,,,
1592341200,"Вторник, 16 июня
21:00 (UTC)",,,,,,,,,,10,741,,,,20.2,30.5,,,,восточный,0.0,,,,4.0,,,
1592352000,"Среда, 17 июня
00:00 (UTC)",,,,,,,,,,10,741,,,,17.1,40.6,,,,восточный,4.0,,,,3.0,,,
1592362800,"Среда, 17 июня
03:00 (UTC)",,,0,,,0,,,,10,741,,,,16.9,45.3,,15.9,,восточный,2.0,,,,4.0,,,
1592373600,"Среда, 17 июня
06:00 (UTC)",,,0,,,,,,,10,741,,,,23.8,39.7,,15.9,,восточный,1.0,,,,5.0,,,
1592384400,"Среда, 17 июня
09:00 (UTC)",,10.0,,,,,,,,10,741,,,,28.3,30.2,,,,восточный,2.0,,,,6.0,,,
1592395200,"Среда, 17 июня
12:00 (UTC)",,13.0,,,,,,,,10,740,,,,30.4,26.8,,,,восточный,1.0,,,,7.0,,,
1592406000,"Среда, 17 июня
15:00 (UTC)",,12.0,0,,,,,,,10,740,,,,28.4,32.1,,,,юго-восточный,6.0,,,,6.0,,,
1592416800,"Среда, 17 июня
18:00 (UTC)",,,0,,,,,,,10,740,,,,23.4,50.0,,,,юго-восточный,5.0,,,30.6,2.0,,,
1592427600,"Среда, 17 июня
21:00 (UTC)",,,,,,,,,,10,741,,,,21.8,44.8,,,,восточный,5.0,,,,2.0,,,
1592438400,"Четверг, 18 июня
00:00 (UTC)",,,,,,,,,,10,741,,,,18.4,55.4,,,,восточный,5.0,,,,3.0,,,
1592449200,"Четверг, 18 июня
03:00 (UTC)",,,0,,,0,,,,10,740,,,,18.8,52.6,,17.5,,восточный,2.0,,,,3.0,,,
1592460000,"Четверг, 18 июня
06:00 (UTC)",,,0,,,,,,,10,741,,,,24.4,34.1,,17.5,,юго-восточный,0.0,,,,3.0,,,
1592470800,"Четверг, 18 июня
09:00 (UTC)",,,,,,,,,,10,741,,,,28.8,28.2,,,,северо-восточный,4.0,,,,3.0,,,
1592481600,"Четверг, 18 июня
12:00 (UTC)",,11.0,,,,,,,,10,740,,,,30.2,18.4,,,,восточный,6.0,,,,5.0,,,
1592492400,"Четверг, 18 июня
15:00 (UTC)",,10.0,0,,,,,,,10,740,,,,30.0,21.7,,,,восточный,6.0,,,,6.0,,,
1592503200,"Четверг, 18 июня
18:00 (UTC)",,,0,,,,,,,10,740,,,,26.3,32.2,,,,юго-западный,7.0,,,31.5,3.0,,,
1592514000,"Четверг, 18 июня
21:00 (UTC)",,,,,,,,,,10,740,,,,22.4,52.4,,,,северо-восточный,7.0,,,,3.0,,,
1592524800,"Пятница, 19 июня
00:00 (UTC)",,,,,,,,,,10,740,,,,20.3,63.3,,,,северо-восточный,6.0,,,,3.0,,,
1592535600,"Пятница, 19 июня
03:00 (UTC)",,,0,,,0,,,,10,740,,,,20.1,64.5,,19.4,,северо-восточный,7.0,,,,3.0,,,
1592546400,"Пятница, 19 июня
06:00 (UTC)",,,0,,,,,,,10,740,,,,25.4,48.3,,19.4,,восточный,7.0,,,,5.0,,,
1592557200,"Пятница, 19 июня
09:00 (UTC)",,10.0,,,,,,,,10,740,,,,29.7,33.8,,,,восточный,7.0,,,,6.0,,,
1592568000,"Пятница, 19 июня
12:00 (UTC)",,10.0,,,,,,,,10,739,,,,30.1,32.4,,,,восточный,7.0,,,,7.0,,,
1592578800,"Пятница, 19 июня
15:00 (UTC)",,12.0,0,,,,,,,10,739,,,,27.8,41.4,,,,юго-восточный,9.0,,,,7.0,,,
1592589600,"Пятница, 19 июня
18:00 (UTC)",True,15.0,10,,,,,,,10,740,,,,18.3,76.5,,,,северо-восточный,10.0,,,30.6,4.0,,,
1592600400,"Пятница, 19 июня
21:00 (UTC)",,,,,,,True,,,10,739,,,,18.1,77.5,,,,северо-восточный,5.0,,,,4.0,,,
1592611200,"Суббота, 20 июня
00:00 (UTC)",,,,,,,True,,,10,739,,,,17.8,73.5,,,,северо-восточный,6.0,,,,3.0,,,
1592622000,"Суббота, 20 июня
03:00 (UTC)",,,10,,,10,,,,10,738,,,,18.6,73.1,,17.1,,северо-восточный,7.0,,,,4.0,,,
1592632800,"Суббота, 20 июня
06:00 (UTC)",,,менее 0.1,,,,,,,10,738,,,,20.8,75.0,,17.1,,северо-восточный,9.0,,,,4.0,,,
1592643600,"Суббота, 20 июня
09:00 (UTC)",,,,,,,,,,10,738,,,,25.6,57.2,,,,восточный,9.0,,,,4.0,,,
1592654400,"Суббота, 20 июня
12:00 (UTC)",,,,,,,,,,10,738,,,,28.1,49.3,,,,восточный,7.0,,,,3.0,,,
1592665200,"Суббота, 20 июня
15:00 (UTC)",,,0,,,,,,,10,737,,,,29.4,41.3,,,,восточный,7.0,,,,5.0,,,
1592676000,"Суббота, 20 июня
18:00 (UTC)",,,0,,,,,,,10,737,,,,24.4,54.0,,,,восточный,7.0,,,29.9,3.0,,,
1592686800,"Суббота, 20 июня
21:00 (UTC)",,,,,,,,,,10,737,,,,22.2,60.5,,,,северо-восточный,5.0,,,,3.0,,,
1592697600,"Воскресенье, 21 июня
00:00 (UTC)",,,,,,,,,,10,737,,,,20.9,68.1,,,,северо-восточный,5.0,,,,3.0,,,
1592708400,"Воскресенье, 21 июня
03:00 (UTC)",,,0,,,0,,,,10,736,,,,20.0,69.7,,19.7,,северо-восточный,9.0,,,,3.0,,,
1592719200,"Воскресенье, 21 июня
06:00 (UTC)",,,0,,,,,,,10,737,,,,21.8,68.3,,19.7,,северо-восточный,9.0,,,,3.0,,,
1592730000,"Воскресенье, 21 июня
09:00 (UTC)",,,,,,,,,,10,737,,,,24.6,64.2,,,,восточный,9.0,,,,4.0,,,
1592740800,"Воскресенье, 21 июня
12:00 (UTC)",,10.0,,,,,,,,10,737,,,,28.8,42.2,,,,северо-восточный,9.0,,,,6.0,,,
1592751600,"Воскресенье, 21 июня
15:00 (UTC)",,10.0,0,,,,,,,10,736,,,,29.1,35.2,,,,восточный,2.0,,,,6.0,,,
1592762400,"Воскресенье, 21 июня
18:00 (UTC)",,,0,,,,,,,10,736,,,,24.6,48.7,,,,северо-восточный,7.0,,,30.6,3.0,,,
1592773200,"Воскресенье, 21 июня
21:00 (UTC)",,,,,,,,,,10,738,,,,22.2,56.7,,,,северо-восточный,6.0,,,,5.0,,,
1592784000,"Понедельник, 22 июня
00:00 (UTC)",,,,,,,,,,10,738,,,,20.4,60.1,,,,восточный,7.0,,,,4.0,,,
1592794800,"Понедельник, 22 июня
03:00 (UTC)",,,0,,,0,,,,10,738,,,,19.3,65.6,,19.3,,восточный,7.0,,,,6.0,,,
1592805600,"Понедельник, 22 июня
06:00 (UTC)",,11.0,0,,,,,,,10,738,,,,23.0,58.4,,19.0,,восточный,7.0,,,,5.0,,,
1592816400,"Понедельник, 22 июня
09:00 (UTC)",,12.0,,,,,,,,10,739,,,,27.4,60.5,,,,юго-восточный,7.0,,,,8.0,,,
1592827200,"Понедельник, 22 июня
12:00 (UTC)",,10.0,,,,,,,,10,739,,,,27.0,42.0,,,,юго-восточный,7.0,,,,5.0,,,
1592838000,"Понедельник, 22 июня
15:00 (UTC)",,11.0,менее 0.1,,,,,,True,10,740,,,,19.3,73.7,,,,восточный,9.0,,,,6.0,,,
1592848800,"Понедельник, 22 июня
18:00 (UTC)",,,менее 0.1,,,,,,,10,740,,,,19.5,81.2,,,True,восточный,9.0,,,28.2,5.0,,,
1592859600,"Понедельник, 22 июня
21:00 (UTC)",,,,,,,,,,10,740,,,,18.4,84.3,,,,северо-восточный,9.0,,,,3.0,,,
1592870400,"Вторник, 23 июня
00:00 (UTC)",,,,,,,,,,10,740,,,,17.9,75.4,,,,восточный,7.0,,,,3.0,,,
1592881200,"Вторник, 23 июня
03:00 (UTC)",,,менее 0.1,,,менее 0.1,,,,10,740,,,,18.2,71.7,,17.6,,восточный,7.0,,,,3.0,,,
1592892000,"Вторник, 23 июня
06:00 (UTC)",,,0,,,,,,,10,740,,,,22.0,52.0,,17.6,,юго-восточный,2.0,,,,3.0,,,
1592902800,"Вторник, 23 июня
09:00 (UTC)",,,,,,,,,,10,740,,,,25.6,49.3,,,,южный,6.0,,,,3.0,,,
1592913600,"Вторник, 23 июня
12:00 (UTC)",,,,,,,,,,10,739,,,,29.7,32.5,,,,западный,7.0,,,,2.0,,,
1592924400,"Вторник, 23 июня
15:00 (UTC)",,,0,,,,,,,10,739,,,True,26.8,61.9,,,,северный,7.0,,,,5.0,,,
1592935200,"Вторник, 23 июня
18:00 (UTC)",,10.0,8,,True,,,,,10,741,,,,19.5,92.2,,,,северо-восточный,9.0,,,29.8,5.0,,,
1592946000,"Вторник, 23 июня
21:00 (UTC)",,,,,,,,,,10,741,,,,16.8,86.3,,,,северо-восточный,7.0,,,,3.0,,,
1592956800,"Среда, 24 июня
00:00 (UTC)",,10.0,,,,,,,,10,742,,,,14.8,89.6,,,,северо-восточный,5.0,,,,6.0,,,
1592967600,"Среда, 24 июня
03:00 (UTC)",,10.0,8,,,8,,,,10,743,,,,13.8,88.9,,13.8,,северо-восточный,7.0,,,,5.0,,,
1592978400,"Среда, 24 июня
06:00 (UTC)",,10.0,0,,,,,,,10,744,,,,15.9,72.2,,13.7,,северо-восточный,2.0,,,,6.0,,,
1592989200,"Среда, 24 июня
09:00 (UTC)",,12.0,,,,,,,,10,744,,,,20.9,50.7,,,,северо-восточный,2.0,,,,6.0,,,
1593000000,"Среда, 24 июня
12:00 (UTC)",,13.0,,,,,,,,10,744,,,,23.7,45.4,,,,северо-восточный,2.0,,,,6.0,,,
1593010800,"Среда, 24 июня
15:00 (UTC)",,12.0,0,,,,,,,10,744,,,,23.0,45.2,,,,северо-восточный,2.0,,,,6.0,,,
1593021600,"Среда, 24 июня
18:00 (UTC)",,10.0,0,,,,,,,10,745,,,,20.1,59.2,,,,северо-восточный,0.0,,,23.9,3.0,,,
1593032400,"Среда, 24 июня
21:00 (UTC)",,,,,,,,,,10,746,,,,17.3,67.4,,,,северный,0.0,,,,2.0,,,
1593043200,"Четверг, 25 июня
00:00 (UTC)",,,,,,,,,,10,746,,,,16.0,72.2,,,,северо-западный,0.0,,,,4.0,,,
1593054000,"Четверг, 25 июня
03:00 (UTC)",,,0,,,0,,,,10,747,,,,15.9,72.2,,15.6,,северный,0.0,,,,4.0,,,
1593064800,"Четверг, 25 июня
06:00 (UTC)",,,0,,,,,,,10,748,,,,19.5,48.6,,15.6,,северо-восточный,0.0,,,,5.0,,,
1593075600,"Четверг, 25 июня
09:00 (UTC)",,11.0,,,,,,,,10,749,,,,22.6,33.6,,,,северо-восточный,2.0,,,,6.0,,,
1593086400,"Четверг, 25 июня
12:00 (UTC)",,11.0,,,,,,,,10,749,,,,24.3,28.3,,,,северо-восточный,6.0,,,,5.0,,,
1593097200,"Четверг, 25 июня
15:00 (UTC)",,10.0,0,,,,,,,10,749,,,,23.7,33.5,,,,северо-восточный,5.0,,,,4.0,,,
1593108000,"Четверг, 25 июня
18:00 (UTC)",,,0,,,,,,,10,749,,,,20.5,45.1,,,,северный,7.0,,,24.7,3.0,,,
1593118800,"Четверг, 25 июня
21:00 (UTC)",,,,,,,,,,10,749,,,,18.2,52.4,,,,северо-западный,7.0,,,,1.0,,,
1593129600,"Пятница, 26 июня
00:00 (UTC)",,,,,,,,,,10,749,,,,16.3,64.9,,,,западный,2.0,,,,3.0,,,
1593140400,"Пятница, 26 июня
03:00 (UTC)",,,0,,,0,,,,10,749,,,,16.3,65.4,,14.7,,западный,0.0,,,,3.0,,,
1593151200,"Пятница, 26 июня
06:00 (UTC)",,,0,,,,,,,10,748,,,,23.1,46.1,,14.7,,северо-западный,0.0,,,,4.0,,,
1593162000,"Пятница, 26 июня
09:00 (UTC)",,,,,,,,,,10,748,,,,27.3,36.2,,,,северо-восточный,2.0,,,,5.0,,,
1593172800,"Пятница, 26 июня
12:00 (UTC)",,10.0,,,,,,,,10,748,,,,28.6,28.1,,,,северный,6.0,,,,6.0,,,
1593183600,"Пятница, 26 июня
15:00 (UTC)",,10.0,0,,,,,,,10,747,,,,27.4,37.9,,,,северо-восточный,7.0,,,,5.0,,,
1593194400,"Пятница, 26 июня
18:00 (UTC)",,11.0,1,,,,True,,,10,747,,,,21.9,71.0,,,,северо-восточный,0.0,,,28.7,3.0,,,
1593205200,"Пятница, 26 июня
21:00 (UTC)",,,,,,,,,,10,747,,,,19.3,71.9,,,,северо-восточный,0.0,,,,2.0,,,
1593216000,"Суббота, 27 июня
00:00 (UTC)",,,,,,,,,,10,747,,,,16.6,77.2,,,,северо-восточный,0.0,,,,1.0,,,
1593226800,"Суббота, 27 июня
03:00 (UTC)",,,1,,,1,,,,10,747,,,,15.7,84.0,,14.8,,северо-восточный,0.0,,,,2.0,,,
1593237600,"Суббота, 27 июня
06:00 (UTC)",,,0,,,,,,,10,747,,,,21.6,56.5,,14.8,,юго-восточный,2.0,,,,1.0,,,
1593248400,"Суббота, 27 июня
09:00 (UTC)",,,,,,,,,,10,746,,,,24.8,46.3,,,,северо-восточный,2.0,,,,3.0,,,
1593259200,"Суббота, 27 июня
12:00 (UTC)",,,,,,,,,,10,745,,,,27.8,35.1,,,,северный,1.0,,,,2.0,,,
1593270000,"Суббота, 27 июня
15:00 (UTC)",,,0,,,,,,,10,744,,,,27.3,38.4,,,,северный,1.0,,,,2.0,,,
1593280800,"Суббота, 27 июня
18:00 (UTC)",,,0,,,,,,,10,743,,,,24.4,48.3,,,,,1.0,,,28.1,,,,
1593291600,"Суббота, 27 июня
21:00 (UTC)",,,,,,,,,,10,743,,,,22.5,56.0,,,,,0.0,,,,,,,
1593302400,"Воскресенье, 28 июня
00:00 (UTC)",,,,,,,,,,10,742,,,,20.7,67.2,,,,юго-западный,0.0,,,,3.0,,,
1593313200,"Воскресенье, 28 июня
03:00 (UTC)",,,0,,,0,,,,10,742,,,,19.8,73.4,,19.7,,западный,9.0,,,,3.0,,,
1593324000,"Воскресенье, 28 июня
06:00 (UTC)",,,0,,,,,,,10,741,,,,24.4,56.9,,19.7,,юго-западный,9.0,,,,2.0,,,
1593334800,"Воскресенье, 28 июня
09:00 (UTC)",,,,,,,,,,10,741,,,,28.8,25.8,,,,западный,9.0,,,,5.0,,,
1593345600,"Воскресенье, 28 июня
12:00 (UTC)",,10.0,,,,,,,,10,739,,,,29.0,33.8,,,,юго-западный,9.0,,,,7.0,,,
1593356400,"Воскресенье, 28 июня
15:00 (UTC)",,10.0,0,,,,,,,10,738,,,,28.7,33.1,,,,западный,9.0,,,,4.0,,,
1593367200,"Воскресенье, 28 июня
18:00 (UTC)",,,0,,,,,,,10,737,,,,25.0,44.0,,,,южный,9.0,,,30.0,2.0,,,
1593378000,"Воскресенье, 28 июня
21:00 (UTC)",True,19.0,,,,,,,,4,737,,,,17.7,88.1,,,,,10.0,,,,,,,
1593388800,"Понедельник, 29 июня
00:00 (UTC)",,,,,,,True,,,10,735,,,,17.6,89.8,,,,южный,7.0,,,,1.0,,,
1593399600,"Понедельник, 29 июня
03:00 (UTC)",,,13,,,13,,,,10,735,,,,17.6,89.8,,17.2,,западный,7.0,,,,5.0,,,
1593410400,"Понедельник, 29 июня
06:00 (UTC)",,,13,,,,True,,,10,735,,,,19.1,86.5,,17.2,,северный,9.0,,,,3.0,,,
1593421200,"Понедельник, 29 июня
09:00 (UTC)",,,,,,,,,,10,735,,,,22.4,66.2,,,,восточный,6.0,,,,2.0,,,
1593432000,"Понедельник, 29 июня
12:00 (UTC)",,,,,,,,,,10,735,,,,23.7,61.6,,,,северный,7.0,,,,3.0,,,
1593442800,"Понедельник, 29 июня
15:00 (UTC)",,,менее 0.1,,,,,,,10,735,,,,25.0,58.1,,,,северный,4.0,,,,4.0,,,
1593453600,"Понедельник, 29 июня
18:00 (UTC)",,,0,,,,,,,10,736,,,,21.6,70.0,,,,северо-восточный,2.0,,,25.5,2.0,,,
1593464400,"Понедельник, 29 июня
21:00 (UTC)",,,,,,,,,,10,737,,,,18.6,80.1,,,,северо-восточный,0.0,,,,2.0,,,
1593475200,"Вторник, 30 июня
00:00 (UTC)",,,,,,,,,,10,737,,,,16.6,86.3,,,,северо-восточный,0.0,,,,3.0,,,
1593486000,"Вторник, 30 июня
03:00 (UTC)",,,0,,,менее 0.1,,,,10,737,,,,16.5,83.0,,15.2,,северо-восточный,0.0,,,,2.0,,,
1593496800,"Вторник, 30 июня
06:00 (UTC)",,,0,,,,,,,10,737,,,,22.0,68.8,,15.2,,юго-восточный,0.0,,,,3.0,,,
1593507600,"Вторник, 30 июня
09:00 (UTC)",,,,,,,,,,10,737,,,,25.9,50.4,,,,юго-восточный,6.0,,,,4.0,,,
1593518400,"Вторник, 30 июня
12:00 (UTC)",,,,,,,,,,10,737,,,,26.7,48.0,,,,юго-восточный,6.0,,,,4.0,,,
1593529200,"Вторник, 30 июня
15:00 (UTC)",,,0,,,,,,,10,736,,,,27.9,38.0,,,,южный,4.0,,,,4.0,,,
1593540000,"Вторник, 30 июня
18:00 (UTC)",,,0,,,,,,,10,736,,,,25.3,50.2,,,,южный,9.0,,,28.1,3.0,,,
1593550800,"Вторник, 30 июня
21:00 (UTC)",,10.0,,,,,,,True,4,737,,,,19.4,89.9,,,,западный,10.0,,,,4.0,,,
1593561600,"Среда, 1 июля
00:00 (UTC)",,,,,,,,True,,4,737,,,,19.0,93.3,,,,северо-западный,10.0,,,,2.0,,,
1593572400,"Среда, 1 июля
03:00 (UTC)",,,0.8,,,0.8,,,,10,738,,,,18.8,91.6,,18.6,,северо-западный,9.0,,,,4.0,,,
1593583200,"Среда, 1 июля
06:00 (UTC)",,,0.8,,,,,,,10,739,,,,20.2,76.8,,18.6,,северо-западный,6.0,,,,6.0,,,
1593594000,"Среда, 1 июля
09:00 (UTC)",,,,,,,,,,10,740,,,,23.4,49.4,,,,северо-западный,6.0,,,,5.0,,,
1593604800,"Среда, 1 июля
12:00 (UTC)",,10.0,,,,,,,,10,740,,,,24.8,38.4,,,,западный,6.0,,,,6.0,,,
1593615600,"Среда, 1 июля
15:00 (UTC)",,10.0,0,,,,,,,10,740,,,,24.9,38.2,,,,северо-западный,5.0,,,,5.0,,,
1593626400,"Среда, 1 июля
18:00 (UTC)",,,0,,,,,,,10,740,,,,22.4,48.1,,,,северо-западный,2.0,,,25.4,2.0,,,
