timestamp,date,Гроза слабая или умеренная (возможен дождь или снег),"Порывы, м/с",Дождь (незамерзающий) слабый непрерывный,Туман (видимость менее 1 км),Ливневой дождь со снегом слабый,Ливневый дождь со снегом,Ливневый дождь,Количество облаков уменьшилось,Дождь (незамерзающий) умеренный непрерывный,"Гроза, но без осадков","Относительная влажность, %",Морось (незамерзающая) слабая непрерывная,Поземные туманы сплошным слоем (высота меньше 2 м от поверхности земли),"Минимальная температура, °C",Град,Направление ветра,Гроза,"Максимальная температура, °C","Средняя скорость ветра, м/с",Дождь (незамерзающий),Ливневой снег умеренный или сильный,Зарница,"Осадки за 12 часов, мм",Туман начался (усилился). Небо видно,"Высота снежного покрова, см",Количество облаков увеличилось,"Осадки за 24 часа, мм",Дымка (видимость больше 1 км),Ливневой дождь слабый,Туман без изменений (небо не видно),Снежная крупа (возможно с дождем) слабая,"Горизонтальная видимость, км","Атмосферное давление на уровне станции, мм рт.ст.",Ливневой дождь умеренный или сильный,Туман начался (усилился). Небо не видно,"Температура воздуха, °C","Гроза, дождь слабый",Количество облаков не изменилось,"Поземные туманы клочками, полосами(высота меньше 2 м от поверхности земли)",Балл общей облачности,Ливневой снег слабый
1596632400,"Среда, 5 августа
13:00 (UTC)",,,,,,,,,,,49.3,,,,,южный,,,1,,,,,,,,,,,,,,742,,,26.6,,,,,
1596636000,"Среда, 5 августа
14:00 (UTC)",,,,,,,,,,,49.5,,,,,южный,,,1,,,,,,,,,,,,,,742,,,26.3,,,,,
1596639600,"Среда, 5 августа
15:00 (UTC)",,,,,,,,,,,51.6,,,,,южный,,,1,,,,0,,,,,,,,,10.0,742,,,27.0,,,,10.0,
1596643200,"Среда, 5 августа
16:00 (UTC)",,,,,,,,,,,64.4,,,,,,,,0,,,,,,,,,,,,,,743,,,25.4,,,,,
1596646800,"Среда, 5 августа
17:00 (UTC)",,,,,,,,,,,81.0,,,,,,,,0,,,,,,,,,,,,,,743,,,21.6,,,,,
1596650400,"Среда, 5 августа
18:00 (UTC)",,,,,,,,,,,85.0,,,,,западный,,27.3,1,,,,0,,,,,,,,,10.0,743,,,19.7,,,,9.0,
1596654000,"Среда, 5 августа
19:00 (UTC)",,,,,,,,,,,88.2,,,,,западный,,,1,,,,,,,,,,,,,,744,,,19.0,,,,,
1596657600,"Среда, 5 августа
20:00 (UTC)",,,,,,,,,,,85.4,,,,,северо-западный,,,1,,,,,,,,,,,,,,744,,,19.0,,,,,
1596661200,"Среда, 5 августа
21:00 (UTC)",,,,,,,,,,,87.6,,,,,северо-западный,,,1,,,,,,,,,,,,,10.0,744,,,19.1,,,,9.0,
1596664800,"Среда, 5 августа
22:00 (UTC)",,,,,,,,,,,90.4,,,,,северо-западный,,,1,,,,,,,,,,,,,,744,,,18.5,,,,,
1596668400,"Среда, 5 августа
23:00 (UTC)",,,,,,,,,,,91.5,,,,,северо-западный,,,1,,,,,,,,,,,,,,744,,,18.2,,,,,
1596672000,"Четверг, 6 августа
00:00 (UTC)",,,,,,,,,,,92.7,,,,,северо-западный,,,1,,,,,,,,,,,,,10.0,745,,,17.6,,,,0.0,
1596675600,"Четверг, 6 августа
01:00 (UTC)",,,,,,,,,,,93.2,,,,,северо-западный,,,1,,,,,,,,,,,,,,745,,,17.0,,,,,
1596679200,"Четверг, 6 августа
02:00 (UTC)",,,,,,,,,,,94.4,,,,,,,,0,,,,,,,,,,,,,,745,,,16.6,,,,,
1596682800,"Четверг, 6 августа
03:00 (UTC)",,,,,,,,,,,94.4,,,16.5,,северо-западный,,,1,,,,0,,,,0,,,,,10.0,745,,,16.8,,,,9.0,
1596686400,"Четверг, 6 августа
04:00 (UTC)",,,,,,,,,,,90.9,,,,,северо-западный,,,1,,,,,,,,,,,,,,746,,,17.7,,,,,
1596690000,"Четверг, 6 августа
05:00 (UTC)",,,,,,,,,,,92.1,,,,,,,,0,,,,,,,,,,,,,,746,,,17.6,,,,,
1596693600,"Четверг, 6 августа
06:00 (UTC)",,,,,,,True,,,,91.0,,,16.5,,,,,0,,,,2,,,,,,,,,10.0,746,,,18.6,,,,10.0,
1596697200,"Четверг, 6 августа
07:00 (UTC)",,,,,,,,,,,88.8,,,,,северный,,,1,,,,,,,,,,,,,,746,,,19.2,,,,,
1596700800,"Четверг, 6 августа
08:00 (UTC)",,,,,,,,,,,80.4,,,,,северо-восточный,,,1,,,,,,,,,,,,,,747,,,21.1,,,,,
1596704400,"Четверг, 6 августа
09:00 (UTC)",,,,,,,,,,,66.5,,,,,северо-восточный,,,1,,,,,,,,,,,,,20.0,747,,,23.7,,,,9.0,
1596708000,"Четверг, 6 августа
10:00 (UTC)",,,,,,,,,,,64.7,,,,,северный,,,1,,,,,,,,,,,,,,747,,,23.0,,,,,
1596711600,"Четверг, 6 августа
11:00 (UTC)",,,,,,,,,,,60.1,,,,,северный,,,1,,,,,,,,,,,,,,747,,,23.7,,,,,
1596715200,"Четверг, 6 августа
12:00 (UTC)",,,,,,,,,,,53.7,,,,,северо-западный,,,2,,,,,,,,,,,,,20.0,747,,,24.7,,,,7.0,
1596718800,"Четверг, 6 августа
13:00 (UTC)",,,,,,,,,,,53.2,,,,,северо-западный,,,1,,,,,,,,,,,,,,747,,,24.1,,,,,
1596722400,"Четверг, 6 августа
14:00 (UTC)",,,,,,,,,,,48.2,,,,,северо-западный,,,2,,,,,,,,,,,,,,747,,,25.1,,,,,
1596726000,"Четверг, 6 августа
15:00 (UTC)",,,,,,,,,,,47.9,,,,,северный,,,1,,,,2,,,,,,,,,20.0,747,,,25.1,,,,1.0,
1596729600,"Четверг, 6 августа
16:00 (UTC)",,,,,,,,,,,50.9,,,,,северный,,,1,,,,,,,,,,,,,,747,,,23.1,,,,,
1596733200,"Четверг, 6 августа
17:00 (UTC)",,,,,,,,,,,72.7,,,,,,,,0,,,,,,,,,,,,,,748,,,18.5,,,,,
1596736800,"Четверг, 6 августа
18:00 (UTC)",,,,,,,,,,,78.3,,,,,,,25.6,0,,,,0,,,,,,,,,10.0,748,,,16.6,,,,0.0,
1596740400,"Четверг, 6 августа
19:00 (UTC)",,,,,,,,,,,86.7,,,,,,,,0,,,,,,,,,,,,,,748,,,15.0,,,,,
1596744000,"Четверг, 6 августа
20:00 (UTC)",,,,,,,,,,,89.0,,,,,,,,0,,,,,,,,,,,,,,748,,,14.8,,,,,
1596747600,"Четверг, 6 августа
21:00 (UTC)",,,,,,,,,,,87.8,,,,,,,,0,,,,,,,,,,,,,10.0,748,,,14.7,,,,0.0,
1596751200,"Четверг, 6 августа
22:00 (UTC)",,,,,,,,,,,86.7,,,,,,,,0,,,,,,,,,,,,,,748,,,14.8,,,,,
1596754800,"Четверг, 6 августа
23:00 (UTC)",,,,,,,,,,,88.4,,,,,,,,0,,,,,,,,,,,,,,749,,,14.6,,,,,
1596758400,"Пятница, 7 августа
00:00 (UTC)",,,,,,,,,,,85.5,,,,,северный,,,1,,,,,,,,,,,,,10.0,749,,,14.8,,,,0.0,
1596762000,"Пятница, 7 августа
01:00 (UTC)",,,,,,,,,,,91.9,,,,,северо-западный,,,1,,,,,,,,,,,,,,749,,,13.6,,,,,
1596765600,"Пятница, 7 августа
02:00 (UTC)",,,,,,,,,,,93.0,,,,,,,,0,,,,,,,,,,,,,,749,,,13.0,,,,,
1596769200,"Пятница, 7 августа
03:00 (UTC)",,,,,,,,,,,94.3,,,12.4,,северо-западный,,,1,,,,0,,,,2,,,,,10.0,749,,,12.8,,,,0.0,
1596772800,"Пятница, 7 августа
04:00 (UTC)",,,,,,,,,,,79.3,,,,,,,,0,,,,,,,,,,,,,,749,,,16.4,,,,,
1596776400,"Пятница, 7 августа
05:00 (UTC)",,,,,,,,,,,67.7,,,,,северный,,,1,,,,,,,,,,,,,,749,,,19.0,,,,,
1596780000,"Пятница, 7 августа
06:00 (UTC)",,,,,,,,,,,60.2,,,12.4,,северный,,,1,,,,0,,,,,,,,,20.0,750,,,20.9,,,,0.0,
1596783600,"Пятница, 7 августа
07:00 (UTC)",,,,,,,,,,,57.8,,,,,северо-западный,,,1,,,,,,,,,,,,,,750,,,22.1,,,,,
1596787200,"Пятница, 7 августа
08:00 (UTC)",,,,,,,,,,,53.0,,,,,северный,,,2,,,,,,,,,,,,,,749,,,23.1,,,,,
1596790800,"Пятница, 7 августа
09:00 (UTC)",,,,,,,,,,,59.4,,,,,северо-западный,,,1,,,,,,,,,,,,,20.0,749,,,22.6,,,,2.0,
1596794400,"Пятница, 7 августа
10:00 (UTC)",,,,,,,,,,,57.0,,,,,северо-западный,,,1,,,,,,,,,,,,,,749,,,23.4,,,,,
1596798000,"Пятница, 7 августа
11:00 (UTC)",,,,,,,,,,,53.5,,,,,северный,,,2,,,,,,,,,,,,,,749,,,23.7,,,,,
1596801600,"Пятница, 7 августа
12:00 (UTC)",,,,,,,,,,,55.6,,,,,северный,,,1,,,,,,,,,,,,,20.0,749,,,23.9,,,,7.0,
1596805200,"Пятница, 7 августа
13:00 (UTC)",,,,,,,,,,,53.5,,,,,северный,,,1,,,,,,,,,,,,,,749,,,23.8,,,,,
1596808800,"Пятница, 7 августа
14:00 (UTC)",,,,,,,,,,,53.0,,,,,северный,,,1,,,,,,,,,,,,,,748,,,24.6,,,,,
1596812400,"Пятница, 7 августа
15:00 (UTC)",,,,,,,,,,,51.7,,,,,северо-восточный,,,1,,,,0,,,,,,,,,20.0,748,,,24.6,,,,2.0,
1596816000,"Пятница, 7 августа
16:00 (UTC)",,,,,,,,,,,56.6,,,,,северный,,,1,,,,,,,,,,,,,,748,,,23.2,,,,,
1596819600,"Пятница, 7 августа
17:00 (UTC)",,,,,,,,,,,70.2,,,,,,,,0,,,,,,,,,,,,,,748,,,20.2,,,,,
1596823200,"Пятница, 7 августа
18:00 (UTC)",,,,,,,,,,,84.2,,,,,,,25.3,0,,,,0,,,,,,,,,10.0,748,,,17.7,,,,1.0,
1596826800,"Пятница, 7 августа
19:00 (UTC)",,,,,,,,,,,90.3,,,,,,,,0,,,,,,,,,,,,,,748,,,16.6,,,,,
1596830400,"Пятница, 7 августа
20:00 (UTC)",,,,,,,,,,,88.6,,,,,,,,0,,,,,,,,,,,,,,748,,,17.3,,,,,
1596834000,"Пятница, 7 августа
21:00 (UTC)",,,,,,,,,,,87.5,,,,,,,,0,,,,,,,,,,,,,10.0,748,,,17.6,,,,10.0,
1596837600,"Пятница, 7 августа
22:00 (UTC)",,,,,,,,,,,90.3,,,,,,,,0,,,,,,,,,,,,,,748,,,16.8,,,,,
1596841200,"Пятница, 7 августа
23:00 (UTC)",,,,,,,,,,,90.8,,,,,,,,0,,,,,,,,,,,,,,748,,,16.5,,,,,
1596844800,"Суббота, 8 августа
00:00 (UTC)",,,,,,,,,,,92.6,,,,,,,,0,,,,,,,,,,,,,10.0,748,,,16.1,,,,10.0,
1596848400,"Суббота, 8 августа
01:00 (UTC)",,,,,,,,,,,92.0,,,,,,,,0,,,,,,,,,,,,,,748,,,16.4,,,,,
1596852000,"Суббота, 8 августа
02:00 (UTC)",,,,,,,,,,,92.6,,,,,,,,0,,,,,,,,,,,,,,748,,,16.4,,,,,
1596855600,"Суббота, 8 августа
03:00 (UTC)",,,,,,,,,,,93.2,,,16.1,,,,,0,,,,0,,,,0,,,,,10.0,748,,,16.4,,,,9.0,
1596859200,"Суббота, 8 августа
04:00 (UTC)",,,,,,,,,,,90.9,,,,,,,,0,,,,,,,,,,,,,,748,,,17.9,,,,,
1596862800,"Суббота, 8 августа
05:00 (UTC)",,,,,,,,,,,69.5,,,,,восточный,,,1,,,,,,,,,,,,,,748,,,21.1,,,,,
1596866400,"Суббота, 8 августа
06:00 (UTC)",,,,,,,,,,,65.7,,,16.1,,северо-восточный,,,1,,,,0,,,,,,,,,20.0,748,,,21.6,,,,4.0,
1596870000,"Суббота, 8 августа
07:00 (UTC)",,,,,,,,,,,58.0,,,,,северо-восточный,,,1,,,,,,,,,,,,,,748,,,22.9,,,,,
1596873600,"Суббота, 8 августа
08:00 (UTC)",,,,,,,,,,,54.2,,,,,северный,,,1,,,,,,,,,,,,,,748,,,23.8,,,,,
1596877200,"Суббота, 8 августа
09:00 (UTC)",,,,,,,,,,,56.5,,,,,северо-восточный,,,1,,,,,,,,,,,,,20.0,747,,,23.0,,,,7.0,
1596880800,"Суббота, 8 августа
10:00 (UTC)",,,,,,,,,,,50.9,,,,,юго-восточный,,,2,,,,,,,,,,,,,,747,,,24.3,,,,,
1596884400,"Суббота, 8 августа
11:00 (UTC)",,,,,,,,,,,49.8,,,,,северный,,,1,,,,,,,,,,,,,,747,,,23.9,,,,,
1596888000,"Суббота, 8 августа
12:00 (UTC)",,,,,,,,,,,50.6,,,,,северо-восточный,,,1,,,,,,,,,,,,,20.0,746,,,24.4,,,,7.0,
1596891600,"Суббота, 8 августа
13:00 (UTC)",,,,,,,,,,,54.5,,,,,северо-восточный,,,1,,,,,,,,,,,,,,746,,,23.4,,,,,
1596895200,"Суббота, 8 августа
14:00 (UTC)",,,,,,,,,,,45.3,,,,,северо-западный,,,2,,,,,,,,,,,,,,745,,,25.5,,,,,
1596898800,"Суббота, 8 августа
15:00 (UTC)",,,,,,,,,,,47.1,,,,,северо-западный,,,1,,,,0,,,,,,,,,20.0,745,,,25.4,,,,6.0,
1596902400,"Суббота, 8 августа
16:00 (UTC)",,,,,,,,,,,54.9,,,,,северный,,,1,,,,,,,,,,,,,,745,,,23.6,,,,,
1596906000,"Суббота, 8 августа
17:00 (UTC)",,,,,,,,,,,76.7,,,,,северо-западный,,,1,,,,,,,,,,,,,,745,,,19.3,,,,,
1596909600,"Суббота, 8 августа
18:00 (UTC)",,,,,,,,,,,82.5,,,,,,,26.0,0,,,,0,,,,,,,,,10.0,745,,,17.4,,,,0.0,
1596913200,"Суббота, 8 августа
19:00 (UTC)",,,,,,,,,,,89.1,,,,,,,,0,,,,,,,,,,,,,,745,,,16.4,,,,,
1596916800,"Суббота, 8 августа
20:00 (UTC)",,,,,,,,,,,93.2,,,,,,,,0,,,,,,,,,,,,,,745,,,15.6,,,,,
1596920400,"Суббота, 8 августа
21:00 (UTC)",,,,,,,,,,,93.8,,,,,,,,0,,,,,,,,,,,,,10.0,744,,,15.2,,,,0.0,
1596924000,"Суббота, 8 августа
22:00 (UTC)",,,,,,,,,,,94.4,,,,,,,,0,,,,,,,,,,,,,,744,,,15.1,,,,,
1596927600,"Суббота, 8 августа
23:00 (UTC)",,,,,,,,,,,94.4,,,,,западный,,,1,,,,,,,,,,,,,,744,,,16.1,,,,,
1596931200,"Воскресенье, 9 августа
00:00 (UTC)",,,,,,,,,,,93.8,,,,,северо-западный,,,1,,,,,,,,,,,,,10.0,744,,,16.3,,,,9.0,
1596934800,"Воскресенье, 9 августа
01:00 (UTC)",,,,,,,,,,,92.6,,,,,,,,0,,,,,,,,,,,,,,744,,,16.3,,,,,
1596938400,"Воскресенье, 9 августа
02:00 (UTC)",,,,,,,,,,,93.2,,,,,,,,0,,,,,,,,,,,,,,744,,,16.2,,,,,
1596942000,"Воскресенье, 9 августа
03:00 (UTC)",,,,,,,,,,,93.8,,,15.1,,,,,0,,,,0,,,,0,,,,,10.0,744,,,16.0,,,,9.0,
1596945600,"Воскресенье, 9 августа
04:00 (UTC)",,,,,,,,,,,91.5,,,,,,,,0,,,,,,,,,,,,,,744,,,17.5,,,,,
1596949200,"Воскресенье, 9 августа
05:00 (UTC)",,,,,,,,,,,75.9,,,,,восточный,,,1,,,,,,,,,,,,,,744,,,20.5,,,,,
1596952800,"Воскресенье, 9 августа
06:00 (UTC)",,,,,,,,,,,65.0,,,15.1,,северный,,,1,,,,менее 0.1,,,,,,,,,20.0,744,,,22.3,,True,,2.0,
1596956400,"Воскресенье, 9 августа
07:00 (UTC)",,,,,,,,,,,59.2,,,,,восточный,,,2,,,,,,,,,,,,,,744,,,23.3,,,,,
1596960000,"Воскресенье, 9 августа
08:00 (UTC)",,,,,,,,,,,57.7,,,,,восточный,,,2,,,,,,,,,,,,,,744,,,23.1,,,,,
1596963600,"Воскресенье, 9 августа
09:00 (UTC)",,,,,,,,,,,51.4,,,,,северный,,,2,,,,,,,,,,,,,20.0,744,,,24.9,,,,6.0,
1596967200,"Воскресенье, 9 августа
10:00 (UTC)",,,,,,,,,,,49.5,,,,,северный,,,1,,,,,,,,,,,,,,743,,,25.2,,,,,
1596970800,"Воскресенье, 9 августа
11:00 (UTC)",,,,,,,,,,,54.9,,,,,северный,,,1,,,,,,,,,,,,,,743,,,23.9,,,,,
1596974400,"Воскресенье, 9 августа
12:00 (UTC)",,,,,,,,,,,49.3,,,,,северный,,,1,,,,,,,,,,,,,20.0,743,,,25.4,,,,7.0,
1596978000,"Воскресенье, 9 августа
13:00 (UTC)",,,,,,,,,,,46.0,,,,,северный,,,1,,,,,,,,,,,,,,743,,,26.1,,,,,
1596981600,"Воскресенье, 9 августа
14:00 (UTC)",,,,,,,,,,,53.1,,,,,северный,,,2,,,,,,,,,,,,,,742,,,25.0,,,,,
1596985200,"Воскресенье, 9 августа
15:00 (UTC)",,,,,,,True,,,,59.9,,,,,северо-западный,,,1,,,,менее 0.1,,,,,,,,,20.0,743,,,22.8,,,,7.0,
1596988800,"Воскресенье, 9 августа
16:00 (UTC)",,,,,,,,,,,67.4,,,,,северный,,,1,,,,,,,,,,,,,,742,,,21.8,,,,,
1596992400,"Воскресенье, 9 августа
17:00 (UTC)",,,,,,,,,,,68.5,,,,,северо-западный,,,1,,,,,,,,,,,,,,742,,,20.7,,,,,
1596996000,"Воскресенье, 9 августа
18:00 (UTC)",,,,,,,,,,,76.7,,,,,северный,,26.1,1,,,,менее 0.1,,,,,,,,,10.0,742,,,19.5,,True,,7.0,
1596999600,"Воскресенье, 9 августа
19:00 (UTC)",,,,,,,,,,,83.2,,,,,,,,0,,,,,,,,,,,,,,742,,,18.2,,,,,
1597003200,"Воскресенье, 9 августа
20:00 (UTC)",,,,,,,,,,,83.2,,,,,,,,0,,,,,,,,,,,,,,742,,,18.6,,,,,
1597006800,"Воскресенье, 9 августа
21:00 (UTC)",,,,,,,,,,,87.0,,,,,,,,0,,,,,,,,,,,,,10.0,742,,,17.8,,,,6.0,
1597010400,"Воскресенье, 9 августа
22:00 (UTC)",,,,,,,,,,,92.6,,,,,северо-западный,,,1,,,,,,,,,,,,,,742,,,17.0,,,,,
1597014000,"Воскресенье, 9 августа
23:00 (UTC)",,,,,,,,,,,93.2,,,,,,,,0,,,,,,,,,,,,,,742,,,16.4,,,,,
1597017600,"Понедельник, 10 августа
00:00 (UTC)",,,,,,,,,,,90.9,,,,,северо-западный,,,1,,,,,,,,,,,,,10.0,742,,,16.9,,,,9.0,
1597021200,"Понедельник, 10 августа
01:00 (UTC)",,,,,,,,,,,90.3,,,,,,,,0,,,,,,,,,,,,,,742,,,16.7,,,,,
1597024800,"Понедельник, 10 августа
02:00 (UTC)",,,,,,,,,,,92.6,,,,,,,,0,,,,,,,,,,,,,,742,,,16.1,,,,,
1597028400,"Понедельник, 10 августа
03:00 (UTC)",,,,,,,,,,,93.2,,,16.0,,,,,0,,,,0,,,,менее 0.1,True,,,,4.0,742,,,16.0,,,,9.0,
1597032000,"Понедельник, 10 августа
04:00 (UTC)",,,,,,,,,,,88.6,,,,,,,,0,,,,,,,,,,,,,,742,,,16.9,,,,,
1597035600,"Понедельник, 10 августа
05:00 (UTC)",,,,,,,,,,,83.7,,,,,,,,0,,,,,,,,,,,,,,743,,,18.3,,,,,
1597039200,"Понедельник, 10 августа
06:00 (UTC)",,,,,,,,,,,73.0,,,16.0,,,,,0,,,,0,,,,,,,,,10.0,742,,,20.6,,,,9.0,
1597042800,"Понедельник, 10 августа
07:00 (UTC)",,,,,,,,,,,63.4,,,,,северный,,,1,,,,,,,,,,,,,,742,,,22.6,,,,,
1597046400,"Понедельник, 10 августа
08:00 (UTC)",,,,,,,,,,,55.0,,,,,северный,,,1,,,,,,,,,,,,,,742,,,24.2,,,,,
1597050000,"Понедельник, 10 августа
09:00 (UTC)",,,,,,,,,,,50.2,,,,,северо-восточный,,,1,,,,,,,,,,,,,20.0,742,,,25.5,,,,7.0,
1597053600,"Понедельник, 10 августа
10:00 (UTC)",,,,,,,,,,,60.5,,,,,северо-западный,,,1,,,,,,,,,,,,,,742,,,23.9,,,,,
1597057200,"Понедельник, 10 августа
11:00 (UTC)",,,,,,,,,,,53.5,,,,,северо-западный,,,1,,,,,,,,,,,,,,742,,,25.0,,,,,
1597060800,"Понедельник, 10 августа
12:00 (UTC)",,,,,,,,,,,50.1,,,,,северный,,,1,,,,,,,,,,,,,20.0,741,,,26.1,,,,7.0,
1597064400,"Понедельник, 10 августа
13:00 (UTC)",,,,,,,,,,,49.8,,,,,северо-западный,,,1,,,,,,,,,,,,,,741,,,26.2,,,,,
1597068000,"Понедельник, 10 августа
14:00 (UTC)",,,,,,,,,,,57.2,,,,,северо-западный,,,1,,,,,,,,,,,,,,741,,,24.3,,,,,
1597071600,"Понедельник, 10 августа
15:00 (UTC)",,,,,,,,,,True,58.9,,,,,,,,0,,,,0,,,,,,,,,20.0,741,,,25.0,,,,7.0,
1597075200,"Понедельник, 10 августа
16:00 (UTC)",,,,,,,,,,,79.1,,,,,,,,0,,,,,,,,,,,,,,741,,,19.0,,,,,
1597078800,"Понедельник, 10 августа
17:00 (UTC)",,,,,,,,,,,92.1,,,,,,,,0,,,,,,,,,,,,,,741,,,17.7,,,,,
1597082400,"Понедельник, 10 августа
18:00 (UTC)",,,,,,,,,,,93.2,,,,,западный,True,26.7,1,,,,1,,,,,,,,,10.0,742,,,16.6,,,,10.0,
1597086000,"Понедельник, 10 августа
19:00 (UTC)",,,,,,,,,,,94.4,,,,,,,,0,,,,,,,,,,,,,,741,,,16.5,,,,,
1597089600,"Понедельник, 10 августа
20:00 (UTC)",,,,,,,,,,,94.4,,,,,,,,0,,,,,,,,,,,,,,741,,,16.1,,,,,
1597093200,"Понедельник, 10 августа
21:00 (UTC)",,,,,,,,,,,94.4,,,,,северо-западный,,,1,,,,,,,,,True,,,,4.0,741,,,16.0,,,,9.0,
1597096800,"Понедельник, 10 августа
22:00 (UTC)",,,,,,,,,,,93.7,,,,,северо-западный,,,1,,,,,,,,,,,,,,741,,,15.0,,,,,
1597100400,"Понедельник, 10 августа
23:00 (UTC)",,,,,,,,,,,92.5,,,,,северо-западный,,,1,,,,,,,,,,,,,,741,,,15.1,,,,,
1597104000,"Вторник, 11 августа
00:00 (UTC)",,,,,,,,,,,94.3,,,,,,,,0,,,,,,,,,True,,,,4.0,741,,,14.0,,,,2.0,
1597107600,"Вторник, 11 августа
01:00 (UTC)",,,,,,,,,,,95.0,,,,,северо-западный,,,1,,,,,,,,,,,,,,741,,,14.6,,,,,
1597111200,"Вторник, 11 августа
02:00 (UTC)",,,,,,,,,,,94.4,,,,,северо-западный,,,1,,,,,,,,,,,,,,741,,,14.9,,,,,
1597114800,"Вторник, 11 августа
03:00 (UTC)",,,,,,,,,,,95.0,,,14.0,,северо-западный,,,1,,,,1,,,,1,True,,,,4.0,741,,,14.7,,,,9.0,
1597118400,"Вторник, 11 августа
04:00 (UTC)",,,,,,,,,,,94.4,,,,,северо-западный,,,1,,,,,,,,,,,,,,741,,,15.1,,,,,
1597122000,"Вторник, 11 августа
05:00 (UTC)",,,,,,,,,,,94.4,,,,,северо-западный,,,1,,,,,,,,,,,,,,741,,,14.9,,,,,
1597125600,"Вторник, 11 августа
06:00 (UTC)",,,,True,,,,,,,93.2,,,14.0,,северный,,,1,,,,0,,,,,,,,,2.0,741,,,15.4,,,,10.0,
1597129200,"Вторник, 11 августа
07:00 (UTC)",,,,,,,,,,,85.1,,,,,северо-восточный,,,1,,,,,,,,,,,,,,741,,,15.8,,,,,
1597132800,"Вторник, 11 августа
08:00 (UTC)",,,,,,,,,,,75.4,,,,,северный,,,2,,,,,,,,,,,,,,741,,,17.9,,,,,
1597136400,"Вторник, 11 августа
09:00 (UTC)",,,,,,,,,,,63.1,,,,,северный,,,1,,,,,,,,,,,,,20.0,742,,,19.5,,,,2.0,
1597140000,"Вторник, 11 августа
10:00 (UTC)",,,,,,,,,,,65.8,,,,,северо-западный,,,2,,,,,,,,,,,,,,742,,,18.1,,,,,
1597143600,"Вторник, 11 августа
11:00 (UTC)",,,,,,,,,,,54.6,,,,,северо-западный,,,2,,,,,,,,,,,,,,742,,,19.8,,,,,
1597147200,"Вторник, 11 августа
12:00 (UTC)",,,,,,,,,,,52.0,,,,,северо-западный,,,2,,,,,,,,,,,,,20.0,742,,,19.2,,,,4.0,
1597150800,"Вторник, 11 августа
13:00 (UTC)",,,,,,,,,,,56.3,,,,,северо-западный,,,2,,,,,,,,,,,,,,742,,,17.6,,,,,
1597154400,"Вторник, 11 августа
14:00 (UTC)",,,,,,,,,,,52.6,,,,,северо-западный,,,2,,,,,,,,,,,,,,742,,,17.6,,,,,
1597158000,"Вторник, 11 августа
15:00 (UTC)",,,,,,,,,,,65.2,,,,,северный,,,1,,,,0,,,,,,,,,20.0,742,,,15.6,,,,6.0,
1597161600,"Вторник, 11 августа
16:00 (UTC)",,,,,,,,,,,68.7,,,,,северо-западный,,,2,,,,,,,,,,,,,,742,,,15.2,,,,,
1597165200,"Вторник, 11 августа
17:00 (UTC)",,,,,,,,,,,73.4,,,,,северо-западный,,,2,,,,,,,,,,,,,,742,,,14.7,,,,,
1597168800,"Вторник, 11 августа
18:00 (UTC)",,,,,,,,,,,75.8,,,,,северо-западный,,19.9,1,,,,0,,,,,,,,,10.0,742,,,14.2,,,,9.0,
1597172400,"Вторник, 11 августа
19:00 (UTC)",,,,,,,,,,,78.3,,,,,северо-западный,,,1,,,,,,,,,,,,,,742,,,13.6,,,,,
1597176000,"Вторник, 11 августа
20:00 (UTC)",,,,,,,,,,,78.8,,,,,северо-западный,,,2,,,,,,,,,,,,,,742,,,13.3,,,,,
1597179600,"Вторник, 11 августа
21:00 (UTC)",,,,,,,,,,,79.8,,,,,северо-западный,,,2,,,,,,,,,,,,,10.0,742,,,13.0,,,,10.0,
1597183200,"Вторник, 11 августа
22:00 (UTC)",,,,,,,,,,,80.9,,,,,северо-западный,,,1,,,,,,,,,,,,,,742,,,12.7,,,,,
1597186800,"Вторник, 11 августа
23:00 (UTC)",,,,,,,,,,,82.5,,,,,северо-западный,,,2,,,,,,,,,,,,,,742,,,12.3,,,,,
1597190400,"Среда, 12 августа
00:00 (UTC)",,,,,,,,,,,83.5,,,,,северо-западный,,,2,,,,,,,,,,,,,10.0,742,,,11.9,,,,10.0,
1597194000,"Среда, 12 августа
01:00 (UTC)",,,,,,,,,,,85.2,,,,,северо-западный,,,2,,,,,,,,,,,,,,742,,,11.4,,,,,
1597197600,"Среда, 12 августа
02:00 (UTC)",,,,,,,,,,,85.8,,,,,северо-западный,,,1,,,,,,,,,,,,,,742,,,11.4,,,,,
1597201200,"Среда, 12 августа
03:00 (UTC)",,,,,,,,,,,86.3,,,11.3,,северо-западный,,,1,,,,0,,,,0,,,,,10.0,742,,,11.3,,,,10.0,
1597204800,"Среда, 12 августа
04:00 (UTC)",,,,,,,,,,,88.1,,,,,северо-западный,,,1,,,,,,,,,,,,,,742,,,11.4,,,,,
1597208400,"Среда, 12 августа
05:00 (UTC)",,,,,,,,,,,90.5,,,,,северо-западный,,,2,,,,,,,,,,,,,,742,,,11.8,,,,,
1597212000,"Среда, 12 августа
06:00 (UTC)",,,,,,,,,,,90.5,True,,11.2,,северо-западный,,,1,,,,менее 0.1,,,,,,,,,4.0,742,,,12.1,,,,10.0,
1597215600,"Среда, 12 августа
07:00 (UTC)",,,,,,,,,,,90.0,,,,,северный,,,2,,,,,,,,,,,,,,742,,,12.8,,,,,
