timestamp,date,Гроза слабая или умеренная (возможен дождь или снег),"Порывы, м/с",Дождь (незамерзающий) слабый непрерывный,Ливневый дождь со снегом,Ливневый дождь,Дождь (незамерзающий) слабый с перерывами,Дождь (незамерзающий) умеренный с перерывами,Дождь (незамерзающий) умеренный непрерывный,"Гроза, но без осадков","Относительная влажность, %","Минимальная температура, °C",Поземок (слабый или умеренный),Направление ветра,Гроза,"Максимальная температура, °C","Средняя скорость ветра, м/с",Дождь (незамерзающий),"Осадки за 12 часов, мм","Высота снежного покрова, см","Осадки за 24 часа, мм",Ливневой дождь слабый,Дымка (видимость больше 1 км),Туман без изменений (небо не видно),"Горизонтальная видимость, км","Атмосферное давление на уровне станции, мм рт.ст.",Туман начался (усилился). Небо не видно,Снег умеренный непрерывный,"Температура воздуха, °C","Гроза, дождь слабый",Снег сильный непрерывный,Снег слабый непрерывный,Количество облаков не изменилось,Балл общей облачности,Снег умеренный с перерывами,Ливневой снег слабый,Туман (с отложением изморози). Небо не видно
1595851200,"Понедельник, 27 июля
12:00 (UTC)",,8.0,,,,,,,,41.8,,,северо-восточный,,,4.0,,,,,,,,20,748,,,24.4,,,,,4.0,,,
1595862000,"Понедельник, 27 июля
15:00 (UTC)",,8.0,,,,,,,,39.4,,,северный,,25.4,3.0,,0,,,,,,20,747,,,24.5,,,,,4.0,,,
1595872800,"Понедельник, 27 июля
18:00 (UTC)",,6.0,,,,,,,,53.5,,,северный,,,2.0,,,,,,,,10,748,,,19.7,,,,,5.0,,,
1595883600,"Понедельник, 27 июля
21:00 (UTC)",,2.0,,,,,,,,79.5,,,северо-восточный,,,1.0,,,,,,,,10,748,,,14.2,,,,,5.0,,,
1595894400,"Вторник, 28 июля
00:00 (UTC)",,2.0,,,,,,,,88.2,,,,,,0.0,,,,,,True,,4,748,,,12.5,,,,,4.0,,,
1595905200,"Вторник, 28 июля
03:00 (UTC)",,2.0,,,,,,,,85.5,10.3,,,,,0.0,,0,,0,,True,,10,748,,,14.6,,,,,2.0,,,
1595916000,"Вторник, 28 июля
06:00 (UTC)",,4.0,,,,,,,,61.3,,,северный,,,2.0,,,,,,,,10,748,,,22.2,,,,,2.0,,,
1595926800,"Вторник, 28 июля
09:00 (UTC)",,5.0,,,,,,,,49.8,,,северо-западный,,,1.0,,,,,,,,10,748,,,23.8,,,,,7.0,,,
1595937600,"Вторник, 28 июля
12:00 (UTC)",,5.0,,,,,,,,45.5,,,восточный,,,2.0,,,,,,,,10,747,,,25.2,,,,True,7.0,,,
1595948400,"Вторник, 28 июля
15:00 (UTC)",,14.0,,,,,,,,76.0,,,восточный,True,26.3,1.0,,3,,,,,,10,747,,,21.2,,,,,6.0,,,
1595959200,"Вторник, 28 июля
18:00 (UTC)",,2.0,,,,,,,,83.6,,,южный,,,1.0,,,,,,,,10,747,,,17.0,,,,True,2.0,,,
1595970000,"Вторник, 28 июля
21:00 (UTC)",,3.0,,,,,,,,90.6,,,юго-восточный,,,1.0,,,,,,True,,4,747,,,12.7,,,,,0.0,,,
1595980800,"Среда, 29 июля
00:00 (UTC)",,4.0,,,,,,,,95.5,,,юго-восточный,,,1.0,,,,,,,,4,747,,,11.6,,,,,0.0,,,
1595991600,"Среда, 29 июля
03:00 (UTC)",,3.0,,,,,,,,93.1,11.5,,юго-восточный,,,1.0,,0,,3,,True,,4,747,,,14.3,,,,,0.0,,,
1596002400,"Среда, 29 июля
06:00 (UTC)",,3.0,,,,,,,,64.3,,,северный,,,1.0,,,,,,,,10,747,,,23.0,,,,,0.0,,,
1596013200,"Среда, 29 июля
09:00 (UTC)",,5.0,,,,,,,,42.7,,,северо-западный,,,3.0,,,,,,,,20,747,,,26.5,,,,,2.0,,,
1596024000,"Среда, 29 июля
12:00 (UTC)",,6.0,,,,,,,,38.3,,,юго-западный,,,2.0,,,,,,,,20,746,,,28.1,,,,,9.0,,,
1596034800,"Среда, 29 июля
15:00 (UTC)",,5.0,,,,,,,,37.1,,,западный,,28.7,2.0,,0,,,,,,20,745,,,27.9,,,,,5.0,,,
1596045600,"Среда, 29 июля
18:00 (UTC)",,5.0,,,,,,,,61.1,,,южный,,,4.0,,,,,,,,10,745,,,19.7,,,,,4.0,,,
1596056400,"Среда, 29 июля
21:00 (UTC)",,5.0,,,,,,,,65.8,,,южный,,,4.0,,,,,,,,10,744,,,18.4,,,,,2.0,,,
1596067200,"Четверг, 30 июля
00:00 (UTC)",,6.0,,,,,,,,78.2,,,северо-восточный,,,1.0,,,,,,,,10,743,,,16.0,,,,,2.0,,,
1596078000,"Четверг, 30 июля
03:00 (UTC)",,4.0,,,,,,,,72.2,15.1,,восточный,,,1.0,,0,,0,,,,10,742,,,18.5,,,,,7.0,,,
1596088800,"Четверг, 30 июля
06:00 (UTC)",,10.0,,,,,,,,47.1,,,юго-западный,,,7.0,,,,,,,,10,741,,,24.5,,,,,10.0,,,
1596099600,"Четверг, 30 июля
09:00 (UTC)",,16.0,,,,,,,,75.0,,,западный,,,9.0,,,,,,,,10,743,,,20.8,,,,,10.0,,,
1596153600,"Пятница, 31 июля
00:00 (UTC)",,4.0,,,,,,,,93.1,,,юго-западный,,,1.0,,,,,,True,,4,740,,,14.5,,,,,7.0,,,
1596164400,"Пятница, 31 июля
03:00 (UTC)",,5.0,,,,,,,,91.4,12.3,,юго-западный,,,1.0,,0,,,,True,,4,739,,,15.8,,,,,7.0,,,
1596175200,"Пятница, 31 июля
06:00 (UTC)",,6.0,,,,,,,,63.0,,,западный,,,4.0,,,,,,,,10,739,,,21.1,,,,,4.0,,,
1596186000,"Пятница, 31 июля
09:00 (UTC)",,11.0,,,,,,,,46.7,,,западный,,,5.0,,,,,,,,10,739,,,23.0,,,,,6.0,,,
1596196800,"Пятница, 31 июля
12:00 (UTC)",,14.0,,,,,,,,43.1,,,западный,,,7.0,,,,,,,,10,739,,,23.0,,,,,6.0,,,
1596207600,"Пятница, 31 июля
15:00 (UTC)",,10.0,,,,,,,,41.9,,,западный,,24.1,5.0,,0,,,,,,10,738,,,21.6,,,,,7.0,,,
1596218400,"Пятница, 31 июля
18:00 (UTC)",,8.0,,,,,,,,62.8,,,юго-западный,,,3.0,,,,,,,,10,739,,,16.3,,,,,10.0,,,
1596229200,"Пятница, 31 июля
21:00 (UTC)",,4.0,,,,,,,,84.2,,,юго-западный,,,1.0,,,,,,,,10,738,,,12.6,,,,,10.0,,,
1596240000,"Суббота, 1 августа
00:00 (UTC)",,3.0,,,,,,,,84.3,,,юго-западный,,,1.0,,,,,,,,10,738,,,13.5,,,,,10.0,,,
1596250800,"Суббота, 1 августа
03:00 (UTC)",,6.0,True,,,,,,,88.3,12.2,,южный,,,4.0,,0.2,,0.2,,,,4,738,,,13.3,,,,,10.0,,,
1596261600,"Суббота, 1 августа
06:00 (UTC)",,6.0,True,,,,,,,94.9,,,восточный,,,3.0,,,,,,,,4,736,,,13.7,,,,,10.0,,,
1596272400,"Суббота, 1 августа
09:00 (UTC)",,5.0,,,,,,,,87.9,,,восточный,,,2.0,,,,,,True,,4,736,,,15.7,,,,,10.0,,,
1596283200,"Суббота, 1 августа
12:00 (UTC)",,8.0,True,,,,,,,94.3,,,восточный,,,4.0,,,,,,,,4,735,,,14.1,,,,,10.0,,,
1596294000,"Суббота, 1 августа
15:00 (UTC)",,7.0,True,,,,,,,97.4,,,северо-восточный,,15.9,4.0,,5,,,,,,4,734,,,13.3,,,,,10.0,,,
1596304800,"Суббота, 1 августа
18:00 (UTC)",,6.0,True,,,,,,,97.4,,,северный,,,4.0,,,,,,,,4,733,,,13.0,,,,,10.0,,,
1596315600,"Суббота, 1 августа
21:00 (UTC)",,7.0,True,,,,,,,97.4,,,северный,,,5.0,,,,,,,,4,733,,,12.8,,,,,10.0,,,
1596326400,"Воскресенье, 2 августа
00:00 (UTC)",,7.0,True,,,,,,,97.4,,,северо-западный,,,4.0,,,,,,,,4,733,,,12.9,,,,,10.0,,,
1596337200,"Воскресенье, 2 августа
03:00 (UTC)",,7.0,,,,,,,,96.2,12.6,,западный,,,4.0,,6,,11,,True,,4,735,,,13.1,,,,,7.0,,,
1596348000,"Воскресенье, 2 августа
06:00 (UTC)",,8.0,,,,,,,,81.8,,,западный,,,6.0,,,,,,,,10,736,,,15.6,,,,True,10.0,,,
1596358800,"Воскресенье, 2 августа
09:00 (UTC)",,8.0,,,,,,,,66.2,,,северо-западный,,,5.0,,,,,,,,10,738,,,17.9,,,,,10.0,,,
1596369600,"Воскресенье, 2 августа
12:00 (UTC)",,7.0,,,,,,,,66.7,,,северо-западный,,,3.0,,,,,,,,10,738,,,18.5,,,,,10.0,,,
1596380400,"Воскресенье, 2 августа
15:00 (UTC)",,7.0,,,True,,,,,82.4,,,восточный,,19.9,2.0,,0.1,,,,,,10,739,,,16.6,,,,,10.0,,,
1596391200,"Воскресенье, 2 августа
18:00 (UTC)",,4.0,,,,,,,,89.6,,,северо-восточный,,,1.0,,,,,,True,,4,740,,,14.9,,,,,10.0,,,
1596402000,"Воскресенье, 2 августа
21:00 (UTC)",,2.0,,,,,,,,93.1,,,,,,0.0,,,,,,True,,4,741,,,13.8,,,,,10.0,,,
1596412800,"Понедельник, 3 августа
00:00 (UTC)",,3.0,,,,,,,,94.3,,,западный,,,2.0,,,,,,True,,4,741,,,12.8,,,,,9.0,,,
1596423600,"Понедельник, 3 августа
03:00 (UTC)",,3.0,,,,,,,,94.3,12.1,,западный,,,2.0,,0,,0.1,,True,,4,743,,,13.3,,,,,9.0,,,
1596434400,"Понедельник, 3 августа
06:00 (UTC)",,5.0,,,,,,,,76.9,,,северный,,,3.0,,,,,,,,10,743,,,17.4,,,,,7.0,,,
1596445200,"Понедельник, 3 августа
09:00 (UTC)",,8.0,,,,,,,,60.1,,,северо-восточный,,,4.0,,,,,,,,10,744,,,19.0,,,,,7.0,,,
1596456000,"Понедельник, 3 августа
12:00 (UTC)",,10.0,,,,,,,,52.3,,,северо-западный,,,4.0,,,,,,,,10,744,,,20.6,,,,,7.0,,,
1596466800,"Понедельник, 3 августа
15:00 (UTC)",,6.0,,,,,,,,53.0,,,северо-восточный,,22.2,3.0,,0,,,,,,10,744,,,20.4,,,,,4.0,,,
1596477600,"Понедельник, 3 августа
18:00 (UTC)",,5.0,,,,,,,,67.6,,,северный,,,3.0,,,,,,,,10,745,,,16.5,,,,,4.0,,,
1596488400,"Понедельник, 3 августа
21:00 (UTC)",,3.0,,,,,,,,83.7,,,северо-западный,,,2.0,,,,,,,,10,746,,,13.0,,,,,0.0,,,
1596499200,"Вторник, 4 августа
00:00 (UTC)",,2.0,,,,,,,,92.3,,,,,,0.0,,,,,,True,,4,746,,,10.2,,,,,0.0,,,
1596510000,"Вторник, 4 августа
03:00 (UTC)",,3.0,,,,,,,,85.9,8.4,,северный,,,1.0,,0,,0,,True,,4,747,,,12.7,,,,,0.0,,,
1596520800,"Вторник, 4 августа
06:00 (UTC)",,4.0,,,,,,,,64.2,,,северный,,,3.0,,,,,,,,10,747,,,18.8,,,,,0.0,,,
1596531600,"Вторник, 4 августа
09:00 (UTC)",,9.0,,,,,,,,45.7,,,северный,,,6.0,,,,,,,,10,747,,,22.7,,,,,4.0,,,
1596542400,"Вторник, 4 августа
12:00 (UTC)",,10.0,,,,,,,,43.7,,,северо-восточный,,,6.0,,,,,,,,1,747,,,23.0,,,,,4.0,,,
1596553200,"Вторник, 4 августа
15:00 (UTC)",,10.0,,,,,,,,48.7,,,северо-восточный,,24.0,5.0,,0,,,,,,10,747,,,22.2,,,,,2.0,,,
1596564000,"Вторник, 4 августа
18:00 (UTC)",,8.0,,,,,,,,67.3,,,северо-восточный,,,3.0,,,,,,,,10,747,,,17.1,,,,,2.0,,,
1596574800,"Вторник, 4 августа
21:00 (UTC)",,5.0,,,,,,,,79.4,,,северный,,,2.0,,,,,,,,10,747,,,14.1,,,,,0.0,,,
1596585600,"Среда, 5 августа
00:00 (UTC)",,6.0,,,,,,,,87.1,,,северный,,,5.0,,,,,,True,,4,747,,,12.8,,,,,2.0,,,
1596596400,"Среда, 5 августа
03:00 (UTC)",,7.0,,,,,,,,87.1,12.3,,северо-восточный,,,3.0,,0,,0,,True,,4,748,,,13.1,,,,,4.0,,,
1596607200,"Среда, 5 августа
06:00 (UTC)",,9.0,,,,,,,,60.0,,,северо-восточный,,,6.0,,,,,,,,10,747,,,20.2,,,,,2.0,,,
1596618000,"Среда, 5 августа
09:00 (UTC)",,10.0,,,,,,,,53.0,,,северо-восточный,,,7.0,,,,,,,,20,747,,,24.7,,,,,2.0,,,
1596628800,"Среда, 5 августа
12:00 (UTC)",,10.0,,,,,,,,50.8,,,северо-восточный,,,7.0,,,,,,,,20,746,,,26.5,,,,,2.0,,,
1596639600,"Среда, 5 августа
15:00 (UTC)",,10.0,,,,,,,,54.9,,,северо-восточный,,26.7,5.0,,0,,,,,,20,746,,,25.3,,,,,0.0,,,
1596650400,"Среда, 5 августа
18:00 (UTC)",,7.0,,,,,,,,76.3,,,северо-восточный,,,4.0,,,,,,,,10,747,,,20.1,,,,,0.0,,,
1596661200,"Среда, 5 августа
21:00 (UTC)",,5.0,,,,,,,,83.1,,,северный,,,1.0,,,,,,,,10,747,,,17.8,,,,,0.0,,,
1596672000,"Четверг, 6 августа
00:00 (UTC)",,4.0,,,,,,,,90.8,,,северный,,,3.0,,,,,,True,,4,747,,,16.4,,,,,0.0,,,
1596682800,"Четверг, 6 августа
03:00 (UTC)",,5.0,,,,,,,,87.5,15.7,,северный,,,3.0,,0,,0,,True,,4,748,,,17.3,,,,,2.0,,,
1596693600,"Четверг, 6 августа
06:00 (UTC)",,6.0,,,,,,,,73.0,,,северный,,,4.0,,,,,,,,10,747,,,23.3,,,,,2.0,,,
1596704400,"Четверг, 6 августа
09:00 (UTC)",,7.0,,,,,,,,57.8,,,северо-восточный,,,4.0,,,,,,,,10,747,,,28.2,,,,,2.0,,,
1596715200,"Четверг, 6 августа
12:00 (UTC)",,8.0,,,,,,,,50.1,,,северный,,,4.0,,,,,,,,10,747,,,29.8,,,,,5.0,,,
1596726000,"Четверг, 6 августа
15:00 (UTC)",,7.0,,,,,,,,57.0,,,северный,,30.1,4.0,,0,,,,,,10,746,,,27.9,,,,,5.0,,,
1596736800,"Четверг, 6 августа
18:00 (UTC)",,8.0,,,,,,,,69.8,,,северный,,,5.0,,,,,,,,10,747,,,22.9,,,,,5.0,,,
1596747600,"Четверг, 6 августа
21:00 (UTC)",,7.0,,,,,,,,81.7,,,северный,,,2.0,,,,,,,,10,747,,,19.4,,,,,2.0,,,
1596758400,"Пятница, 7 августа
00:00 (UTC)",,5.0,,,,,,,,82.0,,,северный,,,3.0,,,,,,,,10,747,,,17.6,,,,,2.0,,,
1596769200,"Пятница, 7 августа
03:00 (UTC)",,4.0,,,,,,,,83.6,16.8,,северный,,,2.0,,0,,0,,,,10,747,,,17.3,,,,,10.0,,,
1596780000,"Пятница, 7 августа
06:00 (UTC)",,6.0,,,,,,,,65.2,,,северо-восточный,,,4.0,,,,,,,,10,747,,,23.3,,,,,10.0,,,
1596790800,"Пятница, 7 августа
09:00 (UTC)",,9.0,,,,,,,,52.1,,,северо-восточный,,,5.0,,,,,,,,10,746,,,26.4,,,,,10.0,,,
1596801600,"Пятница, 7 августа
12:00 (UTC)",,10.0,,,,,,,,57.8,,,северный,,,7.0,,,,,,,,10,746,,,25.2,,,,,10.0,,,
1596812400,"Пятница, 7 августа
15:00 (UTC)",,11.0,,,,,,,,50.9,,,северный,,27.5,7.0,,0,,,,,,10,746,,,24.2,,,,,4.0,,,
1596823200,"Пятница, 7 августа
18:00 (UTC)",,10.0,,,,,,,,62.2,,,северный,,,4.0,,,,,,,,10,747,,,19.2,,,,,2.0,,,
1596834000,"Пятница, 7 августа
21:00 (UTC)",,6.0,,,,,,,,76.6,,,северо-восточный,,,3.0,,,,,,,,10,746,,,15.5,,,,,0.0,,,
1596844800,"Суббота, 8 августа
00:00 (UTC)",,6.0,,,,,,,,82.2,,,северный,,,4.0,,,,,,,,10,747,,,14.4,,,,,2.0,,,
1596855600,"Суббота, 8 августа
03:00 (UTC)",,6.0,,,,,,,,85.5,13.5,,северный,,,3.0,,0,,0,,,,10,747,,,14.5,,,,,10.0,,,
1596866400,"Суббота, 8 августа
06:00 (UTC)",,7.0,,,,,,,,62.7,,,северный,,,4.0,,,,,,,,10,746,,,19.6,,,,,9.0,,,
1596877200,"Суббота, 8 августа
09:00 (UTC)",,10.0,,,,,,,,47.2,,,северо-восточный,,,6.0,,,,,,,,20,745,,,22.5,,,,,9.0,,,
1596888000,"Суббота, 8 августа
12:00 (UTC)",,10.0,,,,,,,,49.0,,,северный,,,6.0,,,,,,,,20,744,,,22.1,,,,,10.0,,,
1596898800,"Суббота, 8 августа
15:00 (UTC)",,9.0,,,,,,,,54.1,,,северный,,23.3,5.0,,0,,,,,,10,744,,,20.7,,,,,9.0,,,
1596909600,"Суббота, 8 августа
18:00 (UTC)",,11.0,,,,,,,,81.9,,,северный,,,3.0,,,,,,,,10,743,,,16.2,,,,True,7.0,,,
1596920400,"Суббота, 8 августа
21:00 (UTC)",,6.0,,,,,,,,85.4,,,северный,,,4.0,,,,,,,,10,743,,,13.3,,,,,2.0,,,
1596931200,"Воскресенье, 9 августа
00:00 (UTC)",,5.0,,,,,,,,91.1,,,северо-западный,,,1.0,,,,,,True,,4,742,,,11.4,,,,,2.0,,,
1596942000,"Воскресенье, 9 августа
03:00 (UTC)",,3.0,,,,,,,,91.8,10.5,,северный,,,2.0,,менее 0.1,,менее 0.1,,True,,4,742,,,12.7,,,,,10.0,,,
1596952800,"Воскресенье, 9 августа
06:00 (UTC)",,7.0,,,,,,,,67.7,,,северный,,,5.0,,,,,,,,10,742,,,18.8,,,,,6.0,,,
1596963600,"Воскресенье, 9 августа
09:00 (UTC)",,11.0,,,,,,,,47.4,,,северо-восточный,,,7.0,,,,,,,,10,742,,,22.0,,,,,6.0,,,
1596974400,"Воскресенье, 9 августа
12:00 (UTC)",,11.0,,,,,,,,43.1,,,северный,,,7.0,,,,,,,,10,741,,,23.0,,,,,6.0,,,
1596985200,"Воскресенье, 9 августа
15:00 (UTC)",,11.0,,,,,,,,49.6,,,северный,,23.5,6.0,,0,,,,,,10,741,,,20.8,,,,,6.0,,,
1596996000,"Воскресенье, 9 августа
18:00 (UTC)",,8.0,,,,,,,,60.3,,,северный,,,3.0,,,,,,,,10,742,,,18.0,,,,,5.0,,,
1597006800,"Воскресенье, 9 августа
21:00 (UTC)",,6.0,,,,,,,,73.5,,,северный,,,4.0,,,,,,,,10,742,,,15.3,,,,,2.0,,,
1597017600,"Понедельник, 10 августа
00:00 (UTC)",,5.0,,,,,,,,88.7,,,западный,,,3.0,,,,,,True,,4,742,,,11.5,,,,,2.0,,,
1597028400,"Понедельник, 10 августа
03:00 (UTC)",,4.0,,,,,,,,86.0,11.0,,северный,,,2.0,,0,,0,,True,,4,742,,,13.4,,,,,2.0,,,
1597039200,"Понедельник, 10 августа
06:00 (UTC)",,9.0,,,,,,,,70.4,,,северный,,,5.0,,,,,,,,10,742,,,16.6,,,,,6.0,,,
1597050000,"Понедельник, 10 августа
09:00 (UTC)",,9.0,,,,,,,,47.1,,,северный,,,6.0,,,,,,,,10,742,,,19.8,,,,,6.0,,,
1597060800,"Понедельник, 10 августа
12:00 (UTC)",,11.0,,,,,,,,39.9,,,северный,,,7.0,,,,,,,,10,742,,,20.5,,,,,2.0,,,
1597071600,"Понедельник, 10 августа
15:00 (UTC)",,10.0,,,,,,,,46.9,,,северный,,21.3,5.0,,0,,,,,,10,742,,,19.0,,,,,0.0,,,
1597082400,"Понедельник, 10 августа
18:00 (UTC)",,7.0,,,,,,,,62.1,,,северный,,,2.0,,,,,,,,10,743,,,15.0,,,,,0.0,,,
1597093200,"Понедельник, 10 августа
21:00 (UTC)",,3.0,,,,,,,,78.5,,,западный,,,2.0,,,,,,,,10,743,,,11.0,,,,,0.0,,,
1597104000,"Вторник, 11 августа
00:00 (UTC)",,3.0,,,,,,,,89.0,,,юго-восточный,,,1.0,,,,,,True,,4,743,,,8.1,,,,,0.0,,,
1597114800,"Вторник, 11 августа
03:00 (UTC)",,7.0,,,,,,,,84.5,6.2,,западный,,,1.0,,0,,0,,,,10,743,,,10.2,,,,,0.0,,,
1597125600,"Вторник, 11 августа
06:00 (UTC)",,4.0,,,,,,,,53.8,,,северный,,,1.0,,,,,,,,10,743,,,18.1,,,,,2.0,,,
1597136400,"Вторник, 11 августа
09:00 (UTC)",,6.0,,,,,,,,45.0,,,северный,,,2.0,,,,,,,,10,742,,,21.3,,,,,4.0,,,
1597147200,"Вторник, 11 августа
12:00 (UTC)",,6.0,,,,,,,,48.0,,,северо-западный,,,4.0,,,,,,,,10,742,,,21.9,,,,,10.0,,,
1597158000,"Вторник, 11 августа
15:00 (UTC)",,7.0,,,,,,,,59.2,,,северо-западный,,23.8,2.0,,0,,,,,,10,741,,,20.2,,,,,10.0,,,
1597168800,"Вторник, 11 августа
18:00 (UTC)",,3.0,,,,,,,,71.5,,,юго-западный,,,1.0,,,,,,,,10,741,,,17.6,,,,,10.0,,,
1597179600,"Вторник, 11 августа
21:00 (UTC)",,5.0,,,,True,,,,93.1,,,восточный,,,1.0,,,,,,,,4,741,,,14.9,,,,,10.0,,,
1597190400,"Среда, 12 августа
00:00 (UTC)",,6.0,True,,,,,,,95.6,,,западный,,,1.0,,,,,,,,4,740,,,15.2,,,,,10.0,,,
1597201200,"Среда, 12 августа
03:00 (UTC)",,4.0,,,,,,,,94.4,13.8,,западный,,,2.0,,1,,1,,True,,4,740,,,14.9,,,,,7.0,,,
1597212000,"Среда, 12 августа
06:00 (UTC)",,4.0,,,,,,,,78.1,,,северный,,,1.0,,,,,,,,10,740,,,18.8,,,,True,7.0,,,
1597222800,"Среда, 12 августа
09:00 (UTC)",True,6.0,,,,,,,,92.6,,,юго-западный,,,3.0,,,,,,,,4,740,,,16.5,,,,,10.0,,,
1597233600,"Среда, 12 августа
12:00 (UTC)",,6.0,,,,,,,,77.7,,,юго-восточный,,,2.0,,,,,,,,10,739,,,19.7,,,,True,7.0,,,
1597244400,"Среда, 12 августа
15:00 (UTC)",,6.0,,,,,,,,81.6,,,южный,,20.6,5.0,,14,,,,,,10,739,,,18.3,,,,,10.0,,,
1597255200,"Среда, 12 августа
18:00 (UTC)",,7.0,,,,,,,,95.6,,,юго-западный,,,2.0,,,,,,True,,4,739,,,15.8,,,,,10.0,,,
1597266000,"Среда, 12 августа
21:00 (UTC)",,4.0,,,,,,,,96.8,,,западный,,,3.0,,,,,,True,,4,739,,,14.9,,,,,10.0,,,
1597276800,"Четверг, 13 августа
00:00 (UTC)",,4.0,,,,,,,,97.4,,,западный,,,1.0,,,,,True,,,4,738,,,14.4,,,,,10.0,,,
1597287600,"Четверг, 13 августа
03:00 (UTC)",,2.0,,,,,,,,97.4,13.8,,,,,0.0,,8,,22,True,,,4,737,,,14.0,,,,,10.0,,,
1597298400,"Четверг, 13 августа
06:00 (UTC)",,4.0,,,,,,,,95.6,,,западный,,,2.0,,,,,,True,,4,737,,,15.1,,,,,10.0,,,
1597309200,"Четверг, 13 августа
09:00 (UTC)",,7.0,,,,,,,True,89.0,,,северо-западный,,,2.0,,,,,,,,4,737,,,14.9,,,,,10.0,,,
1597320000,"Четверг, 13 августа
12:00 (UTC)",,7.0,,,,,,,,73.9,,,северо-западный,,,4.0,,,,,,,,10,736,,,17.5,,,,True,9.0,,,
1597330800,"Четверг, 13 августа
15:00 (UTC)",,6.0,,,,,,,,79.2,,,северо-западный,,18.5,3.0,,0.4,,,,,,10,736,,,16.3,,,,,7.0,,,
1597341600,"Четверг, 13 августа
18:00 (UTC)",,4.0,,,,,,,,90.6,,,западный,,,3.0,,,,,,True,,4,736,,,12.8,,,,,7.0,,,
1597352400,"Четверг, 13 августа
21:00 (UTC)",,4.0,,,,,,,,96.1,,,западный,,,1.0,,,,,,True,,4,736,,,11.7,,,,,7.0,,,
1597363200,"Пятница, 14 августа
00:00 (UTC)",,3.0,True,,,,,,,98.0,,,юго-восточный,,,2.0,,,,,,,,4,735,,,12.1,,,,,10.0,,,
1597374000,"Пятница, 14 августа
03:00 (UTC)",,5.0,,,,,,,,99.3,10.4,,северный,,,4.0,,0.8,,1,,True,,1,735,,,11.9,,,,,10.0,,,
1597384800,"Пятница, 14 августа
06:00 (UTC)",,7.0,,,,,,,,82.8,,,северный,,,4.0,,,,,,,,4,736,,,14.8,,,,True,9.0,,,
1597395600,"Пятница, 14 августа
09:00 (UTC)",,8.0,,,,,,,,87.8,,,северный,,,6.0,,,,,,,,10,736,,,14.8,,,,True,10.0,,,
1597406400,"Пятница, 14 августа
12:00 (UTC)",,10.0,True,,,,,,,94.3,,,северный,,,6.0,,,,,,,,4,737,,,13.4,,,,,10.0,,,
1597417200,"Пятница, 14 августа
15:00 (UTC)",,11.0,True,,,,,,,94.8,,,северный,,15.7,6.0,,5,,,,,,4,738,,,11.3,,,,,10.0,,,
1597428000,"Пятница, 14 августа
18:00 (UTC)",,11.0,True,,,,,,,96.1,,,северный,,,6.0,,,,,,,,4,739,,,10.5,,,,,10.0,,,
1597438800,"Пятница, 14 августа
21:00 (UTC)",,11.0,True,,,,,,,96.1,,,северный,,,7.0,,,,,,,,4,739,,,10.3,,,,,10.0,,,
1597449600,"Суббота, 15 августа
00:00 (UTC)",,11.0,,,,,,,,93.5,,,северный,,,6.0,,,,,,True,,4,739,,,10.3,,,,,10.0,,,
1597460400,"Суббота, 15 августа
03:00 (UTC)",,11.0,,,,,,,,92.3,10.1,,северный,,,6.0,,2,,6,,True,,4,739,,,10.1,,,,,10.0,,,
1597471200,"Суббота, 15 августа
06:00 (UTC)",,10.0,,,,,,,,94.8,9.7,,северный,,,6.0,,,,,,True,,4,740,,,10.1,,,,,10.0,,,
1597482000,"Суббота, 15 августа
09:00 (UTC)",,10.0,,,,,,,,88.7,,,северный,,,6.0,,,,,,True,,4,740,,,11.2,,,,,10.0,,,
1597492800,"Суббота, 15 августа
12:00 (UTC)",,11.0,,,,,,,,73.7,,,северный,,,6.0,,,,,,,,10,741,,,13.5,,,,True,10.0,,,
1597503600,"Суббота, 15 августа
15:00 (UTC)",,11.0,,,,,,,,59.4,,,северный,,16.1,7.0,,1,,,,,,10,741,,,16.0,,,,,10.0,,,
1597514400,"Суббота, 15 августа
18:00 (UTC)",,11.0,,,,,,,,77.5,,,северо-западный,,,4.0,,,,,,,,10,741,,,11.8,,,,,2.0,,,
1597525200,"Суббота, 15 августа
21:00 (UTC)",,7.0,,,,,,,,85.6,,,северо-западный,,,4.0,,,,,,,,10,740,,,10.1,,,,,2.0,,,
1597536000,"Воскресенье, 16 августа
00:00 (UTC)",,7.0,,,,,,,,85.6,,,северо-западный,,,4.0,,,,,,,,10,740,,,10.3,,,,,10.0,,,
1597546800,"Воскресенье, 16 августа
03:00 (UTC)",,7.0,,,,,,,,85.6,9.8,,северо-западный,,,4.0,,0,,1,,,,10,740,,,10.3,,,,,10.0,,,
1597557600,"Воскресенье, 16 августа
06:00 (UTC)",,9.0,,,,,,,,71.4,,,северный,,,5.0,,,,,,,,10,740,,,14.1,,,,,7.0,,,
1597568400,"Воскресенье, 16 августа
09:00 (UTC)",,11.0,,,,,,,,54.0,,,северный,,,7.0,,,,,,,,10,740,,,17.4,,,,,7.0,,,
1597579200,"Воскресенье, 16 августа
12:00 (UTC)",,11.0,,,,,,,,51.4,,,северный,,,5.0,,,,,,,,10,740,,,18.6,,,,,7.0,,,
1597590000,"Воскресенье, 16 августа
15:00 (UTC)",,9.0,,,,,,,,48.6,,,северо-западный,,19.7,5.0,,0,,,,,,10,740,,,18.3,,,,,6.0,,,
