timestamp,date,Морось (незамерзающая) умеренная непрерывная,Гроза слабая или умеренная (возможен дождь или снег),"Порывы, м/с",Туман (видимость менее 1 км),"Осадки за 12 часов, мм",Туман начался (усилился). Небо видно,"Высота снежного покрова, см",Ливневый дождь,"Осадки за 24 часа, мм",Дымка (видимость больше 1 км),Ливневой дождь слабый,Туман без изменений (небо не видно),Туман ослабел (небо не видно),"Горизонтальная видимость, км","Атмосферное давление на уровне станции, мм рт.ст.",Туман начался (усилился). Небо не видно,Ливневой дождь умеренный или сильный,"Гроза, но без осадков","Температура воздуха, °C","Гроза, дождь слабый","Относительная влажность, %","Минимальная температура, °C",Количество облаков не изменилось,Туман без изменений (небо видно),Направление ветра,Балл общей облачности,Гроза,Ливневой снег слабый,"Максимальная температура, °C","Средняя скорость ветра, м/с"
1595937600,"Вторник, 28 июля
12:00 (UTC)",,,,,0,,,,,,,,,50.0,716.0,,,,21.8,,58.1,,,,,9.0,,,26.1,0.0
1595948400,"Вторник, 28 июля
15:00 (UTC)",,,,,,,,,,,,,,,716.0,,,,18.3,,77.5,,,,северо-восточный,2.0,,,,1.0
1595959200,"Вторник, 28 июля
18:00 (UTC)",,,,,,,,,,,,,,,716.0,,,,15.9,,84.5,,,,восточный,2.0,,,,1.0
1595970000,"Вторник, 28 июля
21:00 (UTC)",,,,,,,,,,,,,,50.0,715.0,,,,13.9,,83.8,,,,северо-восточный,10.0,,,,1.0
1595980800,"Среда, 29 июля
00:00 (UTC)",,,,,0,,,,0,,,,,50.0,715.0,,,,17.5,,72.5,13.7,,,,10.0,,,,0.0
1595991600,"Среда, 29 июля
03:00 (UTC)",,,,,,,,,,,,,,20.0,715.0,,,,19.2,,67.8,,,,северо-западный,10.0,,,,1.0
1596002400,"Среда, 29 июля
06:00 (UTC)",,,,,,,,,,,True,,,20.0,715.0,,,,20.8,,69.9,,,,северо-западный,10.0,,,,1.0
1596013200,"Среда, 29 июля
09:00 (UTC)",,,,,,,,True,,,,,,50.0,714.0,,,,23.4,,63.2,,,,северо-западный,10.0,,,,2.0
1596024000,"Среда, 29 июля
12:00 (UTC)",,,,,0.1,,,,,,,,,50.0,714.0,,,,20.3,,76.8,,True,,западный,10.0,,,24.7,2.0
1596034800,"Среда, 29 июля
15:00 (UTC)",,,,,,,,,,,True,,,,715.0,,,,17.8,,91.5,,,,западный,10.0,,,,1.0
1596045600,"Среда, 29 июля
18:00 (UTC)",,,,,,,,,,,,,,,715.0,,,,17.2,,92.1,,True,,западный,10.0,,,,1.0
1596056400,"Среда, 29 июля
21:00 (UTC)",,,,,,,,,,,,,,10.0,715.0,,,,16.8,,90.3,,,,западный,10.0,,,,2.0
1596067200,"Четверг, 30 июля
00:00 (UTC)",,,,,2,,,,2,,,,,20.0,715.0,,,,16.9,,87.4,16.5,True,,северо-западный,10.0,,,,1.0
1596078000,"Четверг, 30 июля
03:00 (UTC)",,,,,,,,,,,,,,50.0,715.0,,,,21.5,,66.9,,,,северо-западный,9.0,,,,1.0
1596088800,"Четверг, 30 июля
06:00 (UTC)",,,,,,,,,,,,,,50.0,714.0,,,,23.3,,58.1,,,,восточный,9.0,,,,1.0
1596099600,"Четверг, 30 июля
09:00 (UTC)",,,,,,,,,,,,,,50.0,714.0,,,,23.1,,59.5,,True,,северо-западный,9.0,,,,2.0
1596153600,"Пятница, 31 июля
00:00 (UTC)",,,,,0,,,,0.4,,,,,50.0,715.0,,,,18.0,,83.2,16.5,,,северо-западный,10.0,,,,2.0
1596164400,"Пятница, 31 июля
03:00 (UTC)",,,,,,,,,,,,,,10.0,715.0,,,,19.8,,77.2,,,,северный,10.0,,,,1.0
1596175200,"Пятница, 31 июля
06:00 (UTC)",,,,,,,,,,,,,,10.0,714.0,,,,24.8,,61.9,,,,западный,9.0,,,,2.0
1596186000,"Пятница, 31 июля
09:00 (UTC)",,,,,,,,,,,,,,10.0,712.0,,,True,21.2,,75.0,,,,северо-западный,9.0,,,,2.0
1596196800,"Пятница, 31 июля
12:00 (UTC)",,,,,0.1,,,,,,,,,20.0,712.0,,,,21.0,,77.9,,True,,западный,10.0,,,25.2,2.0
1596207600,"Пятница, 31 июля
15:00 (UTC)",,,,,,,,,,,,,,,712.0,,,,18.9,,86.0,,True,,северо-западный,7.0,,,,1.0
1596218400,"Пятница, 31 июля
18:00 (UTC)",,,,,,,,,,,,,,,712.0,,,,17.5,,90.3,,True,,северо-западный,10.0,,,,1.0
1596229200,"Пятница, 31 июля
21:00 (UTC)",,,,,,,,,,,,,,10.0,712.0,,,,17.3,,86.9,,,,северо-западный,10.0,,,,1.0
1596240000,"Суббота, 1 августа
00:00 (UTC)",,,,,0.7,,,,0.8,,,,,20.0,713.0,,,,17.5,,84.2,16.9,,,северо-западный,10.0,,,,3.0
1596250800,"Суббота, 1 августа
03:00 (UTC)",,,11.0,,,,,,,,,,,50.0,713.0,,,,21.4,,66.5,,,,северо-западный,10.0,,,,4.0
1596261600,"Суббота, 1 августа
06:00 (UTC)",,,15.0,,,,,,,,,,,50.0,712.0,,,,24.1,,47.3,,,,северо-западный,10.0,,,,5.0
1596272400,"Суббота, 1 августа
09:00 (UTC)",,,15.0,,,,,,,,,,,50.0,712.0,,,,23.3,,49.3,,,,северо-западный,9.0,,,,2.0
1596283200,"Суббота, 1 августа
12:00 (UTC)",,,11.0,,0,,,,,,,,,50.0,714.0,,,,21.3,,59.5,,,,северо-западный,10.0,,,25.2,2.0
1596294000,"Суббота, 1 августа
15:00 (UTC)",,,,,,,,,,,True,,,,715.0,,,,17.0,,86.9,,,,северо-западный,10.0,,,,3.0
1596304800,"Суббота, 1 августа
18:00 (UTC)",,,11.0,,,,,,,,True,,,,715.0,,,,16.3,,89.1,,,,северо-западный,10.0,,,,4.0
1596315600,"Суббота, 1 августа
21:00 (UTC)",,,13.0,,,,,,,,True,,,,715.0,,,,15.2,,87.8,,,,северо-западный,10.0,,,,4.0
1596326400,"Воскресенье, 2 августа
00:00 (UTC)",,,11.0,,4,,,,4,,True,,,10.0,716.0,,,,14.8,,90.1,14.6,,,северо-западный,10.0,,,,4.0
1596337200,"Воскресенье, 2 августа
03:00 (UTC)",,,12.0,,,,,,,,True,,,20.0,716.0,,,,15.6,,85.1,,,,северо-западный,10.0,,,,4.0
1596348000,"Воскресенье, 2 августа
06:00 (UTC)",,,13.0,,,,,,,,True,,,20.0,717.0,,,,16.1,,81.3,,,,северо-западный,10.0,,,,3.0
1596358800,"Воскресенье, 2 августа
09:00 (UTC)",,,10.0,,,,,,,,True,,,20.0,718.0,,,,15.8,,82.9,,,,северо-западный,10.0,,,,4.0
1596369600,"Воскресенье, 2 августа
12:00 (UTC)",,,10.0,,2,,,,,,True,,,10.0,718.0,,,,14.8,,90.7,,,,западный,10.0,,,16.4,3.0
1596380400,"Воскресенье, 2 августа
15:00 (UTC)",,,10.0,,,,,,,,,,,,719.0,,True,,14.3,,90.7,,,,западный,10.0,,,,3.0
1596391200,"Воскресенье, 2 августа
18:00 (UTC)",,,,,,,,,,,True,,,,719.0,,,,13.7,,91.9,,,,западный,10.0,,,,2.0
1596402000,"Воскресенье, 2 августа
21:00 (UTC)",,,,,,,,,,,,,,,719.0,,True,,13.6,,92.5,,,,западный,10.0,,,,2.0
1596412800,"Понедельник, 3 августа
00:00 (UTC)",,,,,15,,,,18,,,,,4.0,719.0,,True,,14.0,,93.1,13.5,,,западный,10.0,,,,2.0
1596423600,"Понедельник, 3 августа
03:00 (UTC)",,,,,,,,,,,True,,,10.0,719.0,,,,15.0,,92.5,,,,западный,10.0,,,,2.0
1596434400,"Понедельник, 3 августа
06:00 (UTC)",,,,,,,,,,,,,,20.0,719.0,,,,16.5,,87.4,,True,,западный,10.0,,,,3.0
1596445200,"Понедельник, 3 августа
09:00 (UTC)",,,,,,,,,,,,,,50.0,719.0,,,,19.1,,78.1,,,,западный,10.0,,,,1.0
1596456000,"Понедельник, 3 августа
12:00 (UTC)",,,,,11,,,,,,,,,50.0,719.0,,,,17.1,,86.3,,,,западный,10.0,,,19.6,1.0
1596466800,"Понедельник, 3 августа
15:00 (UTC)",,,,,,,,,,,,,,,719.0,,,,16.3,,86.8,,,,западный,10.0,,,,1.0
1596477600,"Понедельник, 3 августа
18:00 (UTC)",,,,,,,,,,,,,,,718.0,,,,15.6,,86.7,,,,,10.0,,,,0.0
1596488400,"Понедельник, 3 августа
21:00 (UTC)",,,,,,,,,,,,,,,718.0,,,,14.4,,92.5,,,,северо-восточный,10.0,,,,1.0
1596499200,"Вторник, 4 августа
00:00 (UTC)",,,,,0,,,,11,,,,,10.0,718.0,,,,15.9,,85.7,14.3,,,,10.0,,,,0.0
1596510000,"Вторник, 4 августа
03:00 (UTC)",,,,,,,,True,,,,,,20.0,718.0,,,,19.3,,71.9,,,,,10.0,,,,0.0
1596520800,"Вторник, 4 августа
06:00 (UTC)",,,,,,,,,,,,,,20.0,718.0,,,,22.1,,63.7,,True,,южный,10.0,,,,1.0
1596531600,"Вторник, 4 августа
09:00 (UTC)",,,,,,,,,,,,,,20.0,716.0,,,,25.0,,36.0,,,,восточный,4.0,,,,1.0
1596542400,"Вторник, 4 августа
12:00 (UTC)",,,,,менее 0.1,,,,,,,,,20.0,716.0,,,,21.6,,52.2,,,,,10.0,,,25.1,0.0
1596553200,"Вторник, 4 августа
15:00 (UTC)",,,,,,,,,,,,,,,717.0,,,,17.1,,77.8,,,,,6.0,,,,0.0
1596564000,"Вторник, 4 августа
18:00 (UTC)",,,,,,,,,,,,,,,717.0,,,,15.5,,90.2,,,,северный,10.0,,,,1.0
1596574800,"Вторник, 4 августа
21:00 (UTC)",,,,,,,,,,,,,,,717.0,,,,13.0,,88.2,,,,восточный,10.0,,,,1.0
1596585600,"Среда, 5 августа
00:00 (UTC)",,,,,0,,,,менее 0.1,,,,,10.0,717.0,,,,16.6,,71.4,12.7,,,,0.0,,,,0.0
1596596400,"Среда, 5 августа
03:00 (UTC)",,,,,,,,,,,,,,20.0,716.0,,,,22.1,,55.9,,,,юго-восточный,2.0,,,,2.0
1596607200,"Среда, 5 августа
06:00 (UTC)",,,,,,,,,,,,,,50.0,715.0,,,,25.1,,47.9,,,,южный,9.0,,,,3.0
1596618000,"Среда, 5 августа
09:00 (UTC)",,,,,,,,,,,,,,50.0,714.0,,,,25.0,,46.0,,,,юго-восточный,10.0,,,,2.0
1596628800,"Среда, 5 августа
12:00 (UTC)",,,,,менее 0.1,,,True,,,,,,20.0,715.0,,,,21.2,,67.3,,,,,10.0,,,26.2,0.0
1596639600,"Среда, 5 августа
15:00 (UTC)",,,,,,,,,,,,,,,715.0,,,,18.2,,76.0,,,,,4.0,,,,0.0
1596650400,"Среда, 5 августа
18:00 (UTC)",,,,,,,,,,,,,,,715.0,,,,16.5,,77.7,,,,северо-западный,9.0,,,,1.0
1596661200,"Среда, 5 августа
21:00 (UTC)",,,,,,,,,,,,,,,714.0,,,,15.2,,85.6,,,,северо-восточный,10.0,,,,1.0
1596672000,"Четверг, 6 августа
00:00 (UTC)",,,,,0.7,,,,0.7,,True,,,10.0,714.0,,,,15.3,,90.2,14.9,,,южный,10.0,,,,1.0
1596682800,"Четверг, 6 августа
03:00 (UTC)",,,,,,,,,,,True,,,4.0,713.0,,,,16.7,,87.4,,,,,10.0,,,,0.0
1596693600,"Четверг, 6 августа
06:00 (UTC)",,,,,,,,,,,True,,,10.0,713.0,,,,18.5,,80.1,,,,северо-западный,10.0,,,,2.0
1596704400,"Четверг, 6 августа
09:00 (UTC)",,,,,,,,,,,True,,,10.0,713.0,,,,17.8,,87.5,,,,западный,10.0,,,,2.0
1596715200,"Четверг, 6 августа
12:00 (UTC)",,,,,1,,,,,,,,,50.0,714.0,,,,16.8,,86.9,,True,,западный,10.0,,,18.6,2.0
1596726000,"Четверг, 6 августа
15:00 (UTC)",,,,,,,,,,,,,,,715.0,,,,16.3,,84.6,,True,,западный,10.0,,,,2.0
1596736800,"Четверг, 6 августа
18:00 (UTC)",,,,,,,,,,,,,,,715.0,,,,16.1,,83.5,,True,,западный,10.0,,,,1.0
1596747600,"Четверг, 6 августа
21:00 (UTC)",,,,,,,,,,,,,,,715.0,,,,14.7,,85.5,,,,,10.0,,,,0.0
1596758400,"Пятница, 7 августа
00:00 (UTC)",,,,,менее 0.1,,,,1,,,,,50.0,715.0,,,,16.6,,80.3,14.2,,,западный,10.0,,,,1.0
1596769200,"Пятница, 7 августа
03:00 (UTC)",,,,,,,,,,,,,,20.0,715.0,,,,19.7,,63.6,,,,северо-западный,10.0,,,,3.0
1596780000,"Пятница, 7 августа
06:00 (UTC)",,,,,,,,,,,,,,50.0,714.0,,,,22.4,,53.1,,,,западный,10.0,,,,2.0
1596790800,"Пятница, 7 августа
09:00 (UTC)",,,,,,,,,,,,,,50.0,714.0,,,True,20.1,,69.7,,,,западный,10.0,,,,1.0
1596801600,"Пятница, 7 августа
12:00 (UTC)",,,,,2,,,True,,,,,,20.0,714.0,,,,15.7,,90.2,,,,,10.0,,,22.4,0.0
1596812400,"Пятница, 7 августа
15:00 (UTC)",,,,,,,,,,,,,,,714.0,,,,14.4,,93.1,,,,,2.0,,,,0.0
1596823200,"Пятница, 7 августа
18:00 (UTC)",,,,,,,,,,,,,,,714.0,,,,13.9,,93.7,,,,восточный,4.0,,,,1.0
1596834000,"Пятница, 7 августа
21:00 (UTC)",,,,,,,,,,True,,,,,713.0,,,,12.4,,93.6,,,,северо-восточный,7.0,,,,1.0
1596844800,"Суббота, 8 августа
00:00 (UTC)",,,,,0.1,,,,2,,True,,,10.0,712.0,,,,13.3,,93.7,12.3,,,,10.0,,,,0.0
1596855600,"Суббота, 8 августа
03:00 (UTC)",,,,,,,,,,,True,,,10.0,712.0,,,,15.5,,90.2,,,,западный,10.0,,,,1.0
1596866400,"Суббота, 8 августа
06:00 (UTC)",,,,,,,,,,,True,,,10.0,711.0,,,,16.3,,85.1,,,,северо-западный,10.0,,,,2.0
1596877200,"Суббота, 8 августа
09:00 (UTC)",,,,,,,,,,,True,,,10.0,711.0,,,,16.6,,86.8,,,,северо-западный,10.0,,,,2.0
1596888000,"Суббота, 8 августа
12:00 (UTC)",,,,,1,,,,,,True,,,20.0,712.0,,,,16.9,,88.0,,,,северо-западный,10.0,,,17.3,2.0
1596898800,"Суббота, 8 августа
15:00 (UTC)",,,,,,,,,,,,,,,712.0,,,,17.0,,92.6,,True,,западный,10.0,,,,2.0
1596909600,"Суббота, 8 августа
18:00 (UTC)",,,,,,,,,,,,,,,712.0,,,,15.8,,86.2,,True,,северо-западный,10.0,,,,2.0
1596920400,"Суббота, 8 августа
21:00 (UTC)",,,,,,,,,,,,,,,712.0,,,,15.4,,85.0,,,,западный,10.0,,,,3.0
1596931200,"Воскресенье, 9 августа
00:00 (UTC)",,,10.0,,0.4,,,,2,,,,,10.0,712.0,,,,16.9,,76.8,14.8,,,северо-западный,10.0,,,,4.0
1596942000,"Воскресенье, 9 августа
03:00 (UTC)",,,10.0,,,,,,,,,,,20.0,713.0,,,,21.8,,58.8,,,,северо-западный,9.0,,,,4.0
1596952800,"Воскресенье, 9 августа
06:00 (UTC)",,,10.0,,,,,,,,,,,20.0,712.0,,,,23.5,,51.7,,,,северо-западный,10.0,,,,4.0
1596963600,"Воскресенье, 9 августа
09:00 (UTC)",,,12.0,,,,,,,,,,,20.0,712.0,,,,24.1,,51.9,,,,северо-западный,7.0,,,,4.0
1596974400,"Воскресенье, 9 августа
12:00 (UTC)",,,10.0,,0,,,,,,,,,20.0,712.0,,,,21.8,,53.3,,,,северо-западный,10.0,,,24.4,2.0
1596985200,"Воскресенье, 9 августа
15:00 (UTC)",,,,,,,,,,,,,,,713.0,,,,18.0,,65.3,,,,северо-западный,10.0,,,,2.0
1596996000,"Воскресенье, 9 августа
18:00 (UTC)",,,,,,,,,,,,,,,713.0,,,,15.5,,78.1,,,,северо-западный,4.0,,,,2.0
1597006800,"Воскресенье, 9 августа
21:00 (UTC)",,,,,,,,,,,,,,,714.0,,,,13.9,,80.5,,,,северо-западный,4.0,,,,1.0
1597017600,"Понедельник, 10 августа
00:00 (UTC)",,,,,0,,,,0,,,,,20.0,714.0,,,,14.8,,77.5,13.9,,,западный,10.0,,,,2.0
1597028400,"Понедельник, 10 августа
03:00 (UTC)",,,,,,,,,,,,,,20.0,714.0,,,,17.5,,63.9,,,,северо-западный,10.0,,,,2.0
1597039200,"Понедельник, 10 августа
06:00 (UTC)",,,,,,,,,,,,,,50.0,714.0,,,,21.4,,59.1,,,,западный,10.0,,,,1.0
1597050000,"Понедельник, 10 августа
09:00 (UTC)",,,,,,,,,,,,,,50.0,713.0,,,,24.5,,43.8,,,,северный,10.0,,,,1.0
1597060800,"Понедельник, 10 августа
12:00 (UTC)",,,,,0,,,,,,,,,50.0,713.0,,,,20.0,,63.6,,,,западный,10.0,,,25.1,1.0
1597071600,"Понедельник, 10 августа
15:00 (UTC)",,,,,,,,,,,,,,,714.0,,,,16.0,,78.2,,,,,7.0,,,,0.0
1597082400,"Понедельник, 10 августа
18:00 (UTC)",,,,,,,,,,,,,,,714.0,,,,14.1,,91.9,,,,,10.0,,,,0.0
1597093200,"Понедельник, 10 августа
21:00 (UTC)",,,,,,,,,,,,,,,715.0,,,,13.5,,93.1,,,,восточный,6.0,,,,1.0
1597104000,"Вторник, 11 августа
00:00 (UTC)",,,,True,0,,,,0,,,,,1.0,715.0,,,,13.9,,93.7,13.2,,,юго-восточный,10.0,,,,1.0
1597114800,"Вторник, 11 августа
03:00 (UTC)",,,,,,,,,,,,,,10.0,715.0,,,,22.1,,53.4,,,,юго-восточный,9.0,,,,1.0
1597125600,"Вторник, 11 августа
06:00 (UTC)",,,,,,,,,,,,,,20.0,714.0,,,,25.5,,35.4,,,,южный,10.0,,,,2.0
1597136400,"Вторник, 11 августа
09:00 (UTC)",,,,,,,,,,,,,,20.0,714.0,,,True,24.1,,48.0,,,,южный,10.0,,,,1.0
1597147200,"Вторник, 11 августа
12:00 (UTC)",,,,,0,,,,,,,,,10.0,714.0,,,,19.7,,65.7,,True,,юго-восточный,10.0,,,26.4,3.0
1597158000,"Вторник, 11 августа
15:00 (UTC)",,,,,,,,,,,,,,,715.0,,,,17.5,,76.4,,,,юго-восточный,10.0,,,,1.0
1597168800,"Вторник, 11 августа
18:00 (UTC)",,,,,,,,,,,,,,,715.0,,,,16.5,,81.9,,,,юго-восточный,10.0,,,,1.0
1597179600,"Вторник, 11 августа
21:00 (UTC)",,,,,,,,,,,,,,,714.0,,,,15.7,,84.0,,,,юго-восточный,10.0,,,,1.0
1597190400,"Среда, 12 августа
00:00 (UTC)",,,,,0,,,,0,,,,,10.0,714.0,,,,18.0,,73.0,15.3,,,юго-восточный,0.0,,,,2.0
1597201200,"Среда, 12 августа
03:00 (UTC)",,,,,,,,,,,,,,20.0,714.0,,,,21.9,,58.5,,,,юго-восточный,6.0,,,,3.0
1597212000,"Среда, 12 августа
06:00 (UTC)",,,,,,,,,,,,,,50.0,713.0,,,,24.9,,41.4,,,,юго-восточный,6.0,,,,4.0
1597222800,"Среда, 12 августа
09:00 (UTC)",,,,,,,,,,,,,,50.0,712.0,,,,24.8,,45.7,,,,юго-восточный,7.0,,,,3.0
1597233600,"Среда, 12 августа
12:00 (UTC)",,,,,0,,,,,,,,,50.0,712.0,,,,20.7,,62.6,,,,южный,7.0,,,26.5,2.0
1597244400,"Среда, 12 августа
15:00 (UTC)",,,,,,,,,,,,,,,713.0,,,,16.8,,81.4,,,,юго-восточный,0.0,,,,1.0
1597255200,"Среда, 12 августа
18:00 (UTC)",,,,,,,,,,,,,,,712.0,,,,15.2,,88.4,,,,юго-восточный,0.0,,,,1.0
1597266000,"Среда, 12 августа
21:00 (UTC)",,,,,,,,,,True,,,,,712.0,,,,13.9,,91.9,,,,юго-восточный,0.0,,,,1.0
1597276800,"Четверг, 13 августа
00:00 (UTC)",,,,True,0,,,,0,,,,,2.0,712.0,,,,15.2,,87.8,12.9,,,юго-восточный,6.0,,,,1.0
1597287600,"Четверг, 13 августа
03:00 (UTC)",,,,,,,,,,,,,,20.0,712.0,,,,22.4,,61.7,,,,западный,0.0,,,,1.0
1597298400,"Четверг, 13 августа
06:00 (UTC)",,,,,,,,,,,,,,20.0,711.0,,,,26.8,,48.7,,,,северный,2.0,,,,1.0
1597309200,"Четверг, 13 августа
09:00 (UTC)",,,,,,,,,,,,,,20.0,710.0,,,,28.5,,27.9,,,,западный,2.0,,,,1.0
1597320000,"Четверг, 13 августа
12:00 (UTC)",,,,,0,,,,,,,,,20.0,710.0,,,,22.5,,51.4,,,,западный,10.0,,,29.0,1.0
1597330800,"Четверг, 13 августа
15:00 (UTC)",,,,,,,,,,,,,,,711.0,,,,18.1,,79.5,,,,юго-восточный,0.0,,,,2.0
1597341600,"Четверг, 13 августа
18:00 (UTC)",,,,,,,,,,,,,,,711.0,,,,15.5,,90.8,,,,,0.0,,,,0.0
1597352400,"Четверг, 13 августа
21:00 (UTC)",,,,,,,,,,,,,,,712.0,,,,14.1,,91.9,,,,,7.0,,,,0.0
1597363200,"Пятница, 14 августа
00:00 (UTC)",,,,,0,,,,0,,,,,50.0,713.0,,,,16.9,,77.3,13.6,,,северо-западный,10.0,,,,1.0
1597374000,"Пятница, 14 августа
03:00 (UTC)",,,,,,,,,,,,,,10.0,713.0,,,,16.5,True,91.4,,,,юго-западный,10.0,,,,1.0
1597384800,"Пятница, 14 августа
06:00 (UTC)",,,,,,,,,,,,,,50.0,713.0,,,,20.0,,74.3,,True,,юго-западный,9.0,,,,1.0
1597395600,"Пятница, 14 августа
09:00 (UTC)",,,,,,,,,,,,,,50.0,712.0,,,,22.8,,62.2,,,,южный,7.0,,,,1.0
1597406400,"Пятница, 14 августа
12:00 (UTC)",,,,,6,,,,,,,,,50.0,713.0,,,,19.6,,75.2,,,,южный,7.0,,,23.1,1.0
1597417200,"Пятница, 14 августа
15:00 (UTC)",,,,,,,,,,,True,,,,713.0,,,,15.7,,86.8,,,,южный,7.0,,,,2.0
1597428000,"Пятница, 14 августа
18:00 (UTC)",,,,,,,,,,,,,,,714.0,,,,14.2,,92.5,,True,,,0.0,,,,0.0
1597438800,"Пятница, 14 августа
21:00 (UTC)",,,,,,,,,,,,,,,715.0,,,,13.1,,93.0,,,,,10.0,,,,0.0
1597449600,"Суббота, 15 августа
00:00 (UTC)",,,,,0.1,,,,7,True,,,,4.0,715.0,,,,15.4,,87.9,12.7,,,,10.0,,,,0.0
1597460400,"Суббота, 15 августа
03:00 (UTC)",,,,,,,,,,True,,,,2.0,716.0,,,,16.6,,85.2,,,,северный,10.0,,,,1.0
1597471200,"Суббота, 15 августа
06:00 (UTC)",,,,,,,,,,,,,,20.0,716.0,,,,18.1,,78.0,,,,северный,10.0,,,,1.0
1597482000,"Суббота, 15 августа
09:00 (UTC)",,,,,,,,,,,,,,50.0,716.0,,,,21.3,,65.6,,,,юго-западный,7.0,,,,1.0
1597492800,"Суббота, 15 августа
12:00 (UTC)",,,,,0,,,,,,,,,20.0,716.0,,,,18.1,,80.5,,,,,6.0,,,22.0,0.0
1597503600,"Суббота, 15 августа
15:00 (UTC)",,,,,,,,,,,,,,,717.0,,,,16.4,,89.7,,,,,7.0,,,,0.0
1597514400,"Суббота, 15 августа
18:00 (UTC)",,,,,,,,,,,,,,,717.0,,,,15.5,,93.2,,,True,юго-восточный,7.0,,,,1.0
1597525200,"Суббота, 15 августа
21:00 (UTC)",,,,,,,,,,,,,,,717.0,True,,,14.7,,93.7,,,,,,,,,0.0
1597536000,"Воскресенье, 16 августа
00:00 (UTC)",,,,,0,,,,0,,,True,,0.0,717.0,,,,14.1,,93.7,13.7,,,,,,,,0.0
1597546800,"Воскресенье, 16 августа
03:00 (UTC)",,,,,,,,,,,,,,10.0,717.0,,,,18.4,,73.6,,True,,,10.0,,,,0.0
1597557600,"Воскресенье, 16 августа
06:00 (UTC)",,,,,,,,,,,,,,50.0,717.0,,,,22.6,,50.5,,True,,северо-западный,10.0,,,,1.0
1597568400,"Воскресенье, 16 августа
09:00 (UTC)",,,,,,,,,,,,,,50.0,716.0,,,,24.6,,39.4,,,,северо-восточный,7.0,,,,1.0
1597579200,"Воскресенье, 16 августа
12:00 (UTC)",,,,,3,,,,,,True,,,20.0,717.0,,,,16.1,,90.2,,,,юго-восточный,10.0,,,25.0,1.0
1597590000,"Воскресенье, 16 августа
15:00 (UTC)",,,,,,,,True,,,,,,,718.0,,,,15.8,,86.8,,,,восточный,10.0,,,,1.0
1597600800,"Воскресенье, 16 августа
18:00 (UTC)",,,,,,,,,,,,,,,718.0,,,,13.7,,90.7,,True,,северо-восточный,2.0,,,,1.0
1597611600,"Воскресенье, 16 августа
21:00 (UTC)",,,,,,,,,,,,,,,718.0,,,,11.1,,88.1,,,,,2.0,,,,0.0
1597622400,"Понедельник, 17 августа
00:00 (UTC)",,,,,0.1,,,,3,,,,,50.0,719.0,,,,12.7,,65.9,9.8,,,,2.0,,,,0.0
1597633200,"Понедельник, 17 августа
03:00 (UTC)",,,,,,,,,,,,,,50.0,719.0,,,,17.5,,53.3,,,,юго-западный,0.0,,,,1.0
1597644000,"Понедельник, 17 августа
06:00 (UTC)",,,,,,,,,,,,,,50.0,719.0,,,,20.7,,35.7,,,,северо-западный,0.0,,,,1.0
1597654800,"Понедельник, 17 августа
09:00 (UTC)",,,,,,,,,,,,,,50.0,718.0,,,,21.8,,31.8,,,,северо-западный,0.0,,,,2.0
1597665600,"Понедельник, 17 августа
12:00 (UTC)",,,,,0,,,,,,,,,50.0,719.0,,,,17.5,,43.3,,,,восточный,0.0,,,22.1,1.0
1597676400,"Понедельник, 17 августа
15:00 (UTC)",,,,,,,,,,,,,,,720.0,,,,14.0,,74.8,,,,восточный,0.0,,,,1.0
1597687200,"Понедельник, 17 августа
18:00 (UTC)",,,,,,,,,,,,,,,719.0,,,,10.1,,84.5,,,,северо-восточный,0.0,,,,2.0
1597698000,"Понедельник, 17 августа
21:00 (UTC)",,,,,,,,,,,,,,,719.0,,,,9.0,,87.9,,,,восточный,0.0,,,,2.0
1597708800,"Вторник, 18 августа
00:00 (UTC)",,,,,0,,,,0,,,,,50.0,718.0,,,,12.6,,74.5,8.3,,,юго-восточный,0.0,,,,1.0
1597719600,"Вторник, 18 августа
03:00 (UTC)",,,,,,,,,,,,,,50.0,717.0,,,,20.3,,51.9,,,,южный,2.0,,,,3.0
1597730400,"Вторник, 18 августа
06:00 (UTC)",,,10.0,,,,,,,,,,,50.0,716.0,,,,24.4,,31.7,,,,юго-восточный,9.0,,,,4.0
1597741200,"Вторник, 18 августа
09:00 (UTC)",,,,,,,,,,,,,,50.0,715.0,,,,25.9,,30.8,,,,юго-восточный,6.0,,,,3.0
1597752000,"Вторник, 18 августа
12:00 (UTC)",,,,,0,,,,,,,,,50.0,715.0,,,,21.7,,45.7,,,,восточный,7.0,,,25.9,1.0
1597762800,"Вторник, 18 августа
15:00 (UTC)",,,,,,,,,,,,,,,715.0,,,,15.7,,74.1,,,,,0.0,,,,0.0
1597773600,"Вторник, 18 августа
18:00 (UTC)",,,,,,,,,,,,,,,715.0,,,,12.7,,86.5,,,,,0.0,,,,0.0
1597784400,"Вторник, 18 августа
21:00 (UTC)",,,,,,,,,,,,,,,715.0,,,,14.0,,82.1,,,,юго-восточный,2.0,,,,2.0
1597795200,"Среда, 19 августа
00:00 (UTC)",,,,,0,,,,0,,,,,50.0,715.0,,,,17.6,,64.4,12.0,,,юго-восточный,2.0,,,,3.0
