timestamp,date,Гроза слабая или умеренная (возможен дождь или снег),"Порывы, м/с",Туман (видимость менее 1 км),"Осадки за 12 часов, мм",Туман начался (усилился). Небо видно,"Высота снежного покрова, см",Туман ослабел (небо видно),Морось (незамерзающая) слабая с перерывами,"Осадки за 24 часа, мм",Количество облаков уменьшилось,Ливневый дождь,Дымка (видимость больше 1 км),Ливневой дождь слабый,Мгла,Ухудшение видимости из-за дыма или вулканического пепла,"Горизонтальная видимость, км","Атмосферное давление на уровне станции, мм рт.ст.",Ливневой дождь умеренный или сильный,"Гроза, но без осадков","Температура воздуха, °C","Относительная влажность, %","Минимальная температура, °C",Количество облаков не изменилось,Туман без изменений (небо видно),Направление ветра,Балл общей облачности,Гроза,"Максимальная температура, °C","Средняя скорость ветра, м/с",Ливневой снег слабый,Ливневый дождь со снегом
1591952400,"Пятница, 12 июня
09:00 (UTC)",,,,,,,,,,,,,,,,20,745,,,25.9,47.2,,,,западный,9,,,1,,
1591963200,"Пятница, 12 июня
12:00 (UTC)",,,,0,,,,,,,,,,,,20,744,,,23.7,57.8,,,,юго-западный,7,,27.0,2,,
1591974000,"Пятница, 12 июня
15:00 (UTC)",,,,,,,,,,,,,,,,20,744,,,20.4,69.8,,,,южный,2,,,2,,
1591984800,"Пятница, 12 июня
18:00 (UTC)",,,,,,,,,,,,,,,,20,743,,,15.0,92.5,,,,юго-восточный,2,,,1,,
1591995600,"Пятница, 12 июня
21:00 (UTC)",,,,,,,,,,,,,,,,10,743,,,13.1,95.5,,,,юго-восточный,2,,,1,,
1592006400,"Суббота, 13 июня
00:00 (UTC)",,,,0,,,,,0,,,,,,,10,742,,,15.8,86.8,12.2,,,южный,2,,,2,,
1592017200,"Суббота, 13 июня
03:00 (UTC)",,,,,,,,,,,,,,,,20,742,,,24.1,59.4,,,,южный,6,,,3,,
1592028000,"Суббота, 13 июня
06:00 (UTC)",,,,,,,,,,,,,,,,20,742,,,23.8,51.5,,,,южный,10,,,3,,
1592038800,"Суббота, 13 июня
09:00 (UTC)",,10.0,,,,,,,,,,,,,,20,741,,,27.9,37.3,,,,юго-западный,5,,,5,,
1592049600,"Суббота, 13 июня
12:00 (UTC)",,10.0,,0,,,,,,,,,,,,20,740,,,26.9,39.8,,,,южный,7,,29.2,5,,
1592060400,"Суббота, 13 июня
15:00 (UTC)",,,,,,,,,,,,,,,,20,740,,,20.7,56.7,,,,южный,7,,,2,,
1592071200,"Суббота, 13 июня
18:00 (UTC)",,,,,,,,,,,,,,,,20,740,,,16.5,73.3,,,,южный,6,,,1,,
1592082000,"Суббота, 13 июня
21:00 (UTC)",,,,,,,,,,,,,,,,20,739,,,16.6,74.2,,,,юго-восточный,10,,,2,,
1592092800,"Воскресенье, 14 июня
00:00 (UTC)",,,,0,,,,,0,,,,,,,10,738,,,17.0,75.3,16.4,,,южный,10,,,2,,
1592103600,"Воскресенье, 14 июня
03:00 (UTC)",,,,,,,,,,,,,,,,20,738,,,24.3,47.1,,True,,южный,9,,,3,,
1592114400,"Воскресенье, 14 июня
06:00 (UTC)",,,,,,,,,,,True,,,,,20,739,,,22.7,56.8,,,,западный,10,,,3,,
1592125200,"Воскресенье, 14 июня
09:00 (UTC)",,10.0,,,,,,,,,True,,,,,10,740,,,19.8,75.3,,,,северо-западный,9,,,6,,
1592136000,"Воскресенье, 14 июня
12:00 (UTC)",,11.0,,менее 0.1,,,,,,,,,,,,20,741,,,17.0,58.9,,True,,северо-западный,7,,25.6,2,,
1592146800,"Воскресенье, 14 июня
15:00 (UTC)",,,,,,,,,,,,,,,,20,742,,,14.9,55.2,,,,западный,4,,,2,,
1592157600,"Воскресенье, 14 июня
18:00 (UTC)",,,,,,,,,,,,,,,,20,744,,,8.8,76.5,,,,,2,,,0,,
1592168400,"Воскресенье, 14 июня
21:00 (UTC)",,,,,,,,,,,,,,,,20,744,,,9.6,76.1,,,,,9,,,0,,
1592179200,"Понедельник, 15 июня
00:00 (UTC)",,,,0,,,,,менее 0.1,,,,,,,20,745,,,10.8,77.9,7.6,,,северо-западный,9,,,1,,
1592190000,"Понедельник, 15 июня
03:00 (UTC)",,,,,,,,,,,,,,,,20,745,,,15.0,49.1,,,,северо-западный,2,,,2,,
1592200800,"Понедельник, 15 июня
06:00 (UTC)",,,,,,,,,,,,,,,,20,746,,,16.8,41.6,,,,западный,7,,,4,,
1592211600,"Понедельник, 15 июня
09:00 (UTC)",,,,,,,,,,,,,,,,20,745,,,18.7,39.1,,,,северо-западный,7,,,4,,
1592222400,"Понедельник, 15 июня
12:00 (UTC)",,,,0,,,,,,,,,,,,20,746,,,16.1,46.7,,,,северо-западный,7,,19.1,2,,
1592233200,"Понедельник, 15 июня
15:00 (UTC)",,,,,,,,,,,,,,,,20,746,,,12.2,64.5,,,,западный,7,,,2,,
1592244000,"Понедельник, 15 июня
18:00 (UTC)",,,,,,,,,,,,,,,,20,747,,,7.0,90.2,,,,,5,,,0,,
1592254800,"Понедельник, 15 июня
21:00 (UTC)",,,,,,,,,,,,,,,,20,747,,,4.6,95.9,,,,западный,2,,,1,,
1592265600,"Вторник, 16 июня
00:00 (UTC)",,,,0,,,,,0,,,,,,,20,748,,,9.8,83.3,3.9,,,,6,,,0,,
1592276400,"Вторник, 16 июня
03:00 (UTC)",,,,,,,,,,,,,,,,20,748,,,14.5,56.3,,,,северо-восточный,2,,,2,,
1592287200,"Вторник, 16 июня
06:00 (UTC)",,,,,,,,,,,,,,,,20,748,,,15.8,43.1,,,,северо-западный,7,,,2,,
1592298000,"Вторник, 16 июня
09:00 (UTC)",,,,,,,,,,,,,,,,20,747,,,19.1,34.8,,,,северо-западный,6,,,2,,
1592308800,"Вторник, 16 июня
12:00 (UTC)",,,,0,,,,,,,,,,,,20,747,,,18.7,33.5,,,,северный,2,,19.3,2,,
1592319600,"Вторник, 16 июня
15:00 (UTC)",,,,,,,,,,,,,,,,20,747,,,12.9,59.9,,,,северный,0,,,1,,
1592330400,"Вторник, 16 июня
18:00 (UTC)",,,,,,,,,,,,,,,,20,747,,,9.3,75.0,,,,северо-западный,0,,,1,,
1592341200,"Вторник, 16 июня
21:00 (UTC)",,,,,,,,,,,,,,,,20,746,,,7.6,84.2,,,,северо-западный,0,,,1,,
1592352000,"Среда, 17 июня
00:00 (UTC)",,,,0,,,,,0,,,,,,,20,745,,,11.3,72.3,6.9,,,северный,1,,,2,,
1592362800,"Среда, 17 июня
03:00 (UTC)",,,,,,,,,,,,,,,,20,744,,,17.7,51.6,,,,северо-восточный,2,,,1,,
1592373600,"Среда, 17 июня
06:00 (UTC)",,,,,,,,,,,,,,,,20,743,,,22.5,30.3,,,,восточный,6,,,2,,
1592384400,"Среда, 17 июня
09:00 (UTC)",,,,,,,,,,,,,,,,20,741,,,24.7,25.8,,,,северо-восточный,2,,,2,,
1592395200,"Среда, 17 июня
12:00 (UTC)",,,,0,,,,,,,,,,,,20,740,,,24.6,33.1,,,,северный,1,,26.0,3,,
1592406000,"Среда, 17 июня
15:00 (UTC)",,,,,,,,,,,,,,,,20,739,,,17.0,56.5,,,,западный,0,,,1,,
1592416800,"Среда, 17 июня
18:00 (UTC)",,,,,,,,,,,,,,,,20,738,,,12.0,80.2,,,,западный,0,,,1,,
1592427600,"Среда, 17 июня
21:00 (UTC)",,,,,,,,,,,,,,,,20,737,,,8.7,92.2,,,,западный,2,,,1,,
1592438400,"Четверг, 18 июня
00:00 (UTC)",,,,0,,,,,0,,,,,,,20,736,,,14.3,78.4,8.7,,,,7,,,0,,
1592449200,"Четверг, 18 июня
03:00 (UTC)",,,,,,,,,,,,,,,,20,735,,,19.4,60.6,,,,восточный,9,,,1,,
1592460000,"Четверг, 18 июня
06:00 (UTC)",,,,,,,,,,,,,,,,20,736,,,23.1,51.6,,,,западный,10,,,3,,
1592470800,"Четверг, 18 июня
09:00 (UTC)",,10.0,,,,,,,,,,,,,,20,737,,,18.6,71.3,,,,юго-западный,10,,,3,,
1592481600,"Четверг, 18 июня
12:00 (UTC)",,,,0,,,,,,,,,,,,20,737,,,18.7,75.6,,,,юго-восточный,10,,23.6,2,,
1592492400,"Четверг, 18 июня
15:00 (UTC)",,,,,,,,,,,,,True,,,10,738,,,16.1,96.9,,,,южный,10,,,2,,
1592503200,"Четверг, 18 июня
18:00 (UTC)",,,,,,,,,,,,,,,,20,738,,,15.5,97.5,,True,,южный,10,,,1,,
1592514000,"Четверг, 18 июня
21:00 (UTC)",,,,,,,,,,,,,,,,20,738,,,13.7,97.4,,,,южный,10,,,1,,
1592524800,"Пятница, 19 июня
00:00 (UTC)",,,,4,,,,,4,,,,,,,20,739,,,14.2,93.7,13.1,,,южный,7,,,3,,
1592535600,"Пятница, 19 июня
03:00 (UTC)",,,,,,,,,,,,,,,,10,739,,,15.3,85.6,,,,южный,10,,,2,,
1592546400,"Пятница, 19 июня
06:00 (UTC)",,,,,,,,,,,,,,,,20,740,,,17.9,78.4,,True,,южный,9,,,3,,
1592557200,"Пятница, 19 июня
09:00 (UTC)",,,,,,,,,,,,,True,,,10,742,,,14.3,85.5,,,,западный,10,,,3,,
1592568000,"Пятница, 19 июня
12:00 (UTC)",,,,2,,,,,,,,,,,,20,743,,,13.3,80.9,,True,,северо-западный,10,,18.1,2,,
1592578800,"Пятница, 19 июня
15:00 (UTC)",,,,,,,,,,,,,,,,20,744,,,11.0,82.9,,,,западный,7,,,1,,
1592589600,"Пятница, 19 июня
18:00 (UTC)",,,,,,,,,,,,,,,,20,745,,,9.2,89.7,,,,западный,7,,,1,,
1592600400,"Пятница, 19 июня
21:00 (UTC)",,,,,,,,,,,,,,,,10,745,,,5.2,95.9,,,,западный,6,,,1,,
1592611200,"Суббота, 20 июня
00:00 (UTC)",,,,0,,,,,2,,,,,,,10,745,,,8.1,97.3,4.5,,,северный,7,,,1,,
1592622000,"Суббота, 20 июня
03:00 (UTC)",,,,,,,,,,,,,,,,20,745,,,11.9,73.4,,,,северо-восточный,7,,,2,,
1592632800,"Суббота, 20 июня
06:00 (UTC)",,,,,,,,,,,,,,,,20,745,,,13.9,52.0,,,,северо-восточный,9,,,3,,
1592643600,"Суббота, 20 июня
09:00 (UTC)",,,,,,,,,,,,,,,,20,745,,,14.4,51.0,,,,северо-восточный,7,,,2,,
1592654400,"Суббота, 20 июня
12:00 (UTC)",,,,0,,,,,,,,,,,,20,746,,,13.8,53.4,,,,восточный,9,,15.2,3,,
1592665200,"Суббота, 20 июня
15:00 (UTC)",,,,,,,,,,,,,,,,20,746,,,9.6,74.5,,,,западный,5,,,1,,
1592676000,"Суббота, 20 июня
18:00 (UTC)",,,,,,,,,,,,,,,,20,747,,,6.0,94.6,,,,,6,,,0,,
1592686800,"Суббота, 20 июня
21:00 (UTC)",,,,,,,,,,,,,,,,20,748,,,5.3,96.6,,,,,7,,,0,,
1592697600,"Воскресенье, 21 июня
00:00 (UTC)",,,,0,,,,,0,,,,,,,20,749,,,8.5,90.3,3.5,,,северный,7,,,1,,
1592708400,"Воскресенье, 21 июня
03:00 (UTC)",,,,,,,,,,,,,,,,20,749,,,13.1,67.9,,,,западный,9,,,1,,
1592719200,"Воскресенье, 21 июня
06:00 (UTC)",,,,,,,,,,,,,,,,20,749,,,16.3,47.4,,,,северо-западный,10,,,2,,
1592730000,"Воскресенье, 21 июня
09:00 (UTC)",,,,,,,,,,,,,,,,20,748,,,18.0,35.7,,,,северо-западный,7,,,2,,
1592740800,"Воскресенье, 21 июня
12:00 (UTC)",,,,0,,,,,,,,,,,,20,748,,,18.8,36.7,,,,западный,7,,19.2,2,,
1592751600,"Воскресенье, 21 июня
15:00 (UTC)",,,,,,,,,,,,,,,,20,749,,,11.8,72.9,,,,юго-западный,7,,,1,,
1592762400,"Воскресенье, 21 июня
18:00 (UTC)",,,,,,,,,,,,,,,,20,748,,,7.8,92.1,,,,юго-восточный,6,,,1,,
1592773200,"Воскресенье, 21 июня
21:00 (UTC)",,,,,,,,,,,,,,,,20,748,,,5.1,95.9,,,,,7,,,0,,
1592784000,"Понедельник, 22 июня
00:00 (UTC)",,,,0,,,,,0,,,,,,,20,748,,,8.7,94.7,5.1,,,южный,7,,,1,,
1592794800,"Понедельник, 22 июня
03:00 (UTC)",,,,,,,,,,,,,,,,20,748,,,17.1,57.3,,,,юго-восточный,6,,,2,,
1592805600,"Понедельник, 22 июня
06:00 (UTC)",,,,,,,,,,,,,,,,20,747,,,20.8,34.8,,,,юго-западный,6,,,3,,
1592816400,"Понедельник, 22 июня
09:00 (UTC)",,,,,,,,,,,,,,,,20,746,,,22.7,31.0,,,,южный,1,,,2,,
1592827200,"Понедельник, 22 июня
12:00 (UTC)",,,,0,,,,,,,,,,,,20,746,,,23.4,29.9,,,,юго-восточный,0,,24.0,2,,
1592838000,"Понедельник, 22 июня
15:00 (UTC)",,,,,,,,,,,,,,,,20,746,,,17.2,60.1,,,,южный,2,,,1,,
1592848800,"Понедельник, 22 июня
18:00 (UTC)",,,,,,,,,,,,,,,,20,746,,,10.9,88.1,,,,,4,,,0,,
1592859600,"Понедельник, 22 июня
21:00 (UTC)",,,,,,,,,,,,,,,,20,745,,,8.9,93.4,,,,,2,,,0,,
1592870400,"Вторник, 23 июня
00:00 (UTC)",,,,0,,,,,0,,,,,,,20,745,,,13.7,82.1,7.9,,,юго-восточный,6,,,1,,
1592881200,"Вторник, 23 июня
03:00 (UTC)",,,,,,,,,,,,,,,,20,744,,,19.8,58.4,,,,,4,,,0,,
1592892000,"Вторник, 23 июня
06:00 (UTC)",,,,,,,,,,,,,,,,20,743,,,23.8,47.2,,,,восточный,5,,,2,,
1592902800,"Вторник, 23 июня
09:00 (UTC)",,,,,,,,,,,,,,,,20,742,,,25.8,36.0,,,,юго-восточный,2,,,2,,
1592913600,"Вторник, 23 июня
12:00 (UTC)",,,,0,,,,,,,,,,,,20,742,,,26.8,34.8,,,,западный,1,,27.2,1,,
1592924400,"Вторник, 23 июня
15:00 (UTC)",,,,,,,,,,,,,,,,20,742,,,20.1,63.7,,,,западный,4,,,1,,
1592935200,"Вторник, 23 июня
18:00 (UTC)",,,,,,,,,,,,,,,,20,741,,,15.6,87.3,,,,западный,10,,,1,,
1592946000,"Вторник, 23 июня
21:00 (UTC)",,,,,,,,,,,,,,,,10,741,,,14.6,91.3,,,,,10,,,0,,
1592956800,"Среда, 24 июня
00:00 (UTC)",,,,0,,,,,0,,,,,,,10,741,,,16.2,87.4,13.3,,,юго-восточный,10,,,1,,
1592967600,"Среда, 24 июня
03:00 (UTC)",,,,,,,,,,,,,,,,20,741,,,22.8,61.4,,,,восточный,7,,,1,,
1592978400,"Среда, 24 июня
06:00 (UTC)",,,,,,,,,,,,,,,,20,740,,,26.0,42.8,,,,юго-западный,9,,,2,,
1592989200,"Среда, 24 июня
09:00 (UTC)",,,,,,,,,,,,,,,,20,740,,,28.3,33.4,,,,западный,7,,,1,,
1593000000,"Среда, 24 июня
12:00 (UTC)",,,,0,,,,,,,,,,,,20,740,,,26.5,43.8,,,,северо-западный,9,,28.6,3,,
1593010800,"Среда, 24 июня
15:00 (UTC)",,,,,,,,,,,,,,,,20,741,,,20.5,65.0,,,,северо-западный,5,,,1,,
1593021600,"Среда, 24 июня
18:00 (UTC)",,,,,,,,,,,,,,,,20,742,,,15.1,93.7,,,,,2,,,0,,
1593032400,"Среда, 24 июня
21:00 (UTC)",,,,,,,,,,,,,,,,20,742,,,13.3,96.8,,,,,4,,,0,,
1593043200,"Четверг, 25 июня
00:00 (UTC)",,,,0,,,,,0,,,,,,,20,742,,,17.4,84.7,12.3,,,,7,,,0,,
1593054000,"Четверг, 25 июня
03:00 (UTC)",,,,,,,,,,,,,,,,20,742,,,21.9,70.5,,,,юго-западный,5,,,1,,
1593064800,"Четверг, 25 июня
06:00 (UTC)",,,,,,,,,,,,,,,,20,742,,,25.2,45.8,,,,западный,10,,,1,,
1593075600,"Четверг, 25 июня
09:00 (UTC)",,,,,,,,,,,,,,,,20,742,,,27.8,35.6,,True,,северо-западный,7,,,3,,
1593086400,"Четверг, 25 июня
12:00 (UTC)",,,,менее 0.1,,,,,,,,,,,,20,742,,,26.6,39.7,,True,,западный,5,,28.3,2,,
1593097200,"Четверг, 25 июня
15:00 (UTC)",,,,,,,,,,,,,,,,20,743,,,18.2,68.9,,,,юго-западный,2,,,1,,
1593108000,"Четверг, 25 июня
18:00 (UTC)",,,,,,,,,,,,,,,,20,743,,,12.8,91.2,,,,,5,,,0,,
1593118800,"Четверг, 25 июня
21:00 (UTC)",,,,,,,,,,,,,,,,20,742,,,10.3,95.4,,,,,2,,,0,,
1593129600,"Пятница, 26 июня
00:00 (UTC)",,,,0,,,,,менее 0.1,,,,,,,20,742,,,15.5,87.3,9.4,,,юго-восточный,2,,,1,,
1593140400,"Пятница, 26 июня
03:00 (UTC)",,,,,,,,,,,,,,,,20,742,,,23.2,57.3,,,,южный,6,,,3,,
1593151200,"Пятница, 26 июня
06:00 (UTC)",,,,,,,,,,,,,,,,20,741,,,28.3,35.3,,,,юго-восточный,7,,,2,,
1593162000,"Пятница, 26 июня
09:00 (UTC)",,,,,,,,,,,,,,,,20,739,,,29.8,25.9,,,,юго-восточный,6,,,2,,
1593172800,"Пятница, 26 июня
12:00 (UTC)",,,,0,,,,,,,,,,,,20,739,,,30.0,20.5,,,,восточный,2,,30.4,1,,
1593183600,"Пятница, 26 июня
15:00 (UTC)",,12.0,,,,,,,,,,,,,,20,740,,,21.8,58.8,,,,северный,7,,,4,,
1593194400,"Пятница, 26 июня
18:00 (UTC)",,,,,,,,,,,,,,,,20,739,,,18.3,68.9,,,,северо-западный,10,,,1,,
1593205200,"Пятница, 26 июня
21:00 (UTC)",,,,,,,,,,,,,,,,20,738,,,13.1,94.3,,,,западный,10,,,1,,
1593216000,"Суббота, 27 июня
00:00 (UTC)",,,,0,,,,,0,,,,,,,20,737,,,17.0,84.7,12.6,,,,2,,,0,,
1593226800,"Суббота, 27 июня
03:00 (UTC)",,,,,,,,,,,,,,,,20,737,,,24.3,49.6,,,,восточный,0,,,2,,
1593237600,"Суббота, 27 июня
06:00 (UTC)",,,,,,,,,,,,,,,,20,736,,,29.1,33.7,,,,восточный,0,,,3,,
1593248400,"Суббота, 27 июня
09:00 (UTC)",,,,,,,,,,,,,,,,20,735,,,30.8,27.8,,,,юго-восточный,1,,,3,,
1593259200,"Суббота, 27 июня
12:00 (UTC)",,,,0,,,,,,,,,,,,20,735,,,30.6,29.9,,,,юго-восточный,5,,31.2,1,,
1593270000,"Суббота, 27 июня
15:00 (UTC)",,,,,,,,,,,,,,,,20,735,,,21.1,73.1,,,,южный,7,,,1,,
1593280800,"Суббота, 27 июня
18:00 (UTC)",,,,,,,,,,,,,,,,20,735,,,19.1,81.7,,,,южный,6,,,1,,
1593291600,"Суббота, 27 июня
21:00 (UTC)",,,,,,,,,,,,,,,,20,736,,,17.2,81.5,,,,южный,4,,,1,,
1593302400,"Воскресенье, 28 июня
00:00 (UTC)",,,,0,,,,,0,,,,,,,20,738,,,21.6,52.9,15.6,,,юго-западный,10,,,5,,
1593313200,"Воскресенье, 28 июня
03:00 (UTC)",,,,,,,,,,,,,,,,20,741,,,20.8,48.0,,True,,юго-западный,10,,,3,,
1593324000,"Воскресенье, 28 июня
06:00 (UTC)",,11.0,,,,,,,,True,,,,,,20,743,,,21.6,32.0,,,,южный,5,,,6,,
1593334800,"Воскресенье, 28 июня
09:00 (UTC)",,13.0,,,,,,,,,,,,,,20,743,,,23.8,28.8,,,,юго-западный,5,,,5,,
1593345600,"Воскресенье, 28 июня
12:00 (UTC)",,12.0,,менее 0.1,,,,,,,,,,,,20,746,,,19.7,39.4,,,,юго-западный,9,,24.1,4,,
1593356400,"Воскресенье, 28 июня
15:00 (UTC)",,,,,,,,,,,,,,,,20,747,,,16.3,48.4,,,,юго-восточный,7,,,1,,
1593367200,"Воскресенье, 28 июня
18:00 (UTC)",,,,,,,,,,,,,,,,20,748,,,14.1,60.6,,,,юго-восточный,9,,,1,,
1593378000,"Воскресенье, 28 июня
21:00 (UTC)",,,,,,,,,,,,,,,,20,748,,,13.2,67.9,,,,юго-восточный,10,,,2,,
1593388800,"Понедельник, 29 июня
00:00 (UTC)",,,,0,,,,,менее 0.1,,,,,,,20,748,,,13.8,75.3,12.0,,,юго-восточный,10,,,2,,
1593399600,"Понедельник, 29 июня
03:00 (UTC)",,,,,,,,,,,,,,,,10,748,,,16.3,68.1,,,,юго-восточный,10,,,2,,
1593410400,"Понедельник, 29 июня
06:00 (UTC)",,,,,,,,,,,,,,,,10,748,,,19.1,55.5,,,,юго-восточный,9,,,4,,
1593421200,"Понедельник, 29 июня
09:00 (UTC)",,13.0,,,,,,,,,,,,,,20,747,,,20.8,44.0,,,,юго-восточный,2,,,6,,
1593432000,"Понедельник, 29 июня
12:00 (UTC)",,12.0,,0,,,,,,,,,,,,20,746,,,20.7,44.8,,,,южный,1,,21.7,5,,
1593442800,"Понедельник, 29 июня
15:00 (UTC)",,11.0,,,,,,,,,,,,,,20,746,,,17.4,58.6,,,,юго-восточный,1,,,2,,
1593453600,"Понедельник, 29 июня
18:00 (UTC)",,,,,,,,,,,,,,,,20,746,,,14.1,80.5,,,,южный,0,,,2,,
1593464400,"Понедельник, 29 июня
21:00 (UTC)",,,,,,,,,,,,,,,,20,745,,,12.4,87.0,,,,южный,2,,,1,,
1593475200,"Вторник, 30 июня
00:00 (UTC)",,,,0,,,,,0,,,,,,,20,746,,,15.2,72.5,12.3,,,юго-восточный,9,,,2,,
1593486000,"Вторник, 30 июня
03:00 (UTC)",,,,,,,,,,,,,,,,20,746,,,18.7,60.9,,,,юго-восточный,7,,,3,,
1593496800,"Вторник, 30 июня
06:00 (UTC)",,,,,,,,,,,,,,,,20,746,,,24.2,46.4,,,,юго-восточный,7,,,2,,
1593507600,"Вторник, 30 июня
09:00 (UTC)",,,,,,,,,,,,,,,,20,746,,,26.5,35.5,,,,юго-западный,9,,,1,,
1593518400,"Вторник, 30 июня
12:00 (UTC)",,,,0,,,,,,,,,,,,20,746,,,26.0,41.7,,,,восточный,10,,28.1,1,,
1593529200,"Вторник, 30 июня
15:00 (UTC)",,,,,,,,,,,,,,,,20,747,,,19.6,62.3,,,,западный,10,,,1,,
1593540000,"Вторник, 30 июня
18:00 (UTC)",,,,,,,,,,,,,,,,20,747,,,14.9,81.2,,,,,10,,,0,,
1593550800,"Вторник, 30 июня
21:00 (UTC)",,,,,,,,,,,,,,,,20,747,,,15.5,83.9,,,,,10,,,0,,
1593561600,"Среда, 1 июля
00:00 (UTC)",,,,0,,,,,0,,,,,,,20,746,,,18.3,75.0,14.2,,,северо-западный,10,,,1,,
1593572400,"Среда, 1 июля
03:00 (UTC)",,,,,,,,,,,,,,,,20,745,,,25.2,32.6,,,,северо-восточный,4,,,4,,
1593583200,"Среда, 1 июля
06:00 (UTC)",,10.0,,,,,,,,,,,,,,50,744,,,27.9,33.1,,,,северо-восточный,6,,,5,,
1593594000,"Среда, 1 июля
09:00 (UTC)",,11.0,,,,,,,,,,,,,,50,743,,,27.3,42.3,,,,северо-восточный,7,,,5,,
1593604800,"Среда, 1 июля
12:00 (UTC)",,10.0,,0,,,,,,,,,,,,20,743,,,26.8,47.7,,,,северо-восточный,6,,28.6,4,,
1593615600,"Среда, 1 июля
15:00 (UTC)",,,,,,,,,,,,,,,,20,742,,,23.1,62.7,,,,северный,7,,,1,,
1593626400,"Среда, 1 июля
18:00 (UTC)",,,,,,,,,,,,,,,,20,741,,,20.7,79.4,,,,северный,10,,,2,,
1593637200,"Среда, 1 июля
21:00 (UTC)",,,,,,,,,,,,,,,,20,741,,,19.9,86.6,,,,,10,,,0,,
1593648000,"Четверг, 2 июля
00:00 (UTC)",,,,менее 0.1,,,,,менее 0.1,,,,,,,20,740,,,21.0,88.9,18.8,True,,,10,,,0,,
1593658800,"Четверг, 2 июля
03:00 (UTC)",,,,,,,,,,,,,,,,20,740,,,26.3,65.4,,,,южный,2,,,1,,
1593669600,"Четверг, 2 июля
06:00 (UTC)",,,,,,,,,,,,,,,,50,740,,,29.7,43.8,,,,южный,4,,,3,,
1593680400,"Четверг, 2 июля
09:00 (UTC)",,,,,,,,,,,,,,,,50,740,,,30.2,41.0,,,,южный,6,,,3,,
1593691200,"Четверг, 2 июля
12:00 (UTC)",,,,0,,,,,,,,,,,,20,740,,,28.0,51.2,,,,юго-восточный,10,,30.6,2,,
1593702000,"Четверг, 2 июля
15:00 (UTC)",,,,,,,,,,,,,True,,,10,741,,,24.7,67.6,,,,южный,10,,,2,,
1593712800,"Четверг, 2 июля
18:00 (UTC)",,,,,,,,,,,,,,,,20,741,,,21.7,69.1,,True,,юго-западный,10,,,1,,
1593723600,"Четверг, 2 июля
21:00 (UTC)",,,,,,,,,,,,,,,,20,741,,,17.4,87.5,,,,,7,,,0,,
1593734400,"Пятница, 3 июля
00:00 (UTC)",,,,менее 0.1,,,,,менее 0.1,,,,,,,20,742,,,17.8,87.5,14.6,,,южный,10,,,1,,
1593745200,"Пятница, 3 июля
03:00 (UTC)",,,,,,,,,,,,,,,,20,741,,,23.1,64.7,,,,южный,2,,,3,,
1593756000,"Пятница, 3 июля
06:00 (UTC)",,,,,,,,,,,,,,,,20,742,,,26.7,45.6,,,,южный,7,,,2,,
1593766800,"Пятница, 3 июля
09:00 (UTC)",,,,,,,,,,,,,,,,20,741,,,28.4,38.4,,,,южный,7,,,2,,
1593777600,"Пятница, 3 июля
12:00 (UTC)",,,,0,,,,,,,,,,,,20,741,,,27.4,41.3,,,,южный,9,,29.2,1,,
1593788400,"Пятница, 3 июля
15:00 (UTC)",,,,,,,,,,,,,,,,20,742,,,21.1,83.0,,,,западный,7,,,1,,
1593799200,"Пятница, 3 июля
18:00 (UTC)",,,,,,,,,,,,,,,,20,741,,,17.0,95.7,,True,,,6,,,0,,
1593810000,"Пятница, 3 июля
21:00 (UTC)",,,,,,,,,,,,,,,,20,742,,True,17.7,93.3,,,,юго-западный,10,,,1,,
1593820800,"Суббота, 4 июля
00:00 (UTC)",,,,менее 0.1,,,,,менее 0.1,,,,,,,20,742,,,19.2,88.8,15.5,True,,юго-восточный,10,,,2,,
1593831600,"Суббота, 4 июля
03:00 (UTC)",,,,,,,,,,,,,,,,20,743,,,21.0,79.9,,True,,южный,10,,,2,,
1593842400,"Суббота, 4 июля
06:00 (UTC)",,,,,,,,,,,,,,,,20,743,,,24.9,54.1,,True,,южный,7,,,3,,
1593853200,"Суббота, 4 июля
09:00 (UTC)",,,,,,,,,,,,,,,,20,742,,,28.1,33.4,,,,юго-западный,5,,,2,,
1593864000,"Суббота, 4 июля
12:00 (UTC)",,,,менее 0.1,,,,,,,,,,,,20,742,,,25.7,46.2,,,,южный,6,,28.1,3,,
1593874800,"Суббота, 4 июля
15:00 (UTC)",,,,,,,,,,,,,,,,20,742,,,21.7,61.2,,,,южный,10,,,1,,
1593885600,"Суббота, 4 июля
18:00 (UTC)",,,,,,,,,,,,,,,,20,742,,,19.4,78.2,,,,южный,9,,,1,,
1593896400,"Суббота, 4 июля
21:00 (UTC)",,,,,,,,,,,,,,,,20,742,,,17.4,86.9,,,,западный,9,,,1,,
1593907200,"Воскресенье, 5 июля
00:00 (UTC)",,,,0,,,,,менее 0.1,,,,,,,20,742,,,17.1,90.3,16.0,,,,6,,,0,,
1593918000,"Воскресенье, 5 июля
03:00 (UTC)",,,,,,,,,,,,,,,,20,742,,,23.0,64.7,,,,северный,7,,,2,,
1593928800,"Воскресенье, 5 июля
06:00 (UTC)",,,,,,,,,,,,,,,,20,741,,,26.4,45.2,,,,восточный,7,,,2,,
1593939600,"Воскресенье, 5 июля
09:00 (UTC)",,,,,,,,,,,,,,,,20,740,,,28.0,39.6,,,,северо-восточный,7,,,2,,
