timestamp,date,Дождь (незамерзающий),Зарница,Гроза слабая или умеренная (возможен дождь или снег),"Порывы, м/с",Туман (видимость менее 1 км),Дождь (незамерзающий) слабый непрерывный,"Осадки за 12 часов, мм",Количество облаков увеличилось,Ливневый дождь,"Осадки за 24 часа, мм",Количество облаков уменьшилось,Ливневой дождь слабый,Дымка (видимость больше 1 км),Туман без изменений (небо не видно),Дождь (незамерзающий) слабый с перерывами,"Горизонтальная видимость, км","Атмосферное давление на уровне станции, мм рт.ст.",Ливневой дождь умеренный или сильный,Туман начался (усилился). Небо не видно,"Гроза, но без осадков","Температура воздуха, °C","Относительная влажность, %","Минимальная температура, °C",Количество облаков не изменилось,Направление ветра,Балл общей облачности,Гроза,"Максимальная температура, °C","Средняя скорость ветра, м/с"
1591952400,"Пятница, 12 июня
09:00 (UTC)",,,,,,,,,,,,,,,,20,730,,,,31.6,44.6,,,южный,0.0,,,1.0
1591963200,"Пятница, 12 июня
12:00 (UTC)",,,,,,,,,,,,,,,,20,730,,,,26.8,55.7,,,южный,10.0,,,2.0
1591974000,"Пятница, 12 июня
15:00 (UTC)",,,,,,,0,,,,,,,,,20,729,,,,25.2,60.4,,,северо-западный,10.0,,33.7,2.0
1591984800,"Пятница, 12 июня
18:00 (UTC)",,,,12.0,,,,,,,,,,,,10,731,,,,24.5,53.3,,,юго-западный,9.0,,,1.0
1591995600,"Пятница, 12 июня
21:00 (UTC)",,,,,,,,,,,,,,,,10,732,,,,21.4,66.5,,,,9.0,,,0.0
1592006400,"Суббота, 13 июня
00:00 (UTC)",,,,,,,,,,,,,,,,10,731,,,,19.5,73.3,,,восточный,0.0,,,1.0
1592017200,"Суббота, 13 июня
03:00 (UTC)",,,,,,,0,,,0,,,,,,20,732,,,,19.4,82.8,16.7,,,7.0,,,0.0
1592028000,"Суббота, 13 июня
06:00 (UTC)",,,,,,,,,,,,,,,,20,732,,,,23.8,62.8,,,западный,2.0,,,2.0
1592038800,"Суббота, 13 июня
09:00 (UTC)",,,,,,,,,,,,,,,,20,731,,,,28.9,46.2,,,западный,2.0,,,2.0
1592049600,"Суббота, 13 июня
12:00 (UTC)",,,,,,,,,,,,,,,,20,730,,,,30.8,40.6,,,восточный,5.0,,,2.0
1592060400,"Суббота, 13 июня
15:00 (UTC)",,,,,,,0,,,,,,,,,20,731,,,,27.1,58.2,,,,9.0,,31.5,0.0
1592071200,"Суббота, 13 июня
18:00 (UTC)",,True,,,,,,,,,,,,,,10,732,,,,22.6,79.1,,,восточный,7.0,,,1.0
1592082000,"Суббота, 13 июня
21:00 (UTC)",,,,,,,,,,,,,,,,10,732,,,,20.2,87.2,,,,0.0,,,0.0
1592092800,"Воскресенье, 14 июня
00:00 (UTC)",,,,,,,,,,,,,,,,10,731,,,,18.5,93.3,,,восточный,0.0,,,1.0
1592103600,"Воскресенье, 14 июня
03:00 (UTC)",,,,,,,0,,,0,,,,,,20,732,,,,19.9,86.1,17.6,,юго-западный,0.0,,,1.0
1592114400,"Воскресенье, 14 июня
06:00 (UTC)",,,,,,,,,,,,,,,,20,733,,,,26.6,58.9,,,южный,2.0,,,1.0
1592125200,"Воскресенье, 14 июня
09:00 (UTC)",,,,,,,,,,,,,,,,20,733,,,,30.7,45.8,,,западный,2.0,,,2.0
1592136000,"Воскресенье, 14 июня
12:00 (UTC)",,,,,,,,,,,,,,,,20,732,,,True,31.1,48.6,,,южный,5.0,,,2.0
1592146800,"Воскресенье, 14 июня
15:00 (UTC)",,,,,,,менее 0.1,True,,,,,,,,20,733,,,,25.3,56.7,,,южный,10.0,,32.0,4.0
1592157600,"Воскресенье, 14 июня
18:00 (UTC)",,,,,,,,,,,,,,,,10,733,,,,25.3,44.6,,True,северо-восточный,10.0,,,2.0
1592168400,"Воскресенье, 14 июня
21:00 (UTC)",,,,,,,,,,,,,,,,10,734,,,,21.4,65.6,,,юго-западный,5.0,,,1.0
1592179200,"Понедельник, 15 июня
00:00 (UTC)",,,,,,,,,,,,,,,,10,735,,,,19.8,78.7,,,западный,0.0,,,2.0
1592190000,"Понедельник, 15 июня
03:00 (UTC)",,,,,,,0.4,,True,0.4,,,,,,20,736,,,,19.7,79.2,18.9,,юго-восточный,10.0,,,4.0
1592200800,"Понедельник, 15 июня
06:00 (UTC)",,,,,,,,,,,True,,,,,20,735,,,,23.9,67.8,,,северо-западный,7.0,,,2.0
1592211600,"Понедельник, 15 июня
09:00 (UTC)",,,,,,,,,,,,,,,,20,735,,,,29.7,43.3,,,северо-восточный,5.0,,,1.0
1592222400,"Понедельник, 15 июня
12:00 (UTC)",,,,,,,,,,,,,,,,20,734,,,,29.0,51.8,,,южный,10.0,,,1.0
1592233200,"Понедельник, 15 июня
15:00 (UTC)",,,,,,,менее 0.1,,,,True,,,,,20,734,,,,26.0,50.1,,,южный,7.0,,30.0,2.0
1592244000,"Понедельник, 15 июня
18:00 (UTC)",,,,,,,,True,,,,,,,,10,735,,,,21.5,66.5,,,,9.0,,,0.0
1592254800,"Понедельник, 15 июня
21:00 (UTC)",,,,,,,,,,,,,,,,10,736,,,,21.9,77.5,,,,9.0,,,0.0
1592265600,"Вторник, 16 июня
00:00 (UTC)",,,,,,,,,,,,,,,,10,735,,,,19.2,84.4,,,,0.0,,,0.0
1592276400,"Вторник, 16 июня
03:00 (UTC)",,,,,,,0,,,0,,,,,,20,735,,,,20.6,79.8,17.9,,юго-западный,0.0,,,1.0
1592287200,"Вторник, 16 июня
06:00 (UTC)",,,,,,,,,,,,,,,,20,735,,,,26.4,61.5,,,северо-западный,7.0,,,2.0
1592298000,"Вторник, 16 июня
09:00 (UTC)",,,,,,,,,,,,,,,,20,735,,,,30.8,46.4,,,северо-восточный,2.0,,,1.0
1592308800,"Вторник, 16 июня
12:00 (UTC)",,,,,,,,,,,,,,,,20,734,,,,32.7,39.4,,,южный,5.0,,,1.0
1592319600,"Вторник, 16 июня
15:00 (UTC)",,,,,,,0,,,,,,,,,20,734,,,,26.5,60.0,,,южный,10.0,,33.2,2.0
1592330400,"Вторник, 16 июня
18:00 (UTC)",,,,,,,,,,,,,,,,10,735,,,,23.3,73.5,,,восточный,7.0,,,1.0
1592341200,"Вторник, 16 июня
21:00 (UTC)",,,,,,,,,,,,,,,,10,735,,,,20.4,82.9,,,восточный,0.0,,,1.0
1592352000,"Среда, 17 июня
00:00 (UTC)",,,,,,,,,,,,,,,,10,734,,,,18.5,83.7,,,,0.0,,,0.0
1592362800,"Среда, 17 июня
03:00 (UTC)",,,,,,,0,,,0,,,,,,20,735,,,,19.1,78.1,17.5,,западный,10.0,,,2.0
1592373600,"Среда, 17 июня
06:00 (UTC)",,,,,,,,,,,,,,,,20,735,,,,26.4,53.5,,,восточный,9.0,,,2.0
1592384400,"Среда, 17 июня
09:00 (UTC)",,,,,,,,,,,,,,,,20,734,,,,30.1,49.5,,,северо-восточный,10.0,,,2.0
1592395200,"Среда, 17 июня
12:00 (UTC)",,,,,,,,,,,,,,,,20,734,,,,30.4,47.5,,,юго-восточный,9.0,,,1.0
1592406000,"Среда, 17 июня
15:00 (UTC)",,,,,,,0,,,,,,,,,20,733,,,,25.9,49.4,,,восточный,7.0,,31.3,2.0
1592416800,"Среда, 17 июня
18:00 (UTC)",,,True,,,,,,,,,,,,,4,735,,,,19.1,91.0,,,юго-западный,10.0,,,1.0
1592427600,"Среда, 17 июня
21:00 (UTC)",,,,,,,,,True,,,,,,,10,735,,,,18.9,96.3,,,,10.0,,,0.0
1592438400,"Четверг, 18 июня
00:00 (UTC)",,,,,,,,,,,True,,,,,10,734,,,,19.1,91.6,,,юго-восточный,5.0,,,1.0
1592449200,"Четверг, 18 июня
03:00 (UTC)",,,,,,,2,,,2,,,,,,20,733,,,,19.0,96.9,18.5,,,10.0,,,0.0
1592460000,"Четверг, 18 июня
06:00 (UTC)",,,,,,,,,,,,,,,,20,734,,,,20.0,92.8,,,,10.0,,,0.0
1592470800,"Четверг, 18 июня
09:00 (UTC)",,,,,,,,,,,,,,,,20,734,,,,23.1,74.9,,,восточный,10.0,,,2.0
1592481600,"Четверг, 18 июня
12:00 (UTC)",,,,,,,,,,,,,,,,20,733,,,,25.9,61.3,,,юго-восточный,9.0,,,1.0
1592492400,"Четверг, 18 июня
15:00 (UTC)",,,,,,,0,,,,,,,,,20,733,,,,24.6,74.2,,,северо-восточный,10.0,,26.3,1.0
1592503200,"Четверг, 18 июня
18:00 (UTC)",,,True,,,,,,,,,,,,,4,734,,,,20.9,94.6,,,северо-западный,10.0,,,3.0
1592514000,"Четверг, 18 июня
21:00 (UTC)",,,,,,,,,,,True,,,,,10,733,,,,19.3,96.3,,,восточный,7.0,,,1.0
1592524800,"Пятница, 19 июня
00:00 (UTC)",,,,,,,,,,,,,True,,,10,732,,,,18.4,98.1,,,,0.0,,,0.0
1592535600,"Пятница, 19 июня
03:00 (UTC)",,,,,,,24,,,24,,,True,,,4,732,,,,18.1,98.8,17.6,,юго-западный,7.0,,,1.0
1592546400,"Пятница, 19 июня
06:00 (UTC)",,,,,,,,,,,,,,,,20,732,,,,23.1,81.2,,,северо-западный,7.0,,,1.0
1592557200,"Пятница, 19 июня
09:00 (UTC)",,,,,,,,,,,,,,,,20,732,,,,26.5,67.5,,,западный,10.0,,,1.0
1592568000,"Пятница, 19 июня
12:00 (UTC)",,,,,,,,,,,,,,,,20,732,,,,27.7,64.1,,,восточный,9.0,,,4.0
1592578800,"Пятница, 19 июня
15:00 (UTC)",,,,,,,0,,,,,,,,,20,731,,,,25.3,64.4,,,восточный,7.0,,28.3,4.0
1592589600,"Пятница, 19 июня
18:00 (UTC)",,,,,,,,,,,,,,,,10,731,,,,21.8,75.6,,,северный,5.0,,,1.0
1592600400,"Пятница, 19 июня
21:00 (UTC)",,,,,,,,,,,,,,,,10,731,,,,19.9,84.4,,,восточный,6.0,,,1.0
1592611200,"Суббота, 20 июня
00:00 (UTC)",,,,,,,,,,,,,,,,10,731,,,,18.2,92.7,,,,0.0,,,0.0
1592622000,"Суббота, 20 июня
03:00 (UTC)",,,,,,,0,,,0,,,,,,20,731,,,,20.4,82.9,17.9,,,7.0,,,0.0
1592632800,"Суббота, 20 июня
06:00 (UTC)",,,,,,,,,,,,,,,,20,731,,,,25.6,59.8,,,северо-западный,2.0,,,4.0
1592643600,"Суббота, 20 июня
09:00 (UTC)",,,,,,,,,,,,,,,,20,731,,,,29.6,49.7,,,северный,5.0,,,2.0
1592654400,"Суббота, 20 июня
12:00 (UTC)",,,,,,,,,,,,,,,,20,730,,,,30.9,46.7,,,юго-восточный,9.0,,,1.0
1592665200,"Суббота, 20 июня
15:00 (UTC)",,,,,,,0,,,,,,,,,20,730,,,,24.4,70.1,,,южный,10.0,,31.8,2.0
1592676000,"Суббота, 20 июня
18:00 (UTC)",,,,,,,,,,,,,,,,10,731,,,,22.5,80.1,,,юго-западный,9.0,,,2.0
1592686800,"Суббота, 20 июня
21:00 (UTC)",,,,,,,,,,,,,,,,10,732,,,,20.5,80.9,,,,2.0,,,0.0
1592697600,"Воскресенье, 21 июня
00:00 (UTC)",,,,,,,,,,,,,,,,10,731,,,,19.0,87.6,,,,2.0,,,0.0
1592708400,"Воскресенье, 21 июня
03:00 (UTC)",,,,,,,0,,,0,,,,,,20,731,,,,19.1,88.7,18.1,,западный,7.0,,,1.0
1592719200,"Воскресенье, 21 июня
06:00 (UTC)",,,,,,,,,,,,,,,,20,731,,,,24.0,67.0,,,юго-западный,9.0,,,3.0
1592730000,"Воскресенье, 21 июня
09:00 (UTC)",,,,,,,,,,,,,,,,20,730,,,,27.9,48.3,,,западный,9.0,,,3.0
1592740800,"Воскресенье, 21 июня
12:00 (UTC)",,,,,,,,,,,,,,,,20,730,,,,30.4,38.0,,,западный,5.0,,,3.0
1592751600,"Воскресенье, 21 июня
15:00 (UTC)",,,,,,,0,,,,,,,,,20,730,,,,29.1,44.8,,,западный,5.0,,30.8,2.0
1592762400,"Воскресенье, 21 июня
18:00 (UTC)",,,,,,,,,,,,,,,,10,731,,,,23.6,63.6,,,,6.0,,,0.0
1592773200,"Воскресенье, 21 июня
21:00 (UTC)",,,,,,,,,,,,,,,,10,733,,,,22.0,70.5,,,западный,9.0,,,3.0
1592784000,"Понедельник, 22 июня
00:00 (UTC)",,,,,,,,,,,,,,,,10,733,,,,19.7,72.4,,,западный,0.0,,,1.0
1592794800,"Понедельник, 22 июня
03:00 (UTC)",,,,,,,0,,,0,,,,,,20,734,,,,18.9,80.6,18.8,,западный,9.0,,,2.0
1592805600,"Понедельник, 22 июня
06:00 (UTC)",,,,,,,,,,,,,,,,20,734,,,,24.8,55.9,,,северо-западный,2.0,,,4.0
1592816400,"Понедельник, 22 июня
09:00 (UTC)",,,,,,,,,,,,,,,,20,734,,,,29.1,47.1,,,южный,0.0,,,2.0
1592827200,"Понедельник, 22 июня
12:00 (UTC)",,,,,,,,,,,,,,,,20,733,,,,31.2,39.2,,,южный,7.0,,,2.0
1592838000,"Понедельник, 22 июня
15:00 (UTC)",,,,10.0,,,0,,,,,,,,,20,734,,,,25.6,48.7,,,южный,7.0,,32.1,3.0
1592848800,"Понедельник, 22 июня
18:00 (UTC)",,,,,,,,,,,,,,,,10,735,,,,22.6,55.3,,,восточный,2.0,,,1.0
1592859600,"Понедельник, 22 июня
21:00 (UTC)",,,,,,,,,,,,,,,,10,735,,,,18.4,82.7,,,восточный,5.0,,,1.0
1592870400,"Вторник, 23 июня
00:00 (UTC)",,,,,,,,,,,,,,,,10,736,,,,17.5,85.8,,,восточный,0.0,,,1.0
1592881200,"Вторник, 23 июня
03:00 (UTC)",,,,,,,0,,,0,,,,,,20,736,,,,19.4,79.7,16.4,,юго-западный,0.0,,,1.0
1592892000,"Вторник, 23 июня
06:00 (UTC)",,,,,,,,,,,,,,,,20,737,,,,25.2,56.7,,,восточный,0.0,,,2.0
1592902800,"Вторник, 23 июня
09:00 (UTC)",,,,,,,,,,,,,,,,20,736,,,,29.3,44.6,,,юго-восточный,2.0,,,1.0
1592913600,"Вторник, 23 июня
12:00 (UTC)",,,,,,,,,,,,,,,,20,735,,,,32.8,33.4,,,восточный,2.0,,,3.0
1592924400,"Вторник, 23 июня
15:00 (UTC)",,,,,,,0,,,,,,,,,20,735,,,,28.9,35.9,,,восточный,2.0,,33.2,3.0
1592935200,"Вторник, 23 июня
18:00 (UTC)",,,,,,,,,,,,,,,,10,735,,,,23.6,51.1,,,восточный,2.0,,,1.0
1592946000,"Вторник, 23 июня
21:00 (UTC)",,,,,,,,,,,,,,,,10,735,,,,18.7,78.1,,,восточный,0.0,,,1.0
1592956800,"Среда, 24 июня
00:00 (UTC)",,,,,,,,,,,,,,,,10,734,,,,17.8,80.0,,,восточный,0.0,,,1.0
1592967600,"Среда, 24 июня
03:00 (UTC)",,,,,,,0,,,0,,,,,,20,735,,,,20.2,71.1,16.7,,,0.0,,,0.0
1592978400,"Среда, 24 июня
06:00 (UTC)",,,,,,,,,,,,,,,,20,735,,,,27.2,54.0,,,северо-западный,2.0,,,1.0
1592989200,"Среда, 24 июня
09:00 (UTC)",,,,,,,,,,,,,,,,20,734,,,,32.0,38.2,,,южный,2.0,,,1.0
1593000000,"Среда, 24 июня
12:00 (UTC)",,,,,,,,,,,,,,,,20,734,,,,32.8,39.7,,,южный,7.0,,,3.0
1593010800,"Среда, 24 июня
15:00 (UTC)",,,,,,,0,,,,,,,,,20,733,,,,31.6,41.4,,,юго-восточный,4.0,,34.1,1.0
1593021600,"Среда, 24 июня
18:00 (UTC)",,,,14.0,,,,,,,,,,,,10,738,,,True,21.7,80.5,,,западный,10.0,,,6.0
1593032400,"Среда, 24 июня
21:00 (UTC)",,,,,,,,,,,True,,,,,10,737,,,,18.9,89.9,,,восточный,4.0,,,1.0
1593043200,"Четверг, 25 июня
00:00 (UTC)",,,,,,,,,,,True,,,,,10,737,,,,17.4,93.9,,,юго-восточный,0.0,,,1.0
1593054000,"Четверг, 25 июня
03:00 (UTC)",,,,,,,4,,,4,,,,,,20,737,,,,20.7,70.7,17.3,,юго-западный,5.0,,,2.0
1593064800,"Четверг, 25 июня
06:00 (UTC)",,,,,,,,,,,,,,,,20,737,,,,25.7,50.6,,,западный,9.0,,,4.0
1593075600,"Четверг, 25 июня
09:00 (UTC)",,,,,,,,,,,,,,,,20,738,,,,24.6,57.6,,,западный,10.0,,,5.0
1593086400,"Четверг, 25 июня
12:00 (UTC)",,,,,,,,,,,,,,,,20,738,,,,27.4,49.8,,,юго-западный,4.0,,,3.0
1593097200,"Четверг, 25 июня
15:00 (UTC)",,,,10.0,,,0,,,,,,,,,20,739,,,,24.3,65.4,,,западный,7.0,,28.6,3.0
1593108000,"Четверг, 25 июня
18:00 (UTC)",,,,,,,,,,,,,,,,10,740,,,,20.6,80.4,,,западный,9.0,,,2.0
1593118800,"Четверг, 25 июня
21:00 (UTC)",,,,,,,,,,,,,,,,10,741,,,,20.9,75.9,,,западный,7.0,,,2.0
1593129600,"Пятница, 26 июня
00:00 (UTC)",,,,,,,,,,,,,,,,10,741,,,,17.1,89.2,,,,2.0,,,0.0
1593140400,"Пятница, 26 июня
03:00 (UTC)",,,,,,,0,,,0,,,,,,20,742,,,,18.0,82.6,16.1,,,0.0,,,0.0
1593151200,"Пятница, 26 июня
06:00 (UTC)",,,,,,,,,,,,,,,,20,742,,,,23.8,36.6,,,восточный,2.0,,,2.0
1593162000,"Пятница, 26 июня
09:00 (UTC)",,,,,,,,,,,,,,,,20,742,,,,25.7,30.3,,,юго-восточный,0.0,,,2.0
1593172800,"Пятница, 26 июня
12:00 (UTC)",,,,,,,,,,,,,,,,20,741,,,,27.0,29.9,,,восточный,2.0,,,3.0
1593183600,"Пятница, 26 июня
15:00 (UTC)",,,,,,,0,,,,,,,,,20,741,,,,25.3,35.6,,,восточный,0.0,,27.9,3.0
1593194400,"Пятница, 26 июня
18:00 (UTC)",,,,,,,,,,,,,,,,10,742,,,,19.0,53.0,,,восточный,0.0,,,4.0
1593205200,"Пятница, 26 июня
21:00 (UTC)",,,,,,,,,,,,,,,,10,742,,,,16.7,62.5,,,восточный,0.0,,,2.0
1593216000,"Суббота, 27 июня
00:00 (UTC)",,,,,,,,,,,,,,,,10,742,,,,13.3,76.7,,,,0.0,,,0.0
1593226800,"Суббота, 27 июня
03:00 (UTC)",,,,,,,0,,,0,,,,,,20,742,,,,15.6,75.1,11.5,,,5.0,,,0.0
1593237600,"Суббота, 27 июня
06:00 (UTC)",,,,,,,,,,,,,,,,20,741,,,,21.3,45.6,,,восточный,7.0,,,2.0
1593248400,"Суббота, 27 июня
09:00 (UTC)",,,,,,,,,,,,,,,,20,741,,,,24.6,33.3,,,восточный,9.0,,,3.0
1593259200,"Суббота, 27 июня
12:00 (UTC)",,,,,,,,,,,,,,,,20,740,,,,24.9,33.6,,,восточный,7.0,,,2.0
1593270000,"Суббота, 27 июня
15:00 (UTC)",,,,,,,0,,,,,,,,,20,740,,,,22.6,48.2,,,восточный,9.0,,26.4,3.0
1593280800,"Суббота, 27 июня
18:00 (UTC)",,,,,,,,,,,,,,,,10,740,,,,18.6,65.4,,,восточный,10.0,,,2.0
1593291600,"Суббота, 27 июня
21:00 (UTC)",,,,,,,,,,,,,,,,10,739,,,,15.5,83.9,,,восточный,10.0,,,1.0
1593302400,"Воскресенье, 28 июня
00:00 (UTC)",,,,,,,,,,,,,,,,10,738,,,,15.9,80.8,,,,7.0,,,0.0
1593313200,"Воскресенье, 28 июня
03:00 (UTC)",,,,,,,0.1,True,,0.1,,,,,,20,739,,,,16.3,77.2,14.9,,,10.0,,,0.0
1593324000,"Воскресенье, 28 июня
06:00 (UTC)",,,,,,,,,,,,,,,,20,739,,,,18.5,72.7,,True,западный,10.0,,,1.0
1593334800,"Воскресенье, 28 июня
09:00 (UTC)",,,,,,,,,,,,,,,,20,737,,,,25.1,44.3,,,северный,0.0,,,2.0
1593345600,"Воскресенье, 28 июня
12:00 (UTC)",,,,,,,,,,,,,,,,20,736,,,,27.8,38.5,,,северный,5.0,,,2.0
1593356400,"Воскресенье, 28 июня
15:00 (UTC)",,,,,,,0,,,,,,,,,20,736,,,,27.3,42.9,,,восточный,0.0,,28.8,1.0
1593367200,"Воскресенье, 28 июня
18:00 (UTC)",,,,,,,,,,,,,,,,10,737,,,,21.6,58.0,,,восточный,0.0,,,2.0
1593378000,"Воскресенье, 28 июня
21:00 (UTC)",,,,,,,,,,,,,,,,10,736,,,,16.2,80.3,,,восточный,0.0,,,1.0
1593388800,"Понедельник, 29 июня
00:00 (UTC)",,,,,,,,,,,,,,,,10,735,,,,16.2,81.3,,,южный,0.0,,,1.0
1593399600,"Понедельник, 29 июня
03:00 (UTC)",,,,,,,0,,,0,,,,,,20,735,,,,18.5,70.3,14.5,,южный,0.0,,,1.0
1593410400,"Понедельник, 29 июня
06:00 (UTC)",,,,,,,,,,,,,,,,20,734,,,,25.9,45.4,,,,0.0,,,0.0
1593421200,"Понедельник, 29 июня
09:00 (UTC)",,,,,,,,,,,,,,,,20,733,,,,30.1,21.0,,,восточный,0.0,,,2.0
1593432000,"Понедельник, 29 июня
12:00 (UTC)",,,,,,,,,,,,,,,,20,732,,,,31.4,20.6,,,восточный,0.0,,,2.0
1593442800,"Понедельник, 29 июня
15:00 (UTC)",,,,,,,0,,,,,,,,,20,732,,,,29.1,27.5,,,восточный,0.0,,32.0,3.0
1593453600,"Понедельник, 29 июня
18:00 (UTC)",,,,,,,,,,,,,,,,10,733,,,,23.6,34.9,,,восточный,0.0,,,2.0
1593464400,"Понедельник, 29 июня
21:00 (UTC)",,,,,,,,,,,,,,,,10,732,,,,20.5,53.0,,,южный,0.0,,,2.0
1593475200,"Вторник, 30 июня
00:00 (UTC)",,,,,,,,,,,,,,,,10,732,,,,18.5,56.5,,,,0.0,,,0.0
1593486000,"Вторник, 30 июня
03:00 (UTC)",,,,,,,0,,,0,,,,,,20,733,,,,18.9,56.2,15.5,,,0.0,,,0.0
1593496800,"Вторник, 30 июня
06:00 (UTC)",,,,,,,,,,,,,,,,20,733,,,,27.1,43.7,,,западный,2.0,,,3.0
1593507600,"Вторник, 30 июня
09:00 (UTC)",,,,,,,,,,,,,,,,20,732,,,,32.6,25.4,,,западный,4.0,,,2.0
1593518400,"Вторник, 30 июня
12:00 (UTC)",,,,,,,,,,,,,,,,20,732,,,,33.0,21.7,,,восточный,7.0,,,2.0
1593529200,"Вторник, 30 июня
15:00 (UTC)",,,,,,,0,,,,,,,,,20,733,,,,29.5,37.3,,,восточный,5.0,,34.1,3.0
1593540000,"Вторник, 30 июня
18:00 (UTC)",,,,,,,,,,,,,,,,10,734,,,,24.5,53.0,,,восточный,2.0,,,2.0
1593550800,"Вторник, 30 июня
21:00 (UTC)",,,,,,,,,,,,,,,,10,734,,,,19.8,67.0,,,восточный,0.0,,,1.0
1593561600,"Среда, 1 июля
00:00 (UTC)",,,,,,,,,,,,,,,,10,735,,,,19.8,67.9,,,юго-восточный,0.0,,,1.0
1593572400,"Среда, 1 июля
03:00 (UTC)",,,,,,,0,,,0,,,,,,20,736,,,,19.1,70.9,18.0,,,5.0,,,0.0
1593583200,"Среда, 1 июля
06:00 (UTC)",,,,,,,,,,,,,,,,20,737,,,,25.1,54.2,,,северный,9.0,,,1.0
1593594000,"Среда, 1 июля
09:00 (UTC)",,,,,,,,,,,,,,,,20,737,,,,30.3,38.7,,,восточный,0.0,,,3.0
1593604800,"Среда, 1 июля
12:00 (UTC)",,,,,,,,,,,,,,,,20,736,,,,30.5,39.0,,,восточный,0.0,,,4.0
1593615600,"Среда, 1 июля
15:00 (UTC)",,,,,,,0,,,,,,,,,20,736,,,,27.4,41.5,,,восточный,0.0,,31.3,4.0
1593626400,"Среда, 1 июля
18:00 (UTC)",,,,,,,,,,,,,,,,10,737,,,,22.7,51.8,,,восточный,0.0,,,3.0
1593637200,"Среда, 1 июля
21:00 (UTC)",,,,,,,,,,,,,,,,10,737,,,,19.6,70.5,,,юго-восточный,0.0,,,1.0
1593648000,"Четверг, 2 июля
00:00 (UTC)",,,,,,,,,,,,,,,,10,737,,,,15.7,90.2,,,восточный,0.0,,,1.0
1593658800,"Четверг, 2 июля
03:00 (UTC)",,,,,,,0,,,0,,,,,,20,738,,,,18.4,86.5,14.6,,,0.0,,,0.0
1593669600,"Четверг, 2 июля
06:00 (UTC)",,,,,,,,,,,,,,,,20,738,,,,25.2,57.8,,,северный,0.0,,,2.0
1593680400,"Четверг, 2 июля
09:00 (UTC)",,,,,,,,,,,,,,,,20,737,,,,29.9,35.2,,,восточный,0.0,,,2.0
1593691200,"Четверг, 2 июля
12:00 (UTC)",,,,,,,,,,,,,,,,20,736,,,,31.3,34.7,,,восточный,0.0,,,3.0
1593702000,"Четверг, 2 июля
15:00 (UTC)",,,,,,,0,,,,,,,,,20,736,,,,28.2,39.4,,,восточный,7.0,,31.9,3.0
1593712800,"Четверг, 2 июля
18:00 (UTC)",,,,,,,,,,,,,,,,10,737,,,,21.6,62.3,,,северо-западный,0.0,,,2.0
1593723600,"Четверг, 2 июля
21:00 (UTC)",,,,,,,,,,,,,,,,10,737,,,,17.6,83.6,,,,0.0,,,0.0
1593734400,"Пятница, 3 июля
00:00 (UTC)",,,,,,,,,,,,,,,,10,736,,,,15.3,93.8,,,восточный,0.0,,,1.0
1593745200,"Пятница, 3 июля
03:00 (UTC)",,,,,,,0,,,0,,,,,,20,737,,,,17.9,90.4,14.3,,северо-восточный,0.0,,,1.0
1593756000,"Пятница, 3 июля
06:00 (UTC)",,,,,,,,,,,,,,,,20,737,,,,24.3,60.6,,,северный,0.0,,,1.0
1593766800,"Пятница, 3 июля
09:00 (UTC)",,,,,,,,,,,,,,,,20,737,,,,29.5,41.6,,,восточный,0.0,,,3.0
1593777600,"Пятница, 3 июля
12:00 (UTC)",,,,,,,,,,,,,,,,20,735,,,,32.4,32.6,,,восточный,0.0,,,3.0
1593788400,"Пятница, 3 июля
15:00 (UTC)",,,,,,,0,,,,,,,,,20,735,,,,29.0,44.8,,,восточный,0.0,,33.1,3.0
1593799200,"Пятница, 3 июля
18:00 (UTC)",,,,,,,,,,,,,,,,10,736,,,,22.1,64.5,,,,0.0,,,0.0
1593810000,"Пятница, 3 июля
21:00 (UTC)",,,,,,,,,,,,,,,,10,736,,,,18.5,85.4,,,,0.0,,,0.0
1593820800,"Суббота, 4 июля
00:00 (UTC)",,,,,,,,,,,,,,,,10,736,,,,17.2,90.3,,,,0.0,,,0.0
1593831600,"Суббота, 4 июля
03:00 (UTC)",,,,,,,0,,,0,,,,,,20,736,,,,19.8,83.4,16.7,,,0.0,,,0.0
1593842400,"Суббота, 4 июля
06:00 (UTC)",,,,,,,,,,,,,,,,20,736,,,,26.7,52.5,,,северный,0.0,,,1.0
1593853200,"Суббота, 4 июля
09:00 (UTC)",,,,,,,,,,,,,,,,20,736,,,,31.3,44.6,,,восточный,2.0,,,2.0
1593864000,"Суббота, 4 июля
12:00 (UTC)",,,,,,,,,,,,,,,,20,734,,,,33.2,31.6,,,восточный,2.0,,,3.0
1593874800,"Суббота, 4 июля
15:00 (UTC)",,,,,,,0,,,,,,,,,20,735,,,,29.4,38.7,,,восточный,5.0,,34.1,2.0
1593885600,"Суббота, 4 июля
18:00 (UTC)",,,,,,,,,,,,,,,,10,735,,,,23.4,52.7,,,восточный,4.0,,,1.0
1593896400,"Суббота, 4 июля
21:00 (UTC)",,,,,,,,,,,,,,,,10,735,,,,20.1,73.4,,,восточный,2.0,,,1.0
1593907200,"Воскресенье, 5 июля
00:00 (UTC)",,,,,,,,,,,,,,,,10,734,,,,18.6,80.1,,,юго-восточный,0.0,,,1.0
