timestamp,date,Гроза слабая или умеренная (возможен дождь или снег),"Порывы, м/с",Дождь (незамерзающий) слабый непрерывный,Ливневый дождь,Гроза сильная (возможен дождь или снег),Дождь (незамерзающий) умеренный с перерывами,"Гроза, но без осадков","Относительная влажность, %",Морось (незамерзающая) слабая непрерывная,"Минимальная температура, °C",Направление ветра,Гроза,"Максимальная температура, °C","Средняя скорость ветра, м/с",Дождь (незамерзающий),Ливневой снег умеренный или сильный,Зарница,"Осадки за 12 часов, мм","Высота снежного покрова, см","Осадки за 24 часа, мм",Ливневой дождь слабый,Дымка (видимость больше 1 км),Туман без изменений (небо не видно),Снежная крупа (возможно с дождем) слабая,"Горизонтальная видимость, км","Атмосферное давление на уровне станции, мм рт.ст.","Гроза, дождь умеренный или сильный",Ливневой дождь умеренный или сильный,"Температура воздуха, °C","Гроза, дождь слабый",Количество облаков не изменилось,Балл общей облачности,Ливневой снег слабый
1591412400,"Суббота, 6 июня
03:00 (UTC)",,,,,,,,61.3,,12.4,южный,,,1,,,,0,,4,,,,,20.0,705,,,15.2,,,0.0,
1591423200,"Суббота, 6 июня
06:00 (UTC)",,,,,,,,50.3,,,восточный,,,1,,,,,,,,,,,20.0,705,,,20.9,,,0.0,
1591434000,"Суббота, 6 июня
09:00 (UTC)",,,,,,,,49.3,,,северо-восточный,,,2,,,,,,,,,,,50.0,705,,,23.2,,,4.0,
1591444800,"Суббота, 6 июня
12:00 (UTC)",,,,,,,,38.3,,,восточный,,,2,,,,,,,,,,,50.0,704,,,25.2,,,2.0,
1591455600,"Суббота, 6 июня
15:00 (UTC)",,,,,,,,46.8,,,восточный,,25.3,2,,,,0,,,,,,,50.0,704,,,23.4,,,2.0,
1591466400,"Суббота, 6 июня
18:00 (UTC)",,,,,,,,65.8,,,южный,,,1,,,,,,,,,,,10.0,704,,,18.3,,,2.0,
1591477200,"Суббота, 6 июня
21:00 (UTC)",,,,,,,,75.6,,,юго-восточный,,,1,,,,,,,,,,,10.0,703,,,16.0,,,0.0,
1591488000,"Воскресенье, 7 июня
00:00 (UTC)",,,,,,,,82.6,,,южный,,,1,,,,,,,,,,,10.0,703,,,13.4,,,0.0,
1591498800,"Воскресенье, 7 июня
03:00 (UTC)",,,,,,,,72.9,,12.2,южный,,,1,,,,0,,0,,,,,50.0,703,,,14.8,,,2.0,
1591509600,"Воскресенье, 7 июня
06:00 (UTC)",,,,,,,,45.3,,,северный,,,1,,,,,,,,,,,50.0,703,,,23.5,,,2.0,
1591520400,"Воскресенье, 7 июня
09:00 (UTC)",,,,,,,,42.2,,,северный,,,2,,,,,,,,,,,50.0,702,,,24.8,,,4.0,
1591531200,"Воскресенье, 7 июня
12:00 (UTC)",,,,,,,,36.5,,,северо-западный,,,2,,,,,,,,,,,20.0,701,,,25.9,,,2.0,
1591542000,"Воскресенье, 7 июня
15:00 (UTC)",,,,,,,,40.4,,,северный,,26.6,1,,,,0,,,,,,,20.0,701,,,25.3,,,2.0,
1591552800,"Воскресенье, 7 июня
18:00 (UTC)",,,,,,,,66.0,,,южный,,,1,,,,,,,,,,,10.0,701,,,19.2,,,0.0,
1591563600,"Воскресенье, 7 июня
21:00 (UTC)",,,,,,,,78.2,,,южный,,,1,,,,,,,,,,,10.0,701,,,16.4,,,0.0,
1591574400,"Понедельник, 8 июня
00:00 (UTC)",,,,,,,,83.3,,,,,,0,,,,,,,,,,,10.0,700,,,14.5,,,0.0,
1591585200,"Понедельник, 8 июня
03:00 (UTC)",,,,,,,,74.3,,13.7,южный,,,1,,,,0,,0,,,,,50.0,700,,,16.9,,,0.0,
1591596000,"Понедельник, 8 июня
06:00 (UTC)",,,,,,,,49.7,,,северный,,,1,,,,,,,,,,,50.0,700,,,23.4,,,0.0,
1591606800,"Понедельник, 8 июня
09:00 (UTC)",,,,,,,,43.8,,,северо-западный,,,2,,,,,,,,,,,50.0,699,,,26.6,,,2.0,
1591617600,"Понедельник, 8 июня
12:00 (UTC)",,,,,,,,44.3,,,северный,,,2,,,,,,,,,,,20.0,699,,,27.2,,,2.0,
1591628400,"Понедельник, 8 июня
15:00 (UTC)",,,,,,,,42.2,,,северо-западный,,28.1,1,,,,0,,,,,,,20.0,699,,,26.8,,,2.0,
1591639200,"Понедельник, 8 июня
18:00 (UTC)",,,,,,,,74.4,,,южный,,,1,,,,,,,,,,,10.0,699,,,20.5,,,0.0,
1591650000,"Понедельник, 8 июня
21:00 (UTC)",,,,,,,,79.5,,,южный,,,1,,,,,,,,,,,10.0,699,,,18.3,,,0.0,
1591660800,"Вторник, 9 июня
00:00 (UTC)",,,,,,,,81.4,,,,,,0,,,,,,,,,,,10.0,699,,,16.6,,,0.0,
1591671600,"Вторник, 9 июня
03:00 (UTC)",,,,,,,,62.7,,15.7,юго-восточный,,,2,,,,0,,0,,,,,50.0,699,,,19.4,,,0.0,
1591682400,"Вторник, 9 июня
06:00 (UTC)",,,,,,,,44.3,,,западный,,,1,,,,,,,,,,,50.0,700,,,26.1,,,2.0,
1591693200,"Вторник, 9 июня
09:00 (UTC)",,,,,,,,40.5,,,северо-восточный,,,2,,,,,,,,,,,50.0,700,,,28.5,,,1.0,
1591704000,"Вторник, 9 июня
12:00 (UTC)",,,,,,,,39.4,,,северный,,,2,,,,,,,,,,,20.0,700,,,29.2,,,2.0,
1591714800,"Вторник, 9 июня
15:00 (UTC)",,,,,,,,52.8,,,южный,,29.7,1,,,,0,,,,,,,20.0,700,,,26.4,,,9.0,
1591725600,"Вторник, 9 июня
18:00 (UTC)",,,,,,,,74.6,,,южный,,,1,,,,,,,,,,,10.0,700,,,21.5,,,6.0,
1591736400,"Вторник, 9 июня
21:00 (UTC)",,,,,,,,72.8,,,юго-западный,,,1,,,,,,,,,,,10.0,700,,,19.5,,,0.0,
1591747200,"Среда, 10 июня
00:00 (UTC)",,,,,,,,55.1,,,юго-восточный,,,2,,,,,,,,,,,10.0,699,,,20.4,,,0.0,
1591758000,"Среда, 10 июня
03:00 (UTC)",,,,,,,,49.0,,18.3,юго-восточный,,,3,,,,0,,0,,,,,50.0,699,,,20.8,,,0.0,
1591768800,"Среда, 10 июня
06:00 (UTC)",,,,,,,,28.8,,,восточный,,,1,,,,,,,,,,,50.0,699,,,28.3,,,0.0,
1591779600,"Среда, 10 июня
09:00 (UTC)",,,,,,,,33.6,,,северный,,,2,,,,,,,,,,,20.0,699,,,30.6,,,1.0,
1591790400,"Среда, 10 июня
12:00 (UTC)",,,,,,,,28.9,,,северный,,,1,,,,,,,,,,,20.0,698,,,30.7,,,4.0,
1591801200,"Среда, 10 июня
15:00 (UTC)",,,,,,,,51.6,,,южный,,31.8,1,,,,0,,,,,,,20.0,698,,,27.1,,,9.0,
1591812000,"Среда, 10 июня
18:00 (UTC)",,,,,,,,58.6,,,западный,,,2,,,,,,,,,,,10.0,700,,,23.9,,,10.0,
1591822800,"Среда, 10 июня
21:00 (UTC)",,,,,,,,65.6,,,южный,,,1,,,,,,,,,,,10.0,698,,,21.3,,,10.0,
1591833600,"Четверг, 11 июня
00:00 (UTC)",,,,,,,,53.6,,,южный,,,1,,,,,,,,,,,10.0,697,,,21.3,,,10.0,
1591844400,"Четверг, 11 июня
03:00 (UTC)",,,,,,,,56.5,,18.4,южный,,,1,,,,0,,0,,,,,20.0,698,,,21.3,,,2.0,
1591855200,"Четверг, 11 июня
06:00 (UTC)",,,,,,,,36.7,,,северо-западный,,,1,,,,,,,,,,,20.0,697,,,27.6,,,2.0,
1591866000,"Четверг, 11 июня
09:00 (UTC)",,,,,,,,31.1,,,северный,,,1,,,,,,,,,,,50.0,696,,,31.4,,,4.0,
1591876800,"Четверг, 11 июня
12:00 (UTC)",,,,,,,,35.3,,,восточный,,,3,,,,,,,,,,,50.0,695,,,30.9,,,4.0,
1591887600,"Четверг, 11 июня
15:00 (UTC)",,,,,,,True,26.5,,,южный,,32.9,2,,,,0,,,,,,,20.0,695,,,28.2,,,9.0,
1591898400,"Четверг, 11 июня
18:00 (UTC)",,10.0,,,,,,22.2,,,юго-восточный,,,3,,,,,,,,,,,10.0,695,,,27.6,,True,2.0,
1591909200,"Четверг, 11 июня
21:00 (UTC)",,,,,,,,25.1,,,северо-западный,,,1,,,,,,,,,,,10.0,694,,,26.0,,,10.0,
1591920000,"Пятница, 12 июня
00:00 (UTC)",,,,,,,,46.8,,,юго-западный,,,1,,,,,,,,,,,10.0,695,,,21.0,,,5.0,
1591930800,"Пятница, 12 июня
03:00 (UTC)",,,,,,,,46.2,,18.4,южный,,,1,,,,0,,0,,,,,50.0,695,,,21.0,,,9.0,
1591941600,"Пятница, 12 июня
06:00 (UTC)",,,,,,,,32.8,,,северо-западный,,,1,,,,,,,,,,,50.0,695,,,27.0,,,9.0,
1591952400,"Пятница, 12 июня
09:00 (UTC)",,,,,,,,36.1,,,западный,,,2,,,,,,,,,,,20.0,694,,,28.1,,,10.0,
1591963200,"Пятница, 12 июня
12:00 (UTC)",,,,,,,,31.3,,,северный,,,1,,,,,,,,,,,20.0,694,,,30.0,,,9.0,
1591974000,"Пятница, 12 июня
15:00 (UTC)",,,,,,,,32.0,,,восточный,,30.7,2,,,,0,,,,,,,20.0,694,,,27.9,,,9.0,
1591984800,"Пятница, 12 июня
18:00 (UTC)",,,,,,,,60.4,,,южный,,,1,,,,,,,,,,,10.0,696,,,20.0,,,10.0,
1591995600,"Пятница, 12 июня
21:00 (UTC)",,,,,,,,79.9,,,юго-восточный,,,1,,,,,,,,,,,10.0,695,,,17.4,,,6.0,
1592006400,"Суббота, 13 июня
00:00 (UTC)",,,,,,,,76.7,,,южный,,,1,,,,,,,,,,,10.0,695,,,16.7,,,4.0,
1592017200,"Суббота, 13 июня
03:00 (UTC)",,,,,,,,73.4,,15.1,юго-восточный,,,1,,,,0,,0,,,,,50.0,695,,,17.4,,,6.0,
1592028000,"Суббота, 13 июня
06:00 (UTC)",,,,,,,,52.8,,,северный,,,1,,,,,,,,,,,50.0,695,,,22.6,,,4.0,
1592038800,"Суббота, 13 июня
09:00 (UTC)",,,,,,,,41.7,,,северо-западный,,,2,,,,,,,,,,,20.0,695,,,26.0,,,4.0,
1592049600,"Суббота, 13 июня
12:00 (UTC)",,,,,,,,48.0,,,западный,,,2,,,,,,,,,,,20.0,695,,,25.3,,,9.0,
1592060400,"Суббота, 13 июня
15:00 (UTC)",,,,,,,True,67.5,,,западный,,27.9,2,,,,0.2,,,,,,,20.0,695,,,22.4,,,9.0,
1592071200,"Суббота, 13 июня
18:00 (UTC)",,,,,,,,73.7,,,юго-восточный,,,2,,,,,,,,,,,10.0,696,,,18.9,,True,7.0,
1592082000,"Суббота, 13 июня
21:00 (UTC)",,,,,,,,73.1,,,южный,,,1,,,,,,,,,,,10.0,695,,,18.6,,,6.0,
1592092800,"Воскресенье, 14 июня
00:00 (UTC)",,,,,,,,78.7,,,юго-западный,,,1,,,,,,,,,,,10.0,695,,,16.2,,,2.0,
1592103600,"Воскресенье, 14 июня
03:00 (UTC)",,,,,,,,68.1,,15.4,юго-западный,,,1,,,,0,,0.2,,,,,20.0,696,,,18.9,,,9.0,
1592114400,"Воскресенье, 14 июня
06:00 (UTC)",,,,,,,,47.5,,,восточный,,,2,,,,,,,,,,,50.0,696,,,24.9,,,2.0,
1592125200,"Воскресенье, 14 июня
09:00 (UTC)",,,,,,,,34.2,,,восточный,,,2,,,,,,,,,,,20.0,696,,,28.7,,,6.0,
1592136000,"Воскресенье, 14 июня
12:00 (UTC)",,,,,,,,27.0,,,восточный,,,3,,,,,,,,,,,20.0,696,,,29.2,,,7.0,
1592146800,"Воскресенье, 14 июня
15:00 (UTC)",,,,,,,True,40.3,,,юго-восточный,,30.0,2,,,,0,,,,,,,20.0,697,,,26.6,,,9.0,
1592157600,"Воскресенье, 14 июня
18:00 (UTC)",,,,,,,,67.4,,,юго-восточный,,,3,,,,,,,True,,,,10.0,698,,,19.4,,,10.0,
1592168400,"Воскресенье, 14 июня
21:00 (UTC)",,,,,,,,55.9,,,южный,,,1,,,,,,,,,,,10.0,699,,,19.0,,True,6.0,
1592179200,"Понедельник, 15 июня
00:00 (UTC)",,,,,,,,68.1,,,юго-западный,,,1,,,,,,,,,,,10.0,700,,,16.4,,,2.0,
1592190000,"Понедельник, 15 июня
03:00 (UTC)",,,,,,,,69.6,,15.5,юго-восточный,,,3,,,,2,,2,,,,,20.0,774,,,17.3,,True,7.0,
1592200800,"Понедельник, 15 июня
06:00 (UTC)",,,,,,,,37.5,,,юго-западный,,,1,,,,,,,,,,,,698,,,25.9,,,,
1592211600,"Понедельник, 15 июня
09:00 (UTC)",,,,,,,,45.3,,,северный,,,2,,,,,,,,,,,20.0,698,,,25.7,,,7.0,
1592222400,"Понедельник, 15 июня
12:00 (UTC)",,,,,,,,40.1,,,западный,,,2,,,,,,,,,,,20.0,698,,,27.1,,,9.0,
1592233200,"Понедельник, 15 июня
15:00 (UTC)",,,,,,,,43.2,,,северо-западный,,29.1,2,,,,0,,,,,,,20.0,698,,,27.5,,,7.0,
1592244000,"Понедельник, 15 июня
18:00 (UTC)",,,,,,,,58.4,,,западный,,,2,,,True,,,,,,,,10.0,700,,,23.2,,,10.0,
1592254800,"Понедельник, 15 июня
21:00 (UTC)",,,,,,,True,58.4,,,западный,,,2,,,,,,,,,,,10.0,700,,,21.6,,,10.0,
1592265600,"Вторник, 16 июня
00:00 (UTC)",,,,,,,,61.9,,,южный,,,1,,,,,,,,,,,10.0,699,,,19.6,,True,2.0,
1592276400,"Вторник, 16 июня
03:00 (UTC)",,,,,,,,54.7,,16.9,южный,,,1,,,,0,,0,,,,,20.0,699,,,20.2,,,5.0,
1592287200,"Вторник, 16 июня
06:00 (UTC)",,,,,,,,43.2,,,западный,,,1,,,,,,,,,,,20.0,699,,,26.5,,,4.0,
1592298000,"Вторник, 16 июня
09:00 (UTC)",,,,,,,,33.4,,,северный,,,2,,,,,,,,,,,50.0,698,,,28.9,,,4.0,
1592308800,"Вторник, 16 июня
12:00 (UTC)",,,,,,,,39.0,,,северо-восточный,,,1,,,,,,,,,,,20.0,698,,,27.8,,,9.0,
1592319600,"Вторник, 16 июня
15:00 (UTC)",,10.0,,,,,,79.2,,,южный,,30.6,1,,,,31,,,,,,,20.0,699,,,19.9,,True,9.0,
1592330400,"Вторник, 16 июня
18:00 (UTC)",,,,,,,,66.4,,,южный,,,2,,,,,,,,,,,10.0,699,,,19.2,,True,5.0,
1592341200,"Вторник, 16 июня
21:00 (UTC)",,,,,,,,64.4,,,южный,,,1,,,,,,,,,,,10.0,699,,,17.6,,,0.0,
1592352000,"Среда, 17 июня
00:00 (UTC)",,,,,,,,63.4,,,южный,,,1,,,,,,,,,,,10.0,698,,,17.0,,,10.0,
1592362800,"Среда, 17 июня
03:00 (UTC)",,,,,,,,71.9,,16.5,юго-восточный,,,2,,,,0.1,,31,True,,,,10.0,700,,,16.9,,,9.0,
1592373600,"Среда, 17 июня
06:00 (UTC)",,,,,,,,49.0,,,юго-восточный,,,1,,,,,,,,,,,50.0,698,,,23.4,,True,9.0,
1592384400,"Среда, 17 июня
09:00 (UTC)",,,,,,,,47.5,,,северо-западный,,,2,,,,,,,,,,,20.0,698,,,26.0,,,9.0,
1592395200,"Среда, 17 июня
12:00 (UTC)",,,,,,,,48.4,,,восточный,,,1,,,,,,,,,,,20.0,698,,,25.8,,,7.0,
1592406000,"Среда, 17 июня
15:00 (UTC)",,,,,,,,56.1,,,западный,,27.9,2,,,,менее 0.1,,,,,,,20.0,698,,,24.4,,,10.0,
1592416800,"Среда, 17 июня
18:00 (UTC)",True,,,,,,,92.1,,,юго-западный,,,1,,,,,,,,,,,4.0,699,,,17.1,,,10.0,
1592427600,"Среда, 17 июня
21:00 (UTC)",,,,,,,,90.9,,,,,,0,,,,,,,,,,,10.0,699,,,17.2,,True,7.0,
1592438400,"Четверг, 18 июня
00:00 (UTC)",,,,,,,,89.1,,,южный,,,1,,,,,,,,,,,10.0,697,,,16.4,,True,10.0,
1592449200,"Четверг, 18 июня
03:00 (UTC)",,,,,,,,90.3,,16.3,западный,,,1,,,,29,,29,,,,,20.0,697,,,16.6,,,10.0,
1592460000,"Четверг, 18 июня
06:00 (UTC)",,,,True,,,,79.6,,,,,,0,,,,,,,,,,,20.0,697,,,18.6,,,9.0,
1592470800,"Четверг, 18 июня
09:00 (UTC)",,,,,,,,62.7,,,восточный,,,1,,,,,,,,,,,20.0,697,,,23.2,,,9.0,
1592481600,"Четверг, 18 июня
12:00 (UTC)",,,,,,,,61.3,,,северо-западный,,,1,,,,,,,,,,,20.0,696,,,24.1,,,9.0,
1592492400,"Четверг, 18 июня
15:00 (UTC)",True,,,,,,,92.1,,,северо-западный,,25.2,1,,,,24,,,,,,,20.0,697,,,17.3,,,10.0,
1592503200,"Четверг, 18 июня
18:00 (UTC)",,,,,,,,92.1,,,южный,,,1,,,,,,,,,,,10.0,697,,,17.0,,True,10.0,
1592514000,"Четверг, 18 июня
21:00 (UTC)",,,,,,,,88.0,,,южный,,,1,,,,,,,,,,,10.0,696,,,16.6,,,7.0,
1592524800,"Пятница, 19 июня
00:00 (UTC)",,,,,,,,87.8,,,восточный,,,1,,,,,,,,,,,10.0,695,,,15.2,,,7.0,
1592535600,"Пятница, 19 июня
03:00 (UTC)",,,,,,,,77.9,,14.5,юго-восточный,,,1,,,,4,,28,,,,,50.0,696,,,17.7,,,5.0,
1592546400,"Пятница, 19 июня
06:00 (UTC)",,,,,,,,73.0,,,западный,,,1,,,,,,,,,,,20.0,696,,,20.6,,,9.0,
1592557200,"Пятница, 19 июня
09:00 (UTC)",,,,,,,,63.1,,,северо-западный,,,1,,,,,,,,,,,20.0,696,,,23.0,,,9.0,
1592568000,"Пятница, 19 июня
12:00 (UTC)",,,,,,,,53.1,,,северо-западный,,,1,,,,,,,,,,,20.0,695,,,25.1,,,7.0,
1592578800,"Пятница, 19 июня
15:00 (UTC)",,,,,,,,60.7,,,западный,,27.3,2,,,,0,,,,,,,20.0,695,,,24.9,,,7.0,
1592589600,"Пятница, 19 июня
18:00 (UTC)",,,,,,,,70.0,,,западный,,,2,,,,,,,,,,,10.0,696,,,21.7,,,10.0,
1592600400,"Пятница, 19 июня
21:00 (UTC)",,,,,,,,83.8,,,южный,,,1,,,,,,,,,,,10.0,696,,,18.7,,,6.0,
1592611200,"Суббота, 20 июня
00:00 (UTC)",,,,,,,,84.7,,,юго-восточный,,,1,,,,,,,,,,,10.0,695,,,17.5,,,9.0,
1592622000,"Суббота, 20 июня
03:00 (UTC)",,,,,,,,80.6,,16.6,,,,0,,,,0,,0,,,,,20.0,695,,,18.9,,,9.0,
1592632800,"Суббота, 20 июня
06:00 (UTC)",,,,,,,,60.7,,,северо-западный,,,2,,,,,,,,,,,20.0,695,,,23.1,,,7.0,
1592643600,"Суббота, 20 июня
09:00 (UTC)",,,,,,,,61.7,,,западный,,,2,,,,,,,,,,,20.0,695,,,23.8,,,7.0,
1592654400,"Суббота, 20 июня
12:00 (UTC)",,,,,,,,58.7,,,западный,,,2,,,,,,,,,,,10.0,695,,,24.4,,,9.0,
1592665200,"Суббота, 20 июня
15:00 (UTC)",,,,,,,,65.2,,,западный,,26.3,1,,,,0,,,,,,,10.0,695,,,23.3,,,9.0,
1592676000,"Суббота, 20 июня
18:00 (UTC)",,,,,,,,86.4,,,южный,True,,1,,,,,,,,,,,10.0,696,,,17.8,,,10.0,
1592686800,"Суббота, 20 июня
21:00 (UTC)",,,,,,,,85.8,,,,,,0,,,,,,,,,,,10.0,695,,,17.6,,,9.0,
1592697600,"Воскресенье, 21 июня
00:00 (UTC)",,,,,,,,89.7,,,южный,,,1,,,,,,,,,,,10.0,695,,,16.5,,,9.0,
1592708400,"Воскресенье, 21 июня
03:00 (UTC)",,,,,,,,83.6,,16.3,южный,,,1,,,,2,,2,,,,,20.0,695,,,17.2,,,9.0,
1592719200,"Воскресенье, 21 июня
06:00 (UTC)",,,,,,,,72.3,,,северный,,,1,,,,,,,,,,,10.0,695,,,21.5,,,9.0,
1592730000,"Воскресенье, 21 июня
09:00 (UTC)",,,,,,,,45.5,,,северный,,,1,,,,,,,,,,,20.0,695,,,25.2,,,5.0,
1592740800,"Воскресенье, 21 июня
12:00 (UTC)",,,,,,,,81.3,,,юго-восточный,,,2,,,,,,,,,,,10.0,695,,,20.2,True,,9.0,
1592751600,"Воскресенье, 21 июня
15:00 (UTC)",,,,,,,,60.0,,,юго-восточный,,26.5,2,,,,3,,,,,,,20.0,695,,,21.8,,True,6.0,
1592762400,"Воскресенье, 21 июня
18:00 (UTC)",,,,,,,,71.7,,,юго-восточный,,,3,,,,,,,,,,,10.0,695,,,18.2,,True,0.0,
1592773200,"Воскресенье, 21 июня
21:00 (UTC)",,,,,,,,72.5,,,,,,0,,,,,,,,,,,10.0,697,,,17.4,,,9.0,
1592784000,"Понедельник, 22 июня
00:00 (UTC)",,,,,,,,80.7,,,южный,,,1,,,,,,,,,,,10.0,697,,,15.7,,True,0.0,
1592794800,"Понедельник, 22 июня
03:00 (UTC)",,,,,,,,77.7,,15.2,южный,,,2,,,,0,,3,,,,,50.0,697,,,16.3,,,7.0,
1592805600,"Понедельник, 22 июня
06:00 (UTC)",,,,,,,,48.0,,,северный,,,1,,,,,,,,,,,50.0,698,,,23.2,,,2.0,
1592816400,"Понедельник, 22 июня
09:00 (UTC)",,,,,,,,44.2,,,западный,,,2,,,,,,,,,,,20.0,698,,,26.0,,,5.0,
1592827200,"Понедельник, 22 июня
12:00 (UTC)",True,,,,,,,75.1,,,юго-западный,,,1,,,,,,,,,,,10.0,698,,,21.7,,,10.0,
1592838000,"Понедельник, 22 июня
15:00 (UTC)",,,,,,,,74.9,,,юго-восточный,,26.4,2,,,,0.6,,,True,,,,20.0,698,,,20.7,,,10.0,
1592848800,"Понедельник, 22 июня
18:00 (UTC)",,,,,,,,71.3,,,юго-восточный,,,2,,,,,,,,,,,10.0,699,,,19.0,,True,7.0,
1592859600,"Понедельник, 22 июня
21:00 (UTC)",,,,,,,,73.3,,,южный,,,1,,,,,,,,,,,10.0,699,,,17.0,,,4.0,
1592870400,"Вторник, 23 июня
00:00 (UTC)",,,,,,,,78.5,,,южный,,,1,,,,,,,,,,,10.0,699,,,15.1,,,2.0,
1592881200,"Вторник, 23 июня
03:00 (UTC)",,,,,,,,72.3,,14.2,юго-восточный,,,2,,,,менее 0.1,,0.6,,,,,50.0,700,,,16.3,,,2.0,
1592892000,"Вторник, 23 июня
06:00 (UTC)",,,,,,,,52.4,,,северо-восточный,,,1,,,,,,,,,,,50.0,700,,,23.7,,,1.0,
1592902800,"Вторник, 23 июня
09:00 (UTC)",,,,,,,,43.3,,,северный,,,2,,,,,,,,,,,20.0,700,,,26.9,,,2.0,
1592913600,"Вторник, 23 июня
12:00 (UTC)",,,,,,,,40.8,,,западный,,,3,,,,,,,,,,,20.0,699,,,29.5,,,5.0,
1592924400,"Вторник, 23 июня
15:00 (UTC)",,,,,,,,43.0,,,западный,,29.7,1,,,,0,,,,,,,20.0,699,,,28.8,,,5.0,
1592935200,"Вторник, 23 июня
18:00 (UTC)",,,,,,,,67.3,,,юго-восточный,,,2,,,,,,,,,,,10.0,700,,,23.2,,,7.0,
1592946000,"Вторник, 23 июня
21:00 (UTC)",,,,,,,,61.1,,,юго-западный,,,1,,,,,,,,,,,10.0,699,,,21.6,,,0.0,
1592956800,"Среда, 24 июня
00:00 (UTC)",,,,,,,,66.4,,,западный,,,1,,,,,,,,,,,10.0,698,,,19.0,,,0.0,
1592967600,"Среда, 24 июня
03:00 (UTC)",,,,,,,,69.6,,16.9,юго-восточный,,,1,,,,0,,0,,,,,50.0,699,,,19.7,,,1.0,
1592978400,"Среда, 24 июня
06:00 (UTC)",,,,,,,,47.4,,,северо-западный,,,1,,,,,,,,,,,20.0,699,,,25.5,,,7.0,
1592989200,"Среда, 24 июня
09:00 (UTC)",,,,,,,,44.0,,,северо-восточный,,,1,,,,,,,,,,,20.0,698,,,28.3,,,7.0,
1593000000,"Среда, 24 июня
12:00 (UTC)",,,,,,,,39.9,,,юго-западный,True,,1,,,,,,,,,,,20.0,698,,,29.2,,,7.0,
1593010800,"Среда, 24 июня
15:00 (UTC)",,,,,,,,50.3,,,западный,,30.7,2,,,,менее 0.1,,,True,,,,20.0,698,,,26.9,,,9.0,
1593021600,"Среда, 24 июня
18:00 (UTC)",,10.0,,,,,,90.9,,,западный,,,1,,,,,,,True,,,,10.0,703,,,16.9,,,10.0,
1593032400,"Среда, 24 июня
21:00 (UTC)",,,,,,,,81.4,,,южный,,,2,,,,,,,,,,,10.0,700,,,16.8,,True,7.0,
1593043200,"Четверг, 25 июня
00:00 (UTC)",,,,True,,,,82.0,,,юго-восточный,,,2,,,,,,,,,,,10.0,701,,,17.2,,,10.0,
1593054000,"Четверг, 25 июня
03:00 (UTC)",,,,,,,,70.4,,16.3,южный,,,1,,,,12,,12,,,,,20.0,701,,,19.0,,,9.0,
1593064800,"Четверг, 25 июня
06:00 (UTC)",,,,,,,,68.8,,,северо-западный,,,2,,,,,,,,,,,20.0,701,,,19.9,,,10.0,
1593075600,"Четверг, 25 июня
09:00 (UTC)",,,,,,,,54.3,,,,,,0,,,,,,,,,,,20.0,702,,,21.3,,,10.0,
1593086400,"Четверг, 25 июня
12:00 (UTC)",,,,,,,,40.9,,,северо-западный,,,2,,,,,,,,,,,50.0,702,,,25.1,,,4.0,
1593097200,"Четверг, 25 июня
15:00 (UTC)",,,,,,,,68.8,,,западный,,25.8,2,,,,0,,,,,,,20.0,704,,,19.9,,,9.0,
1593108000,"Четверг, 25 июня
18:00 (UTC)",,,,,,,,76.2,,,южный,,,1,,,,,,,,,,,10.0,704,,,19.3,,,10.0,
1593118800,"Четверг, 25 июня
21:00 (UTC)",,,,,,,,76.0,,,южный,,,2,,,,,,,,,,,10.0,704,,,18.1,,,9.0,
1593129600,"Пятница, 26 июня
00:00 (UTC)",,,,,,,,76.9,,,южный,,,2,,,,,,,,,,,10.0,704,,,17.5,,,7.0,
1593140400,"Пятница, 26 июня
03:00 (UTC)",,,,,,,,77.4,,16.2,южный,,,1,,,,0,,0,,,,,50.0,704,,,17.4,,,6.0,
1593151200,"Пятница, 26 июня
06:00 (UTC)",,,,,,,,58.0,,,западный,,,2,,,,,,,,,,,50.0,705,,,21.6,,,4.0,
1593162000,"Пятница, 26 июня
09:00 (UTC)",,,,,,,,47.6,,,северо-западный,,,1,,,,,,,,,,,20.0,704,,,22.7,,,9.0,
1593172800,"Пятница, 26 июня
12:00 (UTC)",,,,,,,,41.4,,,восточный,,,3,,,,,,,,,,,10.0,704,,,22.9,,,9.0,
1593183600,"Пятница, 26 июня
15:00 (UTC)",,,,,,,,40.8,,,восточный,,24.5,2,,,,0,,,,,,,20.0,703,,,21.9,,,10.0,
1593194400,"Пятница, 26 июня
18:00 (UTC)",,,,,,,,70.3,,,,,,0,,,,,,,,,,,10.0,704,,,18.2,,,10.0,
1593205200,"Пятница, 26 июня
21:00 (UTC)",,,,,,,,62.8,,,,,,0,,,,,,,,,,,10.0,704,,,16.2,,,6.0,
1593216000,"Суббота, 27 июня
00:00 (UTC)",,,,,,,,72.5,,,,,,0,,,,,,,,,,,10.0,704,,,15.2,,,6.0,
1593226800,"Суббота, 27 июня
03:00 (UTC)",,,,,,,,70.4,,14.2,западный,,,1,,,,0,,0,,,,,20.0,704,,,16.4,,,7.0,
1593237600,"Суббота, 27 июня
06:00 (UTC)",,,,,,,,46.4,,,западный,,,2,,,,,,,,,,,20.0,703,,,19.5,,,9.0,
1593248400,"Суббота, 27 июня
09:00 (UTC)",,,,,,,,41.8,,,северо-западный,,,2,,,,,,,,,,,20.0,704,,,21.3,,,9.0,
