timestamp,date,Гроза слабая или умеренная (возможен дождь или снег),"Порывы, м/с",Дождь (незамерзающий) слабый непрерывный,Ливневый дождь со снегом,Ливневый дождь,Количество облаков уменьшилось,Дождь (незамерзающий) слабый с перерывами,Дождь (незамерзающий) умеренный непрерывный,"Гроза, но без осадков","Относительная влажность, %",Морось (незамерзающая) слабая непрерывная,Град,"Минимальная температура, °C",Направление ветра,Гроза,"Максимальная температура, °C",Дождь со снегом (ледяной дождь),"Средняя скорость ветра, м/с",Дождь (незамерзающий),Зарница,"Осадки за 12 часов, мм",Туман начался (усилился). Небо видно,"Высота снежного покрова, см",Количество облаков увеличилось,"Осадки за 24 часа, мм",Ливневой дождь слабый,Дымка (видимость больше 1 км),"Горизонтальная видимость, км","Атмосферное давление на уровне станции, мм рт.ст.",Снег умеренный непрерывный,"Температура воздуха, °C",Снег сильный непрерывный,Снег слабый непрерывный,Количество облаков не изменилось,Балл общей облачности
1591153200,"Среда, 3 июня
03:00 (UTC)",,,,,,True,,,,90.1,,,14.0,северо-восточный,,,,3,,,0.4,,,,6,,,10.0,743,,14.6,,,,7.0
1591164000,"Среда, 3 июня
06:00 (UTC)",,,,,,,,,,72.2,,,14.0,восточный,,,,3,,,,,,,,,,10.0,742,,18.5,,,True,7.0
1591174800,"Среда, 3 июня
09:00 (UTC)",,,,,,,,,,74.0,,,,восточный,,,,3,,,,,,,,,,10.0,742,,18.2,,,,10.0
1591185600,"Среда, 3 июня
12:00 (UTC)",,,True,,,,,,,76.4,,,,восточный,,,,3,,,,,,,,,,4.0,742,,17.9,,,,10.0
1591196400,"Среда, 3 июня
15:00 (UTC)",,10.0,True,,,,,,,92.6,,,,восточный,,20.0,,3,,,0.7,,,,,,,4.0,740,,15.8,,,,10.0
1591207200,"Среда, 3 июня
18:00 (UTC)",,10.0,,,,,,,,83.5,,,,восточный,,,,4,,,,,,,,,,10.0,739,,16.7,,,True,10.0
1591218000,"Среда, 3 июня
21:00 (UTC)",,12.0,,,,True,,,,77.3,,,,восточный,,,,4,,,,,,,,,,10.0,738,,17.2,,,,7.0
1591228800,"Четверг, 4 июня
00:00 (UTC)",,,,,,,,,,80.8,,,,восточный,,,,2,,,,,,True,,,,10.0,738,,16.1,,,,9.0
1591239600,"Четверг, 4 июня
03:00 (UTC)",,,,,,,,,,73.4,,,15.5,южный,,,,3,,,1,,,,2,,,10.0,738,,17.6,,,,10.0
1591250400,"Четверг, 4 июня
06:00 (UTC)",,,,,,,,,,76.5,,,,юго-западный,,,,3,,,,,,,,,,10.0,739,,18.0,,,,10.0
1591261200,"Четверг, 4 июня
09:00 (UTC)",,,True,,,,,,,93.2,,,,юго-западный,,,,3,,,,,,,,,,4.0,741,,16.2,,,,10.0
1591272000,"Четверг, 4 июня
12:00 (UTC)",,,,,,,,,,60.7,,,,западный,,,,4,,,,,,,,,,10.0,741,,21.3,,,True,7.0
1591282800,"Четверг, 4 июня
15:00 (UTC)",,,,,,,,,,53.7,,,,юго-западный,,22.1,,4,,,0.7,,,,,,,10.0,742,,21.8,,,,6.0
1591293600,"Четверг, 4 июня
18:00 (UTC)",,,,,,,,,,74.3,,,,южный,,,,1,,,,,,,,,,10.0,743,,17.1,,,,4.0
1591304400,"Четверг, 4 июня
21:00 (UTC)",,,,,,,,,,93.7,,,,восточный,,,,1,,,,,,,,,,10.0,744,,14.0,,,,7.0
1591315200,"Пятница, 5 июня
00:00 (UTC)",,,,,,,,,,96.1,,,,,,,,0,,,,,,,,,,10.0,745,,12.3,,,,4.0
1591326000,"Пятница, 5 июня
03:00 (UTC)",,,,,,,,,,89.0,,,11.1,восточный,,,,1,,,0,,,,0.7,,,10.0,746,,15.2,,,,7.0
1591336800,"Пятница, 5 июня
06:00 (UTC)",,,,,,,,,,63.9,,,,восточный,,,,1,,,,,,,,,,10.0,746,,21.1,,,,9.0
1591347600,"Пятница, 5 июня
09:00 (UTC)",,10.0,,,,,,,True,54.4,,,,западный,,,,4,,,,,,,,,,10.0,746,,20.5,,,,10.0
1591358400,"Пятница, 5 июня
12:00 (UTC)",,10.0,,,,,True,,,62.9,,,,юго-восточный,,,,2,,,,,,,,,,4.0,747,,18.8,,,,10.0
1591369200,"Пятница, 5 июня
15:00 (UTC)",,,,,,,,,,83.0,,,,юго-восточный,,22.4,,2,,,менее 0.1,,,,,,,10.0,746,,17.0,,,True,10.0
1591380000,"Пятница, 5 июня
18:00 (UTC)",,,,,,True,,,,90.2,,,,юго-восточный,,,,1,,,,,,,,,,10.0,746,,15.4,,,,4.0
1591390800,"Пятница, 5 июня
21:00 (UTC)",,,,,,,,,,95.5,,,,,,,,0,,,,,,,,,,10.0,746,,12.9,,,,0.0
1591401600,"Суббота, 6 июня
00:00 (UTC)",,,,,,,,,,95.5,,,,юго-восточный,,,,1,,,,,,,,,,10.0,746,,11.2,,,,0.0
1591412400,"Суббота, 6 июня
03:00 (UTC)",,,,,,,,,,88.9,,,10.8,юго-западный,,,,1,,,0,,,,менее 0.1,,,10.0,747,,14.1,,,,6.0
1591423200,"Суббота, 6 июня
06:00 (UTC)",,,,,,,,,,63.5,,,,западный,,,,4,,,,,,,,,,10.0,747,,19.3,,,True,5.0
1591434000,"Суббота, 6 июня
09:00 (UTC)",,,,,,,,,,54.5,,,,юго-западный,,,,3,,,,,,,,,,10.0,746,,22.3,,,,7.0
1591444800,"Суббота, 6 июня
12:00 (UTC)",,15.0,,,True,,,,,79.7,,,,юго-западный,,,,2,,,,,,,,,,10.0,747,,19.3,,,,9.0
1591455600,"Суббота, 6 июня
15:00 (UTC)",,,,,,,,,,84.2,,,,западный,,22.7,,2,,,2,,,,,True,,4.0,747,,17.5,,,,9.0
1591466400,"Суббота, 6 июня
18:00 (UTC)",,,,,,True,,,,94.4,,,,юго-западный,,,,1,,,,,,,,,,10.0,747,,16.4,,,,6.0
1591477200,"Суббота, 6 июня
21:00 (UTC)",,,,,,,,,,97.5,,,,западный,,,,1,,,,,,,,,True,4.0,747,,15.3,,,,6.0
1591488000,"Воскресенье, 7 июня
00:00 (UTC)",,,,,,,,,,96.2,,,,западный,,,,1,,,,,,,,,True,4.0,747,,15.7,,,,9.0
1591498800,"Воскресенье, 7 июня
03:00 (UTC)",,,,,True,,,,,98.7,,,15.2,,,,,0,,,5,,,,7,,,4.0,747,,15.7,,,,10.0
1591509600,"Воскресенье, 7 июня
06:00 (UTC)",,,,,,,,,,89.3,,,,северо-восточный,,,,2,,,,,,,,,True,4.0,748,,18.5,,,,9.0
1591520400,"Воскресенье, 7 июня
09:00 (UTC)",,,,,,,,,,72.7,,,,восточный,,,,2,,,,,,,,,,10.0,748,,21.3,,,,9.0
1591531200,"Воскресенье, 7 июня
12:00 (UTC)",,,,,,,,,,58.1,,,,восточный,,,,2,,,,,,,,,,10.0,748,,23.4,,,,7.0
1591542000,"Воскресенье, 7 июня
15:00 (UTC)",,,,,,,,,,45.3,,,,северо-восточный,,25.0,,2,,,0,,,,,,,10.0,748,,24.4,,,,2.0
1591552800,"Воскресенье, 7 июня
18:00 (UTC)",,,,,,,,,,82.2,,,,восточный,,,,1,,,,,,,,,,10.0,748,,18.5,,,,1.0
1591563600,"Воскресенье, 7 июня
21:00 (UTC)",,,,,,,,,,95.6,,,,юго-восточный,,,,1,,,,,,,,,True,4.0,748,,14.7,,,,0.0
1591574400,"Понедельник, 8 июня
00:00 (UTC)",,,,,,,,,,98.7,,,,западный,,,,1,,,,True,,,,,,1.0,749,,13.0,,,,0.0
1591585200,"Понедельник, 8 июня
03:00 (UTC)",,,,,,,,,,96.2,,,12.9,западный,,,,1,,,0,,,,0,,True,4.0,749,,15.0,,,,2.0
1591596000,"Понедельник, 8 июня
06:00 (UTC)",,,,,,,,,,62.9,,,,юго-западный,,,,1,,,,,,True,,,,10.0,749,,22.4,,,,7.0
1591606800,"Понедельник, 8 июня
09:00 (UTC)",,,,,,,,,,43.3,,,,северо-западный,,,,2,,,,,,,,,,10.0,748,,24.7,,,,7.0
1591617600,"Понедельник, 8 июня
12:00 (UTC)",,,,,,,,,,34.3,,,,северо-западный,,,,3,,,,,,,,,,10.0,748,,26.4,,,,7.0
1591628400,"Понедельник, 8 июня
15:00 (UTC)",,,,,,,,,,45.6,,,,северо-восточный,,26.9,,3,,,0,,,,,,,10.0,748,,24.5,,,,6.0
1591639200,"Понедельник, 8 июня
18:00 (UTC)",,,,,,,,,,58.2,,,,восточный,,,,2,,,,,,,,,,10.0,748,,20.5,,,,2.0
1591650000,"Понедельник, 8 июня
21:00 (UTC)",,,,,,,,,,82.4,,,,восточный,,,,1,,,,,,,,,,10.0,749,,16.2,,,,0.0
1591660800,"Вторник, 9 июня
00:00 (UTC)",,,,,,,,,,91.9,,,,восточный,,,,1,,,,,,,,,,10.0,749,,14.6,,,,0.0
1591671600,"Вторник, 9 июня
03:00 (UTC)",,,,,,,,,,80.3,,,13.8,восточный,,,,1,,,0,,,,0,,,10.0,750,,16.4,,,,0.0
1591682400,"Вторник, 9 июня
06:00 (UTC)",,,,,,,,,,60.6,,,,северо-восточный,,,,2,,,,,,,,,,10.0,750,,20.9,,,,2.0
1591693200,"Вторник, 9 июня
09:00 (UTC)",,,,,,,,,,47.4,,,,восточный,,,,2,,,,,,,,,,10.0,750,,23.2,,,,6.0
1591704000,"Вторник, 9 июня
12:00 (UTC)",,,,,,,,,,50.0,,,,северо-восточный,,,,1,,,,,,,,,,10.0,750,,23.2,,,,7.0
1591714800,"Вторник, 9 июня
15:00 (UTC)",,,,,,,,,,47.8,,,,юго-восточный,,25.1,,2,,,0,,,,,,,10.0,749,,23.6,,,,4.0
1591725600,"Вторник, 9 июня
18:00 (UTC)",,,,,,,,,,66.6,,,,юго-восточный,,,,1,,,,,,,,,,10.0,749,,20.1,,,,2.0
1591736400,"Вторник, 9 июня
21:00 (UTC)",,,,,,,,,,86.2,,,,,,,,0,,,,,,,,,,10.0,749,,15.3,,,,0.0
1591747200,"Среда, 10 июня
00:00 (UTC)",,,,,,,,,,96.1,,,,,,,,0,,,,,,,,,,10.0,749,,13.0,,,,0.0
1591758000,"Среда, 10 июня
03:00 (UTC)",,,,,,,,,,90.2,,,12.9,,,,,0,,,0,,,,0,,,10.0,749,,15.3,,,,0.0
1591768800,"Среда, 10 июня
06:00 (UTC)",,,,,,,,,,53.1,,,,юго-западный,,,,1,,,,,,,,,,10.0,749,,23.4,,,,2.0
1591779600,"Среда, 10 июня
09:00 (UTC)",,,,,,,,,,44.5,,,,западный,,,,2,,,,,,,,,,10.0,749,,25.7,,,,6.0
1591790400,"Среда, 10 июня
12:00 (UTC)",,,,,,,,,,42.0,,,,юго-западный,,,,2,,,,,,,,,,10.0,748,,26.9,,,,5.0
1591801200,"Среда, 10 июня
15:00 (UTC)",,,,,,,,,,40.3,,,,западный,,27.3,,2,,,0,,,,,,,10.0,748,,26.7,,,,4.0
1591812000,"Среда, 10 июня
18:00 (UTC)",,,,,,,,,,65.6,,,,западный,,,,1,,,,,,,,,,10.0,748,,21.2,,,,2.0
1591822800,"Среда, 10 июня
21:00 (UTC)",,,,,,,,,,84.1,,,,западный,,,,1,,,,,,,,,,10.0,748,,16.9,,,,2.0
1591833600,"Четверг, 11 июня
00:00 (UTC)",,,,,,,,,,90.7,,,,юго-западный,,,,1,,,,,,,,,,10.0,748,,14.6,,,,7.0
1591844400,"Четверг, 11 июня
03:00 (UTC)",,,,,,,,,,84.1,,,14.4,,,,,0,,,0,,,,0,,,10.0,749,,17.2,,,,4.0
1591855200,"Четверг, 11 июня
06:00 (UTC)",,,,,,,,,,51.4,,,,восточный,,,,1,,,,,,,,,,10.0,748,,24.9,,,,2.0
1591866000,"Четверг, 11 июня
09:00 (UTC)",,,,,,,,,,41.2,,,,северный,,,,2,,,,,,,,,,10.0,748,,27.2,,,,2.0
1591876800,"Четверг, 11 июня
12:00 (UTC)",,,,,,,,,,37.0,,,,северный,,,,1,,,,,,,,,,10.0,748,,28.6,,,,5.0
1591887600,"Четверг, 11 июня
15:00 (UTC)",,,,,,,,,,35.8,,,,восточный,,28.7,,1,,,0,,,,,,,10.0,747,,27.9,,,,2.0
1591898400,"Четверг, 11 июня
18:00 (UTC)",,,,,,,,,,64.9,,,,,,,,0,,,,,,,,,,10.0,746,,21.9,,,,2.0
1591909200,"Четверг, 11 июня
21:00 (UTC)",,,,,,,,,,83.6,,,,западный,,,,1,,,,,,,,,,10.0,746,,17.0,,,,0.0
1591920000,"Пятница, 12 июня
00:00 (UTC)",,,,,,,,,,89.6,,,,юго-западный,,,,1,,,,,,,,,,10.0,746,,15.3,,,,0.0
1591930800,"Пятница, 12 июня
03:00 (UTC)",,,,,,,,,,81.1,,,14.7,западный,,,,1,,,0,,,,0,,,10.0,746,,18.3,,,,0.0
1591941600,"Пятница, 12 июня
06:00 (UTC)",,,,,,,,,,56.5,,,,западный,,,,2,,,,,,,,,,10.0,746,,26.0,,,,0.0
1591952400,"Пятница, 12 июня
09:00 (UTC)",,,,,,,,,,46.6,,,,западный,,,,2,,,,,,,,,,10.0,745,,28.2,,,,5.0
1591963200,"Пятница, 12 июня
12:00 (UTC)",,,,,,,,,,43.6,,,,западный,,,,1,,,,,,,,,,10.0,745,,30.0,,,,6.0
1591974000,"Пятница, 12 июня
15:00 (UTC)",,,,,,,,,,53.2,,,,восточный,,30.5,,2,,,0,,,,,,,10.0,744,,28.0,,,,4.0
1591984800,"Пятница, 12 июня
18:00 (UTC)",,,,,,,,,True,64.7,,,,восточный,,,,3,,,,,,,,,,10.0,744,,24.9,,,,9.0
1591995600,"Пятница, 12 июня
21:00 (UTC)",,20.0,,,True,,,,,90.3,,,,восточный,,,,1,,,,,,,,,,10.0,745,,16.9,,,,7.0
1592006400,"Суббота, 13 июня
00:00 (UTC)",,,,,,,,,,95.0,,,,восточный,,,,1,,,,,,,,,True,4.0,745,,15.9,,,,5.0
1592017200,"Суббота, 13 июня
03:00 (UTC)",,,,,,,,,,92.6,,,15.7,восточный,,,,3,,,21,,,,21,,True,4.0,745,,16.3,,,,10.0
1592028000,"Суббота, 13 июня
06:00 (UTC)",,,,,,,,,,90.2,,,,восточный,,,,3,,,,,,,,,True,4.0,746,,16.2,,,,10.0
1592038800,"Суббота, 13 июня
09:00 (UTC)",,,,,,,,,,76.5,,,,восточный,,,,3,,,,,,,,,,10.0,746,,18.5,,,,9.0
1592049600,"Суббота, 13 июня
12:00 (UTC)",,,,,,,,,,71.9,,,,восточный,,,,3,,,,,,,,,,10.0,746,,19.5,,,,10.0
1592060400,"Суббота, 13 июня
15:00 (UTC)",True,,,,,,,,,75.1,,,,западный,,20.4,,2,,,менее 0.1,,,,,,,10.0,748,,18.8,,,,10.0
1592071200,"Суббота, 13 июня
18:00 (UTC)",,11.0,,,,,,,,81.8,,,,восточный,,,,2,,,,,,,,,,10.0,747,,15.7,,,True,7.0
1592082000,"Суббота, 13 июня
21:00 (UTC)",,,,,,,,,,84.3,,,,восточный,,,,5,,,,,,,,,,10.0,747,,14.0,,,,10.0
1592092800,"Воскресенье, 14 июня
00:00 (UTC)",,,,,,,,,,81.9,,,,восточный,,,,3,,,,,,,,,,10.0,748,,12.6,,,,2.0
1592103600,"Воскресенье, 14 июня
03:00 (UTC)",,,,,,,,,,74.1,,,12.3,восточный,,,,3,,,5,,,,5,,,10.0,750,,13.0,,,,6.0
1592114400,"Воскресенье, 14 июня
06:00 (UTC)",,,,,,,,,,60.0,,,,восточный,,,,3,,,,,,,,,,10.0,751,,16.9,,,,9.0
1592125200,"Воскресенье, 14 июня
09:00 (UTC)",,10.0,,,,,,,,48.6,,,,восточный,,,,5,,,,,,,,,,10.0,751,,19.5,,,,6.0
1592136000,"Воскресенье, 14 июня
12:00 (UTC)",,11.0,,,,,,,,42.1,,,,восточный,,,,4,,,,,,,,,,10.0,751,,21.3,,,,4.0
1592146800,"Воскресенье, 14 июня
15:00 (UTC)",,,,,,,,,,41.6,,,,восточный,,21.7,,3,,,0,,,,,,,10.0,751,,20.8,,,,4.0
1592157600,"Воскресенье, 14 июня
18:00 (UTC)",,,,,,,,,,54.8,,,,восточный,,,,2,,,,,,,,,,10.0,752,,16.4,,,,2.0
1592168400,"Воскресенье, 14 июня
21:00 (UTC)",,,,,,,,,,72.4,,,,восточный,,,,1,,,,,,,,,,10.0,753,,12.0,,,,0.0
1592179200,"Понедельник, 15 июня
00:00 (UTC)",,,,,,,,,,68.4,,,,восточный,,,,1,,,,,,,,,,10.0,753,,11.4,,,,0.0
1592190000,"Понедельник, 15 июня
03:00 (UTC)",,,,,,,,,,64.4,,,10.1,северо-восточный,,,,1,,,0,,,,0,,,10.0,754,,13.7,,,,4.0
1592200800,"Понедельник, 15 июня
06:00 (UTC)",,,,,,,,,,51.6,,,,юго-восточный,,,,3,,,,,,,,,,10.0,754,,17.7,,,,5.0
1592211600,"Понедельник, 15 июня
09:00 (UTC)",,,,,,,,,,42.1,,,,юго-восточный,,,,3,,,,,,,,,,10.0,753,,20.6,,,,2.0
1592222400,"Понедельник, 15 июня
12:00 (UTC)",,,,,,,,,,36.7,,,,юго-восточный,,,,3,,,,,,,,,,10.0,752,,22.4,,,,4.0
1592233200,"Понедельник, 15 июня
15:00 (UTC)",,,,,,,,,,35.5,,,,южный,,22.7,,2,,,0,,,,,,,10.0,752,,22.4,,,,1.0
1592244000,"Понедельник, 15 июня
18:00 (UTC)",,,,,,,,,,62.0,,,,восточный,,,,1,,,,,,,,,,10.0,751,,16.4,,,,1.0
1592254800,"Понедельник, 15 июня
21:00 (UTC)",,,,,,,,,,84.2,,,,северо-восточный,,,,1,,,,,,,,,,10.0,751,,13.2,,,,0.0
1592265600,"Вторник, 16 июня
00:00 (UTC)",,,,,,,,,,92.9,,,,,,,,0,,,,,,,,,,10.0,751,,10.9,,,,0.0
1592276400,"Вторник, 16 июня
03:00 (UTC)",,,,,,,,,,81.1,,,9.9,восточный,,,,1,,,0,,,,0,,,10.0,752,,14.4,,,,0.0
1592287200,"Вторник, 16 июня
06:00 (UTC)",,,,,,,,,,51.0,,,,восточный,,,,2,,,,,,,,,,10.0,752,,20.9,,,,4.0
1592298000,"Вторник, 16 июня
09:00 (UTC)",,,,,,,,,,36.2,,,,южный,,,,1,,,,,,,,,,10.0,751,,24.1,,,,7.0
1592308800,"Вторник, 16 июня
12:00 (UTC)",,,,,,,,,,27.1,,,,южный,,,,1,,,,,,,,,,10.0,750,,24.9,,,,7.0
1592319600,"Вторник, 16 июня
15:00 (UTC)",,,,,,,,,,30.8,,,,западный,,25.9,,1,,,0,,,,,,,10.0,749,,25.2,,,,6.0
1592330400,"Вторник, 16 июня
18:00 (UTC)",,,,,,,,,,60.2,,,,юго-западный,,,,1,,,,,,,,,,10.0,749,,19.2,,,,4.0
1592341200,"Вторник, 16 июня
21:00 (UTC)",,,,,,,,,,78.5,,,,западный,,,,1,,,,,,,,,,10.0,749,,14.6,,,,2.0
1592352000,"Среда, 17 июня
00:00 (UTC)",,,,,,,,,,85.9,,,,юго-западный,,,,1,,,,,,,,,,10.0,749,,12.9,,,,2.0
1592362800,"Среда, 17 июня
03:00 (UTC)",,,,,,,,,,69.7,,,12.3,,,,,0,,,0,,,,0,,,10.0,749,,17.7,,,,4.0
1592373600,"Среда, 17 июня
06:00 (UTC)",,,,,,,,,,52.0,,,,южный,,,,1,,,,,,,,,,10.0,749,,24.6,,,,4.0
1592384400,"Среда, 17 июня
09:00 (UTC)",,,,,,,,,,41.9,,,,юго-западный,,,,2,,,,,,,,,,10.0,748,,26.8,,,,7.0
1592395200,"Среда, 17 июня
12:00 (UTC)",,,,,,,,,,36.9,,,,северо-западный,,,,3,,,,,,,,,,10.0,748,,28.3,,,,5.0
1592406000,"Среда, 17 июня
15:00 (UTC)",,,,,,,,,,40.1,,,,северо-западный,,28.9,,3,,,0,,,,,,,10.0,747,,28.1,,,,2.0
1592416800,"Среда, 17 июня
18:00 (UTC)",,,,,,,,,,56.4,,,,северный,,,,1,,,,,,,,,,10.0,747,,24.2,,,,2.0
1592427600,"Среда, 17 июня
21:00 (UTC)",,,,,,,,,,70.3,,,,северо-восточный,,,,1,,,,,,,,,,10.0,747,,20.9,,,,0.0
1592438400,"Четверг, 18 июня
00:00 (UTC)",,,,,,,,,,85.2,,,,юго-западный,,,,1,,,,,,,,,,10.0,747,,16.9,,,,4.0
1592449200,"Четверг, 18 июня
03:00 (UTC)",,,,,,,,,,84.2,,,15.4,,,,,0,,,0,,,,0,,,10.0,747,,17.9,,,,7.0
1592460000,"Четверг, 18 июня
06:00 (UTC)",,,,,,,,,,64.1,,,,северный,,,,2,,,,,,,,,,10.0,747,,22.1,,,,7.0
1592470800,"Четверг, 18 июня
09:00 (UTC)",,,,,,,,,,61.0,,,,северный,,,,2,,,,,,,,,,10.0,747,,24.2,,,,7.0
1592481600,"Четверг, 18 июня
12:00 (UTC)",,,,,,True,,,,51.2,,,,северо-восточный,,,,2,,,,,,,,,,10.0,747,,26.7,,,,5.0
1592492400,"Четверг, 18 июня
15:00 (UTC)",,,,,,,,,,70.6,,,,северо-восточный,,27.0,,3,,,менее 0.1,,,True,,,,10.0,747,,22.5,,,,7.0
1592503200,"Четверг, 18 июня
18:00 (UTC)",,,,,,,,,,85.1,,,,северо-восточный,,,,2,,,,,,,,,,10.0,747,,20.7,,,True,7.0
1592514000,"Четверг, 18 июня
21:00 (UTC)",,,,,,,,,,74.8,,,,восточный,,,,3,,,,,,,,,,10.0,748,,19.7,,,,9.0
1592524800,"Пятница, 19 июня
00:00 (UTC)",,,,,,,,,,72.1,,,,восточный,,,,3,,,,,,,,,,10.0,748,,18.3,,,,9.0
1592535600,"Пятница, 19 июня
03:00 (UTC)",,,,,,,,,,64.3,,,17.5,восточный,,,,2,,,0.7,,,,0.7,,,10.0,749,,17.5,,,,9.0
1592546400,"Пятница, 19 июня
06:00 (UTC)",,,,,,,,,,54.4,,,,юго-восточный,,,,3,,,,,,,,,,10.0,749,,18.9,,,,7.0
1592557200,"Пятница, 19 июня
09:00 (UTC)",,,,,,,,,,44.8,,,,юго-восточный,,,,4,,,,,,,,,,10.0,749,,22.6,,,,2.0
1592568000,"Пятница, 19 июня
12:00 (UTC)",,,,,,,,,,37.6,,,,юго-восточный,,,,4,,,,,,,,,,10.0,748,,24.4,,,,2.0
1592578800,"Пятница, 19 июня
15:00 (UTC)",,,,,,,,,,39.5,,,,юго-восточный,,24.8,,3,,,0,,,,,,,10.0,747,,24.1,,,,2.0
1592589600,"Пятница, 19 июня
18:00 (UTC)",,,,,,,,,,51.8,,,,юго-восточный,,,,1,,,,,,,,,,10.0,747,,20.0,,,,0.0
1592600400,"Пятница, 19 июня
21:00 (UTC)",,,,,,,,,,69.5,,,,северо-восточный,,,,1,,,,,,,,,,10.0,747,,16.6,,,,1.0
1592611200,"Суббота, 20 июня
00:00 (UTC)",,,,,,,,,,84.8,,,,,,,,0,,,,,,,,,,10.0,747,,13.4,,,,0.0
1592622000,"Суббота, 20 июня
03:00 (UTC)",,,,,,,,,,68.7,,,13.4,,,,,0,,,0,,,,0,,,10.0,747,,17.2,,,,0.0
1592632800,"Суббота, 20 июня
06:00 (UTC)",,,,,,,,,,50.3,,,,южный,,,,1,,,,,,,,,,10.0,746,,23.3,,,,0.0
1592643600,"Суббота, 20 июня
09:00 (UTC)",,,,,,,,,,29.0,,,,южный,,,,2,,,,,,,,,,10.0,745,,26.1,,,,0.0
1592654400,"Суббота, 20 июня
12:00 (UTC)",,,,,,,,,,31.5,,,,северо-западный,,,,2,,,,,,,,,,10.0,745,,28.3,,,,0.0
1592665200,"Суббота, 20 июня
15:00 (UTC)",,,,,,,,,,35.8,,,,северный,,28.7,,2,,,0,,,,,,,10.0,744,,27.8,,,,2.0
1592676000,"Суббота, 20 июня
18:00 (UTC)",,,,,,,,,,51.0,,,,северо-восточный,,,,1,,,,,,,,,,10.0,744,,24.8,,,,4.0
1592686800,"Суббота, 20 июня
21:00 (UTC)",,,,,,,,,,82.0,,,,,,,,0,,,,,,,,,,10.0,744,,17.1,,,,0.0
1592697600,"Воскресенье, 21 июня
00:00 (UTC)",,,,,,,,,,90.8,,,,,,,,0,,,,,,,,,,10.0,743,,15.3,,,,0.0
1592708400,"Воскресенье, 21 июня
03:00 (UTC)",,,,,,,,,,80.1,,,14.9,северный,,,,1,,,0,,,,0,,,10.0,744,,18.9,,,,0.0
1592719200,"Воскресенье, 21 июня
06:00 (UTC)",,,,,,,,,,65.0,,,,северо-восточный,,,,1,,,,,,,,,,10.0,744,,24.2,,,,4.0
1592730000,"Воскресенье, 21 июня
09:00 (UTC)",,,,,,,,,True,76.4,,,,восточный,,,,4,,,,,,,,,,10.0,744,,21.0,,,,10.0
1592740800,"Воскресенье, 21 июня
12:00 (UTC)",,,,,,True,,,,64.4,,,,северо-восточный,,,,3,,,,,,,,,,10.0,745,,21.7,,,,7.0
1592751600,"Воскресенье, 21 июня
15:00 (UTC)",,,,,,,,,,58.3,,,,восточный,,24.9,,3,,,менее 0.1,,,,,,,10.0,745,,21.2,,,,7.0
1592762400,"Воскресенье, 21 июня
18:00 (UTC)",,,,,,,,,,50.1,,,,северо-восточный,,,,2,,,,,,,,,,10.0,745,,18.7,,,,7.0
1592773200,"Воскресенье, 21 июня
21:00 (UTC)",,,,,,,,,,62.0,,,,северо-восточный,,,,2,,,,,,,,,,10.0,746,,14.8,,,,0.0
1592784000,"Понедельник, 22 июня
00:00 (UTC)",,,,,,,,,,69.7,,,,северо-восточный,,,,1,,,,,,,,,,10.0,747,,13.1,,,,6.0
1592794800,"Понедельник, 22 июня
03:00 (UTC)",,,,,,,,,,69.3,,,11.9,восточный,,,,2,,,0,,,,менее 0.1,,,10.0,748,,13.3,,,,2.0
1592805600,"Понедельник, 22 июня
06:00 (UTC)",,,,,,,,,,49.2,,,,восточный,,,,2,,,,,,,,,,10.0,748,,17.8,,,,4.0
1592816400,"Понедельник, 22 июня
09:00 (UTC)",,,,,,,,,,39.8,,,,северо-восточный,,,,2,,,,,,,,,,10.0,748,,20.1,,,,2.0
1592827200,"Понедельник, 22 июня
12:00 (UTC)",,,,,,,,,,31.1,,,,северо-восточный,,,,3,,,,,,,,,,10.0,747,,21.6,,,,2.0
1592838000,"Понедельник, 22 июня
15:00 (UTC)",,,,,,,,,,33.6,,,,восточный,,21.9,,2,,,0,,,,,,,10.0,747,,21.6,,,,2.0
1592848800,"Понедельник, 22 июня
18:00 (UTC)",,,,,,,,,,53.9,,,,восточный,,,,1,,,,,,,,,,10.0,748,,17.2,,,,2.0
1592859600,"Понедельник, 22 июня
21:00 (UTC)",,,,,,,,,,68.0,,,,северо-восточный,,,,1,,,,,,,,,,10.0,748,,13.7,,,,2.0
1592870400,"Вторник, 23 июня
00:00 (UTC)",,,,,,,,,,84.5,,,,восточный,,,,2,,,,,,,,,,10.0,748,,10.7,,,,6.0
1592881200,"Вторник, 23 июня
03:00 (UTC)",,,,,,,,,,72.3,,,10.7,юго-восточный,,,,3,,,0,,,,0,,,10.0,749,,13.7,,,,7.0
1592892000,"Вторник, 23 июня
06:00 (UTC)",,,,,,,,,,56.5,,,,южный,,,,2,,,,,,,,,,10.0,749,,18.5,,,,5.0
1592902800,"Вторник, 23 июня
09:00 (UTC)",,,,,,,,,,43.6,,,,юго-западный,,,,2,,,,,,,,,,10.0,748,,21.6,,,,7.0
1592913600,"Вторник, 23 июня
12:00 (UTC)",,,,,,,,,,43.2,,,,южный,,,,2,,,,,,,,,,10.0,748,,22.3,,,,9.0
1592924400,"Вторник, 23 июня
15:00 (UTC)",,,,,,,,,,50.1,,,,юго-восточный,,23.2,,1,,,0,,,,,,,10.0,747,,21.3,,,,10.0
