timestamp,date,Дождь (незамерзающий),Гроза слабая или умеренная (возможен дождь или снег),"Порывы, м/с",Туман (видимость менее 1 км),Дождь (незамерзающий) слабый непрерывный,Пыльная или песчаная буря (сильная) началась (усилилась),"Осадки за 12 часов, мм",Ливневый дождь,"Осадки за 24 часа, мм",Дымка (видимость больше 1 км),Ливневой дождь слабый,Туман без изменений (небо не видно),"Горизонтальная видимость, км","Атмосферное давление на уровне станции, мм рт.ст.","Гроза, дождь умеренный или сильный",Ливневой дождь умеренный или сильный,Гроза сильная (возможен град),"Гроза, но без осадков","Температура воздуха, °C","Гроза, дождь слабый",Туман начался (усилился). Небо не видно,"Относительная влажность, %","Минимальная температура, °C",Количество облаков не изменилось,Направление ветра,Балл общей облачности,Гроза,"Максимальная температура, °C","Средняя скорость ветра, м/с"
1591563600,"Воскресенье, 7 июня
21:00 (UTC)",,,,,,,,,,,,,20.0,762.0,,,,,18.8,,,84.9,,,южный,0.0,,,3
1591574400,"Понедельник, 8 июня
00:00 (UTC)",,,,,,,,,,,,,20.0,762.0,,,,,18.4,,,86.5,,,юго-восточный,0.0,,,3
1591585200,"Понедельник, 8 июня
03:00 (UTC)",,,,,,,0,,0,,,,20.0,761.0,,,,,19.8,,,70.6,18.2,,южный,0.0,,,3
1591596000,"Понедельник, 8 июня
06:00 (UTC)",,,,,,,,,,,,,10.0,761.0,,,,,24.0,,,53.6,,,юго-восточный,0.0,,,4
1591606800,"Понедельник, 8 июня
09:00 (UTC)",,,10.0,,,,,,,,,,10.0,761.0,,,,,23.0,,,63.1,,,юго-восточный,0.0,,,5
1591617600,"Понедельник, 8 июня
12:00 (UTC)",,,11.0,,,,,,,,,,10.0,760.0,,,,,22.8,,,66.8,,,юго-восточный,0.0,,,4
1591628400,"Понедельник, 8 июня
15:00 (UTC)",,,11.0,,,,0,,,,,,10.0,760.0,,,,,21.5,,,74.1,,,юго-восточный,0.0,,24.0,5
1591639200,"Понедельник, 8 июня
18:00 (UTC)",,,,,,,,,,,,,10.0,760.0,,,,,20.4,,,78.8,,,юго-восточный,0.0,,,3
1591650000,"Понедельник, 8 июня
21:00 (UTC)",,,,,,,,,,,,,10.0,760.0,,,,,19.3,,,84.9,,,юго-восточный,0.0,,,2
1591660800,"Вторник, 9 июня
00:00 (UTC)",,,,,,,,,,,,,10.0,760.0,,,,,16.6,,,89.1,,,западный,0.0,,,1
1591671600,"Вторник, 9 июня
03:00 (UTC)",,,,,,,0,,0,,,,10.0,760.0,,,,,20.0,,,83.4,14.9,,южный,0.0,,,2
1591682400,"Вторник, 9 июня
06:00 (UTC)",,,,,,,,,,,,,20.0,761.0,,,,,21.9,,,73.7,,,юго-восточный,0.0,,,5
1591693200,"Вторник, 9 июня
09:00 (UTC)",,,12.0,,,,,,,,,,20.0,761.0,,,,,22.7,,,66.7,,,юго-восточный,0.0,,,7
1591704000,"Вторник, 9 июня
12:00 (UTC)",,,12.0,,,,,,,,,,20.0,761.0,,,,,23.2,,,63.9,,,юго-восточный,0.0,,,5
1591714800,"Вторник, 9 июня
15:00 (UTC)",,,12.0,,,,0,,,,,,20.0,760.0,,,,,22.0,,,68.3,,,юго-восточный,4.0,,23.9,4
1591725600,"Вторник, 9 июня
18:00 (UTC)",,,11.0,,,,,,,,,,20.0,760.0,,,,,20.6,,,76.9,,,юго-восточный,6.0,,,3
1591736400,"Вторник, 9 июня
21:00 (UTC)",,,,,,,,,,,,,20.0,760.0,,,,,20.7,,,75.9,,,юго-восточный,6.0,,,3
1591747200,"Среда, 10 июня
00:00 (UTC)",,,,,,,,,,,,,20.0,760.0,,,,,19.7,,,85.0,,,юго-восточный,7.0,,,3
1591758000,"Среда, 10 июня
03:00 (UTC)",,,14.0,,,,0,,0,,,,20.0,760.0,,,,,20.5,,,76.8,19.3,,южный,6.0,,,6
1591768800,"Среда, 10 июня
06:00 (UTC)",,,11.0,,,,,,,,,,20.0,760.0,,,,,24.5,,,58.7,,,юго-восточный,0.0,,,2
1591779600,"Среда, 10 июня
09:00 (UTC)",,,13.0,,,,,,,,,,20.0,760.0,,,,,23.0,,,63.5,,,юго-восточный,0.0,,,5
1591790400,"Среда, 10 июня
12:00 (UTC)",,,13.0,,,,,,,,,,20.0,759.0,,,,,23.0,,,67.7,,,юго-восточный,0.0,,,4
1591801200,"Среда, 10 июня
15:00 (UTC)",,,12.0,,,,0,,,,,,20.0,759.0,,,,,21.8,,,68.7,,,юго-восточный,0.0,,24.7,4
1591812000,"Среда, 10 июня
18:00 (UTC)",,,12.0,,,,,,,,,,20.0,759.0,,,,,22.3,,,59.4,,,юго-восточный,0.0,,,5
1591822800,"Среда, 10 июня
21:00 (UTC)",,,10.0,,,,,,,,,,20.0,758.0,,,,,21.6,,,61.5,,,юго-восточный,0.0,,,3
1591833600,"Четверг, 11 июня
00:00 (UTC)",,,,,,,,,,,,,20.0,758.0,,,,,19.4,,,77.2,,,юго-восточный,2.0,,,3
1591844400,"Четверг, 11 июня
03:00 (UTC)",,,,,,,0,,0,,,,20.0,758.0,,,,,19.4,,,82.8,19.2,,юго-восточный,2.0,,,3
1591855200,"Четверг, 11 июня
06:00 (UTC)",,,,,,,,,,,,,20.0,757.0,,,,,22.2,,,70.1,,,юго-восточный,0.0,,,3
1591866000,"Четверг, 11 июня
09:00 (UTC)",,,11.0,,,,,,,,,,20.0,757.0,,,,,23.3,,,62.7,,,юго-восточный,0.0,,,5
1591876800,"Четверг, 11 июня
12:00 (UTC)",,,11.0,,,,,,,,,,20.0,756.0,,,,,22.4,,,68.4,,,юго-восточный,7.0,,,5
1591887600,"Четверг, 11 июня
15:00 (UTC)",,,12.0,,,,0,,,,,,20.0,755.0,,,,,21.0,,,74.0,,,юго-восточный,9.0,,24.3,4
1591898400,"Четверг, 11 июня
18:00 (UTC)",,,12.0,,,,,,,,,,20.0,755.0,,,,,20.4,,,72.5,,,южный,0.0,,,5
1591909200,"Четверг, 11 июня
21:00 (UTC)",,,11.0,,,,,,,,,,20.0,755.0,,,,,20.7,,,67.6,,,юго-восточный,0.0,,,3
1591920000,"Пятница, 12 июня
00:00 (UTC)",,,,,,,,,,,,,20.0,754.0,,,,,19.5,,,77.2,,,юго-восточный,0.0,,,3
1591930800,"Пятница, 12 июня
03:00 (UTC)",,,,,,,0,,0,,,,20.0,754.0,,,,,22.2,,,58.2,18.9,,юго-восточный,0.0,,,3
1591941600,"Пятница, 12 июня
06:00 (UTC)",,,,,,,,,,,,,10.0,755.0,,,,,23.3,,,65.6,,,юго-восточный,0.0,,,2
1591952400,"Пятница, 12 июня
09:00 (UTC)",,,,,,,,,,,,,10.0,754.0,,,,,23.5,,,67.8,,,юго-восточный,0.0,,,4
1591963200,"Пятница, 12 июня
12:00 (UTC)",,,11.0,,,,,,,,,,10.0,754.0,,,,,22.0,,,73.3,,,юго-восточный,9.0,,,6
1591974000,"Пятница, 12 июня
15:00 (UTC)",,,10.0,,,,0,,,,,,10.0,754.0,,,,,21.2,,,78.4,,,юго-восточный,9.0,,23.9,2
1591984800,"Пятница, 12 июня
18:00 (UTC)",,,,,,,,,,,,,10.0,754.0,,,,,21.0,,,74.5,,,южный,7.0,,,2
1591995600,"Пятница, 12 июня
21:00 (UTC)",,,,,,,,,,,,,,755.0,,,,,21.2,,,69.5,,,северный,,,,3
1592006400,"Суббота, 13 июня
00:00 (UTC)",,,,,,,,,,,,,10.0,755.0,,,,,18.9,,,75.1,,,,5.0,,,0
1592017200,"Суббота, 13 июня
03:00 (UTC)",,,,,,,0,,0,,,,10.0,755.0,,,,,20.6,,,76.9,18.7,,северо-западный,7.0,,,1
1592028000,"Суббота, 13 июня
06:00 (UTC)",,,,,,,,,,,,,20.0,755.0,,,,,28.6,,,37.5,,,северный,7.0,,,3
1592038800,"Суббота, 13 июня
09:00 (UTC)",,,,,,,,,,,,,20.0,754.0,,,,,27.8,,,58.8,,,восточный,7.0,,,1
1592049600,"Суббота, 13 июня
12:00 (UTC)",,,,,,,,,,,,,10.0,754.0,,,,,26.3,,,51.1,,,южный,9.0,,,3
1592060400,"Суббота, 13 июня
15:00 (UTC)",,,,,,,0,,,,,,10.0,754.0,,,,,24.0,,,54.6,,,южный,9.0,,30.6,3
1592071200,"Суббота, 13 июня
18:00 (UTC)",,,,,,,,,,,,,10.0,755.0,,,,,20.3,,,65.4,,,северо-западный,9.0,,,1
1592082000,"Суббота, 13 июня
21:00 (UTC)",,,,,,,,,,,,,20.0,755.0,,,,,20.1,,,58.8,,,северный,9.0,,,1
1592092800,"Воскресенье, 14 июня
00:00 (UTC)",,,,,,,,,,,,,10.0,755.0,,,,,20.6,,,83.5,,,южный,9.0,,,1
1592103600,"Воскресенье, 14 июня
03:00 (UTC)",,,,,,,0,,0,,,,20.0,755.0,,,,,23.4,,,60.4,18.0,,,4.0,,,0
1592114400,"Воскресенье, 14 июня
06:00 (UTC)",,,,,,,,,,,,,20.0,756.0,,,,,28.7,,,44.7,,,восточный,2.0,,,1
1592125200,"Воскресенье, 14 июня
09:00 (UTC)",,,,,,,,,,,,,20.0,756.0,,,,,27.1,,,65.2,,,юго-восточный,0.0,,,2
1592136000,"Воскресенье, 14 июня
12:00 (UTC)",,,,,,,,,,,,,20.0,756.0,,,,,27.8,,,46.5,,,юго-восточный,7.0,,,2
1592146800,"Воскресенье, 14 июня
15:00 (UTC)",,,,,,,0,,,,,,20.0,757.0,,,,,26.7,,,46.2,,,,9.0,,29.2,0
1592157600,"Воскресенье, 14 июня
18:00 (UTC)",,,,,,,,,,,,,20.0,757.0,,,,,24.9,,,53.4,,,южный,9.0,,,1
1592168400,"Воскресенье, 14 июня
21:00 (UTC)",,,,,,,,,,,,,20.0,756.0,,,,,21.5,,,59.2,,,,9.0,,,0
1592179200,"Понедельник, 15 июня
00:00 (UTC)",,,,,,,,,,,,,20.0,757.0,,,True,,22.0,,,58.9,,,северо-западный,6.0,,,3
1592190000,"Понедельник, 15 июня
03:00 (UTC)",,,10.0,,,,0,,0,,,,20.0,759.0,,,,,25.3,,,59.3,20.4,True,северо-западный,9.0,,,5
1592200800,"Понедельник, 15 июня
06:00 (UTC)",,,11.0,,,,,,,,,,,759.0,,,,,30.1,,,41.0,,True,северный,6.0,,,5
1592211600,"Понедельник, 15 июня
09:00 (UTC)",,,,,,,,,,,,,20.0,758.0,,,,,27.7,,,62.9,,,восточный,10.0,,,2
1592222400,"Понедельник, 15 июня
12:00 (UTC)",,,,,,,,,,,,,20.0,758.0,,,,,30.6,,,42.7,,,западный,9.0,,,1
1592233200,"Понедельник, 15 июня
15:00 (UTC)",,,,,,,0,,,,,,20.0,758.0,,,,,29.5,,,49.7,,,западный,10.0,,32.0,2
1592244000,"Понедельник, 15 июня
18:00 (UTC)",,,,,,,,,,,,,20.0,758.0,,,,,23.7,,,73.6,,,северо-западный,9.0,,,1
1592254800,"Понедельник, 15 июня
21:00 (UTC)",,,,,,,,,,,,,20.0,758.0,,,,,24.3,,,67.9,,,северо-западный,7.0,,,3
1592265600,"Вторник, 16 июня
00:00 (UTC)",,,,,,,,,,,,,20.0,758.0,,,,,23.1,,,72.5,,,западный,0.0,,,4
1592276400,"Вторник, 16 июня
03:00 (UTC)",,,,,,,0,,0,,,,20.0,758.0,,,,,22.9,,,69.4,22.5,,северо-западный,7.0,,,5
1592287200,"Вторник, 16 июня
06:00 (UTC)",,,,,,,,,,,,,20.0,758.0,,,,,28.3,,,54.0,,,северный,5.0,,,4
1592298000,"Вторник, 16 июня
09:00 (UTC)",,,,,,,,,,,,,20.0,758.0,,,,,32.5,,,39.8,,,северный,2.0,,,3
1592308800,"Вторник, 16 июня
12:00 (UTC)",,,,,,,,,,True,,,4.0,758.0,,,,,25.9,,,58.0,,,юго-восточный,7.0,,,3
1592319600,"Вторник, 16 июня
15:00 (UTC)",,,,,,,0,,,True,,,2.0,759.0,,,,,24.2,,,71.4,,,юго-восточный,10.0,,32.7,3
1592330400,"Вторник, 16 июня
18:00 (UTC)",,,,,,,,,,True,,,4.0,759.0,,,,,24.8,,,74.2,,,юго-восточный,10.0,,,1
1592341200,"Вторник, 16 июня
21:00 (UTC)",,,,,,,,,,True,,,4.0,759.0,,,,,23.2,,,71.2,,,южный,2.0,,,2
1592352000,"Среда, 17 июня
00:00 (UTC)",,,,,,,,,,,,,10.0,758.0,,,,,23.9,,,58.2,,,южный,2.0,,,3
1592362800,"Среда, 17 июня
03:00 (UTC)",,,,,,,0,,0,,,,10.0,759.0,,,,,25.7,,,63.3,23.1,,юго-восточный,9.0,,,3
1592373600,"Среда, 17 июня
06:00 (UTC)",,,,,,,,,,,,,10.0,759.0,,,,,26.1,,,60.6,,,юго-восточный,9.0,,,4
1592384400,"Среда, 17 июня
09:00 (UTC)",,,,,,,,,,,,,10.0,759.0,,,,,25.5,,,63.6,,,юго-восточный,9.0,,,5
1592395200,"Среда, 17 июня
12:00 (UTC)",,,10.0,,,,,,,,,,10.0,759.0,,,,,24.4,,,69.2,,,юго-восточный,9.0,,,4
1592406000,"Среда, 17 июня
15:00 (UTC)",,,,,,,0,,,,,,10.0,758.0,,,,,24.4,,,67.5,,,южный,9.0,,27.7,5
1592416800,"Среда, 17 июня
18:00 (UTC)",,,,,,,,,,,,,10.0,759.0,,,,,23.7,,,64.9,,,юго-восточный,9.0,,,3
1592427600,"Среда, 17 июня
21:00 (UTC)",,,,,,,,,,,,,10.0,759.0,,,,,22.9,,,73.9,,,южный,9.0,,,3
1592438400,"Четверг, 18 июня
00:00 (UTC)",,,,,,,,,,,,,10.0,759.0,,,,,20.1,,,81.3,,,северо-западный,10.0,,,1
1592449200,"Четверг, 18 июня
03:00 (UTC)",,,,,,,0,,0,,,,10.0,758.0,,,,,20.9,,,77.4,19.9,,южный,9.0,,,1
1592460000,"Четверг, 18 июня
06:00 (UTC)",,,,,,,,,,,,,20.0,758.0,,,,,23.7,,,73.1,,,южный,9.0,,,3
1592470800,"Четверг, 18 июня
09:00 (UTC)",,,,,,,,,,,,,20.0,757.0,,,,,26.1,,,61.8,,,юго-восточный,7.0,,,5
1592481600,"Четверг, 18 июня
12:00 (UTC)",,,10.0,,,,,,,,,,20.0,757.0,,,,,25.2,,,66.0,,,юго-восточный,6.0,,,5
1592492400,"Четверг, 18 июня
15:00 (UTC)",,,12.0,,,,0,,,,,,20.0,756.0,,,,,24.7,,,60.7,,,южный,9.0,,26.5,7
1592503200,"Четверг, 18 июня
18:00 (UTC)",,,13.0,,,,,,,,,,20.0,757.0,,,,,23.7,,,64.9,,,юго-восточный,9.0,,,4
1592514000,"Четверг, 18 июня
21:00 (UTC)",,,,,,,,,,,,,10.0,758.0,,,,,20.3,,,84.0,,,юго-западный,9.0,True,,1
1592524800,"Пятница, 19 июня
00:00 (UTC)",,,,,,,,,,,,,20.0,756.0,,,,,20.4,,,67.1,,True,юго-восточный,6.0,,,2
1592535600,"Пятница, 19 июня
03:00 (UTC)",,,,,,,1,,1,,,,20.0,756.0,,,,,23.3,,,57.0,18.1,,южный,9.0,,,2
1592546400,"Пятница, 19 июня
06:00 (UTC)",,,,,,,,,,,,,20.0,755.0,,,,,24.6,,,60.3,,,юго-восточный,10.0,,,5
1592557200,"Пятница, 19 июня
09:00 (UTC)",,,10.0,,,,,,,,,,20.0,755.0,,,,,26.4,,,58.8,,,юго-восточный,6.0,,,4
1592568000,"Пятница, 19 июня
12:00 (UTC)",,,15.0,,,,,,,,,,20.0,755.0,,,,,24.9,,,67.2,,,южный,10.0,,,5
1592578800,"Пятница, 19 июня
15:00 (UTC)",,,12.0,,,,0,,,,,,20.0,756.0,,,,,24.7,,,69.7,,,юго-восточный,10.0,,26.9,3
1592589600,"Пятница, 19 июня
18:00 (UTC)",,,,,,,,,,,,,20.0,756.0,,,,,24.4,,,65.0,,,юго-восточный,9.0,,,3
1592600400,"Пятница, 19 июня
21:00 (UTC)",,,,,,,,,,,,,20.0,756.0,,,,,24.7,,,54.8,,,южный,10.0,,,1
1592611200,"Суббота, 20 июня
00:00 (UTC)",,,,,,,,,,,,,20.0,754.0,,,,,25.9,,,42.5,,,юго-восточный,10.0,,,2
1592622000,"Суббота, 20 июня
03:00 (UTC)",,,,,,,0,,0,,,,20.0,754.0,,,,,25.4,,,53.6,22.8,,юго-восточный,4.0,,,2
1592632800,"Суббота, 20 июня
06:00 (UTC)",,,,,,,,,,,,,20.0,755.0,,,,,27.3,,,64.4,,,юго-восточный,4.0,,,2
1592643600,"Суббота, 20 июня
09:00 (UTC)",,,,,,,,,,,,,20.0,754.0,,,,,29.0,,,51.5,,,юго-восточный,5.0,,,2
1592654400,"Суббота, 20 июня
12:00 (UTC)",,,,,,,,,,,,,20.0,754.0,,,,,26.2,,,60.3,,,юго-восточный,9.0,,,4
1592665200,"Суббота, 20 июня
15:00 (UTC)",,,,,,,0,,,,,,20.0,754.0,,,,,25.0,,,69.3,,,юго-восточный,9.0,,29.1,2
1592676000,"Суббота, 20 июня
18:00 (UTC)",,,,,,,,,,,,,10.0,755.0,,,,,24.6,,,67.5,,,южный,9.0,,,1
1592686800,"Суббота, 20 июня
21:00 (UTC)",,,,,,,,,,,,,10.0,755.0,,,,,22.8,,,68.0,,,северо-западный,9.0,,,3
1592697600,"Воскресенье, 21 июня
00:00 (UTC)",,,,,,,,,,,,,10.0,754.0,,,,,23.0,,,48.6,,,северо-западный,4.0,,,2
1592708400,"Воскресенье, 21 июня
03:00 (UTC)",,,,,,,0,,0,,,,20.0,754.0,,,,,23.1,,,61.9,21.4,,северо-западный,9.0,,,3
1592719200,"Воскресенье, 21 июня
06:00 (UTC)",,,11.0,,,,,,,,,,20.0,754.0,,,,,27.4,,,46.1,,,северо-западный,9.0,,,5
1592730000,"Воскресенье, 21 июня
09:00 (UTC)",,,11.0,,,,,,,,,,20.0,754.0,,,,,29.3,,,39.2,,,северный,9.0,,,4
1592740800,"Воскресенье, 21 июня
12:00 (UTC)",,,,,,,,,,,,,20.0,754.0,,,,,28.2,,,58.9,,,восточный,9.0,,,2
1592751600,"Воскресенье, 21 июня
15:00 (UTC)",,,,,,,0,,,,,,10.0,754.0,,,,,28.5,,,40.8,,,юго-западный,10.0,,30.9,1
1592762400,"Воскресенье, 21 июня
18:00 (UTC)",,,,,,,,,,,,,10.0,754.0,,,,,27.6,,,44.4,,,северо-западный,10.0,,,2
1592773200,"Воскресенье, 21 июня
21:00 (UTC)",,,,,,,,,,,,,10.0,754.0,,,,,26.0,,,42.3,,,северо-западный,10.0,,,3
1592784000,"Понедельник, 22 июня
00:00 (UTC)",,,,,,,,,,,,,10.0,755.0,,,,,25.8,,,49.4,,,северный,10.0,,,4
1592794800,"Понедельник, 22 июня
03:00 (UTC)",,,,,,,0,,0,,,,20.0,756.0,,,,,24.6,,,52.0,24.2,,северо-западный,9.0,,,5
1592805600,"Понедельник, 22 июня
06:00 (UTC)",,,12.0,,,,,,,,,,20.0,757.0,,,,,27.5,,,42.4,,,северный,7.0,,,6
1592816400,"Понедельник, 22 июня
09:00 (UTC)",,,11.0,,,,,,,,,,20.0,757.0,,,,,32.3,,,30.7,,,северный,7.0,,,5
1592827200,"Понедельник, 22 июня
12:00 (UTC)",,,,,,,,,,,,,20.0,757.0,,,,,29.7,,,54.0,,,юго-восточный,2.0,,,2
1592838000,"Понедельник, 22 июня
15:00 (UTC)",,,,,,,0,,,,,,20.0,758.0,,,,,27.5,,,61.7,,,южный,7.0,,32.4,2
1592848800,"Понедельник, 22 июня
18:00 (UTC)",,,,,,,,,,,,,20.0,758.0,,,,,25.0,,,74.3,,,южный,2.0,,,1
1592859600,"Понедельник, 22 июня
21:00 (UTC)",,,,,,,,,,,,,10.0,758.0,,,,,24.6,,,71.9,,,южный,0.0,,,2
1592870400,"Вторник, 23 июня
00:00 (UTC)",,,,,,,,,,,,,20.0,759.0,,,,,18.8,,,83.8,,,западный,0.0,,,1
1592881200,"Вторник, 23 июня
03:00 (UTC)",,,,,,,0,,0,,,,20.0,760.0,,,,,21.5,,,69.1,17.9,,северо-западный,0.0,,,2
1592892000,"Вторник, 23 июня
06:00 (UTC)",,,,,,,,,,,,,20.0,761.0,,,,,26.5,,,69.2,,,восточный,0.0,,,2
1592902800,"Вторник, 23 июня
09:00 (UTC)",,,,,,,,,,,,,20.0,761.0,,,,,28.2,,,56.7,,,юго-восточный,0.0,,,3
1592913600,"Вторник, 23 июня
12:00 (UTC)",,,10.0,,,,,,,,,,20.0,761.0,,,,,26.8,,,57.4,,,юго-восточный,0.0,,,5
1592924400,"Вторник, 23 июня
15:00 (UTC)",,,11.0,,,,0,,,,,,,760.0,,,,,25.6,,,64.8,,,юго-восточный,0.0,,28.3,5
1592935200,"Вторник, 23 июня
18:00 (UTC)",,,12.0,,,,,,,,,,20.0,760.0,,,,,24.4,,,71.0,,,южный,0.0,,,4
1592946000,"Вторник, 23 июня
21:00 (UTC)",,,,,,,,,,,,,20.0,759.0,,,,,23.8,,,78.8,,,южный,0.0,,,5
1592956800,"Среда, 24 июня
00:00 (UTC)",,,10.0,,,,,,,,,,20.0,758.0,,,,,23.5,,,80.7,,,южный,0.0,,,5
1592967600,"Среда, 24 июня
03:00 (UTC)",,,,,,,0,,0,,,,20.0,758.0,,,,,25.2,,,58.2,23.5,,южный,0.0,,,5
1592978400,"Среда, 24 июня
06:00 (UTC)",,,,,,,,,,,,,20.0,758.0,,,,,27.3,,,66.4,,,юго-восточный,0.0,,,4
1592989200,"Среда, 24 июня
09:00 (UTC)",,,,,,,,,,,,,,758.0,,,,,28.6,,,58.6,,,юго-восточный,,,,3
1593000000,"Среда, 24 июня
12:00 (UTC)",,,,,,,,,,,,,20.0,757.0,,,,,28.4,,,57.8,,,юго-восточный,2.0,,,3
1593010800,"Среда, 24 июня
15:00 (UTC)",,,,,,,0,,,,,,20.0,757.0,,,,,25.8,,,72.1,,,юго-восточный,9.0,,28.6,4
1593021600,"Среда, 24 июня
18:00 (UTC)",,,,,,,,,,,,,20.0,758.0,,,,,25.0,,,73.8,,,юго-восточный,5.0,,,1
1593032400,"Среда, 24 июня
21:00 (UTC)",,,16.0,,,,,,,,,,20.0,759.0,,,,,26.9,,,43.9,,,северо-западный,7.0,,,5
1593043200,"Четверг, 25 июня
00:00 (UTC)",,,,,,,,,,,,,20.0,758.0,,,,,25.4,,,42.6,,,северо-западный,4.0,,,3
1593054000,"Четверг, 25 июня
03:00 (UTC)",,,,,,,0,,0,,,,20.0,759.0,,,,,26.9,,,38.8,23.4,,северо-западный,9.0,,,5
1593064800,"Четверг, 25 июня
06:00 (UTC)",,,13.0,,,,,,,,,,20.0,759.0,,,,,28.3,,,35.0,,,северный,10.0,,,6
1593075600,"Четверг, 25 июня
09:00 (UTC)",,,17.0,,,,,,,,,,20.0,759.0,,,,,29.5,,,38.2,,,северный,9.0,,,9
1593086400,"Четверг, 25 июня
12:00 (UTC)",,,18.0,,,,,,,,,,20.0,760.0,,,,,29.4,,,33.7,,,северо-западный,10.0,,,9
1593097200,"Четверг, 25 июня
15:00 (UTC)",,,16.0,,,,0,,,,,,20.0,761.0,,,,,28.5,,,40.0,,,северо-западный,7.0,,31.1,5
1593108000,"Четверг, 25 июня
18:00 (UTC)",,,12.0,,,,,,,,,,20.0,761.0,,,,,27.8,,,40.1,,,северо-западный,9.0,,,6
1593118800,"Четверг, 25 июня
21:00 (UTC)",,,13.0,,,,,,,,,,20.0,762.0,,,,,27.0,,,35.8,,,северо-западный,9.0,,,5
1593129600,"Пятница, 26 июня
00:00 (UTC)",,,13.0,,,,,,,,,,20.0,764.0,,,,,24.2,,,49.6,,,северо-западный,9.0,,,4
1593140400,"Пятница, 26 июня
03:00 (UTC)",,,,,,,0,,0,,,,20.0,765.0,,,,,22.8,,,55.0,22.4,,северо-западный,7.0,,,3
1593151200,"Пятница, 26 июня
06:00 (UTC)",,,,,,,,,,,,,20.0,766.0,,,,,26.8,,,30.0,,,северный,6.0,,,4
1593162000,"Пятница, 26 июня
09:00 (UTC)",,,,,,,,,,,,,20.0,766.0,,,,,26.5,,,34.5,,,восточный,2.0,,,4
1593172800,"Пятница, 26 июня
12:00 (UTC)",,,,,,,,,,,,,20.0,767.0,,,,,25.1,,,36.8,,,восточный,2.0,,,3
1593183600,"Пятница, 26 июня
15:00 (UTC)",,,,,,,0,,,,,,20.0,767.0,,,,,22.9,,,42.2,,,юго-восточный,4.0,,18.3,2
1593194400,"Пятница, 26 июня
18:00 (UTC)",,,,,,,,,,,,,20.0,767.0,,,,,20.8,,,49.3,,,юго-восточный,2.0,,,2
1593205200,"Пятница, 26 июня
21:00 (UTC)",,,,,,,,,,,,,20.0,767.0,,,,,17.8,,,61.9,,,южный,0.0,,,1
1593216000,"Суббота, 27 июня
00:00 (UTC)",,,,,,,,,,,,,20.0,767.0,,,,,18.4,,,61.6,,,южный,0.0,,,2
1593226800,"Суббота, 27 июня
03:00 (UTC)",,,,,,,0,,0,,,,20.0,767.0,,,,,20.4,,,58.9,14.6,,южный,6.0,,,3
1593237600,"Суббота, 27 июня
06:00 (UTC)",,,,,,,,,,,,,20.0,767.0,,,,,22.6,,,52.5,,,юго-восточный,9.0,,,4
1593248400,"Суббота, 27 июня
09:00 (UTC)",,,11.0,,,,,,,,,,20.0,766.0,,,,,23.2,,,52.0,,,юго-восточный,9.0,,,4
1593259200,"Суббота, 27 июня
12:00 (UTC)",,,11.0,,,,,,,,,,20.0,766.0,,,,,23.4,,,51.3,,,юго-восточный,9.0,,,5
1593270000,"Суббота, 27 июня
15:00 (UTC)",,,13.0,,,,0,,,,,,20.0,765.0,,,,,22.3,,,54.9,,,южный,10.0,,24.3,6
1593280800,"Суббота, 27 июня
18:00 (UTC)",,,13.0,,,,,,,,,,20.0,765.0,,,,,21.7,,,54.7,,,южный,0.0,,,3
1593291600,"Суббота, 27 июня
21:00 (UTC)",,,,,,,,,,,,,20.0,763.0,,,,,21.1,,,51.1,,,южный,7.0,,,3
1593302400,"Воскресенье, 28 июня
00:00 (UTC)",,,,,,,,,,,,,20.0,763.0,,,,,20.7,,,50.3,,,южный,9.0,,,3
1593313200,"Воскресенье, 28 июня
03:00 (UTC)",,,,,,,0,,0,,,,20.0,763.0,,,,,21.3,,,54.3,20.6,,южный,10.0,,,3
1593324000,"Воскресенье, 28 июня
06:00 (UTC)",,,,,,,,,,,,,10.0,763.0,,,,,22.4,,,52.1,,,южный,9.0,,,2
1593334800,"Воскресенье, 28 июня
09:00 (UTC)",,,,,,,,,,,,,10.0,763.0,,,,,24.0,,,29.9,,,южный,9.0,,,3
1593345600,"Воскресенье, 28 июня
12:00 (UTC)",,,,,,,,,,,,,10.0,762.0,,,,,23.6,,,47.8,,,южный,9.0,,,4
1593356400,"Воскресенье, 28 июня
15:00 (UTC)",,,,,,,0,,,,,,10.0,760.0,,,,,23.2,,,48.7,,,южный,5.0,,24.3,4
1593367200,"Воскресенье, 28 июня
18:00 (UTC)",,,,,,,,,,,,,10.0,761.0,,,,,21.5,,,52.9,,,южный,0.0,,,4
1593378000,"Воскресенье, 28 июня
21:00 (UTC)",,,,,,,,,,,,,10.0,760.0,,,,,17.3,,,67.8,,,,0.0,,,0
1593388800,"Понедельник, 29 июня
00:00 (UTC)",,,,,,,,,,,,,20.0,759.0,,,,,13.6,,,78.8,,,северо-западный,0.0,,,1
1593399600,"Понедельник, 29 июня
03:00 (UTC)",,,,,,,0,,0,,,,20.0,759.0,,,,,18.9,,,61.3,13.2,,,0.0,,,0
1593410400,"Понедельник, 29 июня
06:00 (UTC)",,,,,,,,,,,,,20.0,759.0,,,,,24.1,,,53.2,,,юго-восточный,0.0,,,3
1593421200,"Понедельник, 29 июня
09:00 (UTC)",,,,,,,,,,,,,20.0,758.0,,,,,25.6,,,57.5,,,юго-восточный,0.0,,,3
